,구분,이자보상배율1999,영업이익1999,차입금의존도1999,총자본증가율1999,유동자산증가율1999,매출액증가율1999,순이익증가율1999,영업이익증가율1999,매출액순이익률1999,매출액총이익률1999,자기자본순이익률1999,총자본순이익률1999,매출원가 대 매출액비율1999,매출채권회전률1999,재고자산회전률1999,총자본회전률1999,유형자산회전율1999,부채비율1999,유동비율1999,자기자본배율1999,당좌비율1999,비유동비율1999,순운전자본비율1999,현금비율1999,부채1999,자산1999,매출액1999,부채/현금흐름1999,유동부채1999,유동자산1999,매출/현금흐름1999,차입금평균이자율1999,정상기업여부
116,제이준코스메틱(주),-0.23,-5129706,76.58,71.84,-29.28,45.23,0,0,-7.55,11.03,-58.38,-7.42,88.97,12.01,10.33,0.98,2.5,1240.59,62.43,161.88,42.91,921.5,-18.81,1.87,309731934,334698462,260022969,-8.39,167598632,104632954,-9.99,11.41,0
117,조광페인트(주),1.38,5709547,27.93,3.6,-19.66,17.1,1807.27,-31.91,5.96,28.1,12.99,5.26,71.9,4.63,8,0.88,2.06,112.65,82.03,871.19,51.48,145.22,-6.95,5.14,45145055,85219592,73864124,16.22,32943811,27023183,9.91,13.12,1
118,조광피혁(주),1.14,8979221,46.99,17.12,28.55,18.16,95.81,34.09,2.09,11.63,6.69,2.48,88.37,5.67,5.81,1.19,3.06,133.63,125.16,210.78,78.64,107.46,10.86,5.17,82473448,144192303,158917470,-0.02,62217070,77871790,-0.01,11.54,1
119,진양산업(주),3.08,1515591,9.15,3.57,-16.33,13.65,32.02,0,4.11,12.83,3.19,1.8,87.17,6.99,2.09,0.44,0.74,65.11,101.54,470.68,48.71,111.3,0.49,4.59,59808328,151661278,65322570,7.54,48681389,49429378,6.9,3.45,1
120,진양폴리우레탄(주),5.25,2282650,17.24,-10.96,12.44,34.98,0,549.65,3.37,19.96,5.92,3.47,80.04,6.51,18.23,1.03,2.3,62.19,146.73,191.33,121.82,97.49,12.7,24.54,8626471,22497926,24578124,29.13,6117017,8975201,10.22,8.45,1
121,진흥기업(주),1.96,11563051,26.43,3.35,4.28,3.26,0,128.37,3.27,8.81,12.53,2.78,91.19,6.52,7.86,0.85,2.58,224,135.04,115.13,91.7,171.4,12.22,31.87,179475956,259598144,217257890,3.73,90542265,122271066,3.08,7.26,1
122,케이비아이동국실업(주),0.03,90115,23.79,-7.84,22.36,58.23,82.02,0,3.45,10.3,2.42,1.37,89.7,8.56,16.77,0.4,0.8,97.53,123.45,475.79,112.56,124.21,7.05,0.18,45322178,91792068,37997032,8.01,27600503,34071966,9.56,14.45,0
123,케이씨그린홀딩스(주),-2.02,-2792229,16.22,-6.93,17.85,14.42,0,0,-8.01,7.1,-8.51,-4.63,92.9,6.49,8.4,0.58,1.55,74.18,187.45,567.44,164.85,85.99,23.62,12.77,27360100,64243393,38464719,11.39,17351868,32526450,8.1,8.58,0
124,케이알모터스(주),-0.36,-6979166,82.71,-19.5,-37.29,30.3,0,0,-45.16,13.36,-504.24,-23.2,86.64,2.92,5.24,0.51,1.24,0,75.07,-19.83,48.07,0,-9.62,1.71,202491462,191794487,110451711,-0.09,74003248,55551985,-0.17,11.88,0
125,케이지케미칼(주),-0.15,-2494454,95.61,-11.58,14.1,-31.7,0,0,-17.44,16.36,0,-12.3,83.64,5.23,5,0.7,1.5,0,43.79,-61.9,28.6,0,-55.38,0.41,135362224,110283616,82836270,-7.03,108656113,47580653,-11.49,15.45,0
126,코스모신소재(주),0.65,37412360,57.55,-12.58,3.6,-3.28,0,-27.45,-10.52,23.05,-16.84,-4.84,76.95,8.47,3.23,0.46,0.78,227.58,73.85,228.53,39.26,229.83,-10.56,0.2,511625978,736439168,363615101,9.86,297546320,219745323,13.88,11.97,0
127,코오롱글로벌(주),0.48,17945928,32.61,-7.46,-18.49,0.84,0,3.57,6.24,9.25,25.09,4.78,90.75,3.04,3.13,0.77,36.4,292.86,105.87,141.96,60.35,153.66,3.38,1.16,557670652,748091513,596558589,10.49,430226119,455490509,9.81,14.85,0
128,파미셀(주),-0.77,-2719916,44.24,0,0,0,0,0,-86.4,14.23,-75.21,-25.21,85.77,3.67,6.78,0.29,0.39,198.31,31.23,335.48,24.73,236.61,-45.55,0,43908765,66050537,9636884,0.49,43747242,13661541,2.23,24.1,0
129,퍼스텍(주),-0.27,-1219006,99.18,-5.87,-5.69,6.06,0,0,102.08,7.51,0,64.25,92.49,5.72,2.37,0.63,1.68,0,592.12,-210.24,310.2,0,38.99,30.47,63774286,51510290,33430612,4.06,4081431,24166802,7.74,7.03,0
130,페이퍼코리아(주),-0.06,-3016808,117.42,0,0,0,0,0,-53.72,11.53,0,-58.69,88.47,19.45,29.06,1.09,1.47,0,14.1,0,11.5,0,-124.28,0.64,488508223,312300670,170605021,-0.53,451843720,63712304,-1.53,27.21,0
131,평화홀딩스(주),1,3228126,17.82,78.58,83.66,37.7,69.16,15.77,4.97,12.27,9.37,5.29,87.73,7.49,30.9,1.06,2.87,60.47,105.1,762.91,93.29,116.86,1.32,10.03,49137861,130392221,108198034,20.09,33716519,35435266,9.13,14.97,1
132,피에스텍(주),1.15,5380218,29.53,9.26,16.55,57.51,0,0,1.4,8.46,4.33,1.61,91.54,4.08,17.43,1.15,5.65,147.89,114.89,660.47,100.95,106.75,7.38,3.19,97674786,163721840,180612005,-3.86,81133189,93214611,-2.09,9.62,1
133,한국주철관공업(주),3.4,8798927,22.25,17.72,20.31,21.19,116.33,232.49,6.94,14.09,13.7,6.77,85.91,17.28,4.55,0.98,7.45,104.76,230.01,1129.42,165.96,51.91,41.51,62.72,70989030,138754067,125136665,16.56,44304114,101903488,9.39,8.83,1
