통계표,계정항목,단위,변환,1999/11,1999/12,2000/01,2000/02,2000/03,2000/04,2000/05,2000/06,2000/07,2000/08,2000/09,2000/10,2000/11,2000/12,2001/01,2001/02,2001/03,2001/04,2001/05,2001/06,2001/07,2001/08,2001/09,2001/10,2001/11,2001/12,2002/01,2002/02,2002/03,2002/04,2002/05,2002/06,2002/07,2002/08,2002/09,2002/10,2002/11,2002/12,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04
"1.1.3.1.4. M2 상품별 구성내역(말잔, 원계열)","M2 (말잔,원계열)","십억원 ","원자료","679,894.8","672,544.4","676,895.4","679,807.1","684,735.3","692,399.0","687,687.3","683,704.8","693,645.7","701,191.1","697,736.0","699,283.7","706,615.9","707,698.9","711,419.7","716,948.9","720,212.6","718,533.8","728,844.3","737,260.0","746,517.0","752,863.2","768,718.4","764,991.7","766,539.5","764,979.3","770,533.8","785,244.3","805,123.3","805,605.0","816,288.0","826,520.5","825,334.8","835,937.6","840,325.0","860,241.5","873,189.8","872,075.6","880,756.1","886,044.7","887,799.0","881,195.8","885,498.0","881,989.1","883,237.5","890,077.2","880,971.9","889,773.1","901,002.1","898,069.4","896,059.0","912,906.9","913,949.2","920,084.6","920,875.5","929,193.8","931,544.0","933,863.9","945,480.2","945,022.0","951,565.4","954,722.5","951,377.5","970,720.0","970,629.1","987,882.7","987,197.7","999,795.4","1,006,793.7","1,004,054.0","1,004,087.9","1,003,063.3","1,014,142.4","1,021,448.7","1,024,480.2","1,035,663.8","1,040,062.1","1,049,856.3","1,064,381.4","1,082,235.0","1,076,369.6","1,086,334.6","1,112,597.1","1,111,457.6","1,128,558.8","1,149,262.1","1,143,372.7","1,150,628.0","1,164,050.7","1,161,264.0","1,176,274.8","1,204,632.9","1,202,371.7","1,208,678.2","1,227,055.3","1,244,218.2","1,260,623.4","1,273,611.9","1,295,781.1","1,315,172.2","1,316,505.1","1,350,862.3","1,362,825.6","1,368,551.7","1,375,993.6","1,394,030.4","1,392,431.9","1,411,370.4","1,427,905.3","1,425,887.5","1,445,387.5","1,470,463.5","1,467,314.9","1,481,967.5","1,498,549.1","1,509,702.2","1,506,976.6","1,526,511.9","1,541,191.2","1,554,701.4","1,564,351.2","1,566,850.0","1,589,487.9","1,596,976.4","1,609,271.8","1,620,071.8","1,632,746.4","1,645,713.7","1,644,278.7","1,647,880.8","1,652,908.0","1,674,134.4","1,678,849.9","1,660,530.0","1,669,219.0","1,673,697.1","1,675,788.6","1,689,262.4","1,684,435.6","1,693,131.7","1,713,183.3","1,712,196.4","1,727,997.3","1,742,069.0","1,750,933.8","1,751,458.4","1,750,088.0","1,757,601.0","1,782,765.5","1,765,825.9","1,781,035.2","1,803,812.4","1,808,371.0","1,809,558.8","1,824,002.8","1,823,554.7","1,831,794.4","1,835,641.6","1,844,600.7","1,853,813.0","1,868,046.5","1,860,900.8","1,874,392.1","1,892,905.6","1,877,031.9","1,897,581.7","1,900,172.3","1,911,112.6","1,928,640.5","1,920,795.0","1,946,307.2","1,959,558.0","1,961,050.4","1,962,033.7","1,993,855.0","2,000,102.0","2,016,552.1","2,037,820.9","2,036,546.5","2,068,136.0","2,093,184.0","2,077,234.0","2,096,198.3","2,120,316.5","2,127,954.4","2,146,427.4","2,175,557.4","2,191,606.1","2,196,934.7","2,218,472.5","2,220,730.1","2,239,898.7","2,239,271.9","2,247,375.0","2,271,577.1","2,285,706.4","2,296,468.4","2,295,348.0","2,317,399.5","2,337,560.9","2,363,007.4","2,380,862.0","2,380,204.9","2,393,178.0","2,404,426.4","2,407,459.1","2,401,547.9","2,427,078.1","2,438,307.0","2,446,383.5","2,449,939.4","2,463,832.7","2,469,631.0","2,483,578.7","2,510,203.7","2,502,994.8","2,522,962.9","2,530,353.6","2,554,843.7","2,569,313.3","2,584,208.4","2,584,177.1","2,609,834.8","2,632,341.1","2,634,789.9","2,642,505.1","2,661,729.3","2,682,252.6","2,687,143.0","2,700,362.4","2,712,849.6","2,739,656.1","2,763,165.2","2,760,406.6","2,773,218.1","2,813,932.9","2,807,361.7","2,848,885.3","2,853,964.3","2,871,952.2","2,917,439.1","2,913,609.6","2,922,453.1","2,977,983.5","2,986,838.8","3,011,431.2","3,065,842.1","3,083,081.9","3,083,834.8","3,092,225.8","3,132,300.8","3,162,426.9","3,190,796.7","3,199,835.7","3,232,213.3","3,289,214.2","3,324,920.8","3,343,374.5","3,384,519.7","3,418,842.8","3,439,194.8","3,489,987.3","3,503,617.5","3,563,231.3","3,596,418.3","3,613,687.6","3,629,712.4","3,657,117.3","3,652,818.7","3,673,715.3"
