구분,총자산증가율2013,유동자산증가율2013,매출액증가율2013,매출액순이익률2013,매출원가대매출액비율2013,자기자본순이익률2013,총자산순이익률2013,매출액대판매관리비2013,매출채권회전율2013,재고자산회전율2013,총자본회전율2013,유형자산회전율2013,부채비율2013,유동비율2013,자기자본배율2013,당좌비율2013,고정비율2013,순운전자본비율2013,차입금의존도2013,현금비율2013,부채/자산2013,부채/매출액2013,부채/현금흐름2013,유동부채/부채2013,현금흐름/매출액2013,차입금평균금리2013,이자보상배율2013,정상기업여부
(주)EG메탈,-0.03374992000219,0.007592348060677752,0.49078807468927466,-0.028923198157285022,0.9602424447991439,-0.03901169658739351,-0.025246880582779352,0.03912446915400537,14.20271641006953,2.8059402218317944,0.8728938081289016,1.520707102793131,0.5452085836696595,8.37033438702575,0.6471618204612457,2.3461112573083422,0.5849449943441395,0.3654685749991346,0.3030922266574718,0.4419749623122125,0.35283817953875424,0.40421661404046766,-2.643334441572795,0.14053589869879576,-0.15291920979925533,4.17,0.04367901309286046,1
(주)G1네트웍스,0.17097049444075688,0.6343737805136545,-0.041371545252324574,-0.018864403782287743,0.882403667445106,-0.09515963363868755,-0.02346971398833317,0.1408761355816057,11.872070147669433,63.2714735956822,1.244126994905053,2.73463812945336,3.0545715080290945,1.1716142062996078,0.24663518648511754,1.1165782760001808,0.6306292991700303,0.054104201605362494,0.24802289952528167,0.24649058144590819,0.7533648135148825,0.60553690788807,46.07667943805875,0.4184778004439657,0.013141938943367178,0.3,-26.81779718848096,0
(주)KH엘텍,0.4154246539233182,1.5250450116909189,2.7562209775161293,0.16883524539688335,0.7862410444948276,0.6748094225643081,0.264763904753121,0.050388493823842834,11.179281568865456,14.96590861793052,1.5681791093485062,2.3792765494822503,1.5487213719465796,0.7295545064591928,0.39235359777136114,0.5521005302136187,0.6612960230242232,-0.12555739620062478,0.3145719968121762,0.22863545763461257,0.6076464022286389,0.3874853316220257,5.935186158325528,0.7640321270292227,0.06528612941288862,5.56,13.747664233345072,1
(주)SIMPAC산기,0.1619031071426951,1.168193612445143,2.155181881604417,-0.31468351811743894,0.9580294609000604,-0.178584540388831,-0.10185575795550263,0.13092065461019517,3.7189437156331735,1.1071601298226368,0.3236768120708831,0.9382757401065823,0.7533082466172273,1.1806131639236246,0.5703503659036371,0.4659772065234542,0.5372965137530579,0.07078554022878723,0.15553135502069415,0.13328780561745154,0.42964963409636286,1.3274031937829158,27.177483620696638,0.9121803323362184,0.04884201982453042,4.41,-3.5503516762841514,0
(주)가야,0.004088043194525937,0.09157970391844306,-0.11245335008317825,0.09319705032209626,0.9143193962417073,0.46304891587283525,0.10864631337861716,0.0543274386729919,3.5611453635633534,5.777743002723051,1.1657698715048068,2.7183315845938014,3.2619850439063742,0.7427158923451918,0.2346324754347425,0.4935025623120748,0.4502010470727718,-0.1904558128717652,0.4459220534962675,0.04554927020959106,0.7653676256828598,0.65653405907197,159.05112526003907,0.967188632072256,0.004127817756702922,3.91,1.4970532323328543,1
(주)강원심층수,-0.02641015449975877,0.24424380480959015,0.39391606062402995,-0.928978275648086,0.8739175285660709,-0.34282443243552285,-0.13795075244222085,0.8770420814606051,8.416376610745548,11.961728767012174,0.14849728573682935,0.1563718822542731,1.4851218740478498,0.05702905668747425,0.4023947519206237,0.03879891631547261,0.9660607337579424,-0.5611830838969014,0.17600289197894792,0.006443011502265597,0.5976052480793763,4.024351321400362,490.4157639533684,0.9958452541231908,0.008205999107693897,5.16,-4.214063025175152,0
(주)강원엘피씨,-0.10028568519337783,-0.0773888359352347,0.07379925621068695,0.018739827483770025,0.9424935358790829,0.18922298081568542,0.05499339082981174,0.03676059093983436,9.533674230193265,49.019812231592,2.9345729504415017,5.053421703369034,2.4408313064614346,1.3278645535982672,0.2906274417237863,1.1456569083952421,0.5888135171833553,0.1015265241240164,0.26967887557753967,0.3250006967839152,0.7093725582762137,0.2417293999010963,11.38685189199013,0.4365265544597705,0.021228817428558665,5.69,2.07051215285997,1
(주)계림물산,0.03347689095473813,0.07122941477269226,0.04466383302349482,-0.004453786470551696,0.9569145710735711,-0.21749128735663487,-0.022872680728689112,0.043368649802741834,32.83653889656094,10.90795736045886,5.135558446711039,20.86367246732616,8.50877992555706,0.8875226711383826,0.10516596322860172,0.34151968241724207,0.2676783932550812,-0.09280842154563194,0.6998549882891356,0.12383163115612138,0.8948340367713983,0.17424279093629555,-17.434159390796296,0.9221039817256586,-0.009994332794059483,5.09,-0.04031952999855226,0
(주)골든블루,0.24649473002458705,0.3263340613496236,0.9948319065602662,0.05924987430851651,0.5610744746384522,0.24447828817446252,0.07972718847580176,0.364969544610919,2.7122715781429116,2.9966273564802575,1.3456094110961156,7.538580202595153,2.0664354962564793,1.2503649243462234,0.32611152945781235,0.8605189005725068,0.19192731877025765,0.16180320174450674,0.44466820078207003,0.06777635770841638,0.673888440210114,0.5008053857628517,-42.74321394284879,0.9590154847464951,-0.0117166057384564,5.41,4.565590515022056,1
(주)공간세라믹,-0.06254328674579396,-0.0747433627521208,0.022276776089984223,0.04020018549976682,0.7636179443910421,0.03986534422189921,0.025046437443470453,0.18597710669905348,9.381172019549988,1.6197287302431669,0.6230428325664252,1.3870686880531882,0.5916572690976462,1.4135971432976522,0.6282759607958359,0.4442023479141888,0.5716717496333974,0.1253223675396222,0.25798679813472725,0.2211405885203295,0.3717240392041641,0.5966267803338112,30.439532739010144,0.8151366359724688,0.019600392208688443,4.32,2.3456603961691602,1
