,구분,이자보상배율2018,영업이익2018,차입금의존도2018,총자본증가율2018,유동자산증가율2018,매출액증가율2018,순이익증가율2018,영업이익증가율2018,매출액순이익률2018,매출액총이익률2018,자기자본순이익률2018,총자본순이익률2018,매출원가 대 매출액비율2018,매출채권회전률2018,재고자산회전률2018,총자본회전률2018,유형자산회전율2018,부채비율2018,유동비율2018,자기자본배율2018,당좌비율2018,비유동비율2018,순운전자본비율2018,현금비율2018,부채2018,자산2018,매출액2018,부채/현금흐름2018,유동부채2018,유동자산2018,매출/현금흐름2018,차입금평균이자율2018,정상기업여부
0,(주)HJ중공업,-0.66,61676000,69.99,-27.89,-0.54,0.78,0,0,-55.03,11.41,0,-33.8,88.59,13.93,2.98,0.61,2.72,0.0,92.79,0.0,57.94,0.0,-4.5,15.34,3441806000.0,2733620000.0,1697869000.0,9.88,2140149000.0,1720906000.0,15.73,5.73,0
1,(주)강원에너지,0.35,341329,19.24,2.09,5.32,3.36,0,0,2.3,6.86,4.1,2.23,93.14,1.97,189.82,0.97,9.49,81.83,173.94,641.46,172.59,39.61,33.25,47.85,43641869.0,93845576.0,85905365.0,-18.17,43608244.0,70556730.0,-8.53,15.17,0
2,(주)갤럭시아에스엠,-102.12,-10337846,0,-31.91,-43.9,-40.33,0,0,-71.17,-9.45,-46.6,-38.1,109.45,4.09,0,0.54,73.41,24.41,222.68,194.54,222.68,70.98,23.66,120.97,6781168.0,33253331.0,22060413.0,-76.62,6670268.0,14251248.0,-22.75,0.0,0
3,(주)골프존뉴딘홀딩스,-7.1,1114231,10.53,5.06,26.58,-31.49,0,0,-47.54,96.09,-1.59,-1.39,3.91,8.1,0,0.03,0.18,16.29,110.93,2261.98,110.93,104.02,1.04,9.06,288773468.0,774743339.0,223036801.0,-3.53,209277715.0,99968915.0,-17.28,2.86,0
4,(주)국보,-3.67,-5293766,26.27,-34.69,-34.84,-10.36,0,0,-6.03,4.22,-29.24,-7,95.78,5.78,176.11,1.16,2.39,293.84,41.57,137.65,40.3,293.7,-35.74,0.93,34775907.0,48188113.0,71549828.0,-12.82,28126737.0,11759027.0,-6.52,6.45,0
5,(주)기산텔레콤,-55.15,-2927420,3.5,-23.2,-21.09,-15.91,0,0,-23.29,15.43,-17.91,-14.7,84.57,23.04,4.18,0.63,85.27,17.01,573.32,401.25,474.93,38.04,55.72,148.61,24539492.0,56180491.0,56445716.0,3.73,20046567.0,46536756.0,0.75,4.22,0
6,(주)나무가,66.6,1857185,2.56,5.63,10.18,17.89,0,0,5.18,5.48,31.04,13.62,94.52,5.49,808.05,2.63,46.42,102.54,155.71,2013.42,155.16,48.44,27.22,23.88,83345221.0,118767661.0,312824892.0,-29.11,73489063.0,66783642.0,-5.76,3.92,1
7,(주)내츄럴엔도텍,-4.35,-13587338,37.54,-23.19,-35.89,-3.75,0,0,-185.62,-12.7,-41.25,-24.57,112.7,8.68,1.24,0.13,0.3,70.39,102.62,331.58,80.93,101.51,1.03,30.79,24678664.0,61165965.0,8928362.0,-26.65,23578756.0,24240298.0,-72.28,9.36,0
8,(주)넵튠,-66.34,-18370835,24.62,17.21,105.36,-7.48,0,0,-485.3,0,-36.65,-27.86,0,6.21,0,0.06,19.09,50.67,65.42,768.3,65.42,125.69,-8.76,5.29,60801263.0,129607837.0,18174243.0,-5.47,44562955.0,14152433.0,-34.6,0.44,0
9,(주)노블엠앤비,-3.42,-17705186,32.18,-8.93,0.32,5.88,0,0,-71.93,-6.81,-102.78,-45.18,106.81,6.76,8.97,0.63,2.68,205.69,52.87,115.5,41.67,216.06,-26.14,3.19,73122628.0,110217014.0,64349679.0,-6.97,60844334.0,23423829.0,-7.11,12.94,0
10,(주)녹원씨엔아이,2.26,16597964,29.1,43.49,388.48,629.04,0,0,10.65,55.37,5.95,3.71,44.63,5.09,16.37,0.35,5.34,48.56,128.2,970.01,117.53,86.02,9.26,19.44,48354289.0,125078941.0,76356153.0,1.03,47721489.0,65425003.0,1.14,15.96,1
11,(주)뉴인텍,-2.14,-2987869,37.69,-3.95,-17.16,2.53,0,0,-8.69,5.3,-27.05,-9.43,94.7,6.7,7.48,1.09,2.47,185.11,71.29,52.55,43.14,185.18,-14.12,3.53,28153135.0,42464348.0,50073204.0,6.69,21762959.0,19964638.0,3.92,5.7,0
12,(주)다산네트웍스,0.76,10205189,21.28,-10.76,-29.89,24.02,0,146.16,-80,32.74,-19.5,-11.81,67.26,3.54,7.17,0.15,1.52,58.48,77.32,939.98,69.33,124.41,-6.3,7.4,198458720.0,365996219.0,356932941.0,13.2,172353519.0,248206662.0,31.13,4.0,0
13,(주)대구백화점,-9.4,-18417446,13.76,0,0,0,0,0,-18.46,62.48,-6.05,-4.29,37.52,13.01,11.81,0.23,0.4,41.05,62.92,598.73,54.53,120.25,-8.69,0.9,390325540.0,700202374.0,119956329.0,-8.94,162476332.0,134656148.0,-11.2,2.45,0
14,(주)대창솔루션,-3.14,-8051181,53.45,13.17,98.94,4.07,0,0,-33.96,-13.02,-22.27,-9.16,113.02,5.22,3.09,0.27,0.37,173.47,83.42,427.1,58.96,195.14,-5.69,8.54,100811036.0,151300048.0,51667981.0,-8.31,62803071.0,41849541.0,-20.74,4.82,0
15,(주)더블유아이,-3.67,-6079442,21.77,87.86,140.64,-59.45,0,0,-366.6,-2.58,-51.03,-38.69,102.58,4.55,0,0.11,0.79,43.08,177.48,508.67,177.48,74.91,20.8,131.44,43654874.0,93185372.0,19277934.0,-23.32,35302057.0,66081544.0,-86.86,13.63,0
16,(주)드림어스컴퍼니,3.28,-3118024,2.54,51.47,94.04,76.45,0,0,-20.44,23.93,-15.53,-13.25,76.07,7.29,7.6,0.65,77.38,20.81,390.71,596.13,345.73,40.97,49.17,243.73,44619711.0,204478522.0,137849260.0,10.73,41956229.0,150013247.0,3.43,8.58,1
17,(주)레고켐바이오사이언스,-130.87,-15977964,0,43.01,104.3,9.62,0,0,-108.8,32.93,-31.36,-24.08,67.07,1.44,25.45,0.22,7.22,15.18,911.38,1761.26,904.19,30.6,65.37,100.28,16391555.0,121686284.0,25240302.0,-56.01,9945688.0,93378851.0,-39.26,1.4,0
18,(주)마니커,0.12,460032,31.86,-13.74,-7.49,13.54,0,384.93,-4.36,8.44,-12.14,-5.7,91.56,13.01,70.57,1.31,2.3,86.06,48.14,129.78,42.57,148.97,-21.48,2.89,89886703.0,193296432.0,269057963.0,8.47,79175139.0,37020563.0,2.78,5.87,0
19,(주)매직마이크로,0.09,398036,21.62,68.11,95.89,3.26,0,0,-14.4,8.18,-16.04,-8.6,91.82,3.28,8.85,0.6,2.9,87.96,100.79,1253.72,86.86,102.7,0.36,1.41,66817117.0,139584364.0,80032261.0,-9.97,61617764.0,36744959.0,-9.8,9.12,0
20,(주)메지온,-9.92,-21925916,0.34,0.51,0.07,241.71,0,0,-87.62,16.96,-29.7,-24.1,83.04,11.07,7.75,0.28,21.58,16.98,643.23,1376.37,619.76,7.75,78.86,248.13,17740343.0,75059445.0,19087500.0,-59.95,17740343.0,70018630.0,-31.72,13.03,0
21,(주)메타랩스,-6.88,-8756238,20.93,102.94,6.79,-31.92,0,0,-62.79,20.14,-23.3,-16.52,79.86,8.16,3.9,0.26,2.48,36.21,108.81,310.98,102.87,97.55,2.3,56.95,33859594.0,107107244.0,47375134.0,-39.79,29169409.0,41734769.0,-53.87,13.46,0
22,(주)멕아이씨에스,-1.55,-1826902,61.14,-5.29,-13.24,-9.44,0,0,-36.43,35.75,-37.04,-12.19,64.25,3.64,3.11,0.33,0.66,262.51,131.89,230.69,85.43,250.41,7.48,18.83,18957237.0,24438555.0,8727657.0,-1.91,7760045.0,8237770.0,-4.01,6.74,0
23,(주)미래아이앤지,-795.93,-1423529,0,-16.19,-12.47,-19.66,0,0,-166.25,23.82,-17.76,-16.98,76.18,7.28,36.55,0.1,1.03,4.41,1565.59,106.58,1564.04,63.42,36.75,1259.5,2436861.0,57570343.0,6445366.0,-83.18,1445875.0,23216877.0,-31.4,0.0,0
24,(주)바이넥스,3.69,6879448,12.99,13.82,16,33.31,0,0,6.07,46.37,4.51,3.58,53.63,6.53,8.99,0.59,1.16,25.51,143.74,942.58,110.14,89.66,8.69,35.14,38154387.0,190422759.0,104043177.0,29.82,37301782.0,59262452.0,10.93,8.15,1
25,(주)바이오니아,-17.3,-11578870,26.1,18.1,10.7,-2.8,0,0,-44.54,51.3,-29.42,-15.42,48.7,3.21,2.75,0.35,0.92,77.2,134.43,344.26,100.47,99.2,11.27,13.26,31770193.0,70807118.0,24077826.0,-20.52,24242918.0,31168929.0,-27.98,3.99,0
26,(주)비덴트,2.44,1159144,2.6,73.31,72.64,25.47,-4.49,0,328.72,39.44,34.16,29.34,60.56,4.58,1.82,0.09,2.4,16.14,711.69,1917.02,594.36,91.5,18.23,205.66,39559225.0,281887665.0,21471982.0,-8.83,8248179.0,60900140.0,-17.44,9.48,1
27,(주)비엔지티,-3.26,-5606828,53.39,65.44,121.21,-32.04,0,0,-39.21,11.95,-18.33,-10.01,88.05,1.61,19.87,0.26,0.82,142.07,95.66,262.11,94.01,112.02,-2.43,60.46,33695225.0,52079043.0,49621148.0,-15.13,32177964.0,31103975.0,-43.35,7.96,0
