,구분,이자보상배율2018,영업이익2018,차입금의존도2018,총자본증가율2018,유동자산증가율2018,매출액증가율2018,순이익증가율2018,영업이익증가율2018,매출액순이익률2018,매출액총이익률2018,자기자본순이익률2018,총자본순이익률2018,매출원가 대 매출액비율2018,매출채권회전률2018,재고자산회전률2018,총자본회전률2018,유형자산회전율2018,부채비율2018,유동비율2018,자기자본배율2018,당좌비율2018,비유동비율2018,순운전자본비율2018,현금비율2018,부채2018,자산2018,매출액2018,부채/현금흐름2018,유동부채2018,유동자산2018,매출/현금흐름2018,차입금평균이자율2018,정상기업여부
0,(주)88스테이,999999999,-100020,115.45,-12.85,-10.46,-60.63,0,0,-20836.48,0,0,-14.12,0,0,0,0,0.0,0.0,0.55,0.0,0.55,0.0,-111.9,0.22,15933476.0,13740655.0,10000.0,-0.22,15459903.0,84643.0,-346.64,0.0,0
1,(주)JBM,1.82,469497,59.04,12.01,21.72,2.07,0,0,3.63,11.48,0,3.5,88.52,20.4,5.89,0.96,1.57,0.0,55.49,0.0,14.63,0.0,-20.78,2.41,11238958.0,11045126.0,10075158.0,-7.83,5155757.0,2861061.0,-8.74,3.6,1
2,(주)JW솔라파크,0.97,3089724,100.32,18.66,19.56,98.91,0,261.17,-1.16,36.46,0,-0.17,63.54,5.63,0,0.15,0.17,0.0,174.4,0.0,174.4,0.0,4.37,90.12,67914816.0,67401381.0,9260757.0,-0.67,3962936.0,6911359.0,-4.89,5.38,0
3,(주)가경디앤씨,999999999,-102718,136.26,1.26,1.32,0,0,0,0,0,0,-0.13,0,0,0,0,0.0,0.0,187.73,0.0,173.57,0.0,44.83,0.64,86592141.0,57184743.0,0.0,-0.26,29225409.0,54863631.0,0.0,0.0,0
4,(주)가담종합건설,3.36,4825935,36.76,-40.75,-41.22,73.05,324.38,284.46,6.46,14.75,98.92,16.78,85.25,281.14,3.68,2.6,788.71,193.52,253.93,801.37,94.05,5.59,59.47,65.8,7753929.0,11760760.0,41081296.0,102.03,4543256.0,11536828.0,19.26,13.91,1
5,(주)가야포징,-4.48,-5944779,112.27,-16.93,-62.22,-15.93,0,0,-99.18,-72.34,0,-27.9,172.34,9.64,5.92,0.28,0.31,0.0,4.16,0.0,2.26,0.0,-121.27,0.13,31696531.0,24339387.0,7543683.0,-5.48,30797298.0,1281669.0,-23.02,5.05,0
6,(주)가야호텔,-2.36,-609975,76.78,-1.19,19.66,-0.22,0,0,-15.37,0,-21.1,-3.97,0,68.81,34.36,0.26,0.27,490.13,69.72,104.76,59.45,559.16,-2.28,52.02,16174630.0,19474727.0,5065258.0,-2.4,1465563.0,1021771.0,-7.68,1.75,0
7,(주)가이아로지스,1.15,402207,78.18,-2.23,6.69,0.13,-10.2,-7.09,3.92,0,2.29,0.4,0,23.01,0,0.1,0.1,465.28,5.39,424.05,5.39,555.77,-29.49,2.53,9864994.0,11985232.0,1222982.0,4.08,3736228.0,201480.0,32.95,3.65,0
8,(주)강원심층수,-0.49,-418436,85.92,-0.56,24.56,0.11,0,0,-13.69,35.43,-114.42,-5.17,64.57,11.36,20.99,0.38,0.4,1301.8,7.27,5.74,5.11,1311.56,-82.1,0.35,22857666.0,24613516.0,9320009.0,5.55,21792316.0,1584500.0,13.62,3.92,0
9,(주)강진항촌태양광,1.42,1780950,88.47,92.07,184.09,89.08,60.85,68.24,13.46,52.58,50.05,2.17,47.42,7.55,0,0.16,0.18,2323.85,64.5,214.41,64.5,2147.84,-6.27,1.84,27403874.0,28583119.0,3508160.0,6.83,5045927.0,3254780.0,53.34,6.52,0
10,(주)거금솔라파크,1.4,3066699,74.32,-18.24,-81.8,-6.28,-39.38,-24.16,11.44,48.03,8.24,1.74,51.97,18.13,0,0.15,0.17,308.99,35.35,245.15,35.35,394.59,-6.43,3.18,35071202.0,46421608.0,7855055.0,12.7,4620317.0,1633483.0,56.72,5.52,0
11,(주)거제씨월드,999999999,-63380,128.49,-7.88,-7.51,-5.54,93.32,0,93.47,0,0,25.95,0,45.64,38.85,0.28,1.32,0.0,487.28,0.0,465.17,0.0,13.28,256.54,15972232.0,11973762.0,3466084.0,6.96,410706.0,2001304.0,32.07,0.0,0
