,구분,이자보상배율2018,영업이익2018,차입금의존도2018,총자본증가율2018,유동자산증가율2018,매출액증가율2018,순이익증가율2018,영업이익증가율2018,매출액순이익률2018,매출액총이익률2018,자기자본순이익률2018,총자본순이익률2018,매출원가 대 매출액비율2018,매출채권회전률2018,재고자산회전률2018,총자본회전률2018,유형자산회전율2018,부채비율2018,유동비율2018,자기자본배율2018,당좌비율2018,비유동비율2018,순운전자본비율2018,현금비율2018,부채2018,자산2018,매출액2018,부채/현금흐름2018,유동부채2018,유동자산2018,매출/현금흐름2018,차입금평균이자율2018,정상기업여부
0,(주)HJ중공업,-0.66,61676000,69.99,-27.89,-0.54,0.78,0,0,-55.03,11.41,0,-33.8,88.59,13.93,2.98,0.61,2.72,0.0,92.79,0.0,57.94,0.0,-4.5,15.34,3441806000.0,2733620000.0,1697869000.0,9.88,2140149000.0,1720906000.0,15.73,5.73,1
1,(주)강원에너지,0.35,341329,19.24,2.09,5.32,3.36,0,0,2.3,6.86,4.1,2.23,93.14,1.97,189.82,0.97,9.49,81.83,173.94,641.46,172.59,39.61,33.25,47.85,43641869.0,93845576.0,85905365.0,-18.17,43608244.0,70556730.0,-8.53,15.17,1
2,(주)갤럭시아에스엠,-102.12,-10337846,0,-31.91,-43.9,-40.33,0,0,-71.17,-9.45,-46.6,-38.1,109.45,4.09,0,0.54,73.41,24.41,222.68,194.54,222.68,70.98,23.66,120.97,6781168.0,33253331.0,22060413.0,-76.62,6670268.0,14251248.0,-22.75,0.0,0
3,(주)국순당,999999999,-2994444,0,5.94,-16.68,-12.33,54.06,0,28.8,38.98,7.68,7.06,61.02,7.64,5.02,0.24,0.98,8.71,627.32,2279.05,519.07,77.78,23.92,205.79,22939575.0,238619493.0,61496072.0,95.61,11783237.0,72906719.0,32.18,0.0,0
4,(주)기산텔레콤,-55.15,-2927420,3.5,-23.2,-21.09,-15.91,0,0,-23.29,15.43,-17.91,-14.7,84.57,23.04,4.18,0.63,85.27,17.01,573.32,401.25,474.93,38.04,55.72,148.61,24539492.0,56180491.0,56445716.0,3.73,20046567.0,46536756.0,0.75,4.22,0
5,(주)나무가,66.6,1857185,2.56,5.63,10.18,17.89,0,0,5.18,5.48,31.04,13.62,94.52,5.49,808.05,2.63,46.42,102.54,155.71,2013.42,155.16,48.44,27.22,23.88,83345221.0,118767661.0,312824892.0,-29.11,73489063.0,66783642.0,-5.76,3.92,1
6,(주)내츄럴엔도텍,-4.35,-13587338,37.54,-23.19,-35.89,-3.75,0,0,-185.62,-12.7,-41.25,-24.57,112.7,8.68,1.24,0.13,0.3,70.39,102.62,331.58,80.93,101.51,1.03,30.79,24678664.0,61165965.0,8928362.0,-26.65,23578756.0,24240298.0,-72.28,9.36,0
7,(주)넵튠,-66.34,-18370835,24.62,17.21,105.36,-7.48,0,0,-485.3,0,-36.65,-27.86,0,6.21,0,0.06,19.09,50.67,65.42,768.3,65.42,125.69,-8.76,5.29,60801263.0,129607837.0,18174243.0,-5.47,44562955.0,14152433.0,-34.6,0.44,0
8,(주)노블엠앤비,-3.42,-17705186,32.18,-8.93,0.32,5.88,0,0,-71.93,-6.81,-102.78,-45.18,106.81,6.76,8.97,0.63,2.68,205.69,52.87,115.5,41.67,216.06,-26.14,3.19,73122628.0,110217014.0,64349679.0,-6.97,60844334.0,23423829.0,-7.11,12.94,0
9,(주)뉴인텍,-2.14,-2987869,37.69,-3.95,-17.16,2.53,0,0,-8.69,5.3,-27.05,-9.43,94.7,6.7,7.48,1.09,2.47,185.11,71.29,52.55,43.14,185.18,-14.12,3.53,28153135.0,42464348.0,50073204.0,6.69,21762959.0,19964638.0,3.92,5.7,0
10,(주)대창솔루션,-3.14,-8051181,53.45,13.17,98.94,4.07,0,0,-33.96,-13.02,-22.27,-9.16,113.02,5.22,3.09,0.27,0.37,173.47,83.42,427.1,58.96,195.14,-5.69,8.54,100811036.0,151300048.0,51667981.0,-8.31,62803071.0,41849541.0,-20.74,4.82,0
11,(주)더 미동,10.01,-3389329,0,-30.05,-4.36,-30.47,0,3.44,-76.22,4.27,-34.23,-32.74,95.73,7.08,52.29,0.43,298.57,3.95,1448.16,522.94,1416.21,46.76,51.22,826.33,1836030.0,33966457.0,19602894.0,144.64,1836030.0,27645731.0,10.53,0.0,0
12,(주)더블유아이,-3.67,-6079442,21.77,87.86,140.64,-59.45,0,0,-366.6,-2.58,-51.03,-38.69,102.58,4.55,0,0.11,0.79,43.08,177.48,508.67,177.48,74.91,20.8,131.44,43654874.0,93185372.0,19277934.0,-23.32,35302057.0,66081544.0,-86.86,13.63,0
13,(주)드림어스컴퍼니,3.28,-3118024,2.54,51.47,94.04,76.45,0,0,-20.44,23.93,-15.53,-13.25,76.07,7.29,7.6,0.65,77.38,20.81,390.71,596.13,345.73,40.97,49.17,243.73,44619711.0,204478522.0,137849260.0,10.73,41956229.0,150013247.0,3.43,8.58,0
14,(주)레고켐바이오사이언스,-130.87,-15977964,0,43.01,104.3,9.62,0,0,-108.8,32.93,-31.36,-24.08,67.07,1.44,25.45,0.22,7.22,15.18,911.38,1761.26,904.19,30.6,65.37,100.28,16391555.0,121686284.0,25240302.0,-56.01,9945688.0,93378851.0,-39.26,1.4,0
15,(주)마이크로컨텍솔루션,-187.2,-3535073,1.52,-12.39,-18.33,-2.74,0,0,-17.88,5.24,-12.82,-11.5,94.76,7.91,8.1,0.64,1.92,11.9,697.56,768.21,583.39,58.4,40.96,99.49,3870441.0,35818677.0,25683997.0,29.55,2431958.0,16875307.0,4.56,2.43,0
16,(주)매직마이크로,0.09,398036,21.62,68.11,95.89,3.26,0,0,-14.4,8.18,-16.04,-8.6,91.82,3.28,8.85,0.6,2.9,87.96,100.79,1253.72,86.86,102.7,0.36,1.41,66817117.0,139584364.0,80032261.0,-9.97,61617764.0,36744959.0,-9.8,9.12,1
17,(주)메지온,-9.92,-21925916,0.34,0.51,0.07,241.71,0,0,-87.62,16.96,-29.7,-24.1,83.04,11.07,7.75,0.28,21.58,16.98,643.23,1376.37,619.76,7.75,78.86,248.13,17740343.0,75059445.0,19087500.0,-59.95,17740343.0,70018630.0,-31.72,13.03,0
18,(주)메타랩스,-6.88,-8756238,20.93,102.94,6.79,-31.92,0,0,-62.79,20.14,-23.3,-16.52,79.86,8.16,3.9,0.26,2.48,36.21,108.81,310.98,102.87,97.55,2.3,56.95,33859594.0,107107244.0,47375134.0,-39.79,29169409.0,41734769.0,-53.87,13.46,0
