구분,총자산증가율2009,유동자산증가율2009,매출액증가율2009,매출액순이익률2009,매출총이익률2009,자기자본순이익률2009,총자산순이익률2009,매출원가대매출액비율2009,매출액대판매관리비2009,매출채권회전율2009,재고자산회전율2009,총자본회전율2009,유형자산회전율2009,부채비율2009,유동비율2009,자기자본배율2009,당좌비율2009,고정비율2009,순운전자본비율2009,차입금의존도2009,현금비율2009,부채/총자산2009,부채/매출액2009,부채/현금흐름2009,유동부채/부채2009,총부채/총자산2009,유동부채/총부채2009,유동자산/총자산2009,현금흐름/매출액2009,이자보상배율2009,차입금평균금리2009,업종,정상기업여부
(유)케이원에너지,0.1553329522609679,0.1012805005296119,0.080877901596603,0.0029742865285997,0.0292735989366247,0.0984732249979543,0.0113287795466953,0.9707264010633752,0.0247791371758173,9.459586326299814,73.90362454528831,3.8089065857514575,10.844579754429205,7.692306580074602,0.7529671516693953,0.1150442625082164,0.6842549472085222,0.4517563971016574,-0.17986731360424,0.3987524588969662,0.0583514213313832,0.3987524588969662,0.1046894823802292,-18.0917731126598,1.8259722297805805,0.8849557374917835,0.8227653493340314,0.5482436028983426,-0.0057865794429498,0.5133419642128366,7.98,1,0
(주)TSR,0.1236525010179156,0.4978154453000422,0.1410364797189307,0.0430380878165788,0.1859382590880388,0.104271189701507,0.0340502597228306,0.8140617409119612,0.092787948057476,3.4900881838865594,6.1921701244699126,0.791165719721267,2.1435140021171644,2.0622729620941262,0.8406942960870153,0.3265548213298899,0.658788187480295,0.5193014106524816,-0.0910890350599829,0.4538353983251337,0.1655924136884125,0.4538353983251337,0.5736287442851076,16.57581511041746,1.259900964781422,0.6734451786701101,0.8490485555645939,0.4806986211418139,0.03460636719606,2.3481057666787555,6.43,0,1
(주)TS푸드앤시스템,0.2468693132237062,-0.0825142424095921,0.2292394119236548,0.0095649275082564,0.2223322716668164,0.0540016118528651,0.0159643220699376,0.7776677283331835,0.1941006508670276,5.188932949666378,15.170487874156333,1.669047889401898,4.270821315800508,2.3826435984121983,0.7122045827828972,0.295626769686702,0.5639877713763152,0.5888780874290557,-0.1661306388862645,0.3332863183605535,0.1465088488641997,0.3332863183605535,0.1996864922072346,-134.63480309660048,1.7320019444444446,0.7043732303132979,0.8195265331143445,0.4111219125709442,-0.0014831714208692,1.7505464363408112,7.09,1,1
(주)강원엘피씨,0.0324312005013959,0.1133937202105529,1.0925624541430548,0.0119368923105088,0.0450962120393554,0.1715278572042267,0.05057829874333,0.9549037879606446,0.0333000995550937,19.397508805994207,40.03396084464792,4.237141244777968,10.447589815053396,2.391333071020836,1.5835200153120428,0.2948692974291041,1.2713400629229257,0.4873481315898879,0.1889099115968344,0.4524470154499798,0.5833743714685604,0.4524470154499798,0.1067811973479984,-189.5347384644504,0.7155356224226631,0.7051307025708958,0.4591233307994097,0.512651868410112,-0.0005633858901703,2.2180415161679323,3.96,0,1
(주)경인일보,-0.026340175323459,-0.0823694470291775,0.0041440043498929,-0.0441523343954717,0.358528657945257,-0.0652377755842276,-0.0374660761074989,0.641471342054743,0.4009561224691749,3.786619952505188,230.335234338912,0.8485638782293117,1.1496840797754742,0.7412492142770771,0.8585825686047656,0.5743003309352102,0.8496090944469076,0.7738883843844732,-0.0372429222980114,0.2078290417615875,0.0116602872194075,0.2078290417615875,0.2449185583945217,314.6053133341808,1.267169090909091,0.4256996690647899,0.6186392826945251,0.2261116156155268,0.000778494666218,-1.9150685298630297,8.99,1,0
(주)계림,0.3651946655313766,-0.0482696872548772,0.3452947332744872,0.0560702487987517,0.3836292481110586,0.0083187335513709,0.0032596332923007,0.6163707518889414,0.1665740145002486,1.911812870697056,1.0977794695854293,0.0581348105659436,0.0768352376173324,1.552045830130582,0.6126956970763155,0.391842492871232,0.5288618800626564,0.7614448971167479,-0.1507982359578577,0.3629222241485634,0.0150488611789928,0.3629222241485634,6.242769531981055,-63.53757417624219,1.0728286809761944,0.6081575071287679,0.6402179804841422,0.2385551350723924,-0.098253192900703,0.8396174687827967,3.97,1,0
(주)고산,0.1382732569006786,0.521266938513884,-0.2013983449950993,0.0246839149487703,0.1069608182661009,0.0323463506497926,0.0167917473275186,0.8930391817338991,0.1052648951940005,4.441797827941784,12.896059383344902,0.680270830715818,1.9906854094940376,0.9263242841191888,0.8663294380616621,0.5191233938356593,0.7202928270524666,0.7205419238851202,-0.0431190681411705,0.2540966461902704,0.1047630539794826,0.2540966461902704,0.3735227716921158,197.29097105091049,1.2695057140364652,0.4808766061643407,0.6708106406528098,0.2794580761148797,0.0018932583163966,0.0829130278245963,5.9,0,0
(주)골프존카운티선운,0.0686501777483919,1.799400103212056,-0.0233289892455408,0.0559565433079704,0.6379218971384941,0.0501227212469238,0.0065337488814212,0.3620781028615058,0.227112143281692,1158.6113275397065,16.49752519003005,0.1167646980168367,0.1318888760474088,6.671357157519219,0.130454754791337,0.1303550309895077,0.1275079387010161,0.8865506788122164,-0.7561956478227086,0.1057025897874416,0.0483376465383783,0.1057025897874416,0.9052615352304512,36.70706191432572,8.227281571428572,0.8696449690104923,1.0,0.1134493211877836,0.0246617813581302,1.1317906294079525,5.08,1,1
(주)광산기공,-0.0587466539954585,-0.0798433243668574,-0.3701285699931188,0.01153706957897,0.1348508103750809,0.032430620577249,0.0093663539967763,0.865149189624919,0.1001122155051958,3.4447793495394268,1.831621470509181,0.8118486182877399,2.592622138694815,2.462459414667729,1.262124253864361,0.2888120495402149,0.5147816774022503,0.3523911405433225,0.1344986167264634,0.4104678410538816,0.0951732845088739,0.4104678410538816,0.5055965260119484,9.186712686371042,1.2500617695983387,0.711187950459785,0.721483196417062,0.6476087724774883,0.0550356306192123,1.1386051346159924,6.19,0,1
(주)광성전자,-0.7205365843755076,-0.4100901999422982,-0.3487497674060481,-0.3549505333185799,0.1166889230102298,-0.0590764135575997,-0.0567065618132616,0.8833110769897702,0.4936633840454605,4.109896339488176,21.00086489603229,0.1597590551085765,0.4657835608169288,0.0417916167265863,6.170794390749444,0.9598849760568582,5.96011343016149,0.8031851946023502,0.1649202399762687,0.0143997869030106,3.972705392867718,0.0143997869030106,0.0901344020420258,3.492599553623869,2.214933153956109,0.0401151450209767,0.7950754111621197,0.1968148053976498,0.025807253496469,-81.89134013829437,5.26,0,0
