,구분,이자보상배율2002,영업이익2002,차입금의존도2002,총자본증가율2002,유동자산증가율2002,매출액증가율2002,순이익증가율2002,영업이익증가율2002,매출액순이익률2002,매출액총이익률2002,자기자본순이익률2002,총자본순이익률2002,매출원가 대 매출액비율2002,매출채권회전률2002,재고자산회전률2002,총자본회전률2002,유형자산회전율2002,부채비율2002,유동비율2002,자기자본배율2002,당좌비율2002,비유동비율2002,순운전자본비율2002,현금비율2002,부채2002,자산2002,매출액2002,부채/현금흐름2002,유동부채2002,유동자산2002,매출/현금흐름2002,차입금평균이자율2002,정상기업여부
0,(주)KHE,-6.91,-6211302,67.67,-31.77,-39.37,-25.31,0,0,-47.05,-9.5,-127.7,-30.75,109.5,2.34,17.51,0.65,1.31,831.88,59.01,28.21,52.25,516.54,-30.95,2.09,17787405,19925618,16055856,-8.65,15048713,8880971,-9.58,7.21,0
1,(주)NH무역,1.61,1748938,52.56,30.26,31.25,60.75,1047,32621.01,1.83,9.91,18.11,3.97,90.09,7.3,13.3,2.17,602.2,180.62,155,111.09,114.78,6.35,34.68,13.43,33307577,51748400,99430705,-14.5,32631619,50577806,-4.86,3.64,1
2,(주)가우디,-13.13,-1833014,82.28,-9.19,27.3,-33.18,0,0,-33.76,36.5,0,-15.82,63.5,1.9,1.21,0.47,2.87,0,86.75,0,41.22,0,-13.35,0.09,14374955,14232315,7004758,-20.21,14339125,12439217,-41.48,1.73,0
3,(주)강변스포렉스,-1.44,-1162486,40.63,22.39,88.94,-13.42,0,0,-18.64,0,0,-1.35,0,86.38,13.84,0.07,0.17,0,54.48,0,53.33,0,-32.72,0.25,47332766,41795590,2749344,1.44,30045809,16369761,24.76,6.16,0
4,(주)건잠디지털,-5.38,-1680458,56.19,-42.08,-32.13,-49.93,0,0,-148.87,11.18,-101.37,-55.91,88.82,1.96,3.55,0.38,4.67,189.26,175.54,37.89,145.01,132.93,23.26,9.4,3254015,4973386,2546149,-38.53,1531155,2687844,-49.25,11.85,0
5,(주)게스템프카테크,1.5,1855458,50.79,-2.5,11.68,55.79,0,0,3.13,10.26,16.17,3.67,89.74,11.01,28.07,1.17,1.43,302.84,35.29,33.97,28.11,328.89,-33.66,2.63,22632559,30105876,35749864,10.24,15659407,5526579,6.49,7.72,1
6,(주)경방상사,-4.78,-10362990,290.2,-70.15,-78.63,-10.11,0,0,-70.87,-16.69,0,-88.71,116.69,3.02,5.09,1.25,24.69,0,14.75,0,12.92,0,-314.92,0.39,25108313,6768122,18428186,-9.05,25001627,3687541,-12.33,10.64,0
7,(주)경인방송,-3.4,-2550182,42.86,-3.87,28.09,35.12,0,0,0.28,0,0,0.54,0,4.6,183.3,1.91,3.9,0,81.78,0,80.54,0,-12.38,0.67,39747974,29397785,57166298,-5.16,19980245,16340369,-3.59,3.51,0
8,(주)경인일보,-49.68,-4925941,14.7,-49.26,-11.95,9.04,0,0,-1.96,31.69,-7.37,-1.63,68.31,5.28,103.6,0.83,1.55,170.98,137.33,28.87,134.03,134.69,13.67,7.34,5907454,9362581,11530718,-34.04,3428722,4708809,-17.44,7.54,0
9,(주)교학사,3.01,6111275,30.05,0.49,-2.93,22.18,349.8,1203.26,4.37,32.03,9.9,3.23,67.97,2.45,2.57,0.74,2.54,194.94,124.79,522.36,67.68,106.33,12.7,0.23,57025392,86277669,63562535,5.15,44213404,55173076,4.62,7.56,1
10,(주)국일인토트,1.55,760775,58.14,-7.57,-5.51,1.67,0,0,4.02,27.83,39.28,3.27,72.17,11.16,3.65,0.81,2.46,889.44,89.36,26.66,57.97,333.59,-7.89,1.58,8210354,9133448,7720421,-12.33,6774947,6054064,-13.11,8.48,1
11,(주)그린앤블루,-0.35,-121581,28.48,-2.74,-3.87,3.04,0,0,-2.96,14.27,0,-0.63,85.73,54.46,60.98,0.21,0.22,0,5.77,0,4.86,0,-32.03,3.21,32167427,17853693,3887652,0.32,6067615,349865,2.66,6.93,0
12,(주)글로리아,1.21,664074,72.23,-3.01,-20.74,2.7,0,12.99,3.26,26.68,4.93,0.76,73.32,299.82,18.45,0.23,0.24,524.33,4.55,80.64,2.16,612.37,-40.16,1.35,12684046,15103153,3569641,1.82,6354946,289285,6.47,4.78,1
13,(주)금성출판사,-2.28,-1713086,8.84,-3.7,-14.32,9.45,0,0,-2.07,55.13,-7.97,-2.21,44.87,8.54,5.77,1.07,3.06,268.82,66.8,462.19,39.34,210.68,-21.31,0.45,54568691,74867979,81446026,2.14,48055487,32101370,1.43,5.98,0
14,(주)금풍,1.22,556757,40.2,-9.4,-19.53,15.79,-61.41,46.39,1.07,15.84,3.49,1.2,84.16,9.31,13.27,1.12,1.57,171.95,46.82,281.12,31.41,204.03,-28.38,5.35,9909369,15672240,18480122,2.31,8361619,3914503,1.24,6.84,1
15,(주)금호하우징,-71.92,-163190,28.07,-58.15,5.02,0,0,0,0,0,-24.4,-0.68,0,0,0,0,0,2309.87,81.54,100.06,39.93,644.61,-16.58,0.28,6933897,7234082,0,-24.37,6498704,5299063,0,0.2,0
