구분,항목,자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)금양,001570,,111150536,101175922,61729230,,32318140,32482152,16261154,,39506748,39756123,24108750,,71643788,61419799,37620480,,81479192,71871307,55313465,,42439073,49659610,45721968,,1368814,1071446,899552,,20910670,17879061,13215363,,0,0,0,,13534944,4422015,1243590,,7092196,4048510,3828412,,29671344,29304615,6415765,,8597157,9163233,9179742,,45026111,46336418,42971166,,7188608,7273972,7847596,,11800924,12032718,9657676,,51310867,55512054,50896158,,6284756,9175635,7924992,,-5516168,-2857082,-1732684,,-5659759,-2754432,-31594064,8124378,-5768256,-8032781,-3229232,3536927,5168494,6429401,5197954,10.85,8.94,10.75,11.19,21127035,19473899,17712119,15176098
(주)금호에이치티,214330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19795,118773,-182655,553,938122,661110,534646,266032,,12.38,9.73,5.95,6362728,6998234,6651758,6282976
(주)금화피에스시,036190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576534,-794318,-13391,-669294,57003,50799,28973,19390,,0,0,0,4701285,6511006,6353956,6469945
(주)기가레인,049080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17460,,,,6125,,,,,,,,59255,,
(주)기산텔레콤,035460,,,,82890124,,,,47294441,,,,59571438,,,,23318686,,,,27620429,,,,18811050,,,,8030644,,,,6073083,,,,0,,,,7243888,,,,3547400,,,,55269695,,,,19998079,,,,38921918,,,,12276998,,,,15876665,,,,50467417,,,,11545499,,,,-4331166,,,,-5223008,1775702,15099770,5916357,-21916746,435495,170819,85529,170980,12.89,7.88,7.51,8.89,896047,878081,1098690,764801
(주)까뮤이앤씨,013700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-618134,3099206,4039977,2106986,6860699,8891805,6967825,5020962,8.44,12.98,11.62,9.82,90641377,63358265,62478831,61659741
(주)나노신소재,121600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64364,,,,115731,,,,,,,,5128858
(주)나노엔텍,039860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680248,622230,-3987523,4284031,525199,505361,188715,26315,9.79,9.99,8.7,18.72,527355,653869,1848001,1784163
(주)나래나노텍,137080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-414677,286941,,,215879,207745,,,,7.38,,,3548011,3786276
(주)나이스홀딩스,034310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249891,7192188,422753,-6934242,615035,614587,401114,117616,,9.76,12.21,2.29,10497494,29384283,28351562,43303526
(주)남선알미늄,008350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4286441,1278517,-156203,-2348734,16989781,15681940,12651083,11338103,9.65,10.48,10.87,13.54,136076279,125238915,109279930,58973825
(주)남성,004270,144452665,127419667,155413612,143583549,32428338,25077435,39079126,26252522,51765034,48957746,61431814,45479267,92687631,78461920,93981798,98104282,59732749,66841937,87424136,79944056,44328003,41227411,74230389,61007476,3450848,3621470,10740000,14842200,16168982,23851133,24926684,28999827,0,0,0,0,4490913,1198014,3041563,3150363,9202512,9510031,10318913,3971914,84719916,60577729,67989476,63639493,11050607,4701362,20481748,12646946,70688989,67568270,64434399,68393404,19336696,23880311,22352688,19226744,8239715,8980825,9089215,10394774,84851802,82643343,79515518,82472866,14162813,15075072,15081119,14079462,5923098,6094247,5991905,3684688,2680125,519488,1735630,539902,-18565765,-2229228,1468688,573850,4342085,4030574,2285731,1460527,14.94,26.94,7.14,4.37,29993527,34741554,38866705,47708864
(주)네오위즈홀딩스,042420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037700,11973949,22967058,-22481935,6264,5994,1457,0,,6.54,3.18,0,303371,2178040,3483328,6257635
(주)네오티스,085910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133438,,,,155350,,,,,,,,6397920
(주)네이처셀,007390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43193,-37969,-1477,1626796,598807,536612,469688,554593,9.72,8.93,7.79,10.22,2724093,2678730,2590678,715634
(주)네패스,033640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-178160,-773005,-393133,180070,351896,548632,474370,373392,7.15,4.91,3.56,3.82,3548168,4339626,7305638,5363386
(주)넥센,005720,346729506,390611148,416476547,472762016,88171706,81011841,82259805,77294122,118662613,118842022,125287853,125776725,228066893,271769126,291188694,346985291,177967154,195490171,201861549,228907907,100346179,136315750,125030472,138504881,34903949,16600396,47586651,56860872,31508294,65780662,42486212,64783598,0,0,0,0,23409469,28349932,12724719,15968073,22107403,12665463,11734817,10116000,168762352,195120977,214614997,243854110,41436559,38483012,45908437,47797600,233135468,262059264,300502615,320678886,30490907,37830181,43028048,48482603,43158257,43347123,49901796,56114982,297907457,334012199,397792596,426184416,64771989,71952936,97289981,105505529,21613732,28605813,47388186,49390547,118159244,9558573,28131862,31474016,-5958923,747247,-11025713,292788,3281240,3024469,3033819,2538385,14.42,7.54,6.51,5.49,58956330,104413139,97653724,96716240
(주)넥스턴바이오사이언스,089140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329266,,,,108410,,,,,,,,1691554
(주)노루홀딩스,000320,333934901,336844414,341836099,355239170,70480568,73770305,65878791,105285586,100973050,103155639,96801609,136597947,232961851,233688775,245034490,218641223,148724297,146700939,158694804,147808086,117606334,85541959,81968478,109648300,9905712,23320537,20187724,4329418,22070000,33580000,26928385,28891994,0,0,0,0,4101660,15808146,5424315,15993006,14108227,13468248,8179256,14404498,185210604,190143476,183141295,207431084,42824983,44206227,46005252,68411857,157072960,169728458,176222602,182896544,30492482,29385334,30922818,31312361,25571210,29081960,31883628,36890628,208383052,226464893,232108649,239709138,51310092,56736435,55886047,56812594,25738882,27654476,24002419,19921965,12411589,12515907,14445209,28283369,-2866875,11212486,-9489047,6073626,18957123,13225607,12240595,8865921,15.01,12.16,11.15,8.78,202081279,198593508,197393930,171720261
(주)녹십자,006280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163939,-355235,48133540,-46865403,23241599,9895691,5495516,1199733,37.27,17.91,12.71,4.37,35246698,32738394,31440944,24543674
(주)녹십자홀딩스,005250,302985113,432989460,491421065,406358692,94742486,135495912,151289472,124782475,159904996,150905425,203193587,181386519,143080117,282084035,288227479,224972172,139378660,150842308,217486938,187509394,109298239,119334067,185211409,167909618,11794765,13344424,10315122,2918368,36484388,53401627,81300194,97761691,0,0,0,0,16267349,6570872,61713832,33199263,15173997,42108370,28499920,42729402,163606453,282147152,273934127,218849298,52917319,64351515,55700217,47280110,159586268,219660636,0,209979510,65162510,15409513,51904115,56604044,60179319,62411968,248417644,98370454,246197199,272577507,275828738,327904249,86610931,52916871,275828738,117924739,26431612,-9495097,27411094,19554284,13509475,54547258,12213384,16469444,-20555455,-13751310,-64264,-579755,10384895,4586071,0,0,15.79,8.74,0,0,93031407,94605443,89658054,93168495
(주)녹원씨엔아이,065560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783974,-6071,-507743,,167832,69213,18905,,,17.91,5.75,,176953,175805,203053
(주)농심,004370,1319119015,1207143876,1155758517,1328743397,346610784,323675360,208346391,339911331,448050771,381606700,266002258,415015774,871068244,825537176,889756259,913727623,787150491,641285226,517710938,608053506,468519380,442739973,439929350,467582808,168768634,59395976,29712391,7223124,163771136,119968611,130025838,91837675,0,0,0,0,180337650,23575936,21988870,78534251,0,215048729,102297962,156001944,531968524,565858650,638047579,720689891,67058198,61396730,69202040,87689922,1075413628,838270626,846016019,950329098,101439987,57931340,57655867,75104443,262625576,247584303,262078683,318880961,1422598216,1165924435,1202540811,1376879350,347184588,327653809,356524791,426550252,84559012,80069506,94446108,107669291,64488662,78381782,74304814,82385416,-37412732,-19202149,-432400,56610383,22300902,19152446,14421167,4555049,10.81,8.48,8.39,4.37,635426013,686380717,733507153,760678567
(주)누리플랜,069140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1316820,,,,201105,,,,,,,,2422496
(주)누리플렉스,040160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150376,16696408,-8980845,-4163621,28526,15656,0,0,,0,0,0,168686,395354,321559,221937
(주)뉴보텍,060260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46004,1087720,-94353,2156809,224332,259592,274388,174402,,7.67,8.77,6.35,3540564,4041125,4236112,5236165
(주)뉴인텍,012340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38022,2694832,-2640683,-10758,2181772,1978105,2101112,1777903,10.89,7.9,7.88,7.15,14951977,20616208,18519568,14619840
(주)뉴프렉스,085670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18677,,,,144242,,,,,,,,2622459
(주)다날,064260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025354,2242282,,,90440,23383,,,,0.94,,,989091,1502116
(주)다산네트웍스,039560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847927,1145197,621225,1098968,33633,48462,208992,370744,,30.22,13.97,3.31,330888,1941631,3139253,3710376
(주)다우기술,023590,,435005341,605484957,542482066,,137648108,409703883,405682561,,162891159,425747880,425708640,,201596890,179737077,110151186,,177329097,379704391,334314305,,105432323,364684574,330448298,,2751690,7260260,1846910,,55999113,35201547,30181306,,0,0,0,,41084290,58049160,69981712,,17518067,26843683,35700310,,257676243,225780566,208167761,,59155669,58381681,62717479,,240682655,256882973,273375155,,25243051,16043997,20026079,,79187220,76385523,79974363,,293338043,336032260,357557959,,52655388,79149287,84182804,,-26531832,2763764,4208442,,-63017103,-27188474,123726,4803140,-5992806,173909,18413888,761465,164597,15356,458015,9.73,1.64,0.13,6.47,3281083,31273691,3716938,1072272
(주)다우데이타,032190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4764847,3358815,637574,-2060193,625483,440203,1455155,1384857,9.92,4.76,10.5,7.84,1122659,1327172,6435767,1515485
(주)다이나믹디자인,145210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22611,,,,120745,,,,,,,,4997806
(주)대교,019680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3742632,45933895,-34835540,14277477,3390325,1781634,506019,20719,,11.61,5.5,0.71,110796272,115160817,127075438,137425902
(주)대구백화점,006370,552784868,529694666,,,109126493,105309140,,,158151933,153923561,,,394632935,375771105,,,448947539,373808802,,,246720483,128497929,,,110470899,126010303,,,51569083,0,,,0,0,,,52814986,35638627,,,0,10943538,,,103837329,155885864,,,47344797,57788462,,,319663909,370769680,,,49025440,48614421,,,62023708,56676885,,,419468344,498832637,,,99804435,128062957,,,37780727,71386072,,,-128354360,27977165,,,35496842,-8058999,18666379,8814983,39480249,28983314,23199499,13118767,14.54,12.81,13.77,10.28,304631437,300656727,292229933,282518162
(주)대덕,008060,400031793,406059592,389146928,427895076,209908986,218973666,240505903,248174605,250849172,266596812,274934315,274199127,149182621,139462780,114212613,153695949,134698459,106636480,41949839,67199860,116723870,99595264,41037287,66466517,200256,197229,0,0,68456466,48689542,5986636,4163930,0,0,0,0,7298082,103657343,18137258,33135099,111096519,10018937,164000000,160000000,265333334,299423112,347197089,360695216,64218110,84060705,43157689,42750310,250525533,303289159,273195079,258604691,40940186,47623146,34428412,26024522,18331144,18624084,17992677,17247728,297180108,380459899,327580027,303879173,46654575,77170741,54384948,45274482,28323431,58546657,36392271,28026754,29843851,59402022,38897163,31432995,-13730160,94498140,-86200310,13357889,2928426,4234085,866059,15370,5.1,8.15,4.23,0,81815087,83257263,65341293,70324521
(주)대동,000490,288577114,276653496,275998620,258218076,63174705,67451506,86924942,80929732,117013681,118395727,132699148,120112635,171563433,158257769,143299471,138105441,141774793,130751046,120998628,99462599,94379495,79127078,75774383,71370571,13754001,14104025,11248468,7797128,27430829,12463232,15477121,16377369,0,0,0,0,320739,16618739,12994958,42354562,1860166,3400029,21107097,827040,146802321,145902451,154999992,158755477,40773569,47123743,54968985,37392895,250106163,235279663,207629461,179110714,53838976,50944221,45774207,39182903,53273712,66863347,63772303,51761065,324612414,315843808,278585712,231310153,74506251,80564144,70956251,52199439,21232539,13700798,7183948,438373,8781988,7102663,3498611,-2858213,-83129,12570493,-11393863,31223598,7681041,4673221,4426562,2898283,14.02,11.08,10.97,7.97,138810329,128096541,120093204,115447779
(주)대동스틸,048470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78362,-752556,-111668,,502629,850517,628428,,,11.37,8.18,,10515314,10094147,9985616
(주)대륙제관,004780,,,81101114,86287928,,,30880922,35875658,,,42314079,48188596,,,38787035,38099331,,,55886064,58465191,,,48350717,51162130,,,3091989,3094480,,,26964677,29049983,,,0,0,,,4641650,4707295,,,3426503,1395000,,,25215050,27822737,,,21257651,26309705,,,76197027,80084273,,,11433157,12312938,,,8782924,9159105,,,89013770,96176883,,,12816743,16092611,,,4033819,6933506,,,2059823,3214420,470541,1990586,928233,317926,1829019,1852785,1908069,1492166,11.92,11.24,10.54,7.73,24201990,24068190,22842343,22988196
(주)대림제지,017650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-461013,832133,1043852,1268824,1033069,772471,260108,105919,8.05,8.84,4.6,2.35,15269722,14079186,13021308,13213216
(주)대명소노시즌,007720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8226374,210165,-3835458,,8857194,7715155,2562727,,10.82,9.74,6.22,,4200003,9307341,12986853
(주)대성미생물연구소,036480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3973924,-216689,52311,-308875,360101,265874,144354,70831,12.4,12.8,14.55,21.61,2197213,5164557,5965873,7083227
(주)대성엘텍,025440,,,90823801,97689768,,,16747746,24728269,,,41258123,47561911,,,49565678,50127857,,,65774586,71804912,,,58485420,61954786,,,3236590,2337240,,,38303989,38588088,,,0,0,,,1615018,2258726,,,878144,2542014,,,25049215,25884856,,,10318835,13807183,,,179300834,185342203,,,24510377,22833642,,,11325279,11294900,,,195089429,201201883,,,15788595,15859681,,,4463316,4564781,,,3334561,1727038,-1793423,35936,726560,-161858,2595097,3082873,3587319,3020997,10.41,9.87,8.89,7.39,20794723,25811429,30356072,26449150
(주)대성파인텍,104040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761150,,,,158927,,,,,,,,3093035
(주)대양금속,009190,126817508,188379294,169907628,158666278,36975505,82493515,42643254,45268004,54241766,98056737,82005881,77976141,72575742,90322557,87901747,80690137,62830334,102915789,86326992,85095701,34709076,64018193,64266960,67219727,10324601,10996407,10028183,6643227,7618750,22374317,44021324,48551383,0,0,0,0,14671462,807676,2835940,3831824,0,45242802,7259046,8611020,63987174,85463505,83580636,73570577,19364373,29263632,30383995,30865200,61702857,84576694,76360281,73818524,17266261,15563222,39362627,32708137,5027422,4983380,4332088,4638783,74793947,102385771,86406231,75254585,13091090,17809077,10045950,1436061,8063668,12825697,5713862,-3202722,5846460,2868187,271325,-10148011,-2456348,-980175,1925392,1122115,2357236,4273523,5616683,4995831,6.84,7.88,7.97,7.53,63648469,81686911,79816669,70862416
(주)대우건설,047040,,5645281160,5391049872,5040812791,,2510363164,2543147409,2252535277,,3339400696,3212961925,2980431626,,2305880464,2178087947,2060381165,,4751933203,3801319820,3316122750,,1643055495,1567621201,1431052976,,2745621623,1640214594,1166263920,,80576633,114924344,44354537,,0,0,0,,98106599,308467570,391370246,,65310649,0,319236313,,893347957,1589730052,1724690041,,1381885055,1379119222,819531983,,25045551,2710948800,3038672577,,829037532,669814516,727896349,,5565910,190968095,150434046,,28776394,3129530567,3504934010,,3730843,418581767,466261433,,-1835068,227613672,315827387,,1986577,158902086,95089558,,-24514252,205260846,83183508,,2792775,240161506,176119798,,,17.53,13.9,,1037379747,954062021,908161325
(주)대웅,003090,,,340151218,343375728,,,162604968,156916445,,,212035099,199164546,,,128116120,144211182,,,143554211,114625918,,,111672416,76324263,,,10161137,6717330,,,19718335,9051157,,,0,0,,,22194548,26540118,,,46913670,15156684,,,196597008,228749810,,,81915163,79462166,,,130040392,148555594,,,49430131,42248100,,,66444148,81615026,,,228632964,274631736,,,98592572,126076141,,,32148424,44461115,,,16670456,31322758,46312133,5925479,-15027118,8531799,15041513,12059598,8371335,3892120,13.47,12.48,12.01,9.64,88561096,86438240,90512966,97995063
(주)대웅제약,069620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)대원,007680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301772,-5435986,7935437,-7302370,3836352,3645880,2980028,3885284,,14.97,11.93,12.58,7721766,20072226,15115165,17802378
(주)대유,290380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,,,,28513,,,,,,,,2035336
(주)대유에이텍,002880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1849081,9708,6706779,-6681227,1561738,1678160,2502587,526171,12.5,15.38,29.58,10.37,38721413,38056577,1112368,4183124
(주)대유플러스,000300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-229416,6733997,-4892758,,10336743,11221126,1039149,,12.47,13.56,2.24,,69883944,64152353,35692116
(주)대창,012800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-132297,2551022,-1808332,29673,5687186,5776473,4330894,2738443,9.08,9.59,7.52,4.78,66021841,66077927,61747536,64439024
(주)대창솔루션,096350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470254,-192542,-87889,269338,555392,712632,780548,672405,,7.2,8.44,7.21,9782147,10086420,10124183,11387106
(주)대창스틸,140520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-232516,2650485,-2656137,-109818,468077,388869,2112079,1682960,,2.25,10.4,6.01,10014771,16987080,17431745,37390121
(주)대한항공,003490,12789391118,13882613273,14875864031,14595476501,941293215,1264638495,1533778999,1566654544,1334863660,1687060260,1980603411,1976881114,11454527458,12195553013,12895260620,12618595388,8264824049,9804091141,11486133930,11078011264,2050533431,3041887940,3239809587,3004088958,827258503,910384164,930694300,1338243792,168930674,245560984,315420826,316321616,0,0,0,0,89625709,88926842,104358656,143482761,223936069,329550846,639482688,646750116,4524567069,4078522131,3389730102,3517465237,408148395,579241333,488319003,510521852,3766645235,4404533886,4684245142,4857880814,393570445,422421765,446824412,410226570,965008075,1086707780,1160815308,1111085963,5000137344,5731994856,5873672093,6456293649,1233492109,1327460970,1189426951,1598412835,268484034,240753190,28611643,487326871,243153516,-506632489,-621309399,95110552,-14974641,14912933,17902104,20634605,355514885,339964523,320501888,276631391,18.18,17.58,13.42,9.94,8128542715,7593632310,6946605384,6335772211
(주)대현,016090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3756617,3752222,-1571390,12637897,11417109,7368204,9542665,2065186,14.42,11.57,20.36,6.71,61512574,44254081,42252277,45289541
(주)대호에이엘,069460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1122764,,,,531815,,,,,,,,26184255
(주)대호특수강,021040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2934005,-335242,-206184,2942569,1003595,673385,858100,394614,11.55,9.65,12.4,5.7,9738580,9462311,9338880,9207033
(주)더블유아이,073570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45358,1638879,1999819,,17917,49618,76174,,,2.61,3.79,,277982,314542,1476532
(주)더존비즈온,012510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887413,552772,-244720,155523,363117,384740,423502,311914,10.85,11.36,12.37,9.94,5134594,6196956,5853486,5424942
(주)덕성,004830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7584973,-5056121,1109479,1940380,646544,964853,521404,303657,8.9,8.79,4.72,6.32,14087885,17786592,20257955,19112646
(주)덕신하우징,090410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-275287,,,,248022,,,,,,,,7778256
(주)도화엔지니어링,002150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,17.51,34.39,153.02,0,0,0,0
(주)동구바이오제약,006620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-120929,-47470,-84765,-147652,950202,731670,663298,553846,,10.68,9.37,6.95,2039614,2411763,3053114,3312350
