구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
,년도,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013,2010,2011,2012,2013
회사명,거래소코드,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount
(주)유진에너지,059018,7064536,6568802,,,1408756,1205842,,,1408756,1205842,,,5655780,5362960,,,7622131,7095760,,,21169,90952,,,7600962,7004808,,,1000,0,,,0,0,,,178617,41244,,,900992,750969,,,-557595,-526958,,,101123,43951,,,318839,319349,,,0,0,,,4138,127074,,,912260,897300,,,593421,577951,,,589283,450877,,,169799,30637,,,-692799,-137372,,,424961,438164,,,5.47,6,,,5655780,5362960,,
(주)유진에코씨엘,066750,,,9132221,16734667,,,2526993,1946003,,,2526993,2387972,,,6605228,14346695,,,7781734,16376965,,,2952243,11528373,,,4809273,4823423,,,1400000,1400000,,,0,0,,,1209964,6001,,,0,0,,,1350487,357702,,,59053,204317,,,270062,708147,,,0,441970,,,523336,973357,,,246819,835017,,,-23243,126870,,,-546580,-846487,,,-570959,-992784,,,1166571,-1203963,,,62835,191506,,,1.94,2.72,,,6467228,13023295
(주)유진윈시스,064565,,11270979,12650036,12013268,,11270493,3783960,3557439,,11270493,3789204,3571726,,485,8860831,8441543,,9927823,10713861,9710783,,9909598,4943718,4318231,,0,5728250,5357250,,5950000,395000,575000,,0,0,0,,464157,32289,315055,,400000,0,0,,1343156,1936175,2302486,,3687654,2335816,2053820,,19951548,18105016,13247751,,0,5244,14286,,728911,573488,724651,,22008863,19988939,14632811,,2057315,1883923,1385060,,1328404,1310435,660408,,1011392,893019,366311,,-409430,-431868,282766,,53869,342175,298044,,1.81,5.36,4.44,,485,379498,252584
(주)유진정공,039624,7980097,5237871,,,4881622,2209324,,,5110723,2475822,,,2869374,2762049,,,8299702,5523246,,,3092256,1678294,,,0,0,,,0,0,,,0,0,,,663512,305023,,,195000,239000,,,-319605,-285375,,,3872570,1581149,,,17467227,14393694,,,229100,266498,,,897836,1231239,,,18412748,15833061,,,945521,1439367,,,47684,208128,,,1631943,34230,,,-13575,-358489,,,86385,136241,,,2.63,0,,,2825924,2718599,,
(주)유진종합,043555,20207458,20386825,19411000,19616644,10499865,9508903,8410514,8695525,15139757,15239981,14453061,14526483,5067701,5146844,4957939,5090161,11503654,10609142,9584647,9520320,8199071,8162766,7637308,7838075,2330310,1571310,999810,690810,4746620,4906620,4826620,4746620,0,0,0,0,419597,217194,177014,652937,644800,552400,601010,369040,8703804,9777682,9826352,10096324,9611498,8784057,7764449,7805380,24429325,26669050,21558247,20220087,4639891,5731078,6042546,5830958,1523400,1708031,2043738,1691865,27239854,30008054,24074944,22553804,2810529,3339004,2516697,2333717,1287128,1630972,472959,641852,481261,1073879,86319,269972,72065,-202403,-40180,475923,419509,420683,333707,232544,5.42,5.61,4.89,3.77,4458817,4395410,4296158,4203131
(주)유진주택,038661,11525476,9738733,,,4439951,3278670,,,8948591,7122956,,,636558,590535,,,3954874,2839733,,,457963,9733,,,750000,750000,,,0,0,,,0,0,,,172358,17561,,,1027723,0,,,7570602,6899000,,,44000,27000,,,1214348,664355,,,4508640,3844285,,,1298099,986163,,,1298827,772614,,,84480,108260,,,-1213620,-877903,,,-1153013,-675602,,,-696413,-154797,,,57967,48604,,,7.73,6.48,,,102853,55630,,
(주)유진테코,069981,,,,10260280,,,,1791540,,,,2910530,,,,7349750,,,,8392309,,,,2946929,,,,5365380,,,,900000,,,,0,,,,317125,,,,291610,,,,1867970,,,,938372,,,,8761369,,,,1118990,,,,575066,,,,10035992,,,,1274623,,,,699557,,,,253735,,,,88065,,,,264288,,,,8.44,,,,6893965
(주)유진텍코퍼레이션,044331,35031888,27709796,40672448,50341788,19730886,15895769,15181625,16271942,22340016,17461598,19970681,17085164,12691872,10248199,20701767,33256625,23940202,15545393,25267218,33589256,20771502,14037625,20702690,27229682,2000000,777778,3833333,5375333,11489573,6539401,7553216,9691091,0,0,0,0,864751,160887,615887,2483144,5021947,1732548,1284132,2867497,11091687,12164404,15405230,16752532,7718753,11108403,9606794,6653049,30952516,28141608,28816120,39469617,2609130,1565829,4789056,813221,7873499,7721299,7391534,9636874,42557980,38735363,40093164,52844735,11605464,10593755,11277044,13375118,3731966,2872456,3885510,3738244,2602769,1150247,3274604,1347147,347573,-703864,455000,1867257,322963,581299,195696,554746,3.23,5.15,1.91,3.81,9811131,6643847,18142812,29536403
(주)유진프린팅,063623,,9963607,11132053,10427744,,1244537,3994469,1494685,,2046759,5262244,2817006,,7916848,5869809,7610738,,7128094,10842749,9498060,,3049314,9223626,7666087,,4078780,1393560,1591160,,570517,1493814,1517958,,0,0,0,,21378,431565,12817,,402900,457200,40000,,2835513,289304,929684,,743961,3044145,1402435,,4185796,7289672,6669273,,802222,1267774,1322321,,1360724,1694457,1677405,,5890915,8677120,7663838,,1705120,1387448,994565,,344396,-307009,-682840,,147365,-676048,-898114,,-94563,410187,-418748,,320508,348767,323770,,13.79,6.53,5.29,,7763382,5454557,7229536
(주)유창,045941,11034005,12113789,22658904,23054545,3822513,4091234,4304332,4394705,4670083,4868515,5077828,5363342,6363922,7245274,17581076,17691203,8322293,9176546,19590259,20366634,7043070,6000293,8189916,7871314,827000,2827000,11027000,12034933,2910645,793144,1638136,3100000,0,0,0,0,182157,277205,434585,879820,1220000,1905000,1230000,1160000,2711712,2937243,3068645,2687911,1166370,625524,1016546,917088,37006110,38981181,35418668,35420189,847570,777281,773496,968637,945353,1287303,1503550,1704535,38099350,40607176,37321296,37217111,1093240,1625995,1902628,1796921,147887,338693,399078,92386,190095,225530,131402,-380734,-75422,95047,157380,445235,164002,142172,255794,639945,4.3,3.86,3.14,4.54,5450904,6413992,16678646,16752830
(주)유창금속,039111,17993367,19136047,16066467,16936629,12450279,13931267,11303068,11931460,14806889,16606951,12997461,14027485,3186478,2529095,3069006,2909144,13147237,12810902,9315752,9907291,12988832,12620520,9110939,9383048,0,0,0,250000,10353987,9074011,6101545,5983500,0,0,0,0,227528,925369,653347,22995,217000,220000,0,510000,4846130,6325144,6750715,7029338,12190176,12941753,10526538,11027097,40007050,41361290,40798120,38224001,2356610,2675684,1694393,2096025,2941103,3101024,2732373,2965280,44764370,46996805,44869514,42470462,4757320,5635516,4071393,4246460,1816216,2534492,1339021,1281180,1014107,1479014,925556,778609,-100768,697841,-272022,-630352,595943,610689,486511,313838,5.76,6.29,6.41,5.09,2100488,1969170,2305449,2352177
(주)유창알앤씨,071059,,,,13196296,,,,3213248,,,,3213248,,,,9983048,,,,8069514,,,,1079780,,,,6450000,,,,0,,,,0,,,,948123,,,,154924,,,,5126782,,,,1262688,,,,2302347,,,,0,,,,8307550,,,,11814457,,,,9512111,,,,1204561,,,,800323,,,,544308,,,,294173,,,,9.12,,,,9757184
(주)유창이앤씨,016971,24546977,20512105,21323777,23496674,17949374,14114391,14679917,16228706,18167381,14292785,14742390,16362728,6379596,6219320,6581387,7133947,13061262,10518186,11279751,12919484,11147159,9576766,10539221,12510397,1250000,250000,0,0,3400000,3000000,3000000,3950000,0,0,0,0,51684,2086972,2128268,4522950,0,0,0,482356,11485715,9993919,10044026,10577190,17081361,11922392,12595746,10677833,53179001,36196543,47529331,60339266,218007,178394,62473,134021,2477446,1600756,1688764,1620942,55876604,36037896,49407041,62310768,2697603,-158648,1877709,1971502,220157,-1759403,188945,350560,618694,-1992728,66802,534842,-1555149,2035288,41295,2394682,245740,272410,186080,143197,2.34,5.65,4.96,3.98,5121528,4969734,4925768,5421208
(주)유창종합건설,046015,,12268952,12103175,19348446,,8983420,9647639,16534920,,9267310,10434629,17708816,,3001642,1668546,1639630,,2057344,1399861,7961930,,1956655,1287586,7860757,,0,0,0,,0,0,0,,0,0,0,,1029444,3726476,5268238,,137000,0,770000,,10211608,10703314,11386517,,298922,1235504,7631976,,22791564,21418628,33953840,,283890,786990,1173897,,3133915,2212773,1728438,,26404401,23912148,36270325,,3612837,2493520,2316485,,478922,280748,588046,,541986,491706,583203,,-3867653,2697032,1541762,,11437,16000,14531,,0,0,0,,22958,73212,38002
(주)유창코퍼레이션,059802,12545058,9712440,,,4127244,1957587,,,4571353,2387058,,,7973705,7325381,,,7237856,4972403,,,3343698,1385417,,,3144158,3086986,,,1238276,567556,,,0,0,,,54138,90475,,,0,0,,,5307202,4740036,,,3580000,1532674,,,17522838,5082900,,,444109,429471,,,2252833,1349237,,,21866465,6420652,,,4343627,1337752,,,2090794,-11485,,,1116047,-567166,,,-28011,36337,,,220969,227957,,,4.21,5.36,,,7205144,6627303,,
(주)유창하이텍,068047,,,9973574,10441718,,,3160933,2713918,,,4315469,4473474,,,5658105,5968245,,,8346977,8595951,,,4037037,5547331,,,4309940,3048620,,,2401288,3290000,,,0,0,,,250851,299434,,,437520,87000,,,1626597,1845767,,,2223090,2020770,,,7754162,8130570,,,1154536,1759556,,,2301103,2303086,,,10343920,11035029,,,2589759,2904459,,,288656,601373,,,-54664,219170,,,0,48583,,,309274,370137,,,9.22,5.5,,,4785464,4826418
(주)유천엔바이로,016978,19639509,21571933,28483223,24238161,13764708,9933589,21794776,17789695,14651201,16093472,23320647,19147925,4988308,5478461,5162576,5090236,9556586,7895207,11192997,5958645,9556586,7835207,11132997,5898645,0,0,0,0,0,0,2000000,0,0,0,0,0,7739736,3624813,4903668,1833062,4323402,4814403,15770984,14165834,10082923,13676727,17290226,18279516,1406404,1003820,461599,1323025,10395901,20065024,18888061,8830231,886493,6159884,1525872,1358230,3054004,3730580,3863958,3454909,16555427,29256783,29015100,15491193,6159526,9191758,10127039,6660961,3105522,5461179,6263080,3206052,2762550,4789463,5606369,2982828,4258585,-4114923,1278855,-3070605,14091,48944,48843,13083,0,0,4.88,1.31,3077676,3594691,3518744,3437500
(주)유카,057912,24533237,19286116,29867846,26007825,10882492,4088636,13920070,6767348,14329436,8793618,17861969,12685542,10203801,10492498,12005877,13322283,23089420,11654859,8073982,8871410,851829,11505866,7602792,8048958,2516552,0,0,0,0,7000000,7000000,7000000,0,0,0,0,8318715,1962944,3419724,1011814,2000000,0,10119018,5142982,1443816,7631257,21793864,17136414,6207,1750695,772557,359948,2840557,48564749,49041426,50322234,3446943,4704982,3941899,5918194,2827552,6921218,6814991,5591122,2949350,42865380,48841217,51223908,108793,-5699369,-200209,901674,-2718760,-12620588,-7015200,-4689448,-5041753,-13704054,-7271948,-4657450,8314681,-6355771,1456781,-2407910,1801014,1158349,502800,360419,12.32,7.76,7.18,5.15,9607639,9455082,10726859,11757312
(주)유칼릭스,021190,,10479478,11301497,6049634,,6894660,7537212,2380613,,8172228,8858535,3585185,,2307250,2442962,2464449,,2014975,2000269,2230062,,2012542,2000269,2222460,,0,0,0,,0,0,0,,0,0,0,,501153,437328,1076437,,5229979,5903941,80000,,8464503,9301228,3819572,,1103192,1101214,1158760,,5385342,5948627,6189925,,1277569,1321322,1204573,,3529658,3658148,3877096,,10075785,10612553,10917381,,4690443,4663926,4727457,,1160786,1005778,850360,,1033575,1005170,794844,,228163,-63825,639109,,0,0,0,,0,0,0,,1994720,2103840,2156869
(주)유케이케미팜,049403,15978961,19938459,22220658,27854565,667889,1904873,4573358,9287881,3195711,3772067,7383414,13447076,12783250,16166392,14837245,14407489,8867118,9957048,10679329,15543518,5504190,8083179,9577644,11329394,0,423750,388438,862182,3890296,5231975,6940022,7626770,0,0,0,0,199540,284348,385152,4598062,1000,3000,3000,10000,7111843,9981411,11541329,12311047,177196,1539099,3852645,4398192,3811029,5032526,8325362,10590317,2527822,1867195,2810056,4159195,1631599,2420343,3229029,4287849,6304546,8490391,12517335,16286436,2493517,3457864,4191973,5696119,861918,1037522,962943,1408270,409546,658345,922936,1056081,199165,84808,100804,4212909,225003,233314,371854,416982,6.11,4.89,5.71,4.87,3866057,7005454,5781514,5840903
(주)유클릭,030009,10987361,18614780,32825238,30792631,7671726,13603284,25698376,22757764,7857490,15486818,30291269,27971968,3129871,3127961,2533968,2820662,5618385,12438756,25980860,22875701,4166193,10160723,24017110,22248881,916652,416660,0,0,500000,1500000,3500000,2780000,0,0,0,1500000,2031272,6453727,4765413,2801499,0,50000,710000,80000,5368976,6176023,6844378,7916929,5996217,7565301,20333780,19998040,14392292,36649989,47921973,75854012,185764,1883534,4592893,5214205,1982044,2462428,2235254,6248822,16514393,40443518,51724648,84283581,2122101,3793529,3802675,8429569,140057,1331101,1567422,2180746,358097,807047,875770,1072551,352079,4422455,-1688313,-1963914,34729,188933,275281,494849,3.86,6.98,5.93,10.25,164101,590567,409344,525486
(주)유탑건설,066737,,,19134278,33045163,,,9160992,9874474,,,17954496,30419137,,,1179782,2626026,,,15055513,23698578,,,13026627,15023078,,,1999900,8162500,,,0,0,,,0,0,,,9042012,6720636,,,35400,129400,,,4078765,9346585,,,40871,200000,,,20766923,31877985,,,8793505,20544662,,,4650139,3708514,,,28746831,42299268,,,7979908,10421283,,,3329769,6712768,,,1968516,5267820,,,8565938,-2321376,,,25491,146260,,,2.55,2.88,,,4262,15280
(주)유탑디씨앤씨,047386,78570991,4422003,,,1919146,1626628,,,19125294,1945864,,,59445697,2476139,,,101772429,41305537,,,82107116,41085224,,,0,0,,,71125000,27236347,,,0,0,,,154,48,,,3200,0,,,-23201438,-36883533,,,130890,1000000,,,15278872,72981338,,,17206148,319236,,,5295086,6280249,,,18952282,67580587,,,3673410,-5400751,,,-1621676,-11681000,,,-6461072,-13682095,,,-5282,-107,,,4913118,2078570,,,6.33,4.23,,,56336597,475679,,
(주)유탑엔지니어링건축사사무소,040165,22029521,33194855,44288366,42418863,12353705,15138596,23857379,30738519,12353705,25620620,38114799,36714400,9675816,7574234,6173567,5704462,4469970,10812885,22752783,17783970,3813215,9906726,14766783,17291327,0,0,7896000,0,295000,295000,295000,295000,0,0,0,0,5191229,2346202,9355522,14299655,5000,0,60000,200000,17559551,22381969,21535583,24634893,4097235,8321228,10794418,12176421,49724088,49369095,64012136,64756753,0,10482024,14257420,5975881,10060351,11631618,10634665,9465289,65505262,69608091,83207503,85729799,15781175,20238996,19195367,20973047,5720823,8607377,8560702,11507757,4011560,4822418,5153254,8243510,-3381519,-2704662,7009319,4944134,114240,608841,819909,537329,38.73,206.39,19.32,6.56,2950343,2007816,1156515,1286349
(주)유탑인더월드,047378,35677279,35482464,,,535241,115869,,,35660183,35479431,,,17095,3033,,,50851815,52170982,,,50844669,52163836,,,0,0,,,30107221,51440583,,,0,0,,,7571,2927,,,3200,0,,,-15174536,-16688518,,,0,0,,,0,0,,,35124943,35363561,,,83300,40646,,,0,0,,,0,0,,,-83300,-40646,,,-3556055,-1513981,,,-5864,-4644,,,3482753,1482721,,,7.21,2.92,,,6417,3033,,
(주)유테크,064422,,14719491,28716106,39410164,,8148798,11090202,16623828,,8588088,12019145,17636780,,6131403,16696961,21773384,,9004631,20771329,23171138,,6641607,14067635,12106842,,780000,2500000,3544747,,875000,3480000,2100000,,0,0,0,,2658791,962758,1406574,,0,0,6000687,,5714860,7944777,16239025,,5022134,10030291,9202142,,20463091,33364330,39539313,,439290,928942,1012951,,1052331,2934163,2871954,,24378584,38887721,45953191,,3915492,5523391,6413879,,2863161,2589228,3541924,,2839125,2529917,3154379,,2566885,-1696033,443816,,163093,320145,640181,,10.62,5.11,5.63,,5803108,13538000,18136286
(주)유텍솔루션,015968,86915650,105114638,118879087,133459714,17849227,12984487,15894524,32392452,23708706,19784268,23948157,39775643,63206944,85330370,94930931,93684071,51147152,67032202,73996550,97250934,43234735,48590266,56026911,81602746,6672134,11242633,10385592,11667127,26350000,31630000,41630000,41950000,0,0,0,0,693882,508607,557353,14721,520012,988138,5000,1246000,35768498,38082436,44882537,36208780,15506601,10189439,13119278,28095754,94019402,103652698,96040243,118556831,5859479,6799781,8053633,7383191,2801950,3258333,3339536,4590102,101805978,112360444,103977755,126779495,7786576,8707746,7937512,8222664,4984627,5449413,4597977,3632562,708779,1630021,1220300,2246046,149832,-185275,48746,-542632,1408737,2411102,2815403,2507361,4.55,5.86,5.52,4.48,34493346,46910386,47246870,56281431
(주)유텍시스템,063328,,11518012,11550780,11822239,,2082891,2000875,2002589,,3076028,3648254,4360996,,8441985,7902526,7461243,,8215578,9714776,9770275,,5052230,5098699,6487284,,2141466,3483800,3117100,,1840000,2442155,2453022,,0,0,0,,128006,609060,289247,,171000,540000,180000,,3302434,1836004,2051964,,1759933,821036,1324804,,11435558,6429655,9163196,,993137,1647380,2358407,,1896196,2282812,1734750,,14350619,7726351,11592321,,2915061,1296695,2429125,,1018864,-986117,694375,,621824,-1466430,215959,,-149270,481055,-319814,,414389,419978,422757,,12.44,5.79,5.62,,5139017,4947344,4831371
(주)유토피아스파,046250,7282975,7269132,6743096,6856056,144334,530275,314420,682373,144334,530275,314420,682373,7138641,6738857,6428676,6173683,8619480,8511978,7876903,7887752,8188223,7870278,7359943,7314008,0,200000,43750,31250,7949155,7579526,7105690,7077467,0,0,0,0,80558,399243,164668,77966,16000,70000,86711,446711,-1336505,-1242846,-1133807,-1031696,0,0,0,0,0,0,0,0,0,0,0,0,2832676,2958401,2966526,2958177,3207069,3385621,3343021,3277915,3207069,3385621,3343021,3277915,374393,427220,376495,319737,24673,93660,109038,102111,-259043,318685,-234576,-86702,297811,296566,273292,219141,3.56,3.77,3.66,3.07,7107278,6705787,6396631,6142278
(주)유토힐개발,048563,8208014,7888783,2195569,,6595,8323,4504,,6595,8323,4504,,8201419,7880460,2191065,,12378053,13423467,14922785,,6130405,5850498,5831123,,5211985,6147821,7175810,,6100000,5500000,5500000,,0,0,0,,466,149,2723,,0,0,0,,-4170039,-5534684,-12727216,,0,0,0,,0,0,0,,0,0,0,,337064,99554,86015,,0,0,0,,0,0,0,,-337064,-99554,-86015,,-1359856,-1364645,-7192532,,-3607,-317,2574,,984852,1293273,1416133,,10.07,11.27,11.64,,3532,1939,1065,
(주)유투바이오,068997,,,,8712307,,,,7657783,,,,8156165,,,,556142,,,,7122757,,,,4983418,,,,0,,,,869000,,,,0,,,,198091,,,,25000,,,,1589551,,,,7301775,,,,7171004,,,,498382,,,,1796719,,,,9411517,,,,2240513,,,,443794,,,,136758,,,,60221,,,,309984,,,,16.88,,,,315339
(주)유티아이,067441,,,,59745862,,,,28666910,,,,29385304,,,,30360558,,,,33088089,,,,8426313,,,,13325550,,,,950000,,,,0,,,,25575952,,,,100000,,,,26657773,,,,1802731,,,,20089317,,,,718394,,,,6453565,,,,50174182,,,,30084865,,,,23631300,,,,18745953,,,,23635906,,,,1065265,,,,12.67,,,,29022136
(주)유파인메드,070751,,,,12889269,,,,8203511,,,,10959328,,,,1929942,,,,2306839,,,,2285709,,,,0,,,,0,,,,0,,,,514151,,,,0,,,,10582430,,,,4854944,,,,11204638,,,,2755817,,,,2101586,,,,18255024,,,,7050386,,,,4948801,,,,3965136,,,,-1526823,,,,0,,,,0,,,,487277
(주)유피교육,046340,11305183,11364739,10675414,7717588,3127598,2881689,2347582,1940126,3910409,3640982,3010416,2580852,7394774,7723757,7664998,5136736,6153073,6330258,6722330,4663027,4579723,4922715,5586495,3664199,290700,224400,163200,102000,3205000,3810000,4720676,3177466,0,0,0,0,558761,249077,75640,239328,1129978,956527,625716,586293,5152109,5034480,3953084,3054560,449305,629476,552848,451130,2453906,1979853,1558706,1076649,782811,759293,662834,640726,10330819,7570149,6065474,4083081,13537354,9558223,6697134,4733006,11083448,7578369,5138428,3656357,752629,8220,-927047,-426723,494391,-117629,-1081396,-851332,119790,-309684,-173437,163688,200090,204716,259798,233302,6.2,5.38,5.74,5.63,4961866,4883418,4790890,4713857
(주)유피아이,064267,,11479438,11077066,11893246,,2726940,3016331,4420554,,2904940,3533165,4548352,,8574498,7543901,7344894,,3062053,1581287,3382579,,2781315,1307949,3099488,,142840,0,0,,52536,49081,180407,,0,0,0,,1289039,618234,1313209,,1018078,1000000,108000,,8417385,9495779,8510667,,311467,1309163,2937924,,6882011,3068124,3758075,,178000,516834,127798,,4168932,846433,1625140,,12810462,5082406,4413229,,5928451,2014281,655154,,1759519,1167849,-969986,,1733851,1078395,-985113,,519557,-670805,694975,,42902,23278,6568,,10.99,4.79,3.53,,7243154,7169538,7158348
(주)유피케미칼,043011,35385533,35124561,45991104,47743450,14021545,10565445,22711125,30910619,18988231,14593896,28157808,35526889,16397302,20530665,17833297,12216561,3404220,6297620,9937838,7592837,2974225,2426252,9007002,6534274,0,3500000,0,0,0,0,0,3500000,0,0,0,0,7370217,6373223,3528667,3050896,3000000,0,12000000,24500000,31981313,28826941,36053267,40150613,2856129,3485615,3263277,2218731,9717906,14893465,19262182,17727376,4966686,4028451,5446683,4616271,9212693,10559963,10535554,10910504,24052380,30780618,45283175,38971406,14334474,15887152,26020993,21244030,5121781,5327189,15485439,10333526,4105437,1920397,10287214,8618913,-550491,-996993,-2844556,-477771,0,112749,181496,150049,0,6.44,5.19,4.29,15537438,13355331,12491416,11494807
(주)유하우스,069546,,,,9401436,,,,253652,,,,9288436,,,,113000,,,,9599999,,,,9599499,,,,0,,,,7005853,,,,0,,,,159558,,,,0,,,,-198563,,,,0,,,,0,,,,9034783,,,,207568,,,,0,,,,0,,,,-207568,,,,-263405,,,,158118,,,,56836,,,,1.62,,,,0
(주)유학산업개발,059244,8491714,8333740,8102031,7931938,97325,128665,88782,88150,97325,128665,88782,88150,8394388,8205076,8013249,7843788,8004656,7806922,7491641,7249477,3475653,7072908,7246025,6470759,4300000,500000,0,500000,3395988,6988988,6674988,6396988,0,0,0,0,73019,94520,60055,56411,0,0,0,0,487058,526818,610390,682461,9300,14619,9250,22942,0,0,0,0,0,0,0,0,481587,712985,755446,729804,604173,859759,797125,840817,604173,859759,797125,840817,122586,146774,41679,111013,-199797,39760,83571,72072,32968,21501,-34465,-3644,322445,320436,264837,224024,4.25,4.22,3.61,3.18,8394388,8205076,8013249,7843788
(주)유한,067850,,,13859248,15867763,,,1924546,1684784,,,3045866,2103581,,,10813382,13764183,,,12895841,12544997,,,1875237,5566574,,,10995718,6512210,,,299690,3389296,,,0,0,,,151444,6757,,,579726,183000,,,963407,3322766,,,582054,1044982,,,7787535,10076451,,,1121320,418796,,,920940,1680564,,,9273030,10496011,,,1485495,419560,,,564555,-1261004,,,111400,61646,,,-27358,-144687,,,342727,519522,,,6.07,4.82,,,10617099,13460849
(주)유한정밀,048662,27459051,24883758,21158733,20812079,10550626,8071210,6085218,5130802,11601012,8819682,6448475,6317388,15858039,16064077,14710258,14494691,16496844,12925954,8463315,8258694,9856920,7993819,5338169,4243465,6604431,4888402,3086805,4000770,2458184,1100000,0,0,0,0,0,0,648064,546620,1544560,121484,6452080,635000,345000,261000,10962207,11957804,12695418,12553385,2903353,5759093,4158400,4584626,25243337,20513797,17978622,12088375,1050386,748471,363258,1186586,1546225,2824567,1974436,2178011,28524394,23651520,21143872,15114908,3281057,3137723,3165250,3026533,1734833,313155,1190813,848522,157799,995597,737615,98519,531140,-101444,997940,-1423076,505854,286711,261622,205551,4.82,3.36,4.84,4.29,14618467,14912955,13641270,13601647
(주)유한정밀,059208,21354867,16630986,15792718,30570407,7350340,4072224,3516114,4064628,9880171,5873501,5198884,5287110,11474696,10757485,10593834,25283297,12967957,13716198,12038595,25383450,11055457,12220366,11821929,11933450,1812500,1395832,166666,13400000,9900000,8500000,6600000,8200000,0,0,0,0,11438,61677,327253,159684,1325046,981192,524181,481124,8386910,2914788,3754124,5186958,180056,1237628,1212720,1787804,11506553,8088435,10253017,12026901,2529831,1801277,1682771,1222482,3654060,1266124,1668870,1869484,14519495,11128463,13966046,16590012,3012942,3040028,3713029,4563111,-641118,1773904,2044160,2693627,-1618436,981749,841113,1432581,-41438,50239,265576,-167570,865292,936775,799122,660169,8.09,8.43,8.73,4.44,11094529,9915552,9703513,24710799
(주)유한정밀,067112,,,10436046,8373754,,,5559004,1501342,,,5651621,1552039,,,4784424,6821715,,,2550040,1517652,,,2389883,783669,,,0,733983,,,0,0,,,0,0,,,1285070,213678,,,1407970,577782,,,7886006,6856102,,,640831,709882,,,4460349,3484186,,,92618,50698,,,568524,581625,,,5282294,3971130,,,821944,486943,,,253420,-94682,,,1614194,-1029904,,,707748,-1071392,,,8047,2146,,,0,0.58,,,4567157,4222948
(주)유한하이테크,064907,,11081254,9864542,9924257,,1724287,1295517,1363799,,2711299,2170443,2695525,,8369955,7694098,7228731,,10298880,8765048,8606636,,5510178,4493490,5462988,,4788702,3814266,2631848,,4176560,1810423,2054704,,0,0,0,,57192,120731,7297,,219660,61778,300000,,782374,1099494,1317620,,1356074,830638,913469,,5721127,6231786,6142492,,987012,874926,1331726,,692483,1960580,1176751,,5631126,6308716,7340393,,-90001,76930,1197900,,-782484,-1883650,21150,,-1050011,337357,218126,,21212,63539,-113434,,344914,530650,330355,,7.41,6.52,4.85,,7545228,7123659,7016921
