구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)명진커넥터,045595,27046074,34200501,45979085,50409917,12122001,9421343,9997136,11739581,12406295,10658901,11938546,14503090,14639779,23541600,34040539,35906828,18032687,27541015,38699018,41177548,10728244,21575180,15878460,16727161,5379443,3588834,13980600,15432665,6280000,9296720,1000000,3540000,0,0,0,0,1683678,894158,787515,2432170,701965,0,400000,0,9013387,6659486,7280067,9232369,7232410,7753658,7393735,8470878,38851923,31032912,32313274,37043349,284294,1237557,1941410,2763509,2932122,3002703,3748262,5203316,44518511,33093954,37256579,45330832,5666588,2061042,4943304,8287483,2734466,-941661,1195042,3084167,1976884,-2279560,557030,1934922,-92582,-789521,-106643,1644656,739828,855489,1247087,999593,5.47,5.01,5.51,3.9,3161697,10059365,20334327,21862724
(주)명진테크,066683,,,13616022,15529894,,,4150412,5240828,,,5524876,6339502,,,8091145,9190391,,,9552920,10476912,,,5954694,8091929,,,2767513,1412551,,,500000,1005252,,,0,0,,,217340,231692,,,96000,0,,,4063102,5052981,,,3733073,5026070,,,17648892,20408417,,,1374464,1098674,,,1982660,1822394,,,19603066,23007111,,,1954174,2598694,,,-28486,776300,,,-194817,989880,,,-175661,14352,,,273927,222065,,,12.26,5.04,,,4626785,5313204
(주)명품아카데미,057438,539778,593426,467322,175140,425270,411508,1833,2477,425270,411508,1833,2477,114508,181918,465489,172664,52839,34862,23380,30558,52839,34862,23380,30558,0,0,0,0,0,0,0,0,0,0,0,0,3572,1551,522,513,0,0,0,0,486939,558563,443942,144582,0,0,0,0,0,0,0,0,0,0,0,0,251797,309589,155062,34360,222726,203636,0,0,222726,203636,0,0,-29071,-105953,-155062,-34360,41055,-328376,-713621,-299360,2853,-2021,-1029,-9,0,0,0,0,0,0,0,0,31308,18118,11089,2660
(주)명필름,066485,,,10982853,11003986,,,6143151,3983727,,,6420513,5696328,,,4562339,5307658,,,6074301,6149844,,,3639173,3595324,,,1223000,1223000,,,0,1700000,,,0,0,,,4580501,1398765,,,0,0,,,4908552,4854142,,,1473840,142845,,,5418399,4346467,,,277362,1712601,,,2763697,770821,,,10739697,5401893,,,5321298,1055426,,,2557601,284605,,,2187414,-251955,,,3276679,-3181736,,,43259,86838,,,7.07,4.19,,,2592828,3104628
(주)명화금속,014590,37352957,47626361,49707012,55823749,15078731,17223570,11706891,10591954,20191309,22932430,16423880,16171311,17161648,24693931,33283132,39652437,25320197,36245251,41869860,35114458,16427762,21475562,25079715,22230944,7389700,13793382,14657516,11698540,13444530,16545495,19103848,7789102,0,0,0,0,1528583,4302925,335374,1374639,975000,390000,995000,670000,12032760,11381109,7837152,20709291,10872382,9878376,8914019,8235047,25434306,26284918,25499329,25787061,5112578,5708860,4716988,5579357,5892660,4679897,4834634,4597070,35006030,33374829,30749093,33143745,9571724,7089912,5249764,7356684,3679063,2410015,415130,2759614,1961878,-651651,-3543958,10241829,279911,2774341,-3967550,1039264,1125872,1176848,1703498,1507297,5.23,4.4,5.02,5.19,13841403,23374518,32574559,37691456
(주)명화네트,056921,22908372,30826204,28133388,30562829,16495716,23558240,22227005,25395218,18415595,26248707,24758170,26993502,4492777,4577497,3375218,3569327,10314824,15414422,12062919,11287250,10083209,15173608,12056919,10287250,0,0,0,1000000,4728125,6061121,8846850,6742727,0,0,0,0,39853,2194910,1387150,2224913,7926307,9432034,11802882,12659898,12593549,15411782,16070469,19275579,8296897,11027771,8717210,10232867,30185588,50124340,41537214,40784370,1919879,2690468,2531165,1598284,3444110,5042960,5297672,5727903,35192619,59176497,50118282,50436582,5007030,9052156,8581068,9652212,1562920,4009196,3283396,3924309,746797,3118234,2011946,3542964,-845590,2155058,-807761,837764,243990,178767,172296,295854,6.18,3.31,2.31,3.57,2806278,2833964,2823572,2791591
(주)모간아담스코리아,029618,13149654,12970279,12586755,11993212,4724027,4471119,4207088,3721548,7793235,7540328,7276296,6790756,5356418,5429951,5310459,5202455,1017410,1566756,2010347,1841075,24355,33090,68334,34405,0,0,0,0,0,0,0,0,0,0,0,0,41763,63393,64101,53295,3950000,3850000,3550000,3050000,12132243,11403523,10576408,10152136,62602,36447,63002,14425,52074,81947,71007,93066,3069208,3069208,3069208,3069208,923259,1228252,1257521,810304,513673,409179,460936,425512,461599,327232,389929,332446,-461660,-901020,-867592,-477858,930111,-728720,-821953,-424272,-7488,21630,708,-10806,0,0,0,0,0,0,0,0,4264656,4323485,4280002,4230631
(주)모뉴엘,054176,69984144,150291939,229479942,345539119,30985882,67051745,83312837,101907470,57618531,118260021,168004315,247692102,12365613,32031917,61475627,97847018,32340466,86566933,139435119,205728039,25190121,77783057,120386822,149828174,6980000,7999251,5205360,34271913,12666798,48462987,81883144,101947100,0,0,0,0,11834010,39379083,49092386,51553884,705000,2316000,3404615,2196000,37643678,63725005,90044823,139811080,13578257,16380544,29244556,37332958,250805065,390477182,695004618,975017813,26632650,51208276,84691477,145784632,19589209,31262776,44155336,60901995,295260440,460539080,825132397,1140984801,44455375,70061898,130127779,165966988,24866166,38799122,85972443,105064992,16175465,24067142,35804359,59966452,-851687,27545073,9713303,2461499,2343758,3186707,3455239,5161375,16.14,8.11,4.65,4.38,10656463,16260163,25323886,48500366
(주)모닝마트,070013,,,,10247298,,,,5139641,,,,5139641,,,,5107658,,,,7980872,,,,126872,,,,7854000,,,,0,,,,0,,,,315317,,,,0,,,,2266426,,,,0,,,,0,,,,0,,,,132425,,,,0,,,,0,,,,-132425,,,,-228118,,,,315317,,,,99091,,,,2.52,,,,5102658
(주)모다,056813,15363894,20672489,,,6123675,5431307,,,10806357,13417085,,,4557538,7255404,,,8270614,8013598,,,6375986,6869361,,,75000,0,,,1130000,315000,,,0,0,,,374973,3362222,,,0,0,,,7093280,12658891,,,5633138,1940396,,,33778914,41108650,,,4682681,7985778,,,4171825,4358676,,,41994536,54010919,,,8215622,12902269,,,4043796,8543593,,,3364493,6526766,,,209911,3206291,,,211859,249690,,,9.56,29.9,,,1071341,3052851,,
(주)모다네트웍스,058781,52696376,74939803,84510679,114346869,10367,10268,22560,147167,10367,10397,22690,147296,52686009,74929406,84487989,114199573,28946880,31421859,33832638,39038403,28943460,31408164,33803876,38944321,0,0,0,0,28180000,28420000,28548000,31548000,0,0,0,0,4025,9260,21545,109126,0,0,0,0,23749496,43517943,50678040,75308466,1283,0,0,0,34135,0,0,0,0,129,129,129,22698,462339,441914,618856,107465,8514526,11248741,10356071,73330,8514526,11248741,10356071,50632,8052187,10806827,9737215,8089229,5555671,8460048,7520759,-144025,5234,12285,87581,1543179,2496575,2346891,2216633,5.8,8.82,8.24,7.38,0,0,0,0
(주)모다아울렛,039425,65848707,179106542,189418790,237538771,8213340,37478183,55951012,79509973,8232705,43430027,58768961,79509973,57616002,135676516,130649829,158028798,35877698,115391560,113090027,134475969,29387887,73897404,80045161,99576862,1666600,33110050,26403260,26581978,9746162,34846318,45661683,54082802,0,0,0,0,171231,1898541,102382,98691,100000,270000,400000,50000,29971009,63714982,76328763,103062803,0,0,1060000,1212238,0,879069,3148127,2787156,19365,5951844,2817949,0,10092251,14618550,17780801,28090329,20250358,29351602,37918449,48240346,20250358,28472533,34770321,45453190,10158108,13853983,16989520,17362861,9975697,10898456,14144155,11765766,-7124446,1727310,-1796159,-3691,686805,3370070,4856082,4687505,5.7,6.31,5.57,5.33,32255261,107918058,108901573,139135348
(주)모던시티,050358,12744870,12734923,15416424,,3098,3150,2684651,,12734866,12734919,15416420,,10004,4,4,,17203286,17415788,20534148,,17203286,17415788,20534148,,0,0,0,,13965562,14175885,17275885,,0,0,0,,29,2,1369,,0,0,0,,-4458415,-4680865,-5117724,,0,0,0,,0,0,0,,12731769,12731769,12731769,,22284,19791,7750,,0,0,0,,0,0,0,,-22284,-19791,-7750,,-387143,-222450,-436859,,-5,-27,1367,,364857,202659,429643,,2.64,1.44,2.73,,4,4,4,
(주)모던씨앤비,050777,,10535299,10157052,8556755,,5295823,4867792,4219519,,5551714,4989956,4478338,,4983586,5167096,4078417,,8628739,6723434,3847582,,2547164,3504708,1639232,,5856554,3037478,2041286,,555801,905265,0,,0,0,0,,395952,141765,103762,,2601637,2427585,271000,,1906560,3433618,4709174,,1758500,803501,992862,,9080799,8909437,6493576,,255891,122164,258819,,1171627,1516865,1114113,,11342167,11686586,7675843,,2261368,2777149,1182267,,1089741,1260284,68153,,544419,1539204,1275555,,160592,-254186,-38004,,300773,240466,73116,,4.63,4.26,2.14,,4594130,4563937,3113428
(주)모던티아이,067058,,,10758051,21306406,,,7295341,16421964,,,7335474,16426108,,,3422577,4880298,,,2273488,3390656,,,2119458,2326428,,,0,800000,,,0,0,,,0,0,,,3024345,865676,,,1508808,13557322,,,8484563,17915750,,,2411988,2000634,,,12669931,13725179,,,40132,4144,,,965013,912306,,,22978775,26048093,,,10308844,12322913,,,9343831,11410607,,,7478614,9431187,,,2512901,-2158669,,,104734,36594,,,0,9.15,,,2617094,3736267
(주)모두원건설,065862,,,21837034,13664952,,,3875716,230219,,,21302938,13165117,,,534096,499835,,,21315748,13515006,,,9065748,8661013,,,12250000,4853993,,,8870986,7358352,,,0,0,,,978544,12530,,,198604,180402,,,521285,149946,,,2685658,0,,,5782950,9524396,,,17427222,12934898,,,356839,396558,,,6613645,10118857,,,830695,594462,,,473857,197903,,,87426,-371339,,,806228,-966014,,,375283,527296,,,3.55,3.16,,,112043,73673
(주)모든오피스,051818,13573993,12723147,11772130,12092370,5791375,5077927,4164560,4735816,11721377,11375752,10726673,11278083,1852616,1347396,1045457,814287,11900136,10800243,9744924,9916279,11516531,10460735,8943890,9067179,69000,0,0,0,5350707,4616110,5113772,5376305,0,0,0,0,520943,489482,49792,34775,662000,0,14000,125790,1673857,1922904,2027206,2176091,4408590,4370888,3842270,4123232,16222581,14391699,13839494,13584014,5930002,6297825,6562113,6542267,6008983,5014907,3531128,3468924,22357031,20198750,17550546,17598050,6134450,5807051,3711052,4014036,125468,792144,179924,545112,-296522,249047,105362,148885,466548,-31461,-439690,-15017,494048,454829,414418,413657,8.61,9.02,8.11,7.22,894060,581784,271216,185981
(주)모든투자개발,067068,,,10379988,10207464,,,5810562,109527,,,10290471,10113808,,,89516,93656,,,9321211,9204955,,,8429211,5032955,,,0,3000000,,,6796560,4955748,,,0,0,,,191721,98307,,,0,0,,,1058777,1002509,,,0,0,,,0,525605,,,4479910,10004282,,,262218,238280,,,103423,969933,,,103423,444328,,,-158795,206048,,,-337875,-56268,,,179620,-93414,,,70094,262585,,,2.06,3.56,,,75962,43656
(주)모든퍼블릭,070185,,,,28215607,,,,229545,,,,28179807,,,,35800,,,,28247977,,,,28247977,,,,0,,,,28138120,,,,0,,,,29403,,,,200000,,,,-32370,,,,0,,,,0,,,,27950262,,,,31775,,,,68040,,,,68040,,,,36265,,,,-132370,,,,29403,,,,169674,,,,1.21,,,,30800
(주)모디,030202,24420204,22834226,22494734,22436647,54230,441413,95097,51293,12239245,12989552,13125128,13400729,12180958,9844674,9369606,9035918,15001495,16048048,16230679,15935619,13374178,10223119,14569007,14263637,0,4078542,0,0,3541795,3537515,2990557,5940879,0,0,0,0,10583,3392,9132,10789,19000,0,0,0,9418709,6786178,6264055,6501028,3884,135536,32205,35021,12688517,14634409,14574998,12041843,12185015,12548138,13030031,13349436,715880,765289,801162,738000,12570743,13544858,14339263,13095636,-117774,-1089551,-235735,1053793,-833654,-1854840,-1036897,315793,-1790390,-2553243,-664347,243214,-17540,-7191,5739,1657,407212,445772,456763,357542,4.09,4.67,5.83,5.75,11534024,9517189,9299506,8963318
(주)모라도,014592,19974002,19579435,10650218,8777557,3234103,2827598,1376354,1286332,14013438,13793124,5162824,3671306,5960563,5786312,5487395,5106251,19926447,19414885,17921719,10335140,18886447,19414885,17921719,1972876,1040000,0,0,0,12057534,10581658,10911481,0,0,0,0,0,50820,215669,80692,109424,246113,153000,4312,3,47555,164550,-7271500,-1557583,2610373,2058049,1114212,1047979,17189029,9592092,12745165,6188081,10779336,10965525,3786470,2384974,8293115,7252798,5409221,4017874,17287063,17873239,11355104,7922245,98034,8281147,-1390061,1734163,-8195081,1028350,-6799281,-2283711,-9163422,116995,-7436051,2009575,-101608,164850,-134978,28732,1016994,930792,746966,253627,7.65,7.59,6.69,4.65,5728415,5602713,5368183,5002578
(주)모라이즌인터렉티브,065011,,11443389,22331279,19360107,,5855910,11628740,10260307,,6236129,11934703,10260307,,5207259,10396577,9099800,,6874081,12488973,19620011,,2885549,5423076,14345494,,3078533,6965000,2000000,,720000,2362000,9969950,,0,0,0,,306610,514412,416183,,100000,200000,0,,4569307,9842306,-259904,,4933493,10742678,8632485,,16274715,31863345,31318941,,380219,305962,0,,3719460,4214230,3209565,,19126982,36616284,25309080,,2852268,4752939,-6009860,,-867193,538709,-9219425,,-1136974,-108593,-10102210,,255722,107801,-98229,,21658,140017,354561,,1.14,2.13,3.27,,4338822,9320618,8596801
(주)모렉스,040881,37817635,39355601,49648261,67892129,8495437,6025719,8469605,8788760,10256693,10892909,10220416,12508962,27560941,28462692,39427845,55383167,21241189,18803535,22059711,34668169,19553416,17985021,19188363,22342696,1319960,333320,2866652,12166660,3570000,8169321,7100158,2079787,0,0,0,0,107567,118015,84032,34869,100000,100000,1200000,1200000,16576446,20552066,27588550,33223960,7486585,5009800,5667902,5790584,67875041,87718750,113356214,119995013,1761256,4867190,1750811,3720202,3185397,4174765,3843095,4645491,75626238,95809172,126063778,131618945,7751197,8090422,12707564,11623931,4565800,3915657,8864469,6978441,3914882,4023365,7033330,5603293,89014,10448,-33983,-49164,361144,277446,261585,383136,3.78,3.35,2.62,2.9,26489272,27754211,38702140,54524647
(주)모리스,041448,10082144,10085244,10352048,10231099,1492308,1766573,1709177,1791440,2137430,2445588,2755543,2708759,7944714,7639656,7596505,7522340,4946796,5129074,4809056,4648579,4105502,3937094,3639327,3386175,0,240000,80000,0,1780000,2100000,2280000,2252380,0,0,0,0,24240,13987,197018,28990,0,0,0,0,5135349,4956170,5542992,5582520,879056,945799,961265,1154098,5433636,3899421,6677775,5596415,645122,679015,1046365,917320,2050637,2125471,2506223,2571649,8956559,5730249,9715654,8089209,3522924,1830828,3037879,2492794,1472287,-294643,531656,-78855,1228669,-179179,586822,39528,-394130,-10254,183031,-168028,152384,133967,139401,110212,4.46,4.83,5.34,4.54,7169981,6954243,6889954,6881332
(주)모리스컴,050735,38339816,38697824,38461208,37654317,6664808,1794019,1796058,993356,19075622,19458739,37491117,36688414,19264193,19239085,970091,965903,48672092,50854746,51198302,56598605,1922092,4854746,5198302,10598605,46000000,46000000,46000000,46000000,1857109,2750604,3142004,2476504,0,0,0,0,466493,7882,7710,10244,0,0,0,0,-10332276,-12156922,-12737094,-18944287,10000,10000,0,0,0,0,0,0,12410814,17664720,35695059,35695059,621565,1128332,529199,298413,67000,495400,8800,12286,67000,495400,8800,12286,-554565,-632932,-520399,-286127,-2409555,-1824645,-580172,-3158193,463670,-458612,-171,2534,2832420,1224877,59836,3127749,6.23,2.54,0.12,6.41,18858193,18839085,770091,765903
(주)모베이스코넥타,015993,24483370,26492359,31138613,33751132,9491869,9069619,15454854,16139961,11245437,10344692,16875662,17763488,13237933,16147667,14262952,15987644,5936598,6340346,12061946,13930026,4307682,4665059,9899432,11811223,0,0,0,0,0,0,4312172,4762618,0,0,0,0,35076,17642,788,1178,1344,1309,194,68,18546772,20152013,19076667,19821106,8752618,8209049,14458486,14693778,37499812,38949589,44247535,50772084,1753568,1275073,1420808,1623528,1086064,856578,1182241,1087342,40240566,41065283,46751325,53243966,2740754,2115694,2503790,2471882,1654690,1259116,1321549,1384540,3008545,2873314,2230696,2373016,-25289,-17435,-16853,389,0,0,151506,164391,0,0,7.03,3.62,4787399,6122364,5978509,7888585
(주)모벡에셋,050315,171688244,65385950,59185065,,101546505,3330379,10065703,,171667748,65365644,59164700,,20496,20306,20365,,173883743,85908173,84857837,,158871811,75709110,73846187,,10141213,10141213,10141213,,31977142,33194203,51383978,,0,0,0,,35387114,1347754,6485528,,0,0,0,,-2195499,-20522223,-25672772,,65087365,17711027,17771242,,59789580,12417611,12936267,,70121243,62035264,49098997,,3450297,19743739,2712664,,79246424,18441702,13561228,,19456844,6024091,624960,,16006547,-13719648,-2087704,,9457272,-18326724,-5147701,,31319962,-34039361,5137775,,6587818,4995280,4205028,,7.18,6.36,6.58,,106,6,5,
(주)모보,057377,45053524,32996298,43168043,43655273,3998570,1024817,13042484,13474511,6749370,1378101,14019780,14942160,38304154,31618197,29148264,28713113,76730394,80376337,33092604,35423327,74033322,78914422,17373504,18847593,1250040,0,11000000,11000000,35375062,37535198,9437361,4000000,1500000,1500000,0,0,145179,10326,344810,240847,555000,10000,336000,3000,-31676869,-47380039,10075439,8231946,5552349,4434721,12223926,13188302,83765884,12605727,42703928,94952262,2750800,353284,977295,1467649,4800342,2913715,2236081,1634011,83035991,9622505,41402117,98109203,-729893,-2983222,-1301811,3156941,-5530235,-5896937,-3537892,1522930,-13769413,-16163744,-3196108,-1703301,-386145,-134852,334483,-103962,3041604,5984789,734592,738421,8.32,15.37,2.47,4.17,29417245,28341698,27508109,27207358
(주)모비젠,064430,,11174813,11141897,14310715,,9731314,9480032,12323295,,9744944,9480032,12323295,,1429869,1661865,1987419,,3633706,3504331,4533615,,2290581,1969302,3104026,,392000,274400,156800,,800000,800000,800000,,0,0,0,,4970284,5041427,6885454,,175000,210000,1710000,,7541107,7637566,9777100,,4739788,4262586,4118706,,6570082,8728235,10477559,,13630,0,0,,2721392,2503839,2590969,,11259396,11680199,15492199,,4689314,2951965,5014640,,1967922,448126,2423671,,1518430,452675,2139533,,558631,-3702,1605954,,62916,55113,44583,,9.61,4.41,3.93,,999543,1053800,942440
(주)모비클,063344,,15909528,12859275,3277833,,9373107,8965051,1248641,,9373107,8965051,1248641,,6536421,3894224,2029191,,4120435,4834114,1895321,,1455665,1781124,1595321,,22160,0,0,,800000,800000,718363,,0,0,0,,639842,1633115,996949,,6601200,4461254,0,,11789094,8025161,1382512,,2088907,2035072,434835,,1523343,3579088,0,,0,0,0,,2392452,6309991,9474976,,6374681,8824976,5044127,,4851338,5245888,5044127,,2458886,-1064103,-4430849,,595064,-6655247,-9891988,,-164447,993273,-636166,,327326,427955,429039,,18.88,11.88,19.26,,89397,194748,342217
(주)모스산업,044308,9920998,9286789,8853171,8807159,1758551,1159750,1314580,899654,1758551,1159750,1314580,899654,8162448,8127039,7538591,7907505,12510071,12625015,12423763,13278231,7585401,9245995,9069144,10016010,0,0,0,0,7500000,9006667,8790000,9588610,0,0,0,0,83830,101023,83986,1898,0,0,0,0,-2589072,-3338226,-3570592,-4471072,214832,300302,256709,326655,0,0,0,0,0,0,0,0,1192507,902205,826614,823425,1324388,1299959,1454053,1548017,1324388,1299959,1454053,1548017,131881,397754,627439,724591,-2564506,-813088,-441480,-900480,60840,17193,-17037,-82087,684198,653099,580399,622021,12.44,7.91,6.52,6.77,5483095,5352205,5131147,4924640
