구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)E&T,058267,34606723,72776231,53063891,55579900,3270008,15889553,20373485,25391190,21287899,36750379,42348423,43605749,13318824,36025853,10715468,11974151,13087229,49750238,28328627,34556090,13087229,29391572,28269961,34497424,0,20300000,0,0,6159384,23968500,22146340,29889225,0,0,0,0,267468,7695099,4526306,1981107,0,0,4055306,10555000,21519493,23025993,24735264,21023810,37110,223071,2033833,197939,69481786,130734198,146453758,134914142,18017891,20860826,21974937,18214559,5146055,11360108,11265009,14420614,69718417,144187698,160758318,145674036,236631,13453501,14304560,10759894,-4909424,2093393,3039551,-3660720,-4976916,1448871,1709271,-3711455,-1782178,7427631,-3168793,-2545199,77166,784614,1360619,870902,2.51,3.11,4.1,3.35,5822300,5777084,5456891,5713890
(주)EG메탈,058996,39790702,39932073,32438388,31343595,6622252,6586586,6141404,3646366,18476303,19817451,12911289,13009316,21314399,20114622,19527099,18334279,11002300,14433756,11362683,11059217,1445831,14433756,1862683,1554217,9500000,0,9500000,9500000,0,0,0,0,0,0,0,0,4019129,4936944,4870738,686925,1700000,301179,80016,21403,28788402,25498317,21075706,20284378,602290,444041,409695,1926366,12860014,26094197,24439228,26271878,11854051,13230865,6769885,9362950,736553,1081549,1138970,1070431,13909453,24177966,18352461,27359630,1049439,-1916231,-6086767,1087752,312886,-2997780,-7225737,17321,39593,-3329837,-7418697,-791328,1017905,917815,-66206,-4183813,357161,474050,478836,396552,7.52,4.99,5.04,4.17,21109028,19935594,19153546,17991387
(주)ENS,030661,53169429,53838530,44138863,43268614,24841474,25101464,20908960,20205374,41752562,44368170,36405079,36445712,11416867,9470360,7733785,6822902,45306430,47230498,37324591,36073808,29686605,30693251,24818840,27448121,4050205,6164886,4228839,1556815,7040000,6855089,5710000,6486299,0,0,0,0,968651,68774,116095,4534,324000,84000,6000,6000,7862999,6608032,6814273,7194806,23708016,25133577,20959559,20067068,38178865,34284767,33435110,29974497,16911088,19266707,15496118,16240338,16679014,16670578,16705684,15696139,56803274,51119457,50918978,46414258,18624409,16834690,17483868,16439762,1945395,164113,778183,743623,606517,-1254967,206241,380533,-319392,-899877,47320,-111561,1136249,1362682,1112118,1098796,8.12,10.73,8.64,9.1,5992121,6033656,5899427,6140993
(주)G1네트웍스,061218,12606712,17595646,17381233,20352911,3603415,5121643,4348567,7164625,3978354,5392782,4599785,7517768,8628358,12202864,12781448,12835142,7102649,12147223,11883812,15333167,2253235,9008373,8081026,6416590,4298337,2508345,3169461,105565,0,6305000,6005000,4942423,0,0,0,0,601971,841492,1248854,1581629,400000,1200000,400000,3500000,5504063,5448423,5497421,5019744,2343833,2744092,2436673,2132872,18213093,21089585,23347545,22343878,374939,271139,251217,353143,2704487,3016848,3287256,3567210,21255395,23977076,26414411,25321606,3042302,2887491,3066866,2977728,337815,-129357,-220390,-589482,306293,-55640,48998,-477677,-609658,239521,407361,332775,0,13390,27997,21981,0,0.2,0.3,0.3,6020659,8602002,9181951,9259582
(주)GBSTYLE,029522,27587403,36437922,44103321,48345652,13443853,15410868,18548779,21911028,20879033,23002997,27412571,31663761,6708370,13434925,16690750,16681890,19375274,27277224,33628797,36206428,17147236,20553130,26728853,25650493,748300,6290325,6591249,6907893,5610000,8308000,11173965,13079185,0,0,0,0,712478,712288,1040504,1991987,594000,624000,874000,638000,8212129,9160699,10474524,12139223,10234676,13865554,16249353,18473871,16519509,22899582,22278623,21147397,7435179,7592129,8863792,9752734,16439118,19877594,20528912,23752489,34128271,44107839,45749165,48418563,17608762,21208258,23470543,27271166,1169644,1330663,2941631,3518678,596964,948570,1313825,2184699,433421,-191,328216,951483,537001,746631,1198295,1218787,6.42,6.09,6.88,5.54,4908885,12152818,15423056,15110471
(주)H.M.T,056408,16317877,25399081,47767580,70657595,1618193,2546499,4390391,9543832,2482825,4019500,6642492,11565482,13835052,21379582,41125087,59092113,12924219,20289935,40283976,56740317,6840857,13295110,21255657,35626829,5195830,5958340,15126723,16499018,4068000,4578000,10668000,7806465,0,0,0,0,167528,525990,316681,423413,57800,0,5000,166000,3393658,5109146,7483604,13917278,1334771,1943311,3485917,4097677,13609489,20149819,23473323,31315075,864632,1473001,2252102,2021650,1209156,1947957,3053602,3353323,16167922,24573084,28714131,32341093,2558433,4423266,5240807,1026018,1349277,2475308,2187206,-2327305,372368,1156293,674457,-3866326,104122,358462,-209309,106732,918521,958217,1204804,1476039,8.24,8.1,5.7,4.92,13686947,21128409,39977293,57432001
(주)HM금속,043596,16933443,21779193,32476689,46902479,6632938,6907737,5520445,6743592,8424156,8583267,7387630,9129463,8509287,13195926,25089059,37773016,14730556,17819829,27487486,41798814,12165012,16452178,16475691,22076788,1283565,1111420,10815520,15187640,8410000,9799000,10853000,16089790,0,0,0,0,150501,1429780,1300840,195742,413000,160000,542000,800822,2202887,3959365,4989203,5103665,2819088,4457574,2598272,4188131,25035214,29675647,29637571,30537107,1791218,1675531,1867185,2385871,1054418,949542,1158757,1542063,27638686,33369810,32918108,33484824,2603472,3694163,3280537,2947718,1549054,2744621,2121780,1405655,522641,1756478,1029839,113193,102472,1279279,-128940,-1105098,993994,1013451,971531,1620377,9.19,7.96,5.03,5.81,7958726,12414266,23875695,36394408
(주)IEN한창,045661,33342081,38739150,41840519,40595955,13363949,13100574,15158966,14695564,17568288,17711183,21113997,20287635,15773793,21027967,20726522,20308320,16468758,18247722,19441256,19170281,14208926,11289318,12210327,15283268,754309,5395346,5427969,2002260,11456719,8666038,5625271,9636772,0,0,0,0,94177,242617,1519546,596535,0,0,0,0,16873323,20491428,22399264,21425674,2099015,1367162,1585505,2522556,7465388,6416673,11814136,10432640,4204339,4610609,5955031,5592070,2275448,1970450,1653141,1813192,8393321,8464851,13519478,13095053,927933,2048178,1705342,2662413,-1347515,77728,52201,849222,2239091,-998224,1918478,-973590,-157782,148440,1276929,-923011,411965,599729,684053,565723,3.68,4.22,4.65,3.86,15330048,19581119,19327203,18578789
(주)JBM,058709,8819890,10786729,11578570,13607110,1808490,3200401,2420061,1958352,5388781,7302576,7374215,6311953,3431110,3484153,4204355,7295157,7936559,9687775,10233773,11245836,7372550,8745090,8986710,10431457,458040,291480,424920,300000,3863789,4750107,4268419,5119239,0,0,0,0,109693,701376,329452,265437,32000,464650,488000,0,883331,1098954,1344797,2361274,1096951,965594,780637,765919,9605325,11156605,12833483,12776146,3580290,4102176,4954154,4353601,1973916,2198671,2610782,2366991,11918249,13769854,15932297,15263823,2312925,2613249,3098814,2487677,339009,414577,488031,120687,175771,216252,244389,125207,-135591,591682,-371923,-64015,316314,316632,377316,337515,6.53,6.29,6.81,5.76,3015822,2890657,3265406,4435096
(주)JK알에스티,063959,,11680294,13361576,14122379,,2973228,4401565,5100597,,4267540,5669452,5739046,,7412754,7692124,8383333,,8108393,9258307,9160311,,2372483,3929422,5016470,,5161910,5045600,3836520,,0,0,500000,,0,0,0,,1024874,1251899,608960,,988114,1960229,1361579,,3571901,4103269,4962069,,484571,909197,1252338,,13966602,13012153,12974587,,1294311,1267887,638449,,696219,875140,895331,,15439804,14499810,14880587,,1473202,1487658,1906000,,776983,612518,1010669,,442828,531367,858800,,353221,227025,-642939,,249436,308152,321346,,9.66,4.73,4.2,,6884805,7164174,8045383
(주)JNC하이텍,063938,,17227920,17309786,21180852,,4270377,1907622,5628410,,6425498,4993821,9641680,,10802422,12315965,11539172,,16533473,16002437,19019425,,6497041,4610839,8215087,,8416000,9757000,8941600,,3697298,2605116,3601294,,0,0,0,,46041,19720,1299334,,1040000,1152339,1240439,,694447,1307349,2161427,,1920733,556121,2598518,,2433658,24767241,21096743,,2155120,3086199,4013269,,608091,2739347,2954578,,3245574,28551684,25691727,,811916,3784443,4594984,,203825,1045096,1640406,,94447,624288,854077,,46041,-26321,1279614,,114604,607382,600592,,1.89,4.9,4.66,,10642311,12175391,11380105
(주)JS중공업,062045,13125688,11609627,12304906,13054338,4622531,11023912,12302807,12894337,7337956,11023912,12302807,12894337,5787731,585715,2100,160001,6405902,538535,1022745,1120893,4884950,538535,1022745,1120893,1478000,0,0,0,0,0,1000000,900000,0,0,0,0,20783,36422,1646072,585656,518250,2700000,0,7500000,6719785,11071092,11282161,11933445,3957344,6974340,8941171,37510,16088720,8855299,14745895,1776549,2715426,0,0,0,811970,624623,121746,59911,21246870,13505868,14769326,1797323,5158151,4650569,23431,20774,4346181,4025946,-98316,-39136,3776842,4351307,211070,651283,0,15639,1609650,-1060416,131930,59560,42543,43532,17.85,8.06,8.51,4.58,5762287,585715,2100,1
(주)KAL호텔네트워크,029255,154443514,157408095,193680116,508637772,34895884,38084285,27702982,91756953,35575448,38915358,28688008,93190501,118868067,118492737,164992108,415447271,96858782,99107551,113282753,199103891,6060057,7438091,14295442,91333849,85000000,85000000,98000000,105309392,0,0,0,0,0,0,0,0,6185253,6189498,5989205,8336555,21700000,25900000,13200000,70500000,57584733,58300543,80397363,309533882,4183120,4486694,4574010,5963320,23583026,26226695,27826509,0,679563,831072,985026,1433548,19380089,19921618,20547541,76861361,49303176,55006941,58149316,85536126,25720150,28780246,30322807,85536126,6340061,8858628,9775266,8674766,2988874,4202666,5592569,5263632,1708862,4245,-200293,2347350,6171000,5379014,3636024,3030693,7.26,6.33,3.97,2.18,116758840,115317729,163301390,411865053
(주)KHE,027325,139175967,165690806,147391686,141006770,83704690,102222665,89249121,86369419,86965164,106084022,91846679,88417283,52210804,59606784,55545006,52589488,117566255,131467678,110331527,98735246,61853737,89809199,81845477,77148770,54753937,40663442,27890311,21127435,12274936,29470554,26281331,32359514,0,0,0,0,819861,499353,2042863,2172344,13754553,10997802,11736997,11318384,21609713,34223128,37060159,42271525,62389014,87840478,72556331,69903226,90391910,130289587,110693786,90637152,3260473,3861357,2597558,2047864,6725462,6760904,6762124,5891805,103467360,143405661,130797215,106816001,13075451,13116074,20103429,16178849,6349988,6355170,13341305,10287044,1526205,2672231,3430107,5211383,-7512799,-320508,1543510,129481,3933065,4820130,5272060,4329653,5.35,5.94,6.72,6.36,48920481,56998039,52911097,49120027
(주)KH엘텍,043023,7222851,10016874,11950025,16914360,726673,1408082,1445775,4335471,912974,1517034,2268855,5728961,6309877,8499840,9681170,11185399,13788625,3563850,9796625,10277950,1107025,2912810,7509292,7852684,0,500000,1796648,1920784,0,1657011,3700000,3400000,0,0,0,0,337825,123115,63704,1795402,0,0,0,0,-6565775,6453025,2153401,6636410,544500,1104904,1095370,2372670,8362455,2529450,8857689,20854844,186301,108952,823081,1393490,1234033,889843,1023925,1336542,7155121,1420443,7061551,26524746,-1207333,-1109006,-1796139,5669902,-2441367,-1998849,-2820064,4333360,-2722053,3341840,-4238991,4478312,262769,-214711,-59411,1731698,227023,35488,197868,315207,6.55,3.29,5.09,5.56,6228590,6965318,9632997,11148240
(주)KJ컴텍,038835,,,9035011,8513194,,,3673472,3260992,,,5901524,5463434,,,3133488,3049760,,,8220224,7288159,,,6702417,6443364,,,1356180,597940,,,1615041,2960000,,,0,0,,,309328,132742,,,0,0,,,814787,1225035,,,3293436,2926250,,,9221438,9064576,,,2228052,2202442,,,829184,1055560,,,10463777,10784367,,,1242340,1719791,,,413155,664231,,,223943,410558,,,5405,-176587,,,300814,263976,,,6.19,5.75,,,3062152,2938443
(주)KRGSOFT,056737,18542599,21193485,25112443,7714392,3247011,1884997,2038667,1558144,3247011,1884997,2038667,1558144,15295588,19308488,23073776,6156248,8782568,11206994,14637556,15620592,7165656,9481265,12918321,14796492,1100000,1100000,1100000,366640,3615000,4600354,6297354,6038994,0,0,0,0,234979,19343,12400,18478,1518834,619150,619150,500000,9760031,9986491,10474887,-7906201,901309,642524,712476,559178,0,0,0,0,0,0,0,0,2977562,2627700,2112629,5921801,3706102,3031923,2826296,2805751,3706102,3031923,2826296,2805751,728541,404223,713668,-3116050,414108,218846,585385,-18381088,-252753,-215635,-6943,6078,201498,268991,238932,204318,4.97,5.17,3.65,2.96,2918138,2706752,2561543,2472781
(주)KTE,026849,49400721,55114169,71868808,62511104,18043813,19145765,33973461,22204933,29863983,29789270,46967641,34733301,19536738,25324900,24901167,27777803,20544029,22915039,47339430,52935952,19927284,22370965,31535559,26901952,0,0,0,500000,0,4000000,5000000,3000000,0,0,0,0,2214984,1729297,4318262,1267087,100000,100000,14300000,10518328,28856692,32199131,24529378,9575152,14454677,15619468,13522266,15755868,70120936,70549308,73073367,56752815,11820171,10643504,12994180,12528368,8172080,8596058,8572481,13635099,84389522,83014513,75835859,61866005,14268586,12465204,2762491,5113190,6096506,3869146,-5809990,-8521910,2215009,3261470,-7041031,-15089574,733737,-485687,2588965,-3051175,283364,96666,595967,1500314,8.33,4.83,4.89,6.36,13596695,16933559,16783851,16218303
(주)LF네트웍스,040278,99600107,120715605,145005419,178192898,8685793,11607954,10038091,28437013,10978021,17946820,17405564,41740639,88622085,102768786,127599855,136452259,26803188,33389904,63414637,88302340,2604372,32422430,33458204,27158449,23370000,0,18209000,47000000,0,0,23370000,0,0,0,0,0,2714149,3735449,3605163,20109897,5100000,6148216,0,0,72796919,87325701,81590782,89890558,324655,1453389,1010903,5290530,23624769,15495720,20509212,51123481,2292228,6338865,7367472,13303626,5428424,9725040,14097785,17412962,31781772,27771071,37054326,78539344,8157003,12275351,16545113,27415863,2728579,2550311,2447329,10002901,12667571,5176992,1635163,8236341,2305030,1021300,-130286,16504734,955890,1082639,1229372,1978484,3.96,4.63,3.79,4.23,65015085,66291714,87181345,114729696
(주)LG경영개발원,018261,77294873,85170605,91294032,87386429,69903576,76292069,76273373,73954412,69903576,76292068,76273374,73954412,7391297,8878537,15020659,13432017,53835241,54033161,60368428,57049647,50355021,49760621,57214811,51999851,0,0,0,0,0,0,0,0,0,0,0,0,5963406,2726078,56277755,8832468,25020159,34800000,13200000,17500000,23459633,31137444,30925604,30336782,6516559,5737747,5351891,5608403,0,0,0,0,0,0,0,0,55525016,60897619,67181436,75763964,65806512,71302011,67527900,75326318,65806512,71302011,67527900,75326318,10281496,10404392,346464,-437646,8134496,8761653,836935,-62806,-563139,-3237327,53551677,-47445287,0,0,0,0,0,0,0,0,1781562,2302555,8656371,7090727
(주)MBC아카데미,020587,21676046,21642885,20972651,20777662,10493295,11950544,11974445,12405347,10493295,11950544,11974445,12405347,11182752,9692341,8998205,8372315,4735810,4849581,3771085,3346163,4614404,4746664,3676997,3283984,0,0,0,0,0,0,0,0,0,0,0,0,3234017,1745154,3446709,4227157,500000,0,0,1000000,16940236,16793304,17201566,17431499,1566065,2167676,1991909,1662283,12155592,12929031,14182892,11296489,0,0,0,0,1772191,2764177,2082733,1891241,15005243,15836138,16517038,13236751,2849651,2907107,2334146,1940262,1077460,142930,251413,49020,941622,123803,384054,271321,1773939,-1488863,1701555,780448,0,0,0,0,0,0,0,0,7423670,7728993,7423420,7173117
(주)MG전자,063566,,11143420,9141933,5834526,,1643578,1012307,1318112,,5467003,4295662,1609897,,5676417,4846270,4224629,,9133657,8016032,3826907,,5457032,6638477,3044307,,1913787,695734,555953,,1491304,2042375,1400000,,0,0,0,,73775,4940,274295,,88000,54000,6000,,2009762,1125901,2007619,,596207,823089,784675,,10305302,4960817,5958781,,3823425,3283356,291786,,1427577,1895989,1926323,,11911853,7434678,9150521,,1606551,2473861,3191740,,178974,577873,1265417,,50047,116367,881719,,19331,-68835,269355,,244292,301877,175496,,14.35,8.79,6.13,,4789058,3988007,3641341
(주)MSSteel,048874,9171436,8974326,10559836,13816194,2223461,1294704,2234565,5127187,4002345,3067825,4276322,8013897,5169091,5906501,6283514,5802296,8486130,7137763,8255642,11695867,8303011,6885395,7932369,9407955,0,0,0,2000000,7488159,5574626,4989509,4796150,0,0,0,0,284814,184925,786006,1281152,310000,0,0,120000,685306,1836562,2304194,2120326,1542698,1095573,1333861,2173277,11122551,11421033,10823429,10910123,1778884,1773121,2041757,2886710,1071010,1041061,1299386,1455594,12696018,12743954,12704483,12486884,1573466,1322921,1881054,1576761,502456,281861,581668,121167,-1537934,72008,167632,-183868,113282,-99890,601082,495146,622988,463486,398086,371438,8.32,7.1,7.54,6.3,4854341,5770201,5974112,5327994
(주)MS이엔지,042524,13601700,11579275,11273682,12258605,3164669,1460197,1546781,2021772,5409736,3789246,3422657,4487800,8191964,7790029,7851026,7770805,7406041,5329469,4894406,5712692,5053987,2769302,2556619,3681938,339400,530500,308167,0,2500000,1200000,1000000,1233333,0,0,0,0,97605,98328,519019,142440,1546,69000,0,17553,6195659,6249806,6379277,6545913,3175246,1415980,1119125,1792823,12602151,9509794,10092247,12909362,2245066,2329049,1875875,2466028,1513850,1127216,1150976,1212756,14420843,10808265,11407425,14305368,1818692,1298471,1315178,1396006,304842,171255,164202,183250,218703,54147,129471,454661,-287302,724,420691,-376579,183953,162016,111006,62571,5.66,6.44,6.38,4.58,7052880,6839009,6861229,6805522
(주)NH무역,017587,55502591,54601282,47882237,47213169,40368530,44299518,33557524,30843547,51742955,50928132,44274105,43541123,3759636,3673150,3608132,3672046,28169626,25654578,18027792,16971498,28119312,25641031,17894232,16824066,0,0,0,0,16569345,17217956,12442320,8360975,0,0,0,0,1562732,6468831,873214,1774933,12000000,12000000,12300000,5000000,27332965,28946704,29854445,30241672,14580207,23678751,17566763,20410184,113335343,149926389,129333477,136962568,11374425,6628614,10716580,12697576,7667499,10266114,8307932,9570088,122854975,162197469,140850181,148914923,9519632,12271079,11516704,11952355,1852133,2004965,3208772,2382267,1136995,1538869,1238331,1425449,1125378,4906099,-5595617,901718,614153,1143585,564409,437962,3.71,6.77,3.81,4.21,67240,60599,35067,20583
