구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
(주)씨앤아이디벨롭먼트,057359,,-1.28,,-4069313,,250000,,126.98
(주)씨앤알코리아,040245,-1.17,-0.73,-2359861,-2430685,1400000,1400000,143.35,141.69
(주)씨앤앰경기케이블티브이,019986,9.17,14.07,17715903,17809506,18250000,18250000,29.97,11.77
(주)씨앤앰마포케이블티브이,019993,1.89,1.96,8318026,7588555,14977030,14977030,53.33,51.79
(주)씨앤앰우리케이블티브이,039371,5.07,7.08,3910503,5195738,7500000,7500000,29.13,26.16
(주)씨앤앰울산케이블티브이,019995,64.47,48.29,6542330,4508781,7908575,7908575,4.97,7.97
(주)씨앤에스국제물류센터,057125,,-8.12,,-1087264,,7500000,,74.74
(주)씨앤에스텔레콤,017415,,3.18,,1076668,,2360000,,61.54
(주)씨앤에스패션쥬얼리,038974,19.02,-19.89,612154,-913950,800000,800000,6.54,6.12
(주)씨앤에프로직스,047783,13.21,33.39,4007346,5662455,500000,500000,8.13,20.54
(주)씨앤엠,048786,18.47,4.66,885824,596753,2650000,2650000,17.43,60.26
(주)씨앤제이관광산업,050032,-2.61,-0.26,-814656,-482868,1238000,4078000,73.63,88.31
(주)씨앤중공업,054140,,-0.66,,-14288605,,101550135,,37.53
(주)씨앤컨리,046415,0.33,-0.3,1086126,-1439123,5182800,5182800,50.47,73.83
(주)씨앤케이씨엘,042088,1.7,0.59,1143478,893429,1000000,1000000,45.68,38.98
(주)씨앤켐,047963,2.48,1.55,798792,300968,1500000,1500000,30.11,21.81
(주)씨앤피라이너스,039337,1.98,,2568131,,300000,,102.2,
(주)씨앤피정보통신,053447,1.72,-1.63,151153,-217952,370000,370000,16.44,33.24
(주)씨어테크,016108,-1.89,-3.65,-606896,-1387227,5250000,5250000,37.87,45.25
(주)씨에스마린,044429,,,,,,,,
(주)씨에스씨앤디,048512,-0.2,-0.25,-332301,-678787,550000,550000,105.95,106.49
(주)씨에스아이,056544,,-6.49,,-2771679,,300000,,30.5
(주)씨에스월,054091,-1.42,2.65,-745167,1015780,100000,100000,72.7,80.34
(주)씨에스이,039019,0.08,-1.93,44463,-1041519,300000,300000,50.4,41.1
(주)씨에스테크놀로지,029102,5.83,3.84,1328266,1477506,2900000,2900000,12.94,21.89
(주)씨에스티,039592,0.51,-3.15,349735,-1821345,2048380,2048380,32.74,48.88
(주)씨에스티,049897,1.85,3.06,175032,419672,600000,600000,21.45,16.81
(주)씨에스피엔디,053587,0,0,-2417,-6064,50000,50000,99.77,99.78
(주)씨에이메탈,052340,2.42,1.13,175475,441215,2500000,2500000,50.43,54.39
(주)씨에이치테크,045461,6.08,3.52,1768545,1141354,1000000,1722500,33.86,30.19
(주)씨에프이엔티,047726,2.6,2.17,1439156,2514564,2025000,2358330,54.32,46.85
(주)씨엔드에치,016111,-1.08,-1.51,-605271,-501758,2572430,2572430,11.26,6.47
(주)씨엔씨프로젝트,043980,3.39,1.71,472788,452664,1500000,1500000,30.06,32.27
(주)씨엔에이,053109,-119.72,999999999,-149889,-1200327,50000,50000,98.68,100.46
(주)씨엔유,057633,,2.99,,164449,,620000,,41.05
(주)씨엔이지에스,049307,1.71,3.36,390514,1014721,500000,500000,44.76,42.31
(주)씨엔티산업개발,057467,,-1.35,,-1292129,,1500000,,34.19
(주)씨엔플러스,051489,6.2,24.44,464832,3297578,1300000,1585000,28.04,27.35
(주)씨엘디앤씨,049457,-1.04,-0.93,-561340,-1238330,429230,500000,108.51,75.61
(주)씨엠건설,052701,-0.58,-0.36,-1405872,-1808741,300000,300000,107.39,121.28
(주)씨엠넷,042486,-0.27,-0.23,-175834,-141030,600000,600000,135.79,126.8
(주)씨엠비광주동부방송,029751,-0.63,0.08,-373954,46882,7200000,7200000,48.45,51.74
(주)씨엠비광주방송,039434,2.16,1.2,895773,462779,6500000,6500000,36.61,36.37
(주)씨엠비광주방송,040721,34.4,9.23,3526702,2734049,6050000,6050000,13.54,13.84
(주)씨엠비대구동부방송,042164,-1.58,1.14,-518918,277146,7200000,7200000,29.49,34.34
(주)씨엠비동서방송,042380,-49.76,321.26,-514792,599159,4020000,4020000,0,0
(주)씨엠비전남방송,018739,1.35,1.41,427144,403716,6500000,6500000,60.63,67.75
(주)씨엠비충청방송,045591,3.84,,1355280,,3500000,,3.48,
(주)씨엠비한강케이블티비,010778,2.69,2.51,3034777,3419458,8850000,8850000,40.91,43.63
(주)씨엠비홀딩스,046619,3.08,1.92,1552326,1177033,300000,300000,59.57,59.35
(주)씨엠테크,040720,-6.66,,-2196372,,1946670,,34.87,
(주)씨엠테크,048923,-0.39,0.16,-75834,32653,1142000,1142000,51.53,38.54
(주)씨엠파트너,016115,1.85,3.01,2333319,3858793,1581650,1581650,64.43,53.53
(주)씨유,057136,,8.51,,16853997,,1000000,,79.34
(주)씨유건설,042973,13.31,24.12,10970722,34736323,7000000,7000000,30.41,28.51
(주)씨유메디칼시스템,053123,1.97,4.28,233024,951876,1909515,2159515,39.35,27.57
(주)씨유미디어,049501,999999999,999999999,1845828,1666972,6630000,6630000,0,0
(주)씨인터내셔널,023359,,3.33,,1034880,,1300000,,46.71
(주)씨제이텍,043199,-0.11,1.72,-132588,3329516,2428000,2428000,45.68,30.82
(주)씨제이텔레닉스,038712,1.81,2.01,1495372,1684886,3500000,3500000,57.73,56.5
(주)씨제이헬로비전금정방송,048116,184,999999999,4519579,2976396,4005210,4005210,0,0
(주)씨제이헬로비전대구동구방송,030469,5.67,11.54,90768,370408,5000000,5000000,0,10.78
(주)씨제이헬로비전대구수성방송,039258,999999999,999999999,1112927,1689923,4000000,4000000,0,0
(주)씨제이헬로비전드림씨티방송,010865,999999999,999999999,18190570,10681081,19100000,19100000,0,0
(주)씨제이헬로비전신라방송,048727,1.72,0.54,1531475,457002,6000000,6000000,57.4,59.41
(주)씨제이헬로비전아라방송,019996,6.28,2.86,1609714,858202,10000000,10000000,13.45,14.57
(주)씨제이헬로비전영남방송,019991,1.8,1.25,1510707,1523692,9000000,9000000,43.21,48.54
(주)씨제이헬로비전영동방송,019994,28.76,659.76,3213834,4224415,16915000,16915000,0,0
(주)씨제이헬로비전영서방송,039072,1.78,1.24,3563668,2790642,5654290,5654290,59.9,47.99
(주)씨제이헬로비전전북방송,029755,,0.49,,156069,,6500000,,42.85
(주)씨제이헬로비전중앙방송,029670,1.59,0.01,2421749,26903,6000000,6000000,56.85,60.29
(주)씨제이헬로비전충남방송,027374,0.36,-2.54,147927,-2076519,8000000,8000000,36.89,69.3
(주)씨제이헬로비전해운대기장방송,042958,1.03,1.97,1907134,4014682,7105885,7105885,63.11,67.42
(주)씨제이헬로비전호남방송,029599,2.39,0.86,2441856,735648,6800000,8744565,49.23,50.28
(주)씨젠,056273,,-0.36,,-234107,,2657260,,109.24
(주)씨케이매니지먼트,038957,36.75,55.71,284046,1072811,100000,100000,3.93,3.18
(주)씨케이솔라,052738,-9.98,0.38,-152761,195404,100000,100000,88.84,101.27
(주)씨케이엔지니어링,050710,-10.82,,-3004570,,2750000,,61.87,
(주)씨케이엔터프라이즈,023961,999999999,0.47,60743,15366,2291025,2291025,0,3.03
(주)씨큐어넷,016126,1.21,1.2,855565,1080679,10500000,10500000,29.41,26.16
(주)씨큐텍,011814,-39.22,,-2529885,,1749000,,16.2,
(주)씨텍,022606,,2.64,,604745,,3000000,,33.33
(주)씨트리,020994,3.15,2.4,616183,527223,1700000,1700000,37.95,34.11
(주)씨티건설,038636,-12.69,-13.2,-755832,-725181,1100000,1100000,14.86,13.73
(주)씨티씨,040847,-20.79,-9.45,-1195685,-892163,100000,100000,24.24,31.12
(주)씨티웍스,049364,-1.17,,-3354117,,50000,,138.67,
(주)씨티존비원,048501,999999999,999999999,-101588,-285582,50000,500000,99.13,98.04
(주)씨티지케이,056775,,-2.85,,-1680964,,50000,,105.68
(주)씨티캐슬,048466,-1.61,-0.33,-2599887,-642411,100000,100000,125.93,136.5
(주)씨티코아,057296,,-37.47,,-456255,,175000,,101.89
(주)씨티플러스,048107,999999999,999999999,1881,195735,300000,300000,95.66,71.38
(주)씨플러스,043641,3.3,5.82,1613290,3058391,1100000,1100000,36.4,23.13
(주)씨피씨,045571,1.14,0.63,796205,604195,2512660,2512660,50.02,48.23
(주)씰테크,052556,0.19,2.28,9124,262308,260000,260000,17.8,32.33
(주)씽크테크,045658,15.06,21.69,1839438,976431,500000,500000,20.64,12.44
(주)아가페출판사,051649,34.71,20.24,1864521,1549742,50000,50000,15.02,7.72
(주)아거스,041155,19.12,5.68,1489554,312795,800000,800000,0,0
(주)아광물산,048790,-0.43,2.65,-297331,1706348,500000,500000,138.3,254.48
(주)아나패스,056932,,2.18,,106871,,1396470,,3.37
(주)아난다,053909,-0.46,0.5,-40079,75730,300000,500000,97.85,65.78
(주)아농스,047138,-0.24,-0.35,-66827,-107535,200000,200000,24.44,26.55
(주)아니베.에프,039673,1.5,1.52,679200,780797,500000,500000,39.85,41.65
(주)아데코코리아,042476,999999999,999999999,238025,651577,7500000,7500000,0,0
(주)아델D&C,028381,0.26,,84578,,1400000,,34.38,
(주)아라리오,018197,0.59,0.87,5009712,8779039,3250000,3250000,39.95,40.66
(주)아라인빌,054788,,-0.07,,-27170,,975000,,89.59
(주)아레오네트웍스,043813,1.58,1.96,217448,552873,1490000,1490000,23.83,30.64
(주)아로마엘에스티,050648,999999999,999999999,-22399,-36864,5700000,5700000,37.17,37.5
(주)아로마포스텍신재생에너지,052725,,-0.84,,-174568,,7000000,,41.52
(주)아로텍,056419,,1.45,,318757,,1500000,,76.72
(주)아르누보몽드,053482,-2.31,1.27,-4152419,5249935,50000,50000,78.35,70.7
(주)아르누보씨티,045924,0.63,1.66,4354801,13285108,50000,50000,83.79,82.99
(주)아르몽드,056582,,-0.72,,-1000337,,50000,,91.17
(주)아르웬,049150,-8.81,-162.75,-3725758,-2611202,300000,300000,25,70.93
(주)아름,041039,-7.31,0.92,-438210,160566,945000,50110,27.89,29.47
(주)아름다운화장품,046814,-0.15,1.24,-64232,547665,800000,800000,62.08,60.19
(주)아름다은,043350,-0.02,1.54,-20873,4681913,3100000,3100000,40.43,93.13
(주)아리지,045797,3.06,2.4,5948938,7109450,34669560,37499560,46.56,40.07
(주)아리창,051274,-3.15,-2.72,-490846,-934465,300000,1000000,94.22,93.78
(주)아림인터텍스,056638,,9.7,,1285517,,50000,,15.82
(주)아림지앤코,053769,-0.05,1.43,-15507,600642,1650000,742500,48.71,42.77
(주)아마존카,038623,1.21,1.41,2804869,4890148,2600000,3000000,64.89,62.54
(주)아모그린텍,048599,-4,-2.52,-1568152,-1720948,5500000,3200000,57.73,51.74
(주)아모스,051277,,999999999,,0,,1080000,,33.53
(주)아모스인터내셔널,025156,5.56,5.46,2591141,5790868,1080000,1080000,27.94,0
(주)아모스프로페셔널,016140,999999999,999999999,1354140,2480000,3500000,3500000,0,0
(주)아바타엔터프라이즈,018363,-0.57,-3.57,-4526787,-3515473,990000,990000,2.67,31.46
(주)아바텍,039947,11.26,-7.61,863967,-1033233,4700000,4700000,7.86,17.79
(주)아발론교육,051390,31.38,7.78,3117856,10473864,1000000,1240939,11.79,42.11
(주)아방,023459,4.57,2.89,2231860,1327471,1600000,1600000,33.53,39.38
(주)아베스포츠,043287,1.21,1.27,271484,329944,1800000,1800000,29.49,26.64
(주)아벤트코리아,045790,2.41,2.26,604282,605756,487500,487500,38.25,50.53
(주)아빅스테크,039665,-1.5,0.3,-938621,186452,1105000,1105000,64.43,51.99
(주)아산,043311,3.3,3.56,4374947,4508245,2600725,148945,37.28,53.75
(주)아산디엔씨,051905,-21.27,-0.22,-566395,-203641,550000,550000,99.74,108.78
(주)아산성우하이텍,018061,1.88,3.06,6668079,12095656,7600000,7600000,34.77,42.21
(주)아산약품,049542,7.57,8.12,257550,459093,500000,500000,1.66,4.47
(주)아산테크노밸리,048583,1.26,2.87,14007981,35274803,40000000,40000000,69.94,64.58
(주)아성강업,045610,1.85,2.11,616256,1285345,300000,300000,54.57,57.59
(주)아성인터텍스,049735,-1.67,,-1164632,,700000,,58.76,
(주)아성코리아,053562,112.24,2.26,1886453,195066,50000,50000,8.21,21.39
(주)아성테크노,046172,9.91,1.55,2875245,408784,50000,50000,20.02,15.32
(주)아성화학,030613,27.54,19.36,3708660,1789670,1200000,1200000,6.07,5.25
(주)아세아볼트,039618,1.85,0.86,223798,167235,990000,990000,13.46,20.07
(주)아세아유니온,016159,1.29,1.01,2014670,2136322,1500000,1500000,53.2,52.26
(주)아세아이엔티,012670,57.09,0.54,1712794,109465,1650000,1650000,6.86,27.91
(주)아세아항측,053132,9.34,1.47,882772,269445,1000000,1000000,25.04,22.1
(주)아셋마스터,048084,999999999,999999999,2304341,1940892,3565000,3565000,0,0
(주)아쉬람,048452,1.91,4.81,6944585,7241989,300000,300000,70.58,11.75
(주)아스타아이비에스,050635,45.65,100.35,1175307,2418264,1000000,1000000,5.19,3.31
(주)아스트,029615,0.77,0.42,516878,495452,1798000,2458000,58.14,48.57
(주)아시아,016162,223.99,299.14,2338694,4745859,2100000,2100000,0.44,6.45
(주)아시아경제,053110,1.24,5.76,93750,1124013,1700000,1700000,41.66,70.69
(주)아시아디벨로퍼,016167,-2.51,-0.85,-10391106,-3592960,500000,500000,1.13,85.43
(주)아시아디엔씨,050402,-1.24,0,-7523029,22177,800000,800000,101.97,109.61
(주)아시아산업개발,046013,2.72,1.71,13074394,6494748,300000,300000,20.47,37.33
(주)아시아씨푸드,056253,,140.16,,2205358,,1000000,,1.36
(주)아시아엘에스디앤씨,053846,999999999,-0.24,-205612,-462424,100000,100000,99.36,137.88
(주)아시아인앤씨,053261,-0.9,-0.94,-942021,-3302101,50000,550000,99.75,104.14
(주)아시아전선,052549,3.33,2.93,611788,923927,100000,400000,52.02,60.4
(주)아시아종합건설,048082,0.06,1.41,81295,1819795,300000,500000,74.72,39.8
(주)아시아중공업,053937,,11.6,,1752115,,6008600,,4.34
(주)아시아지앤씨,046890,-0.81,0.72,-2737357,2359326,500000,500000,55.53,36.41
(주)아시안스타,018206,-1.66,-0.78,-2709615,-1188822,8220280,8220280,62.87,60.55
(주)아시켐코리아,050613,999999999,999999999,4258,451157,50000,50000,0,5.27
(주)아식스스포츠,051163,-1350.57,4.6,-1896201,7224394,5000000,9759910,11.34,41.77
(주)아신,016172,1.27,1.67,1141566,1705934,3000000,3000000,62.1,49.59
(주)아영에프비씨,049073,4.11,1.44,1159429,567428,1410000,1410000,51.54,40.07
(주)아올다,044071,0.9,1.16,353986,703574,700000,700000,138.64,156.44
(주)아우름디앤씨,052555,999999999,-1.06,-83483,-4606632,500000,500000,98.99,109.21
(주)아우토반오토모빌,053248,-5.25,-0.88,-163129,-697049,500000,500000,85.75,88.64
(주)아워홈,016174,20.35,15.13,47765698,51703174,11000000,11000000,15.8,18.76
(주)아이네임즈,051834,44.96,62.2,2071298,3007959,200000,200000,9.59,8.28
(주)아이넷방송,048316,1.03,12.27,122657,1327618,3000000,1000000,38.61,45.96
(주)아이넷뱅크,041007,1.29,3.22,1480761,4343886,3700000,3700000,62.1,61.14
(주)아이넷스쿨,039911,212.69,13.24,3122430,2042488,500000,714280,1.65,44.01
(주)아이두잇,057049,,-5.87,,-1076706,,2230178,,24.37
(주)아이디룩,016178,999999999,999999999,1341125,1572957,980000,980000,0,0
(주)아이디에스,049134,4.17,4.7,757128,1334905,600000,600000,32.01,35.56
(주)아이디에스앤트러스트,012518,93.44,20.8,874775,447156,857835,857835,11.35,0
(주)아이디에이치,054144,,-4.49,,-13653203,,10330161,,48.02
(주)아이디콤,042526,-5.02,,-3182488,,3770000,,227.28,
(주)아이디테크,012077,2.99,2.78,2042334,2121446,2368525,2368525,54.91,57.1
(주)아이디헬스케어그룹,053755,0.35,-0.16,27854,-92346,1000000,1000000,94.73,102.17
(주)아이러브시네마,042924,-1.27,-0.48,-423620,-229125,600000,600000,38.19,50.47
(주)아이레보,051146,-2.22,-3.15,-1088989,-1161903,5587833,5587833,19.77,29.58
(주)아이리버,040706,-8.22,999999999,-350452,-1496886,3714285,3714285,0,15.47
(주)아이리스아이디,048017,-2.81,999999999,-951888,-279377,1000000,1000000,66.24,85.13
(주)아이리스이십일,011331,13.69,2.25,455620,983892,5636668,5636668,3.3,40.96
(주)아이리스코리아,040407,8.49,9.33,539029,588968,2000000,2000000,31.63,32.4
(주)아이마켓코리아,016182,8608.21,1794.81,20203463,21724355,13666670,13666670,0,0
(주)아이미래개발,049762,-0.23,-0.07,-661875,-191473,350000,350000,127.19,127.5
(주)아이블리스,050718,-13.08,-23.13,-390420,-659650,440000,1500000,100.7,70.54
(주)아이비관광호텔,053285,999999999,999999999,-285131,-233684,800000,800000,60.59,63.68
(주)아이비김영,053232,999999999,2.39,2017861,2824147,3000000,3000000,2.99,52.83
(주)아이비네트워크,021013,309.64,-1.67,289821,-118545,1238500,1238500,0,23.23
(주)아이비하우징,039870,1.89,-3.68,334187,-635649,1000000,1000000,23.16,26.77
(주)아이사랑,051990,3.84,0.47,604119,122451,300000,300000,51.84,60.4
(주)아이사운드,047809,56.11,16.28,2904620,1511973,400000,400000,11.49,9.99
(주)아이세이브존,042964,-1.34,0.75,-1511222,811286,4560000,4560000,67.77,75.56
(주)아이센스,043562,15.31,2.21,3904680,1671982,1851084,1873284,31.46,51.46
(주)아이셀론,046329,-7.19,-2.97,-2791462,-2126142,1978564,2556508,56.07,50.29
(주)아이스크림미디어,051852,50.98,999999999,185625,142758,3299920,6000000,0,0
(주)아이스텀앤어소시에이트,053171,-0.57,-0.08,-279802,-100002,100000,100000,109.04,180.96
(주)아이스텍,030547,,999999999,,-133640,,1085000,,90.91
(주)아이시피,051980,1.11,1.01,366620,402673,700000,700000,68.33,64.85
(주)아이씨엠씨,040669,5.71,2.45,1466975,891909,1000000,1000000,19.11,33.18
(주)아이씨코리아,011994,3.27,1.91,2097514,1372635,4837195,4937798,48.6,47.63
(주)아이앤씨테크놀로지,016194,-1.43,10.81,-1022954,9361806,4654492,4711492,51.31,40.16
(주)아이앤에스,043139,1.81,1.42,985644,961223,2500000,2500000,20.66,58.01
(주)아이앤티디씨,048368,-0.51,-0.35,-8107522,-7684843,1050000,1050000,120.46,126.17
(주)아이야이앤씨,046471,1.77,1.59,1127632,1101104,2257500,2257500,57.12,60.33
(주)아이에스시테크놀러지,045139,,,,,,,,
(주)아이에스씨,048990,-2.53,,-986298,,1500000,,86.55,
(주)아이에스에이상사,030401,122.16,87.05,4208281,3484990,70000,70000,0,9.11
(주)아이에스이네트워크,028539,2.01,1.52,2454521,2087607,100000,100000,25.31,28.99
(주)아이에스이커머스,039079,,,,,,,,
(주)아이에스테크,013353,4.89,3,895734,968004,5000000,5000000,4.2,19.41
(주)아이에스티에스에스케이,047876,0.31,-16.43,38133,-4538177,600000,1320000,26.36,56.8
(주)아이에프디앤드엠,039311,-2.11,3.32,-159485,115357,50000,50000,46.02,91.22
(주)아이에프씨앤드에이,045402,-21.39,-27.09,-634054,-361835,500000,500000,80.83,78.35
(주)아이에프이지개발,053542,-100.06,1.48,-840026,3700485,300000,300000,91.7,97.76
(주)아이엘디,048243,-0.88,-0.34,-2661613,-3818369,300000,300000,108.37,133.16
(주)아이엠,048370,82.19,,2812037,,4000000,,0,
(주)아이엠디,047989,10,3.76,2589299,1228249,315000,315000,11.57,18.79
(주)아이엠아이,047139,999999999,999999999,5438119,3937393,50000,50000,0,0
(주)아이엠종합건설,043372,-3.1,,-733498,,800000,,50.27,
(주)아이엠케이산업,053544,999999999,999999999,-413839,-1195575,300000,300000,101.65,103.19
(주)아이엠티,030235,1.8,-1.51,670585,-571974,1000000,1000000,34.12,26.72
(주)아이오셀,044763,9.51,,5720128,,1799533,,37.69,
(주)아이온시티,039374,-0.21,-0.28,-2824646,-3744519,100000,100000,20.59,57.73
(주)아이온커뮤니케이션즈,053485,4.52,-223.09,50368,-315445,1404107,1404107,0,0
(주)아이월드제약,057068,,1.07,,333548,,2000000,,60.49
(주)아이유에스엔비,057012,,0.6,,223558,,1173200,,70.88
(주)아이유엠,046514,0.02,,75279,,300000,,103.9,
(주)아이유엠코퍼레이션,050139,-0.05,,-300213,,300000,,122.75,
(주)아이젠,051756,4.43,2.29,797757,596353,2010000,2010000,43.78,52.59
(주)아이존,045055,17.02,6.22,9449517,7255203,3000000,3000000,30.7,35.17
(주)아이캔,044796,1.41,,298792,,1290000,,48.51,
(주)아이컴포넌트,029416,3.83,,3038020,,2155258,,39.56,
(주)아이케이케이통상,046794,999999999,,-520994,,100000,,0,
(주)아이코닉레드,040201,0.07,,432394,,500000,,80.19,
(주)아이코닉스,056516,,255.64,,5628932,,1000000,,8.82
(주)아이콘랩,046903,-15.01,-7.39,-633917,-333546,2790150,2790150,17.62,22.68
(주)아이콘트롤스,018215,5.64,9.39,5155940,7847910,2789865,2789865,10.23,14.03
(주)아이테스트,039289,1.93,2.29,7016794,16350016,3498480,3498480,53,76.69
(주)아이템베이,040670,271.55,84.74,5073102,5449888,500000,500000,10.71,11.08
(주)아이티씨,051338,25.05,15.88,1892892,2045120,490000,490000,33.4,23.73
(주)아이티에스,043790,17569.41,999999999,4322076,313758,2000000,2000000,0,0
(주)아이티에프,021031,8.59,-17.96,194865,-216858,1295430,1295430,1.3,0.61
(주)아이티엑스시큐리티,049606,9.24,8.69,4175465,5587937,1310020,2620040,41.23,33.64
(주)아이티엠반도체,045069,0.62,6.54,470371,6830743,2940000,2940000,44.8,54.01
(주)아이티엠코퍼레이션건축사사무소,050203,21.49,16.84,4673600,3131913,1000000,1000000,9.36,8.84
(주)아이티웰,016213,1.44,1.43,747303,924121,3020350,3020350,38.77,48.48
(주)아이패밀리에스씨,051488,-77.52,999999999,-109308,1064446,1438200,1438200,0,0
(주)아이팩,016214,0.8,1.34,1534916,2886613,2250000,2250000,38.01,38.8
(주)아이팩,049753,14.71,34.84,1617547,3618016,1000000,1000000,14.02,9.76
(주)아이플랜파트너스,049975,-0.27,-0.55,-844664,-1951493,300000,500000,108.03,108.57
(주)아이플러스테크놀로지,046304,7.27,-5.27,241664,-786892,500000,500000,18.35,48.5
(주)아이피씨,039230,3.8,0.75,406304,145330,500000,500000,21.38,30.3
(주)아이피어리스,045394,7.56,14.52,924522,1629269,6100000,8100000,9.69,7.06
(주)아이피케이,013863,270484.68,440893.45,30023800,41003091,666500,666500,0,0
(주)아이필랜드,047315,-0.16,-0.11,-246459,-132076,300000,300000,160.45,176.75
(주)아이필름코퍼레이션,042925,-24.06,,-3024025,,400000,,34.31,
(주)아인디엔씨,045434,1.5,3.02,2016261,3286388,60000,60000,85.74,11
(주)아인스인터내셔날,039786,3.05,5.1,1348107,4012651,2405000,2405000,27.9,36.97
(주)아인스종합건설,043771,-0.61,-1.02,-276518,-457427,1200000,1200000,58.82,48.44
(주)아인헤드플러스,056998,,-0.84,,-164838,,200000,,93.33
(주)아정종합건설,046006,-3.52,,-1186067,,1200000,,7.85,
(주)아주종합건설,046123,0.98,2.69,156095,471864,2300000,2300000,83.41,70.41
(주)아주퍼시픽,050426,-0.18,-0.25,-259032,-440576,50000,50000,111.45,131
(주)아주피앤디,048730,2.85,-2.01,4195179,-2302511,50000,50000,49.51,64.41
(주)아주하이텍,016222,241.05,999999999,6414661,273059,2985000,2985000,0,0
(주)아진발전,056949,,-2.33,,-297336,,1400000,,92.87
(주)아진엑스텍,029203,1.05,1.26,456117,607992,2100000,2100000,41.52,39.89
(주)아진피앤피,016229,0.76,2.52,2582590,8845914,8267115,8267115,73.55,74.95
(주)아천글로벌코퍼레이션,056415,,-16.43,,-472192,,51000,,15.82
(주)아치바코리아,053842,2.17,4.67,916334,2356118,600000,600000,49.27,48.41
(주)아침정보기술,043736,-0.99,1.81,-488379,1092417,1275000,1275000,70.96,68.15
(주)아카데미과학,016230,3.52,-3.63,479122,-656129,2280000,2280000,21.43,12.94
(주)아카데미상사,052763,8.01,999999999,63721,-500313,1649600,1649600,10.48,5.01
(주)아케마,026402,11.89,6.11,3479557,2407364,14702000,14702000,8.34,24.53
(주)아쿠아랜드,047202,63.39,-2.46,90906,-161335,2500000,2500000,70.17,75.01
(주)아크로텔레콤,046586,1.82,-0.97,763946,-449227,1365500,1365500,44.74,50.95
(주)아크파이널,056931,,999999999,,-227022,,300000,,43.35
(주)아키너스건축사사무소,049445,-0.6,,-944125,,300000,,110.57,
(주)아톤,047545,0.8,-17.24,27816,-866985,1300000,1300000,15.58,27.21
(주)아트닉스,011473,,4.69,,3449625,,1495810,,57.13
(주)아트라젠,047401,9.23,2.63,1733819,1659072,200000,200000,16.1,14.71
(주)아트랑,042469,-2.58,0.82,-994877,476953,500000,500000,69.34,70.52
(주)아트밸리,056506,,-1.29,,-191776,,2300000,,3.48
(주)아트서비스,038762,5.25,-3.05,1856662,-1374318,6748000,6748000,23.95,26.88
(주)아트테크,053418,1.17,0.72,1662541,671366,500000,500000,69.1,62.23
(주)아트파크,049172,-2.61,-1.47,-927709,-505162,1500000,1500000,95.02,99.74
(주)아폴로산업,016240,-1.43,2.24,-414821,726715,2600000,2600000,38.82,43.37
(주)아폴론,052041,,-0.28,,-88002,,3000000,,79.96
(주)아프로텍,016241,1.6,2.71,1059402,2304147,1990000,1990000,52.4,58.54
(주)아하,050796,8.94,6.43,304793,1017718,950000,957434,26.6,57.39
(주)안국에너지,018223,5.59,5.3,1600407,3029986,1070000,1070000,27.72,30.72
(주)안나이엔지,056642,,1.84,,876043,,1900000,,76.16
(주)안다미로,016248,-31.39,-128.2,-2695042,-3932232,2070900,2070900,4.36,0
(주)안동대마방직,056270,,-1.27,,-406896,,2925000,,61.14
(주)안동터미널,047826,3.21,10.72,203436,217643,50000,50000,20.35,36.49
(주)안성일죽개발,052757,-0.3,-0.16,-92739,-82887,300000,441175,94.92,51.22
(주)안스코퍼레이션,056507,,401.2,,224269,,2500000,,0
(주)안양신진자동차운전전문학원,046392,999999999,999999999,-151427,-111019,50000,50000,90.84,90.97
(주)안츠디앤씨,048010,-1.27,,-2073577,,100000,,91.69,
(주)안트로젠,050782,,999999999,,495965,,2650460,,0
(주)알디텍,057390,,643.73,,8046038,,1225000,,0
(주)알라딘커뮤니케이션,048296,52.9,999999999,4145599,3873999,1150000,1150000,0,0
(주)알란텀,056224,,999999999,,-4024411,,31500000,,0
(주)알루원,025233,0.6,-0.4,520120,-415529,2000000,2000000,45.55,60.68
(주)알루이엔씨,045769,12.4,8.23,2372633,2196888,1000000,1000000,13.65,26.19
(주)알루텍,045257,-0.16,0.72,-60963,591934,1034000,9534000,55.25,48.06
(주)알마레이저스아시아,056378,,2.56,,407082,,200000,,30.57
(주)알비디케이,051270,-1.41,-1.45,-1034875,-2694192,50000,600000,114.21,87.78
(주)알씨코리아,045685,-1.98,-5.04,-1265562,-4565939,5000000,10500000,48.67,43.76
(주)알아이에스,057397,,0.95,,306530,,500000,,51.17
(주)알앤비죤,041957,0.76,,320400,,300000,,51.79,
(주)알앤텍,029110,999999999,999999999,1131723,541160,3600000,3600000,0.23,0
(주)알에스씨에이건축사사무소,041769,999999999,999999999,54235,299917,200000,200000,0,0
(주)알에프링크,051886,-4.92,-0.25,-1869653,-82285,925005,1078005,93.83,43.89
(주)알에프세미,043385,,,,,,,,
(주)알엔지,047244,4.6,5.5,1614529,2163107,1000000,1000000,43.61,27.46
(주)알엠디퀵폼코리아,016264,-9.03,-4.52,-2631307,-1204142,21050000,21050000,22.31,5.56
(주)알엠씨,043414,6.56,6.9,2520998,3872229,1582500,1582500,28.86,29.1
(주)알와이엔코리아,052388,205.09,89.62,2663855,4569284,700000,1400000,0,0
(주)알이캠프,054485,-3.07,-0.88,-1295131,-790212,50000,500000,112.95,123.82
