구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
(주)씨씨엘커뮤니케이션,029072,999999999,999999999,-39613,-4926,100000,1000000,0,0
(주)씨아이정보기술,011496,6.33,7.44,189909,1093511,747500,747500,25.59,31.47
(주)씨앤드에스마이크로웨이브,020572,6.6,7.52,382315,797580,3950000,3950000,3.93,7.32
(주)씨앤라인,014025,3.39,1.46,15587437,6087782,9937570,9937570,8.03,10.57
(주)씨앤앰경기케이블티브이,019986,-9.4,-1.89,-4207141,-3169367,10000000,10000000,71.72,95.6
(주)씨앤앰마포케이블티브이,019993,-0.88,,-236287,,6000000,,10.27,
(주)씨앤앰울산케이블티브이,019995,999999999,9.7,-441966,524465,8000000,8000000,0,16.38
(주)씨앤에스텔레콤,017415,,-3.54,,-2337752,,775000,,87.05
(주)씨어테크,016108,,-0.77,,-27769,,5250000,,11.79
(주)씨엔드에치,016111,9.47,0.24,1206266,92960,2743490,2743490,2.01,16.14
(주)씨엔디,012079,,-7.08,,-2997014,,2836560,,103.63
(주)씨엔지테크놀러지,016112,,-3.97,,-1553908,,1240000,,44.27
(주)씨엠기업,016113,-0.34,,-6524268,,15000000,,1086.95,
(주)씨엠비한강케이블티비,010778,12.84,5.28,1042651,1940108,8850000,8850000,3.38,26.79
(주)씨엠파트너,016115,2,1.7,917224,1133384,1581650,1581650,53.13,41.19
(주)씨원테크놀로지,019090,,-1.56,,-434084,,2300000,,28.77
(주)씨유전자,012646,,50.31,,3408167,,1680000,,18.63
(주)씨제이헬로비전대구동구방송,030469,,0.43,,13475,,5000000,,0.31
(주)씨제이헬로비전드림씨티방송,010865,0.5,1.01,414787,4030530,12500000,12500000,62.02,60.93
(주)씨제이헬로비전아라방송,019996,-23.85,-11.95,-1209703,-280029,10000000,10000000,2.68,0
(주)씨제이헬로비전영남방송,019991,,3,,1201349,,9000000,,37.33
(주)씨제이헬로비전영동방송,019994,-0.51,1.84,-169795,373849,16915000,16915000,9.74,8.34
(주)씨제이헬로비전충남방송,027374,999999999,-13.63,-750560,-342841,8000000,8000000,0,11.33
(주)씨케이엔터프라이즈,023961,999999999,999999999,-61004,-111535,250000,250000,85.46,69.93
(주)씨큐어넷,016126,-11.97,0.24,-83740,30816,10000000,10500000,0,22.28
(주)씨텍,022606,,0.82,,253748,,1700000,,41.49
(주)씨트리,020994,-123.03,-24.08,-1689737,-1886342,3525000,3525000,0.18,16.29
(주)씨티앤티,012440,,402.22,,814495,,3320000,,0
(주)씨티엘테크,012612,,31.04,,6540467,,1412500,,19.14
(주)씨플랜트,011254,5.82,-36.28,13105,-405490,540260,1080520,6.29,52.11
(주)아델D&C,028381,,7.22,,1799512,,1400000,,8.67
(주)아라리오,018197,-0.39,0.95,-753382,2277235,3250000,3250000,5.85,21.86
(주)아람산업개발,018198,,-0.63,,-318362,,1725000,,68.74
(주)아레스넷,028392,-13.39,4.27,-92066,42449,300000,500000,45.82,21.61
(주)아리수인터넷,011024,-94.01,-99.72,-2967900,-1995470,3780000,3780000,49.84,107.1
(주)아메스,012433,7.82,4.19,4994938,3964992,2750000,2750000,42.45,42
(주)아모스인터내셔널,025156,9.41,13.74,3098375,5454876,1080000,1080000,40.03,25.6
(주)아모스프로페셔널,016140,833.01,999999999,1613547,2780726,3500000,3500000,0,0
(주)아모텍,018199,1.53,4.41,1307597,4151902,3511500,3873510,34.42,33.39
(주)아미텔,016142,105.75,-10.94,1306007,-2933697,3425000,3475000,2.88,24.72
(주)아미텔레콤,011129,-3368.63,-3.53,-538980,-66941,1324500,1324500,17.17,25.96
(주)아미티에,011961,,-0.81,,-131832,,1555113,,56.8
(주)아바타엔터프라이즈,018363,,-2.64,,-4591888,,1100000,,29.57
(주)아방,023459,2.63,2.74,926266,1091651,700000,1200000,43.52,42.93
(주)아비브정보통신,011210,,-9.71,,-1453174,,4725000,,35.9
(주)아산성우하이텍,018061,1.87,1.04,2058855,1519657,3250000,5000000,47.03,51.22
(주)아성,016151,0.32,-0.32,718033,-728027,1400000,1400000,69.61,96.62
(주)아세아에이텍,016158,,-1.37,,-2841431,,4080000,,81.24
(주)아세아유니온,016159,0.08,1.02,47017,531107,1500000,1500000,38.17,36.49
(주)아세아이엔티,012670,,10.23,,649752,,1650000,,1.32
(주)아시아,016162,,3.89,,1121956,,2100000,,37.79
(주)아시아디벨로퍼,016167,,999999999,,-1422888,,300000,,86.96
(주)아시안스타,018206,-0.63,-2.64,-389657,-434722,8722500,8722500,12.48,3.9
(주)아신,016172,,1.5,,943712,,2100000,,54.9
(주)아싸,016173,-33.79,-9.85,-1380575,-459694,2000000,2000000,1.77,8.95
(주)아워홈,016174,,1106.62,,16300457,,11000000,,0
(주)아이넥스테크놀로지,028828,,-0.53,,-3912789,,41261580,,27.26
(주)아이디룩,016178,947.22,1130.34,11452838,10977880,980000,980000,0.4,0.3
(주)아이디스,016179,,4.61,,1349919,,1000000,,46.25
(주)아이디테크,012077,,-0.24,,-119332,,2368525,,49.11
(주)아이리스이십일,011331,-524.71,-187.12,-1129703,-692705,1500000,1500000,1.91,46.72
(주)아이마켓코리아,016182,999999999,-225.1,-313494,-937978,12550000,13000000,0,0
(주)아이비샛,012643,,999999999,,-4023516,,7500000,,0
(주)아이비알,021015,,-184.56,,-9317673,,5978330,,0
(주)아이비젠,021016,,13.72,,174133,,4240000,,11.54
(주)아이소프트,011235,,-0.89,,-174367,,2040660,,16.8
(주)아이스타네트워크,020174,,-40.59,,-2941454,,5500000,,17.53
(주)아이쎈,021019,,-8.51,,-11234453,,3800000,,33.37
(주)아이씨티로,016189,,-191.94,,-2324625,,8500000,,0
(주)아이앤씨테크놀로지,016194,,-3.52,,-1298019,,3698800,,39.83
(주)아이에스이네트워크,028539,,13.15,,1229145,,100000,,7.19
(주)아이에스이정보통신,011696,3.12,2.36,808671,929085,1000000,1000000,48.88,53.53
(주)아이에스테크,013353,,1.72,,339006,,1200000,,37.3
(주)아이에스피,016196,,-6.88,,-2056598,,1790890,,31.54
(주)아이엠비씨,017133,,999999999,,-1162579,,10000000,,0
(주)아이엠스테이션,021025,-62.66,,-3012790,,7739500,,3.17,
(주)아이엠엠어드바이저리,028469,,-0.81,,-474315,,1320000,,84.08
(주)아이커뮤넷,011143,4.87,,305284,,929264,,37.48,
(주)아이케이팝,016203,,44.1,,2161152,,100000,,4.19
(주)아이콘트롤스,018215,99.34,64.16,3264090,2289080,2925000,2925000,0,0
(주)아이클러스터,016207,,-15.07,,-1030687,,12900000,,7.28
(주)아이테크,012616,4.54,-3.87,1369658,-1349972,1191000,1191000,42.74,54.51
(주)아이티엠,016212,,1.81,,170336,,5350000,,14.55
(주)아이티웰,016213,,2.89,,610939,,3020350,,24.03
(주)아이티켓,010997,,-301.7,,-422987,,1478551,,10.49
(주)아이팩,016214,1.62,3.08,5502358,5335667,2500000,2500000,30.01,27.42
(주)아이팩토리,015642,,20.49,,1599133,,1300000,,25.19
(주)아이피에스,010875,8.07,-5.42,5550547,-3068114,5000000,5000000,11.63,45.15
(주)아이피케이,013863,18.41,38.26,15880305,23571623,2866500,2866500,13.55,5.66
(주)아진비젼,011641,-1.22,1.43,-129554,207551,1072500,1072500,49.27,48.2
(주)아진테크라인,012477,,1.9,,351642,,1605000,,33.19
(주)아진피앤피,016229,1.92,1.25,3363940,1825250,3200000,3200000,45.97,42.53
(주)아카데미과학,016230,7.83,3.9,1284542,821606,1880000,2280000,31.42,37.03
(주)아케마,026402,1.16,-0.01,912866,-8534,14702000,14702000,27.15,37.19
(주)아트닉스,011473,-8.79,,-505041,,995810,,21.47,
(주)아트코아시아트레이딩코리아,016236,999999999,999999999,1453958,284647,100000,100000,0,0
(주)아트피아,021039,28.11,22.63,2817235,1465207,5000000,5000000,0,0
(주)아펙엔지니어링,016239,,0.95,,242123,,850000,,48.76
(주)아폴로산업,016240,,0.66,,158798,,1600000,,49.58
(주)아프로텍,016241,,-1.37,,-452529,,1990000,,56.37
(주)안국에너지,018223,5.3,4.5,1334457,1792425,1070000,1070000,6.6,17.7
(주)안다미로,016248,403.82,-5.19,27306031,-2036193,1915900,2070900,0.27,14.93
(주)알루원,025233,1.47,1.99,875713,1294718,1500000,2000000,49.29,43.47
(주)알에프텍,012013,3.56,6.94,975354,3353090,3050000,3050000,32.54,20.26
(주)알엠디퀵폼코리아,016264,2.39,1.47,1700667,1024761,1050000,1050000,43.32,39.64
(주)알케이에프앤,016321,,127.88,,1343424,,50000,,2.07
(주)알켄즈,016267,,-0.23,,-171117,,2825000,,66.31
(주)알토,016269,2.17,1.37,837352,524807,2930800,2930800,24.86,33.01
(주)알티즌,011697,,-3.4,,-1252581,,2479500,,60.38
(주)알티캐스트,016270,,-544.99,,-3859092,,4600000,,2.14
(주)알파어셈블리솔루션즈코리아,016271,999999999,814.03,5365248,3053445,2808000,2808000,0.1,14.88
(주)알피스페이스,027316,,96.22,,1258292,,2870000,,0
(주)애경피앤씨,016276,4.73,7.71,4671400,4673098,5400000,5400000,20.68,15.54
(주)앤써러,011545,-35.52,,-776182,,3979500,,13.73,
(주)앳폰텔레콤,016290,,-124.19,,-6101394,,3559005,,19.76
(주)양산아이시디,016296,-24.53,-11.97,-1949347,-1088822,9800000,9800000,33.98,33.22
(주)어나더필,010467,-0.07,-1.88,-202615,-3389425,7000000,7000000,41.05,43.93
(주)어드벤스,012393,,-54.96,,-2693931,,2188180,,37.55
(주)에너윈,012678,,5.52,,3991970,,3000000,,38.63
(주)에너지솔루션즈,016306,,3.53,,1194287,,1350000,,38.46
(주)에너지솔루션즈,020988,,34.3,,745928,,1150000,,3.11
(주)에넥스하이테크,016307,1.26,1.3,1607019,1327535,3500000,3500000,50.99,47.03
(주)에듀캠프,016312,,-197.95,,-5116350,,500000,,28.38
(주)에뛰드,016314,10286.86,999999999,2736306,4285134,1455000,1455000,0,0
(주)에렉스,014280,4.16,3.67,860448,1260405,2000000,2000000,23.36,25.32
(주)에버그린패키징코리아,018719,43.49,104.8,11106628,9667175,4000000,4000000,3.18,2.32
(주)에버다임,020212,15.78,13.23,910210,1102577,2000000,2000000,5.4,0.66
(주)에스더블유글로벌,015650,2.3,1.54,1277625,498316,2000000,2100000,38.74,46.16
(주)에스더블유피신우전자,018237,4.71,5.59,758541,1551769,2752300,2752300,18.92,28.46
(주)에스비에스골프,016326,,2.08,,737096,,15000000,,60.33
(주)에스비에스아트텍,016327,290.57,129102.53,2203094,2194743,1200000,1200000,0,0
(주)에스비에스콘텐츠허브,011591,,2.15,,1975426,,3641650,,52.91
(주)에스비에스프로덕션,025275,999999999,999999999,1645496,1780605,5000000,5000000,0,0
(주)에스씨옵티콤,010339,,-0.3,,-1087553,,1750000,,377.68
(주)에스아이테코,010712,2.61,1.16,1326753,679108,3629230,4269230,26.95,24.79
(주)에스아이플렉스,016332,6.9,10.58,5118848,7113928,5898475,5898475,28.52,22.13
(주)에스알이코퍼레이션,011879,12.26,-1.59,2406849,-1593192,3279480,3279480,20.87,47.7
(주)에스앤더블류,015970,,,,,,,,
(주)에스앤드반도체,016334,,0.77,,215652,,975000,,35.89
(주)에스에이텍,012195,,-37.31,,-1732701,,3000000,,39.33
(주)에스에이티,028266,,48.16,,1139029,,1065000,,1.76
(주)에스엔케이인터내쇼날,016338,303.42,3058.99,8489157,14071363,600000,600000,0,0
(주)에스엘에스,018241,,999999999,,4052503,,3000000,,7.33
(주)에스엠씨,016340,,-2.13,,-724988,,2191995,,45.79
(주)에스와이에스리테일,015370,,2.65,,10862644,,30844000,,17.6
(주)에스이,011123,,6.96,,1276831,,2069627,,12.54
(주)에스제이케이,016463,,-2.7,,-343894,,2937500,,15.15
(주)에스제이하이테크,012071,-6.33,-14.83,-143438,-293299,850000,1275000,20.13,51.62
(주)에스칩스,010958,-6.05,1.71,-437251,178588,2609660,2609660,4.55,26.34
(주)에스켐텍,018172,-4.08,-4.57,-1390227,-1694954,2500000,2500000,81.76,85.56
(주)에스코알티에스,025286,-465.47,-1471.72,-201548,-588686,3400000,3400000,0.09,0.12
(주)에스텍시스템,016355,,999999999,,1843682,,1000000,,0
(주)에스폴리텍,012527,13.49,13.9,754429,2312791,1967329,1967329,13.58,39.81
(주)에스피아,021075,,-4688.95,,-1444198,,5000000,,0
(주)에스피엠,016358,,-0.43,,-182941,,500000,,52.57
(주)에스피인터네셔널,015011,,-10.01,,-513934,,370000,,9.25
(주)에스피지,010726,6.71,5.84,5506442,4294367,1800000,1950000,19.21,18.95
(주)에스피지산업,016359,,4.33,,529844,,200000,,3.25
(주)에쓰브이씨,015942,,2.29,,1181201,,550000,,23.93
(주)에어웨이엑스프레스,025294,20.59,4.59,1209201,267515,700000,700000,20.34,0.33
(주)에어코드,016362,,-40.56,,-4148609,,5000000,,24.01
(주)에어트랙의과학연구원,011523,-39.73,,-1301651,,900000,,150.85,
(주)에이.텍,029285,,0.73,,35064,,180000,,49.49
(주)에이다인포텍,011156,-1.43,1.53,-19924,48915,1031400,1031400,4.18,7.2
(주)에이디티,011944,,-5,,-1331189,,3950000,,20.82
(주)에이비엘,016367,,999999999,,-657673,,1425000,,0
(주)에이스디지텍,010728,19.45,7.24,11112815,7479230,6000000,6000000,31.24,28.13
(주)에이스월드교역,016370,,-3.53,,-470572,,3000920,,55.02
(주)에이씨씨엔터테인먼트,012743,,4.72,,160018,,500000,,52.67
(주)에이씨엔테크,016379,1.87,,310320,,2984940,,33.23,
(주)에이아이넷,011642,,-30.76,,-5256645,,1818050,,42.49
(주)에이아이테크,016381,1.33,,866534,,2173460,,29.93,
(주)에이에스에이,026413,1.73,1.65,3412919,4128171,15000000,15000000,49.05,48.96
(주)에이에프티,018671,10.77,8.43,1859580,1247709,3900000,3900000,25.52,24.25
(주)에이엠티,011917,1.59,0.88,608817,337751,2500000,2500000,40.47,41.67
(주)에이치디,020308,0.91,1.48,457268,684450,400000,1000000,57.87,53.9
(주)에이치비건설,020122,,3.75,,2824515,,1800000,,27.21
(주)에이치씨아이,012674,53.26,,865200,,800000,,32.07,
(주)에이치에이코리아,010541,2.09,1.2,2511899,1381238,1500000,1500000,73.14,76.22
(주)에이치엔티,016393,,-1.57,,-734479,,500000,,64.15
(주)에이치제이씨,018860,197.5,392.16,11794208,21572537,5100000,5100000,1.62,0
(주)에이치케이씨,020019,,1.19,,389968,,2000000,,12.3
(주)에이치팜,018251,2.7,2.31,1912568,1759183,3000000,3000000,30.22,38
(주)에이텍,018253,,-9.11,,-2196709,,800000,,36.44
(주)에이티넘파트너스,017375,,1.62,,1180701,,500000,,20.99
(주)에이피,016401,0.58,0.35,2702731,1220583,6000000,6000000,89.23,75.36
(주)에이피엠쇼핑몰,028246,,0.33,,734316,,100000,,31.72
(주)에지텍,016402,-1.69,,-585425,,2825000,,43.66,
(주)에치엔에치글로벌리소스,011823,6.56,2.57,1894356,1515817,2500000,2600000,37.93,43.12
(주)에치티에치,011595,,-14.97,,-5469263,,12185110,,27.37
(주)에코비트엔지니어링,019942,9.69,0.66,1848766,62522,2500000,2500000,4.58,0.44
(주)에코원,020610,,42.95,,5628786,,50000,,8.07
(주)에코코리아,012543,999999999,-94.61,-94513,-434372,200000,605150,0,8.64
(주)에코프렌드,018824,3.23,3.06,2454863,1502161,2400000,2400000,37.75,13.83
(주)에프샵,016330,,-0.85,,-6314367,,6792570,,452.3
(주)에프아이티아시아,016407,-50.18,,-4738726,,3786300,,2.28,
(주)에프알제이,012665,,7.52,,1489979,,2280000,,22.14
(주)에프앤가이드,012369,,999999999,,-1702964,,6500000,,0
(주)에피밸리,018057,1.08,0.77,483470,794963,1900000,1950000,55.57,62.02
(주)엔도어즈,012217,999999999,-20.42,-9987472,-4161785,7466550,7466550,0,66.56
(주)엔디에스,016420,14.03,-45.19,1238079,-3425296,6300000,6300000,0.41,13.23
(주)엔디에스개발,016849,999999999,26.09,-21709,1322516,500000,500000,36.93,9.54
(주)엔바이로피아,021095,999999999,,-25293,,100000,,5.7,
(주)엔비즈테크놀러지,011562,,-6.55,,-3700046,,2100000,,67.27
(주)엔셰이퍼,016422,,-670.33,,-1256198,,9250000,,0
(주)엔씨비네트웍스,010933,,1.52,,551722,,4050000,,50.82
(주)엔에스시스템,011369,-238.03,-69.24,-54985,-571777,1229700,1229700,0,18.55
(주)엔에스에너지,026269,-0.18,0.72,-193434,841704,724500,724500,64.97,57.27
(주)엔엑스씨,017583,595.43,1180.28,16522504,14284882,1500000,2000000,0.45,0.04
(주)엔이오정보통신,016425,127.81,,123078,,83000,,1.95,
(주)엔케이,018257,0.5,5,576277,5217877,5000000,5000000,28.86,32.45
(주)엔터원알에스에스(구:(주)엠브이넷),025334,-1.77,0.26,-644770,73971,2495000,2495000,18.17,47.37
(주)엔티아이코리아,011968,,-2.62,,-903860,,1737315,,64.12
(주)엔피아시스템즈,011144,,-21.78,,-1397788,,2300000,,23.55
(주)엘리아테크,012460,,-8.21,,-1475525,,4165945,,63.7
(주)엘리온정보기술,011014,6.58,9.88,226347,275272,2093400,2300000,3.58,2.89
(주)엘림넷,021102,,-1.83,,-1067724,,10000000,,31.08
(주)엘비젼,015168,999999999,999999999,-1408598,-1552065,2488800,2488800,0,0
(주)엘시시,016438,,1.83,,670700,,1000000,,50.55
(주)엘앤피아너스,011838,-13.62,6.18,-162457,385761,1281215,1281215,7.69,30.64
(주)엘엑스엠엠에이,010018,6.07,7.48,18498340,20460901,24000000,24000000,26.89,0.83
(주)엘엑스판토스,014746,10.3,86.45,3017411,4356519,2000000,3000000,2.95,2.98
(주)엘지헬로비전,018233,999999999,24.74,504428,1893247,16197455,16197455,0,0.01
(주)엘케이,016453,8.79,58.65,653253,605278,1200000,1200000,7.35,6.1
(주)엠.피.씨,011889,8.07,3.49,2058964,512169,2600000,2600000,14.73,9.99
(주)엠비메탈,028836,,0.11,,1058753,,24000000,,151.42
(주)엠비씨경남,014519,999999999,999999999,3084315,1785358,990000,990000,0,0
(주)엠비씨미디어텍,016457,999999999,778.82,779642,1867604,2950000,2950000,0,0
(주)엠비씨씨앤아이,020589,999999999,999999999,2901368,507042,2000000,2000000,0,0
(주)엠비씨아트,026418,999999999,999999999,-128809,1039627,1500000,1500000,0,0
(주)엠비씨충북,019155,999999999,999999999,1275103,418600,700000,700000,0,0
(주)엠씨아이개발,016458,,0.92,,443759,,50000,,125.5
(주)엠씨앤,011383,-88.24,-21.37,-304443,-1019182,882000,882000,0.98,88.41
(주)엠알더블유테크노로지,016460,,-14.8,,-3416135,,1499960,,54.59
(주)엠알씨,025335,1.2,1.92,695514,703790,2000000,2000000,43.13,30.71
(주)엠에스디,028586,,7.55,,407102,,200000,,6.24
(주)엠에스에스글로벌,023550,-1.16,0.06,-1428530,62921,2500000,2500000,76.31,74.2
(주)엠에스에이,010853,2.45,3.05,2060079,1684293,3000000,3000000,32.23,18.92
(주)엠에스오토텍,025336,2.25,1.03,1230496,1286268,2570000,2570000,55.77,54.48
(주)엠에스유통,016461,,53.56,,969353,,100000,,2.93
(주)엠에스클럽,016462,,2.7,,764601,,2933515,,32.27
(주)엠엘티,011507,,1.36,,584746,,1200000,,75.99
(주)엠엠씨테크놀로지,016465,,-43.43,,-1616835,,4100000,,8.78
(주)엠지엘,011913,-7.65,,-1236909,,3940000,,48.49,
(주)엠케이에프엔씨,017846,-6.23,-5.02,-8092538,-2759998,1773000,1773000,69.14,31.24
(주)엠케이트렌드,018264,278.75,999999999,11169147,16601021,2000000,2000000,0.1,0.06
(주)엠티오,016602,5.82,8.1,1364140,1481943,600000,600000,3.52,5.71
(주)엠플러스테크놀러지,012015,,3.05,,495197,,998000,,46.75
(주)엠피에스,012671,,2.51,,455725,,2260000,,40.97
(주)연방건설산업,016477,30.03,2.76,785296,372269,3026000,3026000,4.85,8.29
(주)연우,018268,3.57,,979314,,1510000,,51.81,
(주)연이산업,016481,,-4.49,,-1567354,,2710000,,75.9
(주)연합뉴스,018269,-11.91,-364.51,-5792337,-7296670,1300000,1300000,11.36,11.86
(주)연호전자,016488,77.86,90.64,6759147,10344033,600000,600000,6.35,7.39
(주)연흥,016489,2.25,2.96,506416,540183,5000000,5000000,12.76,12.51
(주)연흥개발,016490,,999999999,,-131846,,10050000,,4.66
(주)열림기술,018275,-0.22,-3.2,-89846,-1671196,12180000,12180000,20.41,33.73
(주)영구문화아트,016497,999999999,-10.11,-1099001,-1257335,10000000,10000000,0,29.77
(주)영남약품,016502,,3.76,,378069,,510000,,22.17
(주)영남지오영,018555,990.42,19.16,1467804,2542383,400000,400000,0,11.21
(주)영도벨벳,018279,-0.05,-0.63,-78143,-1758963,5300000,50000,43.42,38.46
(주)영성,016524,22.01,-18.09,72204,-27244,100000,100000,0.18,0.13
(주)영신사,010772,3.34,2.11,1866630,1074275,2800000,2800000,37.09,29.57
(주)영우켐텍,011344,,4.9,,478959,,1483000,,16.66
(주)영웅약품,028620,,2.24,,227947,,460000,,30.64
(주)영은전자,028550,,1.91,,629216,,1250000,,32.69
(주)영진,010382,2.9,-2.24,995350,-795127,600000,600000,37.14,43.27
(주)영진공사,018289,2.53,2.61,3259185,3448893,28000000,28000000,22.53,20.83
(주)영진인프라콘,018290,0.44,0.62,202154,338573,2307760,2307760,22.8,30.68
(주)영진직물,018291,2.3,1.15,635344,517262,2200000,2200000,46.21,56.12
(주)영축실업,016575,,999999999,,-47179,,50000,,0
(주)예담,020609,1.68,1.21,1073647,712294,3000000,3000000,43.03,42.33
(주)예들,021132,,1.29,,705447,,700000,,58.59
(주)예신퍼슨스,016595,,15.73,,2199785,,100000,,8.42
(주)예인정보,011007,-17.57,-4.59,-529641,-136630,1202830,1262830,57.85,46.98
(주)오늘과내일,011554,,648.48,,242533,,2487215,,0
(주)오로라씨에스,014629,2.61,4.04,1633922,1734532,2800000,2800000,65.62,56.98
(주)오르시떼,016603,,999999999,,-545917,,500000,,52.18
(주)오리엔스,017292,-0.18,-0.92,-407216,-1697696,5311000,10597865,0,4.66
(주)오리엔트텔레콤,010847,,3.37,,1594552,,2800000,,66.74
(주)오리온시네마네트워크,012094,42.76,20.6,2724000,1055752,22400000,22400000,3.4,0
(주)오맥스,016274,,1.66,,292673,,200000,,35.53
(주)오미아코리아,018302,0.99,1.62,3752984,5186001,19500000,19500000,35.96,42.44
(주)오버넷,016609,,1.63,,1579549,,3754300,,35.72
(주)오브제,018306,20.17,29.77,5266681,6763792,1500000,2100000,11.51,9.22
(주)오비클,016611,,1.57,,731485,,1710520,,52.04
(주)오성기전,016614,45.02,59.16,5308019,6189016,1200000,1200000,5.1,4.36
(주)오성아이엔씨,016617,,0.42,,175961,,1020000,,57.18
(주)오씨아이다스,026423,13.43,91.09,1781278,2734534,1408150,1408150,4.35,3.77
(주)오영,016630,6.66,4.59,4676506,2852188,500000,500000,19.76,19.25
(주)오즈세컨,025480,55.78,189.66,5134370,7454569,500000,1000000,6.39,2.31
(주)오텍,029024,2.2,39.5,187113,2326430,500000,1010000,21.43,4.79
(주)오토복스글로벌,011694,0.32,,5225,,1373605,,20.42,
(주)오토산업,016637,,6.59,,1962864,,2000000,,27.71
(주)오토젠,018891,0.25,1.17,277407,1075422,3500000,3500000,54.61,59.5
(주)오펙메이드,018312,-1.87,1.17,-862461,386079,4290035,4290035,46.51,40.34
(주)옥산유통,016640,,315.06,,1947705,,1000000,,0
(주)옥서스,012172,,-33.44,,-435888,,474115,,41.39
(주)옥시,010064,0.49,1.09,3810803,6427959,10450000,10450000,57.19,56.96
(주)온누리에이치엔씨,016642,,39.81,,598671,,1811050,,3.19
(주)온라인카고,016643,13.1,13.76,1299389,1233692,500000,500000,8.6,2.43
(주)온미디어,016644,,-3.93,,-2631320,,34064500,,0
(주)온세텔레콤,010080,-5.82,0.43,-47047542,7147754,210000000,210000000,42.79,41.46
(주)온이스,010603,7.53,6.24,856645,873367,1000000,1000000,15.48,22.41
(주)올댓케어,011334,,-39.23,,-179791,,676555,,4.35
(주)올리브나인,012662,22.15,15.17,1070752,1588241,1883000,1980500,8.8,12.61
(주)올림피아스위트,019412,1.08,0.52,3817132,1725629,5600000,5600000,44.82,29.46
(주)올림픽콜로세움,026425,0.74,0.93,1083294,1008843,3000000,3000000,88.97,91.83
(주)올메디쿠스,012386,-20.47,-9.49,-789721,-918757,2745960,2745960,37.35,38.13
(주)옵토웨이퍼테크,011900,2.94,1,1893452,1842564,2415000,2415000,53.6,75.25
(주)옵티위즈,011141,-3100.32,4.06,-926996,29302,1666435,1666435,0,11.36
(주)와우리눅스,012377,,-61.14,,-508122,,1350872,,10.98
(주)와이디아이,016511,2.06,2.01,671646,698513,1586840,1586840,23.37,50.01
(주)와이비물산,016649,,1.52,,615872,,1250000,,64.66
(주)와이비엠개발,015879,-1.18,4.99,-108924,1120007,4000000,4081600,0,11.51
(주)와이비엠시사닷컴,011976,,999999999,,991739,,3400000,,0
(주)와이비엠에듀,016651,999999999,999999999,6714589,8465466,650000,650000,0,0
(주)와이엔텍,018265,3.23,4.73,2830812,2855183,5800000,4350000,32.52,28.33
(주)와이엘데이타시스템,011310,-1304.08,-1865.4,-286897,-380541,870770,870770,0,0
(주)와이엘씨,016517,,-5.23,,-357596,,540000,,15.84
(주)와이제이코퍼레이션,016663,999999999,999999999,-174808,55897,600000,600000,1.41,1.45
(주)와이즈넛,019274,,999999999,,-2232595,,10354400,,0
(주)용산,016667,3.4,4.46,2194385,4293087,400000,3739000,27.67,22.41
(주)용평리조트,016679,,-0.69,,-4165241,,190000000,,33.32
(주)용화미크론,010761,1.16,-1.4,632409,-850055,850000,850000,66.9,81.45
(주)우경물산,016682,,-4.08,,-1409317,,50000,,34.13
(주)우경테크,011463,0.48,-6,55933,-1673794,1200000,1200000,40.04,76.06
(주)우남건설,016684,2.06,48.94,203901,2366275,3775000,3775000,45.93,7.1
(주)우남건설,025551,10.93,97.75,7521009,12219221,26989480,26989480,38.42,21.41
(주)우리,016690,,5.86,,754496,,150000,,18.37
(주)우리교육,010846,,0.76,,8547,,200000,,1.67
(주)우미산업개발,018320,0.8,0.76,1586647,1483528,8000000,8000000,46.34,53.68
(주)우미종합건설,021165,,2539.8,,3047765,,4000000,,16.58
(주)우봉,025578,,-0.33,,-135285,,550210,,80.52
(주)우성아이앤씨,018323,-5.49,8.57,-1725326,2898799,1500000,1500000,22.4,19.34
(주)우성양행,025594,33.98,18.68,1797327,904376,200000,200000,7.52,5.31
(주)우성엠피아이,016724,,-2.39,,-665180,,1500000,,43.12
(주)우성염직,016729,0.8,5.29,255372,1313165,1550000,1550000,22.8,21.88
(주)우성주택건설,018325,14.3,-1.06,998438,-89280,820000,820000,13.02,19.95
(주)우성지앤티,026427,0.56,1.39,703021,1543396,4200000,4200000,56.49,31.7
(주)우신이엠시,016746,,1.38,,410420,,1500000,,52.03
(주)우신정보기술,011304,1.81,1.76,40564,89914,1990000,1990000,7.1,32.62
(주)우신피그먼트,016745,10.68,,1743072,,300000,,28.73,
(주)우원건설,016755,5.87,2.76,770766,737093,1500000,1800000,20.87,24.53
(주)우원인프라,012668,,278.36,,3596953,,2100000,,0
(주)우정,025641,-0.77,4.51,-218636,888702,100000,100000,25.77,1
(주)우주앤터프라이즈,016770,,-1.77,,-1231904,,3100000,,68.8
(주)우진,018342,2.63,3.24,1976896,2074422,900000,900000,26.64,25.77
(주)우진물산,016778,1.2,-1.56,610741,-840244,4000000,4000000,23.51,35.2
(주)우진아이엔에스,016781,3.17,1.69,805692,288611,2800000,3050000,10.67,1.47
(주)우행티엠에스,025687,,999999999,,232902,,300000,,0
(주)웅남,016802,6.06,-3.22,158820,-74288,2000000,2000000,3.93,4.66
(주)웅보개발,016803,,1.59,,2096616,,300000,,33.9
(주)웅진로지스틱스,026360,1.27,0.66,1926607,637911,15550000,15550000,51.31,117.02
