구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
(주)누리플랜,029735,2.21,4.85,1161541,2880783,1050000,1050000,36.57,25.92
(주)누메드,043950,,-0.61,,-245979,,300000,,98.51
(주)누보갤러리,052643,2.17,-2.04,590125,-762221,100000,500000,72.51,81.42
(주)뉴그리드테크놀로지,045664,27.89,12.89,4832641,2482184,2020930,2526163,13.93,13.15
(주)뉴글로벌,048793,-1.61,-0.74,-516896,-368795,50000,50000,99.66,111.05
(주)뉴디피엘,041005,0.98,,526089,,4000000,,0,
(주)뉴라이텍,047841,-6.66,,-993086,,1500000,,70.54,
(주)뉴로스,048283,2.91,2.56,1093688,1864223,1442000,1553112,44.2,48.91
(주)뉴리안디앤씨,047196,-0.13,0.08,-343496,61533,310000,310000,85.73,80.25
(주)뉴센트로빌,046061,0.04,3.53,216339,11939673,600000,600000,90.67,61.18
(주)뉴스타디지털,017147,-14.33,-6.54,-13051538,-10339572,10200000,2040000,0.5,2.16
(주)뉴신화디엔씨,047181,-2.4,-59.77,-4680527,-1520843,300000,300000,105.33,104.66
(주)뉴씨티,048721,0.98,,1413112,,350000,,146.4,
(주)뉴온텍,050498,-0.68,0.57,-437470,317095,800000,800000,76.83,88.99
(주)뉴옵틱스,045826,1.73,5.11,4504887,14862690,10687500,9337500,46.45,39.51
(주)뉴월드,013474,-4.78,-0.53,-6239930,-712305,4739180,4739180,57.21,64.32
(주)뉴젠팜,030005,-7.01,-5.05,-4566767,-3292481,4089512,4189512,40.85,55.91
(주)뉴코씨티건설,053467,-1.11,-0.35,-2584005,-2770899,300000,300000,106.5,116.8
(주)뉴테크,043353,0.43,-4.06,71885,-727185,4165090,4165090,26.99,41.71
(주)뉴텍플러스,048141,-533.52,999999999,-254488,-587710,7000000,7000000,0,0
(주)뉴트리바이오텍,052175,0.27,-4.54,42954,-2530324,1800000,1800000,69.7,82.06
(주)뉴파워프라즈마,043867,31.59,15.54,5074085,2611028,1550350,2842690,14.98,14.48
(주)뉴한양프라자,044220,999999999,999999999,-66142,-86183,500000,500000,0,0
(주)늘봄,046447,999999999,,-90432,,100000,,0,
(주)늘푸른오스카빌,010747,2.44,-3.49,6045985,-9421503,8000000,8000000,49.1,64.38
(주)능암,057064,,-0.69,,-651573,,1500000,,109.91
(주)니스켐,056961,,1.9,,460374,,310000,,40.74
(주)다나와,051508,130.94,103.51,3836137,4775096,1500000,1500000,9.5,6.92
(주)다농,013484,0.59,0.83,127224,176125,1487500,1487500,51.64,50.4
(주)다능건설,047441,-0.4,-1.34,-932942,-2478748,515000,515000,51.89,46.42
(주)다다,013486,1838.59,440.57,198568,112786,785000,785000,0,0
(주)다른미래,041730,7.92,-1,4409246,-737091,1500000,1500050,41.9,56.92
(주)다리인터내셔날,043833,-6.86,-3.81,-1123917,-1027771,1100000,1100000,49.54,68.4
(주)다린,029709,2.71,1.42,298692,236370,3570000,3570000,16.35,18.93
(주)다림바이오텍,048801,8.21,15.83,2175043,4406963,500000,500000,30.89,20.12
(주)다모텍,053446,-5.46,-3.62,-2998986,-1328814,3000000,975000,115.05,178.55
(주)다밀개발,048238,-0.17,,-392702,,300000,,153.29,
(주)다보금속,053022,44.46,103.9,1584784,1020605,400000,400000,5.65,0
(주)다보링크,049126,1.05,1.03,375467,398746,1480000,1480000,60.69,60.9
(주)다보상사,042914,3.48,,784807,,200000,,0,
(주)다산,028818,1.06,0.36,1538986,625938,7154975,7154975,33.75,42.07
(주)다산,048866,-3.06,,-595240,,1000000,,32.06,
(주)다산알앤디,044449,2.97,17.45,836932,847414,926006,979933,49.87,56.35
(주)다산인베스트,048225,50.88,-9.71,1038478,-1466449,1580000,1580000,67.44,76.4
(주)다산자기관리부동산투자회사,050885,,999999999,,-635573,,1100000,,0
(주)다산전자,050048,-1.94,1.15,-724233,461210,600000,600000,76.99,45.45
(주)다산제약,052890,5.28,2.62,1019735,976835,700000,700000,54.38,49.23
(주)다산컨설턴트,026278,3.89,3.2,2388269,1484885,1600000,1600000,11.6,13.66
(주)다샤인,045234,5.22,4.92,650661,671167,50000,50000,57.95,16.35
(주)다성,010785,2.88,2.32,1866483,1914362,2738460,2738460,69.83,51.48
(주)다성마그네틱,013493,0.09,0.52,61069,434061,1438900,1438900,62.55,65.01
(주)다솔,052160,-0.18,-0.2,-13387,-191359,2000000,2000000,87.15,90.37
(주)다솔디앤씨,039858,999999999,999999999,0,0,300000,300000,31.02,31.02
(주)다암예술원,052002,999999999,999999999,-34463,-178480,2000000,2000000,3.65,9.09
(주)다영푸드,054004,3.25,-0.9,223312,-344382,600000,600000,59.45,65.62
(주)다온,042185,1.67,1.73,909877,1064173,1700000,2200000,42.15,44.21
(주)다온파트너스,057075,,-0.29,,-184813,,100000,,97.74
(주)다옴종합건설,042319,7.97,1.2,2156339,1249976,500000,500000,70.6,68.3
(주)다우건설,049730,4.69,3.14,902151,635634,600000,600000,27.07,25.36
(주)다우델타,047415,0.6,2.29,141591,598461,300000,300000,43.64,52.65
(주)다우메딕스,052883,4.75,-0.07,434253,-48230,500000,500000,36.15,83.5
(주)다우산,049614,8.74,2.03,1383399,323215,300000,300000,28.14,27.91
(주)다우스틸,057239,,231.04,,6688210,,300000,,0
(주)다우썸,030675,999999999,999999999,-350415,-446549,300000,300000,0,1.94
(주)다우피앤디,047265,-0.08,,-413881,,400000,,124.58,
(주)다운,052484,-11.58,999999999,-745246,-690456,250000,250000,16.66,16.26
(주)다울종합건설,029415,-179.76,-131.57,-315485,-435616,800000,800000,58.8,59.43
(주)다움,038885,2.05,,434111,,1500000,,52.7,
(주)다원디앤아이건설,046677,-38.17,,-805020,,500000,,13.88,
(주)다원베스트,054029,-0.06,-0.06,-3167,-22413,100000,100000,39.57,51.12
(주)다원산업,048829,0.93,0.77,360576,313243,1000000,1200000,56.99,49.88
(주)다원시스,042985,2.62,2.79,729990,854117,2524145,2524145,29.07,33.03
(주)다원앤컴퍼니,029722,171.79,695.42,2460370,5185759,1040000,1040000,0.78,0.78
(주)다원에이치에스,043590,3.96,1.29,8367948,1183166,300000,300000,7.99,38.63
(주)다원이앤씨,053488,10.78,7.56,1125236,787194,1000000,1000000,15.91,15.44
(주)다원이앤아이,053503,62.1,179.19,4311578,4058795,200000,1000000,0,0
(주)다원종합개발,013496,-1180.63,-530.55,-935061,-448843,1300000,1300000,0.19,0.2
(주)다원케미칼,022420,3.77,5.56,764648,1323280,450000,450000,33.92,48.42
(주)다음온켓,046211,999999999,,-1583315,,9158248,,0,
(주)다이나맥,017750,1.52,1.21,2126443,2066040,3000000,3000000,38.97,44.71
(주)다이너스티인터내셔날,020704,-196.9,-22.82,-8756507,-3094719,350000,350000,3.36,3.63
(주)다이아벨,041789,25.5,57.17,7842854,14598466,3000000,3749990,12.32,6.23
(주)다이아트,045788,-7.17,1.16,-2266714,479486,250000,710000,97.89,60.73
(주)다이얼로그세미컨덕터코리아,040619,50.28,-8.81,3671953,-6850095,5669770,5669770,14.14,51.46
(주)다이온,051803,0.12,1.08,36120,444449,1642480,1822480,68.68,55.94
(주)다이테크,049983,1.24,2.75,604849,1424023,500000,500000,31.76,58.68
(주)다인,051282,1.77,1.51,424398,492288,600000,600000,56.35,59.17
(주)다인조형공사,051424,5.93,-3.57,430533,-706173,950000,950000,56.56,49.8
(주)다임코,045934,1.44,4.45,282703,1040743,650000,650000,18.21,28.64
(주)다크호스,011251,24.85,1,176511,34404,830000,830000,14.16,20.92
(주)다판다,038866,6.57,5.07,2411081,3154428,260000,260000,29.13,21.8
(주)단건축사사무소,039112,56.87,12,955959,1197304,1000000,1000000,0,0
(주)단성사,013510,0.13,-0.28,325531,-1229073,634600,634600,53.16,70.82
(주)단우실업,013512,3.45,2.97,504677,405261,1500000,1500000,5.37,3.16
(주)단월드,017601,1.12,1.11,2657441,2609198,1854000,1854000,45.05,38.14
(주)단일,022429,-1.71,2.87,-2913006,4880007,2163420,2163420,88.2,54.95
(주)달마,045602,1.58,0.75,520628,279041,1000000,1000000,36.96,38.42
(주)담양컨트리클럽,049034,-0.93,-0.16,-79047,-262524,200000,200000,98.43,112.09
(주)대건디앤씨,046050,2.61,0.61,4299354,1159800,300000,300000,3.87,20.49
(주)대건씨엔디,041106,-0.66,,-97191,,50000,,5.95,
(주)대건유앤에쓰,050017,-0.2,-0.59,-683944,-2193640,300000,300000,98.75,110.43
(주)대건이앤지,048257,1.13,,525894,,600000,,88.62,
(주)대경건설,046927,2.04,3.52,1051718,828339,310000,500000,1.47,1.79
(주)대경벤드,056541,,6.57,,2524852,,700000,,57.74
(주)대경에너텍,053747,4.86,1.09,1096204,644044,600000,1000000,50.8,32.17
(주)대경에이에스,043395,2.75,2.04,823033,692748,500000,500000,41.14,46.67
(주)대경오앤티,029399,2.43,1.14,2630990,1728469,400000,400000,36.66,72.52
(주)대경이앤씨,051322,2.24,0.12,248600,26266,600000,600000,37.97,42.26
(주)대경인텔리전트,048700,-4.38,-0.51,-1100323,-139872,50000,50000,109.58,108.25
(주)대경종합건설,013525,-0.21,1.39,-169043,1535835,4000000,4000000,58.55,54.32
(주)대경중공업,057208,,-1.41,,-196814,,2800000,,71.59
(주)대곤코퍼레이션,047795,7.09,8.42,396583,838421,500000,500000,12.04,15.7
(주)대공개발,013532,999999999,999999999,1583172,1326695,120000,120000,0,0
(주)대광,051650,3.16,2.5,848485,1301892,2050000,2050000,60.47,56.39
(주)대광디앤씨,053904,999999999,-0.06,-322163,-566209,300000,300000,99.92,108.14
(주)대광반도체,029762,62.55,14.42,2698408,4008135,1400000,1400000,1.7,19.93
(주)대광안전유리,043955,0.12,,44140,,1700000,,69.75,
(주)대광정공,052390,1.05,-1.72,374806,-950722,750000,750000,69.91,81.07
(주)대광종합건설,056800,,0.89,,470289,,2700000,,63.37
(주)대교씨엔에스,018978,,999999999,,1771958,,10000000,,0
(주)대교에듀피아,048805,63.84,-7.69,2867818,-2781484,4706000,4706000,5.88,27.02
(주)대교홀딩스,013541,999999999,999999999,18436897,-9219357,31436710,31436710,0,0
(주)대구메디칼,039386,999999999,,367273,,500000,,1.07,
(주)대구물류터미널,022477,1.11,0.64,750711,852858,10523900,10523900,40.48,40.3
(주)대구방송,013544,124.15,17.88,4430417,2811982,45000000,45000000,1.4,0
(주)대구시민프로축구단,030639,999999999,999999999,-2000982,-1325466,16309750,16309750,0,0
(주)대구프뢰벨,013551,1.03,0.6,192664,71456,300000,300000,33.07,24.16
(주)대금지오웰,045838,3.29,3.36,1747252,1920459,1150000,1150000,51,45.08
(주)대기공업,040043,22.92,40.03,5764345,5982921,100000,100000,13.91,10.35
(주)대길공영,057279,,6.86,,1586551,,1250000,,27.51
(주)대길이에스,043633,,5.79,,1944721,,2500000,,26.55
(주)대길통상,010207,4.28,5.34,5231370,7575049,3500000,3500000,44.95,55.39
(주)대남물산,050183,-0.82,-0.44,-239252,-141158,1000000,1000000,96.24,102.37
(주)대농,028819,-23.54,82.09,-777022,4465417,89310075,89310075,0,0
(주)대덕,056785,,-0.54,,-226265,,150000,,55.07
(주)대덕씨앤디,043362,11.12,-0.91,2274766,-333999,500000,950000,15.67,25.81
(주)대덕테크노밸리,029921,1.17,-3.06,3794791,-1677745,25000000,25000000,0,0
(주)대도산업개발,051907,999999999,999999999,-28094,81282,305000,305000,97.33,98.76
(주)대동,013564,-0.43,-0.49,-1320898,-1334372,22823390,22823390,43.26,93.55
(주)대동그린산업,022503,14.01,,3264362,,5000000,,21.14,
(주)대동백화점,049791,2.33,1.65,1378434,2153018,8000000,8000000,20.35,20.7
(주)대동사,048373,2.72,1.87,552794,371022,457065,457065,29.67,43.62
(주)대동신관,053174,1.28,1.88,377102,636443,100000,100000,40.25,57.19
(주)대동이엔씨,039852,27.98,-61.15,14730622,-92071382,7500000,7500000,4.31,33.56
(주)대동종합건설,013579,4.23,-7.24,22526779,-68682739,9400000,9400000,35.42,40.21
(주)대동주택,010211,1.39,-0.85,20699051,-9978698,31343075,31343075,67.29,90
(주)대동판지,049932,-4.27,,-1120502,,50000,,14.81,
(주)대동하이텍,029826,-0.67,-2.63,-149503,-578858,1000000,1000000,42.06,32.29
(주)대륙금속,042923,2.93,4.31,2778119,4219814,3000000,3000000,34.39,31.66
(주)대륭,022531,29.25,11.34,55395,19619,1000000,1000000,0,0
(주)대림,013609,0.81,3.02,15893487,51454759,25000000,36829810,38.01,34.25
(주)대림,052104,1.67,0.15,204114,28380,5000000,5000000,35.72,57.57
(주)대림,052973,999999999,-0.9,-49971,-437709,510000,510000,46.61,57.64
(주)대림랜드아이,045966,999999999,,-881355,,300000,,0,
(주)대림엔지니어링,049788,2.17,0.81,29478,107084,300000,300000,83.53,82.89
(주)대림종합건설,029922,1.71,2.15,1107484,1299861,3455000,3455000,16.21,17.73
(주)대림텍스,030610,-0.79,-0.74,-697668,-815948,2590000,2590000,40.84,44.62
(주)대마디앤에스,044626,999999999,556.18,131060,172971,600000,600000,0,0
(주)대맥종합건설,039717,,1.07,,156453,,1210000,,21.53
(주)대명,017629,0.57,0.69,82116,141219,600000,600000,26.2,29
(주)대명ENG,043541,,139.44,,4623730,,2000000,,1.12
(주)대명건설,041945,999999999,999999999,-1352742,-1395838,1050000,1050000,63.63,62.65
(주)대명메디칼프라자,051126,-12.9,-0.91,-540165,-195297,500000,1500000,85.21,64.42
(주)대명비발디파크CC,043965,-301.59,203.74,-549802,561291,1000000,1000000,0.05,0.04
(주)대명엔지니어링,049455,2.82,2.73,1048868,1346443,1000000,1500000,58.09,45.12
(주)대명종합주류,049853,3.42,,715334,,250000,,30.85,
(주)대명호텔앤리조트천안,053039,-0.3,-1.29,-267164,-1401145,14900000,14900000,78.58,79.54
(주)대명화학,016195,,,,,,,,
(주)대보세라믹스,013627,0.18,2.13,134229,1685142,1600000,1600000,53.6,40.69
(주)대본,044095,2.17,2.3,1183244,2502490,1464110,1464110,63.42,47.4
(주)대빙고,038991,0.38,-1.29,300362,-993719,500000,500000,87.24,44.55
(주)대산약품,043496,999999999,999999999,1071540,1150004,500000,500000,0,0
(주)대산주택개발,038924,26.86,-4.51,4594288,-1951350,500000,500000,20.89,23.59
(주)대상이엔지,053255,2.74,0.12,1139096,59586,800000,800000,69.78,52.95
(주)대선스틸,048157,-0.18,0.66,-191450,463355,50000,50000,96.01,92.45
(주)대선주택건설,040853,12.63,,215174,,600000,,75.26,
(주)대성마이맥,048784,999999999,999999999,-2705304,-159883,5703400,5703400,0,0
(주)대성메탈,056577,,-0.76,,-326912,,1212420,,55.31
(주)대성반도체,045798,6.22,6.5,326049,1175859,200000,200000,10.92,27.09
(주)대성스틸,029608,1.28,0.81,3719226,2337113,4200000,4200000,67.82,60.41
(주)대성에너텍,050617,1.63,-4.91,620523,-3141867,600000,600000,61.36,93.31
(주)대성엔지니어링,047014,49.69,23.56,3107671,1634569,1000000,1000000,8.94,26.58
(주)대성정보시스템,046582,-0.13,0.44,-66912,295591,50000,51285,39.24,100.35
(주)대성쿡웨어,056793,,2.29,,839227,,500000,,74.28
(주)대성파인텍,039507,6.64,,2096059,,1222000,,27.26,
(주)대성팜,013641,2.04,1.67,410419,410827,300000,300000,35,23.08
(주)대성하이텍,046696,0.13,4.01,126407,4514086,900000,900000,78.2,55.53
(주)대성후드텍,044568,2.01,0.99,556841,436185,800000,800000,30.64,43.14
(주)대세엠케어,050653,8.46,2.07,2365303,895298,800000,800000,39.77,40.23
(주)대솔오시스,043513,999999999,-44.98,356283,-462542,80000,80000,0,7.39
(주)대송,042120,0.26,-12.48,149598,-1392302,300000,300000,9.68,15.85
(주)대승,013664,6.31,-4.38,3571672,-2270180,4000000,4000000,10.99,24.33
(주)대승프론티어,045724,-4.97,56.29,-821995,757021,600000,600000,7.35,10.66
(주)대신EDI,010225,2.01,3.1,373373,541330,1413300,1413300,31.16,28.88
(주)대신기공,044734,6.99,5.85,1535961,1995967,1200000,1200000,10.14,6.68
(주)대신냉방,056539,,-6.33,,-1926591,,1300000,,35.45
(주)대신알앤디,048663,0.42,0.39,574384,517965,100000,100000,85.21,85.77
(주)대신에이엔씨,052069,,4.72,,430418,,900000,,28.82
(주)대신종합상사,044042,4.47,-7.63,1298668,-2683998,1550000,1550000,20.4,50.39
(주)대신철강,052691,9.54,11.16,2420103,4717723,50000,50000,69.08,41.95
(주)대신티앤에스,057102,,-0.19,,-30494,,300000,,72.1
(주)대아건설,013678,22.51,63.02,376321,980089,3200000,3200000,0,4.22
(주)대아레미콘,048386,-4.43,-1.5,-838907,-367208,700000,700000,39.91,49.29
(주)대아선재,013684,4.4,7.01,3152935,5863118,3500500,3500500,37.75,47.73
(주)대아씨앤씨,047394,0.49,-1.24,1665100,-2176458,300000,300000,57.72,30.75
(주)대아에셋,052869,-2.8,1.31,-3818134,2541492,300000,500000,82.83,72.25
(주)대아울릉리조트,043442,0.14,0.73,75898,489646,150000,150000,114.21,115.63
(주)대양강관,017646,8.58,-4.74,521102,-2539717,5450000,5450000,13.77,54.36
(주)대양계기,047966,315608.67,999999999,3787304,2112546,200000,130000,0,0
(주)대양디엔씨,022661,-0.94,-0.92,-961087,-1326863,600000,600000,36.76,48.45
(주)대양디엔아이,041913,0.46,1.18,325362,1368009,1500000,1500000,43.56,28.44
(주)대양산업개발,041182,15.65,39.52,3981894,6160456,2820000,2820000,1.48,3.74
(주)대양씨앤씨,048943,0.99,1.85,415982,844409,967000,967000,73.63,62.93
(주)대양아이앤디,053742,-4.48,1.05,-128077,1157667,2000000,4000000,90.85,62.31
(주)대양에프엠에스,013695,2.77,2.38,693152,871213,300000,300000,39.24,49.24
(주)대양인투스,042175,1.01,1.03,788097,851788,4000000,4000000,64.16,43.54
(주)대양중공업,057321,,1.64,,425466,,3000000,,50.52
(주)대양코리아,045958,0.56,0.66,576944,525981,6211855,6211855,51.03,55.05
(주)대양토건,039024,2.41,2.53,662568,737738,2400000,2700000,33.72,48.16
(주)대양플러스,049362,-0.44,0.71,-4173736,10042069,500000,500000,120.75,94.82
(주)대업스포츠,046208,1.94,1.3,144897,888459,50000,50000,12.16,53.11
(주)대연,030644,2.4,3.01,700622,929794,1000000,1000000,37.91,39.05
(주)대연금속,056309,,1.92,,2171409,,350000,,66.44
(주)대연씨앤씨,046997,1.24,-0.12,2731549,-224259,300000,300000,86.63,106.96
(주)대연홀딩스,043981,999999999,999999999,-87721,-6138,300000,300000,0,0
(주)대영금속,017654,1.88,3.28,902425,2413128,1320000,1320000,36.23,56.21
(주)대영디앤씨,041972,999999999,-2.52,-4243653,-4268288,300000,300000,78.37,1222.19
(주)대영베이스,048030,-174.58,9.14,-2907328,1854253,400000,400000,10.64,26.26
(주)대영슈펙스,038850,-2.13,2.15,-426251,275891,250000,250000,22.91,15.25
(주)대영시스템퍼니처,046315,0.63,,154636,,1186360,,51.22,
(주)대영엔지니어링,044443,4.63,4.88,1202907,1351436,1000500,1000500,22.93,19.92
(주)대영인더스,048005,-0.27,0.2,-245552,243754,310000,310000,69.36,73.5
(주)대영통상,041862,-0.24,-0.35,-310742,-494226,6500000,6500000,84.54,96.31
(주)대영파워펌프,048456,1.25,-0.84,328337,-479296,600000,600000,16.15,26.54
(주)대완기획,044564,-0.19,-0.02,-4407978,-700294,10600000,10600000,115.51,120.23
(주)대왕,022692,-12.54,-10.91,-670102,-568099,1600000,1600000,8.88,10.77
(주)대왕콘,039768,0.9,1.95,382062,976344,2457650,2457650,57.18,45.37
(주)대왕페이퍼,050272,18.51,16.84,1096935,1296826,550000,550000,31.99,33.8
(주)대우로지스틱스,042154,1.82,0.63,6305275,4594721,5929650,30000000,66.84,50.81
(주)대우루컴즈,039362,1.39,1.12,1153013,1102553,3000000,3000000,49.25,51.96
(주)대우볼트,042383,2.49,2.83,2653242,4234046,2700000,2700000,56.05,53.62
(주)대우산업,054043,3,2.58,188005,-259949,530000,530000,15.26,16.11
(주)대우에스티,043041,51.33,0.32,4911147,335049,23700000,23700000,12.3,20.63
(주)대우전선,049245,1.16,1.46,666964,775589,400000,400000,35.41,53.07
(주)대우전자서비스,022706,999999999,999999999,513193,-941434,1000000,1000000,0,0
(주)대우지티엘,052063,2.53,0.94,455698,187542,20500000,20500000,9.1,6.56
(주)대우테크,010613,999999999,999999999,602134,55345,2800000,400000,0,0
(주)대우테크,044064,,,,,,,,
(주)대웅,029404,8.24,5.17,2521116,2480760,1901110,1901110,24.84,31.56
(주)대웅개발,039438,999999999,999999999,114002,429537,33773430,33773430,0,0
(주)대웅생명과학,049627,-9.2,-7.02,-733954,-576427,1839250,1839250,24.74,26.65
(주)대웅에스앤티,029677,1.38,2.66,1116737,2072532,2300000,2300000,37.49,39.07
(주)대원,010228,7.57,2.26,21546122,12245647,5000000,5000000,15.67,26.96
(주)대원C&M,043796,-1.52,0.84,-3362347,2185856,6701400,6701400,51.29,49.46
(주)대원건설,017216,5.03,0.22,5445786,258428,2203000,2203000,24.15,48.26
(주)대원디앤씨,044069,1.99,-5.15,3577530,-465032,350000,350000,46.4,0
(주)대원문화사,055983,,0.43,,163686,,330000,,68.66
(주)대원산업,053191,999999999,1.01,0,166061,34000000,34000000,0,36.91
(주)대원수산,044489,0.92,,262495,,1053500,,25.36,
(주)대원시스템,029854,1.76,1.46,1931435,1911519,4000000,4000000,31.17,39.57
(주)대원에스앤피,043797,-0.08,2.23,-202075,8973922,4008700,4008700,56.83,46.86
(주)대원이노스,052112,-1.36,-0.02,-102118,-2563,50000,50000,12.7,16.35
(주)대원이앤씨,053888,1.32,1.38,779399,1247407,1200000,1500000,50.09,20.43
(주)대원인더스트리,043268,,,,,,,,
(주)대원인바이로텍,046646,-1.07,0.56,-934646,1122870,300000,300000,79.12,97.03
(주)대원지에스아이,013749,3.05,1.86,6141252,2554140,1248500,1248500,31.32,38.6
(주)대원지주회사,038562,8.18,10.65,6182337,5880693,1000000,1000000,0,0
(주)대원홀딩스,013762,45.19,-190.44,13737849,-3122816,1000000,1000000,2.1,0
(주)대유,028488,6.67,1.25,995864,229283,600000,1300000,42.33,40.81
(주)대유,041124,-2.79,0.7,-486216,129298,2000000,2000000,30.62,36.07
(주)대유스틸,053610,2.36,3.17,415078,542340,300000,300000,36.39,35.85
(주)대유위니아,014536,-0.54,-0.81,-3849353,-6643739,7396381,8396381,16.64,38.43
(주)대유코아,038909,999999999,999999999,1697826,2184208,1545365,1545365,0,0
(주)대일리더스,050623,1.72,,445816,,250000,,69.38,
(주)대일씨앤아이,013784,999999999,999999999,-900669,-804773,1500000,1500000,0,0
(주)대일씨에프티,053354,1.11,0.47,252290,245793,1440000,1440000,61.04,70.32
(주)대일양행,013782,3.98,5.07,1091293,1976603,620000,620000,15.64,19.37
(주)대일이노텍,049215,-1.08,2.55,-712699,2677195,5000000,9000000,58.4,34.18
(주)대일인터내셔널,049326,0.3,,112307,,200000,,85.02,
(주)대일전자,020716,1.52,1.3,612266,441191,950000,950000,42.88,48.75
(주)대저건설,013786,4990.07,508595.46,9341416,6611741,3750000,3750000,0,0
(주)대전방송,010668,106.8,999999999,3426303,974937,30000000,30000000,0,0
(주)대전사,039397,,38368.81,,613901,,455000,,0
(주)대전시티즌,042805,999999999,250.19,-2164379,629982,5945295,5945295,0,0
(주)대전유니온약품,043416,2.4,2.42,2662668,3193818,3020000,3020000,32.65,24.28
(주)대전이앤씨,042353,-0.09,-0.08,-331632,-366605,300000,300000,217.5,249.65
(주)대정E.P.A,052699,0.53,0.96,195450,577879,3900000,3900000,49.4,36.89
(주)대정고분자산업,049598,7.27,2.08,1716362,727102,300000,300000,36.96,34.72
(주)대정엠텍,041480,0.5,-2.11,1213013,-5406374,4133423,4133423,50.51,52.47
(주)대제종합건설,043027,20.73,131,4879340,5453494,3100000,3100000,15.53,10.03
(주)대종산업,050294,1.97,4.48,466566,1152625,130000,130000,55.81,41.33
(주)대주,013793,11.9,2.26,2376022,573456,1600000,1600000,8.37,18.86
(주)대주,043876,13.25,26.21,624870,1147978,500000,500000,6.18,5.11
(주)대주기공,017674,208.78,83.38,8278806,6979891,4050000,4050000,6.77,0
(주)대주아이엔씨,043219,0.59,0.26,203840,90122,300000,300000,51.18,48.72
(주)대주약품,013796,1.36,1.27,888837,825315,1000000,1000000,13.36,9.93
(주)대중,030003,0.62,0.14,100762,82233,3600000,3600000,61.61,73.15
(주)대지,013803,0.68,1.52,182071,419865,900000,900000,22.45,22.82
(주)대진,048983,31.8,7.96,539750,1707193,1100000,1100000,23.48,27.41
(주)대진그라텍,048832,-3.13,-2.43,-535020,-194357,530000,530000,56.98,24.46
(주)대진엠엔알,052493,0.79,17.32,842572,4921408,500000,500000,86.86,15.31
(주)대진여객,013808,,5.7,,1139581,,600000,,20.15
(주)대진코스탈,053563,309.57,867.09,1353134,1943158,850000,850000,0.54,11.79
(주)대창스틸,022805,-1.17,3.37,-3093652,10259701,6000000,6000000,33.45,20.84
(주)대창에이티,046578,-0.61,0.26,-1634635,771620,4034005,4034005,75.47,48.23
(주)대창주택,042288,-0.16,-0.23,-141920,-172308,300000,300000,89.76,0
(주)대천,042231,72.09,43.83,3332701,6062065,500000,500000,22.51,17.73
(주)대천리조트,051191,999999999,999999999,-347361,-842398,21406060,21406060,0,0
(주)대치리버파크,056712,,0.99,,557318,,1781005,,81.03
(주)대통기획,043295,4.08,1.88,1300035,603912,550000,650000,42.39,46.14
(주)대평,040776,19.93,12.08,1855979,1597010,490000,490000,18.56,12.39
(주)대평디앤씨,043203,,1.52,,496217,,500000,,40.36
(주)대평로지스,050774,0.94,0.95,598891,622274,800000,1000000,71.73,54.23
(주)대한,017685,0.88,1.64,802637,2271661,2180000,3000000,43.82,50.63
(주)대한감정평가법인,051908,2222.59,163.39,1869201,177115,4060000,4060000,1.06,1.89
(주)대한강재,043896,3.79,10.4,1458784,4840696,2000000,2000000,25.77,42.59
(주)대한개발공사,053748,999999999,999999999,-200545,-142793,100000,100000,0,0
(주)대한과학,049193,6.28,8.16,866776,1244957,1244140,1244140,19.18,24.92
(주)대한금속,043046,3.06,3.97,9914462,12710990,900000,900000,28.38,43.48
(주)대한금속,053460,1.52,1.32,1124081,1389675,300000,300000,60.23,64.11
(주)대한볼트,048477,2.1,3.93,641227,995338,2554000,2554000,56.18,43.41
(주)대한실업,046160,1.3,0.73,461753,249134,700000,700000,63.79,60.45
(주)대한아이엠,040658,1.29,1.3,315422,731845,710400,710400,48.52,49.03
(주)대한엠앤씨,043743,17.23,7,5969945,5690163,2000000,2000000,16.03,28.28
(주)대한전광,013865,999999999,130,426031,417165,2000000,2000000,0.83,0
(주)대한정공,053999,4.03,4.29,609473,630458,700000,700000,26.54,30.72
(주)대한주물,022857,17.83,27.09,1799328,1896184,168000,168000,12.96,0
(주)대한케이블,013876,8.89,6.28,1470860,2327930,150000,150000,4.99,8.07
(주)대한트랜스,022870,,0.31,,147323,,3102000,,43.33
(주)대한특수금속,043463,0.99,1.09,883032,1323777,1000000,1000000,69.77,55.12
(주)대한폴리머,045138,-25.24,,-576532,,1500000,,5.43,
(주)대한피엔씨,041899,11.67,0.61,1313768,67237,1000000,1000000,1.77,13.79
(주)대현,040872,0.43,0.9,737357,2260764,3000000,3000000,58.78,65.55
(주)대현교역,042386,1.18,-0.34,297666,-109397,500000,500000,40.65,66.35
(주)대현디앤씨,044062,3.83,,4980290,,300000,,35.83,
(주)대현산업,057284,,0.11,,48297,,2100000,,34.74
(주)대현상공,046378,13.89,0.66,634369,25718,500000,500000,12.67,7.35
(주)대현상공,046822,41.7,23.65,4104879,3892712,2000000,2000000,15.57,14.85
(주)대현에너지,053598,-3.34,-7.9,-93940,-141450,100000,100000,87.81,94.07
(주)대현에스티,042538,30.58,20.47,4008783,3208751,100000,100000,8.34,2.8
