구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
주식회사규형디엔씨,030056,11.91,61.22,4487184,6287292,300000,300000,7.38,4.61
주식회사규호,017515,-0.88,-0.37,-166233,-82399,100000,100000,19.82,19.38
주식회사그라비티,038871,-137.71,999999999,-10020382,7391183,3474450,3474450,0,0
주식회사그라쉐,052272,11.85,-1.93,363634,-699117,200000,200000,81.47,77.57
주식회사그랜드텍,043741,13.99,-2.69,1342908,-618726,500000,500000,11.58,41.61
주식회사그로스탄,050616,-0.17,-0.14,-120355,-81192,50000,50000,120.32,126.61
주식회사그로텔,049323,-1.81,,-991393,,1000000,,103.93,
주식회사그린,017520,15.22,10.14,1903687,1527405,800000,800000,10.09,15.05
주식회사그린디벨로퍼스,041369,-0.38,,-1430166,,500000,,151.31,
주식회사그린랜드,047540,0.43,0.01,452626,11113,1050000,1050000,93.51,74.85
주식회사그린로드,051672,-1226.59,999999999,-139831,-95462,25500000,25500000,0.48,1.02
주식회사그린바이텍(구:주식회사세계물산),015593,-1.91,1.35,-657532,1581720,1500000,2200000,68.67,65.1
주식회사그린솔라,056449,,0.19,,64837,,170000,,97.24
주식회사그린씨에스,053985,999999999,16063.1,566308,1606310,1000000,1000000,0,0
주식회사그린앤비디앤디,048119,-0.62,1.82,-581745,1383864,300000,300000,85.86,57.09
주식회사그린조이,017525,1.79,1.78,2001008,2003317,2794110,2794110,54.53,43.34
주식회사그린파워,057060,,80.9,,744683,,550000,,20.31
주식회사그린힐,048092,0.84,0.78,264808,305198,400000,400000,66.63,71.33
주식회사극동기계,017527,-5.31,1.04,-836205,257808,2589000,2589000,23.79,24.36
주식회사극동통신,046049,2.11,2.08,310300,339791,1560000,1560000,35.62,43.96
주식회사근도테크놀로지,043841,1.58,-1.69,374048,-501169,1100000,1100000,39.24,51.28
주식회사근영종합개발,045157,-1.11,-0.73,-1258308,-919151,200000,200000,103.61,118.9
주식회사근화모피,026259,999999999,999999999,-84969,276130,800000,800000,0,0
주식회사근훈웰빙스카이,050410,-1.86,-1.45,-959185,-742584,1500000,1500000,80.51,95.79
주식회사글락소스미스클라인,018696,3.05,6.99,10760790,30033709,30000000,30000000,22.78,20.38
주식회사글로벌,049864,3.25,2.93,791158,1192071,630000,630000,54.98,56.8
주식회사글로벌리소스,050738,-2.82,,-229325,,10200010,,36.36,
주식회사글로벌심층수,057290,,999999999,,-450940,,10000000,,0
주식회사글로벌오토트레이딩,043184,999999999,999999999,4593413,19888416,200000,200000,0,0
주식회사글로벌익스터널트러스트,052056,3.38,2.91,1105016,2643996,600000,790200,69.42,60.34
주식회사글로벌컨셉츠코리아,017529,2.24,6.77,364477,1636610,500000,500000,16.74,35.89
주식회사글로벌켐텍,049848,0.26,,51488,,1400000,,61.31,
주식회사글로스코,020457,5.29,1.89,1762660,734982,1800000,1800000,32.98,44.16
주식회사글로스타,045715,-0.15,0.32,-3288211,7375864,1000000,1000000,88.47,94.81
주식회사금강기획,010004,999999999,999999999,-2557643,-2603865,20028400,20028400,0,0
주식회사금강랜드,049922,-0.15,-0.25,-521056,-805477,100000,100000,70.09,157.91
주식회사금강주택,017532,4.08,3.06,30980113,25444547,8600000,8600000,34.3,27.43
주식회사금강포스템,017531,-6.1,-0.12,-2147180,-61832,3300000,3300000,33.57,57.52
주식회사금강휴게소,042405,1.33,-1.03,560005,-397980,2500000,2500000,54.1,48.18
주식회사금곡골프프라자,039454,1.09,1.09,439922,430340,1000000,1000000,86.17,89.85
주식회사금광테크,052547,4.5,4.4,1177180,2358782,300000,300000,48.68,50.34
주식회사금동기계,050836,,1.12,,803489,,3000000,,68.43
주식회사금보유통,028548,999999999,999999999,-546051,-438172,4230000,4230000,0,0
주식회사금비화장품,017538,18.25,6.57,2564694,860012,1500000,1500000,3.08,14.83
주식회사금석플러스,056666,,-0.04,,-67098,,50000,,108.6
주식회사금성,050757,0.24,-3.03,38494,-71395,300000,300000,83,89.91
주식회사금성글라스텍,039567,0.21,0.2,316806,318280,1400000,1400000,55.86,49.98
주식회사금성백조건설,047919,118.37,79.89,1285121,959613,1750000,1750000,10.84,10
주식회사금성스틸,046029,1.69,1.55,3519789,4791297,2450000,2450000,73.61,58.35
주식회사금성정공,029850,-3.93,3.43,-1083756,792709,1000000,1000000,31.39,16.21
주식회사금성풍력산업,044733,0.08,3.19,12435,428479,200000,200000,32.19,31.08
주식회사금아여행,039798,-2.59,-3.59,-1739334,-3542389,150000,150000,15.94,32.84
주식회사금아하이드파워,048151,18.08,15.57,3079985,3861061,683000,683000,28.88,32.89
주식회사금양인터내셔날,017544,16.79,4.44,5778011,3336865,2820000,2820000,28.09,42.62
주식회사금양통신,017545,2.36,0.89,606827,292767,2335000,2335000,18.53,32.74
주식회사금영,017546,-4.04,7.16,-6350750,9355596,3100000,3100000,13.43,45.25
주식회사금오텍,026263,0.82,,1041188,,2200000,,43.23,
주식회사금우,049239,3.68,1.32,1195041,1067792,100000,100000,28.13,43.13
주식회사금재디앤씨,047120,-0.32,-0.54,-467317,-391109,300000,300000,95.49,129.84
주식회사금정,017547,4.97,,226165,,2000000,,2.67,
주식회사금정,056625,,0.63,,430982,,2000000,,85.83
주식회사금정약품,026262,1.62,1.64,211134,237276,1300000,1300000,12.82,13.62
주식회사금창,017549,0.19,3.11,61561,708480,2000000,2000000,24.14,24.21
주식회사금파,030814,1.8,1.24,621343,556181,3300000,3300000,29.76,41.26
주식회사금평산업개발,053509,-0.47,-1.07,-78248,-384756,100000,100000,50.99,52.78
주식회사금호개발,053711,1.68,0.45,364556,237922,1570000,2570000,52.12,62.14
주식회사금호정공,053905,-0.1,0.95,-41140,491973,1000000,1800000,71.27,60.03
주식회사금화,017550,2.47,2.28,5935910,7188994,12043120,12043120,18.53,21.34
주식회사기린,057201,,999999999,,-1425782,,50000,,86.62
주식회사기린건축,017551,1.27,1.08,302487,303511,500000,500000,46.8,45.58
주식회사기림세미텍,052124,0.54,-0.31,124904,-95659,1480000,1480000,47.04,60.5
주식회사기성,044024,4.02,2.2,2497410,1719645,300000,300000,50.12,48.96
주식회사길진인터내셔날,053277,9.27,3.1,1259346,823729,1000000,1600000,34.8,58.93
주식회사김앤드양,042186,6.07,5.97,435421,403152,500000,500000,56.08,63.57
주식회사김앤드이,017558,2.95,1.71,1143591,979806,1300000,1300000,19.47,0.01
주식회사김앤장씨앤씨,057083,,0,,-8035,,100000,,106.06
주식회사김영사,029617,44.36,23.09,5626268,4424692,1370600,1370600,6.99,8.72
주식회사김해복음,045448,0.77,1.23,468994,746237,1100000,1100000,70.07,82.35
주식회사깊은책속옹달샘,045556,-7.25,,-2126667,,400000,,48.28,
주식회사꾸메도시,046246,-0.58,-0.1,-12890164,-2692167,370000,370000,118.64,124.43
주식회사꿈그린,046954,1.61,1.95,573911,792579,200000,200000,32.99,35.03
주식회사나나건설,042591,0.04,0.24,227636,741202,300000,300000,3.14,39.63
주식회사나노모션테크놀러지,012471,3.38,,42240,,938150,,24.29,
주식회사나노샤인텍,048427,1.23,1.12,1074214,1397604,3800000,4200000,54.59,57.27
주식회사나노켐,013166,999999999,999999999,5530040,4589709,305720,305720,0,0
주식회사나노코,056825,,8.23,,1431232,,806705,,33.43
주식회사나노팜,029937,4.19,4.73,942568,1200384,520000,520000,24.37,21.52
주식회사나눅스,013305,-9.94,3.4,-7168679,2968616,210822,210822,68,60.12
주식회사나라교역,039396,4.33,2.48,398386,450611,150000,150000,52.67,59.75
주식회사나라손,030089,0.32,0.16,58519,25119,200000,200000,19.1,12.43
주식회사나라컨트롤,017561,3.83,0.9,854458,210316,3000000,3000000,18.09,17.87
주식회사나래무역,013313,58099.44,11316.09,2498276,2410327,795000,760000,0,5.19
주식회사나비채,056567,,999999999,,-48729,,100000,,98.25
주식회사나우코스,043850,-1.42,-0.71,-843210,-458218,2500000,2500000,66.54,147.17
주식회사나원,053390,-1.83,-2.25,-545923,-676963,100000,100000,54.97,32.08
주식회사나이아가라관광,045953,1.73,1.95,822570,977742,2200000,2200000,84.19,81.66
주식회사나이테,043155,1.19,0.01,387820,3049,510000,510000,38.01,42.95
주식회사나인스개발,042577,69.03,15.01,125884305,14522081,200000,200000,0,11.71
주식회사나인후르츠미디어,045763,999999999,999999999,63020,805391,841270,841270,0,0
주식회사나전,022261,2.67,1.14,1618681,748101,8500000,8500000,33.31,38.86
주식회사낙산개발,017565,-265.58,,-1195090,,1500000,,0.56,
주식회사남경,013334,1.1,-3.4,284184,-965172,1800000,1800000,28.38,30.89
주식회사남곡이지구,046797,999999999,999999999,-752731,-1351278,300000,300000,105.39,105.26
주식회사남문기공,017570,1.1,1.43,934289,1704484,1120000,1120000,62.17,62.37
주식회사남부아이앤디,045895,-0.45,-0.19,-2247868,-579494,300000,300000,85.13,127.6
주식회사남선,045881,1.11,1.05,512891,622165,4000000,4000000,41.11,47.67
주식회사남성조선,017576,1.33,1.03,163477,544860,585870,585870,75.05,76.6
주식회사남양계전,022304,17.42,10.2,506092,395179,585000,585000,0,5.35
주식회사남양마르스,039583,1.02,0.89,1018260,1278135,2200000,2200000,71.73,39.15
주식회사남양에스앤티,048434,1.76,3.74,540458,1142608,450000,450000,41.18,46.5
주식회사남양인터내셔날,017577,999999999,223.55,7037493,7099839,600000,600000,0,6.53
주식회사남양전자,049377,-1.99,0.73,-566191,253514,800000,800000,54.85,50.34
주식회사남영,017578,0.53,0.05,379268,38405,2700000,2700000,78.9,79.37
주식회사남영건설,047292,999999999,999999999,-5816,19783,300000,300000,0,0
주식회사남원,028652,1.27,1.36,372481,407862,750000,750000,38.05,37.08
주식회사남이산업,054069,-0.33,-0.47,-342793,-423707,600000,600000,28.73,28.67
주식회사남일전지상사,017579,-55.34,101.55,-152516,953997,1726230,1726230,0,1.63
주식회사남전디앤씨,051981,999999999,-0.01,-93312,-41108,300000,300000,86.04,92.02
주식회사남전물산,017580,0.98,0.93,470203,484253,1500000,1500000,73.48,68.79
주식회사남전상공,049091,45.71,7.14,2870071,1533417,150000,150000,22.24,17.25
주식회사남호섬유,017582,999999999,999999999,-241934,-246218,50000,50000,0,0
주식회사내가그린,053741,-0.21,-0.07,-294687,-153452,300000,300000,108.84,120.25
주식회사내외산업,041585,1.14,1.18,864579,1126125,900000,900000,65.75,59.56
주식회사네오연세,049846,-0.15,1.74,-152114,2331803,100000,100000,80.65,94.66
주식회사네오팍코리아,051152,4.28,2.86,1750988,1162086,300000,300000,44.1,29.92
주식회사네오플,049969,999999999,999999999,33135418,39975378,756498,756498,0,0
주식회사네트록스,053787,999999999,-0.4,-232341,-1505010,500000,500000,98.75,94.85
주식회사넥서스,013422,39.19,-102.59,42817636,-7715637,1250000,1250000,0.23,0.34
주식회사넥서스커뮤니티,028953,1.83,1.79,872734,886450,1000000,1000000,54.75,51.08
주식회사넥센산기,043043,999999999,999999999,464721,1340148,3228000,3228000,30.95,14.87
주식회사넥스모,048440,1.73,0.24,1352617,229602,1300000,1300000,64.16,73.27
주식회사넥스투어,046552,999999999,999999999,-171885,-2525706,1980224,1980224,0,0
주식회사넵스홈,051321,6.95,11.56,1414097,1465484,400000,4400000,18.5,8
주식회사넵툰마린,053406,0.09,-0.35,43255,-661542,550000,550000,92.59,101.32
주식회사노바마그네틱스,053392,6.58,3.82,1365413,473877,1685710,1685710,30.73,5.27
주식회사노블레스산업,053555,999999999,-5.73,-703,-662979,300000,905000,98.71,100.07
주식회사노스우드스팀쉽,053162,0.34,2.95,108017,1539436,100000,800000,101.84,88.64
주식회사노아종합상사,045747,2.68,2.12,663783,1292953,2000000,2000000,74.92,55.19
주식회사녹수,020695,1.09,-2.39,1035993,-3405635,6288750,6288750,39.71,53.6
주식회사녹주개발,052359,-1.54,-0.35,-254537,-167024,1000000,1000000,63.36,82.23
주식회사농경,050193,10.59,-1.88,1203990,-366338,400000,600000,19.43,35.05
주식회사농협네트웍스,013461,237.05,999999999,7305604,10835830,8500000,8500000,0,0
주식회사농협아그로,017588,374.96,583.04,683936,504330,5000000,5000000,0,0
주식회사누가개발,050625,0.3,0.96,2222136,9651807,1000000,1000000,122.56,82.64
주식회사누리강재,049426,2.88,,558368,,700000,,40.79,
주식회사뉴그린,040773,15.35,15.4,3004956,2814726,1700000,1700000,16.33,16.25
주식회사뉴데이즈,053617,2317.11,-2718.94,335981,-212077,1209910,1209910,0,5.48
주식회사뉴라이프그룹,049474,-12.81,-17.19,-416556,-559758,1000000,1000000,53.35,35.18
주식회사뉴랜드이십일,046094,2.22,-5,5331927,-10231980,300000,300000,71.3,75.11
주식회사뉴삼진캐딜락,056219,,-12.1,,-134192,,50000,,38.18
주식회사뉴상현건설,046747,-1.18,0.87,-9377546,4745126,300000,300000,43.66,50.14
주식회사뉴원홀딩스,050363,257.75,,286874,,4300000,,77.73,
주식회사뉴웨이디앤씨,053160,-1.88,0.91,-3144700,2437680,300000,300000,108.06,93.32
주식회사뉴젝스,049992,-9.9,,-1270967,,1745000,,52.48,
주식회사뉴후론티어산업,039871,-3.07,-2.25,-798207,-459248,100000,100000,104.49,107.45
주식회사늘푸른레미콘,046446,-0.87,-2.79,-279126,-767574,3500000,3500000,25.94,28.12
주식회사늘푸른하우스,048410,7.31,,1020368,,500000,,61.44,
주식회사늘푸른환경,044542,0.95,-0.93,306775,-399128,2600000,2600000,45.75,31.87
주식회사니코,017594,999999999,999999999,1207935,548123,1300000,1300000,0,0
주식회사니트젠,012226,-13.82,,-2739784,,2498070,,28.52,
주식회사니프코코리아,026457,871.77,659.58,17905339,13319475,2400000,2400000,0.83,0
주식회사다다산업,057175,,0.31,,66474,,200000,,40.8
주식회사다다씨앤씨,013487,1.88,1.82,1499223,1793162,4500000,4500000,25.23,30.19
주식회사다도해운,043669,302.05,999999999,4550652,10650580,1700000,1700000,29.78,11.07
주식회사다동,053770,-0.2,-0.29,-69169,-104807,300000,300000,87.03,92.3
주식회사다리온,052376,-2.83,5.16,-397164,2376548,1100000,1600000,52.72,39.57
주식회사다림개발,045540,-1.09,-0.78,-4737667,-1380382,600000,600000,30.27,18.49
주식회사다림양행,029928,4.47,-1.85,759740,-347092,730000,730000,15.78,15.19
주식회사다모아,052614,-0.55,-0.32,-168963,-182247,100000,100000,91.24,93.37
주식회사다보정밀,041135,9.41,9.61,4365709,8863288,350000,350000,40.28,36.2
주식회사다산,029683,2.22,2.74,779538,954250,1800000,1800000,30.85,18.28
주식회사다산,048176,10.94,-8.15,1672375,-1751179,100000,100000,33.53,53.71
주식회사다성,041211,-3.09,22.17,-1732538,2063861,900000,900000,13.07,16.47
주식회사다성디지탈,053198,2.49,-4.71,1353377,-2605326,50000,300000,82.99,164.34
주식회사다솔,013768,-9.41,-0.24,-597146,-20873,760000,760000,17.16,21.96
주식회사다솜개발리스,053112,999999999,999999999,-480209,-31034,4454800,4454800,0,0
주식회사다스,010219,5.51,10.66,20893899,17671682,2980000,2980000,17.43,13
주식회사다안전자,010195,1.34,,1008350,,2300000,,41.6,
주식회사다연,057392,,999999999,,-303152,,700000,,47.31
주식회사다올유씨엘,056828,,-43.36,,-376760,,350000,,100.67
주식회사다우건설,056677,,6,,1681755,,805000,,23.54
주식회사다우리치플러스,051414,3.63,10.37,1002149,3334657,1500000,1500000,51.46,29.23
주식회사다우메탈,048081,-7.13,-3.16,-7138148,-4754168,13900000,13900000,40.4,60.94
주식회사다우엑실리콘,045654,79.57,51.39,1043918,730686,2222000,2222000,0,6.93
주식회사다원센추리,013495,1.31,1.31,553123,912258,935000,935000,34.37,46.67
주식회사다음글로벌홀딩스,052464,-127122.44,-1703.53,-16907284,-9657319,5050000,5080800,0.11,0
주식회사다이나믹모션,057022,,999999999,,4572779,,250000,,0
주식회사다이소인터내셔날,049047,999999999,,-20613,,1250000,,0,
주식회사다이코,047855,4.89,4.81,1513219,2081504,500000,500000,7.58,13.65
주식회사다인공영,053978,-1.42,,-1739555,,300000,,75.05,
주식회사다인정공,017597,8.93,7.01,3691499,3140540,1400000,1400000,7.95,8.19
주식회사다일,040924,999999999,999999999,99976,369262,50000,50000,0,0
주식회사다임,057439,,1.21,,162176,,700000,,53.49
주식회사다찬인더스,053292,1.75,-0.23,487358,-129685,300000,318500,37.24,36.71
주식회사다함께,053734,-0.71,-0.22,-989385,-441569,300000,300000,123.85,173.96
주식회사다함넷,026279,999999999,999999999,13126733,-1245389,64934540,64934540,0,0
주식회사다함레저,017598,999999999,999999999,19583677,18968337,200000,200000,0,0
주식회사다혜무역,020707,4,-128.36,59378,-566564,1000000,1000000,0,0
주식회사단석산업,017599,0.54,0.07,2071378,349190,5000000,5000000,53.58,54.92
주식회사단석첨단소재,030498,1.63,1.37,786180,844248,1250000,1250000,49.57,57.12
주식회사단일패밀리홀딩스,057315,,999999999,,-87245,,100000,,11.19
주식회사단톡,044421,999999999,999999999,-529510,-1386858,500000,500000,92.95,94.71
주식회사단해,017602,10.54,1.79,221959,201144,275000,275000,6.95,26.57
주식회사달봉씨오엔,057492,,-2.19,,-1982016,,200000,,132.31
주식회사담솔,048884,-0.3,-0.19,-879289,-787906,500000,500000,110.53,119.59
주식회사담양골프랜드,044878,2.55,2.32,1620937,1616656,499480,508160,69.15,66.31
주식회사담양온천,041184,-0.31,-0.22,-222123,-163373,300000,300000,72.19,77.54
주식회사담터,052062,5.69,10.01,420464,793210,250000,250000,24.16,20.22
주식회사대가산업개발,047397,0.96,-0.56,1114108,-881572,1500000,1500000,128.84,134.12
주식회사대가종합건설,029971,-0.93,1.09,-253894,410595,800000,800000,73.03,69.98
주식회사대건,017603,220.49,91.22,1944513,2701337,3160000,3160000,0,0
주식회사대건글로벌,053654,-142.11,-0.65,-1490173,-950441,50000,50000,114.14,128.05
주식회사대건산업,017604,-6.79,-7.46,-888899,-924387,500000,500000,25.2,32.71
주식회사대건씨엔디,043903,,-2.97,,-809772,,6000000,,25.88
주식회사대건콘크리트,053224,-2.48,0.29,-912017,140520,500000,500000,42.94,47.9
주식회사대경디벨로프,040957,36.73,-7.84,984630,-188112,300000,300000,9.78,13.25
주식회사대경디앤씨,046614,0.5,1.64,1731898,2751481,300000,300000,92.65,43.16
주식회사대경바스컴,010822,4.37,3.13,1366012,1163496,2297000,2297000,29.6,28.96
주식회사대경인더스,052134,0.78,-14.27,349986,-6239326,1000000,1000000,52.5,43.5
주식회사대경정밀,047504,1.92,1.43,1059844,832252,1500000,1500000,62.24,58.91
주식회사대경퍼시픽,013531,0.2,0.25,80827,168436,2520000,2520000,39.04,38.4
주식회사대경휠터,050155,-10.71,,-2390847,,800000,,81.23,
주식회사대고홀딩스,038875,13.07,12,967343,962241,50000,150000,15.27,14.73
주식회사대광,013533,-2.04,2.59,-588886,278954,4000000,4000000,45.5,36.94
주식회사대광건설,017606,-0.32,1.06,-1256547,3978458,3800000,3800000,24.71,9.48
주식회사대광건영,043886,3.65,9.88,6129583,6445715,3800000,3800000,50.38,34.86
주식회사대광금속,045439,2.36,1.58,364810,346109,300000,300000,30.48,31.92
주식회사대광기업,017607,4.17,3.46,2206672,1899891,1500000,1500000,83.48,71.07
주식회사대광메트로,053313,999999999,-10.04,-49240,-2355121,1400000,1400000,37.11,0
주식회사대광산업,049815,6.33,3.05,2048788,1385746,1300000,1300000,36.87,57.92
주식회사대광이엔씨,041128,-1.3,-8,-183902,-452945,800000,800000,37.25,67.93
주식회사대교문고,052373,-32.58,-14.88,-2052539,-1405693,1680690,1680690,12.06,17.28
주식회사대교출판,026282,35,-29.53,180163,-1989438,2000000,2000000,7.24,20.64
주식회사대구정밀,045348,1.95,0.51,388612,98795,1350000,1350000,36.63,38.15
주식회사대남,017611,0.39,0.78,253593,651515,1200000,1200000,75.97,73.59
주식회사대대푸드원,029993,-2.5,-2.57,-6566434,-2115094,3688500,925590,163.81,0
주식회사대덕강업,029671,1.68,2.4,1939223,4218679,500000,500000,55.39,59.57
주식회사대도공영,017614,-0.29,-1.46,-68373,-512817,1400000,1400000,68.33,76.9
주식회사대동,017615,0.89,2.08,870704,2201951,6369865,6369865,40.26,44.11
주식회사대동광업,017617,0.99,2.21,936814,1974629,2160000,2160000,55.79,64.41
주식회사대동금속,051325,1.31,-8.52,624476,-6808911,1000000,1000000,64.78,169.43
주식회사대동남,017618,1.02,1.24,166258,192071,1000000,1000000,20.39,22.85
주식회사대동모빌리티,010495,1.01,-1.49,98443,-152460,1300000,1300000,12.09,9.47
주식회사대동스프링,049842,3.12,2.68,432475,360073,200000,200000,40.19,36.85
주식회사대동유통,017624,-0.88,,-568786,,4832000,,46.33,
주식회사대두식품,017625,2.31,1.86,2071599,1883267,1800000,1800000,38.05,43.23
주식회사대륙,013583,37.9,25.68,2164635,2972186,350000,350000,10.55,17.48
주식회사대륙철강,053275,4.2,3.6,1047342,2194531,700000,700000,30.23,45.78
주식회사대륜,052948,0.6,-5.47,86096,-1118386,100000,100000,77.05,86.31
주식회사대륜E&S,020273,14.4,20.74,22749380,24216547,44108000,44108000,5.5,4.56
주식회사대륭,049113,1.99,2.05,941095,1052260,800000,800000,61.53,58.82
주식회사대륭씨앤에이,039059,3.81,-15.65,8591620,-35706497,8233300,8511070,51.53,101.98
주식회사대륭전선,013595,2.45,-1.5,854878,-937696,2000000,2000000,32.13,42.19
주식회사대림프라콘,017627,3.43,2.82,2289281,2145906,6500000,6500000,35.33,22.35
주식회사대립,052949,5.87,3.03,357939,614726,800000,800000,28.97,45.15
주식회사대명,017630,0.96,-0.8,1820817,-1532010,8550000,8550000,44.14,42.51
주식회사대명,053362,3.47,-0.38,448418,-127632,500000,500000,47.64,61.75
주식회사대명건설,026285,45.9,-14.04,5131452,-5581442,10000000,10000000,16.94,33.43
주식회사대명소노,026286,0.74,0.06,5733347,466803,6772000,6772000,71.63,26.7
주식회사대명수안,039781,2.12,1.26,15296329,10367268,3000000,3000000,17.03,27.91
주식회사대명종합건설,017633,,119.6,,1193771,,2500000,,7.52
주식회사대명종합건설,029513,1.43,1.78,13182167,13776788,10000000,10000000,15.86,33.37
주식회사대명철강,039026,0.97,5.18,522655,2761242,1500000,1500000,52.97,44.37
주식회사대명티엠에스,013616,-2.52,2.04,-6864825,5300531,2500800,2500800,114.84,90.58
주식회사대명호텔앤리조트제주,024814,-1.16,-1.12,-3061394,-3102923,1000000,1000000,45.11,32.53
주식회사대목,053812,-2.46,-0.35,-4137697,-724495,300000,300000,131.6,145.18
주식회사대미건설산업,050219,-0.28,-0.14,-69753,-50180,1600000,2100000,11.62,59.67
주식회사대방기획,013624,0.09,1.1,12952,276465,1000000,1000000,13.28,15.39
주식회사대보세라믹스,047638,-5.26,-0.56,-1867996,-241811,600000,1100000,74.58,78.18
주식회사대산금속,052654,1.9,3.31,312172,561149,50000,50000,71.06,63.38
주식회사대산씨앤씨,049910,-0.07,-0.29,-189092,-872493,300000,300000,113.84,126.41
주식회사대상하우징,044547,-3.83,10.65,-3147703,7622704,300000,300000,64.71,57.51
주식회사대성건설,017636,5.69,5.1,1171661,925718,1500000,1500000,9.62,10.5
주식회사대성마리프,048713,7.24,9.08,2176323,2401256,300000,300000,38.28,35.22
주식회사대성사,026288,0.56,-8.09,226261,-3407674,550000,550000,16.63,23.59
주식회사대성철강,017638,2.3,3.69,3282634,8879407,5077920,5077920,55.61,57.16
주식회사대성판지,039842,1.11,1.06,423990,461337,1400000,1400000,33.31,27.69
주식회사대성하이테크전자,044425,-1.45,30.64,-45750,728813,200000,200000,11.16,10.1
주식회사대세,049057,2.14,1.35,699423,699595,2500000,2500000,72.86,73.3
주식회사대송,017639,92.29,18.68,978530,815396,3100000,3100000,0,0
주식회사대승팜스,048675,-0.22,-0.79,-580637,-2396424,4000000,4000000,98.58,110.01
주식회사대신,041204,999999999,999999999,3702562,4309568,700000,700000,0,0
주식회사대신약품,017640,6.86,5.16,777049,870738,510000,510000,13.42,26.15
주식회사대신제일,052261,0.58,1.59,113649,603043,400000,1000000,61.02,56.45
주식회사대아건설,017641,148.8,56.94,4277448,3320940,4600000,4600000,0,0
주식회사대아고속해운,017642,1.47,1.83,2870581,3062994,3000000,3000000,50.3,51.04
주식회사대아기업,017643,999999999,999999999,-188785,-185998,100000,100000,9.28,14.63
주식회사대안,056566,,-13.14,,-1355851,,500000,,100.18
주식회사대양,017645,8.24,8.59,2065811,2620095,7250000,7250000,8.73,7.28
주식회사대양개발,017647,999999999,999999999,2418798,4841451,2000000,2000000,0,0
주식회사대양기전,017648,1.23,,547007,,900000,,32.2,
주식회사대양디앤티,046583,-0.48,1.33,-347045,1454692,300000,300000,73.72,58.25
주식회사대양물산,041309,4.24,1.45,834936,468186,1500000,1500000,32.85,36.2
주식회사대양프로젝트,017649,1.96,-1.02,322852,-185479,1000000,1000000,45.95,40.15
주식회사대양피시엠,051740,0.12,1.04,44914,536630,1500000,3700000,64.85,62.72
주식회사대연산업개발,046998,1.51,-0.31,3916422,-1072410,300000,300000,96.32,113.75
주식회사대연정공,049625,48.36,13.57,2312682,1388603,500000,500000,5.97,12
주식회사대연창고,043173,0.8,0.69,437313,334253,1800000,1800000,74.2,74.55
주식회사대연콘크리트,017650,72.2,98.18,373580,1255292,2708300,2708300,9.03,5.52
주식회사대영골재,043962,-2.63,-1.1,-1043920,-473393,300000,300000,42.82,44.76
주식회사대영레포츠,043220,1.83,2.9,822509,1449534,3000000,3000000,57.01,50.95
주식회사대영배선,046145,1.28,1.04,335581,418151,900000,900000,37.21,42.52
주식회사대영오앤이,039615,-3.75,1.66,-7221622,3221394,1313150,1313150,40.56,39.61
주식회사대영인데코,046112,1.18,,295061,,800000,,31.99,
주식회사대왕산업,052852,999999999,-11.94,-711217,-1168704,1000000,1000000,0,55.38
주식회사대왕이엔씨,013725,1.29,0.52,1712527,788004,3300000,3300000,41.08,43.07
주식회사대용,013727,2.07,0.06,848981,35601,3700000,3700000,50.12,57.47
주식회사대우개발,048630,-0.91,-0.57,-263315,-207975,300000,300000,97.72,105.22
주식회사대우기업,049262,2.44,4.88,1041161,2350068,500000,500000,83.16,25.59
주식회사대우주택,039677,5.52,5.03,259881,199812,2070000,2070000,45.66,56.26
주식회사대운,049888,2.66,,935392,,200000,,74.11,
주식회사대웅상사,026290,96.28,2400.61,1987565,2616667,4500000,4500000,0,0
주식회사대웅시티,053150,2.55,8.82,552566,1341452,400000,1000000,68.25,37.39
주식회사대원고속,017658,-2.67,0.58,-6595299,1637452,2500000,2500000,41.66,29.93
주식회사대원교통,013742,8.85,-1.15,1059571,-763722,1500000,1500000,29.11,68.26
주식회사대원에프엔씨,047188,-28.17,4.99,-2782880,564949,1447965,1940260,12.04,9.47
주식회사대원여객,017660,0.89,1.16,408198,657838,3548700,3548700,23.55,38.74
주식회사대원운수,017661,2.26,1.31,749408,684649,500000,500000,33.46,32.19
주식회사대원종합건설,017662,52.06,28.94,1690257,1900125,2400000,2400000,3.6,3.65
주식회사대원총업,041034,3.35,9.57,565652,1911268,1296000,1296000,1.61,3.08
주식회사대원포리머,017663,1.4,-1.1,706706,-515456,3360350,3360350,46.49,44.06
주식회사대원플러스건설,041732,-0.17,-0.45,-2836339,-6929961,600000,600000,64.82,49.99
주식회사대유산업,026291,999999999,999999999,-880096,-1061045,2415000,2415000,0,0
주식회사대유에이텍,020715,3.02,0.88,3161282,1325998,4000000,4000000,15.82,26.81
주식회사대유통신,043254,-8.84,-0.86,-1735619,-242991,150000,150000,29.49,29.05
주식회사대윤피앤디,049712,-1.12,4.62,-1905866,6588399,300000,300000,76.9,53.61
주식회사대은이엔지,051934,33.72,20.76,2969349,1521637,50000,50000,19.22,19.32
주식회사대의,053282,1.69,0.7,455483,251225,1350000,1350000,71.98,66.51
주식회사대일,049452,1.5,1.98,480975,531073,300000,300000,51.57,49.85
