구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
주식회사신라,018137,-1.98,-53.64,-959878,-1150523,1000000,1000000,40.13,46.87
주식회사신라식품,018138,1.02,1.16,732240,601318,1000000,1200000,71.72,71.27
주식회사신북리조트,020191,0.78,1.6,387657,796638,2200000,2200000,41.04,38.67
주식회사신사상가,018141,5.09,999999999,603921,838381,2500000,2500000,0,0
주식회사신성,018142,1.55,2.4,552467,663402,4200000,5200000,34.68,25.33
주식회사신성소재,018143,-0.22,-2.01,-612584,-267613,19162825,2874424,139.07,146.89
주식회사신성엔지니어링,011880,47.34,169.99,1392007,1532499,2500000,2500000,0,0
주식회사신성유화,015888,,999999999,,1601426,,400000,,0
주식회사신성정보기술,011675,-333.69,-54.46,-32368,-231445,457000,557000,0,17.05
주식회사신세계마트,016859,2.18,57.84,7039184,7819542,473614575,641729450,0.15,0
주식회사신세계센트럴시티,010649,-0.14,0.06,-5208197,2076758,236900000,236900000,20.45,41.71
주식회사신세기오일,018144,1.09,0.1,366403,36025,1500000,1500000,12.23,12.92
주식회사신세기통신,010075,1.31,,174666172,,800000000,,29.88,
주식회사신세화백화점,026393,-0.02,,-88744,,2520000,,123.06,
주식회사신신기계,026394,0.74,7.73,212437,1905839,792790,792790,9.74,10.89
주식회사신아,018145,1.04,1.09,399937,456002,2000000,2000000,56.56,52.96
주식회사신아,018146,-135.31,-805.23,-1697769,-696520,10000000,10000000,39.91,45.39
주식회사신아에스비,026395,4.68,0.58,9029599,2746857,4051390,4051390,19.99,28.84
주식회사신아에이치에스,018147,-1.4,1.45,-254919,307986,1020000,1420000,30.88,30.37
주식회사신아주,018148,-2.51,-3.59,-362882,-376099,400000,900000,56.45,45.93
주식회사신아텍,015912,,0.98,,540350,,3000000,,32.07
주식회사신안,010364,-3.85,12.34,-2171336,5430591,20000000,20000000,31.79,28.22
주식회사신안어패럴,018150,3.32,19.76,2934504,6291873,100000,100000,140.75,0
주식회사신안제관,018151,1.28,1.27,1124691,1171181,1500000,1500000,40.37,33.31
주식회사신양물류,015923,,11.99,,1831633,,6000000,,18.69
주식회사신양피혁,018153,1.42,1.66,1894319,1714431,4800000,4800000,51.41,67.49
주식회사신영,018154,1.28,7.51,2914834,16941817,1000000,3000000,2.77,7.68
주식회사신영건설,016769,,-2.98,,-229933,,300000,,91.39
주식회사신영기업,010356,9.19,2.98,5388582,3623090,6683000,6683000,0,18.38
주식회사신영사러가,015931,,1.69,,42402,,172000,,4.97
주식회사신영인더스트리,010355,-0.11,,-25393,,300000,,40.44,
주식회사신영프레시젼,028453,,7.81,,2258660,,1200000,,23.05
주식회사신영하이테크,026396,1.22,1.18,649419,694069,1584000,1584000,35.48,51.11
주식회사신오,018155,2.12,2.74,6365616,6106509,6700995,6700995,4.11,48.08
주식회사신우산업개발,018156,0.52,0.39,309742,366419,1600000,1600000,59.57,41.13
주식회사신의,021231,,1.32,,435420,,860000,,54.79
주식회사신의정,022379,999999999,999999999,-155232,-366213,1000000,1000000,1.87,1.56
주식회사신일,018160,1.21,4.72,4126504,7518855,11507470,11557470,28.09,43.57
주식회사신일건구,026399,0.7,2.09,211189,795283,1755330,1755330,38.22,36.95
주식회사신일공업,015966,,3.11,,1329838,,250000,,63.58
주식회사신진화학,018161,3.13,1.2,1902750,573156,700000,700000,33.79,28.59
주식회사신창,028318,,3.06,,193207,,300000,,7.01
주식회사신택,018163,1.39,-0.74,1010223,-464863,3900000,3900000,60.5,67.84
주식회사신한건설,018165,1.67,0.42,721472,612251,4000000,4000000,96.02,100.81
주식회사신한금형,018166,1.21,0.94,646744,488458,1300000,1300000,60.59,58.85
주식회사신한방,016004,13.76,11.32,12377993,7213355,4000000,4000000,2.29,2.33
주식회사신형물산,026401,2.82,7.47,395993,830366,500000,1249065,29.18,23.77
주식회사신호기공,016031,-0.84,-0.72,-1206837,-1294636,4800000,4800000,163.48,187.16
주식회사신화이앤아이,018168,,3.46,,1902017,,2000000,,88.89
주식회사신흥,010630,2.38,2.46,1180856,1199458,300000,300000,35.29,30.99
주식회사신흥,018169,999999999,656.98,922368,494046,50000,50000,1.25,0.39
주식회사신흥,018170,2.96,1.17,1609753,880063,988940,430000,12.66,49.19
주식회사신흥강판,018171,0.06,0.94,21860,501412,1000000,1000000,15.42,26.95
주식회사신흥기공,018174,-1.55,0.72,-1099236,454494,8200000,9000000,47.43,37.57
주식회사신흥기업,018175,-0.2,0.21,-251915,240444,1600000,1600000,15.58,29.25
주식회사신흥산업,018176,32.59,28.71,10804359,6930742,3760000,3760000,9.21,7.55
주식회사신흥전자,018179,11.28,2.14,3646389,641757,3000000,3000000,14.39,18.28
주식회사신흥정기,018180,1.06,4,337688,1613666,1050000,1200000,45.03,31.23
주식회사신흥정밀,018181,2.55,6.03,4180473,9905532,7350000,7350000,21.16,18.43
주식회사싸울아비정보통신,012204,999999999,999999999,-452516,-382167,696750,696750,0,0
주식회사썬스타,016079,5.87,0.24,2818329,224070,100000,100000,21.37,32.03
주식회사썬앳푸드,018185,1.89,4.54,1389900,2058576,1500000,2500000,44.59,23.36
주식회사썬익스프레스,016081,-2.11,-7.89,-464273,-792225,500000,500000,3.53,0
주식회사쏘넷,016089,,-208.83,,-1074436,,4880000,,0
주식회사씨디데이타,011990,,23.87,,1472579,,1760300,,7.12
주식회사씨스텍코리아,018188,999999999,999999999,10526481,4456150,500000,500000,0,0
주식회사씨앤티스,018214,156.58,3.21,2405425,430725,1120000,1120000,10.79,28.3
주식회사씨앤해운,016086,1.97,1.25,5617963,7206758,5250000,7242900,61.6,72.87
주식회사씨에스이엔지,011197,,8.77,,4549590,,1200000,,53.26
주식회사씨엔드에치크레이티브,010793,4.95,9.72,282511,446214,770000,770000,7.01,8.69
주식회사씨엠개발,018191,-0.31,,-2947847,,4000000,,454.14,
주식회사씨엠케이,016114,,-6.27,,-1294440,,1200000,,41.69
주식회사씨유미디어,016857,,-5.56,,-3661873,,16009090,,40.2
주식회사씨이,013318,3.21,2.39,689244,297812,1500000,1500000,11.38,24.12
주식회사씨큐브디지탈,019341,4.69,-6.53,1219065,-1604531,1800000,2583020,48.05,40.54
주식회사씨텍,010060,0.38,0.04,108299493,9081939,531433850,216571000,41.36,64.66
주식회사씨투커뮤니케이션,016127,,-8.19,,-248031,,1000000,,16.67
주식회사씨포넷,019228,,1.03,,179092,,1300000,,61.18
주식회사씨프로,018192,-1.11,-0.02,-368857,-10298,2100000,2100000,16.95,72.49
주식회사씨피에스테크놀러지,012489,16.34,9.13,4631081,3810923,5000000,5000000,21.96,29.37
주식회사씽크풀,020998,-4291.33,-2788.08,-2240072,-2054813,3300000,3300000,0.09,0.16
주식회사씽크프리코리아,016131,,-93.49,,-4802771,,801725,,10.57
주식회사아가피아,018193,-7.18,,-1837678,,2650000,,55.73,
주식회사아남인스트루먼트,010369,2.2,1.48,5231900,2956031,13248980,13248980,4.92,8.01
주식회사아니코,018194,-13.98,,-3438260,,351200,,164.46,
주식회사아도니스,018195,999999999,999999999,-3160685,-2800877,1572280,1572280,0,0
주식회사아또인터내셔날,018196,1.83,1.72,979481,1214900,1900000,1900000,57.95,69.78
주식회사아람마트,026403,1.1,0.66,7015098,4494652,8250000,8250000,53.86,57
주식회사아름방송네트워크,021313,999999999,-14.53,457014,-581154,6000000,6000000,4.38,16.52
주식회사아성프라텍,026405,1.72,0.85,510344,361515,1200000,1200000,29.02,34.96
주식회사아세아세라텍,018202,18.62,-5.63,253879,-56827,914340,914340,2.88,0
주식회사아세아스틸,018203,1.49,1.61,164288,153299,3350000,3800000,63.47,62.52
주식회사아세아철강,018204,54.34,8.69,1369560,1871083,3250000,3250000,6.37,29.75
주식회사아스트로,026406,-4.94,-1.04,-509795,-128529,500000,500000,17.25,19.6
주식회사아에라,018207,-182.92,-35.31,-130788,-24649,1500000,1500000,0.13,99.54
주식회사아이거넷,016176,0.11,-34.3,19886,-3257804,5347320,5347320,14.07,14.7
주식회사아이넷필,028744,,17.36,,126534,,890368,,31.74
주식회사아이델리,018208,10.16,2.53,1493252,1258965,3910000,4010000,23.99,54.71
주식회사아이린냉장,015443,1.31,1.01,915513,625658,1100000,1400000,78.25,72.58
주식회사아이솔테크놀로지,018210,-4.83,2.54,-101779,1914534,7460000,7460000,25.23,55.45
주식회사아이스트로,024689,-1.04,,-237861,,480000,,44.96,
주식회사아이에프건설,018211,12.35,,245752,,800000,,132,
주식회사아이엘티,016197,1.92,2.15,1017642,1374629,1500000,1500000,53.99,59.84
주식회사아이엠아이인더스트리,017197,2.24,3.98,1105640,1865780,850000,1290000,54.07,33.26
주식회사아이엠에스,026407,-1.85,-2.26,-605100,-864727,150000,150000,33.02,36.19
주식회사아이엠에스시스템,018212,6.59,-8.78,684754,-3158206,5300000,5342850,4.55,42.85
주식회사아이오시스템,012271,-12.46,-5.7,-298144,-195086,555250,555250,38.97,77.17
주식회사아이웍스,011693,,2.93,,82670,,832023,,25.12
주식회사아이월드네트워킹,016201,,-62.27,,-4781270,,7905200,,48.97
주식회사아이큐브,016206,,-9.15,,-201402,,2671875,,0.61
주식회사아이테스,012444,-8.58,,-1222452,,1657858,,68.31,
주식회사아이티엔방송,016211,,-187.65,,-1559719,,11000000,,1.27
주식회사아이피디,013755,5.98,11.92,3859185,6461732,1050000,1050000,13.58,8.69
주식회사아이피스,016216,,-33.13,,-2414486,,2082500,,35.69
주식회사아이피에스,018217,497.85,175.94,1393485,924585,100000,100000,0,0.88
주식회사아이피피,021035,15.12,34.86,1473406,1395122,3000000,3000000,14.66,3.75
주식회사아주건설,018218,,-2.16,,-1079158,,300000,,55.24
주식회사아토스,028225,8.52,6.74,288106,371591,800000,800000,13.35,26.93
주식회사아트레,018221,6.17,8.3,1211501,1864629,850000,850000,11.4,6.21
주식회사아트박스,016235,,5.16,,1623172,,1500000,,34.97
주식회사안성염직,018225,1.41,,568109,,800000,,42.06,
주식회사안연케어,017367,,999999999,,7486854,,1000000,,0
주식회사안창주택,018227,0.19,0.91,101127,459631,1800000,1800000,60.39,62.88
주식회사알.에프.하이텍,011882,12.11,0.73,2143468,135606,580000,1073000,9.2,4.99
주식회사알리앙스,018018,1.1,1.44,1469498,1448055,600000,600000,80.15,77.01
주식회사알머스,016520,2.2,12.91,1115693,3390140,1100000,1100000,0,0
주식회사알지투자개발,017600,21.66,69.25,744997,764179,50000,50000,66.65,61.81
주식회사알티에스코리아,026408,,-6.44,,-3739765,,1707450,,124.69
주식회사알파텔레콤,021048,,-1.48,,-1240113,,3500000,,81.32
주식회사알포메,026273,1.69,0.52,1032787,271939,3437000,3437000,41.1,44.44
주식회사애니셀,011698,,-18.09,,-2774551,,5400000,,31.58
주식회사애니유저넷,011062,12.23,-12.76,43819,-1064464,2315190,3052900,1.39,17.21
주식회사애드오일,012334,1.61,-0.04,30462,-1435,1500000,1500000,10.95,18.82
주식회사앰배서더즈,018230,3.59,3.63,7212298,7188134,42400000,42400000,17.96,23.4
주식회사앰배텔,018231,2.08,,2881928,,22582000,,17.9,
주식회사약진통상,026410,6.18,5.86,2920096,2857004,700000,700000,24.64,26.55
주식회사얀센백신,013444,11594.69,39912.2,6516216,4909200,11552945,11552945,0,0
주식회사어반앤컴퍼니,018152,14.23,25.35,2680543,3796270,4051870,4051870,10.38,16.87
주식회사어필텔레콤,010742,11.06,12.61,11770584,9187148,9994477,9994477,8.73,8.85
주식회사에드윈인터내셔널,018234,7.38,11.91,2007540,942697,500000,500000,54.05,48.89
주식회사에몬스가구,018235,2.28,1.65,630483,800041,3240000,3240000,41.57,44.8
주식회사에보닉코리아,013948,,3.87,,795458,,900000,,35.82
주식회사에스더블유씨코퍼레이션,018236,-0.55,3.82,-17637,108919,267200,100000,3.87,6.1
주식회사에스비테크,021065,4.21,0.89,1029056,132869,1500000,1500000,44.66,25.4
주식회사에스비테크놀로지,018238,1.62,,1486816,,1300000,,35.58,
주식회사에스비텔콤,010936,7.82,0.95,1903885,607786,700000,1485000,16.42,30.74
주식회사에스씨케이컴퍼니,015790,,939.31,,2074005,,20000000,,0
주식회사에스아이,018023,999999999,999999999,-24465,215403,60000,60000,75.86,69
주식회사에스아이텔레택,018239,13.79,23.74,4005154,3946423,50000,500000,28.27,9.68
주식회사에스알개발,018240,6,6.76,9802038,19480688,2000000,2000000,34.48,31.86
주식회사에스에프건설,028544,,-0.54,,-320724,,1500000,,109.36
주식회사에스에프서울,028542,,-2.34,,-479661,,1000000,,101.55
주식회사에스엘라이팅,014989,,0.58,,1374968,,3125000,,24.51
주식회사에스엘서봉,015328,5.83,9.37,8650867,9511009,5000000,5000000,23.66,4.09
주식회사에스엘성산,018050,0.29,-3.6,558276,-6985340,2542860,2542860,41.69,44.86
주식회사에스엘테크,018080,58.14,51.15,13012618,11947686,3000000,3000000,15.75,2.63
주식회사에스엠시,018242,0.71,1.8,554166,1218243,2630000,2630000,42.49,46.47
주식회사에스제이듀코,026412,0.76,3.29,407290,1302013,600000,1500000,30.07,24.82
주식회사에스지아이,011737,-1.07,0.61,-456444,73532,1212000,1212000,16.31,7.86
주식회사에스지에스컨테크,018243,-0.34,-0.12,-3051356,-1269807,1500000,1500000,98.91,102.9
주식회사에스지프로퍼티즈,026354,4.3,4.68,2725754,3064059,100000,100000,43.95,27.61
주식회사에스카테크,012730,,1.39,,184140,,2300000,,30.33
주식회사에스케이산업,018244,1.86,3.24,869752,1254829,650000,650000,14.58,12.93
주식회사에스텍,012587,15.07,64.81,4446166,7997940,4100000,4100000,12.52,19.12
주식회사에스티씨인터내셔널,016357,,55.93,,5344790,,300000,,6.51
주식회사에스티인터내셔널코퍼레이션,010026,-1.24,-0.2,-11018228,-1784806,9000000,9000000,38.55,35
주식회사에쓰씨케이,010686,12.77,7.27,11037020,2252817,5850000,5850000,4.69,0.22
주식회사에쓰아이디,010950,1.47,1.04,1075903,550527,3030000,3030000,32.82,25.88
주식회사에어퍼스트,017905,,1.4,,9951313,,54122420,,75.46
주식회사에이디시,018247,1.17,-0.03,528655,-10765,350000,350000,48.1,44.34
주식회사에이디티캡스,010485,,1.62,,4253329,,24000000,,21.79
주식회사에이비비코리아,018200,1.96,5.1,3740684,5160284,18670000,18670000,24.01,35.27
주식회사에이오에스,018248,999999999,999999999,-712094,-1322384,1450000,1450000,0,0
주식회사에이치건설,017064,0.07,0.13,63725,1793588,500000,500000,61.91,64.64
주식회사에이치씨대동산업,017619,1.18,1.34,509329,437345,1000000,1000000,26.74,22.98
주식회사에이치씨대하에너지,013834,,0.71,,264238,,1600000,,48.73
주식회사에이치앤디이,027462,61.35,21.39,1406978,1820425,1500000,1500000,0,12.33
주식회사에이치에스테크놀로지,020580,1.02,0.92,484789,353496,1000000,1000000,27.52,35.4
주식회사에이치엠시,020359,,2.14,,550646,,500000,,14.01
주식회사에이치제이텍,018249,3.2,0.37,2155404,297382,2300000,2300000,30.62,65.13
주식회사에이커스,019978,,46.88,,670456,,600000,,0
주식회사에이팩인베스터스,020307,-0.11,-0.8,-369056,-1267308,3001620,1000000,21.39,6.08
주식회사에치와이,010049,3.78,7,44566500,75095909,50000000,50000000,21.44,14.89
주식회사에코마이스터,018254,-0.48,-0.4,-374867,-322774,3390000,3390000,36.44,33.08
주식회사에코아이티이십일,028274,,-15.61,,-438392,,1383400,,21.15
주식회사에테크시스템,011531,,46.82,,2658177,,1170000,,33.91
주식회사에프.지.에프,026415,12.22,15.88,3721667,5966348,1000000,1000000,11.86,13.83
주식회사에프앤케이,016408,1243.59,3642.42,6410724,8308368,352000,528000,0,0
주식회사에프엔홀딩스,026311,0.8,1.17,1413117,1129948,1000000,1000000,59.53,21.65
주식회사에피온,018255,,-340.78,,-1640191,,3288030,,0
주식회사엑스코,017609,999999999,-25.79,-2132514,-6644380,93155500,108155500,0,6.02
주식회사엔라인시스템,030621,999999999,-74.71,-97092,-68061,500000,500000,0,49.37
주식회사엔케이스틸,017569,4.6,2.25,3381460,2391612,3500000,3500000,20.16,37.14
주식회사엔터,018258,0.07,0.51,54003,440687,2000000,2000000,52.36,53.74
주식회사엔터식스패션쇼핑몰,017796,1.77,3.83,549937,927357,500000,700000,18.87,8
주식회사엔텍,018259,1.1,1.49,784670,1106301,2000000,2000000,35.32,52.13
주식회사엔플러스엠닷컴,021293,999999999,-41.46,-104018,-321798,226800,360000,0,101.34
주식회사엘디,018260,-1.49,-1.91,-507768,-1588840,1223100,1223100,66.19,57.02
주식회사엘렉스테크,026416,0.53,-1.47,122148,-1001304,4452500,4452500,24.16,61.26
주식회사엘지백화점,010074,1.02,1.4,27086089,34106837,177769230,177769230,53.7,48.45
주식회사엘지씨엔에스,016448,86.84,110,23592474,20187425,8753820,8753820,1.21,0.32
주식회사엠비씨강원영동,012840,999999999,999999999,2501620,2992632,800000,800000,0,0
주식회사엠에스가스,018263,2.87,-0.08,1347223,-41258,600000,600000,34.25,41.62
주식회사엠제이팜,017429,4.44,6,406648,278934,210000,1310000,4.37,3.07
주식회사엠지에스,017667,1.18,0.9,657505,472757,2900000,3200000,23.91,37.3
주식회사엠지테크(구:(주)무궁화무역),026419,10.61,0.76,2423663,176317,2790000,2540000,10.23,19.33
주식회사엠케이에스,012258,2.21,,381246,,797352,,23.19,
주식회사엠투디지털,028756,10999.67,999999999,131996,736486,2770110,2770110,0,0
주식회사엠티아이,016467,39.96,22.78,2863798,3305930,4100000,4400000,0.25,0
주식회사여삼,018266,1.12,1.43,1078778,969466,7550000,7550000,50.15,43.29
주식회사여수탱크터미날,018267,43.68,8.02,597570,610437,1100000,1100000,0.07,33.38
주식회사연합유리,018271,4.38,9.07,1070921,1180681,700000,700000,10.68,6.28
주식회사연화상사,018273,6.07,4.52,426955,356225,600000,600000,15.01,16.77
주식회사연희사러가,016491,,999999999,,82629,,450000,,0
주식회사영교,018276,0.52,50.47,89362,715598,100000,100000,7.78,0
주식회사영남,018277,-0.05,,-4791,,50000,,8.49,
주식회사영도산업,010381,-1.41,-0.76,-1626090,-583919,2000000,2000000,35.74,34.67
주식회사영림공사,018280,3.89,1.8,1776138,492376,2450000,2450000,46.21,40.65
주식회사영보두일,018281,999999999,999999999,-306948,-263756,100000,100000,33.32,99.27
주식회사영빈,018282,2.71,0.3,1142285,181308,4860000,4860000,49.22,52.06
주식회사영신,018283,-0.16,0.44,-130275,233451,1628000,1628000,51.2,13.3
주식회사영신건설,018284,-10.09,,-6467707,,1020000,,164.03,
주식회사영신물산,016530,2.59,1.88,1087839,1005980,1781940,2581940,45.75,42.91
주식회사영신종합건설,016535,999999999,0.85,394440,506031,1430000,1430000,58.15,46.94
주식회사영신플랜트,018285,-1.23,-2.02,-1163969,-1049050,490000,490000,39.26,47.01
주식회사영신화공,018286,1.42,1.35,728183,621849,1200000,1200000,47.85,55.37
주식회사영우디지탈,011920,6.32,4.09,4447548,5264496,2000000,2200000,27.79,35.11
주식회사영원아웃도어,017477,22.25,33.77,2908933,4240150,3000000,3000000,4.15,10.28
주식회사영유통,025402,-15.81,-0.25,-8359697,-116202,7800000,7800000,27.05,7.21
주식회사영전,018288,15.4,12.88,1023106,1088237,1000000,1000000,7.91,9.37
주식회사영창기업사,018292,2,1.84,2042107,1580303,200000,200000,107.77,94.84
주식회사영텍스타일,016529,,13.31,,1277627,,500000,,12.78
주식회사영텍스타일,018293,999999999,999999999,158915,16384,100000,100000,1.99,0.9
주식회사영풍기계,018294,0.96,-0.29,560748,-201513,1500000,1700000,32.93,61.11
주식회사영풍디엔씨,026420,33.54,11.76,695307,381094,1100000,1100000,10.03,0
주식회사영풍상공,016577,0.79,1.89,481245,767378,1500000,1500000,33.16,24.19
주식회사영하이텍,011330,,0.08,,23906,,2163488,,63.01
주식회사영화,018296,2.54,-0.26,616369,-88005,2500000,2500000,37.66,42.9
주식회사영화사,017413,2.58,1.58,1595157,721379,1200000,1200000,39.72,53.39
주식회사예광기업,018297,0.44,2.04,374294,1304362,500000,500000,60.95,60.77
주식회사오리엔텍,018301,1.05,1.93,682746,1215644,768000,978000,27.24,29.65
주식회사오미아군산,026422,3.69,2.61,4911089,3723270,8000000,8000000,57.31,52.28
주식회사오복식품,018304,0.82,1.26,1354017,1835044,1755000,1755000,54.18,56.46
주식회사오산에너지,016612,,1.82,,3766343,,15100000,,48.25
주식회사오성사,018307,3.26,13.14,881277,3976266,741000,741000,6.05,5.5
주식회사오성자원,016619,,1.28,,1128432,,600000,,56.57
주식회사오성전자,018308,47.35,24.77,5505176,3679342,200000,200000,2.64,1.93
주식회사오세오닷컴,011135,-210.14,-83.8,-1839102,-649509,2920000,2920000,5.16,8.82
주식회사오양공조기,018309,0.22,1.64,62611,496068,1085000,1085000,22.23,31.94
주식회사오케이투어,011016,-45.39,999999999,-1091764,-3797908,3761975,3761975,0,0
주식회사오토닉스,010390,16.48,18.26,7044268,4818987,3327000,3327000,17.56,13.08
주식회사오토람스,012183,2.93,,725247,,930450,,44.62,
주식회사오프너스,012210,,-9.6,,-2435327,,3350000,,49.38
주식회사오픈타이드코리아,012602,,-14.07,,-4061130,,6000000,,0
주식회사온바다,026424,0.7,-0.15,981423,-207450,300000,300000,80.25,77.2
주식회사올림픽컨트리클럽,017387,8.86,11.36,3437114,3375466,800000,800000,12.39,19.29
주식회사옵트론-텍,018313,7.1,1.63,3847368,818444,1000000,1600000,34.58,35.73
주식회사와이디피,016514,7.29,6.34,2122783,2031485,500000,500000,27.97,27.12
주식회사와이비엠,018127,7.35,11.41,10007049,18333174,3373770,3373770,20.36,19.09
주식회사와이에스,018372,4.11,7.84,1969612,1871796,2700000,2700000,19.45,15.67
주식회사와이엠에스에이,018314,2.68,5.73,1582789,1664975,500000,500000,15.07,5.5
주식회사와이즈인포넷,011237,-20.55,,-2148002,,4400000,,26.6,
주식회사와후,011925,-26.1,,-38492,,200000,,22.23,
주식회사용강,018315,13.41,999999999,2072186,1990486,1000000,1000000,0,0
주식회사용산,018316,1.38,1.4,259241,174740,1212400,1212400,8.72,10.76
주식회사용원석산개발,018317,7.76,195.15,618716,2125212,1000000,1000000,4.81,0
주식회사우리건설,018318,1.22,1.33,799922,1160917,2350000,3350000,55.53,52.12
주식회사우리에스티엔,016700,18.02,-1.48,2576518,-803672,1050000,1169000,21.85,43.36
주식회사우림,021164,1.47,1.78,688809,701303,1250000,1250000,43.85,48.34
주식회사우미개발,026367,1.15,999999999,1308129,3759893,6000000,6000000,2.17,33.36
주식회사우성물류,016723,-931.55,999999999,-1268767,-701204,26419500,25319500,0,0
주식회사우성유통,018324,-4.55,-6.09,-606388,-1079381,430000,430000,18.83,24.67
주식회사우성필림,018327,8.49,2.32,877090,290353,600000,600000,4.83,7.28
주식회사우성하우징,021295,-1.83,,-87592,,1600000,,46.37,
주식회사우신금속,018328,3.32,2.51,2459810,1709623,1400000,1400000,35.47,41.65
주식회사우신버스,018329,-0.39,-1.02,-152009,-465503,811000,811000,38.1,45.2
주식회사우신산업,010862,1.38,1.02,836842,651330,1400000,2400000,56.14,50.65
주식회사우신세이프티시스템,013926,1.15,1.11,2166972,1888258,1105728,1105728,18.93,22.67
주식회사우연,018332,-0.66,1.11,-240043,433936,250000,250000,46.86,47.74
주식회사우원,018335,0.74,1.38,265997,360450,1270000,1570000,41.04,32.91
주식회사우원디자인,018336,3.2,1.23,982239,510695,2200000,2200000,40.24,11.37
주식회사우일상사,018337,7.49,51.84,86359,546409,300000,300000,71.67,71.24
주식회사우전정밀,021296,23.05,17.8,3574955,2396625,958000,2000000,16.06,9.35
주식회사우정벤쳐시스템,011524,19.26,-1.76,174063,-309389,1000000,1000000,19.37,55.33
주식회사우정약품,018338,3.31,3.34,653634,1084527,1750000,1750000,5.7,19.22
주식회사우주,018339,-0.39,-0.04,-818975,-97440,200000,200000,124.8,127.32
주식회사우주홀딩스,016132,,155.93,,4747734,,500000,,7.69
주식회사우진,018344,0.9,1.45,1097465,1940686,1200000,1800000,29.97,28.27
주식회사우진교역,010574,2.99,,894923,,1000000,,42.36,
주식회사우진서비스,026428,-2.37,-1.71,-2219150,-2663407,2000000,2000000,34.61,37.92
주식회사우진페인트,018345,1.29,-1.92,261685,-371553,300000,300000,29.94,34.59
주식회사우창,018346,3.43,1.43,872063,308834,2000000,2000000,32.16,35.4
주식회사운암건설,018347,5.95,12.39,5691117,7628533,4200000,4200000,45.37,13.52
주식회사울산방송,018348,5036.6,1333.79,5278355,2127402,30000000,30000000,0,0
주식회사웅천텍스텍,010401,1.1,0.89,3967622,4187925,3100000,3100000,48.62,55.62
주식회사워커힐,010034,2.49,1.79,14705425,11876181,40000000,40000000,22.43,29.52
주식회사원다,018350,-3.22,1.17,-3448882,1168263,2000000,2000000,59.74,61.39
주식회사원동방,018351,999999999,999999999,-123150,-144736,320000,320000,1.27,52.34
주식회사원메이트,017837,3.38,2.98,1239661,2147599,1620000,1500000,36.89,44.62
주식회사원방테크,016822,6.92,4.76,2133911,543102,1500000,2000000,10.97,12.47
주식회사원신산업,018353,-4.73,,-2345703,,1000000,,103.32,
주식회사원알로이,018911,,3.62,,889433,,4081000,,36.17
주식회사원예공업,018354,-5.79,,-1958878,,1340000,,95.11,
주식회사원창,018355,-0.22,,-267300,,1600000,,55.12,
주식회사원창,018356,3.08,2.19,2216650,1420303,400000,400000,42.4,35.83
주식회사원창판지,018357,-0.14,-0.52,-76433,-285087,800000,800000,61.89,69.07
주식회사원태,018358,4.73,10.26,666964,621430,300000,300000,17.64,1.02
주식회사원텔,011022,-31.59,6.35,-4675809,907340,4115000,4115000,29.41,10.73
주식회사월다크,010402,-5.9,-1.49,-12708864,-2463449,2000000,2000000,42.58,75.46
주식회사웰라코리아,018360,54472.14,135369.04,10458651,7716035,3740000,3740000,0,0
주식회사웰코스,018837,6.62,6.53,2773515,3178052,1000000,1000000,49.39,15.44
주식회사웹인더스트리얼,010963,-68.29,,-2269239,,1480000,,34.04,
주식회사위니아전자,013730,6.01,999999999,6363976,4037678,13000000,13000000,7.61,2.13
주식회사위닉스,016832,2.17,0.22,862320,81401,5000000,5000000,40.42,44.71
주식회사위세아이텍,012736,33.62,15.9,522730,932597,1700000,1700000,9,24.21
주식회사위스코,010615,1.43,1.64,1164905,1526270,6402130,6402130,41.62,42.92
주식회사위슬런,018361,6.12,-1.28,1318116,-1057379,6787305,7098655,12.8,60.34
주식회사위트,019410,7.41,2.97,4033278,1806083,1000000,1500000,28.65,46.06
주식회사유경테크놀로지스,016880,,-7.4,,-7018615,,4900000,,84.5
주식회사유니버설맥켄코리아,016889,,3.72,,467951,,50000,,0
주식회사유니아나,011926,13.98,23.4,943196,917490,2400000,2400000,12.29,4.83
주식회사유니에스,018364,36.91,49.94,991335,1402237,500000,1000000,0,0
주식회사유니엘,010799,2242.87,4394.55,4548533,5651392,50000,50000,0,0
주식회사유니온금속,018365,-1.89,1.99,-1051439,1167555,200000,300000,55.34,45.44
주식회사유니온약품상사,018368,6.3,,963658,,520000,,0,
주식회사유니온케미칼,018868,5.86,16.07,521550,1338883,522950,522950,11.87,9.36
주식회사유니콤,018370,-1.48,,-596949,,100000,,111.99,
주식회사유니크페이퍼,016901,,2.12,,1041228,,500000,,39.9
주식회사유니텍,011447,-3.53,8.7,-518923,1249377,1507450,1657450,47.09,20.92
주식회사유도,016910,21.43,13.86,5144683,3867960,1800900,1800900,30.14,19.17
주식회사유리아,012461,999999999,-26.8,48325,-205823,1500000,1500000,0,44.24
주식회사유맥,018371,1.78,2.51,968118,863307,1000000,1000000,44.27,38.86
주식회사유베이스,027043,863.29,44.61,6231215,8575842,10270390,12770390,0,0
주식회사유상,016926,17.31,37.69,5119112,5193952,300000,300000,9.65,2.48
주식회사유성,018122,1.18,1.8,984240,1011977,4000000,4000000,39.55,39.06
