구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실),영업이익(손실),자본금(*),자본금(*),차입금의존도,차입금의존도
,년도,2007,2008,2007,2008,2007,2008,2007,2008
회사명,거래소코드,amount,amount,amount,amount,amount,amount,amount,amount
(주)텍스밀,049742,1.08,3.99,218283,1020437,200000,200000,54.24,60.02
(주)텐커뮤니티,011001,0.17,1.18,83125,839600,3500000,3500000,41.61,46.84
(주)텔레트론,018631,999999999,999999999,123425,847354,1000000,1000000,0,0
(주)텔리안,027033,0.3,,196665,,3346080,,42.54,
(주)텔리언,019472,-6.42,19.88,-337017,945138,1928580,1928580,3.58,5.39
(주)텔콘,048587,36.06,22.03,2068500,1687723,200000,750000,16.44,19.95
(주)토다코사,046181,0.7,0.72,242567,322182,100000,3160000,95.4,72.06
(주)토리컴,029540,-2.44,1.38,-3824586,1879594,3366500,3366500,59.35,62.09
(주)토마토디엔씨,040192,-0.24,999999999,-416277,-350127,500000,500000,177.5,209.94
(주)토마토크루즈,053822,999999999,-129.5,-404449,-520597,500000,500000,19.8,106.66
(주)토비스레저산업,017421,-1328.4,-37.2,-6584885,-2057064,600000,600000,0.29,17.34
(주)토비스리조트,051625,-95.52,-73.6,-6351283,-16425875,250000,250000,5.19,6.18
(주)토비스알앤씨,017422,-11.23,-2.16,-5710609,-2527240,4200000,4200000,33.87,70.37
(주)토비스지앤지,056403,,-15.42,,-6105389,,50000,,9.81
(주)토성디앤씨,052122,-0.91,-0.18,-545134,-110223,310000,310000,101.67,100
(주)토야디앤드씨,041552,1.97,-3.33,2989321,-3673896,500000,500000,41.33,91.66
(주)토즈코리아,052998,-9.21,-8.05,-581703,-1956145,100000,100000,41.35,40.01
(주)토탈커뮤니케이션그룹영컴,038753,4.15,-0.46,1023643,-419859,200000,200000,4.02,73.87
(주)토페스,043166,1.25,1.83,624760,1203470,1030000,1030000,48.6,46
(주)토펙엔지니어링건축사사무소,030337,,999999999,,209285,,2100000,,0
(주)토피스,053752,,1.8,,819400,,1500000,,56.19
(주)톱텍,045983,18.76,34.49,2211480,4117991,1800000,2000000,16.44,6.98
(주)투마로멀티미디어,030198,1180.39,,275032,,100000,,0,
(주)투모로,042471,0.15,0.2,302185,605057,4000000,4000000,91.82,51.34
(주)투모로아스콘,053217,-1.6,-0.86,-588555,-631833,1000000,1000000,52.92,88.76
(주)투비소프트,046744,1.87,13.57,185771,1741501,1110000,1110000,19.64,25.67
(주)투신글로벌,040599,3.95,-1.62,2198338,-644169,300000,300000,30.4,29.01
(주)투에버,021290,3.56,18.14,1659497,6908237,2000000,2000000,21.93,13.94
(주)투엠테크,043810,-3.7,-12.68,-2027292,-8406443,1000000,1050000,62.89,106.28
(주)투제이레저,056858,,-0.22,,-614915,,50000,,108.43
(주)튜너웍스코리아,047759,-0.72,1.14,-112732,513474,500000,500000,38.67,39.26
(주)트라움하우스,039407,-106.4,999999999,-1314263,7111132,600000,600000,0,0
(주)트라이던트앤파트너스,040630,999999999,-6055.87,315697,-593475,7200000,7200000,0,0
(주)트라이엄프디앤씨,049189,1.26,4.77,2745347,1907957,50000,50000,0,47.03
(주)트라이튼테크,012038,1.35,1.66,739013,799380,2850000,2850000,41.17,40.29
(주)트래드클럽앤이십일,049736,2.5,,1133578,,5829995,,35.29,
(주)트랜덱스,053340,76.6,40.58,3179844,1747507,600000,600000,7.42,11.8
(주)트랜디카,052067,1.58,-15.28,107355,-613991,50000,50000,20.78,20.4
(주)트랜스코스모스코리아,029485,999999999,999999999,3373835,2929484,3885000,3885000,0,0
(주)트랜스포트메가라인,056818,,-119.46,,-121966,,3600000,,87.26
(주)트레보씨티,057198,,0,,-4841,,300000,,97.81
(주)트레이스,045419,-0.81,9.62,-197142,4178655,3245950,3245950,37.27,40
(주)트레져아일랜드,049700,-0.68,-0.13,-9740065,-2061092,2500000,2500000,110.75,103.1
(주)트렉스타,018065,2.63,1.47,2003994,2885730,3500000,4724935,9.71,37.29
(주)트렉스타,030230,2.42,,2764080,,2173610,,33.94,
(주)트론캠프,046584,999999999,999999999,1954667,1002673,3000000,3000000,0,0
(주)트루라이프,052022,-10.11,-32.93,-2293693,-8506341,500000,500000,25.25,17.83
(주)트루윈,056726,,2.22,,641830,,2633340,,48.75
(주)트리니티,011082,,-2.31,,-5946907,,4941386,,48.19
(주)트리스,049929,5.35,-4.9,1225485,-3250271,912005,912005,29.27,49.96
(주)트리플에이,050268,4.33,1.83,4707555,3123325,200000,500000,84.15,81.6
(주)트윈세이버,042298,-149.05,-2399.42,-3082747,-763014,2100000,2100000,95.14,99.77
(주)트윈필러,051938,-1.14,-0.14,-8343206,-1766955,300000,300000,113.94,127.42
(주)트인종합건설,052314,1.62,1.03,502987,348503,900000,900000,73.74,62.52
(주)티디코,013923,936.65,1940.1,4303912,4340008,500000,500000,0,0
(주)티맥스소프트,019501,1.96,0.18,8012790,1460316,6000000,6000000,61.44,68.91
(주)티브로드,029960,1.16,2.7,7295545,18614191,18749900,58198890,61.23,55.38
(주)티브로드ABC방송,018738,8.89,32.84,15601419,17158665,30737000,30737000,17.79,1.7
(주)티브로드강서방송,030310,2.82,4.11,4676058,6232167,3000000,3000000,61.18,69.22
(주)티브로드기남방송,019984,3.06,5.11,11489606,19445620,31090000,31090000,50.06,46.22
(주)티브로드낙동방송,029810,0.84,2.55,1780005,4409266,20747480,20747480,57.89,75.38
(주)티브로드남동방송,043501,0.6,,1501806,,2500000,,108.87,
(주)티브로드네트워크,029053,0.09,1.7,72708,499276,4152000,4152000,62.29,32.12
(주)티브로드동남방송,014036,2.5,4.89,3678135,5826516,7000000,7000000,58.58,60.15
(주)티브로드동대문방송,041352,,9.17,,2664802,,4000000,,41.33
(주)티브로드북부산방송,030275,0.83,0.88,289886,696171,8287340,8287340,62.02,74.79
(주)티브로드새롬방송,015273,3.48,4.26,4259073,4363464,12009840,12009840,69.6,66.84
(주)티브로드서대문방송,041278,999999999,999999999,3316554,3525507,3000000,3000000,0,0
(주)티브로드서해방송,045264,1.04,,497440,,2800000,,79.76,
(주)티브로드수원방송,029466,2.46,,14550646,,33612360,,45.71,
(주)티브로드중부방송,029480,0.93,,1343242,,19563560,,48.39,
(주)티시스,019360,8.39,27.04,12066270,9608873,33180000,33180000,6.81,0
(주)티시스,045228,-0.07,-0.53,-98318,-319058,1000000,1000000,106.6,0
(주)티시스,046070,28.07,3.94,2748988,4560452,300000,400000,6.02,48.19
(주)티시테크,040632,2.39,2.12,4490338,6825675,2890000,3350000,57.7,66.54
(주)티씨씨강판,016719,0.95,1.36,396808,655712,2160000,2160000,37.91,39.41
(주)티씨씨한진,020272,28,109.73,31360,378687,1000000,1000000,0.77,0
(주)티씨엘,054033,19.9,22.61,2614071,5748910,700000,700000,16.88,11.87
(주)티씨티,052776,3.21,2.9,722271,965254,350000,350000,68.17,61.93
(주)티씨티마리타임,049120,0.2,3.23,132063,2722915,500000,500000,11.57,56.11
(주)티아이에스코리아,046309,2.29,0.66,705076,320841,1000000,1000000,43.6,36.5
(주)티아이오토모티브,025520,7.29,6.09,5763726,7119764,14004800,14014800,15.51,14.94
(주)티알엔,019740,-7.57,-9.85,-2850550,-2943082,1000000,1000000,4.37,4.24
(주)티알엠,054736,,3.97,,4060842,,98000,,60.09
(주)티알홀딩스,051982,-0.8,-4.57,-187683,-176003,100000,100000,102.48,32.8
(주)티앤드엠,050215,-7.57,,-3454036,,560000,,204.37,
(주)티앤에스트레이딩,052229,5.44,1.06,2164219,875392,500000,500000,41.1,54.79
(주)티앤엑스중공업,045562,5.12,4.85,3060634,6181456,2291665,2604165,51.8,59.41
(주)티앤엘,048275,10.54,5.82,1254080,1180248,500000,2000000,17.17,25.12
(주)티앤엠커뮤니케이션즈,045536,-0.57,-0.5,-172778,-153907,400000,400000,42.49,95.17
(주)티앤이,044022,999999999,70.88,1455127,1197264,100000,100000,0,0
(주)티앤지,018773,3.72,1.59,1685366,808508,835000,835000,14.2,39.41
(주)티에스개발,010608,22.3,9.68,1672745,1470869,2183140,2183140,0,2.25
(주)티에스마이크로,053350,-1.68,1.47,-382161,854902,450000,450000,81.56,83.3
(주)티에스우인,010680,-0.19,0.59,-197646,843391,2827000,2827000,34.74,28.2
(주)티에스이,019504,999999999,999999999,20692917,6575565,1421055,1421055,0,0
(주)티에스케이에스앤더블유,046089,1.22,-0.05,1967897,-73719,3100000,3100000,81.62,105.86
(주)티에스티아이테크,042927,-8.61,1.8,-4573151,1860878,1610000,2610000,67.99,46.62
(주)티에쓰종합건설,050385,11.53,,62765,,550000,,26.34,
(주)티에이케이,044141,4.24,5.78,564546,898473,300000,300000,21.65,27.26
(주)티엔티익스프레스,027042,-0.59,-1.38,-1835697,-4421069,500000,500000,0,0
(주)티엠씨,043710,7.44,7.46,14064941,19221340,5000000,5000000,53.02,50.51
(주)티엠케이,052430,2.63,1.62,441927,530483,450000,450000,68.27,68.59
(주)티엠테크,045821,2.71,1.26,1755048,1056058,490000,490000,51.77,53.72
(주)티와이머티리얼,048520,11.62,11.88,1429481,2730700,600000,600000,35.01,43.11
(주)티와이밸브,014213,5.91,18.44,3491541,16217221,5400000,5400000,17,17.97
(주)티와이에스,029190,0.01,0.69,4271,282415,4700000,4700000,25.56,16.85
(주)티웨이항공,053932,-18.85,-14.81,-11700693,-16598821,12000000,14500000,112.45,77.78
(주)티이씨시스템,041091,0.98,,409026,,3400000,,34.54,
(주)티이씨앤알,051838,,999999999,,-537433,,40000000,,39.64
(주)티이지엠텍,030273,8.71,5.49,7661057,5901657,2634000,2634000,18.23,87.05
(주)티이피,042403,1.55,1.99,1631409,2162207,1000000,1000000,57.67,62.8
(주)티제이모터스,050023,-2.89,-0.75,-1337901,-289191,550000,550000,53.07,106.55
(주)티제이팜,053753,8.1,6.29,928596,1337297,520000,2320000,21.55,11.83
(주)티캐스트콘텐츠허브,051837,999999999,999999999,3487484,6875555,2990000,2990000,0,0
(주)티케이디,048104,-0.14,1.12,-44961,455875,1200000,1400000,75.49,70.58
(주)티케이씨,041609,4.78,2.34,1623806,1076986,450000,450000,29.91,22.89
(주)티케이씨,048849,0.84,1.44,274564,596502,300000,1000000,50.33,59.45
(주)티케이에스,053725,-0.64,-6.43,-36015,-1690862,200000,200000,97.38,36.76
(주)티케이케미칼,051525,999999999,2.32,-461,27541416,50000,40000000,0,48.86
(주)티플랙스,041495,4.98,4.98,5320376,5461504,2267015,2347015,40.57,46.72
(주)티피씨,047130,9.26,8.03,3004282,3100702,2500000,2500000,26.86,25.69
(주)티피씨코리아,041664,2.98,7.57,21478611,41845418,3000000,3000000,58.96,64.11
(주)티피아이메가라인,056598,,999999999,,-62473,,11500000,,0
(주)티피이,048273,-1.15,-5.19,-564791,-4372952,2400000,2400000,69.58,91.94
(주)티피티퍼시픽,051367,6.12,7.96,406412,689991,300000,300000,17.17,14.92
(주)팀스데코,052599,193.16,12.93,2070832,683442,200000,200000,4.87,12.09
(주)팀워크아이엔디,045764,-0.21,999999999,-1016572,-136991,300000,300000,135,135.37
(주)팀코리아,012424,-0.4,-2.78,-278273,-1969651,2178571,408929,67.47,90.89
(주)파고다아카데미,019509,6.4,7.31,8323268,8253865,800000,800000,0,15.66
(주)파고다타워종로,046154,0.94,1.07,1579038,1280764,3000000,3000000,83.78,79.68
(주)파나블루,056563,,-75.06,,-2182517,,13538580,,2.11
(주)파나시아,049061,37.44,20.92,1399145,2656927,800000,800000,7.34,27.28
(주)파나씨티,050724,,-0.33,,-389108,,85000,,98.09
(주)파낙스이엠,052013,-4.9,-2.45,-849423,-1287308,1200000,1200000,85.4,111.33
(주)파라다이스골프랜드,045694,0.75,-0.65,195400,-141183,200000,200000,39.61,41.1
(주)파라다이스인천,019513,-1.72,1.56,-4819747,5844519,5300000,5300000,136.47,124.19
(주)파라다이스호텔부산,018644,1.21,1.15,7664114,8228866,38333400,38333400,40.89,43.38
(주)파란건설,053960,13.39,-19.81,995721,-4380511,500000,500000,29.62,51.26
(주)파란마을,049923,1.16,,835186,,500000,,68.7,
(주)파란빌트인,049430,-3.64,1.5,-1567272,959554,2000000,2000000,70.72,87.55
(주)파란하늘앤드지,048925,-0.14,0.67,-111640,494015,2000000,2000000,92.24,91.1
(주)파리크라상,010043,5.92,5.53,25369093,33382316,7609000,7609000,22.25,17.49
(주)파마킹,019370,2.5,2.52,1099802,2056614,2300000,2300000,46.5,49.71
(주)파버나인,038568,-1.16,0.19,-1047194,185926,775000,1475000,68.39,42.3
(주)파버나인코리아,050084,-6.79,-2.07,-894684,-1844913,600000,600000,86.49,67.72
(주)파수닷컴,048086,8.31,-6.79,628527,-838790,2991710,2991710,9.41,25.6
(주)파스텔골프,053505,-1.36,-0.48,-379918,-380428,50000,50000,84.07,104.89
(주)파스텔세상,045710,467.51,275.22,2698470,2043790,499000,499000,0,0
(주)파운텍,043381,12.7,8.55,3085180,3523015,4000000,4000000,21.01,15.96
(주)파워넷,044224,1.03,6.74,1312084,4625646,2662149,2862149,95.31,0
(주)파워데크,039703,-3.17,-10.31,-1122235,-2536242,750000,750000,26.3,27.83
(주)파워렉스코퍼레이션,049718,1.62,1.16,1080328,1579728,800000,800000,49.91,67.69
(주)파워맥스,030024,2.82,1.83,777251,856372,2805145,2805145,60.01,36.19
(주)파워옵틱스,048513,4.18,27.25,285803,3360777,500000,500000,5.48,28.22
(주)파워펄스,045318,-7.89,-58.62,-32841,-568994,380000,380000,43.63,81.47
(주)파이오링크,040687,3.76,5.33,563477,916302,1971165,1971165,22.05,30.75
(주)파이프라인,047134,2.02,3.94,2143202,4537544,5000000,5000000,51.23,28.04
(주)파이프텍코리아,052416,2.53,6.53,292703,811395,1600000,1600000,25.15,10.89
(주)파인넥스,052210,3.85,5.86,525349,1887332,1822500,1822500,62.2,52.25
(주)파인트리환경산업,041179,1.73,5.13,411875,972061,3250000,3250000,11.63,20.96
(주)파인힐스,040014,1.45,4.08,1594257,3472341,3500000,3500000,20.23,15.39
(주)파주컨트리클럽,038624,-247.82,999999999,-1594484,-1567813,51625200,59629910,0,0
(주)파주하우징,051450,999999999,999999999,-213198,-560855,18340000,18340000,0,0
(주)파코인터내셔날,019520,-34.51,11.14,-1872064,1824157,1000000,1000000,66.89,65.24
(주)파크로드,044702,5.62,3.51,31195284,42628655,5000000,5000000,8.42,56.98
(주)파크뷰휘트니스클럽,044472,999999999,-12.3,-1230961,-204505,100000,100000,0.91,3.38
(주)파크시스템스,010850,12.32,0.15,1092143,30530,2285815,2542628,21.17,22.9
(주)파크이앤씨,050324,38.18,-0.69,5008370,-219731,300000,300000,40.28,56.15
(주)팍스글로발카고,041743,1.61,2.15,517880,811986,1050000,1050000,42.71,57.18
(주)팍스넷,012442,999999999,999999999,1411261,1575761,4679201,4679201,0,0
(주)팍스하임인터내셔날,050460,1.86,1.8,947489,735455,300000,300000,81.08,69.93
(주)팍트라인터내셔널,048753,999999999,2.88,612518,136057,300000,300000,0,9.72
(주)판도라티비,052404,-61.82,-26.9,-8197230,-8855106,3749564,4150704,27.92,27.35
(주)팜스웰,043366,16.32,,3229522,,2657400,,30.21,
(주)팜크린에너지,057316,,-0.37,,-279945,,2525065,,61.59
(주)패러다임메이커,048823,1.56,3.44,4606963,9341773,50000,50000,92.33,31.87
(주)패션익스체인지,019526,8.52,12.64,3162079,3546847,5000000,5000000,22.79,7.44
(주)패션플러스,011328,1.12,-6.85,168274,-1142851,2671848,2678498,25.06,19.08
(주)팩이엔지,052490,-0.03,-2.64,-11221,-1406570,700000,700000,61.39,94.66
(주)팩트로닉스,019548,0.76,-0.72,306344,-280647,500000,500000,43.72,27.73
(주)팬스타,040428,2.42,4.44,897639,2573404,850000,850000,81.66,74.59
(주)팬스타라인닷컴,053334,-10.28,-14.23,-4754169,-11742628,2800000,2800000,66.77,45.65
(주)팬지아이십일,052686,2.87,5.48,474076,1289600,1046355,1369900,40.06,36.37
(주)팬코리아중공업,056462,,0.27,,333884,,50000,,49.67
(주)팬택씨앤아이,010765,8.04,10,18250931,17800788,25000000,25000000,69.01,41.08
(주)팬택앤큐리텔,047273,1.8,6.91,63552184,137866790,253965474,274169754,68.62,50.55
(주)팬텀엔터테인먼트그룹,018655,,,,,,,,
(주)팰리스,043620,-1.39,-1.87,-1003196,-1391763,50000,50000,35.78,36.82
(주)퍼니인베스트먼츠,051592,-0.1,-0.13,-192025,-267480,120000,120000,80.05,146.31
(주)퍼블릭개발,029578,999999999,999999999,1033991,1939408,23092940,23092940,0,0
(주)퍼스텍아이앤씨,043662,4.93,3.82,948241,859037,3075171,3075171,9.68,27.66
(주)퍼스트어패럴,029557,11.31,4.56,427039,994477,500000,500000,10.44,18.23
(주)퍼스트에이엔티,050571,-3.59,-4.04,-945754,-1509921,500000,500000,43.61,53.86
(주)퍼스트엠씨에이,051194,-0.85,-1.24,-106762,-411026,2000000,2000000,78.34,92.27
(주)퍼시스홀딩스,018429,999999999,999999999,4687317,4335290,1668455,1668455,0,0
(주)퍼시픽랜드컴퍼니,038628,1.72,-2.75,1684759,-1930822,300000,500000,30.71,36.28
(주)퍼시픽산업,039190,999999999,999999999,-49177,-45790,1450000,1450000,0,0
(주)펄서스테크놀러지,038723,,,,,,,,
(주)펄스텍,046380,-7.06,,-970697,,350000,,59.57,
(주)페넌트,045728,0.47,-0.08,2747744,-623609,500000,500000,85.72,73.9
(주)페닌슐라코리아,052941,5.96,1.18,363171,280606,300000,300000,34.22,51.15
(주)페리만&티젠,057103,,3.29,,1114749,,1250000,,57.92
(주)페스티발파크,046697,-0.91,-0.1,-3180907,-810152,500000,500000,137.65,148.07
(주)페이퍼월드,041820,0.09,1.97,34372,985318,1100000,1100000,68.13,45.98
(주)페이퍼플라자,043492,1.13,1,331077,522786,350000,350000,44.14,46.33
(주)페이퍼필,049958,6.3,5.54,471587,422210,500000,500000,8.54,13.43
(주)페코,043698,999999999,999999999,897226,2022915,80000,80000,10.97,0.51
(주)페트라건설,041745,-0.2,-3.25,-195791,-4146384,2000000,2000000,64.33,81.87
(주)펜타곤씨티,046260,0.52,-0.19,4635114,-665613,160000,53330,108.02,0
(주)펜타포트개발,046856,-1.59,-0.35,-17176855,-3712550,60000000,60000000,0,0
(주)펠릭스테크,052449,3.65,2.36,908061,1197142,1500000,2000000,62.83,57.44
(주)펩트론,030187,5.12,2.65,905299,502593,1772000,1772000,21.92,28.07
(주)펭귄종합식품,030120,2.88,,1153078,,2800000,,43.82,
(주)평산엠텍,056958,,1.7,,689604,,330030,,56.19
(주)평산윈텍,057197,,2.94,,75604,,300000,,76.19
(주)평산투자개발,027075,2.19,3.38,721336,966643,950000,950000,7.59,6.47
(주)평안,029293,0.32,-1.7,222207,-1967644,2500000,2500000,46.35,49.5
(주)평택항만물류,049167,-0.25,-0.09,-180830,-76998,800000,1200000,97.44,59.77
(주)평화드림,047041,422.09,26.58,4643867,6247317,700000,700000,5.66,15.69
(주)평화목화예식장,019555,4.6,2.22,441551,172320,950000,950000,58.12,59.1
(주)평화발레오,026471,999999999,999999999,15473383,18219003,19426980,16426980,0,0
(주)평화씨앤디,039391,1.03,1.25,982197,989705,1850000,1850000,81.41,77.41
(주)평화엔지니어링,030648,5.13,2.75,2538726,2841939,1000000,3000000,2.3,13.66
(주)평화원,044094,2.67,3.05,1028254,1109824,1000000,1000000,61.33,54.58
(주)평화자동차,019560,999999999,999999999,-2296379,-126586,20265130,20265130,75.4,58.21
(주)포나후렉스,019590,0.95,1.18,550659,1127585,1989335,1989335,29.57,35.73
(주)포넷,012749,,,,,,,,
(주)포랑,052253,-992.21,-22.57,-86322,-36785,450000,450000,14.37,16.94
(주)포런상사,030726,,101.11,,2400998,,50000,,27.9
(주)포레스코,048439,1.19,1.46,3129873,4954897,2000000,2000000,72.17,76.21
(주)포름아이디비,052431,2.58,-10.71,1250781,-6309824,1100000,1100000,49.19,178.18
(주)포마트코퍼레이션,051580,11.63,6.9,1974720,2564771,300000,300000,35.47,35.45
(주)포메탈,026505,9.87,15.54,2013722,4147176,2019360,2019360,18.73,21.67
(주)포스카엔지니어링,052747,-1.21,-2.02,-339974,-509476,550000,550000,91.29,89.19
(주)포스코건설,010000,26.39,4.46,247157798,190329782,150000000,152365000,0,18.03
(주)포스코경영연구원,019571,999999999,999999999,-645084,-1032891,19000000,19000000,0,0
(주)포스코에이앤씨건축사사무소,019570,999999999,999999999,10962395,8422494,2300000,2300000,0,0
(주)포스코에이에스티,047835,4.62,2.37,26532410,15192558,20000000,20000000,43.12,44.67
(주)포스코엔지니어링,010227,384.96,999999999,14679564,34940207,12000000,12000000,0,0
(주)포스코오앤엠,017754,20.05,19.5,5110123,4752610,3571430,3571430,6.64,7.23
(주)포스코티엠씨,040376,-1.13,10.26,-3606286,18797564,19535755,19535755,55.56,21.18
(주)포스코플랜텍,019577,-171.19,15.56,-3735994,9583198,17000000,17000000,4.34,12.71
(주)포스코피앤에스,018663,2.32,2.09,13276459,20903265,90000000,90000000,1.09,13.15
(주)포스콤,041891,8.77,12.4,547648,1043036,1100000,1100000,11.91,16.27
(주)포스텍,011870,2.96,3,4571670,9476861,2138354,2138354,14.37,34.99
(주)포스트,052184,-1.34,-0.86,-483661,-2137843,300000,300000,96.3,114.12
(주)포유이엔지,053450,0.86,0.05,333692,25319,900000,1080000,43.66,49.32
(주)포이닉스,030251,-1.27,,-1219398,,2000000,,57.09,
(주)포인칩스,050747,-6.74,,-1789783,,1961350,,0.23,
(주)포인텍,048846,2.22,0.8,455451,234534,500000,500000,46.57,57.71
(주)포인트닉스,041324,12.79,3.62,2298756,1447034,3250000,3250000,18.51,43.76
(주)포인트엔지니어링,052672,15.25,14.7,2140921,2687982,200000,1200000,36.22,19.44
(주)포캐스터,048065,-1.27,,-952394,,250000,,102.38,
(주)포커스,044423,0.9,-0.77,2237912,-2235052,1110000,1110000,65.94,58.04
(주)포항온천,052318,-0.45,-0.19,-50457,-105801,50000,50000,99.82,103.35
(주)포항종합케이블방송사,049431,-0.76,1.26,-39589,511801,17104730,24205730,27.98,17.09
(주)포휴먼엔지니어링,051722,38.19,7.98,995006,171286,1339500,1339500,3.95,6.56
(주)폴라렉스시네마,057086,,-2.76,,-746091,,300000,,73.7
(주)폴라리스개발,049610,-0.77,-0.1,-807880,-298897,300000,300000,94.88,136.68
(주)폴리,039847,1.14,,461829,,500000,,67.5,
(주)폴리켐엔지니어링,040782,1.46,-4.68,137021,-353483,500000,500000,12.63,14.58
(주)폴린컴퍼니,047917,999999999,71.12,2496896,1830893,300000,300000,6.57,0
(주)폴카,047003,-0.53,1.47,-643693,1805842,50000,50000,118.71,66.72
(주)푸르.네건설,045499,-74.41,-3609.95,-2109965,-1776093,300000,300000,62.06,5.09
(주)푸르밀,049525,-8.94,-6.58,-3503291,-7507205,5000000,5000000,15.42,31.88
(주)푸른기술,043267,,,,,,,,
(주)푸른영도,039830,0.75,0.78,3408869,3350684,3550000,3550000,98.79,99.73
(주)푸른중공업,029360,1.57,1.59,797622,894729,4100000,4100000,44.17,52.23
(주)푸름하우징,050429,0.48,,62231,,50000,,0,
(주)풀무원녹즙,039117,999999999,1335.56,1883831,982970,1700000,1700000,0,0
(주)풀무원녹즙,051254,,390.49,,1303859,,500000,,0
(주)풀무원푸드앤컬처,025889,999999999,135.95,5459682,5874815,7514530,7514530,0,5.37
(주)풍경,044618,4.45,-4.29,8566403,-787902,300000,300000,32.77,23.98
(주)풍경과사람,049582,-0.31,0.19,-1141506,813924,300000,300000,105.97,96.8
(주)풍남반도체테크,012076,1.83,0.14,1338800,157652,1866400,1866400,56.08,57.95
(주)풍림,042593,21.31,24.87,1441673,2074211,200000,200000,11.42,20.88
(주)풍림강업,054112,-0.83,0.36,-725519,458510,800000,800000,17.21,43.56
(주)풍림푸드,038772,27.79,11.98,1621980,1821293,1000000,1000000,15.7,24.7
(주)풍산건설,038794,5.69,-1.87,10570339,-3163038,500000,500000,2.42,19.88
(주)풍산건설,041150,9.88,16.64,4701427,4241998,2500000,2500000,11.81,10.06
(주)풍산에프앤에스,027844,10.07,12.56,2683880,3217568,720000,720000,16.96,15.85
(주)풍산특수금속,051074,,0,,4986,,30000000,,28
(주)풍성,019601,999999999,999999999,-422314,-288793,1000000,1000000,0,0
(주)풍인무역,041596,2.22,2.52,3707157,7438534,2000000,2000000,62.29,62.74
(주)풍전비철,019607,8.03,3.62,10743464,8438618,3000000,3000000,47.95,44.65
(주)풍진,052532,3.02,0.08,1085410,46691,95000,95000,126.45,64.47
(주)풍천섬유,043586,1.79,1.58,1059744,846720,3800000,3800000,60.99,48.49
(주)퓨쳐시스템,048165,999999999,-44.84,-1867662,-1470409,2000000,2000000,0,16.21
(주)퓨쳐켐헬스케어,042835,115.06,154.74,3859265,4903133,454820,454820,5.48,0
(주)프라도관광호텔,041824,1.88,1.52,828511,732230,1500000,1500000,75.74,75.06
(주)프라스테크,046235,1.43,1.93,355574,369206,1400000,1400000,53.73,32.47
(주)프라임개발,057174,,-6,,-362149,,500000,,87.11
(주)프라임글로벌,051306,3.55,-0.63,572519,-798488,50000,350000,23.79,43.52
(주)프라임디아뜨,045503,-0.76,-1,-939387,-2061157,300000,300000,194.36,178.52
(주)프라임인터내셔날,049313,-3.9,,-2895061,,50000,,153.19,
(주)프라임테크,011247,0.8,2.14,524427,1131246,1892400,1892400,55.88,50.25
(주)프라코,018676,0.88,-0.64,2336881,-1484467,52900000,52900000,19.87,18.7
(주)프란시아,048527,-13.55,-5.63,-1923463,-1451203,3900000,3900000,33.87,24
(주)프러스상사,039242,1.04,8.84,147442,1112604,600000,600000,15.44,21.61
(주)프레제니우스메디칼케어코리아,026475,14.6,0.5,6166218,357477,23500000,25550000,10.07,0
(주)프레제니우스메디칼코리아,015570,3.35,2.53,1660094,1391082,4400000,4400000,51.28,45.89
(주)프렉스,039657,36.2,23.42,3248932,3819914,1000000,1000000,13.95,13.47
(주)프렉코,044552,2.71,4.6,1586981,3166841,2080000,2080000,58.64,54.97
(주)프로비스타,041987,1.16,1.09,1246570,1765927,1850000,1850000,71.51,81.83
(주)프로셀테라퓨틱스,047626,999999999,-35.9,-1773696,-2231695,3000000,3300000,0,53.18
(주)프로소닉,056719,,6.23,,465979,,2850000,,6.21
(주)프로지엠,053977,1.9,-0.99,547379,-415057,900000,900000,65.2,72.37
(주)프로차일드,042932,0.72,2.39,597118,1830775,1595500,1595500,56.25,49.79
(주)프로키즈컴퍼니,029918,2.54,,1722878,,700000,,40.98,
(주)프로테크이앤씨,050748,1.24,,290379,,600000,,50.97,
(주)프로파워,019628,-1.19,-2.84,-481712,-1127499,2250000,2250000,36.72,37.22
(주)프론텍,043457,0.87,0.59,399617,255333,600000,600000,59.04,46.16
(주)프론티어솔루션,046875,0.96,2.77,393556,1508535,1000000,1000000,48.22,39.5
(주)프뢰벨미디어,026476,122.29,999999999,11163245,7684567,400000,400000,0,0.34
(주)프리드라이프,050305,-62.14,-1849.11,-11417659,-12919734,500000,500000,0.26,0
(주)프리리치,056664,,-0.56,,-427641,,50000,,107.73
(주)프리마건설,039439,0.91,-0.51,1206821,-887510,500000,500000,67.13,70.79
(주)프리머스목포7,049464,999999999,,-800078,,50000,,36.56,
(주)프리머스시네마,039420,1.85,-0.65,1230737,-504965,5397500,5397500,25.25,21.89
(주)프리미어빌,050273,3.06,-8.3,241664,-367736,700000,700000,90.31,99.25
(주)프리미어엔터테인먼트,044889,1.52,1.25,1170797,2229654,2072000,2484575,31.1,64.52
(주)프리웍스,045243,1.21,-7.55,302991,-2141368,1050000,1050000,55.72,169.01
(주)프리웰,042887,-2.45,1.88,-1188125,1135771,924000,924000,55.5,43.36
(주)프리즘,050448,999999999,999999999,-152230,-278040,50000,50000,99.1,97.72
(주)프리즘디엔시,040211,-2.54,999999999,-2940449,-314440,500000,500000,0,0
