구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)진명정밀,066890,,,20080124,29153285,,,15593604,11188335,,,15635507,11242906,,,4444617,17910379,,,15320778,18727028,,,11883192,8827028,,,3300000,9900000,,,4900000,4500000,,,0,0,,,4752061,7014504,,,5000,55000,,,4759346,10426257,,,3986752,3416184,,,15958105,14694799,,,41904,54571,,,2187086,1344092,,,21862343,23566347,,,5904238,8871548,,,3717152,7527456,,,2476555,5666911,,,4088768,2262444,,,255378,364308,,,6.23,3.22,,,3489970,17737995
(주)진명프리텍,041927,57440046,66702716,71713395,85916957,18333659,20903677,19383256,18641490,21344619,24014790,23210936,23201950,36095428,42687927,48502459,62715008,28186409,27244440,23000713,31344802,24169812,24096700,20733945,26892779,2500000,2727740,1866768,4052024,14261238,14109020,11851250,15344270,0,0,0,0,4460786,4709268,4493803,2091038,1500000,2510000,2960000,1405529,29253637,39458276,48712682,54572155,11236485,13305606,11403404,12827217,32182747,42419005,43905847,53413404,3010960,3111113,3827680,4560459,3654635,3743644,4075662,4849476,49148047,62172302,61336938,69698774,16965300,19753297,17431092,16285370,13310666,16009653,13355430,11435894,8543776,12418639,12063696,9909473,2268313,248482,-215465,-2402765,862398,621252,619768,531920,4.86,3.48,3.54,2.79,34293642,40085863,45390738,60477128
(주)진모터스,063765,,9619646,10973428,11153377,,1594254,2446132,1773485,,4487490,5670817,4230263,,5132156,5302611,6923114,,7300908,8084674,6914274,,5297249,6024813,4984945,,2003658,2003658,1693371,,2622408,3972316,2243611,,0,0,0,,1229925,1666685,1340186,,80000,90000,96500,,2318739,2888754,4239103,,161808,551030,202267,,24681290,27141939,33322581,,2893235,3224685,2456778,,2317318,2812171,2857784,,26828050,29638319,36530846,,2146760,2496380,3208265,,-170558,-315792,350481,,565072,570016,1350349,,550428,436760,-326500,,164242,164047,172382,,6.26,2.75,3,,5069290,5103544,6568485
(주)진방템프그룹,065110,,7453339,6995646,,,7347103,2592442,,,7347103,2592442,,,106236,4403204,,,3141731,6982377,,,2858992,5405351,,,0,0,,,2849202,2881612,,,0,0,,,841894,24517,,,0,626000,,,4311609,13269,,,0,1972400,,,19496495,20785740,,,0,0,,,1517248,1864799,,,21213958,22774111,,,1717463,1988371,,,200215,123573,,,345942,126751,,,0,-56377,,,221273,225009,,,15.53,7.85,,,17777,12545,
(주)진산스틸,061083,10186075,10150118,10729219,,5778921,5599108,6387263,,5813558,5781930,6437857,,4372517,4368188,4291361,,8187850,8551038,9156871,,1557455,2056676,2696427,,6623300,6470447,6440444,,650000,1239070,1261570,,0,0,0,,78648,22627,18416,,175640,57830,0,,1998225,1599080,1572347,,2721717,2504608,2743723,,3876297,3178711,1840983,,34637,182822,50594,,373241,422776,473492,,3998868,3610655,2651617,,122571,431943,810634,,-250670,9168,337142,,-897576,-399145,-26732,,-566840,-56022,0,,410950,404371,342273,,11.3,5.4,4.44,,4308188,4308188,4231361,
(주)진석건설,052501,45341926,16745022,1591461,,24478262,2643465,1587828,,45216227,16732465,1587828,,125700,12557,3633,,58505602,75530925,61244160,,58444379,75479263,61192498,,0,0,0,,51167656,72200343,58546142,,0,0,0,,189374,491413,231,,0,0,0,,-13163675,-58785903,-59652699,,0,0,0,,0,0,14089000,,20737964,14089000,0,,4849496,1985301,352240,,200000,0,14089000,,200000,0,0,,-4649496,-1985301,-352240,,-7262845,-45622228,-866796,,180684,302038,-491181,,2591925,3377858,652031,,7.98,5.48,1,,80003,9418,1821,
(주)진선기업,047760,17110658,16089052,15666757,14114477,1516373,1242212,1117630,1987987,1516373,1242212,1223826,2003663,15594285,14846840,14442931,12110814,6606556,7930900,8642104,9524225,6003628,6892519,7605107,7606724,476000,80000,0,467471,2213571,4590000,5090653,5629671,0,0,0,0,236288,66943,33588,79804,0,0,0,0,10504102,8158152,7024652,4590252,1068066,1167399,1082754,1894316,9771632,7167193,7514077,10359938,0,0,106196,15676,430037,411168,470243,572752,10769698,7980200,8490838,11468329,998066,813007,976760,1108392,568029,401839,506518,535639,-124922,-6084149,-1339506,-2448918,85207,-169345,-33354,46216,499283,611222,556511,543323,9.25,10.53,9.27,8.09,525680,456622,326828,483333
(주)진성네트워크,064052,,13172261,10438144,9972915,,6581955,4623478,5838247,,6581955,4623478,5838247,,6590307,5814666,4134668,,108137,250153,337987,,67404,50153,17987,,0,0,0,,5000,0,0,,0,0,0,,443630,588528,35504,,6028150,3866290,3439423,,13064124,10187991,9634927,,32953,74541,50975,,0,0,0,,0,0,0,,1383528,673932,492305,,911606,120200,233094,,911606,120200,233094,,-471921,-553732,-259211,,8271553,-178109,524104,,-1496903,144898,-553024,,150,142,82,,6,5.68,0,,3670848,3678167,3855119
(주)진성이앤씨,048854,11282276,10211136,9626470,9931945,169530,170131,71653,695441,10112325,8830523,8423641,5135594,1169950,1380613,1202829,4796351,9024242,7586983,7125130,7565583,8679242,7181983,6920130,4170583,0,0,0,0,8412000,7142000,6892010,4152000,0,0,0,0,74174,86639,16650,613568,0,0,0,0,2258034,2624152,2501340,2366362,0,0,0,0,3993062,1090090,475844,274552,9942795,8660392,8351988,4440153,743991,400698,169307,152689,6531983,2009172,736600,492415,2538921,919082,260756,217863,1794929,518383,91449,65174,1572894,366118,-122812,-134979,-40365,12464,-69988,596918,219178,246734,238286,201543,2.27,3.17,3.4,3.65,1075647,1380613,1202829,4796351
(주)진성전자,062068,12292180,12512487,13981230,18896484,3977986,4445413,5562044,6545922,4356408,4669976,5878628,7449589,7935772,7842511,8102602,11446896,8355023,8270558,9476268,12269406,6170576,6367103,8898253,11302829,1830980,1546900,373630,595000,4013000,4170000,4433000,5558000,0,0,0,0,278239,475251,268695,286296,200000,264000,296000,0,3937157,4241929,4504962,6627078,1736945,1764836,3723808,4791508,5347406,6311773,12305997,22331937,378422,224562,316584,903666,1484390,1984084,2243889,2764001,6503418,9197672,15552036,27780216,1156012,2885899,3246038,5448279,-328378,901815,1002150,2684278,-671788,304772,263034,2122116,-154294,197012,-206556,17601,370333,470943,421911,295639,11.77,7.29,6.7,4.88,7156248,7325064,7477334,10509224
(주)진성테크,064921,,11435386,14036501,17029669,,4380679,6529147,8746851,,4548540,6637047,8905647,,6886846,7399453,8124022,,7139952,8846933,9216634,,3797026,5786257,6826016,,2318926,2706855,1996839,,2501360,2477467,3186000,,0,0,0,,511626,260882,2394830,,0,10000,10000,,4295433,5189568,7813035,,3799962,6124123,6096477,,9346362,12227056,14922469,,167861,107900,158796,,1674672,2598611,2864002,,11901227,16263993,21425409,,2554865,4036938,6502939,,880193,1438327,3638937,,648530,894134,2623467,,0,-250744,2133948,,232705,288504,282012,,8,4.81,4.63,,5118704,5917947,6600348
(주)진성테크템,070138,,,,16014977,,,,14007125,,,,14007125,,,,2007853,,,,4383992,,,,4383992,,,,0,,,,0,,,,0,,,,3071885,,,,4835279,,,,11630986,,,,5075668,,,,20888449,,,,0,,,,2570516,,,,27574903,,,,6686453,,,,4115937,,,,4008468,,,,579744,,,,3741,,,,0,,,,1215559
(주)진성통합상사,067573,,,11004627,11559849,,,4830971,4811514,,,5359727,5422891,,,5644899,6136959,,,9688163,10264368,,,6115140,8333857,,,2543869,775000,,,4921882,5135658,,,0,0,,,5672,4779,,,520400,789200,,,1316464,1295481,,,576651,562213,,,16644941,16666080,,,528757,611376,,,3249897,3603252,,,20277140,20577570,,,3632199,3911490,,,382302,308238,,,45640,-20983,,,-788,-893,,,140356,154680,,,3.76,2.04,,,4545333,4742465
(주)진셍케이,059220,17522949,32589110,9115665,5603834,3144255,8683037,2916420,908315,12416244,24305987,3851893,1100050,5106704,8283123,5263773,4503785,10601816,24183332,18292319,12716005,9398951,20093110,14784584,4316046,1050000,2800000,2480000,0,2746925,5982222,6801500,0,0,0,0,0,485904,137126,1092188,344911,308000,414000,0,0,6921133,8405778,-9176654,-7112171,1418377,1737060,170504,268663,12829076,19720364,28602898,1696113,9271990,15622950,935473,191735,8135519,10714038,11726496,927047,23060325,32714172,31896200,1376571,10231249,12993809,3293302,-319543,2095731,2279770,-8433194,-1246590,1485138,1484645,-17582431,-5945429,442519,-348778,955061,-747277,303699,493434,1132418,177216,6.12,6.91,10.49,3.19,2154838,5468101,4600083,4314194
(주)진안산업,041844,20269893,17873768,18532600,16721515,719435,424561,1465527,252974,18638791,424561,1465527,252974,1631102,17449207,17067073,16468541,17685056,17110072,17404001,15495889,12791813,12920289,13803427,10519714,0,0,0,0,12679928,12849898,13509767,10490787,0,0,0,0,34967,40608,1322747,21664,400000,0,0,0,2584838,763696,1128599,1225626,123841,109220,152701,180010,0,0,0,0,17919356,0,0,0,314841,887071,721887,662567,799511,848533,812316,779068,799511,848533,812316,779068,484671,-38538,90429,116501,534915,-21436,364903,97027,5999,5641,1282139,-1301082,0,0,0,41081,0,0,0,0.34,1580102,17448207,17066073,16467541
(주)진양,040142,12137776,16506501,16547239,28238071,4012082,5208989,6049126,4272605,4363187,5659025,6571786,5019599,7774588,10847475,9975453,23218472,7552831,12535944,14565619,19370619,7002362,10583372,10873891,16157493,496002,1208256,2981620,2513873,0,2782768,3378353,8998413,0,0,0,0,337377,2482411,265780,530658,280000,300000,529199,1557546,4584945,3970557,1981620,8867452,2884955,2222570,2546126,1796017,41629977,41394456,39194551,35588131,351105,450037,522660,746993,1665046,1858670,1986279,1997034,43939575,43327381,39504585,36519396,2309599,1932925,310035,931265,644553,74255,-1676244,-1065769,622268,-165874,-1810143,-1325419,86783,2145034,-2216631,264878,58152,107539,234214,477907,3.7,3.75,3.79,4.6,6165587,8870972,8723392,16201594
(주)진양,044207,24899895,25150679,25748407,24952812,8997546,9424910,10117581,6881469,9398859,9712646,10467244,7265812,15501036,15438033,15281163,17687000,16223165,16437941,16330406,15286842,10857090,11561308,15476019,12984139,3909165,3395495,631829,845000,8263058,8511601,7432229,8270500,0,0,0,0,0,0,0,53315,1620000,2046602,2866000,2650000,8676731,8712738,9418001,9665970,1573602,1187925,3503457,3744127,15470693,14454796,22855375,24646808,401313,287735,349663,384343,1292198,2830142,4188323,4504274,18193655,17428587,28508126,29446946,2722963,2973791,5652751,4800138,1430765,143649,1464427,295864,1352700,36007,696639,247969,0,0,0,47315,676690,934048,827224,566373,5.34,6.37,6.08,4.88,11759268,11725745,11610065,14227738
(주)진양기계제작소,061223,12107641,10557009,9499426,11615519,6934739,4278965,4008592,4923888,7033974,5507278,4399209,6285045,5073667,5049731,5100217,5330475,8334859,5039212,2315820,3848859,7963470,4821726,2115627,3280533,0,0,0,0,2323000,223000,223000,160000,0,0,0,0,1469631,2512855,1847341,1312442,2591222,424051,1649718,2253921,3772781,5517797,7183606,7766661,2843239,1184074,516265,1390284,7516392,6521695,5085956,4521295,99235,1228312,390617,1361157,685074,1085946,1030763,1092557,9939368,9787164,8231796,6393516,2422976,3265469,3145841,1872221,1737902,2179523,2115078,779665,1556165,2045016,1979740,883055,1021951,1043224,-665514,-534899,23775,9524,2395,2305,2.05,0.75,1.07,1.2,5013565,4889659,4944794,5204241
(주)진양오일씰,047298,27695902,37485685,46201795,52832478,7102488,10560793,12139736,12454178,8779976,12802807,14689232,15204121,18915926,24682878,31512563,37628357,20611025,28009306,36660630,34032325,10193103,11399941,16640918,16710551,9184790,14941050,18212810,15594050,6084071,5558000,9762608,8200000,0,0,0,0,640690,2010590,2574465,2577862,65100,365100,125100,80000,7084878,9476379,9541164,18800153,4929968,6506131,8256179,8416911,26738760,33384958,37342237,43959429,1677488,2242014,2549496,2749944,5961595,6131842,6615914,7748047,36237619,43341370,46808037,56053082,9498858,9956412,9465800,12093653,3537264,3824570,2849887,4345605,2308756,2391501,423425,3228226,-259917,1369899,563875,3397,696085,1038025,1331804,1162692,5.28,5.58,5.21,4,17006389,22791441,29593170,35964182
(주)진양티앤피,053297,13052352,10515924,10396940,10563505,6951780,5917395,5521147,5218212,9016905,6693026,6764321,6237865,4035447,3822898,3632619,4325640,10790184,11991940,11142526,10809487,8467493,9572826,8993952,6452188,2233326,2329359,2020224,4217546,6061133,6587913,6740080,4821611,0,0,0,0,29288,130687,7961,53254,16000,69910,36000,42000,2262167,-1476015,-745587,-245982,4063206,2039371,1654225,1648919,13009682,14318816,6924011,3770868,2065125,775632,1243174,1019653,592083,1173389,692584,568070,14304984,12411395,7677605,3957558,1295302,-1907420,753594,186691,703219,-3080809,61010,-381379,289517,-3738183,730429,-298158,-52068,101399,-122726,45293,436549,515278,443828,430148,4.41,5.48,4.7,4.69,3928715,3800001,3605712,4315140
(주)진에어,054332,57141423,60152960,70147813,88642801,16400698,29598895,43041672,62689470,16405015,29600380,43041672,62689470,40736408,30552580,27106141,25953331,45885999,56000750,56829112,70879089,26574094,36056037,38476953,53867968,0,0,0,0,5000000,5000000,2000000,0,0,0,0,0,5644113,10634030,7611194,12574995,3000000,10074702,24224341,38024013,11255424,4152209,13318701,17763712,5122646,5896019,6471495,7421010,99454168,152547663,220296426,260689806,4317,1484,0,0,9026751,10888685,12725421,15540155,115998329,170330975,247510250,283330354,16544161,17783312,27213824,22640547,7517410,6894627,14488403,7100392,9253654,3241430,9832722,4223358,2354415,4989918,-3022837,4963802,3495994,3161905,2928718,2508345,15.91,13.48,14.39,16.19,18260416,15758503,13542364,11279468
(주)진영R&S,049232,15875963,17975647,16982111,44913466,6446064,8244727,7572738,8811813,6954362,8854667,8610991,9826647,8921601,9120980,8371120,35086819,13106650,14158053,12756972,41221616,9322666,8728086,8818789,32647836,3582121,2717982,1203278,8573780,3300000,2000000,2000000,21325000,0,0,0,0,647027,1703843,1731309,1910046,0,0,136000,0,2769312,3817594,4225140,3691850,5517854,5774667,5182244,4709609,14453414,16259330,18512073,17933579,508297,609940,1038253,1014834,2070985,2960892,2940898,3490598,17257370,20680500,22162448,21450506,2803956,4421169,3650375,3516927,732972,1460278,709477,26329,139482,1248282,807545,-333290,-124164,1056817,27466,178736,412609,349000,391385,882426,5.05,4.17,5.05,4.41,8398850,8314724,7989795,34133017
(주)진영기업,029950,32820871,30922575,31133864,31142910,6865759,3945098,4630582,3142123,7082685,4974491,5221758,5065438,25738186,25948084,25912106,26077471,12674888,11032038,10639940,10165050,12217096,10646638,10205662,9689646,0,0,0,0,6400000,6400000,6400000,5000000,0,0,0,0,2296350,1547946,2358360,1693431,0,0,0,0,20145983,19890537,20493924,20977859,4673725,2501108,2304824,1493775,14591917,13210678,14562372,11965275,216926,1029393,591177,1923315,989801,1059818,1060681,1157822,16765059,14120763,16548076,13828983,2173142,910085,1985704,1863708,1183341,-149732,925023,705885,521797,-255447,603387,483936,618565,-748404,810415,-664929,303587,259526,234706,196790,4.63,4.06,3.67,3.45,25481061,25672675,25636697,25721521
(주)진영디앤씨,040311,,,21288387,32047759,,,3700082,17195113,,,21090088,31863527,,,198299,184231,,,22725914,32591028,,,15963903,25809274,,,6690000,6690000,,,14768775,20797803,,,0,0,,,640794,358842,,,0,0,,,-1437527,-543269,,,165758,13918314,,,3909703,24185218,,,17390005,14668415,,,2522633,2936933,,,4425588,28913184,,,515885,4727965,,,-2006748,1791032,,,-2430774,894258,,,629371,-281951,,,531153,1066338,,,2.48,4.36,,,45762,31693
(주)진영베아링,029537,24929536,25585030,25896463,25663892,9933440,8936658,7887492,7600492,18135540,18748074,18311234,17705836,6793996,6836956,7585229,7958057,16497504,16838355,19716420,19020177,16318629,16609052,18394325,17821205,0,16660,1099240,1027680,12768841,12831578,12935000,12520631,0,0,0,0,255157,388980,56928,91729,1195286,1137500,1158000,847000,8432032,8746675,6180043,6643715,6061536,5712892,6527367,6387377,30794986,32049897,31849252,25139327,8202100,9811417,10423741,10105344,3637953,3200867,3170660,2721054,36096156,36663400,33576183,29111879,5301170,4613503,1726931,3972552,1663217,1412636,-1443729,1251498,351931,314643,-2566632,463673,-151692,133823,-332052,34801,1276425,1060336,1197185,864474,9.79,8.28,8.85,6.18,6143370,6081912,7113771,7278195
(주)진영식품,039509,20789004,25470606,24497057,23912813,5707945,6096036,7290198,5796605,10164730,10742284,11757052,8072689,10624274,14728322,12740005,15840124,15498177,18422974,20254482,18879492,12448764,13070677,15353029,10502385,2049413,3341321,3138465,7593651,8539186,7556771,8868221,0,0,0,0,0,95484,191283,711464,661972,95188,36000,219834,0,5290827,7047633,4242575,5033320,5472220,5673957,5601616,5090614,30880585,40499810,38746715,37293009,4456785,4646248,4466854,2276084,2187785,2823782,2921097,3137402,35748966,46566475,43779263,40380788,4868380,6066666,5032548,3087779,2680595,3242884,2111450,-49623,1538013,1756806,1418121,-284410,24749,95799,520181,-49492,840328,933323,895901,567584,7.14,7.59,6.9,5.13,9770105,13305017,11100324,13269427
(주)진영이노텍,061453,9230139,8742328,17741266,21875908,6428580,4788986,10353277,9089638,6986245,5484124,11520862,10571819,2243894,3258204,6220403,11304089,7419074,5364396,13031836,17531436,7358487,5199290,11461836,12579363,0,0,1570000,4942400,4502000,1100000,9227664,9915084,0,0,0,0,781557,520295,270570,357488,500000,500000,500000,500000,1811065,3377932,4709429,4344472,4332963,3918005,5673616,3219090,8599013,10795079,9274910,8159973,557665,695139,1167585,1482181,389488,1505732,1419088,1727787,10615148,15399190,12516685,10048242,2016134,4604111,3241774,1888269,1626646,3098379,1822687,160482,1262516,1566867,1374668,-372739,639553,-261263,-249725,86918,0,0,208993,326528,0,0,3.51,2.48,480622,541554,3308841,8307860
(주)진영이앤씨,056908,38409520,48929575,80323023,54723213,2092837,2695742,15267220,1395747,35169387,45752368,80253648,54531020,3240134,3177207,69375,192193,38053628,48302831,76505627,54668133,37993628,48257831,74171627,51824633,0,0,0,0,33975800,34409500,48354080,28865280,0,0,0,0,11733,3814,77040,134054,971651,9931,599140,0,355892,626744,3817396,55080,643645,1920251,14170567,1131000,388761,8391474,16063676,14436218,33076549,43056626,64986428,53135274,502222,1123464,1544626,2733025,460310,9931105,22926639,14995159,71549,1539631,6862963,558941,-430673,416168,5318337,-2174084,192067,270852,3190652,-4362316,-12784,-7920,73226,57014,0,0,2229852,2155502,0,0,5.39,5.58,0,37172,33405,149285
