구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
주식회사반석건설,061615,17280035,14822480,13469299,10321041,12057296,9767243,8548875,5918305,13076000,10531454,9099832,6472897,4204035,4291026,4369467,3848143,10502801,10287088,7088417,3890190,7230801,8702088,5533417,3820190,3189000,1500000,1500000,0,1406263,1864000,1996201,2857650,0,0,0,0,33478,1548831,11428,20774,0,0,0,0,6777233,4535392,6380881,6430850,1835881,2019732,114256,449926,13100728,22898039,18884765,10416651,1018704,764211,550957,554592,271573,270782,257284,294431,13497950,24046502,20961682,12492894,397223,1148463,2076917,2076243,125649,877680,1819633,1781812,1220726,-2241841,1844467,52677,-13098,1515353,-1537403,9346,123930,1292771,1001841,250251,5.39,24.72,16.89,5.65,2228,21821,5008,2763
주식회사반석모터스,058830,7569828,7473392,7563276,7867210,63755,248943,510541,920218,172194,324352,552936,971901,7397634,7149040,7010340,6895309,10018679,11005210,11093322,10644774,9940347,10900252,733391,884168,0,0,0,0,6711301,6709702,0,0,0,0,0,0,59239,16230,147072,29902,4000,40764,50125,584347,-2448851,-3531818,-3530046,-2777564,0,41950,61909,55668,1578178,2256606,2148213,2869435,108439,75409,42395,51683,487297,373366,410747,413585,2375704,3148642,3175507,4303786,797526,892036,1027294,1434351,310229,518670,616547,1020766,-2183691,-1082967,429330,752482,51425,-43010,130842,-117170,738214,1704946,204315,220660,10.28,25.41,6.09,0,7397634,7149040,7010340,6895309
주식회사반월랜드마크피에프브이,065972,,,29546808,28968069,,,18799751,9264047,,,18799751,9264047,,,10747056,19704022,,,292248,408254,,,292248,408254,,,0,0,,,0,0,,,0,0,,,5661934,5600806,,,13000000,500000,,,29254560,28559815,,,0,0,,,0,0,,,0,0,,,1501560,964965,,,0,0,,,0,0,,,-1501560,-964965,,,-1345440,-694744,,,5661934,-61128,,,0,0,,,0,0,,,10683910,19637719
주식회사반월시화에코클러스터피에프브이,069740,,,,17525306,,,,1114988,,,,1114988,,,,16410318,,,,1010000,,,,1010000,,,,0,,,,0,,,,0,,,,842008,,,,0,,,,16515306,,,,0,,,,0,,,,0,,,,444952,,,,0,,,,0,,,,-444952,,,,-441694,,,,-16114992,,,,2,,,,0,,,,16410318
주식회사반포골프백화점,026333,12492156,12405916,11900023,,4418842,3903689,3647662,,6153731,5960075,5745247,,6338425,6445840,6154776,,2585156,2708999,2559129,,2129156,2432999,2397879,,0,0,0,,0,0,0,,0,0,0,,923348,474163,203569,,3000000,3000000,3000000,,9907000,9696916,9340894,,49775,16775,45143,,6622699,6626174,5848380,,1734889,2056386,2097585,,2219309,1997927,1870674,,8735616,8139339,7056162,,2112917,1513165,1207782,,-106392,-484762,-662892,,226778,-210084,-356022,,-795958,-449185,-270594,,0,0,0,,0,0,0,,5511566,5618981,5327917,
주식회사발렉스특수물류,043630,20957525,18662679,24934233,23673448,11127928,8589102,11125935,8096973,11127928,8589102,11300395,8096973,9829597,10073577,13633838,15576475,14731066,12037844,17623951,17038142,13143335,10828133,11880855,11390932,900000,600000,0,0,10730000,8480000,8120000,8638763,0,0,0,0,6528885,4306681,3964038,3405067,0,0,1606000,586000,6226460,6624836,7310282,6635306,2645284,2751994,3853828,3394329,0,0,5916543,1814384,0,0,174460,0,29835878,32669544,34580958,38504844,32094519,34293783,42824553,42382361,32094519,34293783,36908010,40567976,2258641,1624239,2327052,2063132,1625170,544620,1419840,748310,2306743,-2222204,-342643,-558971,824798,897088,956553,1057694,7.62,8.42,8.5,7.91,6146107,5873931,8360613,9008718
주식회사발리비아스뿌띠코리아,057350,23314233,24164138,,,22768714,23638406,,,22768714,23638406,,,545519,525732,,,23752664,25184855,,,20052664,21484855,,,3700000,3700000,,,19917498,19917498,,,0,0,,,25769,20907,,,0,0,,,-438431,-1020717,,,0,0,,,0,0,,,0,0,,,286501,194336,,,0,0,,,0,0,,,-286501,-194336,,,5297,-582286,,,11179,-4862,,,2251265,1417050,,,11.34,6,,,1420,1633,,
주식회사방주,014701,97341486,101045099,121684352,122896932,21833993,20348470,29364282,16042982,24692365,23594139,31828393,19581327,72649121,77450959,89855958,103315605,59787845,59303740,77801116,74701290,45698548,41812815,51024899,42346404,9755300,10151600,15964300,18648050,23472774,20293931,22594704,22211844,0,0,0,0,2008287,499000,3642956,1280000,2154400,2641000,2081000,771000,37553641,41741359,43883236,48195642,13029078,10782074,20330622,11075956,41277097,45755404,93438260,116348915,2858372,3245669,2464111,3538345,4343775,6077821,5184784,8886755,48088878,55055419,108220777,133668178,6811781,9300016,14782517,17319263,2468006,3222194,9597733,8432508,1851969,2847267,4170198,4137538,1601268,-1502222,3143956,-2362956,2184984,2559624,2823018,2569908,5.3,6.13,6.09,4.96,38280033,40573598,51650746,58845555
주식회사방태,053986,17176382,15900378,17305408,18424338,10214181,9631464,11566365,12917808,10214181,9641755,11569012,12942231,6962201,6258622,5736395,5482107,7627785,7116476,8117196,8947233,6625570,5720556,7348395,6987417,833300,1213200,112653,1431130,5267959,4428000,5318167,1400000,0,0,0,0,156295,2006368,440591,1791626,487572,459072,15102,10000,9548597,8783902,9188212,9477105,3899866,4828906,3745682,3677766,9718562,13076362,10311081,9960205,0,10292,2647,24423,1354769,1325563,1100363,828460,11445762,15422357,12039017,11129000,1727200,2345994,1727936,1168795,372431,1020431,627573,340334,314814,735306,404309,288893,-1032468,1850073,-1565777,1351034,731910,794015,729951,711926,15.79,12.38,11.49,9.83,5201655,4763314,4285354,3978244
주식회사배상면주가,029697,21655786,20470631,18960545,19414306,5056568,5096733,6174064,7538151,8170026,8058765,8439453,9973843,13485760,12411866,10521093,9440463,5302866,6209877,5165858,8333034,2694870,4102501,2989955,2093854,1900000,1400000,1400000,5200000,0,500000,1000000,0,0,0,0,0,1735864,1532818,3300732,1759363,0,350000,30000,0,16352920,14260754,13794687,11081272,3095257,3075793,2522395,1457301,10323176,9912463,9114829,8446523,3113459,2962032,2265389,2435693,9948468,8914833,5871745,6492923,17504150,16890296,14612709,13558660,7180975,6977833,5497879,5112136,-2767493,-1937000,-373865,-1380787,-2916434,-2088481,-269196,-2713415,-34973,-203046,1767914,-1541368,26882,61915,100163,184298,2.83,2.88,4.17,4.73,10078407,8701355,7735375,7108883
주식회사배성네트웍스,057387,106399121,92705037,,,33244565,22454129,,,33244565,22454129,,,73154556,70250907,,,117880767,120253131,,,86759588,89294429,,,22240000,21680000,,,447300,557300,,,19000000,19027520,,,1751802,193417,,,0,0,,,-11481646,-27548095,,,662092,331167,,,18697969,12298128,,,0,0,,,11358536,7942458,,,23426350,16580324,,,4728381,4282197,,,-6630155,-3660261,,,-12687438,-16059996,,,564361,0,,,6166545,3289533,,,7.81,3.54,,,72510226,70097147,,
주식회사백두그룹,066725,,,17639424,20236915,,,180837,14556,,,180837,14556,,,17458587,20222358,,,19181227,26001374,,,19181227,25967708,,,0,0,,,19062000,19593637,,,0,0,,,124529,11452,,,0,0,,,-1541803,-5764460,,,0,0,,,0,0,,,0,0,,,525365,516167,,,0,0,,,0,0,,,-525365,-516167,,,-1591803,-4222657,,,124529,-113077,,,1069003,3706225,,,11.22,19.18,,,17438587,20222358
주식회사백산산업,044264,11489979,11508518,11335199,11372510,508595,583738,431920,631522,508595,583738,431920,631522,10981384,10924780,10903279,10740989,9244334,8816306,8285796,7796753,6808890,6279175,6078820,5711449,90000,90000,90000,50000,6648324,5982890,5901319,5498403,0,0,0,0,47837,70343,98684,84095,200000,200000,200000,200000,2245645,2692212,3049403,3575757,262559,256704,72943,87185,0,0,0,0,0,0,0,0,838753,814910,825416,834619,1633135,1605113,1577955,1652390,1633135,1605113,1577955,1652390,794382,790203,752539,817771,455044,446567,357191,526353,-30131,22506,28342,-14590,297927,275856,276616,224168,4.3,4.31,4.59,3.89,10657690,10601087,10579585,10417295
주식회사백산이엔씨,067462,,,12388073,14624136,,,10232203,12135175,,,10486851,12381607,,,1901221,2242530,,,2423817,3505507,,,1443383,2588398,,,245000,240000,,,0,0,,,0,0,,,4684309,3562703,,,0,0,,,9964256,11118629,,,5462673,7019721,,,44297520,31097893,,,254648,246432,,,1004297,1036971,,,48688628,34087755,,,4391108,2989862,,,3386811,1952892,,,2845275,1154478,,,1057721,-1121606,,,61614,22143,,,50.3,9.13,,,62951,837189
주식회사백상종합건설,053294,,,5091042,,,,3639569,,,,4625424,,,,465618,,,,2916527,,,,1845924,,,,827728,,,,1352000,,,,0,,,,1236549,,,,14514,,,,2174515,,,,2382080,,,,11745074,,,,985855,,,,1480018,,,,13653749,,,,1908675,,,,428656,,,,275217,,,,605656,,,,381290,,,,17.49,,,,66120,
주식회사백송종합건설,014715,32829278,31352025,26026952,,10496524,11127555,12126910,,24184596,24485876,25485230,,8644681,6866149,541721,,21096405,18387052,14618482,,19196405,16487052,14518482,,0,0,0,,9068161,6495000,4910000,,0,0,0,,312738,42831,23836,,0,0,0,,11732872,12964973,11408469,,220000,220000,220000,,452329,347502,0,,13688072,13358321,13358321,,1206474,842609,712980,,633171,673915,86146,,180842,326413,86146,,-1025632,-516196,-626835,,-1537652,1232101,-1556503,,40360,-269907,-18995,,713665,549321,279986,,7.98,7.06,4.91,,2235115,936774,475512,
주식회사백암,070800,,,,21059744,,,,270110,,,,270110,,,,20789635,,,,2557609,,,,149069,,,,1455540,,,,0,,,,0,,,,55950,,,,0,,,,18502135,,,,200702,,,,0,,,,0,,,,660901,,,,522029,,,,522029,,,,-138872,,,,-165671,,,,55950,,,,26040,,,,3.58,,,,20789635
주식회사백영,028006,31444229,44205486,48961707,49009682,310405,458428,535010,537360,310405,458428,535010,537360,31133824,43747058,48426698,48472322,3061529,5901380,6745787,6594204,1648229,4199180,5327587,5121204,0,0,0,0,1500000,1000000,5150000,4950000,0,0,0,0,164061,248183,212486,64719,0,0,0,0,28382700,38304106,42215921,42415478,135244,196923,103133,148683,0,0,0,0,0,0,0,0,1809678,1971746,2224738,2571375,2584517,2888621,2741391,2809211,2584517,2888621,2741391,2809211,774838,916875,516652,237836,703040,9921406,3911815,199557,-56818,84122,-35697,-147767,0,0,123306,122496,0,0,4.01,2.43,31131366,43744600,48423919,48468404
주식회사백옥생,066191,,,12802748,15353649,,,5349863,6658156,,,7136522,7783717,,,5666226,7569933,,,12128828,14638314,,,9300711,11807851,,,2150000,2150000,,,5140298,9810685,,,0,0,,,2784,17359,,,22970,144995,,,673920,715335,,,6002984,6359253,,,6099308,4339008,,,1786659,1125561,,,3697353,3095711,,,10153932,7841193,,,4054624,3502186,,,357271,406475,,,225772,41414,,,-57708,14575,,,88763,573602,,,2.44,5.96,,,3804350,3657399
주식회사뱅가즈,064914,,7150893,6476153,,,678348,38113,,,678348,38113,,,6472546,6438040,,,6747006,6869344,,,6747006,6802244,,,0,0,,,5883500,5851000,,,0,0,,,625179,2196,,,0,0,,,403887,-393192,,,24293,23145,,,0,0,,,0,0,,,134045,172966,,,23056,77731,,,23056,77731,,,-110989,-95235,,,-550461,-652674,,,522477,-622983,,,519605,497642,,,17.66,8.48,,,0,0,
주식회사뱅가즈개발,067300,,,14597313,6606239,,,3422529,2282082,,,3422529,2282082,,,11174784,4324158,,,11391392,5777778,,,8021392,4157778,,,3240000,1620000,,,3023000,2089795,,,0,0,,,20752,5698,,,0,0,,,3205921,828461,,,1087280,8030,,,0,0,,,0,0,,,2861136,1833245,,,3323000,320789,,,3323000,320789,,,461864,-1512456,,,-341391,653877,,,-15235,-15055,,,591725,316023,,,12.25,4.64,,,10770237,3269620
주식회사뱅뱅어패럴,017871,128425746,139583728,130557902,130921437,25694891,32638713,30091938,28341700,86329496,95872125,83487039,79562963,42096250,43711603,47070863,51358474,101416464,109740739,95751311,89988464,93001166,98865669,81606203,71967588,953820,2411420,4820000,7520000,51390360,50418172,51028402,44386245,0,0,0,0,38794,849312,741548,982665,340000,2440000,2940000,3475000,27009282,29842989,34806591,40932973,20401448,23969272,20368183,17673249,78668590,81319289,81122662,87827989,60634606,63233412,53395102,51221262,71496911,69169215,75413807,77809855,158489891,158453429,164521963,174427942,79821301,77134140,83399301,86599953,8324390,7964925,7985493,8790098,2363282,2833707,5081378,6126382,-341376,810518,-107764,241117,3367922,4384494,3233673,2072328,6.31,8.22,5.87,3.82,24827428,24491381,26588699,30134893
주식회사버티비전,056699,60382007,38339581,31205073,30948658,14403608,15059881,4013470,4255603,14440458,15075871,4037624,4284545,45941549,23263710,27167449,26664113,46187910,25213301,16807568,16630646,43940477,23272372,16447889,16160308,1970620,1546620,0,0,42076128,21176501,12842919,14242919,0,0,0,0,114208,104262,521592,155335,0,0,0,0,14194097,13126280,14397505,14318012,10860,30529,92353,55355,1349119,5921812,5833835,6349071,36850,15989,24153,28942,5465621,1110555,924510,945124,5611592,6859968,6881504,8277796,4262473,938156,1047669,1928725,-1203148,-172399,123159,983602,-2628202,62310,-581380,-79493,-61888,-9946,417330,-366257,1435112,139272,785124,1100009,3.68,0.41,4.35,8.12,22316371,21405345,23568830,22998413
주식회사범구,043849,21332435,23608438,22168064,23087043,5927698,6884732,4512258,5827473,7315387,9429054,7699848,8664656,14017048,14179383,14468216,14422386,14096799,15792304,13816629,14065673,13648743,15467026,13450273,13730065,0,0,0,0,9700000,9593000,10379000,10000000,0,0,0,0,18460,373,430,298,35000,31177,254772,419315,7235636,7816133,8351436,9021370,4783616,5628469,3229248,4037231,10650885,10887831,12772438,13922688,1387689,2544322,3187590,2837183,1079208,1225518,1124287,1303040,12231529,12915078,14843945,16074901,1580644,2027247,2071507,2152213,501437,801728,947221,849173,76536,256221,205694,517057,-54351,-18087,57,-132,668723,699809,620410,503961,7.16,7.25,6.21,4.95,10270095,10485791,10724176,10784163
주식회사범서산업개발,049045,9830274,9821611,9805726,9558682,12074,15492,12449,13727,9556684,9560102,9557059,9558337,273590,261509,248667,345,8067112,8212473,8353913,8037551,7675834,7789195,7998635,7650273,0,0,0,0,7661148,7775148,7984148,7634148,0,0,0,0,2817,6223,4748,5566,0,0,0,0,1763162,1609138,1451813,1521131,1650,1650,0,0,0,0,0,0,9544610,9544610,9544610,9544610,195052,173222,177735,172874,3918,18900,15720,15000,3918,18900,15720,15000,-191134,-154322,-162015,-157874,-191113,-154024,-157325,69318,-3199,3406,-1475,818,0,0,0,0,0,0,0,0,273530,261449,248607,285
주식회사범아엔지니어링,017873,17451407,19186148,19476734,18454124,12059606,14388533,15054290,14131988,12059606,14388533,15054290,14131988,5391800,4797616,4422444,4322135,8023471,9721214,9812094,8612478,5080343,6463968,6886139,5097041,2315000,2216642,1686650,1156658,2287956,3723155,4104254,1850000,0,0,0,0,1201342,1353128,157409,2248174,1000000,800728,1000000,0,9427936,9464935,9664639,9841645,7430488,10256005,9940876,6938828,20381475,14563552,16541777,17191429,0,0,0,0,3610280,2667391,2080273,2023123,24248664,17595794,18787221,19349284,3867189,3032242,2245444,2157855,256909,364851,165171,134732,85658,36976,206134,177006,44621,151787,-1195719,2090765,304708,447061,443600,339818,7.98,8.08,6.96,6.26,1849506,1618828,1413986,1736356
주식회사범아자원개발,061561,11858821,11908668,,,152449,6784,,,152449,6784,,,11706371,11901884,,,6062476,6389202,,,8856,20039,,,6053620,6360260,,,0,7715,,,0,0,,,45426,1164,,,0,0,,,5796345,5519466,,,0,0,,,0,0,,,0,0,,,202510,275050,,,0,0,,,0,0,,,-202510,-275050,,,-206779,-276879,,,-144243,-44261,,,1019,56,,,0.03,0,,,11702,6424,,
주식회사범어세인트웨스튼호텔,067916,,,39902288,69043342,,,2149191,5889258,,,13605829,20511081,,,26296458,48532260,,,44013682,73644116,,,12041923,73192932,,,31940000,0,,,7021411,7200381,,,0,0,,,887945,7660,,,833756,831426,,,-4111394,-4600774,,,0,4808961,,,0,6429426,,,11456639,14621824,,,1755316,3854898,,,0,12296133,,,0,5866707,,,-1755316,2011809,,,-4083621,-489380,,,887292,-880285,,,2314796,2473021,,,11.88,6.57,,,26246458,48482260
주식회사범우,017874,37044109,35673251,42948736,52911679,11650304,10118698,10465901,19654824,15694938,14930891,15871515,25509151,21349171,20742360,27077221,27402527,7725338,7572554,9508186,14289459,6998892,6629860,8332425,13057719,0,0,0,0,0,0,0,0,0,0,0,0,2398925,1142304,819359,4098982,2000000,500000,576060,500000,29318772,28100697,33440549,38622220,7521364,8416360,9104687,15057696,38409913,45160206,46091601,52592588,4044634,4812192,5405614,5854328,5230701,4584492,4811339,6221705,47886385,51318740,56860525,66673735,9476472,6158534,10768924,14081147,4245771,1574042,5957585,7859442,4688396,822172,6357369,7560950,-770490,-1256621,-322945,3279624,0,0,17921,832,0,0,0,0,4744879,4645024,4564295,4558959
주식회사범우,039801,21517329,23425592,27953928,26414630,4490708,4280478,6192854,6137155,14314052,16592745,17575135,17306235,7203277,6832847,10378793,9108395,14343790,15825677,16022385,14348253,10201290,12154845,11406849,13181576,1937500,1945832,1265931,1058677,6274152,6289214,4247926,5503165,0,0,0,0,1069077,361651,1696675,363109,342271,284769,272262,304140,7173540,7599915,11931543,12066377,3044553,3546112,4057723,5328652,30086458,34175810,29756889,27852759,9823344,12312267,11382281,11169080,1420493,1512629,1174976,1179148,33333278,37554623,31917814,29828604,3246819,3378812,2160925,1975845,1826326,1866183,985949,796697,919150,426376,398779,389234,19960,-707426,1335024,-1333565,616296,666027,705939,559506,6.05,5.69,6.38,5.64,5637099,5554463,9055448,7443828
주식회사범우케미칼,062903,,15115875,13084952,13105007,,10518039,7635347,7781790,,10936305,8071798,8202493,,4179570,5013154,4902514,,8184167,6984699,6432175,,6160032,6820550,6272839,,2000000,100000,0,,0,1500000,1000000,,0,0,0,,1915741,822347,1390512,,2157355,1388000,988000,,6931708,6100253,6672832,,6461643,5485176,5410623,,15236814,15357725,15189975,,418265,436450,420703,,2127193,2332707,2356735,,19912995,19204042,18865203,,4676181,3846317,3675227,,2548988,1513610,1318492,,2105370,1190643,1072579,,1578809,-1093394,568165,,57726,99181,60620,,5.77,5.51,4.66,,3705068,4522145,4420958
주식회사범진,062098,8835105,5813470,,,1813952,2008421,,,3700499,2008421,,,5134607,3805049,,,8200949,10274658,,,7593849,10232178,,,607100,0,,,4058700,0,,,0,0,,,3781,35892,,,13192,0,,,634156,-4461188,,,1380155,420885,,,6090925,14003681,,,1886547,0,,,378484,625603,,,7109215,12583530,,,1018290,-1420151,,,639806,-2045754,,,150016,-3173284,,,-12147,32110,,,435456,1097580,,,18.67,47.05,,,5064056,3631888,,
주식회사범한,068794,,,,18640368,,,,771784,,,,771784,,,,17868583,,,,16626357,,,,3633149,,,,11235000,,,,3180728,,,,0,,,,103106,,,,3000,,,,2014011,,,,21999,,,,0,,,,0,,,,570371,,,,1004468,,,,1004468,,,,434097,,,,14011,,,,103106,,,,354225,,,,4.86,,,,17580513
주식회사범한배관,071348,,,,10858493,,,,5485581,,,,5485581,,,,5372912,,,,5570737,,,,2713815,,,,0,,,,1688595,,,,0,,,,273085,,,,1000000,,,,5287757,,,,3612436,,,,11214231,,,,0,,,,2120695,,,,16978529,,,,5764297,,,,3643602,,,,2811866,,,,-1083185,,,,49620,,,,5.88,,,,5166884
주식회사베가,017876,13382129,11490365,7124261,6022823,2322352,1727792,1075057,515137,10131753,6204116,2645831,2057852,3250376,5286250,4478430,3964971,10120867,10031751,10397122,4460143,8287100,8446287,10112135,611064,1498500,1189567,0,0,4821345,6213645,8352342,0,0,0,0,0,10044,80813,408288,91541,14000,0,0,0,3261262,1458615,-3272861,1562680,2289594,1699436,676395,435002,7498333,9459365,7404854,3496585,7809400,4476324,1570774,1542716,1270566,1345155,1468090,657839,9297672,6689938,4580858,3450994,1799339,-2769427,-2823996,-45591,528774,-4114582,-4292086,-703430,113282,-4180083,-4731476,405177,-64758,70769,327474,-316746,488750,502867,437807,287543,5.93,6.17,5.34,6.89,3139182,5207835,4405440,3892336
주식회사베니온,070985,,,,11906187,,,,3412028,,,,3906775,,,,7999412,,,,8921441,,,,5105644,,,,3596000,,,,1929135,,,,0,,,,159167,,,,0,,,,2984746,,,,3674478,,,,16464093,,,,494747,,,,2030207,,,,18521124,,,,2057032,,,,26825,,,,-159653,,,,68036,,,,179336,,,,6.49,,,,6804586
주식회사베스콘,011452,32619043,34726350,38685379,43026895,12871053,15182780,18990302,20576544,15258229,17058774,20630415,22607416,17360814,17667576,18054964,20419480,19876291,21356229,24381625,28014615,15372839,16598048,18559192,21280631,0,0,500000,187500,7433120,7156000,7606000,15195000,0,0,4650000,0,1393259,5779,88071,5599,32064,32064,57064,46065,12742751,13370121,14303754,15012281,13496144,16144079,22169353,22294673,7842698,8143240,8453200,7433946,2387176,1875994,1640113,2030872,4849081,6034154,6593877,6774295,14940786,17141890,19385586,15827926,7098088,8998650,10932387,8393980,2249007,2964496,4338510,1619685,123978,712735,958383,708527,1333037,-1387480,82292,-82472,1492669,1709046,1854390,1405120,11.6,11.74,12.41,8.88,16455894,16701423,16696340,19206259
주식회사베스타골프,053206,8083356,8026771,8074427,7767055,62898,75427,13091,16393,68175,79585,13091,18643,8015181,7947186,8061336,7748412,9611738,9961102,10336493,10321571,2741738,1661102,4336493,4321571,6870000,8300000,6000000,6000000,950823,1523870,4093679,4179758,0,0,0,0,7423,16586,1319,5417,50000,50000,0,0,-1528381,-1934331,-2262067,-2554516,4357,8194,6476,9973,41918,37192,32594,7877,5277,4158,0,2250,624398,542728,585262,740313,504249,506600,620438,682007,462331,469408,587844,674130,-162067,-73320,2582,-66183,-489999,-405950,-327736,-292449,-820,9163,-15267,4099,328731,334282,337337,229379,3.39,3.46,3.39,2.26,8012181,7944186,8061336,7748412
주식회사베스트브라이덜코리아,056741,8527819,8300589,7714699,7589196,1515319,1838089,1802199,2226696,1515319,1838089,1802199,2226696,7012500,6462500,5912500,5362500,9986301,9941778,7400193,5419131,905281,1179334,788443,697229,9081020,8762444,6611750,4721902,0,0,0,0,0,0,0,0,1470077,1832385,1796439,2047460,0,0,0,0,-1458482,-1641190,314505,2170064,28673,0,0,173443,0,0,0,0,0,0,0,0,1192964,1253719,1253203,1285864,1811067,1836000,1864050,1892100,1811067,1836000,1864050,1892100,618102,582281,610847,606236,-588773,-182708,1955695,1855559,-31498,362308,-35945,251021,212782,191981,183981,123335,2.15,1.94,2.13,1.94,0,0,0,0
주식회사베스트토요타,066899,,,,60945742,,,,4476982,,,,11436453,,,,49509290,,,,25492039,,,,3792844,,,,21219290,,,,0,,,,0,,,,2181459,,,,0,,,,35453704,,,,257016,,,,49308834,,,,6959471,,,,9063374,,,,54594118,,,,5285283,,,,-3778090,,,,-921385,,,,2181459,,,,703176,,,,6.47,,,,27341293
주식회사베어링아트,062911,,19046263,92433729,154497540,,17467705,13979803,13051600,,18997216,27470735,35217397,,49046,64962994,119280142,,16741292,91136722,162464990,,4532833,45934340,100208477,,11827876,44114948,60236700,,3000000,19000000,75000000,,0,0,0,,9489144,1874634,1942593,,0,0,0,,2304971,1297007,-7967450,,0,10864645,8687268,,0,26176257,127980599,,1529511,13490932,22165797,,475841,4040944,15057722,,0,29376440,135909635,,0,3200183,7929036,,-475841,-840760,-7128686,,-695029,-1007964,-9264457,,9489144,-7614510,-69550,,256781,466353,3722898,,3.46,1.2,3.75,,47546,64001494,118077842
주식회사베어코리아,048616,75456682,27448960,1200934,,18908213,7295509,1200934,,75456682,27448960,1200934,,0,0,0,,104618847,76980482,55803632,,101560089,74508415,55803632,,0,0,0,,41799437,14071061,0,,0,0,0,,11989,18,261,,0,0,0,,-29162164,-49531522,-54602698,,18658070,6091975,798385,,0,0,17711384,,56548470,20153452,0,,6010121,16088009,111538,,14270,8810,13287157,,14270,8810,-4424227,,-5995851,-16079199,-4535765,,-8771080,-20369357,-5071176,,-1095852,-11971,243,,2871667,4431716,274716,,8.38,15.86,3.9,,0,0,0,
주식회사베어포트리조트,071215,,,,22487760,,,,4162968,,,,4162968,,,,18324791,,,,17714085,,,,3214085,,,,14500000,,,,3166174,,,,0,,,,822689,,,,0,,,,4773674,,,,0,,,,0,,,,0,,,,141858,,,,0,,,,0,,,,-141858,,,,-140620,,,,822379,,,,0,,,,0,,,,18324791
주식회사벡셀,058228,38360019,34752987,33560495,33951516,10582551,11093922,6726401,7713365,17179130,16990129,13325358,13231167,21180889,17762859,20235137,20720349,21318405,16020427,15052310,14573829,20552102,15256427,14055129,13485890,209000,0,0,0,12330000,9100000,8930000,8460000,0,0,0,0,1161652,2521057,303407,234937,678021,1425916,372570,273422,17041614,18732560,18508185,19377687,9056856,7445413,5130590,5024708,19749620,30523218,27061615,30654322,6596579,5896207,6598957,5517802,5748343,9311623,8574699,8331489,26653408,40957111,36289129,40342102,6903788,10433893,9227514,9687780,1155444,1122270,652815,1356291,616940,1690946,80847,869529,-107688,1359405,-2217650,-68470,503466,729954,469020,325829,7.95,6.71,5.2,3.75,20549733,17485232,20017571,19858318
주식회사벡터코리아아이티,064879,,11253359,6814318,,,10178566,5740904,,,10178566,5740904,,,1074793,1073415,,,4304779,2895764,,,4304779,2895764,,,0,0,,,0,0,,,0,0,,,4870334,1760946,,,0,0,,,6948579,3918554,,,5361008,4018792,,,7982641,8013120,,,0,0,,,2725165,3263222,,,13771204,14515869,,,5788563,6502749,,,3063399,3239527,,,2503666,2829975,,,1390582,-3109388,,,0,0,,,0,0,,,190167,156798,
주식회사벡테크,069352,,,,9673302,,,,815370,,,,1265964,,,,8407337,,,,10977531,,,,4282216,,,,6625300,,,,300000,,,,0,,,,7473,,,,0,,,,-1304230,,,,427030,,,,1332123,,,,450594,,,,827701,,,,1170774,,,,-161349,,,,-989050,,,,-1124115,,,,-6076,,,,106072,,,,2.57,,,,8397057
주식회사벡텔글로벌,044227,10928815,6468943,,,1804347,2165374,,,10687427,6131317,,,241388,337625,,,16388695,12790009,,,5770901,953480,,,10577794,11601030,,,200000,0,,,0,0,,,416004,209920,,,0,0,,,-5459880,-6321067,,,897941,1935394,,,1033242,4917137,,,8883080,3965943,,,896513,386879,,,1276289,4497152,,,243047,-419985,,,-653466,-806864,,,-2704484,-585587,,,157098,-206085,,,115381,12390,,,0.96,0.11,,,169149,165386,,
