,구분,이자보상배율2016,영업이익2016,차입금의존도2016,총자본증가율2016,유동자산증가율2016,매출액증가율2016,순이익증가율2016,영업이익증가율2016,매출액순이익률2016,매출액총이익률2016,자기자본순이익률2016,총자본순이익률2016,매출원가 대 매출액비율2016,매출채권회전률2016,재고자산회전률2016,총자본회전률2016,유형자산회전율2016,부채비율2016,유동비율2016,자기자본배율2016,당좌비율2016,비유동비율2016,순운전자본비율2016,현금비율2016,부채2016,자산2016,매출액2016,부채/현금흐름2016,유동부채2016,유동자산2016,매출/현금흐름2016,차입금평균이자율2016,정상기업여부
0,(주)G1네트웍스,999999999,1301,10.58,-2.3,-0.35,5.65,0,0,0.86,22.54,2.77,0.74,77.46,6.36,82.12,0.86,1.66,265.66,143.4,1570.76,138.66,262.38,8.55,26.9,12518624.0,17230909.0,14922818.0,4.99,3393943.0,4866998.0,4.19,0.0,1
1,(주)HM금속,-2.07,-5887235,0,-17.04,-23.62,-11.64,0,0,-20.43,-10.34,0,-17.99,110.34,8.55,42.15,0.88,1.1,0.0,8.27,0.0,6.89,0.0,-149.27,0.03,68794189.0,41984395.0,40770277.0,-1.93,68316897.0,5647777.0,-3.26,12.9,0
2,(주)JBM,1.16,311374,47.86,-5.49,-16.64,2.94,0,0,0.59,11.13,7.04,0.65,88.87,16.25,6.08,1.1,2.17,803.02,82.32,151.46,37.61,596.31,-7.3,0.92,10946016.0,12309117.0,13966736.0,3.18,5079001.0,4180867.0,2.49,4.32,1
3,(주)KH엘텍,-5.43,-1317961,40.92,23.37,136.43,12.32,0,0,-5.37,2.79,-52.69,-9.09,97.21,12.04,14,1.69,2.43,764.24,45.69,28.39,30.16,538.97,-44.74,5.22,15428995.0,17447861.0,26727886.0,5.99,14373268.0,6566730.0,3.46,3.49,0
4,(주)S-Tech,6787.88,108606,0.01,11.19,155.08,787.73,0,0,12.19,59.99,6.58,6.13,40.01,13.55,25.72,0.5,0.6,9.46,305.95,1564.98,248.7,87.74,13.35,144.08,1479886.0,17129639.0,8177440.0,-100.25,1110705.0,3398167.0,-18.14,3.2,1
5,(주)TS푸드앤시스템,-2.52,-489799,49.44,26.87,51.08,1.77,0,0,-2.5,23.64,-24.89,-4.98,76.36,21.3,20.66,1.99,3.98,513.08,67.94,55.68,49.65,406.18,-15.93,23.97,12186960.0,14562202.0,25901063.0,1.63,7233933.0,4914409.0,0.77,3.41,0
6,(주)가겐투안,-2.35,-94594,8.27,3.49,32.87,23.09,0,0,0.02,4.92,0.04,0.03,95.08,13.92,0,1.07,415.13,37.25,61.59,2397.35,61.59,119.32,-8.15,21.21,4465584.0,16452336.0,17387816.0,2.11,3490081.0,2149456.0,0.54,2.85,0
7,(주)가경디앤씨,-0.08,-87158,137.23,3.46,3.61,0,0,0,0,0,0,-2.24,0,0,0,0,0.0,0.0,191.45,0.0,176.78,0.0,45.8,0.05,85561554.0,56326054.0,0.0,-0.01,28208023.0,54003688.0,0.0,1.49,0
8,(주)가든파이브라이프,999999999,-256578,0,18.68,14.22,1.39,-18.46,0,0,0,0.48,0,0,0,0,0.93,409.73,13266.16,114.76,163.27,114.76,3650.84,9.35,49.13,10829564.0,10911197.0,9397487.0,17.74,6910759.0,7930905.0,20.44,0.0,0
9,(주)가야포징,-1.71,-1910816,97.06,7.65,56.3,31.93,0,0,-28.35,-14.47,0,-9.57,114.47,10.94,5.74,0.34,0.38,0.0,12.24,0.0,5.23,0.0,-87.81,0.06,30360920.0,28205504.0,9185372.0,-4.3,28222872.0,3455767.0,-14.22,3.92,0
10,(주)강앤파트너스,999999999,-313414,0,-1.72,-0.35,-11.02,0,0,-87.77,0,-1.72,-1.69,0,5.86,0,0.02,0.03,1.7,31179.1,2639.83,31179.1,66.78,34.23,23964.32,223807.0,13422946.0,261273.0,-14.78,14783.0,4609206.0,-12.66,0.0,0
11,(주)강원심층수,-2.84,-2299726,87.31,-9.12,-33.37,9.85,0,0,-41.44,30.13,-101.37,-11.57,69.87,8.77,20.01,0.28,0.3,1591.83,8.52,5.42,6.39,1604.75,-55.28,0.87,24138789.0,25655211.0,7521735.0,-2.99,15503290.0,1320458.0,-9.61,3.63,0
