,구분,이자보상배율2016,영업이익2016,차입금의존도2016,총자본증가율2016,유동자산증가율2016,매출액증가율2016,순이익증가율2016,영업이익증가율2016,매출액순이익률2016,매출액총이익률2016,자기자본순이익률2016,총자본순이익률2016,매출원가 대 매출액비율2016,매출채권회전률2016,재고자산회전률2016,총자본회전률2016,유형자산회전율2016,부채비율2016,유동비율2016,자기자본배율2016,당좌비율2016,비유동비율2016,순운전자본비율2016,현금비율2016,부채2016,자산2016,매출액2016,부채/현금흐름2016,유동부채2016,유동자산2016,매출/현금흐름2016,차입금평균이자율2016,정상기업여부
0,(주)HM금속,-2.07,-5887235,0,-17.04,-23.62,-11.64,0,0,-20.43,-10.34,0,-17.99,110.34,8.55,42.15,0.88,1.1,0.0,8.27,0.0,6.89,0.0,-149.27,0.03,68794189.0,41984395.0,40770277.0,-1.93,68316897.0,5647777.0,-3.26,12.9,1
1,(주)JNC하이텍,8.72,1720131,60,-13.5,-5.12,-52.74,83.85,26.06,9.8,22.23,28.69,8.14,77.77,7.52,5.04,0.83,1.34,185.78,206.47,937.54,132.26,176.94,19.64,30.38,10450750.0,16076013.0,14401814.0,16.34,2965442.0,6122847.0,11.86,1.73,1
2,(주)NKG,2.51,1344234,68.11,18.08,68.27,3.92,2.15,-28.25,2.23,16.38,10.31,2.41,83.62,17.58,5.34,1.08,1.74,310.0,99.47,2466.95,45.92,243.45,-0.22,8.22,28800897.0,38091424.0,38002099.0,-1.82,15555673.0,15473745.0,-1.38,2.21,1
3,(주)가경디앤씨,-0.08,-87158,137.23,3.46,3.61,0,0,0,0,0,0,-2.24,0,0,0,0,0.0,0.0,191.45,0.0,176.78,0.0,45.8,0.05,85561554.0,56326054.0,0.0,-0.01,28208023.0,54003688.0,0.0,1.49,0
4,(주)가람우즈,5.64,30723152,0,-60.2,-62.86,48.35,114.29,47.29,20.08,20.04,0,68.21,79.96,31.91,8.75,3.4,730.47,425.49,131.86,1781.59,131.86,63.2,21.26,116.51,22741474.0,28086229.0,167603005.0,186.3,18738501.0,24708500.0,25.28,11.81,1
5,(주)가야포징,-1.71,-1910816,97.06,7.65,56.3,31.93,0,0,-28.35,-14.47,0,-9.57,114.47,10.94,5.74,0.34,0.38,0.0,12.24,0.0,5.23,0.0,-87.81,0.06,30360920.0,28205504.0,9185372.0,-4.3,28222872.0,3455767.0,-14.22,3.92,0
6,(주)가야호텔,-2.24,-283671,77.57,-0.3,36.4,-15.44,0,0,-11.5,71.21,-10.87,-1.97,28.79,40.99,30.08,0.17,0.18,482.39,16.22,109.23,13.22,564.69,-15.69,8.2,16597374.0,20038029.0,3437643.0,1.43,3753147.0,608834.0,6.91,0.82,0
7,(주)가이아로지스,1.4,549436,78.08,16.61,-21.69,-1.8,-39.57,-3.7,10.37,0,11.34,1.06,0,39.6,0,0.1,0.11,533.73,5.32,403.76,5.32,611.68,-61.89,4.24,10775042.0,12793852.0,1218944.0,4.58,8362887.0,445164.0,40.45,3.87,0
8,(주)강원심층수,-2.84,-2299726,87.31,-9.12,-33.37,9.85,0,0,-41.44,30.13,-101.37,-11.57,69.87,8.77,20.01,0.28,0.3,1591.83,8.52,5.42,6.39,1604.75,-55.28,0.87,24138789.0,25655211.0,7521735.0,-2.99,15503290.0,1320458.0,-9.61,3.63,0
9,(주)거금솔라파크,1.08,2662274,83.81,-8.38,-23.16,-22.49,-90.2,-50.44,3.3,41.42,2.76,0.4,58.58,22.01,0,0.12,0.14,553.11,131.56,193.74,131.56,566.51,3.18,108.45,49616001.0,58586297.0,7417419.0,8.39,5904901.0,7768735.0,56.13,4.77,0
10,(주)거제씨월드,-0.37,-362076,139.01,-2.59,136.16,1.19,0,0,-66.25,0,0,-15.25,0,60.54,53.56,0.23,0.9,0.0,37.27,0.0,35.63,0.0,-17.69,31.27,22006762.0,13092601.0,3053701.0,0.66,3691524.0,1375684.0,4.79,5.53,0
11,(주)건동주택,999999999,-158565,91.33,0,0,0,0,0,0,0,0,-0.46,0,0,0,0,0.0,0.0,89.64,0.0,8.49,0.0,-11.55,0.13,37787705.0,33824286.0,0.0,-0.19,37712042.0,33804723.0,0.0,0.0,0
12,(주)건영산업,2.29,922719,72.52,1.03,14.8,0.03,35.34,26.49,29.96,0,22.81,3.24,0,2.2,0,0.11,0.13,534.44,25.42,2978.12,25.42,513.89,-55.75,7.36,14634240.0,17372477.0,1871843.0,2.33,12986540.0,3301079.0,18.19,3.17,0
