구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(천원),영업이익(손실)(천원),영업이익(손실)(천원),차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,부채(*)(천원),부채(*)(천원),부채(*)(천원),자산(*)(천원),자산(*)(천원),자산(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(천원),유동부채(*)(천원),유동부채(*)(천원),유동자산(*)(천원),유동자산(*)(천원),유동자산(*)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율
,년도,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009,2007,2008,2009
회사명,거래소코드,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount
(주)쇼박스,086980,-26.29,-78.36,25.81,-17726037,-21935026,2474087,2.21,4.05,0,28.6,-26.93,-5.06,90.27,-48.73,13.52,-52.89,-28.81,51.68,1499.31,0,0,0,0,0,147.92,-92.7,-10.1,-16.56,-31.99,19.53,49.98,-20.15,-3.79,30.34,-13.91,-2.79,116.56,131.99,80.47,3.38,15.29,32.88,0,0,0,0.21,0.15,0.28,121.77,57.86,70.98,51.89,36.33,35.28,245.57,207.15,252.27,480.85,391.45,374.51,245.57,207.15,252.27,32.79,61.32,46.28,46.48,28.46,39.71,10.96,3.29,13.63,78092991,44513374,41358352,228598062,167037478,158579941,41680637,29673555,45008045,-14.49,-74.49,-34.92,72993217,44367724,41358352,179250416,91905903,104334235,-27.15,-111.75,-32.09,13.92,4.74,2.84
(주)수산중공업,017550,7.57,9.38,2.6,5680162,11273369,2542898,28.81,30.49,24.63,38.14,10.45,-16.67,56.9,-3.78,-32.67,28.38,24.34,-27.02,18.27,-90.14,0,54.81,98.47,-77.44,8.56,0.68,-0.08,30.78,31.58,29.48,18.89,1.67,-0.14,10.34,0.83,-0.07,69.22,68.42,70.52,5.83,6.58,5.18,4.13,4.04,3.26,1.21,1.23,0.93,10.97,8.58,4.64,94.97,105.91,74.77,164.8,136.32,137.11,158.8,166.08,163.05,97.67,71.25,68.19,51,73.45,83.93,29.03,17.14,14.07,44.52,12.19,11.86,38043737,44370750,30753472,78101470,86266492,71885382,81258923,101040428,73735901,1.09,6.23,40.5,34996481,40707517,27249210,57672589,55494310,37361668,0.51,2.74,16.89,4.62,4.92,4.45
(주)슈프리마에이치큐,094840,464.82,3974.48,253.13,4025313,10067349,10449655,0.46,0.03,1.06,62.87,189.58,138.17,16.06,265.87,174.46,117.87,100.26,27.86,205.23,111.15,18.36,248.91,150.1,3.8,35.43,37.36,34.58,53.49,60.6,54.5,42.26,35.33,15.82,36.27,31.72,14.94,46.51,39.4,45.5,12.13,10.89,6.67,6.23,6.08,4.44,1.02,0.85,0.43,8.9,13.22,9.48,19.25,8.87,4.71,377.51,877.63,2407.75,932.68,2374.89,1228.03,260.12,718.61,2158.23,52.59,31.98,19.49,41.09,62.57,78,29.34,335.45,1207.97,2191977,3202640,4208870,13580034,39324772,93658313,11217799,22464512,28722236,92.83,146.62,133.22,2010691,3164392,3165670,7590549,27771803,76221340,18.14,20.9,19.52,8.15,6.75,8.24
(주)스맥,099440,27.89,12.89,2.16,4832641,2482184,317022,14.88,13.15,10.28,0,6.65,14.71,0,6.84,15.61,0,-14.29,-13.67,0,-34.59,-56.79,0,-48.64,-87.23,29.05,22.17,11.1,63.7,64.39,54.26,27.28,16.39,6.17,20.46,12.96,5.05,36.3,35.61,45.74,1.39,1.87,3.42,7.31,4.64,3.7,0.7,0.58,0.46,4.55,3.94,3.42,33.32,20.65,23.41,434.33,805.59,607.38,774.1,729.81,731.87,382.9,653.76,535.9,24.85,22.31,22.04,62.63,71.39,68.62,61.13,301.97,98.65,5213002,3807803,4840751,20857102,22243985,25516045,14693682,12593839,10872219,-68.94,56.98,113.31,3907152,2250553,3450851,16969891,18130286,20959700,-24.46,17.23,50.45,5.58,6.38,5.29
(주)스카이문스테크놀로지,033790,14234.61,-201121.78,-911.45,2505291,-3620192,-3050632,0,0,0,4.19,-26.12,-8.51,-3.24,-21.77,-9.16,35.09,-58.12,43.88,-7.4,0,0,-29.85,0,0,7.31,-8.27,-10.48,15.93,1.68,5.05,11.33,-5.55,-11.26,8.44,-4.51,-10.1,84.07,98.32,94.95,8.83,5.96,16.68,15.87,5.7,6.73,1.15,0.54,0.96,17.3,7.13,9.83,31.95,12.79,10,348.25,879.01,1015.55,517.57,447.33,419.66,307.9,771.67,784.43,28.1,18.79,18.97,56.1,73.86,74.6,99.32,122.04,171.01,9434852,3264616,2393624,38966097,28787960,26338230,44075623,18460609,26561367,58.85,-25.33,-164.24,8806359,2729543,2146193,30668265,23992875,21795599,12.6,-4.48,-14.8,0,0,0
(주)스페코,013810,2.26,3.03,1.92,1868118,3601042,4262230,28.99,34.09,41.35,27.52,8.25,19.52,49.93,-29.23,7.52,-22.02,25.24,-15.22,58.03,-34.11,-43.81,3.01,92.76,18.36,5.33,2.8,1.86,19.26,25.35,30.66,12.35,7.13,3.74,4.56,2.57,1.27,80.74,74.65,69.34,2.95,4.13,3.62,53.93,51.74,37.64,0.86,0.92,0.68,60.87,30.86,22.49,163.7,190.78,198.37,102.85,87.97,97.37,307.65,302.01,351.78,99.92,84.03,92.45,101.76,174.04,190.6,1.7,-5.49,-0.98,4.3,20.31,13.37,31352851,35870023,43442226,50505725,54671519,65342113,38550485,48280934,40934880,-1.05,9.31,4.88,30157362,24952216,24239189,31016162,21950268,23601135,-0.86,6.92,5.17,6.97,7.14,9.74
(주)승일,049830,69.82,30.17,20.7,934254,3513388,5271787,0.29,3.63,10.02,7.4,40.58,17.24,12.5,34.89,11.57,-7.06,56.23,26.57,3.52,70.54,-8.11,-54.39,276.06,50.05,4.65,5.07,3.68,11.85,12.79,10.57,5.39,7.79,6.14,4.55,6.23,4.51,88.15,87.21,89.43,4.69,5.1,4.98,9.65,9.97,9.68,0.98,1.23,1.22,2.52,2.83,2.53,18.42,30.19,41.77,457.44,265.48,254.4,2467.39,2089.91,2250.08,374.75,205.02,198.8,46.5,54.31,63.14,47.46,36.33,33.66,68.32,26.21,26.97,9231656,19341929,28813605,59339912,83419782,97802430,56118731,87674185,110970499,40.24,7.02,15.06,7878834,18313111,21322064,36041254,48617254,54243877,6.62,1.55,3.91,5.37,7.27,3.97
(주)시공테크,020710,246.47,754.86,751.01,1018643,4948075,431828,0,0,0,0.23,4.78,9.63,-13.15,-0.66,14.23,-5.43,35.75,-21.25,-61.21,10.96,-71.5,-73.7,385.75,-91.27,3.38,2.77,1,11.02,13.07,9.17,4.41,4.83,1.37,3.19,3.45,0.92,88.98,86.93,90.83,7.34,8.57,5.02,1120.33,716.95,509.29,0.94,1.25,0.92,4.25,5.1,3.79,34.83,45.02,53.65,180.71,137.52,126.01,460.3,448.39,463.96,180,136.9,125.47,77.44,86.49,89.04,19.01,11.01,8.68,95.31,40.33,20.1,15746653,19828729,24449805,60956086,63868691,70018820,57415883,77944176,61379911,19.45,15.12,20.35,14358692,18745389,23367821,25948076,25777762,29445629,5.33,3.85,8.11,0,0,0
(주)시너지이노베이션,048870,9.39,-2.64,-5.87,2983181,-2489862,-15483785,0.93,19.23,24.42,17.37,14.19,-20.08,23.14,0.28,-50.67,-37.42,-22.86,-63.02,-95.07,119.26,0,-90.15,0,0,1.08,3.08,-96.28,34.12,37.01,27.58,1.05,2.11,-27.62,0.89,1.69,-20.32,65.88,62.99,72.42,23.87,26.8,19.64,8.29,8.66,4.17,0.82,0.55,0.21,14.78,7.45,2.63,17.24,32.99,39.82,549.5,290.71,143.58,2821.52,2838.09,2157.29,503.22,260.68,131.79,32.76,48.83,85.21,58.95,41.52,11.86,78.81,33.59,42.74,23035725,44360632,40707011,156617163,178839889,142927786,119023423,91814411,33949220,134.96,31.18,-3.96,20538959,38931084,38881689,112861012,113176982,55827736,26.12,15.06,-4.75,43.43,5.26,7.61
(주)시노펙스,025320,32.76,1.38,2.21,7496129,2243272,6663257,8.07,45.43,39.63,59.34,51.27,76.82,98.14,-5.98,133.12,66.1,14.46,53.26,0,-52.78,-39.52,397.6,-70.07,197.03,5.75,2.37,0.94,15.35,8.79,11.54,19.64,7.57,3.42,11.33,3.47,1.26,84.65,91.21,88.46,12.08,9.33,7.33,9.66,7.93,8.51,1.97,1.46,1.34,6.74,4.95,4.86,81.5,152.19,184.01,133.73,114.43,97.84,414.85,451.64,511.34,74.98,65.14,62.11,82.07,166.32,156.52,13.82,4.29,-0.99,2.53,0.78,0.04,24951511,50728117,96303861,55568470,84060514,148639495,89039973,101918634,156205446,8.43,1.04,-2.95,22762217,25011431,68196001,30440060,28621177,66722592,2.36,0.52,-1.82,4.8,7.63,6.21
(주)신도리코,029530,999999999,999999999,999999999,41678915,47256585,42129795,0,0,0,9.08,7.86,0.46,5.41,7.39,-4.15,1.49,8.91,-5.17,39.83,4.2,-16.79,-1.15,13.38,-10.85,11.03,10.56,9.26,17.4,18.65,17.96,10.98,10.52,8.23,9.68,9.3,7.44,82.6,81.35,82.04,6.23,6.61,6.63,8.93,8.06,7.5,0.88,0.88,0.8,5.05,5.51,5.3,13.98,12.29,9.13,791.33,862.8,1193.04,1224.54,1340.62,1385.68,674.58,715.16,1014.72,35.83,35.63,38.05,59.9,60.35,59.67,212.1,137.91,231.88,86250786,83018924,63796011,703423036,758694148,762180890,591234706,643899836,610622993,39.57,65.15,107.1,60947074,60028690,41611047,482292004,517927638,496437102,5.77,8.4,11.19,0,0,0
(주)신성이엔지,011930,2.49,-1.35,-2.46,4109718,-8603302,-25558139,18.18,65.36,62.98,-6.53,59.39,4.97,-30.2,-16.16,67.13,-25.22,-96.35,1058.95,21.37,70.99,0,-58.74,0,0,4.36,204.19,-37.08,15.31,6.88,-24.24,7.36,14.97,-33.71,4.14,5.66,-9.45,84.69,93.12,124.24,3.36,0.3,6.17,99.05,0.96,6.16,0.95,0.03,0.25,2.38,0.07,0.61,74.85,290.89,229.24,87.73,44.78,90.04,516.66,732.22,598.62,84.71,33.05,74.8,123.11,330.05,247.65,-4.14,-19.19,-2.74,1.94,11.19,3.76,68603808,190086758,186683207,160253374,255433911,268118024,157785426,5756673,66716721,8.74,-16.76,-27.53,54052591,88776441,73792796,47419133,39755050,66444362,3.8,-553.51,-77.05,6.61,6.52,6.2
(주)신세계,004170,5.28,5.04,5.09,765772864,839955279,919305784,35.77,41.64,36.63,9.68,22.43,3.16,9.5,80.55,-0.58,3.99,5.72,12.49,5.74,14.63,-1,7.89,9.69,9.45,5.95,6.45,5.68,30.53,31.83,33.35,16.24,16,13.69,6.35,6.26,5.54,69.47,68.17,66.65,57.86,58.76,75.15,40.79,35.03,33.94,1.07,0.97,0.98,1.51,1.34,1.29,148.53,161.88,134.53,16.97,22.21,24.12,3519.21,4088.85,4709.74,8.63,13.87,14.98,235.46,241.56,217,-25.75,-27.17,-23.53,0.7,3.11,0.65,4929332275,6241812691,5975138105,8248038966,10097704279,10416544869,8410063388,8891056932,10001633681,15.49,11.44,13.54,2557362934,3526995411,3229638291,433884248,783370337,778855738,9.08,8.03,8.09,5.01,4.66,4.5
(주)신세계아이앤씨,035510,999999999,999999999,10990.83,19763431,14243931,12584495,0,0,0,20.76,19.76,9.91,29.28,19.15,20.33,21.9,9.37,13.78,7.53,-16.32,11.66,18.19,-27.93,-11.65,5.9,4.51,4.43,27.44,30.41,31.47,22.26,15.69,15.23,10.8,7.52,7.34,72.56,69.59,68.53,7.53,7.64,9.06,53.04,50.45,41.05,1.83,1.67,1.66,5.54,5.94,6.93,104.63,112.14,103.45,140.31,133.33,146.14,829.14,957.82,1097.71,133.73,126.35,136.92,68.64,71.87,56.17,19.09,16.53,22.85,6.42,35.5,61.4,74609946,92369462,97657768,145915608,174741672,192061191,244409781,267306175,304152039,24.52,29.31,26.49,69109907,86657259,95136920,96970789,115542137,139030855,7.49,10.13,8.5,0,0,0
(주)신영와코루,005800,999999999,10.22,15.3,15169671,14005213,14224873,0,7.82,0,7.46,16.98,-2.25,4.98,-9.29,-8.37,8.9,7.19,-2.69,37.07,-10.55,-2.66,41.88,-7.68,1.57,8.92,7.45,7.45,57.96,57.13,56.64,8.23,6.87,6.28,7.29,5.8,5.3,42.04,42.87,43.36,14.78,14.95,13.95,7.54,7.69,7.59,0.82,0.78,0.71,2.24,1.78,1.4,12.71,24.01,13.43,558.28,250.13,480.7,4309.99,4582.21,4896.53,424.51,185.01,346.12,60.61,79.56,75.32,37.94,21.51,26.61,50.3,31.39,57.5,24643652,49501838,29592286,218593039,255701221,249936120,172341732,184729747,179751564,60.75,32.35,57.7,18098656,36641116,17471051,101041687,91650196,83983287,8.69,8.67,9.5,0,13.7,9.3
(주)신원,009270,10.4,36.9,72.39,21582433,24131761,28968484,2.3,1.47,0.76,-10.3,18.35,24.23,-1.92,19.33,25.19,-4.81,21.72,10.34,130.2,22.34,0.22,12.35,11.81,20.04,7.69,7.73,7.02,38.52,36.23,34.08,29.87,28.46,22.9,15.19,18,14.84,61.48,63.77,65.92,12.38,15.15,14.81,7.19,7.99,6.87,1.98,2.33,2.11,8.36,11.68,12.55,65.37,52.46,55.77,224.89,261.83,221.36,301.24,386.72,470.23,98.05,124.69,87.68,76.89,70.22,71.09,29.71,33.34,29.8,22.17,28.58,11.93,62420513,64309456,83126466,157906125,186888307,232174533,329783449,401414594,442927703,27.99,30.2,21.15,37566614,38505586,57017503,84484896,100818956,126214740,5.3,4.84,3.97,8.47,20.52,17.79
(주)신화다이나믹스,001770,2.12,4.89,4.02,4364937,11270366,9828479,44.53,40.04,31.53,1.95,45.27,-18.83,5.39,80.67,-24.77,26.04,59.77,-3.98,114.11,345.41,-11.04,130.83,158.2,-12.79,2.25,6.28,5.82,11.56,15.09,14.23,6.48,24.88,18.01,2.42,8.71,7.22,88.44,84.91,85.77,4.44,5.54,4.09,4.36,5.14,6.09,1.07,1.39,1.24,2.76,4.56,4.5,164.2,202.86,105.11,120.44,130.28,179.06,483.49,612.74,678,61.35,84.35,142.6,109.07,81.69,66.28,9.96,16.97,29.88,3.47,23,39.02,35725854,55933647,34734595,57483049,83506862,67781356,61172855,97738137,93848157,-1.82,4.05,20.33,28024401,46807859,25621712,33752343,60981454,45877069,-1.06,2.32,7.53,8.03,7.8,8.93
(주)신흥,004080,4.99,3.04,1.13,9747334,7072907,2160610,23.44,24.27,22.27,2.94,6.94,0.88,9.21,17.38,-5.14,11.68,0.63,0.61,-29.97,-56.09,-17.05,-19.43,-27.44,-69.45,2.81,1.23,1.01,26.55,24.92,19.08,6.37,2.72,2.22,3.54,1.48,1.18,73.45,75.08,80.92,9.13,8.57,8.47,5.55,4.98,4.7,1.26,1.21,1.17,2.37,2.38,2.42,79.62,88.03,88.19,145.39,109.04,110.69,1054.93,1077.67,1086.21,58.67,46.98,43.21,108.29,106.07,111.06,12.4,3.61,3.96,1.65,0.44,2.17,56554132,63875997,64500439,127583163,136436189,137635555,158410997,159405676,160385700,10.54,9.95,11.27,34848569,54540456,50962849,50666443,59470717,56413198,3.76,3.99,4.53,6.19,7.4,6.01
(주)심텍홀딩스,036710,3.51,3.02,5.04,35321913,35506389,51260959,48.66,46.67,52.2,9.94,13.03,-1.1,12.35,1.93,16.68,19.91,18.85,19.68,6.75,0,0,9.26,0.52,44.37,6.57,-36.39,9.94,15.65,14.59,15.17,20.32,0,0,6.87,-40.5,12.54,84.35,85.41,84.83,9.06,8.2,6.77,6.19,8.81,14.71,1.04,1.11,1.26,2.09,2.45,2.91,187.05,0,2694.76,70.46,53.18,80.81,896.79,0,102.96,40.47,41.78,64.26,167.2,0,1553.29,-17.5,-33.15,-10.55,2.54,10.05,3.8,228131582,439159699,377350469,350095593,395722311,391353566,349184223,415006534,496671256,12.03,9.33,14.34,207453830,280197799,215123612,146177260,148998967,173844787,7.86,9.87,10.89,6.2,6.63,5.23
(주)쌍방울,102280,,,0.28,,-85718,697750,,,33.27,,,0,,,0,,,0,,,0,,,0,,,-2.8,,,26.25,,,-6.17,,,-3.6,,,73.75,,,6.29,,,4.1,,,1.28,,,12.34,,,71.57,,,167.97,,,146.03,,,89.14,,,57.08,,,27,,,22.54,,47480617,43434124,,112852360,104121676,,84617226,133602354,,,15.04,,45758102,41367005,,71343380,69482265,,,4.89,,,7.22
(주)쎄니트,037760,-5.76,-4.01,-4.92,-3233854,-3715836,-4127093,16.49,45.1,22.2,26.56,-20.7,76.69,11.86,-45.98,-2.82,-2.82,-22.56,-24.92,0,0,0,0,0,0,-10.47,-35.8,-22,5.01,2.46,-3.05,-25.06,-72.76,-21,-13.24,-34.99,-13.19,94.99,97.54,103.05,6.89,9.38,12,6.12,6.05,6.22,1.26,0.98,0.6,3.3,2.15,1.63,117.49,97.02,43.6,110.81,80.21,72.9,118.75,79.75,451.08,76.07,47.53,49.34,99.46,124.19,114.4,5.29,-9.12,-7.56,40.84,21.58,21.7,20377304,14730752,16048167,37721053,29913876,52854533,42683447,33053915,24815812,6.56,19.43,8.97,18474111,13786500,14741237,20470984,11058537,10746259,3.13,8.66,5.8,6.87,9.4,6.65
(주)쎄트렉아이,099320,112.93,999999999,999999999,5279251,3131394,3639629,0,0,0,12.84,77.31,23.33,13.53,71.47,32.06,109.56,11.93,10.69,255.53,-34.97,23.41,271.21,-40.68,16.23,25.72,14.94,16.66,37.63,28.3,26.67,41.66,15.12,13.02,28.63,12.66,10.94,62.37,71.7,73.33,5.75,3.33,2.65,25.09,28.44,30.58,1.11,0.85,0.66,5.11,3.3,2.58,26.71,15.63,21.8,316.56,469.63,344.52,1059.6,1839.27,1820.3,295.8,449.16,333.91,52.09,49.79,47.53,40.29,44.82,43.28,134.97,194.79,120.47,3735286,4248384,6935899,17721992,31423534,38753390,18603869,20822747,23047876,97.48,24.56,45.84,3296714,3810285,6859299,10436045,17894219,23631564,19.57,5.01,13.79,9.35,0,0
(주)쎌마테라퓨틱스,015540,-2.09,-0.82,-1.24,-5086563,-2880845,-2411121,55.88,45.29,19.55,101.83,-3.59,-37.3,-15.91,45.24,8.09,8.11,203.87,-69.54,0,0,0,0,0,0,-245.97,-48.55,-84.88,-12.57,2.25,0.1,0,-40.16,-21.12,-38.08,-17.39,-11.6,112.57,97.75,99.9,4.45,129.23,156.39,9.48,68.51,2739.12,0.15,0.36,0.14,9.91,49.37,13.06,142.19,120.31,42.71,57.72,91.62,204.93,62.45,51.08,188.87,55.2,91.61,204.92,185.43,142.53,55.86,-17.17,-3.23,31.16,33.11,1.56,52.45,32134783,28817830,9902722,54734289,52770393,33088838,6335953,19253245,5864461,-25,-20.23,-29.26,22224054,20334006,9826400,12827578,18630853,20137358,-126.81,-30.28,-49.41,8.63,12.93,12.85
(주)쎌바이오텍,049960,74.33,1430.45,999999999,1438726,1695081,4655773,0.22,0,0,-1.91,-1.29,19.38,-23.48,5.03,17.54,22.17,14.02,29.55,577.61,28.99,84.29,3064.19,17.82,174.66,16.78,18.98,27.01,53.78,56.09,59.39,8.34,11.1,18.87,7.68,10.07,17.04,46.22,43.91,40.61,6.01,6.9,7.11,5.17,5.75,6.75,0.46,0.53,0.63,1.41,1.51,2.03,9.82,10.66,10.87,749.64,863.29,560.53,448.57,439.39,523.55,606.24,674.05,453.9,62.05,59.44,60.34,37.7,40.92,37.44,94.46,115.11,168.07,2069570,2201334,2674584,23152417,22852768,27281411,10704805,12205843,15812880,175.32,171.29,158.99,1343438,1225272,2218128,10070938,10577653,12433366,33.9,30.89,26.89,77.42,4.74,0
(주)쏠리드,050890,22.34,13.67,-7.46,9008570,6716971,-9645933,8.49,17.62,26.21,3.53,5.79,6.3,-27.89,-0.62,49.59,-35.74,3.3,-34.19,-44.86,0,0,-51.26,-25.44,0,8.02,-2.36,-22.63,34.72,32.77,19.99,11.16,-3.38,-24.51,7.44,-2.15,-12.85,65.28,67.23,80.01,4.83,11.91,5.31,8.88,10.81,7.54,0.93,0.91,0.57,5.39,3.93,2.36,45.95,68.7,117.73,167.36,119.13,165.67,1391.05,1273.12,1048.58,128.37,99.03,142.19,82.53,99.83,92.63,17.49,6.55,22.77,81.71,67.14,28.65,27201979,37218669,52529799,86394846,91393056,97149341,78717098,81318332,53517957,70.6,52.36,-4.55,22432706,31321838,33691799,37543609,37312402,55816879,24.4,23.97,-4.46,5.32,4.19,6.22
(주)씨씨에스충북방송,066790,25.08,999999999,16.31,4843256,1489010,887974,0,0,18.14,-5.62,-3.13,-6.24,19.47,16.03,72.42,5.49,-5.47,-3.82,155.63,-89.22,0,37.25,-69.26,-40.36,14.12,1.61,-52.78,45.2,39.15,35.44,7.68,0.79,-28.48,6.57,0.74,-24.51,54.8,60.85,64.56,13.86,12.77,9.21,299.08,427.53,1282.36,0.47,0.46,0.46,0.95,1.01,1.02,8.81,4.97,31.16,156.88,404.35,496.69,142.19,142.78,107.14,155,402.38,496.69,95.71,89.83,96.37,4.37,10.86,21.19,2.82,171.06,163.78,2950398,1671204,7859747,36422651,35282252,33080466,17460509,16505241,15874370,208.05,268.32,42.93,2795878,1258650,1766734,4386193,5089343,8775207,35.16,27.17,21.26,0,0,1.81
(주)씨아이테크,004920,-27.6,-105.34,-206.75,-145178,-3075847,-2605912,0,1.26,0,-6.43,-7.93,-21.06,-6.5,-8.8,-30.25,-5.23,-9.35,-10.1,-87.37,0,0,0,0,0,8.11,-58.37,-68.49,31.37,9.01,5.38,1.74,-11.95,-14.36,1.42,-9.99,-12.28,68.63,90.99,94.62,2.01,1.37,1.63,5.39,6.62,24.31,0.18,0.17,0.18,0.47,0.45,0.44,17.56,21.98,11.2,456.69,382.3,916.29,439.66,390.1,337.82,425.77,375.31,910.54,48.45,50.95,53.98,45.91,43,45.84,34.23,0.3,582.17,6176265,6860915,3026508,41349085,38068714,30051730,7493298,6792714,6106756,-9.16,-20.69,-47.51,5322431,5798509,1687573,24306926,22167904,15463110,-7.55,-20.9,-23.55,13.17,12.18,5.26
(주)씨에스,065770,424.02,5.95,0.32,1884762,2898745,247248,0,16.71,19.18,24.45,32.24,12.58,-12.48,13.12,-12.51,0.89,4.27,-6.23,3.91,0,0,-51.79,53.8,-91.47,13.03,-0.48,4.93,30.31,31.3,30.31,12.72,-0.49,4.84,10.92,-0.32,2.59,69.69,68.7,69.69,13.1,13.41,14,23.4,15.02,14.23,0.84,0.68,0.53,8.35,3.81,2.15,22.8,83.68,89.33,292.12,121.27,122.38,736.92,651.5,711.54,265.28,107.1,111.3,65.26,110.06,130.35,30.82,7.03,5.7,43.04,3.19,8.21,10081759,32710170,38137723,54296683,71800225,80830202,41052430,42803520,40137349,78.15,21.56,4.55,8708995,23731538,20574982,25440720,28779375,25180043,19.19,16.48,4.32,0,8.12,5.58
(주)씨에스에이코스믹,083660,4.72,2.59,6.33,2695018,776973,2284932,15.34,13.75,16.2,76.19,-4.6,-16.78,56.17,-13.97,-3.91,10.3,3.91,7.83,4.58,-97.84,0,19.83,-71.17,194.08,5.34,0.11,-16.8,27.21,21.65,26.17,8.89,0.14,-26.51,5.73,0.1,-18.09,72.79,78.35,73.83,3.01,2.92,3.5,17.55,17.87,17.76,1.07,0.89,1.08,7.37,6.44,6.08,49.05,41.23,53.44,220.99,222.03,218.36,744.95,750.06,574.49,205.59,201.3,196.56,52.04,58.34,49.46,35.63,32.26,36.73,65.75,26.31,43.99,14223547,12038283,11952764,43224396,41237932,34317527,36302126,37719805,40674521,7.13,-13.27,-7.25,12729502,10900162,10650399,28131287,24201861,23255873,2.79,-4.24,-2.13,11.92,4.89,6.43
(주)씨제이이엔엠,035760,7,8.26,5.13,70850076,87250975,102358398,22.32,29.03,29.09,3.79,9.15,16.73,7.49,70.41,93.81,1.17,4.55,18.76,-34.36,-8.6,171.61,-16.81,23.15,17.31,6.1,5.33,12.2,0,0,0,6.75,5.92,14.92,3.63,3.11,7.48,0,0,0,19.18,17.59,18.75,175.25,145.58,107.19,0.59,0.58,0.61,8.4,5.44,5.37,85.86,94.14,104.63,51.53,40.48,90.92,868.97,907.95,1004.93,50.09,39.34,88.87,165.34,160.66,146.04,-10.39,-25.35,-2.86,12.89,6.35,28.38,410500045,470284667,578848666,888584823,969862670,1132095777,518809174,542419521,644153403,6.25,15.18,17.86,190457870,413076122,356494991,98136834,167231341,324108870,4.94,13.16,16.05,5.11,4.4,6.53
(주)씨티씨바이오,060590,4.61,3.74,2.81,1948266,3063707,3851270,19.58,32.81,42.02,6.57,19.45,58.34,7.54,28.49,77.87,27.32,13.83,26.63,3.36,0,0,61.92,57.25,25.71,2.15,-0.39,3.15,35.06,33.05,29.82,3.92,-0.8,7.21,2.9,-0.53,3.84,64.94,66.95,70.18,4.99,4.35,4.47,9.26,7.02,6.3,1.35,1.35,1.22,4.29,4.59,5.11,37.51,64.47,106.38,256.08,187.79,143.03,774.79,773.82,953.06,179.32,121.25,104.81,60.47,65.34,66.65,34.15,28.18,20.37,6.32,2.01,25.35,11846030,20331648,42333058,43422871,51868763,82128331,56631037,64463568,81628545,10.29,-19.37,-6.2,9500710,16647058,38876526,24329502,31261563,55603739,2.15,-6.11,-3.21,5.59,6.42,5.31
