회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)21세기조선,040736,2010/12,제조업
(주)3Z,012815,2010/12,제조업
(주)A.M.C,064118,2010,
(주)ATS엔지니어링,061907,2010/12,제조업
(주)DCFTREK,017676,2010/12,제조업
(주)DH케미칼,040581,2010/12,제조업
(주)DKASTEEL,059783,2010/12,도매 및 소매업
(주)DNSC,063900,2010,
(주)E&T,058267,2010/12,도매 및 소매업
(주)EG메탈,058996,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)ENS,030661,2010/12,제조업
(주)G1네트웍스,061218,2010/12,도매 및 소매업
(주)GBSTYLE,029522,2010/12,제조업
(주)H.M.T,056408,2010/12,제조업
(주)HM금속,043596,2010/12,제조업
(주)IEN한창,045661,2010/12,제조업
(주)JBM,058709,2010/12,제조업
(주)JK알에스티,063959,2010,
(주)JNC하이텍,063938,2010,
(주)JS중공업,062045,2010/12,제조업
(주)KAL호텔네트워크,029255,2010/12,숙박 및 음식점업
(주)KHE,027325,2010/12,제조업
(주)KH엘텍,043023,2010/12,제조업
(주)KJ컴텍,038835,2010,
(주)KRGSOFT,056737,2010/12,정보통신업
(주)KTE,026849,2010/12,제조업
(주)LF네트웍스,040278,2010/12,도매 및 소매업
(주)LG경영개발원,018261,2010/12,"전문, 과학 및 기술 서비스업"
(주)MBC아카데미,020587,2010/12,교육 서비스업
(주)MG전자,063566,2010,
(주)MSSteel,048874,2010/12,제조업
(주)MS이엔지,042524,2010/12,제조업
(주)NH무역,017587,2010/12,도매 및 소매업
(주)NKG,064781,2010,
(주)P&I지주,014359,2010/12,"전문, 과학 및 기술 서비스업"
(주)PSG,040133,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)S&WIND,065165,2010,
(주)S-Tech,062173,2010/12,제조업
(주)SC유나이티드,038630,2010,
(주)SH로지스틱스&테크놀로지,063199,2010,
(주)SIMPAC산기,041667,2010/12,제조업
(주)SJ테크,041396,2010/12,제조업
(주)STX종합기술원,060652,2010,
(주)TAPEX,010942,2010/12,제조업
(주)TSR,019379,2010/12,제조업
(주)TS푸드앤시스템,020608,2010/12,도매 및 소매업
(주)XIOM,069167,2010,
(주)가겐투안,043566,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)가경개발,060723,2010,
(주)가경디앤씨,053950,2010/12,건설업
(주)가경종합건설,067227,2010,
(주)가나공업,070187,2010,
(주)가나마린,061723,2010/12,운수 및 창고업
(주)가나스틸,042318,2010/12,도매 및 소매업
(주)가나아트갤러리,017417,2010/12,도매 및 소매업
(주)가람솔루션,043426,2010/12,제조업
(주)가람우즈,049021,2010/12,건설업
(주)가보관광산업,064248,2010,
(주)가빈,052981,2010/12,도매 및 소매업
(주)가스트론,064189,2010,
(주)가야,045119,2010/12,제조업
(주)가야,050540,2010/12,제조업
(주)가야미디어,012820,2010,
(주)가야중공업,020634,2010/12,제조업
(주)가야특수강,049005,2010/12,도매 및 소매업
(주)가야포징,066303,2010,
(주)가야호텔,058439,2010/12,숙박 및 음식점업
(주)가온감정평가법인,048025,2010/12,부동산업
(주)가우,068378,2010,
(주)가우넷,053709,2010/12,도매 및 소매업
(주)가우리안,060884,2010/12,건설업
(주)가유,059351,2010/12,제조업
(주)가이아로지스,071083,2010,
(주)가인물산,068891,2010,
(주)가인철강,047446,2010/12,도매 및 소매업
(주)가톨릭신문사,067410,2010,
(주)가현,014227,2010/12,제조업
(주)가현산업개발,066535,2010,
(주)간삼건축종합건축사사무소,042787,2010/06,"전문, 과학 및 기술 서비스업"
(주)감마누,050235,2010/12,제조업
(주)감정평가법인대일감정원,045274,2010/12,부동산업
(주)감코명화,048726,2010/12,제조업
(주)갑우문화사,040815,2010/12,정보통신업
(주)갑을프라스틱,012828,2010/12,제조업
(주)갑진,058622,2010/12,제조업
(주)강남선박,062202,2010/12,운수 및 창고업
(주)강남터미널지하쇼핑몰,065136,2010,
(주)강앤파트너스,042501,2010/12,부동산업
(주)강원심층수,047909,2010/12,제조업
(주)강원엔티에스,069133,2010,
(주)강원엘피씨,019670,2010/12,제조업
(주)강원지오영,060432,2010/12,도매 및 소매업
(주)강진금속,065937,2010,
(주)강진베이스볼파크,063861,2010,
(주)강촌레일파크,066189,2010,
(주)강호개발,058055,2010/12,부동산업
(주)강호디오알,057027,2010/12,부동산업
(주)강호에이엠씨,049679,2010/12,부동산업
(주)개념원리,041998,2010/12,정보통신업
(주)개성건설,066019,2010,
(주)갤러리현대,048644,2010/12,도매 및 소매업
(주)갤럭시스포츠,068850,2010,
(주)갤럭시아디스플레이,056510,2010/12,제조업
(주)거금솔라파크,070563,2010,
(주)거봉,061799,2010/12,제조업
(주)거산기계,048244,2010,
(주)거성,064548,2010,
(주)거성문화,048383,2010/12,제조업
(주)거성토건,066541,2010,
(주)거제씨월드,069086,2010,
(주)거청,041595,2010/12,제조업
(주)거해산업개발,061551,2010/12,건설업
(주)거흥산업,043460,2010/12,제조업
(주)건강건설,057110,2010/12,건설업
(주)건강과행복,068013,2010,
(주)건곤하우징,043907,2010/12,부동산업
(주)건덕상사,021729,2010/12,부동산업
(주)건덕테크,058359,2010/12,부동산업
(주)건동주택,030749,2010/12,건설업
(주)건림원,052198,2010,
(주)건민,029929,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)건설개발,060704,2010/12,부동산업
(주)건설투자,060705,2010/12,부동산업
(주)건아엔터프라이즈,061086,2010/12,제조업
(주)건양기업,047898,2010/12,제조업
(주)건양미곡종합처리장,040508,2010/07,제조업
(주)건영,038822,2010/12,건설업
(주)건영산업,063195,2010,
(주)건용무역,053449,2010,
(주)건우,046862,2010/12,건설업
(주)건우금속,070401,2010,
(주)건우기업,047015,2010/12,광업
(주)건우정공,012888,2010/12,제조업
(주)건우피엠,044044,2010/12,부동산업
(주)건우해양,049380,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)건일엔지니어링,043597,2010/12,"전문, 과학 및 기술 서비스업"
(주)건축과디자인,045504,2010/12,부동산업
(주)건축사사무소건원엔지니어링,043300,2010/12,"전문, 과학 및 기술 서비스업"
(주)건축사사무소한국포에이그룹,042474,2010/12,부동산업
(주)건풍윈이엔지,060062,2010/12,건설업
(주)건화,012896,2010/12,"전문, 과학 및 기술 서비스업"
(주)건화,017441,2010/12,부동산업
(주)건화,029502,2010/12,제조업
(주)건화기업,012895,2010/12,제조업
(주)건화약품,030277,2010/12,도매 및 소매업
(주)건화이엔지,061116,2010/12,제조업
(주)건황로지스틱스,054259,2010/12,건설업
(주)검단아스콘,066023,2010,
(주)검단파이프,062602,2010/12,도매 및 소매업
(주)게스템프카테크,018571,2010/12,제조업
(주)겨레석재산업,064527,2010,
(주)경,049448,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)경기라이프,061953,2010/12,건설업
(주)경기버스,063697,2010,
(주)경기화학약품상사,070701,2010,
(주)경남금속,041543,2010/12,제조업
(주)경남산업,059531,2010/12,제조업
(주)경남세화약품,061468,2010/12,도매 및 소매업
(주)경덕디벨로퍼스,060786,2010/12,부동산업
(주)경도,013555,2010,
(주)경도시스템,029132,2010/12,제조업
(주)경동,012913,2010/12,건설업
(주)경동개발,012917,2010/12,제조업
(주)경동기업,062262,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)경동기전,050446,2010/12,도매 및 소매업
(주)경동네트웍,058201,2010/12,제조업
(주)경동라이프,058224,2010/12,건설업
(주)경동바이오테크,065688,2010,
(주)경동세라믹스,066043,2010,
(주)경동소재,040801,2010/12,제조업
(주)경동원,026351,2010/12,제조업
(주)경동월드와이드,040316,2010/12,제조업
(주)경동이앤에스,047770,2010/12,제조업
(주)경동특수주강,049776,2010/12,제조업
(주)경동피.오.에이,058715,2010/12,제조업
(주)경동하이테크,059707,2010/12,제조업
(주)경민,047267,2010/12,제조업
(주)경방어패럴,017034,2010/12,제조업
(주)경보제약,012927,2010/12,제조업
(주)경복궁웨딩컨벤션,040105,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)경부산업,057252,2010/12,도매 및 소매업
(주)경산,057800,2010/12,도매 및 소매업
(주)경산씨앤티,065810,2010,
(주)경상스틸,070438,2010,
(주)경성엠티,063872,2010,
(주)경성정기,052657,2010/12,제조업
(주)경수제철건설,052486,2010/12,제조업
(주)경승,012806,2010/12,제조업
(주)경신공영,053056,2010,
(주)경안,045686,2010/12,건설업
(주)경안전선,021831,2010/12,제조업
(주)경언씨앤씨,070061,2010,
(주)경우라이프,069756,2010,
(주)경우머트리얼,061812,2010/12,도매 및 소매업
(주)경우이앤씨,049987,2010/12,건설업
(주)경우크린텍,053481,2010/12,건설업
(주)경원라이프,052273,2010/12,숙박 및 음식점업
(주)경원엔지니어링건축사사무소,020142,2010,
(주)경원전자,059139,2010/12,제조업
(주)경원통상,061828,2010/12,도매 및 소매업
(주)경원화학,071263,2010,
(주)경윤하이드로에너지,060046,2010/12,제조업
(주)경인엔지니어링,052213,2010/12,제조업
(주)경인일보,012960,2010/12,정보통신업
(주)경인특수금속,046880,2010,
(주)경일,046351,2010/12,운수 및 창고업
(주)경일감정평가법인,048260,2010/12,부동산업
(주)경일옵틱스,070866,2010,
(주)경일텔레콤,061897,2010/12,도매 및 소매업
(주)경일하이텍,067775,2010,
(주)경주버드파크,070794,2010,
(주)경주산업개발,061639,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)경주신라컨트리클럽,029959,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)경주환경에너지,066402,2010,
(주)경진인터내셔날,052086,2010/12,부동산업
(주)경진티알엠,063268,2010,
(주)경태,067039,2010,
(주)경풍,046918,2010,
(주)경한인더스트리,046149,2010/12,제조업
(주)경향신문사,012983,2010/03,정보통신업
(주)경호엔지니어링종합건축사사무소,010868,2010/12,"전문, 과학 및 기술 서비스업"
(주)경화상사,039997,2010/12,도매 및 소매업
(주)경화엔지니어링,048014,2010/12,"전문, 과학 및 기술 서비스업"
(주)경휘,059635,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)경희,021874,2010/12,제조업
