회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(유)유맥에프앤알,014534,2006/12,부동산업
(주)에이치비어드바이저스,051709,2006,
(주)에이치비이,048287,2006,
(주)에이치비콥,039765,2006/12,도매 및 소매업
(주)에이치스페이스,059837,2006,
(주)에이치시티,043465,2006/12,"전문, 과학 및 기술 서비스업"
(주)에이치씨글로벌,047184,2006/12,제조업
(주)에이치씨보광레미콘,029881,2006/12,제조업
(주)에이치씨아이,012674,2006/12,정보통신업
(주)에이치씨컴퍼니,041641,2006/12,제조업
(주)에이치아이이티,041213,2006/12,정보통신업
(주)에이치아이티오토모티브,056690,2006,
(주)에이치알에이치,058182,2006,
(주)에이치알원,052920,2006,
(주)에이치앤아이,053348,2006,
(주)에이치앤아이글로벌,059084,2006,
(주)에이치앤에프피,042125,2006/12,부동산업
(주)에이치앤유엔터프라이즈,041356,2006/12,부동산업
(주)에이치앤티이엔지,048437,2006,
(주)에이치에스,041058,2006/12,"농업, 임업 및 어업"
(주)에이치에스글로텍,051967,2006,
(주)에이치에스네트웍스,048100,2006,
(주)에이치에스스틸,049858,2006,
(주)에이치에스씨홀딩스,054205,2006,
(주)에이치에스애드,041375,2006/12,"전문, 과학 및 기술 서비스업"
(주)에이치에스엘일렉트로닉스,040268,2006/12,제조업
(주)에이치에스이앤피,059191,2006,
(주)에이치에스지,049637,2006,
(주)에이치에이디앤씨,051867,2006,
(주)에이치에이코리아,010541,2006/12,제조업
(주)에이치엔리소스,053921,2006,
(주)에이치엔씨,040126,2006/12,제조업
(주)에이치엔씨,043575,2006/12,"전문, 과학 및 기술 서비스업"
(주)에이치엔티,016393,2006/12,제조업
(주)에이치엘엠씨,051153,2006,
(주)에이치엘테크,058923,2006,
(주)에이치엠엠퍼시픽,047816,2006,
(주)에이치엠티,044574,2006/12,제조업
(주)에이치와이냉장,040241,2006/12,운수 및 창고업
(주)에이치원디앤씨,049521,2006,
(주)에이치원바이오,054130,2006,
(주)에이치제이라이프피에프브이,053548,2006,
(주)에이치제이물류,041471,2006/12,부동산업
(주)에이치제이스틸,050618,2006,
(주)에이치제이씨,018860,2006/12,제조업
(주)에이치제이에프,042857,2006,
(주)에이치케이씨,020019,2006/12,제조업
(주)에이치케이에스지아이,058270,2006,
(주)에이치케이종합개발,052829,2006,
(주)에이치테크,052433,2006,
(주)에이치티디엔씨,054511,2006/12,부동산업
(주)에이치티이씨,044128,2006/12,제조업
(주)에이치피주택건설,052191,2006,
(주)에이케이태양광,057139,2006,
(주)에이테크오토모티브,051112,2006,
(주)에이텍,018252,2006/12,제조업
(주)에이텔시스텍,042974,2006/12,제조업
(주)에이트리,052989,2006,
(주)에이티넘파트너스,017375,2006/03,부동산업
(주)에이티씨,044251,2006/12,제조업
(주)에이티엔씨,030333,2006/12,제조업
(주)에이팩,039367,2006/12,제조업
(주)에이팩,024342,2006/12,제조업
(주)에이프로,049533,2006,
(주)에이피컴퍼니,043604,2006/12,제조업
