회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(유)짐머바이오메트코리아,018711,2006/12,도매 및 소매업
(유)케이원에너지,047069,2006/12,도매 및 소매업
(주)주암테크,030292,2006/12,제조업
(주)주연테크,011341,2006,
(주)주영아이엔씨,041242,2006/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)주원,044228,2006/12,제조업
(주)주피터인터내셔널,052960,2006,
(주)죽암,059142,2006,
(주)죽전건설,043138,2006/12,부동산업
(주)준건설,047434,2006/12,건설업
(주)준우건설,058635,2006,
(주)준코,058775,2006,
(주)준흥디엔씨,042256,2006/12,건설업
(주)중동파크타운,056460,2006,
(주)중림전기물류,059912,2006,
(주)중부농축산물류센터,018921,2006/12,도매 및 소매업
(주)중부제일물류,041572,2006/12,운수 및 창고업
(주)중부화물터미널,039254,2006/12,운수 및 창고업
(주)중산도시개발,047144,2006/12,부동산업
(주)중소기업유통센터,018925,2006/12,도매 및 소매업
(주)중아트그룹,053249,2006,
(주)중앙CMI,046769,2006/12,제조업
(주)중앙감정평가법인,045446,2006/12,부동산업
(주)중앙교육진흥연구소,026550,2006/12,정보통신업
(주)중앙금속,048819,2006,
(주)중앙기계,030046,2006/12,제조업
(주)중앙레포츠,041904,2006/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)중앙리빙샤시,045438,2006/12,제조업
(주)중앙산업개발,046381,2006/12,건설업
(주)중앙소방,059137,2006,
(주)중앙씨앤아이,047553,2006/12,금융 및 보험업
(주)중앙안전유리,056350,2006,
(주)중앙오션,056946,2006,
(주)중앙유엠에스,021328,2006,
(주)중앙정공,018945,2006/12,제조업
(주)중앙제공,018509,2006/12,제조업
(주)중앙종축,045437,2006/12,부동산업
(주)중앙타프라,018953,2006/12,제조업
(주)중앙티앤씨,056515,2006,
(주)중앙화촌기업,026251,2006,
(주)중외정보기술,049288,2006,
(주)중원냉열,052311,2006,
(주)중원산업,059719,2006,
(주)중원앤피,049964,2006,
(주)중원지방산업단지,049593,2006,
(주)중일인터내셔날,029420,2006/12,건설업
(주)중천디앤씨,049752,2006,
(주)중천산업개발,050515,2006,
(주)쥬네브,041854,2006/12,부동산업
(주)즐거운나라,046758,2006/12,부동산업
(주)지.스타,050295,2006,
(주)지고씨앤디,046081,2006/12,부동산업
(주)지너스에셋,044532,2006/12,부동산업
(주)지넷시스템,050261,2006,
(주)지노무역,056728,2006,
(주)지노시스템,048013,2006,
(주)지누스,042675,2006/12,도매 및 소매업
(주)지니키즈,047879,2006,
(주)지디,047174,2006/12,건설업
(주)지디,056256,2006,
(주)지디리얼에스테이트,045831,2006/12,부동산업
(주)지디코프,054204,2006,
(주)지란지교소프트,011107,2006/12,정보통신업
(주)지맥스,044498,2006/12,제조업
(주)지브이투,051127,2006,
(주)지비라이트,051402,2006,
(주)지비엠,029290,2006/12,제조업
(주)지사컨트리클럽,056475,2006,
(주)지산메디칼,052898,2006,
(주)지산물류,049114,2006,
(주)지산에이앤디,052563,2006,
(주)지성제지,054007,2006,
(주)지셀이엔씨,048203,2006,
(주)지씨스페이스,039666,2006/12,건설업
(주)지씨에스네트워크,053697,2006,
(주)지씨진천,046908,2006/12,"예술, 스포츠 및 여가관련 서비스업"
(주)지아고,049889,2006,
(주)지아이에이치씨,057176,2006,
(주)지아이티,028889,2006/12,제조업
(주)지알켐,053754,2006,
(주)지앤지,053989,2006,
(주)지앤지솔루션,046375,2006/12,도매 및 소매업
(주)지앤피,025059,2006/12,제조업
(주)지에스리테일,010033,2006/12,도매 및 소매업
(주)지에스밸리,047177,2006/12,부동산업
(주)지에스북,039205,2006/12,도매 및 소매업
(주)지에스씨,049831,2006,
(주)지에스아이티엠,047807,2006,
(주)지에스아키텍츠,048835,2006,
