회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)21세기조선,040736,2018,
(주)3Z,012815,2018/12,제조업
(주)88스테이,081962,2018/12,부동산업
(주)A.M.C,064118,2018/12,제조업
(주)ATS엔지니어링,061907,2018,
(주)DCFTREK,017676,2018/12,제조업
(주)DH케미칼,040581,2018/12,제조업
(주)DKASTEEL,059783,2018,
(주)DNSC,063900,2018/12,"전문, 과학 및 기술 서비스업"
(주)E&T,058267,2018/12,도매 및 소매업
(주)E-유로,077458,2018/12,도매 및 소매업
(주)EG메탈,058996,2018/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)ENS,030661,2018,
(주)G1네트웍스,061218,2018/12,도매 및 소매업
(주)GBSTYLE,029522,2018/12,제조업
(주)GIMCO,072726,2018,
(주)GST투자개발,086402,2018/12,금융 및 보험업
(주)G건설,090188,2018/12,건설업
(주)H.M.T,056408,2018,
(주)HM금속,043596,2018/12,제조업
(주)IEN한창,045661,2018/12,제조업
(주)JBM,058709,2018/12,제조업
(주)JK알에스티,063959,2018/12,제조업
(주)JNC하이텍,063938,2018/12,제조업
(주)JS중공업,062045,2018,
(주)JW솔라파크,081903,2018/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)KAL호텔네트워크,029255,2018/12,숙박 및 음식점업
(주)KHE,027325,2018/12,제조업
(주)KH엘텍,043023,2018/12,제조업
(주)KJ컴텍,038835,2018,
(주)KRGSOFT,056737,2018,
(주)KTE,026849,2018/12,제조업
(주)LF네트웍스,040278,2018/12,도매 및 소매업
(주)LF스퀘어씨사이드,086240,2018/12,부동산업
(주)LG경영개발원,018261,2018/12,"전문, 과학 및 기술 서비스업"
(주)LG생명과학,030592,2018,
(주)MBC아카데미,020587,2018/12,교육 서비스업
(주)MG전자,063566,2018,
(주)MK,087267,2018/12,도매 및 소매업
(주)MSSteel,048874,2018,
(주)MS이엔지,042524,2018/12,제조업
(주)NHF5호공공임대개발전문위탁관리부동산투자회사,076921,2018/12,부동산업
(주)NHF6호공공임대개발전문위탁관리부동산투자회사,078193,2018/12,부동산업
(주)NHF7호공공임대위탁관리부동산투자회사,076922,2018/12,부동산업
(주)NHF제1호공공임대개발전문위탁관리부동산투자회사,072369,2018/12,부동산업
(주)NHF제2호공공임대위탁관리부동산투자회사,072370,2018/12,부동산업
(주)NHF제3호공공임대개발전문위탁관리부동산투자회사,072325,2018/12,부동산업
(주)NH무역,017587,2018/12,도매 및 소매업
(주)NKG,064781,2018/12,도매 및 소매업
(주)P&I지주,014359,2018/12,"전문, 과학 및 기술 서비스업"
(주)PSG,040133,2018/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)S&WIND,065165,2018/12,제조업
(주)S-Tech,062173,2018/12,제조업
(주)SC유나이티드,038630,2018,
(주)SH글라스,076345,2018,
(주)SH로지스틱스&테크놀로지,063199,2018,
(주)SIMPAC산기,041667,2018,
(주)SJ테크,041396,2018/12,제조업
(주)SRC,080886,2018/12,제조업
(주)STX종합기술원,060652,2018,
(주)TAPEX,010942,2018,
(주)TSR,019379,2018/12,제조업
(주)TS푸드앤시스템,020608,2018/12,도매 및 소매업
(주)XIOM,069167,2018/12,제조업
(주)e대한경제신문,080773,2018/12,정보통신업
(주)shl,091048,2018/12,제조업
(주)가겐투안,043566,2018/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)가경개발,060723,2018,
(주)가경디앤씨,053950,2018/12,건설업
(주)가경종합건설,067227,2018,
(주)가나공업,070187,2018/12,제조업
(주)가나마린,061723,2018/12,운수 및 창고업
(주)가나스틸,042318,2018/12,도매 및 소매업
(주)가나아트갤러리,017417,2018/12,도매 및 소매업
(주)가나에너지,090561,2018/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)가담종합건설,076423,2018/12,건설업
(주)가든파이브라이프,073254,2018/12,부동산업
(주)가람D&C,085468,2018/12,부동산업
(주)가람솔루션,043426,2018,
(주)가람우즈,049021,2018,
(주)가람유통,074090,2018,
(주)가리온,085096,2018/12,부동산업
(주)가림산업,090395,2018/12,부동산업
(주)가보관광산업,064248,2018,
(주)가보이앤씨,089670,2018/12,건설업
(주)가브린트,082823,2018,
(주)가비건설,091492,2018/12,건설업
(주)가빈,052981,2018/12,도매 및 소매업
(주)가산디앤씨,088143,2018/12,부동산업
(주)가스엔텍,088035,2018/12,제조업
(주)가스트론,064189,2018/12,제조업
(주)가야,045119,2018/12,제조업
(주)가야,050540,2018/12,제조업
(주)가야미디어,012820,2018/12,정보통신업
(주)가야중공업,020634,2018,
(주)가야특수강,049005,2018/12,도매 및 소매업
(주)가야포징,066303,2018/12,제조업
(주)가야호텔,058439,2018/12,숙박 및 음식점업
(주)가온감정평가법인,048025,2018/12,부동산업
(주)가온솔루션,086044,2018/12,제조업
(주)가온인베스트먼트,087062,2018/12,부동산업
(주)가온피앤이,079480,2018,
(주)가우,068378,2018,
(주)가우넷,053709,2018,
(주)가우리안,060884,2018/12,건설업
(주)가우테크,086082,2018/12,제조업
(주)가원,076266,2018,
(주)가유,059351,2018/12,제조업
(주)가이아,088561,2018/12,부동산업
(주)가이아로지스,071083,2018/12,운수 및 창고업
(주)가이아코퍼레이션,082911,2018/12,도매 및 소매업
(주)가이야씨앤지,089645,2018/12,부동산업
(주)가인물산,068891,2018/12,제조업
(주)가인철강,047446,2018/12,도매 및 소매업
(주)가장맛있는족발,090173,2018/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)가톨릭신문사,067410,2018/12,정보통신업
(주)가현,014227,2018/12,제조업
(주)가현산업개발,066535,2018/12,운수 및 창고업
(주)가화개발,073908,2018,
(주)가화건설,082774,2018/12,건설업
(주)간삼건축종합건축사사무소,042787,2018/12,"전문, 과학 및 기술 서비스업"
(주)감마누,050235,2018,
(주)감정평가법인대일감정원,045274,2018/12,부동산업
(주)감코명화,048726,2018,
(주)갑우문화사,040815,2018/12,정보통신업
(주)갑을프라스틱,012828,2018,
(주)갑진,058622,2018/12,제조업
(주)강구토건,086108,2018/12,건설업
(주)강남가설산업,091821,2018/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)강남선박,062202,2018/12,운수 및 창고업
(주)강남타워,086396,2018/12,부동산업
(주)강남터미널지하쇼핑몰,065136,2018/12,부동산업
(주)강남텔레콤,089580,2018/12,도매 및 소매업
