회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)범한상선,041316,2006/12,운수 및 창고업
(주)범한엔지니어링종합건축사사무소,046905,2006/12,"전문, 과학 및 기술 서비스업"
(주)범한여행,017875,2006/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)벙커마스타,053477,2006,
(주)베네시티,040337,2006/12,부동산업
(주)베네하임,040896,2006/12,건설업
(주)베르상스퍼시픽,048810,2006,
(주)베리아이비홀딩스,054828,2006,
(주)베리엠앤씨,054937,2006,
(주)베리티비티,010233,2006/12,운수 및 창고업
(주)베리파인,052633,2006,
(주)베바스토동희,056556,2006,
(주)베바스토코리아홀딩스,026337,2006/12,제조업
(주)베셀,059633,2006,
(주)베스텍,043642,2006/12,제조업
(주)베스툴,046768,2006/12,제조업
(주)베스트글라스,050544,2006,
(주)베스트메탈라인,042870,2006/12,제조업
(주)베스트밸리골프클럽,050108,2006,
(주)베스트에버,014750,2006/12,제조업
(주)베스트화성,041199,2006/12,제조업
(주)베어산업,030631,2006/12,제조업
(주)베어엔터테인먼트,014752,2006/12,정보통신업
(주)베이스,051221,2006,
(주)베이직인터플래닝,049738,2006,
(주)벡스코,014853,2006/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)벤처캐슬,047435,2006/12,부동산업
(주)벤트코리아,049505,2006,
(주)벨리타하우스,059372,2006,
(주)벨이앤씨,052304,2006,
(주)벽산엔터프라이즈,012891,2006/12,건설업
(주)벽송삼림업,051623,2006,
(주)벽우스페이스피앤디,053014,2006,
(주)벽원레저개발,042699,2006/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)벽유,049514,2006,
(주)벽은,047882,2006,
(주)벽진피앤티(P&T),043225,2006/12,제조업
(주)보경금속,058470,2006,
(주)보광,059441,2006,
(주)보광,040158,2006/12,제조업
(주)보광,014766,2006/12,제조업
(주)보광기업,048451,2006,
(주)보광사,046753,2006/12,제조업
(주)보광산업,047321,2006/12,광업
(주)보광엔지니어링,049894,2006,
(주)보광이천,047902,2006,
(주)보광종합건설,038722,2006/12,건설업
(주)보광티에스,010895,2006/12,제조업
(주)보국산업,058425,2006,
(주)보그인터내셔날,052645,2006,
(주)보기재,052218,2006,
(주)보다테크,029693,2006/12,제조업
(주)보라존,051310,2006,
(주)보람농업회사법인,043083,2006/12,"농업, 임업 및 어업"
(주)보령바이오파마,014783,2006/12,제조업
(주)보령홀딩스,014782,2006/12,부동산업
(주)보름디앤씨,045575,2006/12,건설업
(주)보림,014784,2006/12,제조업
(주)보림출판사,051575,2006,
(주)보명하이텍,051915,2006,
(주)보미건설,014790,2006/12,건설업
(주)보미엔지니어링,038572,2006/12,건설업
(주)보미엔터프라이즈,053179,2006,
(주)보배,023763,2006/12,제조업
(주)보벨스,041362,2006/12,제조업
(주)보부하이테크,050269,2006,
(주)보생,014791,2006/12,제조업
(주)보성,014795,2006/12,건설업
(주)보성레미콘,049221,2006,
(주)보성무역,057008,2006,
(주)보성아키테리어,056911,2006,
(주)보성엔지니어링,043058,2006/12,도매 및 소매업
(주)보성열처리,058839,2006,
(주)보성인더스트리,014800,2006/12,제조업
(주)보쉬렉스로스코리아,021484,2006/12,도매 및 소매업
(주)보쉬전장,018572,2006/12,제조업
(주)보스코프레이션,051114,2006,
(주)보스테크니컬서비시즈,049617,2006,
(주)보스트,051208,2006,
(주)보스홀딩스,014805,2006/12,제조업
(주)보승식품,057970,2006,
(주)보아스팜,052638,2006,
(주)보아텍,059306,2006,
(주)보양,046257,2006/12,제조업
(주)보우메텍,041611,2006/12,제조업
(주)보원산업,049278,2006,
(주)보원엠피,045719,2006/12,제조업
(주)보은건설,050690,2006,
(주)보임기술,041253,2006/12,제조업
(주)보진재,042642,2006/12,제조업
(주)보타메디,047938,2006,
(주)보하임,058402,2006,
(주)보해B&H,023790,2006/12,제조업
(주)보현,029692,2006/12,부동산업
(주)보현메탈,045873,2006/12,제조업
(주)보현종합건설,060157,2006,
(주)본테크,057822,2006,
(주)볼빅,052288,2006,
(주)봄내건설,049594,2006,
(주)봉은개발,057043,2006,
(주)부-스타,010298,2006/12,제조업
(주)부강테크,058523,2006,
(주)부경,030081,2006/12,건설업
(주)부경산업개발,049961,2006,
(주)부경피에프브이,057100,2006,
(주)부곡개발,044667,2006/12,부동산업
(주)부곡엘아이,050619,2006,
(주)부곡하이텍,053939,2006,
(주)부광,014823,2006/12,제조업
(주)부광에프디,043951,2006/12,제조업
(주)부광테크놀러지,049157,2006,
(주)부국스틸,046202,2006/12,도매 및 소매업
(주)부국엔지니어링,049887,2006,
(주)부뜰정보시스템,045580,2006/12,정보통신업
(주)부라다,010293,2006/12,부동산업
(주)부르다문,047146,2006/12,제조업
(주)부림약품,049631,2006,
(주)부마,045909,2006/12,부동산업
(주)부미,050453,2006,
(주)부사린상사,038981,2006/12,제조업
(주)부산시멘트,049570,2006,
(주)부산재건센타,046615,2006/12,부동산업
(주)부산철강,014855,2006/12,도매 및 소매업
(주)부산크로스독,058412,2006,
(주)부산학원,029801,2006/12,교육 서비스업
(주)부성,043610,2006/12,제조업
(주)부성리싸이클링,014862,2006/12,제조업
(주)부성엔터테크,052073,2006,
(주)부성유통,052227,2006,
(주)부성텍스텍,053052,2006,
(주)부성티에프시,014621,2006/12,제조업
(주)부송개발,059740,2006,
(주)부쉬코리아,049357,2006,
(주)부영,023843,2006/12,"전문, 과학 및 기술 서비스업"
(주)부영건설,014867,2006/12,건설업
(주)부영섬유,039196,2006/12,제조업
(주)부영엔터테인먼트,049075,2006,
(주)부영주택,058604,2006,
(주)부용,014871,2006/12,제조업
(주)부원,049451,2006,
(주)부원,014872,2006/12,제조업
(주)부원,058690,2006,
(주)부원건설,039838,2006/12,건설업
(주)부일이앤이,058353,2006,
(주)부자,050525,2006,
(주)부자,046499,2006/12,숙박 및 음식점업
(주)부즈,059993,2006,
(주)부천하이파킹,059577,2006,
(주)부토,029346,2006/12,"예술, 스포츠 및 여가관련 서비스업"
(주)부평관광호텔,014889,2006/12,제조업
(주)부흥산업사,026347,2006/12,제조업
(주)부흥시스템,058250,2006,
(주)북부모터스,053765,2006,
(주)북스빌,058663,2006,
(주)북악빌리지,039001,2006/12,부동산업
(주)북이십일,044245,2006/12,정보통신업
(주)북토피아,011852,2006/12,정보통신업
(주)북플러스,014009,2006/12,도매 및 소매업
(주)불스원,030358,2006/12,제조업
(주)뷰닉스,038944,2006/12,제조업
(주)뷰웍스,047764,2006,
(주)뷰젠하우징,050419,2006,
(주)브라운팰리스,048836,2006,
(주)브라이언앤데이비드,049567,2006,
(주)브랜드랩,045321,2006/12,도매 및 소매업
(주)브레댄코,059462,2006,
(주)브로드밴드솔루션즈,038884,2006/12,정보통신업
(주)브리지마린,050308,2006,
(주)브리지텍,014898,2006/12,정보통신업
(주)브리지파워,057243,2006,
(주)브릿지헤드,041694,2006/12,부동산업
(주)브링스코리아,014900,2006/12,운수 및 창고업
(주)브이샘,040624,2006/12,제조업
(주)브이알랩,052426,2006,
(주)브이에프케이헤드,060036,2006,
(주)브이엘케이,046328,2006/12,제조업
(주)블루니어,058821,2006,
(주)블루센트럴스테이션,057121,2006,
(주)블루스톤디앤아이,054148,2006,
(주)블루아일랜드개발,053121,2006,
(주)블루원,019405,2006/12,"예술, 스포츠 및 여가관련 서비스업"
(주)블루윌홀딩스,047293,2006/12,건설업
(주)블루캐시,048269,2006,
(주)블루콤,010795,2006/12,제조업
(주)블루핀디엔씨,053913,2006,
(주)블루필드,059071,2006,
(주)블루홈건설,053265,2006,
(주)블룸즈베리에셋매니지먼트,057956,2006,
(주)비.엘.아이,052209,2006,
(주)비경통상,030623,2006,
(주)비나개발,048911,2006,
(주)비더블유프로퍼티스,051368,2006,
(주)비디비치코스메틱,048756,2006,
(주)비룡,041819,2006/12,도매 및 소매업
(주)비룡소,042498,2006/12,정보통신업
(주)비베타,040216,2006/12,"예술, 스포츠 및 여가관련 서비스업"
(주)비봉이앤지,042034,2006/12,제조업
(주)비비디오코리아,017903,2006/12,"전문, 과학 및 기술 서비스업"
(주)비사벌관광개발,046793,2006/12,제조업
(주)비상교육,043592,2006/12,정보통신업
(주)비스타건설,052887,2006,
(주)비씨상사,014908,2006/12,제조업
(주)비씨엔이글로발,048089,2006,
(주)비아이씨엔에스,058017,2006,
(주)비아이피테크,047819,2006,
(주)비아이해운,052919,2006,
(주)비아트론,048008,2006,
(주)비안어페럴,042621,2006/12,제조업
(주)비알뇌교육,045695,2006/12,제조업
(주)비알종합건설,046538,2006/12,건설업
(주)비앤비스틸,044012,2006/12,제조업
(주)비앤엠,053319,2006,
(주)비앤테크,041195,2006/12,제조업
(주)비에스마트,045870,2006/12,도매 및 소매업
(주)비에스이,010782,2006/12,제조업
(주)비에스지파트너스,056269,2006,
(주)비에이치,039588,2006,
(주)비에이치월드,038905,2006/12,건설업
(주)비에이치코퍼레이션,043944,2006/12,도매 및 소매업
(주)비엔디개발,041537,2006/12,건설업
(주)비엔에프피에스씨,058672,2006,
(주)비엔지컨설턴트,050007,2006,
(주)비엘지건설,059509,2006,
(주)비엠금속,029306,2006/12,제조업
(주)비엠랜드개발,049996,2006,
(주)비엠아이,056854,2006,
(주)비엠에스,030284,2006/12,도매 및 소매업
(주)비엠코리아,051684,2006,
(주)비엠티,043035,2006/12,제조업
(주)비엥에트르,049159,2006,
(주)비오스,058577,2006,
(주)비오에프,045073,2006/12,"전문, 과학 및 기술 서비스업"
(주)비오하우징,041084,2006/12,부동산업
(주)비온디,046234,2006/12,부동산업
(주)비올디벨로퍼즈,038814,2006/12,제조업
(주)비와이씨마트,016002,2006/12,도매 및 소매업
(주)비와이엔블랙야크,043862,2006/12,제조업
(주)비와이티,051242,2006,
(주)비우코리아,041813,2006/12,건설업
(주)비전건설,041221,2006,
(주)비전소프트,012509,2006/12,정보통신업
(주)비전코리아,048617,2006,
(주)비전코퍼레이션,059573,2006,
(주)비전힐스,017906,2006/12,"예술, 스포츠 및 여가관련 서비스업"
(주)비제이파워,060007,2006,
(주)비젤,047743,2006,
(주)비젼개발,042346,2006/12,부동산업
(주)비젼메카,041733,2006/12,제조업
(주)비젼코베아,058713,2006,
(주)비젼테크닉스,045907,2006/12,제조업
(주)비즈아이솔루션,057599,2006,
(주)비즈엠알오,028516,2006,
(주)비즈코,014922,2006/12,도매 및 소매업
(주)비즈테크파트너스,051157,2006,
(주)비지에프네트웍스,056215,2006,
(주)비지에프로지스,054729,2006,
(주)비지에프로지스강화,054770,2006,
(주)비지에프리테일,023749,2006/12,도매 및 소매업
(주)비채누리개발,058337,2006,
(주)비체,046545,2006/12,부동산업
(주)비케이레저,056857,2006,
(주)비큐공영,046888,2006/12,건설업
(주)비투에스코리아,053257,2006,
(주)비투와이,048304,2006,
(주)비트앤펄스,051731,2006,
(주)비티비디씨티,059013,2006,
(주)비티비솔루션,058046,2006,
(주)비티엑스코리아,043318,2006/12,운수 및 창고업
(주)비파인어드바이져,053729,2006,
(주)비피에스,054028,2006,
(주)비학,051773,2006,
(주)빅스코,020114,2006/12,부동산업
(주)빅슨,059529,2006,
(주)빅슨커뮤니케이션,045346,2006/12,정보통신업
(주)빌츠그린,058420,2006,
(주)빌텍,023894,2006/12,제조업
(주)빌트드림,056668,2006,
(주)빌트모아,014925,2006/12,제조업
(주)빌프라이드,050164,2006,
(주)빛샘정보통신,046658,2006/12,제조업
(주)빠라베에사,058859,2006,
(주)뻬띠앙뜨,014929,2006/12,제조업
(주)사계절출판사,048294,2006,
(주)사라콤,054158,2006,
(주)사람과공간,048458,2006,
(주)사람과자연건설,041350,2006/12,부동산업
(주)사람과지구어머니,042451,2006/12,부동산업
(주)사람인에이치알,060382,2006,
(주)사리엔스,053856,2006,
(주)사마스전자,048018,2006,
(주)사보이투자개발,030767,2006/12,부동산업
(주)사보이호텔,039815,2006/12,숙박 및 음식점업
(주)사옹원,058257,2006,
(주)사이넷,052300,2006,
(주)사이버패스,012493,2006,
(주)사이텍시스템,028988,2006/12,정보통신업
(주)사임당화장품,038797,2006/12,제조업
(주)사조남부햄,017571,2006/12,제조업
(주)사조아성,046157,2006/12,제조업
(주)사조인터내셔널,057886,2006,
(주)사조인티그레이션,042330,2006/12,제조업
(주)사파코,051984,2006,
(주)산경앰엔에이캐피탈,048240,2006,
(주)산광실업,051473,2006,
(주)산들네트웍스,020875,2006/12,정보통신업
(주)산들코퍼레이션,052990,2006,
(주)산리오코리아,048622,2006,
(주)산수디앤씨,040543,2006/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)산양,014939,2006/12,제조업
(주)산양종합개발,046606,2006/12,건설업
(주)산에이코리아,058481,2006,
(주)산엔지니어링,059495,2006,
(주)산해건설,047888,2006,
(주)산호씨앤디,040417,2006/12,건설업
(주)산호종합건설,014948,2006/12,건설업
(주)삼강금속,017918,2006/12,제조업
(주)삼건사,014952,2006/12,건설업
(주)삼광모터스,014960,2006/12,제조업
(주)삼광실업,050106,2006,
(주)삼광씨스템,044056,2006/12,제조업
(주)삼광염직,042997,2006/12,제조업
(주)삼광윈테크,058426,2006,
(주)삼광정밀,053178,2006,
(주)삼광컴퓨터,029479,2006/12,도매 및 소매업
(주)삼광피에스,050307,2006,
(주)삼구아이앤씨,052681,2006,
(주)삼기오토모티브,056280,2006,
(주)삼남,042384,2006/12,"예술, 스포츠 및 여가관련 서비스업"
(주)삼녹,053952,2006,
(주)삼능,053409,2006,
(주)삼동기공,046205,2006/12,제조업
(주)삼동산업,017926,2006/12,제조업
(주)삼두,044766,2006/12,제조업
(주)삼두에너지,051376,2006,
(주)삼두주택,030779,2006/12,부동산업
(주)삼라,026607,2006/12,건설업
(주)삼라,014983,2006/12,부동산업
(주)삼리,046286,2006/12,제조업
(주)삼마피제이씨,052351,2006,
(주)삼명금속,014990,2006/12,제조업
(주)삼목리스,030729,2006/12,건설업
(주)삼미뉴트랩,057178,2006,
(주)삼미정공,046003,2006/12,제조업
(주)삼미프라자,058330,2006,
(주)삼백골프클럽,048105,2006,
(주)삼번,043191,2006/12,도매 및 소매업
(주)삼보,046460,2006/12,제조업
(주)삼보기술단,015003,2006/12,"전문, 과학 및 기술 서비스업"
(주)삼보산업,059647,2006,
(주)삼보아이피,015004,2006,
(주)삼보에프앤디,057965,2006,
(주)삼보유통,052561,2006,
(주)삼보철강,015010,2006/12,제조업
(주)삼봉,058794,2006,
(주)삼부단조,058068,2006,
(주)삼부스텐,051359,2006,
(주)삼비,047230,2006/12,부동산업
(주)삼비텍,045875,2006/12,제조업
(주)삼산기공,017932,2006,
(주)삼선CSA,043261,2006/12,건설업
(주)삼선그라텍,045927,2006/12,제조업
(주)삼선글로벌,052462,2006,
(주)삼성냉장,040680,2006/12,운수 및 창고업
(주)삼성디와이,045839,2006/12,제조업
(주)삼성레이저,046192,2006/12,제조업
(주)삼성미트통상,043675,2006/12,도매 및 소매업
(주)삼성산업,017936,2006/12,제조업
(주)삼성씨케이,038865,2006/12,제조업
(주)삼성엠케이,041934,2006/12,제조업
(주)삼성의료설비,049162,2006,
(주)삼성이엔지,048918,2006,
(주)삼성잉크,041482,2006/12,제조업
(주)삼성정밀,053273,2006,
(주)삼성종합건설,044344,2006/12,건설업
(주)삼성콘크리트,015049,2006/12,제조업
(주)삼성테이프,050497,2006,
(주)삼성팩,059913,2006,
(주)삼송랜드,044004,2006/12,부동산업
(주)삼송종합건설,048636,2006,
(주)삼송캐스터,024039,2006/12,제조업
(주)삼승종합상사,043079,2006,
(주)삼신,010559,2006/12,제조업
(주)삼신정공,015063,2006/12,제조업
(주)삼아도시개발,049085,2006,
(주)삼아아시아,042371,2006,
(주)삼안,017942,2006/12,"전문, 과학 및 기술 서비스업"
(주)삼안전자,043724,2006/12,부동산업
(주)삼양,046055,2006/12,건설업
(주)삼양감속기,010752,2006/12,제조업
(주)삼양금속,046255,2006/12,제조업
(주)삼양냉장,017944,2006/12,운수 및 창고업
(주)삼양밀맥스,016016,2006/12,제조업
(주)삼양발브종합메이커,015079,2006/12,제조업
(주)삼양씨엔씨,042608,2006/12,"전문, 과학 및 기술 서비스업"
(주)삼양에프앤비,051957,2006,
(주)삼양이엠에스,049093,2006,
(주)삼양인터내셔날,017945,2006/12,도매 및 소매업
(주)삼양테크,040598,2006/12,제조업
(주)삼양푸드앤다이닝,047895,2006,
(주)삼연,047030,2006/12,제조업
(주)삼영,015095,2006/12,제조업
(주)삼영,053258,2006,
(주)삼영기계,052094,2006,
(주)삼영라이브,053919,2006,
(주)삼영씨앤디,053305,2006,
(주)삼영에스앤씨,029282,2006/12,제조업
(주)삼영유니텍,012577,2006/12,제조업
(주)삼영익스프레스,046818,2006/12,운수 및 창고업
(주)삼영피엠텍,050622,2006,
(주)삼영필림,049931,2006,
(주)삼영필텍,050938,2006,
(주)삼오제약,039305,2006/12,도매 및 소매업
(주)삼왕주철,053212,2006,
(주)삼우,018082,2006/12,제조업
(주)삼우기초기술,040864,2006,
(주)삼우네오텍,046737,2006/12,제조업
(주)삼우농기,052524,2006,
(주)삼우아트,047525,2006/12,제조업
(주)삼우에코,047115,2006/12,제조업
(주)삼우에프엠씨,057356,2006,
(주)삼우엔앤에스,041079,2006/12,정보통신업
(주)삼우엔지니어링,046421,2006/12,제조업
(주)삼우엔지니어링,050045,2006,
(주)삼우케이제이에스텍,043889,2006/12,제조업
(주)삼우테크,056545,2006,
(주)삼원,049741,2006,
(주)삼원,053895,2006,
(주)삼원강재,013529,2006/12,제조업
(주)삼원건설,046742,2006/12,건설업
(주)삼원농산,015122,2006/12,제조업
(주)삼원렌탈,053216,2006,
(주)삼원산업,015125,2006/12,제조업
(주)삼원이앤비,024130,2006/12,제조업
(주)삼원테크,045701,2006/12,제조업
(주)삼융메탈,058413,2006,
(주)삼이운수,050733,2006,
(주)삼익,015148,2006/12,도매 및 소매업
(주)삼익유가공,015144,2006/12,제조업
(주)삼익테크,057851,2006,
(주)삼인,040314,2006/12,제조업
(주)삼일냉장,039060,2006/12,운수 및 창고업
(주)삼일씨엠,053151,2006,
(주)삼일에코스텍,060117,2006,
(주)삼일엘텍,043424,2006/12,"전문, 과학 및 기술 서비스업"
(주)삼일제지,015149,2006/12,제조업
(주)삼일홀딩스,050383,2006,
(주)삼전,015159,2006/12,건설업
(주)삼정건축사사무소,045596,2006/12,"전문, 과학 및 기술 서비스업"
(주)삼정공조,046637,2006/12,제조업
(주)삼정디씨피,053982,2006,
(주)삼정씨앤씨,039854,2006/12,건설업
(주)삼정이디엠,056753,2006,
(주)삼정태양광발전소,059114,2006,
(주)삼정하우징,046823,2006/12,건설업
(주)삼지,039621,2006/12,제조업
(주)삼진앤컴퍼니,015181,2006/12,부동산업
(주)삼진일렉스,052542,2006,
(주)삼진전선,041282,2006/12,제조업
(주)삼진정밀,038845,2006/12,제조업
(주)삼창감정평가법인,047995,2006,
(주)삼천리무역,054156,2006,
(주)삼천리이앤이,049012,2006,
(주)삼천리이엔지,038980,2006/12,건설업
(주)삼탄인터내셔널,010320,2006/12,"전문, 과학 및 기술 서비스업"
(주)삼테크아이앤씨,012727,2006/12,제조업
(주)삼텍엔지니어링,057348,2006,
(주)삼포통상,043474,2006/12,제조업
(주)삼표,015199,2006/12,"전문, 과학 및 기술 서비스업"
(주)삼표기초소재,057927,2006,
(주)삼풍공업,045761,2006/12,제조업
(주)삼한,023211,2006/12,제조업
(주)삼한리얼에스테이트,059107,2006,
(주)삼한일렉트로닉스,041524,2006/12,제조업
(주)삼현,015210,2006/06,제조업
(주)삼현,017979,2006/12,제조업
(주)삼현비앤이,049425,2006,
(주)삼호건설,049398,2006,
(주)삼호산업,057080,2006,
(주)삼호엔지니어링,053229,2006,
(주)삼호유비,052268,2006,
(주)삼호정기,047191,2006/12,제조업
(주)삼호주택,050341,2006,
(주)삼홍테크,040792,2006/12,제조업
(주)삼화E&P,058263,2006,
(주)삼화개발,015222,2006/12,숙박 및 음식점업
(주)삼화개발,043941,2006/12,부동산업
(주)삼화건설사,030014,2006/12,건설업
(주)삼화고속,010451,2006/12,운수 및 창고업
(주)삼화기연,046972,2006/12,도매 및 소매업
(주)삼화리조트,058790,2006,
(주)삼화모데스띠,040329,2006/12,제조업
(주)삼화바이오팜,059758,2006,
(주)삼화양행,017985,2006/12,제조업
(주)삼화조선,045568,2006/12,제조업
(주)삼화종합개발,015237,2006/12,부동산업
(주)삼화테크,058506,2006,
(주)삼화판지,056560,2006,
(주)삼환,050299,2006,
(주)삼흥,015242,2006/12,"예술, 스포츠 및 여가관련 서비스업"
(주)삼희,052204,2006,
(주)삼희종합건설,044275,2006/12,건설업
(주)상귄홀딩스,046066,2006/12,"전문, 과학 및 기술 서비스업"
(주)상도건영,038691,2006/12,건설업
(주)상도코포레이션,056573,2006,
(주)상륜개발,038700,2006/12,부동산업
(주)상륜건설,047156,2006/12,부동산업
(주)상림개발,052255,2006,
(주)상림피혁,050817,2006,
(주)상미공영,053586,2006,
(주)상보,015252,2006/12,제조업
(주)상신,051571,2006,
(주)상신정공,050444,2006,
