회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)장원테크,053581,2018,
(주)장위홀딩스,089964,2018/12,부동산업
(주)장유,038864,2018/12,제조업
(주)장은테크,044683,2018/12,제조업
(주)장충동왕족발,053614,2018/12,제조업
(주)장평건설,078277,2018,
(주)장한산업,067310,2018/12,부동산업
(주)장헌산업,058777,2018/12,건설업
(주)장현금속,082636,2018/12,제조업
(주)장형,087550,2018/12,부동산업
(주)장형기업,052343,2018/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)장호원환경,092610,2018/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)장흥전력,058852,2018,
(주)재경이앤지,074194,2018/12,부동산업
(주)재경홀딩스,062027,2018/12,부동산업
(주)재능이아카데미,046321,2018/12,정보통신업
(주)재림통상,081311,2018/12,부동산업
(주)재미인터랙티브,063606,2018,
(주)재승디넥스,077701,2018,
(주)재승엔지니어링,046345,2018,
(주)재영,056558,2018/12,제조업
(주)재영,081285,2018/12,제조업
(주)재우,074093,2018/12,제조업
(주)재원,073782,2018,
(주)재원비앤씨,073423,2018,
(주)재원산업기계,059090,2018/12,제조업
(주)재원푸드,082474,2018/12,숙박 및 음식점업
(주)재이솔루션테크놀러지,080034,2018/12,제조업
(주)재인써키트,072382,2018/12,제조업
(주)재찬,082640,2018,
(주)재현,041222,2018/12,제조업
(주)재현인텍스,046009,2018/12,제조업
(주)재형개발,083303,2018,
(주)재호물산,063612,2018/12,도매 및 소매업
(주)저스트원,048932,2018/12,건설업
(주)저스트원디앤씨,073553,2018/12,부동산업
(주)전국24시콜화물,074038,2018/12,운수 및 창고업
(주)전국관광,039980,2018/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)전라주정,023289,2018,
(주)전북고속터미널,017243,2018/12,운수 및 창고업
(주)전북엔비텍,042922,2018/12,건설업
(주)전북일보사,063989,2018/12,정보통신업
(주)전성,061761,2018/12,제조업
(주)전승건설,076330,2018/12,건설업
(주)전영,060900,2018/12,제조업
(주)전우사,070300,2018,
(주)전우정밀,052179,2018,
(주)전인씨엠건축사사무소,084735,2018/12,"전문, 과학 및 기술 서비스업"
(주)전자신문사,018455,2018/12,정보통신업
(주)전주솔라에너지,053496,2018,
(주)전진엔텍,061275,2018/12,제조업
(주)전진팜스토리,069619,2018,
(주)전통,069077,2018/12,건설업
(주)전한,065004,2018/12,숙박 및 음식점업
(주)전한슬라이드,090026,2018/12,제조업
(주)정강,073008,2018/12,금융 및 보험업
(주)정공산업,045946,2018/12,제조업
(주)정공이산,090535,2018/12,도매 및 소매업
(주)정관디스플레이,067903,2018,
(주)정광,070042,2018/12,제조업
(주)정광,076273,2018/12,제조업
(주)정광기업,069143,2018/12,제조업
(주)정광아이엔씨,069279,2018/12,제조업
(주)정금강업,066796,2018/12,도매 및 소매업
(주)정다운,052145,2018,
(주)정담아,091481,2018/12,제조업
(주)정도개발,091270,2018/12,광업
(주)정도알미늄,030211,2018,
(주)정도토건,087664,2018/12,건설업
(주)정동산업,086133,2018/12,제조업
(주)정림건설,017268,2018/12,건설업
(주)정림건축종합건축사사무소,017269,2018/12,"전문, 과학 및 기술 서비스업"
(주)정림종합건설,049222,2018,
(주)정무이앤에이,087086,2018/12,부동산업
(주)정민,077700,2018/12,제조업
(주)정민디앤씨,087608,2018/12,부동산업
(주)정민실업,076782,2018/12,제조업
(주)정방엔지니어링,077935,2018,
(주)정보티브이,043624,2018/12,정보통신업
(주)정산실업,042144,2018,
(주)정산테크,090145,2018/12,제조업
(주)정상개발,052408,2018/12,부동산업
(주)정상북한산리조트,090635,2018/12,숙박 및 음식점업
(주)정석창고,060395,2018/12,운수 및 창고업
(주)정선,077780,2018/12,제조업
(주)정선골재,064319,2018/12,제조업
(주)정선레미콘,048688,2018/12,제조업
(주)정선물산,070654,2018/12,제조업
(주)정선산업,086146,2018/12,제조업
(주)정선해운,062094,2018,
(주)정성산업,077371,2018,
(주)정성푸드올,063885,2018,
(주)정송,085335,2018/12,부동산업
(주)정수이앤씨,081142,2018/12,제조업
(주)정신건설,063764,2018,
(주)정아마린,045904,2018/12,제조업
(주)정안네트웍스,090727,2018/12,도매 및 소매업
(주)정암씨엔에스,064160,2018,
(주)정암이앤씨,063998,2018,
(주)정암지앤더블유,090616,2018/12,제조업
(주)정어수개발,091096,2018/12,부동산업
(주)정연내장,073264,2018/12,제조업
(주)정왕주택,073722,2018,
(주)정우글로벌,067722,2018,
(주)정우몰드,066891,2018/12,제조업
(주)정우브레카,063738,2018/12,제조업
(주)정우산업,089459,2018/12,제조업
(주)정우산업,070923,2018/12,제조업
(주)정우에프앤비,070181,2018,
(주)정우엠코리아,026099,2018,
(주)정우이엔피,070690,2018,
(주)정우이엠씨,061638,2018/12,제조업
(주)정우이지텍,077522,2018/12,제조업
(주)정우주택,091050,2018/12,건설업
(주)정원디앤씨,089989,2018/12,부동산업
(주)정원아이앤씨,081239,2018,
(주)정원이엔지,080749,2018/12,제조업
(주)정원장례식장,077187,2018/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)정원주철,053783,2018/12,제조업
(주)정유개발,043853,2018,
(주)정읍솔라라이트,053815,2018/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)정인아이앤씨,082335,2018/12,부동산업
(주)정인텍스타일,045412,2018/12,제조업
(주)정인티엔씨,070049,2018,
(주)정일엔지니어링종합건축사사무소,048913,2018,
(주)정정당당,064390,2018/12,숙박 및 음식점업
(주)정진공영,026116,2018,
(주)정진넥스텍,052997,2018/12,제조업
(주)정진뉴어반,076444,2018/12,부동산업
(주)정진정공,086136,2018/12,제조업
(주)정토지오텍,063968,2018,
(주)정한산업,067467,2018/12,도매 및 소매업
(주)정해철강,063814,2018,
(주)정현,078829,2018/12,"예술, 스포츠 및 여가관련 서비스업"
(주)정현텔레콤,070216,2018,
(주)정현프랜트,045319,2018/12,제조업
(주)정호이앤씨,051946,2018/12,건설업
(주)정호진니트,051394,2018/12,제조업
(주)정홍,090700,2018/12,부동산업
(주)정화선박의장,065066,2018/12,제조업
(주)정화식품상사,017299,2018/12,제조업
(주)정화테크,053083,2018/12,제조업
(주)정훈정보시스템,077828,2018/12,도매 및 소매업
(주)정희씨앤씨,063480,2018/12,건설업
(주)제너럴네트,086233,2018/12,제조업
(주)제너럴종합물류,066075,2018,
(주)제너럴켐,077376,2018/12,제조업
(주)제너렉스,062285,2018,
(주)제너시스,046295,2018/12,제조업
(주)제너시스비비큐,017303,2018/12,도매 및 소매업
(주)제네스원,058755,2018,
(주)제네스코,064380,2018,
(주)제네시스디벨롭먼트홀딩스,018067,2018/12,도매 및 소매업
(주)제네콘,045882,2018,
(주)제넥,085190,2018/12,제조업
(주)제노레이,057834,2018,
(주)제노스,065028,2018/12,제조업
(주)제노텍,028913,2018,
(주)제노포커스,067033,2018,
(주)제놀루션,068774,2018,
(주)제니스엠앤씨,087538,2018/12,도매 및 소매업
(주)제니스월드,056899,2018/12,제조업
(주)제니엘시스템,066352,2018/12,운수 및 창고업
(주)제니엘휴먼,080139,2018/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)제니퍼소프트,069459,2018/12,정보통신업
(주)제닉스,049581,2018,
(주)제다하네스,070036,2018/12,제조업
(주)제동레저,045127,2018/12,"예술, 스포츠 및 여가관련 서비스업"
(주)제때,018608,2018/12,운수 및 창고업
(주)제로웹,076036,2018/12,정보통신업
(주)제로쿨투어,061875,2018,
(주)제로투세븐,046611,2018,
(주)제로하이텍,052669,2018/12,도매 및 소매업
(주)제론,070610,2018/12,제조업
(주)제모피아쥬얼리,041132,2018,
(주)제모피아쥬얼리홀딩스,064270,2018/12,도매 및 소매업
(주)제물포금속,063444,2018/12,제조업
(주)제본,050546,2018/12,도매 및 소매업
(주)제성,068082,2018,
(주)제성,052488,2018/12,제조업
(주)제성코리아,061292,2018,
(주)제세엔지니어링,063243,2018,
(주)제스코,081372,2018/12,제조업
(주)제스텍,074593,2018/12,제조업
(주)제시앤코,047854,2018/12,제조업
(주)제씨콤,026136,2018/12,제조업
(주)제아에이치앤비,082729,2018/12,도매 및 소매업
(주)제양항공해운,062401,2018/12,운수 및 창고업
(주)제오빌더,017312,2018/12,제조업
(주)제온트레이딩,082108,2018/12,도매 및 소매업
(주)제우건설,078374,2018/12,건설업
(주)제우인터내셔날,087929,2018/12,도매 및 소매업
(주)제원기업,080552,2018/12,부동산업
(주)제원에셋홀딩스,073872,2018/12,부동산업
(주)제원인터내쇼날,029973,2018/12,도매 및 소매업
(주)제이.에이.씨,061959,2018/12,제조업
(주)제이더블유엘,058276,2018/12,부동산업
(주)제이더블유와이,081918,2018/12,부동산업
(주)제이더블유홀딩스,073047,2018/12,부동산업
(주)제이드컬쳐,067393,2018,
(주)제이디솔루션,076758,2018/12,제조업
(주)제이디씨,066861,2018,
(주)제이디에스,092238,2018/12,건설업
(주)제이디웍스,071133,2018/12,정보통신업
(주)제이디테크,046786,2018/12,제조업
(주)제이랜드코리아,080957,2018/12,제조업
(주)제이메탈,071178,2018/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)제이미크론,046451,2018/12,제조업
(주)제이솔루션,091794,2018/12,제조업
(주)제이스건설,071121,2018,
(주)제이슨앤컴퍼니,063029,2018/12,제조업
(주)제이시스메디칼,062994,2018/12,제조업
(주)제이씨,040996,2018/12,제조업
(주)제이씨물산,063102,2018/12,제조업
(주)제이씨산업개발,091607,2018/12,부동산업
(주)제이씨원,090045,2018/12,정보통신업
(주)제이씨패밀리,041599,2018/12,제조업
(주)제이씨헬스케어,064440,2018/12,도매 및 소매업
(주)제이아이디,077086,2018,
(주)제이아이디코퍼레이션,085551,2018/12,도매 및 소매업
(주)제이아이코리아,017348,2018/12,제조업
(주)제이아이티인터내셔널,091664,2018/12,도매 및 소매업
(주)제이아이피,051658,2018,
(주)제이아이홀딩스,089961,2018/12,건설업
(주)제이알글로벌제1호위탁관리부동산투자회사,071647,2018,
(주)제이알제11호위탁관리부동산투자회사,068333,2018,
(주)제이알제1호기업구조조정부동산투자회사,056263,2018,
(주)제이앤드제이글로벌,018444,2018/12,제조업
(주)제이앤비,073865,2018/12,부동산업
(주)제이앤비컨설팅,058594,2018/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)제이앤씨,080121,2018/12,제조업
(주)제이앤에이취프레스,063507,2018/12,제조업
(주)제이앤엘테크,058732,2018/12,제조업
(주)제이앤와이스타일,091318,2018/12,도매 및 소매업
(주)제이앤유글로벌,029992,2018,
(주)제이앤이,060804,2018/12,제조업
(주)제이앤제이아트컨벤션,077509,2018/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)제이앤제이인베스트먼트,040702,2018/12,"전문, 과학 및 기술 서비스업"
(주)제이앤지,067771,2018,
(주)제이앤지산,039774,2018/12,부동산업
(주)제이앤컴퍼니,011903,2018/12,제조업
(주)제이앤케이,069333,2018,
(주)제이앤케이인베스트,092421,2018/12,부동산업
(주)제이앤티씨,039586,2018/12,제조업
(주)제이앤티지,091162,2018/12,제조업
(주)제이앤푸드,083415,2018,
(주)제이앤피플러스,088093,2018/12,제조업
(주)제이앤피하우징랜드,082246,2018/12,부동산업
(주)제이에스글로벌,070505,2018/12,건설업
(주)제이에스디,078465,2018/12,부동산업
(주)제이에스리미티드,056842,2018/12,"예술, 스포츠 및 여가관련 서비스업"
(주)제이에스메디텍,069772,2018,
(주)제이에스비도시환경,061230,2018,
(주)제이에스산업개발,064721,2018,
(주)제이에스앤씨,067913,2018,
(주)제이에스엠,072609,2018/12,도매 및 소매업
(주)제이에스엠홀딩스,089428,2018/12,제조업
(주)제이에스영광솔라파크,091354,2018/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)제이에스와이글로벌,089148,2018/12,제조업
(주)제이에스지,063400,2018/12,숙박 및 음식점업
(주)제이에스케이유더블유에이,085685,2018/12,제조업
(주)제이에스코리아,081298,2018/12,제조업
(주)제이에스코퍼레이션,018475,2018,
(주)제이에스테크,052545,2018/12,제조업
(주)제이에스테크,078933,2018/12,제조업
(주)제이에스티,062061,2018/12,도매 및 소매업
(주)제이에스티,072765,2018/12,제조업
(주)제이에스티,088690,2018/12,제조업
(주)제이에스티화성,089825,2018/12,제조업
(주)제이에스피브이,071066,2018/12,제조업
(주)제이에이에스,066302,2018,
(주)제이에이치글로벌,073983,2018/12,건설업
(주)제이에이치라이팅,088784,2018/12,도매 및 소매업
(주)제이에이치레전드호텔,017487,2018/09,숙박 및 음식점업
(주)제이에이치테크놀러지,078155,2018/12,제조업
(주)제이에이테크,069583,2018/12,제조업
(주)제이에프씨,048537,2018/12,제조업
(주)제이에프어패럴,071125,2018,
(주)제이에프인터내셔널,078080,2018,
(주)제이엔비,085712,2018/12,제조업
(주)제이엔씨대부,082157,2018/12,부동산업
(주)제이엔에스,047440,2018/12,제조업
(주)제이엔에이치파트너스,078270,2018/12,부동산업
(주)제이엔지,088063,2018/12,부동산업
(주)제이엔지코리아,058234,2018/12,제조업
(주)제이엔케이테크,081795,2018/12,제조업
(주)제이엔케이티,070064,2018/12,제조업
(주)제이엔테크,087256,2018/12,건설업
(주)제이엔피홀딩스,076647,2018,
(주)제이엘모터스,089521,2018/12,도매 및 소매업
(주)제이엘케이홀딩스,085065,2018/12,부동산업
(주)제이엘텍코퍼레이션,077195,2018/12,제조업
(주)제이엘피코퍼레이션,066547,2018,
(주)제이엠더블유인터내셔날,069371,2018/12,도매 및 소매업
(주)제이엠디벨럽먼트,056756,2018,
(주)제이엠멀티,089663,2018/12,제조업
(주)제이엠신소재,069954,2018,
(주)제이엠씨,010967,2018/12,제조업
(주)제이엠씨글라스,064295,2018,
(주)제이엠씨코퍼레이션,091423,2018/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)제이엠월드,087284,2018/12,도매 및 소매업
(주)제이엠지텍,077208,2018/12,"전문, 과학 및 기술 서비스업"
(주)제이엠케이,086709,2018/12,제조업
(주)제이엠큐앤테크,073809,2018/12,제조업
(주)제이엠테크,067095,2018,
(주)제이엠텍,085944,2018/12,건설업
(주)제이엠피,048467,2018/12,제조업
(주)제이오에이치,081516,2018,
(주)제이오텍,029856,2018/12,제조업
(주)제이와이요트,070844,2018/12,제조업
(주)제이와이이도,078062,2018/12,부동산업
(주)제이와이티,077511,2018,
(주)제이와이피,043252,2018,
(주)제이원건설,080955,2018/12,도매 및 소매업
(주)제이원와이드,088529,2018/12,"전문, 과학 및 기술 서비스업"
(주)제이월드텍,087594,2018/12,제조업
(주)제이이엔지,092213,2018/12,제조업
(주)제이이엠티,073319,2018/12,제조업
(주)제이제이다다플러스,089959,2018/12,부동산업
(주)제이제이모터스,067023,2018,
(주)제이제이씨앤씨,082120,2018/12,건설업
(주)제이제이테크,074010,2018/12,제조업
(주)제이제이홀딩스,077776,2018/12,부동산업
(주)제이케이,062182,2018/12,도매 및 소매업
(주)제이케이건설,087969,2018/12,부동산업
(주)제이케이씨도시개발,077337,2018,
(주)제이케이에스테이트,077222,2018/12,부동산업
(주)제이케이인터내셔날,082704,2018/12,도매 및 소매업
(주)제이케이중공업,073547,2018/12,제조업
(주)제이케이컴퍼니,088604,2018/12,제조업
(주)제이케이케이인베스트먼트,047959,2018/12,제조업
(주)제이케이텍,077485,2018/12,제조업
(주)제이케이필름,061880,2018,
(주)제이콘,085144,2018/12,건설업
(주)제이콥씨앤이,069543,2018/12,건설업
(주)제이크리에이션,069370,2018/12,제조업
(주)제이타워,064875,2018,
(주)제이테크,057789,2018/12,제조업
(주)제이테크놀러지,011851,2018,
(주)제이테크놀로지,067727,2018/12,도매 및 소매업
(주)제이텍,070424,2018/12,제조업
(주)제이텍,063579,2018/12,제조업
(주)제이투디인터내셔널,076883,2018,
(주)제이투산업,067794,2018,
(주)제이투인터렉티브,078674,2018,
(주)제이티,061135,2018/12,도매 및 소매업
(주)제이티넷,019492,2018/12,정보통신업
(주)제이티제이파트너스,090984,2018/12,"전문, 과학 및 기술 서비스업"
(주)제이티케이,085525,2018/12,제조업
(주)제이프러스씨엠,070274,2018,
(주)제이피씨,039306,2018,
(주)제이피앤씨,058247,2018/12,도매 및 소매업
(주)제이피앤케이,082361,2018/12,부동산업
(주)제이피어반디,062277,2018/12,부동산업
(주)제이피홀딩스피에프브이,061573,2018/12,부동산업
(주)제인,086106,2018/12,"예술, 스포츠 및 여가관련 서비스업"
(주)제인팅,058416,2018,
(주)제일,085937,2018/12,부동산업
(주)제일,074314,2018/12,제조업
(주)제일가주상사,081754,2018/12,부동산업
(주)제일감정평가법인,040950,2018/12,부동산업
(주)제일금속,073048,2018,
(주)제일금속,050567,2018/12,제조업
(주)제일기건,090481,2018/12,건설업
(주)제일기연,058868,2018,
(주)제일도기,018481,2018,
(주)제일라미텍,090055,2018/12,제조업
(주)제일레이저,058475,2018/12,제조업
(주)제일로닉,048450,2018,
(주)제일로지텍,074384,2018,
(주)제일메디칼코퍼레이션,048808,2018/12,제조업
(주)제일벽지,053222,2018/12,제조업
(주)제일비엠시,059824,2018,
(주)제일선재,090293,2018/12,제조업
