회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)에스트라,062959,2010,
(주)에스티,043756,2010/12,제조업
(주)에스티,070868,2010,
(주)에스티,039688,2010/12,건설업
(주)에스티네트워크,064360,2010,
(주)에스티산업개발,066327,2010,
(주)에스티씨,041385,2010/12,도매 및 소매업
(주)에스티씨,064756,2010,
(주)에스티씨라이프,060345,2010/12,도매 및 소매업
(주)에스티엠넷,061469,2010/12,도매 및 소매업
(주)에스티엠아이,068183,2010,
(주)에스티엠코퍼레이션,053266,2010/12,도매 및 소매업
(주)에스티유니타스,067089,2010,
(주)에스틸,045901,2010/12,제조업
(주)에스파워,066621,2010,
(주)에스피네이처,066371,2010,
(주)에스피리사이클링,071186,2010,
(주)에스피솔라,053841,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)에스피시스템스,049743,2010/12,제조업
(주)에스피씨팩,024599,2010/12,제조업
(주)에스피에너지,049689,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)에스피에스,047786,2010/12,제조업
(주)에스피에프씨,060894,2010,
(주)에스피엔지니어링,066916,2010,
(주)에스피엠,029289,2010/12,제조업
(주)에스피엠,056457,2010/12,제조업
(주)에스피인터네셔널,015011,2010,
(주)에스피지산업,016359,2010/12,제조업
(주)에스피지케미칼,050243,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)에스피컴텍,044782,2010/12,부동산업
(주)에스피텍,067092,2010,
(주)에스피홀딩스,042003,2010/12,부동산업
(주)에슬린,063425,2010,
(주)에실로코리아,041639,2010/12,제조업
(주)에쓰브이씨,015942,2010/12,제조업
(주)에쓰비,066308,2010,
(주)에쓰씨기획,048454,2010/12,"전문, 과학 및 기술 서비스업"
(주)에어릭스,048676,2010/12,제조업
(주)에어텍시스템,041403,2010/12,제조업
(주)에어패스,052012,2010/12,정보통신업
(주)에어포인트,051219,2010/12,제조업
(주)에이.티.아이,061287,2010/12,제조업
(주)에이123시스템즈코리아,043373,2010/12,제조업
(주)에이더블유호텔,040627,2010/12,숙박 및 음식점업
(주)에이디모터스,062846,2010,
(주)에이디에스테크놀로지,030392,2010,
(주)에이디엠,061198,2010/12,제조업
(주)에이디엠,060708,2010,
(주)에이디테크놀로지,051262,2010/12,제조업
(주)에이디텍,048002,2010/12,제조업
(주)에이디티,042280,2010/12,제조업
(주)에이디티,052341,2010/12,제조업
(주)에이딕,069309,2010,
(주)에이랜드,064441,2010,
(주)에이로,069137,2010,
(주)에이멕스,048215,2010,
(주)에이브이티,071187,2010,
(주)에이비씨마트코리아,041172,2010/12,도매 및 소매업
(주)에이비엠,056474,2010/12,건설업
(주)에이스넷,052590,2010,
(주)에이스브이,049729,2010/12,제조업
(주)에이스싸이버텍,052362,2010/12,제조업
(주)에이스아이엠,056292,2010/12,부동산업
(주)에이스안전유리,041162,2010/12,제조업
(주)에이스엔지니어링,067929,2010,
(주)에이스전자,046650,2010/12,제조업
(주)에이스전자,041617,2010,
(주)에이스전자산업,061667,2010/12,제조업
(주)에이스정밀,065013,2010,
(주)에이스지앤월드,047306,2010/12,제조업
(주)에이스코트,061736,2010/12,제조업
(주)에이스테크,053693,2010/12,제조업
(주)에이스테크시스템,064418,2010,
(주)에이스토리,067061,2010,
(주)에이스힌지텍,051904,2010/12,제조업
(주)에이시스,064514,2010,
(주)에이시에스,041447,2010,
(주)에이씨아이케미칼아시아,064619,2010,
(주)에이씨에스,040725,2010/12,제조업
(주)에이씨엠,045819,2010/12,제조업
(주)에이씨이익스프레스,063372,2010,
(주)에이씨티,057898,2010/12,제조업
(주)에이씨티항공화물터미날,065851,2010,
(주)에이아이씨,059619,2010/12,건설업
(주)에이아이컴,043233,2010/12,제조업
(주)에이앤디코퍼레이션,049102,2010/12,제조업
(주)에이앤비소프트,059092,2010/12,정보통신업
(주)에이앤씨바이오,050225,2010/12,제조업
(주)에이앤아이,048341,2010/12,제조업
(주)에이앤엠,066439,2010,
(주)에이앤투케이,065012,2010,
(주)에이앤티산업개발,046960,2010/12,건설업
(주)에이앤티에스,048305,2010/12,제조업
(주)에이앤피테크,060515,2010/12,제조업
(주)에이어드건설,049392,2010/12,건설업
(주)에이에스에이텍,070381,2010,
(주)에이에스텍,064819,2010,
(주)에이에프에프씨,067128,2010,
(주)에이엔씨인터내셔날,069697,2010,
(주)에이엔에이스포츠,030297,2010,
(주)에이엔에이치인터내셔날,048590,2010/12,제조업
(주)에이엔피크리비즈,058914,2010/12,제조업
(주)에이엘에스,051969,2010/12,제조업
(주)에이엠씨쎄미켐,057751,2010/12,도매 및 소매업
(주)에이엠씨코퍼레이션,069754,2010,
(주)에이엠아이,047734,2010/12,제조업
(주)에이엠에스,061070,2010,
(주)에이엠에스티,043330,2010/12,제조업
(주)에이엠엔지니어링,013869,2010/12,건설업
(주)에이엠엘앤디,051526,2010/12,부동산업
(주)에이엠이앤씨,052005,2010/12,건설업
(주)에이원도시개발,059998,2010/12,부동산업
(주)에이원알폼,048767,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에이유테크,069995,2010,
(주)에이이피,062286,2010,
(주)에이제이에스티,062106,2010/12,제조업
(주)에이취.에이취레저,040012,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)에이취케이,059846,2010/12,제조업
(주)에이치.디.비,067902,2010,
(주)에이치.티.씨,063371,2010,
(주)에이치디앤텍,067957,2010,
(주)에이치디엑스윌,065707,2010,
(주)에이치디엠,060658,2010/12,부동산업
(주)에이치밸리,060856,2010/12,부동산업
(주)에이치비건설,020122,2010/12,건설업
(주)에이치비건설,052467,2010/12,건설업
(주)에이치비디앤씨,067411,2010,
(주)에이치비세계로,069717,2010,
(주)에이치비어드바이저스,051709,2010,
(주)에이치비이,048287,2010/12,제조업
(주)에이치비콥,039765,2010/12,도매 및 소매업
(주)에이치스페이스,059837,2010/12,부동산업
(주)에이치시티,043465,2010/12,"전문, 과학 및 기술 서비스업"
(주)에이치씨글로벌,047184,2010/12,제조업
(주)에이치씨네트웍스,060616,2010/12,도매 및 소매업
(주)에이치씨보광레미콘,029881,2010/12,제조업
(주)에이치씨비,071755,2010,
(주)에이치씨컴퍼니,041641,2010/12,제조업
(주)에이치씨테크,069801,2010,
(주)에이치아이엠앤드에이코리아,060758,2010/12,"전문, 과학 및 기술 서비스업"
(주)에이치아이티오토모티브,056690,2010/12,제조업
(주)에이치알원,052920,2010/12,건설업
(주)에이치앤디,062066,2010/12,부동산업
(주)에이치앤아이,053348,2010/12,제조업
(주)에이치앤아이글로벌,059084,2010/12,도매 및 소매업
(주)에이치앤에스티,063994,2010,
(주)에이치앤케이파트너스,061838,2010/12,부동산업
(주)에이치앤홀딩스,066178,2010,
(주)에이치에스,067275,2010,
(주)에이치에스,041058,2010/12,"농업, 임업 및 어업"
(주)에이치에스글로텍,051967,2010/12,제조업
(주)에이치에스네트웍스,048100,2010/12,제조업
(주)에이치에스스틸,049858,2010/12,제조업
(주)에이치에스애드,041375,2010/12,"전문, 과학 및 기술 서비스업"
(주)에이치에스엘일렉트로닉스,040268,2010/12,제조업
(주)에이치에스이앤피,059191,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)에이치에스켐텍,066066,2010,
(주)에이치에이코리아,063759,2010,
(주)에이치에이코리아,010541,2010/12,제조업
(주)에이치에프씨텍,061284,2010/12,제조업
(주)에이치엔디,061316,2010/12,부동산업
(주)에이치엔씨,040126,2010/12,제조업
(주)에이치엔씨,043575,2010/12,"전문, 과학 및 기술 서비스업"
(주)에이치엔씨네트워크,060651,2010,
(주)에이치엔에스통상,066468,2010,
(주)에이치엔티,067152,2010,
(주)에이치엘엠씨,051153,2010/12,도매 및 소매업
(주)에이치엘옵틱스,069837,2010,
(주)에이치엠리테일,071109,2010,
(주)에이치엠씨,062427,2010/12,부동산업
(주)에이치엠알,065113,2010,
(주)에이치엠엠퍼시픽,047816,2010/12,운수 및 창고업
(주)에이치엠티,044574,2010/12,제조업
(주)에이치엠티메가라인,061123,2010/12,운수 및 창고업
(주)에이치와이냉장,040241,2010/12,운수 및 창고업
(주)에이치와이티씨,061281,2010,
(주)에이치이티,065879,2010,
(주)에이치제이,060938,2010/12,제조업
(주)에이치제이라이프피에프브이,053548,2010/12,부동산업
(주)에이치제이물류,041471,2010/12,부동산업
(주)에이치제이씨,018860,2010/12,제조업
(주)에이치제이에프,042857,2010,
(주)에이치제이피엔에이,071293,2010,
(주)에이치케이스틸,064718,2010,
(주)에이치케이씨,020019,2010/12,제조업
(주)에이치케이에스지아이,058270,2010/12,부동산업
(주)에이치테크,052433,2010/12,제조업
(주)에이치티엘,064448,2010,
(주)에이치피엠글로벌,070394,2010,
(주)에이치피주택건설,052191,2010/12,부동산업
(주)에이치피케이,061756,2010/12,도매 및 소매업
(주)에이케이디앤씨,071170,2010,
(주)에이케이씨앤씨,060814,2010/12,부동산업
(주)에이케이태양광,057139,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)에이테크경주,069110,2010,
(주)에이테크오토모티브,051112,2010/12,제조업
(주)에이텍,018252,2010/12,제조업
(주)에이텍솔루션,066418,2010,
(주)에이텍정밀화학,069501,2010,
(주)에이텔시스텍,042974,2010,
(주)에이투지건설,066708,2010,
(주)에이투플러스,064943,2010,
(주)에이트리,052989,2010/12,제조업
(주)에이티글로벌,060849,2010,
(주)에이티넘파트너스,017375,2010/03,부동산업
(주)에이티씨,044251,2010/12,제조업
(주)에이티엔씨,030333,2010/12,제조업
(주)에이티젠,066204,2010,
(주)에이패스,063016,2010,
(주)에이팩,024342,2010/12,제조업
(주)에이팩,039367,2010/12,제조업
(주)에이펙스테크놀로지,070292,2010,
(주)에이프로에스앤씨,063286,2010,
(주)에이프로젠,042903,2010,
(주)에이플러스라이프,057609,2010/03,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)에이피아이코리아,068892,2010,
(주)에이피컴퍼니,043604,2010/12,제조업
(주)에이피텍,062082,2010/12,제조업
(주)에임메드,065951,2010,
(주)에즈웰플러스,028287,2010/12,도매 및 소매업
(주)에치에프알,042511,2010/12,제조업
(주)에치케이디벨로핑,059355,2010/12,건설업
(주)에치케이씨,048877,2010/12,제조업
(주)에코니티,059771,2010/12,제조업
(주)에코디엔시,066349,2010,
(주)에코로바,041160,2010/12,제조업
(주)에코마케팅,070624,2010,
(주)에코미션,062945,2010,
(주)에코비트,054826,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)에코비트에너지경산,067037,2010,
(주)에코비트에너지경주,049507,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)에코비트에너지청원,042229,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)에코비트엔지니어링,019942,2010/12,제조업
(주)에코솔루션,021091,2010/12,제조업
(주)에코스텍,029091,2010/12,제조업
(주)에코시티,070317,2010,
(주)에코아이,059909,2010/12,"전문, 과학 및 기술 서비스업"
(주)에코아이디,067402,2010,
(주)에코원,020610,2010/12,정보통신업
(주)에코월드이엔씨,067915,2010,
(주)에코이엔씨,066345,2010,
(주)에코탑,060453,2010/12,제조업
(주)에코프렌드,018824,2010/12,건설업
(주)에코프로이노베이션,066051,2010,
(주)에코프론티어,051261,2010/12,"전문, 과학 및 기술 서비스업"
(주)에코플러스시티,066162,2010,
(주)에코피트,069307,2010,
(주)에코필,061805,2010,
(주)에프씨대승,066078,2010,
(주)에프아이에이치티케이,057003,2010/12,"전문, 과학 및 기술 서비스업"
(주)에프알제이,012665,2010/12,제조업
(주)에프앤가이드,012369,2010/12,금융 및 보험업
(주)에프앤디파트너,067836,2010,
(주)에프앤씨,061940,2010/12,부동산업
(주)에프앤코,065958,2010,
(주)에프앤코,062939,2010,
(주)에프에스코리아,029341,2010/12,제조업
(주)에프에이비아이엔씨,052009,2010/12,제조업
(주)에프엔씨엔터테인먼트,063988,2010,
(주)에프엔인베스트먼트,066703,2010,
(주)에프엠에스,049622,2010/12,제조업
(주)에프엠커뮤니케이션즈,052685,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)에프엠케이,052402,2010/12,도매 및 소매업
(주)에프이십이,061862,2010/12,부동산업
(주)에프이에스제주,060848,2010,
(주)에프제이유디코리아,045209,2010/12,부동산업
(주)에프지엔개발전문자기관리부동산투자회사,057421,2010/12,부동산업
(주)에프투시스템,040937,2010/12,정보통신업
(주)에프티앤,040018,2010/12,제조업
(주)에피디어,063006,2010,
(주)엑세스서울,063451,2010,
(주)엑셈,064145,2010,
(주)엑소,068953,2010,
(주)엑손아이디,052236,2010/12,부동산업
(주)엑스,052632,2010,
(주)엑스얼라이언스,029665,2010/12,제조업
(주)엑스엔(XN)시스템즈,069675,2010,
(주)엑스엘게임즈,057905,2010/12,정보통신업
(주)엑스인하우징,038549,2010/12,부동산업
(주)엑스퍼넷,050067,2010/12,정보통신업
(주)엑시아머티리얼스,021448,2010/12,제조업
(주)엑시언,052216,2010/12,제조업
(주)엑시콘,048061,2010/12,제조업
(주)엔도어즈,012217,2010/12,정보통신업
(주)엔디나인,059453,2010/12,건설업
(주)엔디에스,016420,2010/12,정보통신업
(주)엔디엔,048488,2010/12,제조업
(주)엔로지스,056945,2010/12,운수 및 창고업
(주)엔바이오니아,067164,2010,
(주)엔비케이,069977,2010,
(주)엔비텍써키트,061934,2010/12,제조업
(주)엔셰이퍼,016422,2010/12,금융 및 보험업
(주)엔솔바이오사이언스,069271,2010,
(주)엔스비,069582,2010,
(주)엔써즈,063399,2010,
(주)엔씨건설,062079,2010/12,건설업
(주)엔씨다이노스,063422,2010,
(주)엔씨씨,041621,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)엔씨아이,063446,2010,
(주)엔씨엘이디,067031,2010,
(주)엔아이비,057868,2010/12,제조업
(주)엔아이티,040915,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)엔알미광텍,065364,2010,
(주)엔에스,070696,2010,
(주)엔에스디영상,067927,2010,
(주)엔에스메탈,069638,2010,
(주)엔에스브이,066142,2010,
(주)엔에스쇼핑,029352,2010/12,도매 및 소매업
(주)엔에스에너지,026269,2010/12,제조업
(주)엔에스인터내셔널,061122,2010/12,제조업
(주)엔에스컴퍼니,064993,2010,
(주)엔에이치엔여행박사,062119,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)엔에이치프라임미트,065081,2010,
(주)엔엑스씨,017583,2010/12,"전문, 과학 및 기술 서비스업"
(주)엔엘테크,067430,2010,
(주)엔엠씨,054047,2010/12,광업
(주)엔이티,064642,2010,
(주)엔제닉,067397,2010,
(주)엔젤금속,012289,2010,
(주)엔젤이앤씨,041780,2010/12,건설업
(주)엔즈빌,042397,2010/12,건설업
(주)엔지브이아이,043164,2010/12,제조업
(주)엔지온,066503,2010,
(주)엔지켐생명과학,049168,2010/12,제조업
(주)엔케이,062109,2010,
(주)엔케이솔루션,066659,2010,
(주)엔케이코퍼레이션,066656,2010,
(주)엔케이테크,059074,2010/12,제조업
(주)엔켐,070224,2010,
(주)엔키아,047271,2010/12,정보통신업
(주)엔타스,064550,2010,
(주)엔타즈,044015,2010/12,정보통신업
(주)엔터,046570,2010/12,도매 및 소매업
(주)엔터미디어,029469,2010,
(주)엔텔리아,048882,2010,
(주)엔톰애드,058997,2010/12,"전문, 과학 및 기술 서비스업"
(주)엔투비,016432,2010/12,도매 및 소매업
(주)엔트리브소프트,049119,2010/12,정보통신업
(주)엔티디산업,056658,2010/12,부동산업
(주)엔티렉스,066926,2010,
(주)엔티에스,047061,2010,
(주)엔티에스,058932,2010/12,제조업
(주)엔티텍,061674,2010/12,제조업
(주)엔피디,060940,2010/12,제조업
(주)엔피알티,067800,2010,
(주)엘도라도리조트,046539,2010/12,부동산업
(주)엘디스리젠트호텔,061536,2010/12,숙박 및 음식점업
(주)엘디케이,069672,2010,
(주)엘라스켐,069491,2010,
(주)엘르티브이코리아,061245,2010/12,정보통신업
(주)엘리드,069881,2010,
(주)엘리파트너스,049459,2010/12,"전문, 과학 및 기술 서비스업"
(주)엘리펀트앤컴퍼니,030708,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)엘림넷,021102,2010,
(주)엘림티에스,069626,2010,
(주)엘문도,053859,2010/12,부동산업
(주)엘베스트,054866,2010/12,"전문, 과학 및 기술 서비스업"
(주)엘비루셈,042885,2010/12,제조업
(주)엘비젼,015168,2010/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)엘시시,016438,2010/12,제조업
(주)엘시티피에프브이,057259,2010/12,부동산업
(주)엘아이앤지,039316,2010/12,제조업
(주)엘아이지,048733,2010/12,"전문, 과학 및 기술 서비스업"
(주)엘아이지시스템,057975,2010/12,정보통신업
(주)엘앤비인베스트먼트,049121,2010/12,부동산업
(주)엘앤에스스틸,058444,2010/12,제조업
(주)엘앤에프신소재,051115,2010/12,제조업
(주)엘앤제이파트너스,059676,2010/12,건설업
(주)엘앤케이,066217,2010,
(주)엘앤케이글로벌,063665,2010,
(주)엘앤케이바이오메드,063185,2010,
(주)엘에스엘개발,051859,2010/12,부동산업
(주)엘에스티에너지,063133,2010,
(주)엘에스피,062407,2010/12,제조업
(주)엘에이엠산업개발,056852,2010/12,부동산업
(주)엘에치이,046418,2010/12,제조업
(주)엘엑스엠엠에이,010018,2010/12,제조업
(주)엘엑스판토스,014746,2010/12,운수 및 창고업
(주)엘엑스판토스부산신항물류센터,062412,2010/12,운수 및 창고업
(주)엘엔아이소프트,011327,2010/12,정보통신업
(주)엘엔케이로직코리아,058432,2010/12,정보통신업
(주)엘엠씨티에스,043638,2010/12,건설업
(주)엘엠에이티,058438,2010/12,제조업
(주)엘엠텍,061339,2010/12,제조업
(주)엘엠티엔시,061266,2010/12,제조업
(주)엘이티,043453,2010/12,제조업
(주)엘제이산업,049926,2010/12,부동산업
(주)엘지에스,068787,2010,
(주)엘지엠호이스트,053368,2010,
(주)엘지토스템비엠,057869,2010/12,제조업
(주)엘지헬로비전,018233,2010/12,정보통신업
(주)엘케이,016453,2010/12,제조업
(주)엘케이마끼다총판,063513,2010,
(주)엘케이이노베이션,067445,2010,
(주)엘케이하우징,066052,2010,
(주)엘케이하이테크,062050,2010/12,제조업
(주)엘케이홀딩스,048890,2010/12,부동산업
(주)엘켐,061877,2010/12,제조업
(주)엘코스,058428,2010/12,제조업
(주)엘콘파워,047119,2010/12,제조업
(주)엘투매니지먼트,061982,2010/12,부동산업
(주)엘트온,057367,2010/12,제조업
(주)엘티,043306,2010/12,제조업
(주)엘티엘,067791,2010,
(주)엘티엘,060677,2010/12,제조업
(주)엘파워텍,066038,2010,
(주)엘피씨렌탈,053353,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)엘피전자,052797,2010/12,제조업
(주)엘피케이로보틱스,065449,2010/12,제조업
(주)엠,038743,2010/12,도매 및 소매업
(주)엠.오.브이시스템,069819,2010,
(주)엠.이.시,058869,2010/12,제조업
