회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(주)온미디어,016644,2000,
(주)온세텔레콤,010080,2000/12,정보통신업
(주)온이스,010603,2000/12,제조업
(주)온일,039629,2000,
(주)올댓케어,011334,2000,
(주)올리브나인,012662,2000/12,정보통신업
(주)올림피아스위트,019412,2000/12,숙박 및 음식점업
(주)올림픽콜로세움,026425,2000/12,"예술, 스포츠 및 여가관련 서비스업"
(주)올메디쿠스,012386,2000/12,제조업
(주)올품,040064,2000,
(주)옵토온,038827,2000,
(주)옵토웨이퍼테크,011900,2000/12,제조업
(주)옵트론텍,020318,2000,
(주)옵티위즈,011141,2000/12,정보통신업
(주)와우리눅스,012377,2000,
(주)와이디아이,016511,2000/12,제조업
(주)와이비물산,016649,2000,
(주)와이비엠개발,015879,2000/12,부동산업
(주)와이비엠러닝시스템즈,038764,2000,
(주)와이비엠시사닷컴,011976,2000,
(주)와이비엠에듀,016651,2000/12,교육 서비스업
(주)와이엔텍,018265,2000/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)와이엘데이타시스템,011310,2000/12,제조업
(주)와이엘씨,016517,2000,
(주)와이제이코퍼레이션,016663,2000/12,부동산업
(주)와이즈넛,019274,2000,
(주)와이케이038,030353,2000,
(주)용산,016667,2000/12,제조업
(주)용진스테코,029779,2000,
(주)용진유화,025538,2000,
(주)용진철강,038984,2000,
(주)용평리조트,016679,2000,
(주)용화미크론,010761,2000/12,제조업
(주)우경물산,016682,2000,
(주)우경테크,011463,2000/12,제조업
(주)우남건설,025551,2000/12,건설업
(주)우남건설,016684,2000/12,건설업
(주)우남신문인쇄,040227,2000,
(주)우남씨에스티,040102,2000,
(주)우대칼스,029092,2000,
(주)우리,016690,2000,
(주)우리교육,010846,2000,
(주)우리홈쇼핑,029576,2000,
(주)우림,040182,2000,
(주)우림에프엠지홀딩스,038734,2000,
(주)우림포장,040213,2000,
(주)우림휴먼텍,030669,2000,
(주)우미산업개발,018320,2000/12,건설업
(주)우미종합건설,021165,2000,
(주)우봉,025578,2000,
(주)우석식품,040341,2000,
(주)우성산업개발,030318,2000,
(주)우성시엔시,039088,2000,
(주)우성아이앤씨,018323,2000/12,제조업
(주)우성양행,025594,2000/12,제조업
(주)우성엠피아이,016724,2000,
(주)우성염직,016729,2000/12,제조업
(주)우성주택건설,018325,2000/12,건설업
(주)우성지앤티,026427,2000/12,제조업
(주)우성코러스,038967,2000,
(주)우신이엠시,016746,2000,
(주)우신정보기술,011304,2000/12,정보통신업
(주)우신피그먼트,016745,2000/12,제조업
(주)우양통상,039572,2000,
(주)우영토건,030191,2000,
(주)우원건설,016755,2000/12,건설업
(주)우원인프라,012668,2000,
(주)우인인더스트리즈,040020,2000,
(주)우일,025631,2000,
(주)우전,038675,2000,
(주)우정,025641,2000/12,제조업
(주)우주앤터프라이즈,016770,2000,
(주)우주일렉트로닉스,028767,2000,
(주)우진,018342,2000/12,제조업
(주)우진디앤아이,039163,2000,
(주)우진물산,016778,2000/12,제조업
(주)우진아이엔에스,016781,2000/12,건설업
(주)우진홀딩스,029843,2000,
(주)우창홀딩스,030534,2000,
(주)우행티엠에스,025687,2000,
(주)욱담,039885,2000,
(주)웅남,016802,2000/12,건설업
(주)웅보개발,016803,2000,
(주)웅진로지스틱스,026360,2000/12,운수 및 창고업
(주)웅진미디어,016808,2000/12,정보통신업
(주)웅진북센,019975,2000/12,운수 및 창고업
(주)웅진세라믹,013182,2000/12,제조업
(주)워터스,025700,2000,
(주)워터웍스유진,016959,2000/12,제조업
(주)원건설,038903,2000,
(주)원광인바이로텍,030311,2000,
(주)원당중공업,040260,2000,
(주)원도어패럴,016819,2000/12,제조업
(주)원모빌,038906,2000,
(주)원봉,029591,2000,
(주)원영씰,038693,2000,
(주)원옥,012702,2000,
(주)원우유통,025729,2000/12,운수 및 창고업
(주)원우정밀,016830,2000/12,제조업
(주)원음,029455,2000,
(주)원일,030775,2000,
(주)원일,039630,2000,
(주)원일산업,029538,2000,
(주)원일약품,025732,2000/12,도매 및 소매업
(주)원전커머스,029525,2000,
(주)원정,016838,2000/12,"예술, 스포츠 및 여가관련 서비스업"
(주)원주투데이신문사,038548,2000,
(주)원지,016841,2000/12,제조업
(주)원진,010035,2000/12,제조업
(주)원진케이알,016842,2000,
(주)원카드시스템즈,011167,2000/12,정보통신업
(주)원포유,012501,2000,
(주)원풍약품상사,038843,2000,
(주)월드,016850,2000/12,제조업
(주)월드YJD,038726,2000,
(주)월드린,012575,2000,
(주)월드원,030021,2000,
(주)월드톱,016858,2000/12,제조업
(주)월튼,039330,2000,
(주)웨어펀인터내셔날,016862,2000/12,도매 및 소매업
(주)웨이브티브이,030816,2000,
(주)웰콤퍼블리시스월드와이드,016863,2000/12,정보통신업
(주)웰크론,017010,2000,
(주)웹투폰,012118,2000/12,정보통신업
(주)위너베어링,012655,2000/12,제조업
(주)위너셋,013037,2000/12,도매 및 소매업
(주)위더스코퍼레이션,039674,2000,
(주)위드,016869,2000,
(주)위드팜,016870,2000,
(주)위메이드엔터테인먼트,039527,2000,
(주)위트비전,021167,2000,
(주)윈도우하우스,039945,2000,
(주)윈로지스뉴톤보레알,030335,2000,
(주)윈스텍,029691,2000,
(주)윈스톤,016875,2000/12,제조업
(주)윈컴퍼니,019663,2000,
(주)윈플러스,040212,2000,
(주)윈피앤에스,020123,2000,
(주)윌코리아,030762,2000,
(주)윌포드,012652,2000,
(주)유경엔지니어링,030040,2000,
(주)유너스테크놀러지,012589,2000,
(주)유니드,016885,2000/12,제조업
(주)유니드글로벌상사,020593,2000/12,도매 및 소매업
(주)유니맥스폴리색,039556,2000,
(주)유니버설뮤직,016890,2000,
(주)유니버셜티에스,030312,2000,
(주)유니베라,013366,2000,
(주)유니빅,015496,2000/12,제조업
(주)유니아텍스,030044,2000,
(주)유니온,016893,2000/12,제조업
(주)유니온커뮤니티,029491,2000,
(주)유니옵틱스,012395,2000,
(주)유니원,015544,2000/12,제조업
(주)유니원커뮤니케이션즈,028991,2000,
(주)유니즈유통,039678,2000,
(주)유니컴네트,016898,2000,
(주)유니코스,018369,2000/12,도매 및 소매업
(주)유니콘,011433,2000/12,제조업
(주)유니큰,016902,2000/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)유니포인트,038645,2000,
(주)유디아,039344,2000,
(주)유라코퍼레이션,024723,2000/12,제조업
(주)유래코,016911,2000/12,제조업
(주)유림섬유,016917,2000/12,제조업
(주)유만개발,040231,2000,
(주)유비쿼스,029768,2000,
(주)유상,016925,2000/12,운수 및 창고업
(주)유성금속,016931,2000/12,제조업
(주)유성시에스,028321,2000,
(주)유신섬유,016939,2000/12,제조업
(주)유신쥬얼리,021187,2000,
(주)유앤아이,016943,2000,
(주)유에스티,028760,2000,
(주)유에이블,030265,2000/12,제조업
(주)유엔아이,038945,2000,
(주)유엠씨홀딩스,016895,2000/12,부동산업
(주)유엠텍,029894,2000,
(주)유원,025816,2000,
(주)유원텔레콤,016946,2000,
(주)유일엔시스,018383,2000/12,제조업
(주)유전자원농업회사법인,016955,2000/12,"농업, 임업 및 어업"
(주)유정메디칼,011318,2000/12,정보통신업
(주)유진,029781,2000,
(주)유진건철,018385,2000/12,제조업
(주)유진산업,016962,2000,
(주)유진어패럴,039971,2000,
(주)유진정공,039624,2000,
(주)유진주택,038661,2000,
(주)유창금속,039111,2000,
(주)유창이앤씨,016971,2000/12,제조업
(주)유창테크,039093,2000,
(주)유천엔바이로,016978,2000,
(주)유천엔지니어링,016979,2000/12,제조업
(주)유클릭,030009,2000,
(주)유탑엔지니어링건축사사무소,040165,2000,
(주)유텍솔루션,015968,2000/12,제조업
(주)유퍼트,011859,2000/12,제조업
(주)유피텍,030349,2000,
(주)유한화학,016986,2000/12,제조업
(주)윤원유통,040061,2000,
(주)윤익물산,016996,2000,
(주)윤익씨엔씨,010788,2000/12,제조업
(주)율비,029765,2000,
(주)융시스템,028897,2000,
(주)은산유통,028670,2000,
(주)은성플랜트,017011,2000/12,건설업
(주)의당개발,039153,2000,
(주)이강테크,011390,2000,
(주)이거니스,040100,2000,
(주)이건인테리어,018331,2000/12,부동산업
(주)이그린어지,015435,2000,
(주)이그잭스,017154,2000,
(주)이글루시큐리티,017016,2000,
(주)이너렉스,019266,2000/12,제조업
(주)이너텍,038938,2000,
(주)이노블루,012648,2000,
(주)이노스트림,029252,2000,
(주)이노크래프트,040004,2000,
(주)이노텔리텍,038704,2000,
(주)이논,017022,2000/12,제조업
(주)이니시스,011211,2000/12,정보통신업
(주)이닉스정호,017284,2000,
(주)이담,017479,2000/12,건설업
(주)이데아건설,030699,2000,
(주)이도디엔씨,029736,2000,
(주)이동상역,017025,2000/12,도매 및 소매업
(주)이든커뮤니케이션,012432,2000/12,정보통신업
(주)이라이콤,018402,2000/12,제조업
(주)이래화학,012222,2000,
(주)이랜드,010059,2000/12,제조업
(주)이랜드리테일,010204,2000,
(주)이랜드월드,010077,2000/12,도매 및 소매업
(주)이랜드파크,023967,2000,
(주)이랜텍,010675,2000/12,제조업
(주)이레인테크,030629,2000,
(주)이롬,030368,2000,
(주)이루온,028759,2000,
(주)이룸지엔지,039082,2000,
(주)이메이션코리아,017032,2000,
(주)이본종합건설,039614,2000,
(주)이브자리,039590,2000,
(주)이사이트랩,017036,2000,
(주)이삼성,017038,2000,
(주)이삼성인터내셔널,017039,2000,
(주)이상네트웍스,039023,2000,
(주)이소프넷,017043,2000,
(주)이스턴텔레콤,011471,2000/12,제조업
(주)이스트밸리,015619,2000/12,제조업
(주)이스트썬,039298,2000,
(주)이시다매뉴팩쳐링코리아,013950,2000/12,제조업
(주)이십일세기교육개발,017048,2000/12,교육 서비스업
(주)이십일세기종합건설,040139,2000,
(주)이쎄일,012010,2000/12,정보통신업
(주)이씀,017050,2000/12,도매 및 소매업
(주)이씨에스텔레콤,029118,2000,
(주)이앤알로지스틱,029747,2000,
(주)이앤알월드와이드,018702,2000/12,도매 및 소매업
(주)이앰솔루션스,030217,2000,
(주)이에스디웍,040067,2000,
(주)이에이지씨,017053,2000/12,광업
(주)이엘인터내셔날,010635,2000/12,제조업
(주)이엠디티,017057,2000,
(주)이엠엘에스아이,039166,2000,
(주)이우,017063,2000/12,제조업
(주)이원정공,017065,2000/12,제조업
(주)이이씨엘리트,025897,2000/12,도매 및 소매업
(주)이지소프텍,017073,2000,
(주)이지시스템,012043,2000/12,정보통신업
(주)이지씨앤씨,011180,2000/12,정보통신업
(주)이지엠닷컴,017074,2000,
(주)이지오,029657,2000,
(주)이츠웰,029534,2000,
(주)이케이비에스,029499,2000,
(주)이클립스폴리머,017081,2000/12,제조업
(주)이투스그룹,040275,2000,
(주)이투엠솔루션,039018,2000,
(주)이파워게이트,030097,2000,
(주)이포스탑,017085,2000/12,도매 및 소매업
(주)이포인트,017086,2000,
(주)이푸른하늘,017631,2000/12,제조업
(주)이프컴,011483,2000,
(주)이피에스뱅크,030663,2000,
(주)이피에스코리아,017087,2000/12,"전문, 과학 및 기술 서비스업"
(주)이피에이,039675,2000,
(주)이화,025902,2000/12,제조업
(주)이화테크,017096,2000/12,부동산업
(주)익산백화점,040117,2000,
(주)익스피다이터스코리아,017100,2000/12,운수 및 창고업
(주)인광기업,016243,2000/12,광업
(주)인덕산업,030012,2000,
(주)인베스터유나이티드,017106,2000,
(주)인베스트클럽,030642,2000,
(주)인산가,029498,2000,
(주)인성어패럴,030753,2000,
(주)인성전자,029848,2000,
(주)인성하이텍,018416,2000/12,제조업
(주)인스빌,039379,2000,
(주)인스프리트,038819,2000,
(주)인아오리엔탈모터,025922,2000/12,제조업
(주)인아코포,017114,2000,
(주)인콤,012295,2000/12,정보통신업
(주)인택종합건설,030004,2000,
(주)인터내셔날쥬피텍,021222,2000,
(주)인터넷비지니스,011469,2000/12,도매 및 소매업
(주)인터넷시큐리티,011178,2000,
(주)인터넷포스트,012081,2000/12,정보통신업
(주)인터러브,017136,2000,
(주)인터매직,012619,2000,
(주)인터벡,011783,2000,
(주)인터알리아,038719,2000,
(주)인터정보,030103,2000,
(주)인터칸정보통신,040035,2000,
(주)인터파크큐브릿지,028359,2000,
(주)인터파크테크놀러지,014921,2000,
(주)인터플렉스,012692,2000,
(주)인테그라정보통신,017141,2000,
(주)인테그럴에스에이,017142,2000,
(주)인테크디지털,011680,2000/12,정보통신업
(주)인텔링스,011312,2000,
(주)인투젠,030146,2000,
(주)인트론바이오테크놀로지,011716,2000/12,제조업
(주)인트빔,011502,2000,
(주)인포허브,030417,2000,
(주)인풍,018422,2000/12,"전문, 과학 및 기술 서비스업"
(주)인피니트헬스케어,030727,2000,
(주)일동유황온천,017151,2000,
(주)일등건설,029634,2000,
(주)일레아트,012632,2000,
(주)일번가,030314,2000,
(주)일성건설,017162,2000,
(주)일성하이스코,010561,2000/12,제조업
(주)일신레져,018433,2000/12,"예술, 스포츠 및 여가관련 서비스업"
(주)일신산업,030053,2000,
(주)일신진흥,029721,2000,
(주)일심,017181,2000/12,도매 및 소매업
(주)일양익스프레스,018437,2000/12,운수 및 창고업
(주)일양토건,017183,2000/12,건설업
(주)일우,017186,2000/12,건설업
(주)일진,014145,2000/12,제조업
(주)일진글로벌홀딩스,018438,2000/12,제조업
(주)일진베어링,017196,2000/12,제조업
(주)일해토건,017204,2000/12,건설업
(주)일호,017205,2000,
(주)일호인터내셔날,040364,2000,
(주)일화,017207,2000,
(주)임마누엘전자,011934,2000/12,제조업
(주)임산업,017211,2000,
(주)자강,026437,2000/12,제조업
(주)자루,013038,2000/12,도매 및 소매업
(주)자산유리,023781,2000/12,제조업
(주)자연과사람들,029822,2000,
(주)자연과환경,030393,2000,
(주)자유로청아공원,040333,2000,
(주)자은전자,014215,2000,
(주)장수산업,039623,2000,
(주)장안에너지,017224,2000/12,도매 및 소매업
(주)장연다이아몬드관광호텔,030604,2000,
(주)장영,017226,2000/12,제조업
(주)장우산업개발,039034,2000,
(주)장원코리아,030717,2000,
(주)장유,038864,2000,
(주)재경비유,040093,2000,
(주)쟈스덱,026567,2000,
(주)전국관광,039980,2000,
(주)전남무역,018453,2000,
(주)전북고속터미널,017243,2000,
(주)전일개발,017254,2000/12,부동산업
(주)전자신문사,018455,2000/12,정보통신업
(주)점프밀라노,017261,2000,
(주)정도알미늄,030211,2000,
(주)정도약품,029351,2000,
(주)정도엔지니어링,029787,2000,
(주)정림건설,017268,2000,
(주)정림건축종합건축사사무소,017269,2000/10,"전문, 과학 및 기술 서비스업"
(주)정림종합건설,039756,2000,
(주)정보보호기술,021240,2000,
(주)정아개발,039436,2000,
(주)정아건설,039435,2000,
(주)정우스페이셔,029587,2000,
(주)정우엠코리아,026099,2000/12,제조업
(주)정우제약,010860,2000/12,제조업
(주)정우조명,017285,2000,
(주)정우종합건설,039973,2000,
(주)정진공영,026116,2000/12,건설업
(주)정진관광개발,017293,2000,
(주)정하실업,030290,2000,
(주)정화식품상사,017299,2000,
(주)제낙스,017999,2000/12,제조업
(주)제너비오믹스,019900,2000/12,제조업
(주)제너시스비비큐,017303,2000/12,도매 및 소매업
(주)제노텍,028913,2000,
(주)제니스라이프사이언스,011699,2000,
(주)제때,018608,2000/12,운수 및 창고업
(주)제민일보,017308,2000,
(주)제스턴,012649,2000,
(주)제씨콤,026136,2000/12,제조업
(주)제오빌더,017312,2000/12,제조업
(주)제우산업개발,040036,2000,
(주)제우스,039338,2000,
(주)제원인터내쇼날,029973,2000,
(주)제이브이엠,012653,2000,
(주)제이슨상사,030100,2000,
(주)제이시피,026150,2000/12,제조업
(주)제이아이코리아,017348,2000/12,제조업
(주)제이앤드제이글로벌,018444,2000/12,제조업
(주)제이앤유글로벌,029992,2000,
(주)제이앤지산,039774,2000,
(주)제이앤컴퍼니,011903,2000/12,제조업
(주)제이앤티씨,039586,2000,
(주)제이에스디지텍,017317,2000,
(주)제이에스디피,040083,2000,
(주)제이에스정보통신,011561,2000,
(주)제이에스코퍼레이션,018475,2000/12,제조업
(주)제이에이치레전드호텔,017487,2000/09,숙박 및 음식점업
(주)제이엠글로벌,029749,2000,
(주)제이엠씨,010967,2000,
(주)제이오텍,029856,2000,
(주)제이케이리젠시,040129,2000,
(주)제이콤,012120,2000/12,제조업
(주)제이테크놀러지,011851,2000,
(주)제이티,018916,2000,
(주)제이티넷,019492,2000,
(주)제이펙,039637,2000,
(주)제이피디인터넷,012273,2000,
(주)제이피씨,039306,2000,
(주)제일,017325,2000/12,제조업
(주)제일니트,017342,2000/12,제조업
(주)제일도기,018481,2000/12,도매 및 소매업
(주)제일엔지니어링종합건축사사무소,018487,2000/12,"전문, 과학 및 기술 서비스업"
(주)제일유니온,040101,2000,
(주)제일종축농업회사법인,018489,2000/12,"농업, 임업 및 어업"
(주)제일특수데칼,039168,2000,
(주)제일풍경채,017327,2000/12,건설업
(주)제일피알,030350,2000,
(주)제주교역,017361,2000/12,도매 및 소매업
(주)제텍스바론,010578,2000/12,제조업
(주)제트에프삭스코리아,029468,2000,
(주)젝시엔,039345,2000,
(주)젠트로,029319,2000,
(주)젤텍,017369,2000/12,제조업
(주)젬리소스,011315,2000,
(주)젬스메디컬,029095,2000,
(주)조광,018497,2000/12,부동산업
(주)조선일보사,026204,2000/12,정보통신업
(주)조선호텔앤리조트,010040,2000/12,숙박 및 음식점업
(주)조원정보,039468,2000,
(주)조은닷컴,030253,2000,
(주)조은시스템,021261,2000,
(주)조이온,029165,2000,
(주)조인건설,019713,2000/12,건설업
(주)조한도시개발,029638,2000,
(주)조흥종합건설,017398,2000/12,건설업
(주)종이나라,017402,2000/12,제조업
(주)종합건축사사무소건원,026232,2000/12,"전문, 과학 및 기술 서비스업"
(주)종합해사,018504,2000/12,제조업
(주)좋은책신사고,038643,2000,
(주)주암테크,030292,2000,
(주)주연테크,011341,2000/12,제조업
(주)주영크리에이션,018903,2000,
(주)준일,026527,2000/12,제조업
(주)중부농축산물류센터,018921,2000/12,도매 및 소매업
(주)중부화물터미널,039254,2000,
(주)중소기업유통센터,018925,2000/12,도매 및 소매업
(주)중앙교육진흥연구소,026550,2000/12,정보통신업
(주)중앙기계,030046,2000,
(주)중앙백신연구소,030133,2000/12,제조업
(주)중앙유엠에스,021328,2000,
(주)중앙정공,018945,2000,
(주)중앙제공,018509,2000/12,제조업
(주)중앙타프라,018953,2000/12,제조업
(주)중앙화촌기업,026251,2000/12,부동산업
(주)중외신약,013648,2000/12,제조업
(주)중일인터내셔날,029420,2000,
(주)쥬리아,026592,2000/12,제조업
(주)지그모,016311,2000/12,정보통신업
(주)지란지교소프트,011107,2000,
(주)지맥스테크놀러지,023301,2000,
(주)지메이트,012302,2000,
(주)지비엠,029290,2000,
(주)지씨스페이스,039666,2000,
(주)지아이티,028889,2000,
(주)지앤디윈텍,012478,2000,
(주)지앤피,025059,2000/12,제조업
(주)지에스리테일,010033,2000/12,도매 및 소매업
(주)지에스북,039205,2000,
(주)지에스이앤알,038616,2000,
(주)지에스텔레텍,018990,2000,
(주)지에프에스,022156,2000,
(주)지에프이코리아,018991,2000/12,도매 및 소매업
(주)지에프퍼멘텍,038635,2000,
(주)지엔에스,030357,2000,
(주)지엔에스,016528,2000/12,제조업
(주)지엔지매니지먼트,040181,2000,
(주)지엔코,018993,2000/12,제조업
(주)지엔텍홀딩스,010704,2000/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)지영사,018996,2000/12,제조업
(주)지오닉스,010586,2000/12,제조업
(주)지오빌드,040108,2000,
(주)지오스테크널러지,011898,2000,
(주)지오영,039152,2000,
(주)지오이네트,021334,2000,
(주)지오팜,029725,2000,
(주)지와인개발,038793,2000,
(주)지원(G1),030077,2000,
(주)지원콘텐츠,019000,2000,
(주)지인텍,012074,2000/12,제조업
(주)지일이삼공교육,040335,2000,
(주)지존인터미디어,011090,2000/12,정보통신업
(주)지케이파워,019220,2000/12,제조업
(주)지트론,030673,2000,
(주)지트콤,011133,2000/12,제조업
(주)지티티,029934,2000,
(주)지파,039732,2000,
(주)지학사,010596,2000/12,정보통신업
(주)지현통상,018520,2000/12,도매 및 소매업
(주)지호디지텍,029820,2000,
(주)진로,037281,2000,
(주)진미식품,019015,2000,
(주)진방철강,010609,2000,
(주)진보공영,039578,2000,
(주)진성레미콘,019020,2000,
(주)진성씨티에스,039790,2000,
(주)진양,040142,2000,
(주)진영기업,029950,2000,
(주)진영디앤씨,040311,2000,
(주)진영베아링,029537,2000,
(주)진영산업,019032,2000/12,제조업
(주)진영식품,039509,2000,
(주)진오,013203,2000/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)진우,019038,2000/12,제조업
(주)진우,029987,2000,
(주)진우건설,026653,2000,
(주)진우엔지니어링,010866,2000/12,제조업
(주)진우플랜트건설,039983,2000,
(주)진천국제객화항운,018912,2000/12,운수 및 창고업
(주)진한섬유,019053,2000,
(주)진합,019054,2000/12,제조업
(주)진흥스틸,019063,2000/12,제조업
(주)진흥종합건설,019065,2000/12,부동산업
(주)집과사람,040041,2000,
(주)차세대정보통신,029942,2000,
(주)참맛,039771,2000,
(주)참테크글로벌,040273,2000,
(주)창강주택,019074,2000/12,부동산업
(주)창남아이엔티,039785,2000,
(주)창대화장품,030112,2000,
(주)창보종합건설,019081,2000/12,건설업
(주)창비,039419,2000,
(주)창성기업,030144,2000,
(주)창신특수강,019083,2000,
(주)창영물산,030205,2000,
(주)창우씨앤디,039772,2000,
(주)창원로지스,030039,2000,
(주)창전사,019093,2000/12,제조업
(주)창조건설,038703,2000,
(주)창진,029414,2000,
(주)창해에탄올,023789,2000/12,제조업
(주)창환단자공업,038880,2000,
(주)챈스아이,021342,2000,
(주)천안물류,030354,2000,
(주)천일고속관광,019111,2000,
(주)천일섬유,012070,2000/12,제조업
(주)천조,026746,2000/12,도매 및 소매업
(주)천혜항공종합건설,040217,2000,
(주)청광,016125,2000,
(주)청구,028841,2000,
(주)청도아이디,039873,2000,
(주)청람개발,019132,2000,
(주)청록,029166,2000,
(주)청산유통,039876,2000,
(주)청석,018552,2000/12,제조업
(주)청우네이처,019146,2000/12,제조업
(주)청우제강,029527,2000,
(주)청우제강,019148,2000,
(주)청운디앤씨,040225,2000,
(주)청원엘앤시,039186,2000,
(주)청전,026789,2000/12,도매 및 소매업
(주)청조,019153,2000,
(주)청주방송,018558,2000/12,정보통신업
(주)청탑,026796,2000/12,건설업
(주)청해진해운,021347,2000,
(주)체리부로,019167,2000/12,제조업
(주)초록뱀미디어,011855,2000/12,정보통신업
(주)충무화학,026815,2000/12,제조업
(주)충북방송,039261,2000,
(주)충청네트워크,030359,2000,
(주)취영루,029456,2000,
(주)칩트론,019189,2000/12,제조업
