회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(유)그룹세브코리아,013171,2000,
(주)21세기화장품,030113,2000,
(주)3Z,012815,2000,
(주)ABC,020570,2000,
(주)DCFTREK,017676,2000/12,제조업
(주)ENS,030661,2000,
(주)GBSTYLE,029522,2000,
(주)KAL호텔네트워크,029255,2000,
(주)KHE,027325,2000/12,제조업
(주)KJ컴텍,038835,2000,
(주)KTE,026849,2000/12,제조업
(주)LF네트웍스,040278,2000,
(주)LGEI,030602,2000,
(주)LG경영개발원,018261,2000,
(주)LG파워콤,021438,2000,
(주)MBC아카데미,020587,2000/12,교육 서비스업
(주)MBC애드컴,020588,2000/12,"전문, 과학 및 기술 서비스업"
(주)NH무역,017587,2000/12,도매 및 소매업
(주)P&I지주,014359,2000/12,"전문, 과학 및 기술 서비스업"
(주)PSG,040133,2000,
(주)SC유나이티드,038630,2000,
(주)SID엔터프라이즈,039294,2000,
(주)TAPEX,010942,2000/12,제조업
(주)TSR,019379,2000/12,제조업
(주)TS건설,020606,2000/12,건설업
(주)TS센트릭,020607,2000/12,제조업
(주)TS푸드앤시스템,020608,2000/12,도매 및 소매업
(주)가나아트갤러리,017417,2000/12,도매 및 소매업
(주)가민정보시스템,030633,2000,
(주)가야미디어,012820,2000,
(주)가야종합건설,012822,2000,
(주)가야중공업,020634,2000,
(주)가오닉스스포츠,039478,2000,
(주)가우디,012823,2000/12,제조업
(주)가인테크,054543,2000/12,도매 및 소매업
(주)가치네트,012368,2000,
(주)가파치,021670,2000/12,제조업
(주)가현,014227,2000/12,제조업
(주)갑을,049808,2000,
(주)갑을프라스틱,012828,2000,
(주)강남산업,012833,2000/12,제조업
(주)강변스포렉스,021688,2000/12,"예술, 스포츠 및 여가관련 서비스업"
(주)강성수산,012846,2000/12,"농업, 임업 및 어업"
(주)강숙희레디스웨어,012847,2000/12,제조업
(주)강원도민일보,017428,2000/12,정보통신업
(주)강원엘피씨,019670,2000,
(주)강제규필름,011702,2000,
(주)개벽전자,039138,2000,
(주)개풍주택개발,030769,2000,
(주)갤러리존,039970,2000,
(주)거산금속,040167,2000,
(주)거성,028808,2000,
(주)거홍건영,012871,2000/12,부동산업
(주)건덕상사,021729,2000/12,부동산업
(주)건동주택,030749,2000,
(주)건민,029929,2000,
(주)건설웨슨,040111,2000,
(주)건양,012879,2000,
(주)건양페인트,012882,2000/12,제조업
(주)건영,038822,2000,
(주)건우씨엔디,038836,2000,
(주)건우정공,012888,2000,
(주)건잠디지털,011021,2000/12,제조업
(주)건화,029502,2000,
(주)건화,012896,2000/12,"전문, 과학 및 기술 서비스업"
(주)건화,017441,2000/12,부동산업
(주)건화기업,012895,2000,
(주)건화메디팜,038989,2000,
(주)건화약품,030277,2000,
(주)건화이앤아이,010535,2000/12,제조업
(주)게스템프카테크,018571,2000/12,제조업
(주)게토코리아,028377,2000,
(주)경기에너지,038844,2000,
(주)경도,013555,2000,
(주)경도시스템,029132,2000,
(주)경동,012913,2000,
(주)경동개발,012917,2000/12,제조업
(주)경동실업,030711,2000,
(주)경동원,026351,2000/12,제조업
(주)경방상사,012923,2000/12,제조업
(주)경방어패럴,017034,2000,
(주)경보스포츠프라자,039050,2000,
(주)경보씰텍,012925,2000/12,제조업
(주)경보제약,012927,2000/12,제조업
(주)경복궁웨딩컨벤션,040105,2000,
(주)경빈,020642,2000,
(주)경성건설,012934,2000/12,건설업
(주)경승,012806,2000/12,제조업
(주)경안전선,021831,2000/12,제조업
(주)경암물산,010165,2000/12,부동산업
(주)경원,039295,2000,
(주)경원엔지니어링건축사사무소,020142,2000/12,"전문, 과학 및 기술 서비스업"
(주)경원코퍼레이션,012951,2000/12,건설업
(주)경인방송,021849,2000/12,정보통신업
(주)경인일보,012960,2000/12,정보통신업
(주)경주신라컨트리클럽,029959,2000,
(주)경향미디어그룹,029579,2000,
(주)경향신문사,012983,2000,
(주)경향하우징,012539,2000,
(주)경호산업개발,038878,2000,
(주)경호엔지니어링종합건축사사무소,010868,2000/12,"전문, 과학 및 기술 서비스업"
(주)경화상사,039997,2000,
(주)경희,021874,2000,
(주)계림공영,012989,2000,
(주)계선,012995,2000/12,건설업
(주)계우제지,030432,2000,
(주)고려노벨화약,021901,2000/12,제조업
(주)고려물산,013004,2000,
(주)고려반도체시스템,013005,2000,
(주)고려비엔피,030250,2000,
(주)고려양주,017472,2000/12,도매 및 소매업
(주)고려정보통신,011032,2000,
(주)고려제지,026512,2000/12,제조업
(주)고려진흥,013020,2000/12,부동산업
(주)고룡,029792,2000,
(주)고리,021933,2000,
(주)고명실업,029910,2000,
(주)고산,011910,2000/12,제조업
(주)고성개발,039903,2000,
(주)고아정공,013028,2000,
(주)고우산업개발,030289,2000,
(주)고은산업개발,038971,2000,
(주)고합,028815,2000,
(주)골드게이트씨앤씨,029883,2000,
(주)골드라인,017476,2000/12,제조업
(주)골드라인파렛텍,015716,2000,
(주)골든듀,020459,2000/12,제조업
(주)골든벨코리아,040326,2000,
(주)골든브릿지기술투자,029606,2000,
(주)공간세라믹,040058,2000,
(주)공간이앤씨,039054,2000,
(주)공영엔지니어링,010176,2000/12,제조업
(주)공정관광,013045,2000,
(주)공항리무진,029539,2000,
(주)과학기술복권,013048,2000/12,도매 및 소매업
(주)관악상사,021957,2000/12,부동산업
(주)광덕,028663,2000,
(주)광보하이테크,014420,2000/12,제조업
(주)광산,013068,2000,
(주)광서엔터프라이즈,017484,2000/12,부동산업
(주)광성개발,013070,2000,
(주)광성전자,013074,2000,
(주)광성텍,021980,2000/12,제조업
(주)광신아이앤피,030062,2000,
(주)광영토건,013084,2000/12,건설업
(주)광원어패럴,013086,2000/12,제조업
(주)광일,010179,2000/12,제조업
(주)광주관광호텔,013092,2000,
(주)광주신세계,010725,2000/12,도매 및 소매업
(주)광주지오팜,016273,2000,
(주)광진상공,017495,2000/12,제조업
(주)광진윈텍,013100,2000,
(주)광해건설,039204,2000,
(주)광호,013103,2000,
(주)교보문고,017496,2000/12,도매 및 소매업
(주)교산,038914,2000,
(주)교원,013107,2000/12,정보통신업
(주)교원교육,013108,2000/12,정보통신업
(주)교원프라퍼티,013041,2000/12,정보통신업
(주)교학사,017499,2000/12,제조업
(주)구강물산,028534,2000,
(주)구미인터내셔날,013111,2000,
(주)국도개발,039866,2000,
(주)국도이앤씨,028639,2000,
(주)국도타운,029875,2000,
(주)국민피앤텍,029734,2000,
(주)국보디자인,013130,2000/12,"전문, 과학 및 기술 서비스업"
(주)국순당엘앤비,027758,2000,
(주)국일방적,013132,2000/12,제조업
(주)국일인토트,010893,2000/12,제조업
(주)국제금속,017508,2000/12,제조업
(주)국제기업,026258,2000/12,제조업
(주)국제조형산업,040143,2000,
(주)국제철강,013151,2000,
(주)국제화장품,040062,2000,
(주)굿모닝시티,029554,2000,
(주)굿앤스마트,039782,2000,
(주)굿티비,030650,2000,
(주)귀뚜라미가스보일러,013162,2000/12,제조업
(주)귀뚜라미범양냉방,023718,2000,
(주)귀뚜라미에너지,012831,2000/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)귀뚜라미홀딩스,013163,2000/12,"전문, 과학 및 기술 서비스업"
(주)귀뚜라미홈시스,013161,2000/12,제조업
(주)규형건설,030170,2000,
(주)그라스텍,028369,2000/12,제조업
(주)그랑빌건설,012865,2000,
(주)그랜드호텔,030738,2000,
(주)그레이프커뮤니케이션즈,013502,2000/12,"전문, 과학 및 기술 서비스업"
(주)그루빅,040291,2000,
(주)그리마건설,029772,2000,
(주)그리쉼,017519,2000/12,부동산업
(주)그린건설,039105,2000,
(주)그린스코,026605,2000/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)그린앤블루,013174,2000/12,숙박 및 음식점업
(주)근대화유통,010807,2000/12,부동산업
(주)근영전자통신,013187,2000,
(주)근화씨엔씨,013189,2000,
(주)글로리아,017528,2000/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)글로만,029333,2000,
(주)글로벌데이타시스템,012681,2000,
(주)글로벌랜드이앤티,039545,2000,
(주)글로벌아이엔씨,013193,2000,
(주)글로벌테크,012600,2000,
(주)금강B&F,013200,2000/12,제조업
(주)금강레미컨,013198,2000/12,제조업
(주)금강레저,010188,2000/12,"예술, 스포츠 및 여가관련 서비스업"
(주)금강로지스틱스,017541,2000/12,제조업
(주)금강밸브,013199,2000,
(주)금강쿼츠,020665,2000/12,제조업
(주)금광건업,022129,2000/12,건설업
(주)금광종합목재,013208,2000/12,제조업
(주)금덕종합건설,028785,2000,
(주)금동엔지니어링,013212,2000/12,제조업
(주)금륜건설,015742,2000,
(주)금문기업,030233,2000,
(주)금복,022140,2000/12,부동산업
(주)금빛,039269,2000,
(주)금성백조주택,013221,2000/12,건설업
(주)금성산업,038947,2000,
(주)금성출판사,013226,2000/12,정보통신업
(주)금수산업개발,039791,2000,
(주)금아플로우,022170,2000,
(주)금양레포츠,013229,2000,
(주)금영,013232,2000/12,제조업
(주)금용섬유,028385,2000,
(주)금자탑,013237,2000/12,숙박 및 음식점업
(주)금풍,013243,2000/12,제조업
(주)금호에이치티,013213,2000/12,제조업
(주)금호하우징,022202,2000/12,건설업
(주)금호환경,013253,2000,
(주)기가레인,021262,2000/12,제조업
(주)기도산업,013261,2000/12,제조업
(주)기룡,039309,2000,
(주)기륭에이앤씨,040097,2000,
(주)기린산업,026264,2000/12,제조업
(주)기린전자,029515,2000,
(주)기성텍스타일,039514,2000,
(주)기술나라,012538,2000/12,제조업
(주)기영약품,017552,2000/12,도매 및 소매업
(주)기원,017553,2000/12,제조업
(주)기평인터내셔날,013284,2000,
(주)기풍,013285,2000,
(주)기화정밀,013287,2000/12,제조업
(주)기흥기계,013289,2000/12,제조업
(주)길훈종합건설,022239,2000/12,건설업
(주)김산주,028661,2000,
(주)김약품,013294,2000,
(주)김정문알로에,017559,2000/12,제조업
(주)김종학프로덕션,029117,2000,
(주)깊은샘,040230,2000,
(주)나경상사,026267,2000/12,도매 및 소매업
(주)나노신소재,039476,2000,
(주)나노테크닉스,030052,2000,
(주)나노텍코리아,013304,2000,
(주)나노하이텍,017560,2000/12,제조업
(주)나눔기술,010970,2000/12,정보통신업
(주)나다텔,011577,2000/12,제조업
(주)나라감정평가법인,029603,2000,
(주)나라비전,029223,2000,
(주)나라시스템,013309,2000/12,도매 및 소매업
(주)나래기술,013311,2000,
(주)나래나노텍,013312,2000,
(주)나래앤컴퍼니,010620,2000/12,도매 및 소매업
(주)나래통신기술,022248,2000/12,건설업
(주)나렉스,039603,2000,
(주)나영산업,030687,2000,
(주)나우스넷,028537,2000,
(주)나우콤,010663,2000/12,정보통신업
(주)나우콤,029103,2000/12,정보통신업
(주)나우타건설,039194,2000,
(주)나우타홀딩스,030073,2000,
(주)나우테크,010189,2000/12,제조업
(주)나이스엘엠에스,014814,2000,
(주)남강건설회관,013328,2000/12,부동산업
(주)남경코리아,013333,2000,
(주)남북,022275,2000/12,제조업
(주)남서,013347,2000,
(주)남선기공,010199,2000/12,제조업
(주)남신약품,013355,2000,
(주)남양,013358,2000/12,제조업
(주)남양개발,039819,2000,
(주)남양건설,013359,2000,
(주)남양씨앤씨,030786,2000,
(주)남양주택건설,013369,2000,
(주)남양하이테크,030747,2000,
(주)남영전구,013377,2000/03,제조업
(주)남우,013379,2000/12,부동산업
(주)남원텍스웰,013382,2000,
(주)남청,013390,2000/12,제조업
(주)남태평양관광호텔,013391,2000/12,숙박 및 음식점업
(주)남해레져,040071,2000,
(주)남향레미콘,013398,2000,
(주)낫소,022346,2000,
(주)내성기업,013402,2000/12,도매 및 소매업
(주)내쇼날스타치,013403,2000/12,제조업
(주)내일네트워크,013406,2000,
(주)내일신문,013407,2000,
(주)냉장인터불고,015591,2000,
(주)넓은들,039380,2000,
(주)네모이십일정보통신,011398,2000,
(주)네비엔,039950,2000,
(주)네스디스플레이,012312,2000,
(주)네슬레퓨리나펫케어코리아,038872,2000,
(주)네오로직스,012686,2000,
(주)네오리소스,016360,2000,
(주)네오슈테른테크놀로지,012629,2000,
(주)네오텔레콤,013416,2000/12,제조업
(주)네오트론,013417,2000,
(주)네오티스,039171,2000,
(주)네트라인플러스,011214,2000/12,정보통신업
(주)네트플러스,013421,2000,
(주)네티움,011274,2000/12,정보통신업
(주)넥서스,039131,2000,
(주)넥소어,012657,2000/12,정보통신업
(주)넥스밸리,039907,2000,
(주)넥스탑,040193,2000,
(주)넥스턴,013425,2000,
(주)넥스턴,030237,2000,
(주)넥스트웨이,039270,2000,
(주)넥스티어,038611,2000,
(주)넬바이오텍,012206,2000,
(주)넵스,026274,2000/12,도매 및 소매업
(주)넷브레인,029237,2000,
(주)넷피아,011098,2000/12,정보통신업
(주)노루비케미칼,013848,2000,
(주)노루오토코팅,026316,2000/12,제조업
(주)노루케미칼,019250,2000/12,제조업
(주)노루코일코팅,013877,2000,
(주)노바일렉트로닉,029218,2000,
(주)노벨과개미,022359,2000/12,정보통신업
(주)노벨아이,017700,2000/12,정보통신업
(주)노브랜드,017585,2000/12,제조업
(주)노비언코리아,019983,2000/12,제조업
(주)노아테크놀로지,028690,2000,
(주)노키아티엠씨,013441,2000/12,제조업
(주)녹봉조선,029567,2000,
(주)녹산,038910,2000,
(주)녹십자바이오텍,017586,2000,
(주)녹십자피비엠,011872,2000/12,도매 및 소매업
(주)놀부,029543,2000,
(주)농심기획,013451,2000/12,"전문, 과학 및 기술 서비스업"
(주)농지개량,013459,2000,
(주)농협대전유통,022767,2000/12,도매 및 소매업
(주)농협부산경남유통,022373,2000/12,도매 및 소매업
(주)농협사료,038633,2000,
(주)농협유통,010727,2000/12,도매 및 소매업
(주)농협충북유통,026276,2000/12,도매 및 소매업
(주)농협케미컬,018287,2000/12,제조업
(주)농협홍삼,038707,2000,
(주)누리써키트,039887,2000,
(주)누리인포스,028793,2000,
(주)누리플랜,029735,2000,
(주)누하에이앤디,040094,2000,
(주)뉴-신성산업개발,040170,2000,
(주)뉴메디컴,011581,2000,
(주)뉴스타광학,029355,2000,
(주)뉴스타디지털,017147,2000,
(주)뉴월드,013474,2000/12,도매 및 소매업
(주)뉴웰,039647,2000,
(주)뉴젠팜,030005,2000,
(주)뉴죤,028740,2000,
(주)뉴컴월드,013477,2000,
(주)뉴크라운관광호텔,013479,2000/12,숙박 및 음식점업
(주)뉴프린스관광호텔,029796,2000,
(주)늘푸른마을,040284,2000,
(주)늘푸른사회,040285,2000,
(주)늘푸른오스카빌,010747,2000/12,건설업
