회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(유)짐머바이오메트코리아,018711,2010/12,도매 및 소매업
(유)케이원에너지,047069,2010/12,도매 및 소매업
(주)진광건설엔지니어링,067919,2010,
(주)진달래,069461,2010,
(주)진데크,052321,2010/12,건설업
(주)진도선파크,060022,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)진두아이에스,052071,2010/12,정보통신업
(주)진명기업,044313,2010/12,제조업
(주)진명정밀,066890,2010,
(주)진명프리텍,041927,2010/12,제조업
(주)진모터스,063765,2010,
(주)진방템프그룹,065110,2010,
(주)진산스틸,061083,2010/12,제조업
(주)진석건설,052501,2010/12,부동산업
(주)진선기업,047760,2010/12,운수 및 창고업
(주)진성네트워크,064052,2010,
(주)진성이앤씨,048854,2010/12,부동산업
(주)진성전자,062068,2010/12,제조업
(주)진성테크,064921,2010,
(주)진성테크템,070138,2010,
(주)진성통합상사,067573,2010,
(주)진셍케이,059220,2010/12,제조업
(주)진안산업,041844,2010/12,건설업
(주)진양,040142,2010/12,제조업
(주)진양,044207,2010/12,제조업
(주)진양기계제작소,061223,2010/12,제조업
(주)진양오일씰,047298,2010/12,제조업
(주)진양티앤피,053297,2010/12,제조업
(주)진에어,054332,2010/12,운수 및 창고업
(주)진영R&S,049232,2010/12,제조업
(주)진영기업,029950,2010/12,제조업
(주)진영디앤씨,040311,2010,
(주)진영베아링,029537,2010/12,도매 및 소매업
(주)진영식품,039509,2010/12,제조업
(주)진영이노텍,061453,2010/12,제조업
(주)진영이앤씨,056908,2010/12,부동산업
(주)진영지앤티,046950,2010/12,제조업
(주)진영통상,061406,2010/12,부동산업
(주)진영포스필,065167,2010,
(주)진오,013203,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)진우건설,026653,2010/12,건설업
(주)진우엔지니어링,010866,2010/12,제조업
(주)진우전자,070924,2010,
(주)진우제이아이에스,061800,2010/12,제조업
(주)진웅에어시스,065814,2010,
(주)진웅이노텍,051717,2010/12,"전문, 과학 및 기술 서비스업"
(주)진웅테크놀러지,061395,2010/12,제조업
(주)진원,049285,2010/12,제조업
(주)진원,058059,2010/12,건설업
(주)진원무역,069905,2010,
(주)진원산업,058114,2010/12,제조업
(주)진주개발,059503,2010/12,부동산업
(주)진주물산,061145,2010/12,제조업
(주)진천국제객화항운,018912,2010/12,운수 및 창고업
(주)진코퍼레이션,021338,2010/12,제조업
(주)진텍,063712,2010,
(주)진텍엔지니어링,063792,2010,
(주)진평,059089,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)진한,047019,2010/12,제조업
(주)진합,019054,2010/12,제조업
(주)진행워터웨이,065329,2010,
(주)진호,061193,2010/12,제조업
(주)진흥공업,042266,2010/12,제조업
(주)진흥목재,045842,2010/12,제조업
(주)진흥스틸,019063,2010/12,제조업
(주)진흥이디앤씨,060818,2010/12,건설업
(주)진흥종합건설,019065,2010/12,부동산업
(주)진흥중공업,057140,2010/12,"수도, 하수 및 폐기물 처리, 원료 재생업"
(주)짐월드,060979,2010/12,제조업
(주)집과사람,040041,2010/12,부동산업
(주)징크옥사이드코퍼레이션,061213,2010,
(주)찌레본파워홀딩스,060674,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)차세대케미칼,070457,2010,
(주)차이커뮤니케이션,063188,2010,
(주)착한고기,063459,2010,
(주)참교육개발,051332,2010/12,건설업
(주)참마루건설,056874,2010/12,건설업
(주)참맛,039771,2010/12,제조업
(주)참미르,069511,2010,
(주)참원에셋,045435,2010/12,부동산업
(주)참조은에스에프,071139,2010,
(주)참존글로벌워크,049710,2010/12,도매 및 소매업
(주)참존모터스,043505,2010/12,도매 및 소매업
(주)참존서비스,052000,2010,
(주)참존오토모티브,049977,2010/12,도매 및 소매업
(주)참토원,043303,2010/12,제조업
(주)창강주택,019074,2010/12,부동산업
(주)창강화학,063112,2010,
(주)창공예천,062241,2010/12,도매 및 소매업
(주)창남아이엔티,039785,2010/12,도매 및 소매업
(주)창도엔터프라이즈,065905,2010,
(주)창명,044454,2010/12,제조업
(주)창보종합건설,019081,2010/12,건설업
(주)창비,039419,2010/12,정보통신업
(주)창산정공,071054,2010,
(주)창성에이스산업,063100,2010,
(주)창신금형,060252,2010/12,제조업
(주)창신특수강,019083,2010/12,제조업
(주)창억,064610,2010,
(주)창연인더스트리,050552,2010/12,부동산업
(주)창영전자,048344,2010/12,제조업
(주)창용금형,063807,2010,
(주)창운,061647,2010/12,건설업
(주)창원기전,053625,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)창원엔지니어링,071084,2010,
(주)창원옵텍,043423,2010/12,제조업
(주)창원충전소,062303,2010/12,도매 및 소매업
(주)창원컴텍,058593,2010/12,제조업
(주)창원텍,063589,2010,
(주)창원플랜트,071081,2010,
(주)창원하이텍,059344,2010/12,제조업
(주)창의와탐구,048915,2010/12,정보통신업
(주)창일정공,064544,2010,
(주)창전사,019093,2010/12,제조업
(주)창조프린팩,051370,2010/12,제조업
(주)창진,059436,2010/12,제조업
(주)창해에탄올,023789,2010/12,제조업
(주)창환단자공업,038880,2010/12,제조업
(주)채과원,053531,2010/12,도매 및 소매업
(주)채선당,060924,2010/12,"전문, 과학 및 기술 서비스업"
(주)채우개발,061871,2010/12,부동산업
(주)챔프스터디,061261,2010/12,교육 서비스업
(주)천경비스타,063757,2010,
(주)천광스틸,039959,2010/12,제조업
(주)천광에너지,058519,2010/12,"전기, 가스, 증기 및 공기조절 공급업"
(주)천궁실버라이프,058742,2010/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)천마산업,063716,2010,
(주)천상토,067433,2010,
(주)천성세이브마트,053106,2010,
(주)천안물류,030354,2010/12,운수 및 창고업
(주)천안스포렉스,045692,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)천영스틸,063321,2010,
(주)천우개발,067598,2010,
(주)천우장,063412,2010,
(주)천일,060625,2010/12,"전문, 과학 및 기술 서비스업"
(주)천일고속관광,019111,2010,
(주)천일국제보세창고,047845,2010/12,운수 및 창고업
(주)천일냉장,067077,2010,
(주)천일상사,064107,2010,
(주)천일씨아이엘,056853,2010/12,제조업
(주)천일에너지,067874,2010,
(주)천일에너지,066800,2010,
(주)천일철강,064730,2010,
(주)천재교과서,066117,2010,
(주)천재문화,063653,2010,
(주)천재상사,051243,2010,
(주)천조,026746,2010/12,도매 및 소매업
(주)천지장례식장,061859,2010/12,"협회 및 단체, 수리 및 기타 개인 서비스업"
(주)천하레포츠,064681,2010,
(주)천혜항공종합건설,040217,2010/12,건설업
(주)천호플랜트,051110,2010/12,건설업
(주)청광,016125,2010/12,제조업
(주)청광주택건설,042344,2010/12,부동산업
(주)청담씨앤디,056717,2010/12,건설업
(주)청동주택,069766,2010,
(주)청룡수산,043854,2010/12,도매 및 소매업
(주)청림인터내셔날,047158,2010/12,제조업
(주)청명산업,062928,2010,
(주)청명이앤시,041910,2010/12,건설업
(주)청명종합건설,070873,2010,
(주)청목이엔씨,066601,2010,
(주)청산건설,063658,2010,
(주)청산유통,039876,2010/12,도매 및 소매업
(주)청석,018552,2010/12,제조업
(주)청석물산,043345,2010/12,부동산업
(주)청솔타워,067497,2010,
(주)청아람,070248,2010,
(주)청암,065994,2010,
(주)청암,047330,2010/12,제조업
(주)청암개발,050480,2010/12,부동산업
(주)청암홈,065766,2010,
(주)청야해운,053941,2010,
(주)청오에프에스,060676,2010/12,도매 및 소매업
(주)청우,049174,2010/12,제조업
(주)청우스틸,064938,2010,
(주)청우제강,029527,2010/12,제조업
(주)청우지에프,049376,2010/12,부동산업
(주)청우철강,041374,2010,
(주)청우테크,052220,2010/12,제조업
(주)청우홀딩스,049420,2010/12,부동산업
(주)청운,066560,2010,
(주)청운종합건설,067444,2010,
(주)청운테크,053797,2010,
(주)청원플러스,053592,2010/12,부동산업
(주)청인인터내셔날,067101,2010,
(주)청일건설,063553,2010,
(주)청일건설산업,064886,2010,
(주)청주방송,018558,2010/12,정보통신업
(주)청주석회,064362,2010,
(주)청탑,026796,2010/12,건설업
(주)청풍개발,048426,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)청하중공업,064482,2010,
(주)청학씨앤디,048045,2010/12,도매 및 소매업
(주)청해명가,059323,2010/12,제조업
(주)청해진해운,021347,2010/12,운수 및 창고업
(주)청호이엔지,059598,2010/12,제조업
(주)청화사,048059,2010,
(주)청화자원,062080,2010/12,도매 및 소매업
(주)체리부로,019167,2010/12,제조업
(주)체스투어즈,052853,2010/12,"사업시설 관리, 사업 지원 및 임대 서비스업"
(주)초록도시,063796,2010,
(주)초록동산,062272,2010/12,건설업
(주)총체보리한우유통사업단,067260,2010,
(주)축림,053370,2010/12,제조업
(주)춘광산업개발,067986,2010,
(주)춘천골프아카데미,049615,2010/12,"예술, 스포츠 및 여가관련 서비스업"
(주)충무화학,026815,2010/12,제조업
(주)충북소주,043002,2010/12,제조업
(주)충전공영개발,052717,2010/12,건설업
(주)충청오토,063592,2010,
(주)취영루,029456,2010/12,제조업
(주)친구,053118,2010/12,제조업
(주)칩스앤미디어,045026,2010/12,정보통신업
(주)카나리아바이오,042261,2010/12,제조업
(주)카네비컴,067888,2010,
(주)카노,066351,2010,
(주)카렉스,050147,2010/12,도매 및 소매업
(주)카로스넷,043085,2010/12,제조업
(주)카르마웍스,061737,2010/12,정보통신업
(주)카리스소프트,037400,2010/12,제조업
(주)카모스,030693,2010/12,제조업
(주)카보라인코리아,026829,2010/12,제조업
