회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류)
(유)한국비엠에스제약,018712,2000/12,도매 및 소매업
(주)프리즘산업개발,029902,2000,
(주)프리챌,012324,2000/12,정보통신업
(주)프리컴시스템,011058,2000,
(주)프릭사,030781,2000,
(주)프릭스,039162,2000,
(주)플랙트우즈코리아,040380,2000,
(주)플러스빌,040204,2000,
(주)플럼디자인,011386,2000/12,"전문, 과학 및 기술 서비스업"
(주)플렉스컴,014406,2000,
(주)피.디.에이,010783,2000/12,제조업
(주)피더블유제네틱스,017562,2000/12,정보통신업
(주)피디에이에이치디,038706,2000,
(주)피보텍,027388,2000/12,정보통신업
(주)피씨디렉트,011830,2000/12,도매 및 소매업
(주)피앤에이치,017879,2000/12,부동산업
(주)피앤피리서치,029158,2000,
(주)피어리스,028812,2000,
(주)피에이치와이,039762,2000,
(주)피엔에스홈즈,030278,2000,
(주)피엔케이텍,011582,2000,
(주)피엠그룹,039788,2000,
(주)피엠머시너리,019642,2000,
(주)피엠씨프러덕션,028791,2000,
(주)피엠코리아,039867,2000,
(주)피원,029724,2000,
(주)피유시스,019643,2000,
(주)피치밸리,019645,2000,
(주)피카디리프러스,039763,2000,
(주)피플웍스,028926,2000,
(주)필름지,039028,2000,
(주)필리아텔레콤,011466,2000/12,제조업
(주)필켐,011116,2000/12,제조업
(주)하나,029984,2000,
(주)하나,012453,2000,
(주)하나앤컴파니,013446,2000/12,건설업
(주)하나윈,013447,2000/12,제조업
(주)하나종합건설,028553,2000,
(주)하나콤,019654,2000/12,제조업
(주)하나텔,011622,2000/12,정보통신업
(주)하나투어리스트,029019,2000,
(주)하눌산업,039517,2000,
(주)하니관광호텔,019658,2000/12,숙박 및 음식점업
(주)하렉스인포텍,029449,2000,
(주)하우스뱅크,029760,2000,
(주)하우스보떼,040109,2000,
(주)하우징그룹우신,030339,2000,
(주)하이게인안테나,019669,2000/12,제조업
(주)하이네트정보통신,011190,2000/12,정보통신업
(주)하이디스,017720,2000/12,제조업
(주)하이마트,010488,2000/12,도매 및 소매업
(주)하이비스,014184,2000/12,제조업
(주)하이스마텍,021526,2000,
(주)하이앤드,029647,2000,
(주)하이월드,011788,2000/12,도매 및 소매업
(주)하이큐텍,012714,2000,
(주)하이테크미디어,012419,2000,
(주)하이테크전자,019676,2000/12,제조업
(주)하이텍팜,029642,2000,
(주)하이트롤,010800,2000,
(주)하츠,018686,2000/12,제조업
(주)하트존,019681,2000,
(주)하해,030776,2000,
(주)학원프리테크,027189,2000/12,제조업
(주)한가람건설,039587,2000,
(주)한가람약품,027190,2000/12,도매 및 소매업
(주)한강식품,019689,2000,
(주)한강에스앤엠,030812,2000,
(주)한건,018690,2000/12,건설업
(주)한경닷컴,019693,2000/12,정보통신업
(주)한경실업,019694,2000/12,제조업
(주)한광,019695,2000/12,건설업
(주)한국가스기술공사,019698,2000/12,"전문, 과학 및 기술 서비스업"
(주)한국건설관리공사,018694,2000/12,"전문, 과학 및 기술 서비스업"
(주)한국경제신문,010477,2000/12,정보통신업
(주)한국경제티브이,011150,2000/12,정보통신업
(주)한국기능공사,029521,2000,
(주)한국대기사,038662,2000,
(주)한국디지탈인증,028575,2000,
(주)한국레이컴,010568,2000/12,제조업
(주)한국리레이,018703,2000/12,제조업
(주)한국마이콤,019764,2000,
(주)한국메탈,019768,2000/12,제조업
(주)한국모빌솔루션,019769,2000,
(주)한국미디어그룹,021485,2000,
(주)한국방송제작단,019780,2000,
(주)한국사미트인터내쇼날,019793,2000,
(주)한국사브와브코,019794,2000,
(주)한국산업양행,038665,2000,
(주)한국시바우라메카트로닉스,038684,2000,
(주)한국신소재,019837,2000/12,제조업
(주)한국아이오테크,029213,2000,
(주)한국아이티시스템,011102,2000,
(주)한국안테나,038923,2000,
(주)한국알미늄,019859,2000/12,제조업
(주)한국알에프,030287,2000,
(주)한국야나세,039267,2000,
(주)한국얀센,019869,2000/12,제조업
(주)한국에바라정밀기계,019871,2000/12,제조업
(주)한국오지케이,010549,2000/12,제조업
(주)한국오탁스,027329,2000,
(주)한국인식기술,011498,2000/12,정보통신업
(주)한국인터넷데이터센터,019920,2000,
(주)한국인프라,019922,2000,
(주)한국일측,019925,2000/12,제조업
(주)한국존슨앤드존슨,026483,2000/12,제조업
(주)한국종합기술,019952,2000/12,"전문, 과학 및 기술 서비스업"
(주)한국종합미디어,028718,2000,
(주)한국지엠디,018727,2000/12,제조업
(주)한국축산의희망서울사료,015360,2000/12,제조업
(주)한국케이블TV경동방송,019992,2000,
(주)한국케이블TV서남방송,021314,2000,
(주)한국케이블TV송파방송,029461,2000,
(주)한국케이블TV수원방송,012352,2000/12,정보통신업
(주)한국케이블티브이강동방송,030060,2000,
(주)한국케이블티브이광주방송,027370,2000,
(주)한국케이블티브이나라방송,018736,2000/12,정보통신업
(주)한국케이블티브이동부방송,019990,2000,
(주)한국케이블티브이모두방송,039015,2000,
