구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
,년도,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002
회사명,거래소코드,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount
(주)바이오텔,011188,,,,5134416,,,,2298283,,,,2621256,,,,2513160,,,,2594087,,,,435115,,,,347410,,,,17620,,,,0,,,,1153737,,,,350000,,,,2540329,,,,457659,,,,2268647,,,,322973,,,,2000764,,,,2606886,,,,338239,,,,-1662525,,,,-1774487,,,,-596073,,,,208345,,,,24.04,,,,449176
(주)바이오톡스텍,038655,,,,8856458,,,,850996,,,,887315,,,,7969142,,,,7207778,,,,1089562,,,,6021000,,,,160000,,,,0,,,,77033,,,,0,,,,1648679,,,,727263,,,,2056335,,,,36319,,,,1145256,,,,2844713,,,,788378,,,,-356878,,,,-641935,,,,-579285,,,,306223,,,,9.91,,,,7866008
(주)바이텍씨스템,020828,,,12979979,13825733,,,7759647,9866736,,,8032108,10799531,,,4947872,3026202,,,6942767,10307966,,,6764168,10168957,,,0,0,,,3189462,3823231,,,0,0,,,901158,816041,,,0,263000,,,6037212,3517767,,,6334428,8605767,,,10768389,13328685,,,272461,932795,,,3669339,3191990,,,14008184,14082793,,,3239795,754108,,,-429544,-2437883,,,-432129,-2519444,,,836868,-85117,,,254751,211056,,,15.97,6.02,,,605890,371024
(주)바이텍정보통신,017865,8209763,8162562,6968001,,6889041,4501826,4581964,,7757418,7432175,6051647,,452345,730387,916354,,6981381,6853245,5550820,,6406832,6394891,5208781,,457000,342710,190350,,1041404,726407,1820000,,0,0,0,,102263,295537,332401,,369292,344052,295000,,1228382,1309317,1417181,,6331011,3762225,1144400,,14750782,7742103,15664285,,868377,2930349,1469683,,1280817,729037,1470951,,17472026,8680986,17311420,,2721244,938883,1647135,,1440427,209845,176184,,359533,80935,107864,,31270,193273,36864,,79406,87369,293224,,10.6,6.81,19.04,,114476,150814,176816,
(주)바체,014063,,,9728255,13003327,,,3199941,5689238,,,4453056,7183651,,,5275199,5819676,,,5205095,8007241,,,5028179,7962636,,,165000,33000,,,2530000,4474911,,,0,0,,,422640,707058,,,0,0,,,4523160,4996085,,,2300813,4309099,,,7766170,8916481,,,1253116,1494413,,,2575423,2578698,,,11213107,12424335,,,3446937,3507854,,,871515,929156,,,376441,472925,,,93964,284418,,,341608,245897,,,24.17,6.59,,,4278640,4375286
(주)바텍,011193,,,9504681,16616664,,,3693469,10967511,,,4621705,13505275,,,4882976,3111389,,,3785004,10419463,,,2993205,7704483,,,699168,513400,,,2244629,6761745,,,0,0,,,296449,65427,,,1526329,1514793,,,5719676,6197201,,,1811517,3613231,,,7713628,8648456,,,928236,2537765,,,1531687,2218378,,,10084160,12040313,,,2370532,3391857,,,838845,1173479,,,60739,482568,,,47535,-231023,,,216663,431746,,,14.72,7.06,,,2819926,724589
(주)박스터,014683,,28743864,,50727779,,18399530,,36159335,,21111187,,39394533,,7632676,,11333247,,21992519,,44874182,,20684468,,42726534,,0,,0,,2390600,,17537081,,0,,0,,3665563,,11953958,,0,,0,,6751345,,5853597,,14854568,,24266839,,30731014,,46820119,,2711658,,3235198,,8607746,,12556212,,41291649,,62327964,,10560635,,15507845,,1952889,,2951633,,47416,,695292,,1447317,,1333846,,430176,,700945,,35.99,,4,,3755535,,7364680
(주)박홍근홈패션,039978,,,,9656654,,,,3451003,,,,4247088,,,,5409566,,,,7675150,,,,4329198,,,,3130993,,,,2183485,,,,0,,,,200283,,,,444065,,,,1981504,,,,2623277,,,,7128216,,,,796085,,,,3003892,,,,10600162,,,,3471946,,,,468054,,,,327110,,,,0,,,,123133,,,,4.63,,,,5288602
(주)반도개발,013904,12541278,13570092,14353250,25369129,783139,784435,763918,96526,783139,784435,763918,96526,11758139,12785657,13589332,25272603,10499503,11527535,12309087,25059958,10479444,11269053,10517559,22259958,0,240000,1740000,2800000,10310000,11056000,9931000,18167798,0,0,0,0,155335,5488,692,2301,0,0,0,0,2041775,2042557,2044163,309170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495206,0,0,0,0,0,0,0,0,0,0,0,-1495206,391,782,1606,-1734992,145765,-149847,-4796,1609,0,0,0,249741,0,0,0,1.53,8349978,8489504,7417677,20282273
(주)반도종합건설홀딩스,014689,68013043,50460433,38854780,15362728,31920864,22060057,25128152,11307284,67568479,49771258,38209050,14644603,444563,689175,645730,718125,65421468,44524832,31843753,6213467,43340691,29435656,31700474,6174383,22000000,15000000,0,0,15458100,4085000,20085000,135487,0,0,0,0,4118231,3052940,7074930,9414654,1000000,0,0,50000,2591575,5935601,7011027,9149261,215379,0,0,1351,2286116,25051409,48386688,42520328,35647615,27711201,13080898,3337319,1280979,463079,475586,959886,2191304,29583227,50385133,47050648,-94812,4531818,1998445,4530320,-1375790,4068739,1522859,3570434,-2884499,3344026,1075426,2138234,4030257,-1065291,4021990,2339724,366943,2454275,726834,614395,1.96,8.68,3.71,6.08,96409,47668,26079,32639
(주)반도주택지주,014690,,,,7668451,,,,362775,,,,7040212,,,,628240,,,,8040863,,,,559781,,,,7426081,,,,0,,,,0,,,,3070,,,,0,,,,-372411,,,,354677,,,,0,,,,6677437,,,,209081,,,,0,,,,0,,,,-209081,,,,-494845,,,,-7639,,,,2887,,,,0.08,,,,192346
(주)반도호이스트크레인,038929,,,,13710311,,,,2902466,,,,6388621,,,,7321690,,,,11000663,,,,5509853,,,,5000000,,,,0,,,,0,,,,125559,,,,0,,,,2709648,,,,2040402,,,,2494027,,,,3486155,,,,337852,,,,2941307,,,,447281,,,,109429,,,,93648,,,,125559,,,,1106,,,,0.04,,,,7294690
(주)반도홀딩스,017867,143265834,123859160,158353475,211457622,47859905,28000813,16024481,60174078,98615687,74382457,115855426,186709737,44650147,49476702,42498049,24747885,103195297,73623147,109963999,157441799,66331781,48389200,74555313,137903430,19356240,9008766,18211130,4641077,24811040,7791041,3791040,1791000,0,0,0,0,1091541,2233616,1401559,32789913,200000,0,410000,575000,40070537,50236012,48389476,54015823,37821055,20283030,9869072,15936986,82084231,101982565,91166793,160483953,50755782,46381645,99830944,126535659,7421308,6825789,7372064,7951410,101264793,116597586,104924020,176715725,19180562,14615021,13757227,16231772,11759254,7789232,6385163,8280361,5394275,3175746,4824386,5626347,-5119022,1142076,-832057,31388354,1925855,150853,0,690149,7.92,0.46,0,4.85,15696318,15903948,15696452,15825017
(주)반석건설,014694,,1733382,,,,163442,,,,163442,,,,1569940,,,,1242755,,,,1242755,,,,0,,,,1237211,,,,0,,,,18864,,,,135000,,,,490627,,,,0,,,,130202,,,,0,,,,32862,,,,243148,,,,112945,,,,80083,,,,-325832,,,,3113,,,,153982,,,,24.89,,,,1278534,,
(주)반지종합상가,028557,,,22692994,,,,25626,,,,13815110,,,,8877884,,,,25823426,,,,23823426,,,,0,,,,11579458,,,,0,,,,2921,,,,0,,,,-3130432,,,,0,,,,5113956,,,,13789483,,,,1035969,,,,2579976,,,,-2533981,,,,-3569949,,,,-3767034,,,,-1315,,,,66533,,,,1.15,,,,8802884,
(주)배틀탑,012275,,,2331077,,,,219525,,,,219525,,,,2111552,,,,5452464,,,,4198582,,,,1219310,,,,2610392,,,,0,,,,39563,,,,70000,,,,-3121387,,,,1014047,,,,0,,,,0,,,,5174368,,,,1006756,,,,1006756,,,,-4167612,,,,-7912909,,,,-322493,,,,386943,,,,20.21,,,,1486588,
(주)백두건설,014706,10554133,5791263,,,75353,514206,,,619241,2197556,,,9934892,3593707,,,10125075,5317429,,,2424475,2221328,,,2943000,1380000,,,720000,900000,,,0,0,,,75284,50841,,,0,81027,,,429058,473833,,,0,138600,,,150146,961657,,,543888,1683351,,,56699,132555,,,163318,1277941,,,13172,316284,,,-43527,183729,,,-82612,44776,,,46130,-24443,,,39777,148169,,,2.17,4.99,,,9927322,3587867,,
(주)백산린텍스,014710,23616333,35095174,48399072,50459073,2402154,3697763,3868179,2628948,4273853,6997910,7213978,5755029,19342480,28097264,41185095,44704045,17963015,28878819,38804697,32357128,7710484,12914783,16416793,16059703,10129633,15964036,22285812,16119706,3648203,8523481,9602595,9183989,0,0,0,0,158813,96831,1590971,245099,793020,1901289,1300000,1300000,5653317,6216355,9594376,18101946,1308464,1470810,154448,715309,11084100,16197872,21471484,26008922,1871699,3300147,3345799,3126080,510892,614274,975783,1315185,14502408,20092881,26829117,29028983,3418308,3895009,5357634,3020061,2907416,3280735,4381850,1704876,2040618,563037,2683799,1466330,118919,-61982,1494140,-1345872,1253175,1683765,1498704,1439852,18.19,8.8,5.32,5.04,18690370,24954469,38705550,35498760
(주)백산티엔에스,014711,,,9326907,18346665,,,6112847,7487906,,,6648433,8279286,,,2678474,10067378,,,8789753,10660547,,,8737854,10621030,,,0,0,,,2000000,2000000,,,0,0,,,325337,654458,,,22581,0,,,537154,7686118,,,5428922,6932263,,,28857529,29608200,,,535586,791381,,,2117801,2292070,,,30545357,31419623,,,1687828,1811423,,,-429972,-480647,,,11786,-585170,,,113219,329120,,,147578,132244,,,14.76,6.61,,,186623,125004
(주)백석공영,014714,,,9015947,10869038,,,4105630,7421407,,,4180821,7517423,,,4835126,3351615,,,6149898,6173974,,,5189530,4875661,,,273050,105050,,,779598,153138,,,0,0,,,174474,950193,,,553199,663996,,,2866049,4695064,,,3341958,5371306,,,8806472,9988779,,,75191,96016,,,2097528,1498549,,,11492219,14456963,,,2685747,4468184,,,588219,2969635,,,103741,2119087,,,-193503,775719,,,109442,130375,,,20.79,19.89,,,2339994,2037457
(주)백석씨엠,039416,,,,17111362,,,,5331156,,,,14319885,,,,2791478,,,,16920198,,,,15520198,,,,1400000,,,,22800,,,,0,,,,2404136,,,,0,,,,191164,,,,382220,,,,7794570,,,,8988729,,,,2975008,,,,11676886,,,,3882315,,,,907307,,,,91806,,,,2343064,,,,677030,,,,32.07,,,,2379858
(주)백선,038825,,,,6565739,,,,1263300,,,,6384676,,,,181063,,,,7365895,,,,7365895,,,,0,,,,6509741,,,,0,,,,2823,,,,0,,,,-800155,,,,0,,,,7943598,,,,5121376,,,,2186170,,,,9494848,,,,1551250,,,,-634920,,,,-1040034,,,,1110,,,,405482,,,,12.46,,,,64613
(주)백스글로벌,014716,,,15770465,16757978,,,13615405,14543418,,,13615405,14543418,,,2155060,2214560,,,9748361,9531167,,,9064986,8568551,,,0,0,,,0,0,,,0,0,,,2802012,3259960,,,0,600000,,,6022104,7226811,,,447050,9171059,,,0,0,,,0,0,,,6970394,8644194,,,11306763,10140665,,,11306763,10140665,,,4336369,1496471,,,3455685,857993,,,-1708658,464457,,,0,0,,,0,0,,,275024,344772
(주)백조씽크,014249,15786901,15170502,14558319,15061234,745788,1277292,2008901,2135149,5594050,5639471,5459507,5371148,10192851,9531031,9098813,9690086,11033534,9881030,9224207,9692099,9136305,7991119,7300070,8089906,1277160,1000635,1144470,927216,5213093,5462322,4971145,5615857,0,0,0,0,11635,5981,37498,11545,0,300000,416310,448263,4753367,5289472,5334112,5369135,557582,798084,1315212,1528871,7938352,8436023,10604763,11638517,4848262,4362179,3450605,3236000,1441827,1284403,1670603,1704289,10309752,10648548,13082852,14085855,2371400,2212526,2478090,2447338,929573,928123,807486,743049,23453,36105,44640,35023,9080,-5654,31517,-25953,855200,736782,615618,541299,26.35,11.38,9.79,8.55,8956056,8444975,8195443,8486890
(주)백철금속,014721,32020631,33468236,,,999718,1986895,,,4043155,7869676,,,27977476,25598560,,,25265385,25505940,,,17994589,20757552,,,6734067,4238539,,,3183845,5549889,,,0,0,,,21426,29409,,,864020,1431850,,,6755247,7962296,,,0,0,,,45502919,51449034,,,3043437,5882781,,,802759,829069,,,49945961,55367445,,,4443041,3918411,,,3640282,3089342,,,1064303,193399,,,9908,7983,,,2619833,1843905,,,52.83,18.71,,,27154643,25283289,,
(주)백화점세이,029221,,,,164624005,,,,9115181,,,,12069125,,,,152554881,,,,170706123,,,,123163542,,,,31555262,,,,85581166,,,,0,,,,1774137,,,,624172,,,,-6082117,,,,2211398,,,,105456103,,,,2953943,,,,34242483,,,,137853528,,,,32397425,,,,-1845058,,,,-9929337,,,,-2279050,,,,8831153,,,,14.7,,,,151692186
(주)밸류텍,014723,,,66820410,67880634,,,3672473,4483306,,,3672473,4483306,,,63147937,63397328,,,58529688,59532327,,,20131694,20369601,,,0,15243861,,,17929817,16800000,,,0,0,,,667001,1028736,,,96321,0,,,8290722,8348307,,,0,0,,,7984979,2346657,,,0,0,,,8487585,6056820,,,19943704,10310685,,,11958725,7964028,,,3471140,1907208,,,-211845,435140,,,145607,361736,,,1586057,1309858,,,17.69,5.24,,,62426304,62650849
(주)범양이엔씨,018187,14161560,15413202,15299675,16772748,9135416,10508064,11023387,11512458,10020363,12291892,11980342,13237098,4141197,3121310,3319333,3535650,6659817,7957381,7931575,9721723,5785212,7776698,7726351,9392126,43525,0,0,0,2485551,2257484,1687324,1401700,0,0,0,0,378300,172011,1530866,162135,1118963,3068963,3366058,1406058,7501743,7455821,7368100,7051025,3433556,6320898,4334968,8599125,11365970,17517357,19474385,22883958,884946,1783829,956955,1724639,1489896,1731762,1715754,1754750,12437287,18447141,19900156,25045528,1071317,929783,425771,2161570,-418579,-801978,-1289983,406820,-732171,-79982,-87721,-317075,297053,-206289,1358855,-1368731,109125,36135,4388,2018,8.63,1.51,0.22,0.13,736144,478189,308166,457888
(주)범우,014733,7663606,6936532,,,1555006,1020222,,,1556719,1036816,,,6106886,5899716,,,7383472,6216301,,,3881029,4103573,,,3271770,1905497,,,2030549,1908184,,,0,0,,,27598,30130,,,319847,79572,,,280134,720232,,,812571,838102,,,4059067,3239677,,,1713,16594,,,989270,816829,,,5277819,5429745,,,1218752,2190068,,,229482,1373239,,,-945279,440098,,,-19786,2532,,,633212,701878,,,23.88,13.75,,,6045890,5602723,,
(주)범우공영,030635,,,,45808093,,,,958343,,,,45675154,,,,132939,,,,49343444,,,,49321233,,,,0,,,,49182000,,,,0,,,,498553,,,,0,,,,-3535351,,,,40000,,,,0,,,,44716812,,,,700996,,,,350000,,,,350000,,,,-350996,,,,-2860958,,,,-190476,,,,2513506,,,,10.22,,,,28939
(주)범진산업개발,014739,25605981,22965434,18130162,20103306,188008,962644,1010336,2984445,188008,962644,1010336,2984445,25417973,22002790,17119826,17118862,28889452,27654816,22592781,24357859,4889452,5684816,5504781,7269859,24000000,21970000,17088000,17088000,3596636,4200256,3801317,4957661,0,0,0,0,85508,2637,2735,4751,0,0,0,0,-3283471,-4689382,-4462619,-4254553,0,0,0,1550000,0,0,0,0,0,0,0,0,3850627,701046,179763,152501,350000,600000,600000,600000,350000,600000,600000,600000,-3500627,-101046,420237,447499,-3382325,-1655911,226764,208066,84589,-82871,98,2016,2349083,2831728,2334021,2296424,17.02,10.53,9.92,10.7,223479,0,0,0
(주)범한여행,017875,8648388,10711854,12256215,16809959,2501896,4435059,6231602,6623092,2501896,4435059,6231602,6623092,6146492,6276795,6024612,10186867,7490998,8260230,8097800,11666694,7343853,7697561,7675608,11048811,0,238000,0,0,1445476,1000000,733760,0,0,0,0,0,36684,363449,1050373,554725,140510,1940101,787500,541040,1157390,2451624,4158415,5143265,1908899,1584129,1381798,1674833,3241596,4144179,4802756,4044102,0,0,0,0,5894397,9826381,8726787,11012334,10197574,15497610,15673442,18004813,6955978,11353431,10870686,13960711,1061580,1527050,2143899,2948377,577687,797325,1706791,2984850,33382,326766,686924,-495648,185822,224402,118197,26295,25.71,16.72,11.99,7.17,5467894,5459566,5007187,8906079
(주)베네시티,040337,,,,90497788,,,,39410599,,,,90140552,,,,357236,,,,96148267,,,,56139844,,,,40000000,,,,22190000,,,,0,,,,25395131,,,,260000,,,,-5650479,,,,0,,,,8456021,,,,50729953,,,,8136584,,,,10862040,,,,2406020,,,,-5730565,,,,-5931536,,,,25394796,,,,196740,,,,0.63,,,,134636
(주)베리텍,011856,5836528,9064316,9213374,11728737,2746467,3808119,3094175,5150626,4564237,7115161,7383548,9838954,1272291,1949155,1829825,1889783,3038431,6211620,6833435,8832607,2679313,5839983,6603091,7365110,359119,297175,185170,99000,1680990,5117285,6061443,6834997,0,0,0,0,267585,630587,112185,41720,850000,470360,699218,1029012,2798097,2852696,2379939,2896131,1305499,2234127,1903662,3616141,11811367,14336109,14607757,13814061,1817770,3307042,4289373,4688329,1799889,1781876,1981680,2371576,14178860,16823990,16317046,17066588,2367494,2487881,1709289,3252527,567605,706004,-272392,880952,418326,109461,-975789,504804,12601,363001,-518402,-70465,148703,431419,562995,493819,14.07,11.34,9.49,6.77,559165,535917,439580,541759
(주)베리티비티,010233,51608653,30137694,24170320,31413583,11819839,10795986,7564075,17007592,11950856,10931356,7696168,17148559,39657797,19206338,16474153,14265024,18810921,10094147,5698877,10558345,15975936,8185097,4229413,9791977,0,0,0,0,10000000,6200000,400000,8000000,0,0,0,0,345038,3778668,1077948,2443276,9124871,4348672,3255960,257000,32797731,20043547,18471444,20855237,2016161,2318097,2516526,2082782,3568784,4269399,3861457,3264591,131016,135369,132093,140966,968716,993785,929020,1259540,7137713,7174275,7207411,7660492,3568928,2904876,3345954,4395901,2600212,1911091,2416934,3136361,2286587,-625834,-2776766,1877576,283110,3433630,-2700720,1365328,2057778,1206146,391321,265017,24.86,10.02,8.85,5.45,4656910,4146805,4076849,3956789
(주)베바스토코리아홀딩스,026337,19077212,25906410,30327482,41911777,14614992,19524502,22508169,34034963,15497644,21208609,23917833,35693472,3579568,4697801,6409649,6218305,12115532,19771859,24028819,26354456,11595293,19625723,23840663,24030704,0,0,0,0,1500000,1500000,0,0,0,0,0,0,4490036,4549334,10523320,20968065,2400000,8200000,2400000,2798250,6961680,6134551,6298663,15557322,7563437,6342516,8505983,9568431,17073570,27231600,41863754,68875719,882652,1684108,1409664,1658509,1057306,1487002,1820603,5935737,21004115,36440239,53233222,91933688,3930545,9208640,11369467,23057969,2873239,7721637,9548864,17122232,2463446,6172871,8164113,14258658,2537829,59298,5973986,10444745,22260,97769,60637,33826,2.97,6.52,8.08,0,3011820,3482588,4007886,5454447
(주)베비라,010288,41376467,39313738,34329372,33386256,22596181,19948940,15932959,14468228,28935711,26650198,21693004,21126841,12440756,12663540,12636368,12259415,35204862,30315480,24383270,21528910,11626306,18834332,16286499,13035005,15897985,3880179,594159,1329506,1446085,0,500000,5500000,0,0,0,0,352533,1514337,205171,963357,68564,0,0,0,6171605,8998257,9946101,11857347,20922874,17406862,15659740,13818362,32536149,34057322,31635335,27239790,6339530,6701259,5760045,6658613,12376652,9721566,11274124,10173363,42955463,45359870,45951719,40426628,10419315,11302548,14316385,13186838,-1957338,1580983,3042260,3013475,37920,722532,1648509,1911311,54538,1161804,-1309166,758185,1953773,1215265,1013780,452297,22.53,11.45,40.76,11.42,11479100,11247888,11222531,10929065
(주)베스트에버,014750,7155178,9237362,8968622,10426448,4270610,5739180,5486740,6903002,5663016,7575340,7198759,8452090,1492162,1662022,1769863,1974358,5679964,7363698,6594663,7341221,5501103,7109137,6586863,7334221,10000,60000,7800,7000,2609125,3274527,3488100,4246800,0,0,0,0,172175,105263,187888,603658,382216,599554,318031,120000,1475215,1873664,2373960,3085227,2793769,4011175,4470581,5990782,9971792,11391782,12222302,13713327,1392406,1836160,1712019,1549089,3651501,3599887,3892890,3224235,14565193,16136796,17515217,19393691,4593401,4745014,5292914,5680363,941900,1145127,1400024,2456128,470460,548450,750295,1011268,133642,-66911,82625,415771,307003,412455,413740,294597,23.44,13.86,12.11,7.6,166772,161927,121637,85369
(주)베스트플로우,020727,,,5634558,,,,3893311,,,,3893311,,,,1741247,,,,1934567,,,,1645354,,,,0,,,,0,,,,0,,,,397292,,,,0,,,,3699991,,,,3467842,,,,5719770,,,,0,,,,2221604,,,,8693486,,,,2973716,,,,752112,,,,621089,,,,-722047,,,,4141,,,,0,,,,181994,
(주)베어산업,030631,,,,7005126,,,,1304450,,,,2600539,,,,4404587,,,,6919090,,,,6566083,,,,189016,,,,4307825,,,,0,,,,18573,,,,0,,,,86036,,,,1093128,,,,7560836,,,,1296089,,,,1293045,,,,9527337,,,,1966501,,,,673455,,,,335824,,,,-42913,,,,430962,,,,19.17,,,,4122522
(주)베어엔터테인먼트,014752,,,18257906,17379183,,,10108793,10858499,,,14710419,14158060,,,3547488,3221123,,,15024945,13194314,,,12644820,7220188,,,0,0,,,2897320,2500000,,,0,0,,,117739,271614,,,900000,3778454,,,3232961,4184869,,,4964837,1310476,,,16022764,16095736,,,4601626,3299562,,,1014086,1064538,,,18607341,19005225,,,2584577,2909490,,,1570491,1844952,,,631945,951908,,,-17198,153875,,,528919,685823,,,14.6,8.76,,,82115,54672
(주)벡스코,014853,60028316,116036450,137513477,136868268,14030957,23627780,27347130,28753477,14030957,23627780,27347130,28753477,45997359,92408670,110166347,108114791,71140,3643461,7976003,7508755,57878,3643461,1653658,2326999,0,0,0,0,0,0,0,0,0,0,0,0,6294237,21694225,14873000,1536137,5000000,0,10681885,26141077,59957176,112392988,129537474,129359513,96727,0,147081,153364,0,0,0,0,0,0,0,0,1471953,2155538,12174582,11818362,0,0,5212371,8815548,0,0,5212371,8815548,-1471953,-2155538,-6962210,-3002815,908346,-296498,-461232,-177960,-36113461,15399988,-6821225,-13336863,0,1470,0,0,0,0,0,0,45941209,92072219,109433413,107448290
(주)벨로체피아노,040750,,,,15289307,,,,6723500,,,,13311139,,,,1978169,,,,15214315,,,,14877688,,,,139000,,,,6389777,,,,0,,,,630925,,,,123622,,,,74992,,,,2280405,,,,15718835,,,,6587639,,,,3482769,,,,13618613,,,,-2100223,,,,-5582991,,,,-10086506,,,,-533890,,,,444427,,,,13.61,,,,1033930
(주)벽산니또보,010289,15029056,15568617,,,2873133,3925075,,,3657311,5325762,,,11371745,10242855,,,13354029,13792790,,,7178000,9200806,,,1200952,968583,,,1632909,2900618,,,0,0,,,4526,918,,,430000,512159,,,1675027,1775827,,,2215086,3124653,,,10968500,12283177,,,784178,1400687,,,753521,961883,,,13734825,14703291,,,2766325,2420114,,,2012805,1458231,,,531507,100799,,,-411881,-3608,,,1465544,1300455,,,103.43,38.8,,,11155338,9998747,,
(주)벽산엔터프라이즈,012891,9405576,9746202,10870190,12332729,5702578,8004541,8792166,9555655,5771179,8067130,8835722,9837215,3634397,1679072,2034468,2495514,7240515,7454803,8545665,10272054,7047355,7204557,8289548,9948228,0,0,0,0,473828,332514,332514,400000,0,0,0,0,902673,704093,4217051,866288,0,310000,300000,0,2165061,2291400,2324524,2060675,3591387,4233421,3384368,8088178,22827496,20069281,17309004,23196573,68600,62589,43555,281560,712646,918563,1295065,1257401,23806763,21298098,18530026,24001728,979267,1228817,1221021,805155,266621,310254,-74044,-452246,296576,332615,28821,-318429,109692,-198581,3512958,-3350763,99972,2268,2284,1905,42.2,0.56,0.69,0.52,656582,594490,657368,700894
(주)보고테크,012069,,,7441640,6737059,,,2090827,1570813,,,2700225,2216472,,,4741416,4520587,,,2013337,2326097,,,2013337,2326097,,,0,0,,,523667,607943,,,0,0,,,3306,61303,,,0,0,,,5428303,4410962,,,627157,418751,,,1150548,295383,,,609397,645659,,,1614123,933191,,,1618877,433349,,,468329,137966,,,-1145794,-795225,,,-1580381,-1017341,,,-18578,57997,,,44550,154837,,,17.01,27.37,,,232466,171818
(주)보광,014766,,,11206857,14058228,,,2528066,4876946,,,2715005,5001986,,,8491852,9056241,,,8493973,9101518,,,6376715,7782892,,,1500000,629200,,,3246770,3403090,,,0,0,,,14452,4268,,,372981,610000,,,2712884,4956709,,,1515555,3968438,,,6707669,6515298,,,186939,125040,,,1834259,1880355,,,11520168,13387692,,,4812499,6872393,,,2978240,4992039,,,1870324,3243825,,,8562,-10184,,,426022,407446,,,17.95,9.28,,,6589038,7236204
(주)보광,040158,,,,8060524,,,,3233468,,,,4299860,,,,3760664,,,,5999111,,,,3418705,,,,2346619,,,,2603098,,,,0,,,,69256,,,,209000,,,,2061414,,,,2620179,,,,7960712,,,,1066392,,,,763999,,,,9161974,,,,1201262,,,,437263,,,,202062,,,,43922,,,,219860,,,,8.88,,,,3399472
(주)보광종합건설,038722,,,,7355037,,,,6031476,,,,7052596,,,,302441,,,,5524823,,,,4224823,,,,1300000,,,,1018000,,,,0,,,,1336699,,,,30000,,,,1830214,,,,650000,,,,6660342,,,,1021120,,,,515359,,,,7685725,,,,1025383,,,,510024,,,,509514,,,,1332769,,,,111914,,,,9.66,,,,7982
(주)보광주택건설,014769,,,2734601,,,,1570004,,,,1580449,,,,1154152,,,,2067122,,,,326122,,,,1735000,,,,16000,,,,0,,,,364467,,,,0,,,,667479,,,,0,,,,0,,,,10445,,,,308837,,,,170020,,,,170020,,,,-138817,,,,-470329,,,,0,,,,325572,,,,37.19,,,,229976,
(주)보광티에스,010895,,,,7068942,,,,4804519,,,,4838609,,,,2230333,,,,954932,,,,722575,,,,0,,,,0,,,,0,,,,1169432,,,,0,,,,6114011,,,,2143104,,,,2524264,,,,34090,,,,1780776,,,,4871583,,,,2347319,,,,566544,,,,573784,,,,-503836,,,,0,,,,0,,,,125588
