구분,항목,자산(*),자산(*),자산(*),자산(*),당좌자산(*),당좌자산(*),당좌자산(*),당좌자산(*),유동자산(*),유동자산(*),유동자산(*),유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),비유동자산(*),부채(*),부채(*),부채(*),부채(*),유동부채(*),유동부채(*),유동부채(*),유동부채(*),장기차입금(*),장기차입금(*),장기차입금(*),장기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),단기차입금(*),사채,사채,사채,사채,현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),현금 및 현금성자산(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),단기예금(단기금융상품)(*),자본(*),자본(*),자본(*),자본(*),매출채권(*),매출채권(*),매출채권(*),매출채권(*),매출원가(*),매출원가(*),매출원가(*),매출원가(*),재고자산(*),재고자산(*),재고자산(*),재고자산(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),판매비와관리비(영업비용)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출액(영업수익)(*),매출총이익(손실),매출총이익(손실),매출총이익(손실),매출총이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),영업이익(손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),당기순이익(순손실),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
,년도,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002,1999,2000,2001,2002
회사명,거래소코드,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount,amount
경림디엔씨주식회사,012920,12058434,6542512,8857662,7633179,307606,1014610,5983294,1235610,936259,1946994,6764692,1822929,11122175,4595518,2092970,5810248,10451983,4887460,7181235,6320055,4100380,4210408,4287419,5662273,5223543,421000,1406000,211000,2908703,2924770,1002806,984359,0,0,0,0,37596,135250,0,90974,0,0,0,0,1606450,1655051,1676427,1313125,272304,839309,1241869,1042305,1069786,2750731,5945189,4918523,628653,932384,781398,587319,332366,433880,498331,421027,1537704,3546581,6690297,5617751,467919,795850,745108,699229,135553,361970,246777,278202,-277910,48601,21375,-363302,27484,97654,-68497,24221,434327,369381,340147,358807,10.68,6.44,11.82,19.91,10752782,4181814,1082827,4836190
경문도시개발주식회사,029533,,,,11104484,,,,4115834,,,,10219698,,,,884786,,,,7008289,,,,6370702,,,,560000,,,,604413,,,,0,,,,2345966,,,,0,,,,4096196,,,,1712414,,,,21373499,,,,6103864,,,,2298403,,,,24825751,,,,3452252,,,,1153849,,,,901963,,,,588560,,,,28339,,,,4.87,,,,674413
경보전기주식회사,012926,,,7696598,8394960,,,4834422,5364598,,,7248550,7918863,,,448048,476097,,,3106492,3108175,,,2652784,2567949,,,0,0,,,0,0,,,0,0,,,1075676,1830028,,,0,0,,,4590105,5286785,,,3766615,3501855,,,9905544,10157321,,,2414128,2554265,,,1834751,2131353,,,13030493,13597831,,,3124949,3440510,,,1290198,1309157,,,1001186,996679,,,-130684,754351,,,2948,0,,,0,0,,,353465,386713
경봉기술주식회사,029157,,,,9541982,,,,6933163,,,,6938858,,,,2603124,,,,2057570,,,,1780146,,,,0,,,,0,,,,0,,,,5711355,,,,0,,,,7484412,,,,1199052,,,,10959057,,,,5695,,,,1165993,,,,15023364,,,,4064307,,,,2898314,,,,2224666,,,,4117439,,,,577,,,,0,,,,1417429
경북콘크리트공업주식회사,010164,18960385,20702993,21474020,22216770,5253620,6981891,7439778,8237878,5952265,7970716,9181147,9911516,13008120,12732277,12292873,12305255,16975174,18616571,19262206,21308985,8472321,9306224,10814893,12884901,7343604,8716674,7876521,7871521,1812031,2708217,2707675,4191761,0,0,0,0,18667,135658,265652,293786,2468,2468,5918,2468,1985211,2086422,2211814,907785,3869343,4114722,4407310,5360629,9802296,11659232,11421709,16754713,698645,988825,1741369,1673638,1426862,1649878,1394847,1310111,10436738,12830753,13302850,18263088,634441,1171521,1881141,1508374,-792421,-478357,486294,198263,-3082348,101211,125393,-1304029,-29701,116991,129993,28135,1727661,836975,731870,1076105,35.43,7.7,6.36,9.1,2189323,1801823,1634814,1359034
경산개발주식회사,012932,47967375,52200653,62275112,57247169,3663401,7181884,7772274,2331195,3804607,7317047,7837118,2436793,44162768,44883607,54437994,54810376,44999689,47451015,56994079,51303321,1252210,1540251,3067826,11912492,0,0,0,0,0,134977,134977,134977,0,0,0,0,3076226,5180931,4233604,401712,480000,680000,836240,0,2967686,4749639,5281033,5943847,53612,86378,108911,108702,3869587,3870869,5064518,6610087,141206,135163,64844,105598,2836817,3062446,4222657,4808445,9666392,12043248,14429391,15638636,5796805,8172379,9364873,9028549,2959988,5109933,5142216,4220105,52663,1410396,530919,662772,1918633,2104705,-947328,-3831892,2945430,2682567,3494167,3502368,0,3974.85,2588.71,2594.79,18801661,18984765,27765150,27528617
경산제지(주),012933,28285382,34952214,31356848,24599367,7261711,13247139,11268236,6732392,8204150,15320379,12607092,7396765,20081232,19631836,18749755,17202603,20495014,23612964,16321909,9413043,10231001,13435916,10975823,8727618,9592843,7674136,4599621,0,4378868,7757234,6623065,6370785,0,0,0,0,98803,146041,1144440,1185774,1403796,1378512,2224225,935000,7790368,11339251,15034939,15186324,5067763,11103267,7798110,4737035,24274377,28041327,25488952,23434951,942438,2073240,1338856,664373,3103855,3133625,3278073,3502430,29180616,41056587,32810773,27872909,4906239,13015260,7321821,4437959,1802384,9881635,4043748,935528,435645,3948883,2241072,151385,-114354,47238,998399,41334,1870017,1611670,1041095,525699,26.77,10.96,7.81,5.98,19051333,18964127,17277852,15942218
경성목재주식회사,029757,,,,12027838,,,,3684365,,,,6562014,,,,5465825,,,,10369025,,,,7641129,,,,2605000,,,,7224689,,,,0,,,,92498,,,,294000,,,,1658814,,,,3593850,,,,17650274,,,,2877649,,,,1732669,,,,19496485,,,,1846212,,,,113542,,,,-251658,,,,-253655,,,,228649,,,,4.65,,,,5347903
경신실업주식회사,020643,11644796,11247224,11661532,16414359,949852,980924,5583331,5639196,1420986,1407663,5903504,5912243,10223810,9839561,5758028,10502116,8967171,8572561,8514132,12165778,8826735,8439504,8341044,12008972,13400,6700,0,0,8294184,7960314,7509500,11703293,0,0,0,0,15662,29244,68795,5755,60000,60000,4697383,4752606,2677625,2674663,3147399,4248581,797143,833133,714686,755099,2726609,3154412,2876911,2697364,471134,426740,320173,273047,271012,292154,267558,291001,3296999,3905222,3252033,3006402,570390,750810,375122,309039,299378,458656,107564,18037,275077,773556,1398206,-556196,-27617,13582,39551,-63040,28457,31806,23753,23665,0.69,0.39,0.31,0.25,972222,834352,700929,611906
경양석유주식회사,012940,10527957,11891980,9132201,10068906,9126232,9265388,6738963,7280908,9139865,9289969,6740935,7287954,1388093,2602011,2391266,2780952,8758420,8332386,4964012,5275839,8048498,7350635,4553181,5050885,329850,566600,183200,0,717000,5656422,1079929,4363411,0,0,0,0,859540,1837233,1363884,1745721,1129795,1069631,951503,595868,1769537,3559594,4168190,4793067,6894909,6026809,4190260,4579295,38146219,45129903,41234166,39254020,13633,24582,1972,7046,1230389,1148459,1236822,1000922,40279802,47444801,43636038,41392379,2133583,2314899,2401872,2138359,903194,1166440,1165050,1137437,451466,648601,589923,625041,734755,977694,-473349,381836,111177,192995,347048,268880,21.24,5.31,9.27,9.56,361563,1477138,1442778,1420002
경오건설주식회사,012941,40497611,81878808,173682509,120380055,38340610,15999412,72552771,52571741,40089006,81666105,170548695,112420338,408605,212703,3133814,7959717,40424295,82164364,177024814,106574847,40424295,82147802,176990720,106517610,0,0,0,0,39380542,74972829,84471450,40000000,0,0,0,0,13620,469,61165,60677,0,0,259193,15754193,73316,-285556,-3342305,13805208,0,0,0,0,0,0,16815840,152027159,1748396,65666693,97995924,59848597,226718,249008,6718163,36409492,0,0,22812484,207905005,0,0,5996644,55877846,-226718,-249008,-721519,19468355,-226684,-358872,-3056749,17147513,-36380,-13151,60696,-488,0,101017,2047755,2309036,0,0.18,2.57,3.71,0,3098,24228,32453
경용기계주식회사,012942,9636880,10029216,8056837,9793530,4344975,5725027,4746221,5616939,6617059,7215381,5248994,7185017,3019821,2813835,2807844,2608513,5583776,5753003,3312972,5173405,3894877,3941527,1832031,3646149,665850,467350,0,0,0,0,0,0,0,0,0,0,323980,563279,380239,859926,798000,587611,2402000,1766069,4053104,4276213,4743865,4620125,2496673,4080526,1152415,2032496,5610148,9190115,8967392,5230522,2272084,1490354,502772,1568078,1382704,1469434,1613252,1611502,6535279,10870838,11359968,6933829,925131,1680724,2392576,1703306,-457574,211289,779324,91804,-384741,318836,779340,176349,131157,239299,-183040,479687,73793,59442,23284,232,22.17,10.49,9.96,0,2494745,2317630,2161272,2040352
경우물산,028206,7684598,7091805,6614787,,671992,584946,330232,,761001,693235,421486,,6923597,6398570,6193302,,7988322,7801944,7792411,,7948701,2028690,1744704,,0,0,0,,1270000,1280000,1140000,,0,0,0,,167576,160646,135644,,300027,141320,57000,,-303725,-710139,-1177624,,0,233674,122901,,1224403,2039773,3406247,,89009,108289,91253,,1401219,1845350,1886983,,2165352,3653362,5023099,,940949,1613588,1616852,,-460271,-231762,-270131,,-516863,-406414,-467485,,-72504,-6930,-25002,,67363,209312,189945,,10.61,16.42,15.7,,253371,188380,245624,
경우아이티(주),011085,1531700,1253952,1112037,2019556,467723,308282,128116,1279302,610697,418158,390165,1393894,921003,835794,721873,625663,1033920,667914,968488,1793165,390182,193263,389339,1354863,586000,439700,324221,201274,150671,74174,102631,888098,0,0,0,0,158655,193342,34842,27003,0,0,0,0,497780,586038,143549,226392,280256,289166,274126,1515601,225456,431632,250552,765896,142974,109876,262048,114591,133466,691968,522730,585528,463047,339709,310159,1440162,237592,-91923,59607,674266,104126,-783891,-463123,88738,20754,-827190,-509731,42261,156876,34687,-158499,0,67119,39238,50412,49444,18.22,6.28,8.84,5.16,697805,645423,568362,494595
경우전기주식회사,039135,,,,7787536,,,,6203474,,,,6771717,,,,1015819,,,,3863124,,,,3507668,,,,0,,,,0,,,,0,,,,229710,,,,573743,,,,3924412,,,,5344372,,,,20454005,,,,568244,,,,1399199,,,,22584155,,,,2130150,,,,730952,,,,293878,,,,-1178061,,,,274,,,,0,,,,131356
경운기술산업(주),020391,12183885,12420050,12164805,13318337,5405864,5773672,5601870,6997765,5413023,5784089,5628046,7020173,6770862,6635961,6536758,6298164,6227733,6344717,5985427,7682739,5653071,5859007,5315753,7016377,0,0,0,0,813000,813000,100000,813000,0,0,0,0,937074,1266630,501091,290590,426520,0,151140,75000,5956152,6075333,6179377,5635598,3829069,4404450,4880469,6391044,22813105,20194092,16644550,20972945,7158,10417,26177,22408,792638,822150,906071,959566,24399145,21430756,17771404,21402327,1586039,1236664,1126854,429383,793401,414513,220784,-530184,486128,221870,51616,-463180,747769,329557,-765539,-210502,27653,24095,23909,33125,6.8,2.96,5.24,7.26,4764327,4795376,4703867,4507173
경원건설주식회사,012944,13015578,11993255,11784052,14776418,4412133,4538448,4303699,6571109,4559758,4686088,4428728,6719338,8455821,7307167,7355325,8057080,7436760,5875216,4450403,5090746,1027363,768182,1140868,1492792,0,0,0,0,0,0,0,0,0,0,0,0,122208,268101,462077,263643,4036462,3925878,3642637,5799471,5578818,6118039,7333649,9685672,64351,61954,34170,77756,0,0,1586712,1656129,147625,147640,125029,148229,6483864,7178378,6712780,6799291,7044155,7682028,9452225,11652783,7044155,7682028,7865513,9996654,560291,503649,1152733,3197362,756323,614221,1365610,2532023,15410,145894,193976,-198434,0,0,0,0,0,0,0,0,6850825,7207622,7118145,7739250
경원기계공업(주),012946,,,7768112,8693551,,,2803944,3696810,,,4089891,5020550,,,3678221,3673001,,,3744625,3583306,,,3683964,3583306,,,0,0,,,1917860,1924453,,,0,0,,,847780,1052019,,,0,310562,,,4023488,5110245,,,1908749,2299113,,,7298156,9057983,,,1285947,1323740,,,1080789,1284206,,,9374427,11673093,,,2076272,2615110,,,995482,1330904,,,892306,1095924,,,308440,204239,,,133082,55407,,,13.88,2.88,,,3538354,3272319
경원도시개발주식회사,012947,29502445,41697400,39384059,36482750,4203457,4848102,4961673,4501114,4203457,4848102,4961673,4501114,25298988,36849298,34422386,31981637,34141291,45741321,43209557,40287519,3021015,3692538,3894162,3652036,0,0,0,0,46000,46000,0,25000,0,0,0,0,127067,79377,68645,41255,0,0,300000,0,-4638846,-4043922,-3825498,-3804769,0,0,0,0,17804369,3963473,4114169,4235980,0,0,0,0,304114,242590,178175,231780,17652830,4313323,4292982,4320585,-151539,349850,178814,84605,-455654,107260,639,-147175,-257046,346483,187522,20729,85275,-47691,-10732,-27390,6802,5002,4703,0,29.57,10.87,20.45,0,0,0,1355,6555
경원물산주식회사,012948,8583490,8343928,6231198,,2028229,2019293,2227672,,2159524,2020383,2227672,,6423966,6323545,4003527,,11018318,10728651,10463729,,5814503,5557787,5301941,,5110739,5110740,5110740,,2825000,2525000,2325000,,0,0,0,,52810,96181,276369,,10000,12500,17500,,-2434828,-2384723,-4232531,,1910652,2086296,2034798,,1507025,805176,1205197,,131295,1090,0,,419955,586691,221970,,1832463,1805568,1820207,,325438,1000392,615011,,-94517,413701,393041,,67741,50105,167579,,-44115,43371,180188,,400536,312119,250454,,10.09,4.01,3.32,,6218219,6252806,3948821,
경원산업(주),021846,10168412,11331302,12046973,15219245,3853092,3881421,3443497,4466960,4248537,4585972,4628570,6080872,5919875,6745330,7418403,9138373,6549235,6356544,6027060,8037933,4126424,3850688,3674097,6030888,1753570,1581200,1443100,864040,1000000,1500000,1000000,2025740,0,0,0,0,258094,512060,267862,398503,54050,0,0,560000,3619177,4974758,6019913,7181312,1896168,2138372,2368704,2788433,8309605,10333298,11720484,14904494,395445,704551,1185073,1613912,948615,1516845,1848768,2867052,10396072,13185681,14564087,18914595,2086467,2852382,2843602,4010102,1137852,1335538,994835,1143050,557576,683942,1044156,1161398,97098,253966,-244198,130640,376061,324359,340223,219338,27.31,11.12,12.32,8.23,5869530,5671845,5280396,6938879
경원여객자동차(주),012950,19387927,20452509,22046009,23369336,7128058,9245028,10307304,12535509,7381956,9506184,10666516,12803367,12005970,10946325,11379493,10565969,15616671,15485572,14016977,13718395,10274955,10908516,9779796,9915900,847581,754140,750000,750000,2789867,1989867,1989867,2489867,0,0,0,0,1163637,914279,1066694,849313,2640213,6420003,5029484,4942156,3771255,4966938,8029032,9650942,85153,137551,91249,182729,29913788,33754329,36647107,38771486,253899,261156,359212,267858,2680715,3116653,3164338,3275436,33063101,37484851,42184989,41166018,3149313,3730522,5537882,2394532,468597,613869,2373543,-880904,382795,1195682,3062095,1621909,139195,-249358,152416,-217381,283369,55968,16894,14808,15.58,1.75,0.62,0.5,8282009,9085044,10076934,9840427
경유산업주식회사,012952,20360030,23453021,27040756,25836456,4179333,7811589,11161899,9573698,8298959,12043636,15995974,14885676,12061071,11409385,11044782,10950780,17355139,19113566,20686242,17176412,12736641,13810502,15358579,12170923,779790,736387,631529,39104,3021837,3000000,2728000,0,0,0,0,0,1048732,2469072,5433253,2465979,0,413387,396000,3400000,3004890,4339455,6354514,8660044,2061429,1535531,910701,854478,37285003,42630437,46698487,47832192,4119625,4232047,4834075,5311978,8518980,9129819,9701328,9685462,46909072,53520833,58851951,60248071,9624069,10890396,12153464,12415879,1105090,1760577,2452136,2730417,1015812,1334564,2015060,2305530,773909,1420340,2964180,-2967274,382156,365496,281369,75535,20.1,9.7,7.93,4.45,11737704,11260444,10728842,10412840
경은산업(주),039488,,,,12526993,,,,2401425,,,,2934507,,,,9592486,,,,11569527,,,,6098469,,,,4981000,,,,3081354,,,,0,,,,192126,,,,0,,,,957466,,,,1336977,,,,6894622,,,,533081,,,,737019,,,,7144021,,,,249399,,,,-487620,,,,-136518,,,,176579,,,,207583,,,,5.15,,,,7953631
경인실업주식회사,012957,41327452,42104305,45783131,43425671,14277333,14303295,21972775,19305182,15450007,15154844,22674240,20081170,25877444,26949460,23108890,23344502,15407698,16226867,21870418,18339790,11040262,11200561,15952027,12649177,2899000,2539165,3937299,3380833,0,500000,0,0,0,0,0,0,2167182,1580036,2219407,1520420,2750951,4203481,8762666,5702500,25919754,25877437,23912712,25085881,7686555,8140902,9960472,10477580,25027914,24781982,37268030,44489703,1172675,851549,701465,775987,3845975,2292400,2047223,2787935,30667852,27292129,39730193,49647912,5639938,2510147,2462164,5158209,1793963,217747,414941,2370274,3243375,457683,-1034853,867899,2071322,-587146,639372,-698987,240173,245685,316232,260757,16.57,8.27,9.07,7.13,18125268,20470931,16714865,16855451
경인운하주식회사,012959,11064473,31587839,51086768,139917303,4563870,3731450,4643289,4181640,4563870,3731450,4643289,4181640,6500603,27856388,46443479,135735663,205283,14616283,35679012,85822173,205283,14495356,13650994,51762157,0,0,0,33732000,0,0,0,0,0,0,0,0,3956354,3541147,1949500,1244449,0,0,600000,2000000,10859190,16971556,15407756,54095130,0,0,0,0,0,0,0,0,0,0,0,0,343189,1698329,1632255,1901260,0,0,0,0,0,0,0,0,-343189,-1698329,-1632255,-1901260,-140810,-1547516,-1563800,-1711346,3956354,-415208,-1591647,-705051,0,0,0,0,0,0,0,0,5585788,27049468,46300238,135603916
경인정밀주식회사,012961,,,13342492,47312091,,,1706284,34783606,,,2225584,43706064,,,11116908,3606026,,,1075954,34306934,,,863652,23028519,,,0,11000000,,,0,0,,,0,0,,,65436,2689166,,,492200,5454824,,,12266538,13005157,,,162581,25243131,,,259944,24212158,,,519300,8922459,,,380384,3233878,,,226368,34487607,,,-33576,10275449,,,-413960,7041571,,,-1436224,5738619,,,-55009,2623730,,,61823,241370,,,0,4.39,,,10677502,2904004
경인포장주식회사,012964,26409468,26007827,21135503,18637299,12462631,8688950,5718915,4065756,12994125,9391991,6742033,4967072,13415343,16615836,14393470,13670227,14232297,10595777,7260464,6654196,11712909,7938560,5207763,5085335,1992000,1992000,1887000,1488600,1500000,1970000,0,0,0,0,0,0,102861,431440,1271553,623623,4363074,3865961,1010000,490000,12177171,15412050,13875039,11983102,7487136,5911233,2399499,2197399,21639576,22780716,12103372,11977497,531494,703041,1023118,901316,1662862,3452154,1729721,1642064,25675381,25644825,13212232,11750455,4035805,2864108,1108860,-227041,2372943,-588046,-620862,-1869105,2130604,2574979,289703,-1891936,2407,328579,840113,-647930,197091,280325,293365,121152,11.29,7.52,10.03,7.18,9709859,9741752,9161253,8744800
경일건설주식회사,012966,54278892,58478481,29914862,23411409,29100456,22568854,8687027,6298035,31161480,24054907,22081247,7921782,23117412,34423574,7833615,15489626,39334562,51234629,28853619,23358894,36495947,38163038,23153733,17252066,0,7241097,1633720,921707,14150121,5445840,13861475,4000000,0,0,0,0,40199,216298,24958,2084810,1036835,847325,308000,95000,14944331,7243852,1061243,52514,25052482,21271520,4518172,4500150,41046353,42782884,11270921,2102513,2061024,1486052,13394220,1623747,3142308,3828021,1827064,1307923,47858816,50268721,14177403,2561577,6812463,7485837,2906482,459064,3670155,3657816,1079417,-848859,1872636,-6703796,-2032608,-1008729,-633514,176099,-191340,2059852,3289629,2504678,2204166,1476808,44.15,17.66,14.82,13.43,19172282,29760245,6750834,15206489
경일건설주식회사,029577,,,,20548805,,,,13774573,,,,14366962,,,,6181843,,,,13433914,,,,12558363,,,,0,,,,3175740,,,,0,,,,1368277,,,,414000,,,,7114891,,,,8917898,,,,55495700,,,,592389,,,,2768678,,,,59286517,,,,3790817,,,,1022139,,,,1184290,,,,-585205,,,,602319,,,,37.93,,,,1003073
경일기업주식회사,012967,18893726,18622711,4453797,,18326592,18057893,4311516,,18326592,18057893,4311516,,567134,564819,142281,,14593970,14285747,346519,,14593970,14285747,314446,,0,0,0,,14189780,14069780,0,,0,0,0,,166411,125447,219857,,0,0,0,,4299756,4336964,4107278,,14308289,14308289,5064290,,2861402,1565510,3808895,,0,0,0,,717927,414230,847405,,2790728,1646000,4140000,,-70674,80490,331105,,-788600,-333739,-516301,,1546216,37208,-229686,,164497,-40964,94410,,590184,31187,36885,,8.32,0.22,0.52,,21166,2535,16563,
경일석유주식회사,012970,25308061,24346161,18932549,19195525,8938738,9343854,3571287,4111483,9544799,9972449,4430334,4873174,15763262,14373712,14502216,14322351,23474375,22931990,16771585,17040651,21854484,18777332,13238397,13882108,787500,3412400,2665243,2310250,6428412,5544920,8490070,7854999,0,0,0,0,643631,838209,195754,436443,3688241,2723745,462383,252883,1833686,1414171,2160964,2154874,2639593,3340233,2751793,2736907,76594974,71834178,67725911,80360715,606061,628596,859047,761691,4386648,4385043,4451720,4537684,76271846,75640457,72696672,85462089,-323128,3806279,4970761,5101374,-4709776,-578764,519041,563691,94827,-158064,300749,317287,168098,194577,-642454,240689,521267,400355,467121,630394,14.23,4.73,4.26,5.12,6970181,7012329,8282417,8265044
경일약품주식회사,012971,18203732,20696138,20730693,23595841,17461760,17930564,18082418,20971646,17990917,18405110,18404238,21213366,212816,2291028,2326455,2382475,16435216,18427372,17708446,19326255,16301900,18212660,17331036,18976154,0,0,0,0,0,0,0,0,0,0,0,0,2770729,2407294,2962619,4546388,0,0,0,0,1768516,2268766,3022247,4269586,14701013,15523411,15019105,16032309,17080239,18205987,20833201,23889096,529156,474545,321820,241720,1549571,1383590,2272546,2273918,18962447,20001787,23862789,27142386,1882208,1795800,3029587,3253290,332637,412210,757041,979372,353955,500250,753481,1247338,2277618,-363435,555325,1583769,0,3812,0,0,0,0,0,0,29019,2058545,2158582,2100475
경일염직주식회사,012972,15711910,12360803,12137685,12270831,5204877,3655599,2938050,2817377,5561880,4123877,3430662,3316491,10150030,8236926,8707023,8954340,6103521,4471804,3632138,3838906,3854258,1768300,1628574,1679349,1764225,2141336,1307972,1818889,900000,200000,0,300000,0,0,0,0,863573,609278,740937,350054,159300,206550,392556,256391,9608389,7889000,8505547,8431925,3285951,2199787,1615628,1914093,10173652,9092619,10002173,8531878,357003,468278,492612,499113,953519,886997,1424374,937942,14712241,10967371,12379863,9541104,4538588,1874752,2377691,1009225,3585070,987756,953317,71284,2521968,741497,519246,69151,764687,-254295,131658,-390883,278219,200919,99638,82772,20.89,8.03,5.46,4.83,6277022,6786881,6281950,6586073
경일중공업(주),010736,8139509,6930254,,,865053,556265,,,1956720,1364072,,,6182788,5566182,,,15172563,16162765,,,9241872,10124840,,,5826524,5955834,,,7420493,8255871,,,0,0,,,6209,4791,,,10000,0,,,-7033054,-9232511,,,794978,522738,,,7515340,5106438,,,1091668,807808,,,506499,318771,,,6227896,4950771,,,-1287443,-155667,,,-1793942,-474437,,,-3180721,-2199457,,,-71417,-1418,,,1563077,1492920,,,23.39,10.78,,,5782564,5346336,,
경일합섬주식회사,012973,25260608,28406022,19261790,20046158,12501350,14571826,7681032,8606582,15092508,17870000,7867998,8619054,10168100,10536022,11393792,11427105,10612357,13391847,3638615,4321544,10026767,13051158,3561615,4165974,0,0,0,0,7429000,10294628,3139226,3900000,0,0,0,0,1017953,993668,12408,496592,6834468,8730000,5900005,6495206,14648251,15014175,15623175,15724614,4154011,4066729,496842,1062376,22480294,24374826,18827774,3792001,2591158,3298174,186966,12472,1544173,1451992,710301,475132,25878030,26534156,19449615,4302811,3397736,2159330,621842,510810,1853563,707338,-88459,35678,1807962,367966,419761,293210,-8325,-24284,-981260,484184,287638,714534,456296,185253,7.74,8.06,6.79,5.26,6357267,6064467,5603909,5097861
경주법주주식회사,012974,27369893,23869038,23403195,21754210,9647487,6483629,5331608,4325870,14225229,10443714,9252281,8869741,13144665,13425324,14150915,12884469,18122310,13610837,9953521,7955768,17198935,13107433,9206312,6923409,0,0,0,0,9360255,7200000,5275329,3786034,0,0,0,0,240826,391753,245221,311335,558600,20000,232000,729000,9247583,10258201,13449674,13798443,2097309,2354278,1598364,1133945,7501088,7606161,8104223,8178645,4577741,3960085,3920672,4543871,3389175,4556934,5670345,8319831,13178260,14614261,17312186,17133449,5677172,7008099,9207964,8954804,2287996,2451165,3537619,634974,889557,1326545,2324246,900068,-1527511,150927,-146532,66113,1714248,967782,544774,207656,36.63,11.69,8.73,4.58,11492516,11246333,11062637,11276707
경진여객운수주식회사,039308,,,,7872139,,,,3339936,,,,3402660,,,,4469479,,,,4596657,,,,2221184,,,,850000,,,,300000,,,,0,,,,2225880,,,,120000,,,,3275482,,,,0,,,,16962148,,,,62724,,,,1665702,,,,17795205,,,,833056,,,,-832646,,,,722615,,,,505103,,,,83051,,,,14.44,,,,4067804
경진염직공업주식회사,021864,17548826,17298863,18083508,18428263,1593425,1110319,1781922,2602190,1737955,1207806,1917176,2719961,15810872,16091057,16166332,15708302,5620666,6456540,7050197,7353129,4174027,4435363,4322796,5107629,784690,1247650,1927480,1446990,2402912,2460947,2726971,3736059,0,0,0,0,82657,86139,7696,78781,284930,137500,137500,137500,11928160,10842323,11033311,11075134,1028090,883113,1386862,1721848,4260801,5319916,5060003,4566895,144529,97487,135254,117771,1800313,1142181,748275,835252,5538655,5881235,6201623,5906639,1277854,561319,1141620,1339744,-522459,-580863,393345,504492,-1246112,-914501,190988,41823,-165715,3481,-78443,71085,357285,285483,322932,355594,22.42,8.28,7.72,7.23,15657427,15953428,15957987,15464657
경창정공주식회사,012979,20645897,24792821,23748179,25238981,6260928,9090560,9491025,10172370,8649058,11921699,11931771,12918266,11996838,12871122,11816408,12320715,13478347,16424000,14514922,15429912,9892455,12760162,11974253,13009299,2690600,2600030,1440600,1141340,4400000,7659384,9580995,10219531,0,0,0,0,331921,113493,593587,644978,702817,913912,862986,391005,7167549,8368821,9233257,9809068,3941631,6837019,6999977,7580576,15684070,17901330,13877786,15245362,2388130,2831138,2440746,2745896,2936213,3222113,2791192,2898078,19448281,22240000,18351178,19888238,3764210,4338670,4473392,4642876,827997,1116557,1682200,1744798,321618,918992,730561,754104,-263190,-218427,480093,51391,837294,764192,1012412,778545,23.62,8.81,9.51,6.96,10300270,10402170,9740840,9521842
경한산업주식회사,021869,59763416,59191105,,,17930724,21552591,,,21469685,22291943,,,38293732,36899162,,,47505280,46274929,,,31084181,30885383,,,341520,113840,,,13033500,13013142,,,0,0,,,694596,759661,,,2074413,2008163,,,12258137,12916175,,,14171977,17436795,,,50491390,53721404,,,3538961,739352,,,1671461,1960601,,,55032482,58576481,,,4541092,4855077,,,2869632,2894476,,,347494,658039,,,46691,65065,,,3225527,2723660,,,48.23,20.55,,,35617363,34101350,,
