구분,항목,이자보상배율(이자비용),이자보상배율(이자비용),이자보상배율(이자비용),영업이익(손실)(천원),영업이익(손실)(천원),영업이익(손실)(천원),차입금의존도,차입금의존도,차입금의존도,총자본증가율,총자본증가율,총자본증가율,유동자산증가율,유동자산증가율,유동자산증가율,매출액증가율,매출액증가율,매출액증가율,순이익증가율,순이익증가율,순이익증가율,영업이익증가율,영업이익증가율,영업이익증가율,매출액순이익률,매출액순이익률,매출액순이익률,매출액총이익률,매출액총이익률,매출액총이익률,자기자본순이익률,자기자본순이익률,자기자본순이익률,총자본순이익률,총자본순이익률,총자본순이익률,매출원가 대 매출액비율,매출원가 대 매출액비율,매출원가 대 매출액비율,매출채권회전률,매출채권회전률,매출채권회전률,재고자산회전률,재고자산회전률,재고자산회전률,총자본회전률,총자본회전률,총자본회전률,유형자산회전율,유형자산회전율,유형자산회전율,부채비율,부채비율,부채비율,유동비율,유동비율,유동비율,자기자본배율,자기자본배율,자기자본배율,당좌비율,당좌비율,당좌비율,비유동비율,비유동비율,비유동비율,순운전자본비율,순운전자본비율,순운전자본비율,현금비율,현금비율,현금비율,부채(*)(천원),부채(*)(천원),부채(*)(천원),자산(*)(천원),자산(*)(천원),자산(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),매출액(영업수익)(*)(천원),CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 부채비율,유동부채(*)(천원),유동부채(*)(천원),유동부채(*)(천원),유동자산(*)(천원),유동자산(*)(천원),유동자산(*)(천원),CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,CASH FLOW 대 매출액비율,차입금평균이자율,차입금평균이자율,차입금평균이자율
(주)효성,004800,1.65,1.52,1.69,401135739,313080245,266538585,44.84,43.7,41.79,-14.73,0.89,-3.25,-8.55,-6.98,5.62,10.19,5.66,-3.13,-44.63,7.03,-7.24,22.04,-21.95,-14.87,1.31,1.33,1.27,18.55,16.64,16.63,2.46,3.09,2.8,1,1.16,1.09,81.45,83.36,83.37,7.16,8.27,7.2,8.23,8.82,8.35,0.76,0.87,0.85,1.43,1.5,1.52,173.14,160.78,154.27,58.78,64.19,79.68,1278.22,1266.02,1184.1,38.04,37.76,49.68,199.53,195.98,185.29,-18.9,-13.86,-6.92,0.92,1.06,0.82,2980052911,2924258744,2784050187,4701204591,4743061673,4588748911,3893291938,4113576137,3984712162,19.21,17.33,11.75,2155698401,1836183030,1562148525,1267047439,1178578785,1244787167,14.7,12.32,8.21,11.28,9.88,7.9
(주)휴니드테크놀러지스,005870,1.07,-0.94,0.1,12527026,-16549500,298905,67.53,130.06,37.68,-19.34,-29.23,-19.15,-29.24,-36.4,-2.95,0.13,-59.2,15.76,0,0,0,1173.07,0,0,-29.55,-157.06,59.41,16.04,-10.88,8.7,-111.74,0,0,-24.17,-68.74,40.16,83.96,110.88,91.3,11.45,5.29,8.16,2.45,1.43,3.88,0.82,0.44,0.68,4.52,1.44,1.96,475.83,0,97.42,126.78,29.68,285.32,88.19,0,151.97,43.68,12.42,253.44,282.81,0,89.05,10.75,-108.38,35.66,0.26,1.72,105.08,128665266,172900153,43963498,155705634,110192483,89091296,142636772,58189738,67359654,0.93,-4.75,-21.3,62497432,169816455,17141376,79231858,50395221,48906931,0.84,-14.12,-13.9,10.8,14.15,3.43
(주)휴맥스홀딩스,028080,11.25,74.75,999999999,32421887,100402869,99196971,29.42,0.02,0.01,104.38,55.76,23.03,107.99,59.21,26.92,163.68,121,13.48,257.45,164.53,-9.54,500.94,209.68,-1.2,23.52,28.16,22.44,32.4,43.39,39.03,44.11,56.54,32.01,25.84,39.8,26.51,67.6,56.61,60.97,5.8,6.16,5.1,12.05,20.4,17.36,1.1,1.41,1.18,10.55,12.82,11.79,85.72,23.43,18.63,591.5,499.9,729.31,821.87,1644.81,2069.92,528.11,463.74,663.86,37.67,22.85,18.9,66.24,65.19,72.54,209.24,73.32,65.31,80448794,51532724,52441718,174301289,271484989,334002608,142577504,315099541,357582557,14.27,113.41,168.42,23491045,44253798,38498799,138948616,221223136,280776419,8.05,18.55,24.7,8.87,5.23,0
(주)휴먼엔,032860,4.01,4.71,2.88,1559273,2017214,1569355,26.66,37.24,4.15,17.28,31.78,-0.83,16.71,12.44,23.1,22.07,8.49,8.94,0,21.2,641.47,36.44,29.37,-22.2,2.88,3.22,21.93,40.96,42.97,43.66,11.67,10.25,49.73,3.32,3.22,21.09,59.04,57.03,56.34,2.85,2.39,2.25,3.06,3.56,3.37,1.15,1,0.96,38.77,8.48,9.59,222.58,215.16,88.07,145.21,122.24,230.45,245.9,231.94,374.21,91.76,84.03,151.37,30.46,71.63,7.68,28.19,14.06,54.3,6.16,1.47,11.63,11206554,14611265,9939037,16241422,21402217,21224340,17341833,18813657,20496394,-6.12,-9.57,-19.61,10128579,13528663,8834210,14707618,16537885,20358117,-3.95,-7.43,-9.51,8.88,6.97,12.3
(주)휴스틸,005010,0.51,4.78,7.99,13932274,19845192,20254983,16.8,22.79,8.26,-8.47,6.05,-1.82,-10.77,17.46,-9.14,-5.63,9.43,-3.87,0,0,-80.6,22.03,42.44,2.06,-8.56,21.57,4.35,16.03,20.27,18.39,0,0,7.54,-8.44,23.63,4.49,83.97,79.73,81.61,5.69,6.18,5.66,8.86,9.87,8.64,0.99,1.1,1.03,1.62,1.87,1.79,0,78.23,58.49,55.58,144.6,93.1,0,488.05,383.08,33.6,101.4,52.27,0,117.72,108.7,-24.5,10.47,-2.33,1.11,15.91,1.69,264951117,93895651,77515354,201714563,213922491,210034843,208031874,227657305,218854679,2.97,10.19,20.38,111245796,50225139,70885807,61830949,72627589,65991569,3.78,4.2,7.22,72.88,10.04,7.67
(주)희림종합건축사사무소,037440,515.36,1098.17,999999999,3277702,2687231,1479791,0.43,0,0,31.72,0.27,2.74,45.33,-0.37,-0.01,25.04,13.14,21.15,-16.83,-22.67,-44.99,-27,-18.01,-44.93,12.9,8.82,4,22.59,15,9.51,18.67,11.99,6.31,15.36,10.43,5.65,77.41,85,90.49,8.49,8.65,9.87,0,0,0,1.19,1.18,1.41,3.4,3.93,4.71,17.06,12.79,10.5,720.89,1023.56,1351.47,406.11,422.6,443.17,720.89,1023.56,1351.47,47.87,46.55,47.34,50.9,52.99,52.93,113.63,118.01,119.06,3464493,2703054,2326418,23769803,23832933,24484903,24892353,28162537,34119468,71.45,99.69,97.21,1948821,1367464,1035575,14048762,13996855,13995484,9.94,9.57,6.63,3.87,4.82,0
CS홀딩스(주),000590,5.01,5.81,10.85,8852514,7767100,8046107,29.85,22.81,17.34,9.64,-1.1,7.68,28.08,3.77,-6.11,0.85,1.93,9.71,0.56,27.72,-31.9,-6.4,-12.26,3.59,7.19,9.01,5.6,25.64,24.77,22.64,12.86,14.4,8.82,7.08,8.7,5.73,74.36,75.23,77.36,9.21,9.24,9.86,5.07,4.98,5.75,0.98,0.96,1.02,1.86,1.83,1.82,78.91,54.09,53.36,95.75,120.23,106.37,1109.27,1273.76,1378.13,46.64,62.7,55.76,110.66,92.42,99.84,-1.69,6.73,2.09,9.88,20.86,15.34,26259370,20669666,22062099,59537535,58882465,63406045,56036849,57116690,62662581,20.69,42.51,47.7,23717983,19602214,20802823,22711003,23566802,22127608,9.69,15.38,16.79,10.27,8.58,6.08
KB오토시스(주),024120,2.86,4.01,4.83,3421091,3576545,3557625,34.04,37.45,31.96,24.59,-3.83,14.13,19.36,-5.71,13.1,13.24,12.14,12.51,1.22,17.2,-10.37,8.36,4.54,-0.53,5.85,6.11,4.87,19.11,15.23,13.86,16.94,16.39,12.04,6.07,6.54,5.58,80.89,84.77,86.14,8.46,9.4,9.16,4.51,4.62,5.22,1.04,1.07,1.15,2.37,2.34,2.4,172.26,131.67,103.48,111.7,118.19,126.35,281.96,318.67,356.96,46.26,38.19,57.6,171.22,147.37,130.1,3.89,5.6,7.52,3.48,1.13,1.42,19883697,17176860,17540390,31426374,30222566,34491603,29400667,32969483,37094340,21.59,19.94,22.03,10441699,9304643,9844819,11663544,10997319,12438444,14.6,10.39,10.42,11.33,8.1,6.59
KD(주),044180,2.41,3.71,6.1,1609629,2784519,3338644,41.14,37.38,39.15,0,22.75,57.86,0,23.97,-1.56,0,20.7,7.85,0,85.11,24.95,0,72.99,19.9,5.83,8.95,10.37,29.66,29.92,31.52,10.76,15.69,13.33,4.46,7.41,6.51,70.34,70.08,68.48,2.78,2.9,2.71,5.14,5.62,5.67,0.76,0.83,0.63,2.79,2.99,1.67,141.46,92.46,113.23,120.62,142.07,103.67,296.45,339.49,369.9,89.61,106.43,78.5,101.9,80.12,135.62,9.88,17.29,1.29,12.89,8,3.74,12161308,12241540,21361308,20758286,25481796,40226421,15855829,19137469,20640555,11.33,5.15,16.85,9947075,10469612,14124219,11998031,14874307,14641872,8.69,3.3,17.44,7.82,8.32,4.33
KG스틸(주),016380,0.64,0.69,1.23,92769573,86916302,117770997,45.74,48.25,42.04,1.36,-5.81,-2.91,10.56,11.45,-13.7,26.25,-2.63,6.21,-88.07,0,0,28.81,-6.31,35.5,0.24,-0.29,2.62,13.5,14.03,14.83,0.46,-0.55,5.5,0.15,-0.18,1.81,86.5,85.97,85.17,12.4,10.23,10.04,8.71,7.95,9.09,0.62,0.62,0.69,0.86,0.91,1.03,199.12,211.1,196.64,37.5,46.61,39.78,440.77,399.18,406.44,20.23,27.58,23.41,249.46,249.98,244.84,-27.67,-22.5,-26.43,0.12,0.01,0.43,1591708065,1528254806,1449489007,2391070702,2252199376,2186598637,1484156842,1445158457,1534935268,6.46,-2.97,3.15,1058727961,949229654,959789742,397016483,442459552,381824174,6.93,-3.14,2.97,13.43,11.48,9.56
KISCO홀딩스(주),001940,1.4,1.68,3.41,33653792,30725661,37002165,33.26,26.69,25.12,-4.94,-3.6,0.44,12.79,-9.54,-12.97,1.65,6.24,5.19,0,0,93.97,23.99,-8.7,20.43,-1.88,1.51,2.79,12.95,11.62,12.1,-2.94,2.52,4.69,-1.42,1.27,2.51,87.05,88.38,87.9,4.78,5.58,6.59,14.08,14.28,15.99,0.76,0.84,0.9,1.16,1.28,1.4,105.44,91.18,82.91,85.41,73.85,67.25,526.33,545.21,572.37,67.02,59.72,50.88,144.22,137.72,138.59,-5.09,-9.9,-11.8,0.31,11.2,1.93,332963846,298269472,284737340,648763530,625398044,628161332,504421174,535917504,563747997,7.11,14.1,22.43,226356850,236829282,226334246,193321897,174887265,152205876,4.69,7.85,11.33,10.88,9.56,6.68
LS일렉트릭(주),010120,-0.34,0.68,1.61,-84825070,74662848,109844757,66.14,77.2,66.42,-35.78,-26.93,-23.08,-60.49,37.8,-42.55,-55.41,3.22,5.49,0,0,0,0,0,47.12,-8.03,-2.03,0.48,28.35,27.93,29,-13.36,-7.13,2.96,-2.9,-1.12,0.38,71.65,72.07,71,3.67,4.5,4.98,18.95,19.61,20.64,0.36,0.55,0.78,1.42,1.59,1.69,397.27,945.02,495.73,43.4,67.49,61.6,52.46,18.24,24.61,37.88,60.89,51.66,405,679.32,440.03,-24.2,-16.86,-16.29,8.77,31.76,4.75,1350844981,1117290183,790826042,1690881219,1235519538,950353508,780870876,805999882,850280028,-7.6,2.12,13.1,722923450,640622009,403223673,313750445,432358132,248389941,-13.14,2.93,12.19,17.44,10.61,8.59
OCI(주),010060,1.6,1.28,2.05,24412346,73232926,105527286,30.65,45.43,39.26,22.61,413.01,-4.23,1.71,199.93,-0.88,3.46,169.4,23.8,40.14,0,0,-14.3,199.98,44.1,9.63,-21.15,5.01,18.2,17.35,19.71,28.64,-37.9,6.54,9.69,-16.97,3.04,81.8,82.65,80.29,5.61,8.1,6.06,15.65,12.48,9.62,1.01,0.8,0.61,2.58,1.42,1.03,112.53,125.52,105.15,124.34,87.82,75.74,193.87,651.67,686.07,100.02,57.03,51.5,145.35,183.85,165.91,6.19,-2.56,-6.13,11.44,7.44,2.67,149770796,807687298,712326925,282869182,1451143443,1389749491,258275308,695791686,861369263,29.73,8.51,13.82,71909565,305376785,350946363,89411672,268176128,265810773,17.24,9.88,11.43,16.54,15.39,8.53
SNT모티브(주),064960,,,1.33,,,11006504,,,30.62,,,0,,,0,,,0,,,0,,,0,,,0.55,,,13.71,,,2.65,,,0.63,,,86.29,,,7.06,,,6.24,,,1.15,,,2.37,,,321.39,,,129.08,,,111,,,71.34,,,247.74,,,9.28,,,6.29,,,221777123,,,290783635,,,334612309,,,4.43,,,92827067,,,119824602,,,2.94,,,9.31
SNT중공업(주),003570,-0.05,0.3,-0.21,-1337850,9002881,-7677711,57.52,57.8,63.58,-3.8,1.2,1.89,4.72,9.8,17.86,40.5,13.66,11.24,0,-99.95,0,0,0,0,304.25,0.15,-23.98,4.6,9.29,1.9,0,0.39,-110.6,125.34,0.07,-12.47,95.4,90.71,98.1,3.82,4.05,3.94,2.89,3.22,3.52,0.41,0.47,0.52,0.63,0.74,0.86,459.65,463.91,1926.62,124.26,158.5,142.21,74.99,75.32,20.21,64.46,90.38,87.41,385.54,373.56,1235.27,6.07,12.46,11.59,4.03,3.8,16.74,333592110,338157188,398141615,406166850,411050695,418806910,170626154,193939269,215742084,1.08,6.34,6.08,101694862,87538392,114992565,126365513,138752020,163535663,2.12,11.05,11.22,6.06,12.55,14.51
가온전선(주),000500,1.55,2.28,3.36,10405864,12444185,10539839,34.62,27.48,20.85,2.17,-12.87,-7.24,18.88,-25.67,-9.18,13,10.7,0.79,-36.83,63.02,-20.3,0,19.59,-15.3,1.51,2.23,1.76,8.24,9.33,7.17,3.47,5.49,4.25,1.72,2.97,2.64,91.76,90.67,92.83,4.14,4.53,4.89,14.64,19.08,19.37,1.14,1.33,1.5,2.6,2.92,3.02,101.58,68.49,53.8,117.53,120.81,128.19,628.8,655.44,666.06,102.93,101.21,104.92,93.85,91.67,85.15,7.97,7.85,9.82,5.87,4.08,3.17,124552195,87538396,69870609,247167420,215348424,199752161,278767152,308605626,311037644,2.86,10.31,15.78,112388833,81266585,69554762,132089501,98179031,89163711,1.28,2.93,3.54,8.72,7.54,6.21
감성코퍼레이션(주),036620,55.97,-370.68,-1599.16,2597430,-4791016,-7287353,0.29,0.16,0,568.94,-5.67,-28.2,581.77,-14.1,-50.6,166.44,22.7,-26.52,419.3,-313.41,0,207.65,-284.45,0,37.32,-64.91,-156.99,78.07,12.26,9.56,8.5,-10.9,-23.36,8.14,-10.27,-21.88,21.93,87.74,90.44,2.22,1.41,1.34,107.3,109.25,37.73,0.22,0.16,0.14,14.72,18.32,26.08,3.34,9.19,3.53,3008.95,928.92,1613.09,1289.6,1151.34,868.32,3000.72,928.31,1588.56,15.09,24.28,48.15,82.56,69.39,50.18,404.44,18.05,420.04,2582262,6346939,1849002,79958457,75427574,54160657,10017990,12291972,9032187,11.98,-7.69,-67.13,2269225,6314395,1796170,68279772,58655655,28973858,3.09,-3.97,-13.74,9.47,7.27,7.34
강남제비스코(주),000860,1.14,0.88,6.75,8557439,5540626,13071688,29.34,21.26,9.79,-3.88,-11.71,2.2,-8.17,-6.48,-0.25,7.97,-3.2,11.28,-46.4,-64.43,931.18,15.75,-35.25,135.92,2.92,1.07,9.93,15.31,14.39,17.45,3.37,1.16,11.29,1.9,0.73,7.95,84.69,85.61,82.55,6.35,6,5.86,5.98,6.23,7.46,0.65,0.68,0.8,1.33,1.39,1.61,70.74,48.13,36.52,138.21,146.56,152.07,2965.95,3018.51,3347.21,81.96,94.76,94.22,123,104.26,97.05,7.73,9.41,9.9,14.44,24.79,14.37,102308868,70839665,59597874,246930720,218024836,222810588,163842795,158600363,176491608,23.74,23.09,32.55,49957330,44056848,42353615,69046089,64570535,64406994,14.82,10.31,10.99,10.26,10.56,5.69
경남스틸(주),039240,16.07,4.64,4.82,2413299,2330769,2068201,0,26.97,16.66,7.83,0.43,6.77,4.13,-3.2,16.29,-14.11,7.84,2.58,-42.59,10.26,12.61,-34.32,-3.42,-11.27,2.4,2.46,2.7,8.6,9.02,6.4,16.35,14.27,14.62,6.35,6.74,7.32,91.4,90.98,93.6,6.41,7.28,6.2,8.78,8.43,10.79,2.64,2.74,2.71,15.7,16.19,16.49,122.37,102.33,97.3,137.45,149.02,166.54,388.91,429.27,470.02,73.9,87.53,123.48,54.18,54.83,40.65,20.61,23.98,31.72,1.05,2.13,0.73,11897559,10982314,11433722,21620275,21714113,23184237,55058200,59376585,60908615,-0.35,-13.67,-2.84,11897559,10622186,11053006,16352953,15829436,18408134,-0.07,-2.53,-0.53,11.55,17.17,8.82
경남제약(주),053950,,1.07,0.09,1175766,656443,33940,,12.32,15.62,,0,11.75,,0,22.34,,0,28.7,,0,-37.7,,0,-94.83,,6.66,3.23,,19.44,13.19,,9.13,5.75,,4.63,2.73,,80.56,86.81,,3.7,4.17,,21.44,22.46,,0.7,0.85,,1.49,1.75,,97.04,124.84,,148.82,98,,247.28,242.16,,136.96,88.71,,116.84,124.65,,13.35,-0.91,,30.88,11.06,9539396,6598634,8313433,13992644,13398870,14972835,9871567,9315432,11988634,,25.69,27.06,4617732,3664557,6807596,5195294,5453676,6671765,,18.2,18.77,,37.18,19.75
경동제약(주),011040,178.04,3060.8,420.17,17494855,18478060,13196383,0.36,0.28,0.26,37.51,24.55,7.3,67.88,21.05,2.56,22.08,7.95,11.24,40.52,7.13,-28.2,36.32,5.62,-28.58,30.18,29.96,19.33,73.85,79.14,75.21,33.33,26.63,16.7,25.97,21.4,13.36,26.15,20.86,24.79,1.8,1.87,2.36,11.21,10.24,9.52,0.86,0.71,0.69,4.02,4.18,3.79,24.14,24.74,25.21,775.72,794.64,941.36,716.42,888.04,949.27,706.8,722.98,844.5,25.92,28.82,33.18,68.92,67.22,65.69,124.64,93.28,64.25,10897601,13839443,15078292,56032269,69785906,74882446,41627008,44936390,49986276,82.85,115.11,115.94,5714958,6753176,5846596,44332063,53663566,55037330,21.69,35.45,34.97,7.16,3.03,15.87
경인전자(주),009140,0.35,1.92,2.57,343448,1221752,1051543,22.17,17.54,6.99,-1.12,6.91,-14.92,-29.84,3.45,-41.8,12.21,-18.87,-12.28,14.78,-89.65,234.77,-5.77,255.73,-13.93,5.37,0.68,2.61,9,13.79,18.14,4.98,0.44,1.39,3.16,0.32,1.11,91,86.21,81.86,11.69,9.03,9.38,9.19,8.08,8.86,0.59,0.46,0.43,3.93,2.4,2.26,43.82,34.62,16.03,179.85,208.88,195.06,447.4,488.52,482.23,152.48,177.78,165.61,87.98,84.03,86.2,17.24,19.59,12.53,6.13,9.87,17.58,14721100,13282766,6069553,48313984,51651134,43943649,28592833,23196795,20347582,13.03,11.98,30.75,10431104,9291689,5791138,18760604,19408559,11296236,6.71,6.86,9.17,7.93,6.44,6.74
경창산업(주),024910,5.31,5.28,7.33,5055694,3217582,3796184,20.13,18.88,22.05,11.46,-4.29,27.93,24.54,-10.01,19.16,29.69,6.68,14.33,82.7,-21.82,25.88,119.99,-36.36,17.98,6.64,4.86,5.35,14.63,12.69,13.01,21.73,14,15.98,10.14,7.69,8.68,85.37,87.31,86.99,8.1,8.26,8.84,29.13,28.41,32.28,1.53,1.58,1.62,3.26,3.48,3.41,90.68,74.07,92.78,125.87,147.06,123.7,380.36,398.77,460.63,109.14,126.77,108.18,109.92,104.75,121.28,8.71,12.74,7.11,2.35,9.3,6.03,20624675,17663645,25557017,43370158,41510025,53102622,62886894,67089072,76703508,15.99,34,30.54,14593134,11240032,15922500,18368591,16529866,19696504,5.24,8.95,10.17,9.05,7.35,5.3
계룡건설산업(주),013580,28.55,154.57,7020.73,26825989,36448495,42012023,8.65,4.01,10.8,6.7,16.29,5.75,6.82,20.73,-11.5,-5.52,39.9,10.72,20.79,64.12,23.94,66.82,35.87,15.26,4.92,5.77,6.46,13.89,12.13,12.53,15.26,21.51,21.52,6.09,8.96,10.03,86.11,87.87,87.47,9.69,10.84,9.81,7.07,9.67,8.98,1.24,1.55,1.55,6.67,8.05,9.51,148.38,133.47,99.2,163.9,145.92,175.81,238.23,294.29,364.78,127.18,108.74,122.16,86.21,75.21,86.2,25.45,21.33,24.46,40.59,47.38,13.46,157618404,175402431,161580850,263844445,306815990,324471685,316533449,442826846,490303495,6.34,14.4,1.96,105106433,142529123,104690945,172268012,207977018,184059852,3.16,5.7,0.64,4.73,1.34,0.03
계양전기(주),012200,13.66,14.82,410.4,15504972,13265875,15252774,8.6,0.16,0.25,-4.26,-0.69,8.18,-13.36,1.51,21.86,9.71,4.04,13.67,-18.2,20.52,6.07,2.62,-14.44,14.98,7.52,8.71,8.13,23.09,21.23,21.46,9.77,10.99,10.78,7.14,8.83,9.03,76.91,78.77,78.54,7.95,10.01,8.26,4.97,5,6.09,0.95,1.01,1.11,2.67,2.83,3.41,30.6,18.93,19.73,262.35,431.23,445.83,540.14,589.01,632.91,152.3,286.35,312.84,61.25,54.38,46.53,32.86,41.69,47.43,56.43,90.54,18.71,28096575,18958902,21233441,119921116,119091412,128827945,116426561,121134138,137693892,59,94.89,72.39,24271399,14989120,17667740,63675081,64637177,78768631,14.24,14.85,11.16,9.49,17.05,14.42
고려산업(주),002140,0.61,-0.57,0.82,5465101,-4402565,5910953,61.38,67.7,53.12,-15.28,-12.35,-4.82,-21.33,-31.65,21.42,1.04,-1.99,15.28,0,0,0,809.58,0,0,0.84,-14.21,-2.69,25.76,22.28,21.49,3.03,-65.94,-13.09,0.72,-13.81,-3.31,74.24,77.72,78.51,3.89,4.7,8.01,16.69,13.47,15.75,0.85,0.97,1.23,2.15,2.31,2.99,293.03,532.26,183.65,190.82,131.05,118.07,188.45,102.67,217.84,163.52,100.26,98.34,217.68,412.28,157.75,21.23,8.24,6.79,20.38,29.94,39.95,78964038,78148325,57208801,105911753,92830551,88360259,98567842,96605495,111369143,-0.45,-2.81,5.86,24763281,24646287,33215463,47252815,32299334,39218916,-0.36,-2.27,3.01,12.4,12.14,13.06
고려신용정보(주),049720,7.08,2.7,0.63,661879,866248,178758,20.35,11.7,23.03,0,9.38,11.53,0,56.85,12.16,0,0.08,12.34,0,-15.91,0,0,30.88,-79.36,2.41,2.03,-0.33,0,64.62,0,7.27,5.93,-0.99,4.08,3.28,-0.55,0,35.38,0,22.18,14.48,10.49,0,0,0,1.69,1.62,1.64,2.89,2.88,3.12,77.96,83.43,77.13,132.71,110.5,126.87,142.98,151.72,122.55,132.71,110.5,126.87,133.6,117.87,113.46,6.14,3.4,7.61,38.44,19.63,23.71,5573120,6329011,6757927,12722208,13914974,15519984,21520581,21537177,24195546,33.56,15.8,4.93,2389406,4500880,4397194,3170897,4973541,5578508,8.69,4.64,1.38,3.61,15.28,10.94
고려아연(주),010130,4.32,6.19,6.96,62921872,101883867,69737686,24.44,22.61,25.37,-1.49,-4.68,9.29,-27.22,50.26,3.37,15.71,-1.33,-5.71,-80.36,302.42,119.12,73.12,61.92,-31.55,0.81,3.31,7.68,7.54,12.07,9.54,1.67,6.77,13.82,0.86,3.59,7.7,92.46,87.93,90.46,38.72,40.78,33.08,12.75,13.26,12.68,1.07,1.09,1,2.51,2.5,2.45,92.52,84.86,74.91,72.02,137.2,140.56,565.53,561.39,648.44,52.01,103.06,116.23,145.3,113.38,110.95,-9.53,10.48,10.55,3.91,9,11.43,493660269,449449450,458287062,1027240506,979117049,1070091485,1103304551,1088660724,1026479629,32.75,29.99,24.03,349825306,275924852,278404059,251933153,378564200,391323089,14.65,12.38,10.73,5.69,6.96,4.06
고려제강(주),002240,4.81,7.88,539.99,2413634,8024307,9072894,3.39,0.09,0.08,28.87,4.15,4.27,14.62,-13.02,13.33,-5.25,4.43,6.25,-46.05,151.96,-33.06,-86.28,232.46,13.07,6.26,15.1,9.51,14.11,15.45,16.56,4.46,9.6,6.05,3.69,8.09,5.2,85.89,84.55,83.44,8.52,9.5,11.4,9.9,9.51,10.94,0.59,0.54,0.55,2.78,2.03,2.2,19.78,17.75,15.18,198.07,313.57,426.6,7483.98,6697.31,7138.68,144.33,216.8,326.83,94.27,96.81,92.92,10.54,12.11,14.8,0.88,5.85,13.28,81604146,77584271,70739699,494158542,514677083,536638057,258776720,270231787,287111092,21.36,21.67,23.23,53128593,29190391,24316928,105233469,91533361,103736519,6.74,6.22,5.72,5.52,11.84,3.66
고려제약(주),014570,3.83,4.28,5.76,4702199,3907440,3826252,30.1,24.54,23,0,-4.79,5.83,0,-5.83,11.83,0,3.81,4.5,0,-18.02,7.18,0,-16.9,-2.08,11.83,9.35,9.58,52.71,53.66,54.32,12.65,9.96,9.85,6.86,5.76,6.15,47.29,46.34,45.68,1.32,1.34,1.27,6.4,6.66,7.24,0.58,0.62,0.64,1.79,1.85,1.95,84.57,62.22,58.39,162.85,198.8,216.77,393.45,426.23,461.97,139.77,169.08,189.83,66.66,59.72,52.64,24.66,31.4,35.97,26.06,14.08,10.27,18301007,14585178,14837189,39941013,38027638,40245761,23140084,24022514,25103317,-7.48,-0.65,7.73,15668492,12086665,12396218,25515968,24028239,26871461,-5.92,-0.39,4.57,10.22,8.56,7.15
광동제약(주),009290,-5.26,1.48,3.94,-21492716,5422505,7775332,25.02,21.21,14.98,-28.66,-5.05,-2.65,-36.93,-4.06,-5.8,-2.34,17.95,14.13,0,0,-4.65,0,0,43.39,-70.27,3.93,3.28,36.43,42.73,43.96,-44.32,3.68,3.43,-28.79,2.34,2.32,63.57,57.27,56.04,1.17,1.4,1.78,2.89,7.35,8.64,0.41,0.6,0.71,2.02,2.36,2.78,62.95,51.73,44.04,227.4,300.63,243.12,185.48,189.07,193.88,195.4,267.64,207.19,58.38,53.35,53.67,35.95,43.27,36.93,8.82,18.41,20.43,61183386,51270636,44763666,158379394,150380692,146399389,77930672,91922807,104915271,-20.85,-14.3,26.8,44692837,32433200,37780481,101632233,97504172,91850593,-16.37,-7.98,11.43,9.2,10.25,7.32
광전자(주),017900,6.7,1.39,2.93,16539943,4961495,10832264,27.21,47.96,43.5,27.72,18.24,-1.45,3.31,-3.82,6.39,25.48,-15.29,3.25,43.78,-93.25,427.05,13.19,-70,118.33,9.64,0.77,3.92,14.9,9.44,13.63,30.14,1.81,9.24,14.22,0.78,3.84,85.1,90.56,86.37,8.03,6.27,6.63,14.6,8.68,7.13,1.48,1.02,0.98,3.36,1.95,1.87,110.95,149.75,131.94,116.33,99.78,96.36,765.44,764.46,811.29,87.42,65.38,58.89,117.53,159.78,141.74,6.22,-0.08,-1.47,12.58,16.78,13.72,61838547,83358034,77939481,117573485,139022015,137012884,154731619,131071109,135336072,52.83,26.28,18.73,44759018,50190555,55295903,52068905,50081009,53281162,21.12,16.71,10.79,8.97,7.21,5.86
광진실업(주),026910,9.78,17.04,44.7,2008056,1503322,1789579,10.79,5.43,7.27,1.95,11.2,23.88,3.36,17.41,41.81,-4.56,-9.9,11.8,5.62,-19.95,34.36,-4.73,-25.14,19.04,9.33,8.29,9.96,17.18,15.78,15.83,18.14,12.77,15.51,11.78,8.85,10.09,82.82,84.22,84.17,5.9,5.73,7.23,7.02,5.45,5.3,1.26,1.07,1.01,3.18,2.87,3.36,44.66,44.06,62.59,241.71,260.83,220.61,315.26,352.02,386.39,160.9,178.01,162.23,60.04,55.08,47.63,34.3,38.08,38.66,35.03,98.82,107.73,4223802,4653242,7255414,13681521,15213892,18847163,17124265,15429635,17250811,33.46,43.21,48.03,3311069,3602571,6040538,8003156,9396715,13325951,8.25,13.03,20.2,12.48,7.66,3.65
