구분,총자산증가율2018,유동자산증가율2018,매출액증가율2018,매출액순이익률2018,매출총이익률2018,자기자본순이익률2018,총자산순이익률2018,매출원가대매출액비율2018,매출액대판매관리비2018,매출채권회전율2018,재고자산회전율2018,총자본회전율2018,유형자산회전율2018,부채비율2018,유동비율2018,자기자본배율2018,당좌비율2018,고정비율2018,순운전자본비율2018,차입금의존도2018,현금비율2018,부채/총자산2018,부채/매출액2018,부채/현금흐름2018,유동부채/부채2018,총부채/총자산2018,유동부채/총부채2018,유동자산/총자산2018,현금흐름/매출액2018,이자보상배율2018,차입금평균금리2018,정상기업여부
(주)가야호텔,-0.01187988187651182,0.19662691069897736,-0.002193683153829273,-0.1536999694783563,1.0,-0.2359112474572717,-0.03997642688393013,0.0,1.1204232834734182,62.0955474917864,0.0,0.26009391556554295,0.2750977226055864,4.901258962994118,0.6971866784300641,0.1694553664346617,0.5945353423906035,0.9475334878892012,-0.0227880986470311,0.7678060390782372,0.520180981643232,0.7678060390782372,2.952033835196549,121.64472592375652,0.09801252780998465,0.8305446335653383,0.09060874962827589,0.05246651211079878,0.024267668102987056,-2.3644916328452976,1.75,0
(주)강원심층수,-0.005554885549091845,0.24557524036968706,0.0010829300809770044,-0.136948151015734,0.3543291642744122,-0.726917447390153,-0.051855980267102024,0.6456708357255878,0.3992257947390394,10.859646199593579,12.766748558408331,0.37865411020514095,0.4067706206100349,13.018006093914629,0.07270911453376502,0.0713368216064702,0.051079747558726664,0.9356248006176769,-0.82100484953064,0.5518512674093372,0.003493387302203217,0.5518512674093372,1.4574020261139233,384.24328147100425,1.6043816535375102,0.9286631783935299,0.953392004240503,0.06437519938232311,0.003792914792249664,-0.4887437423056348,3.92,1
(주)경주신라컨트리클럽,0.0021973635156591334,-0.5111615440848088,-0.041216378059725306,-0.010976192651651907,1.0,-0.012877694217274442,-0.0015184213769680037,0.0,0.9801427310444892,179.75349255866143,0.0,0.1383377119150221,0.14098632190162544,7.480975315948678,0.20979566378652076,0.11791096692847058,0.18559467506506597,0.9851260124722868,-0.05602354561379076,0.7944494364817938,0.16819521192194362,0.7944494364817938,5.742826200348082,-66.70087224217548,0.08924110129001434,0.8820890330715294,0.0803745880208868,0.014873997017075804,-0.0860982174190647,2.0572512845295035,0.16,0
(주)고암개발,0.28819143345297366,0.2730173602320538,-0.0014044370903896258,-0.6709799842580517,0.5572223384332458,-39.94406090873482,-0.05957367109554493,0.4427776615667543,0.4111187173739075,90.38952768003172,1529.419034090909,0.08878606291277019,0.11996359697570676,669.4985637811725,0.03228386387088473,0.001491427504871383,0.03224409892539377,0.9791316012924927,-0.6255349807320769,0.8868359786098257,0.011151450104426287,0.8868359786098257,9.988459331518248,-378.85071592716986,0.7288871843617177,0.9985085724951286,0.6473688831977833,0.020868398707507386,-0.02636515891773694,0.31377311755088055,5.11,0
(주)금반석건설,0.08171947500934655,0.3175074490804475,3.936746513906686,0.2825708439146708,0.4916549783882378,0.47098987435321377,0.08017990041115836,0.5083448994665553,0.10101591832980598,148.12695856703456,0.9585481356392063,0.28375149856356247,0.4433905832500789,4.874163873215134,2.938480670962713,0.17023699399326855,1.6868589874791218,0.6467090521730602,0.23306180407124064,0.5734237745397907,1.6668677855912752,0.5734237745397907,2.0208660657041055,7.227466566251113,0.2096688599863256,0.8297630060067315,0.14489572109923438,0.35329091316805433,0.2796091890816354,5.8592581193011,2.78,1
(주)금송,-0.09332725789808612,-0.5111094552078158,-0.10092813805194135,0.11412039824962865,1.0,0.22602393512545446,0.03206883436383694,0.0,0.9553154434522615,18.00216815225247,0.0,0.2810087841937696,0.3087440563601078,6.048087016855682,0.15975851243922295,0.14188247074822916,0.15792441257533973,0.9206967509791328,-0.41709126423573645,0.7272198670028529,0.04400703337661329,0.7272198670028529,2.5878901582713456,-1097.2213779128672,0.6825920684791416,0.8581175292517709,0.5784691447678864,0.07930324902086713,-0.0023585852503111323,0.8994237669671288,1.77,0
(주)기흥금속,-0.008054563490921578,0.05002162544391582,-0.055623805717262734,-0.04200758566497818,0.1126416038199361,-0.5055919131713015,-0.025707731725417238,0.8873583961800638,0.1506205667331616,45.6764143974323,3.6926430234414744,0.6119783205453255,0.7572603909248302,18.666920386889778,0.20420289961542015,0.05084680165109189,0.026364575036820728,0.8311371379362881,-0.6580740555886534,0.7839829178937274,0.006728558564708444,0.7839829178937274,1.2810632200093803,6093.100265251989,1.0547895458392995,0.9491531983489081,0.871236579457758,0.1688629303222403,0.00021024817650139226,-1.4704784936949387,2.01,0
(주)대성메탈,0.028122559018195797,3.143540579816207,0.6443743699039745,0.0080015172710706,0.11079919260066445,0.015185584982163628,0.002199134116652622,0.8892008073993355,0.1037603467980637,6.543040716681636,8.175969084897016,0.27483963880245166,0.31196400106045485,5.9052564221404245,0.16328215700281878,0.14481721443300577,0.11778111757372613,0.892735160337381,-0.5496645005148706,0.6888608454963759,0.035696870671620334,0.6888608454963759,2.5064100960761095,34.499987800943934,0.9536459278711402,0.8551827855669942,0.7681741859922254,0.107264839662619,0.0726495936907993,0.06255141151968077,4.11,1
(주)덕수산업,0.0011984311516202602,-0.026702293492939174,0.03664623120617464,0.09428883498150474,0.15997723875782377,0.3828090570280833,0.09396588922089331,0.8400227612421762,0.036140842492689125,7.087205129399569,14.110336230026059,0.9965749310544058,1.3305528182115052,3.0739151217755487,0.7421627452161315,0.24546412237576676,0.547072463186212,0.7743022845770144,-0.07841040220727655,0.6252513378132203,0.07287557424824924,0.6252513378132203,0.6274002268466515,-85.75904329091179,0.4863773961585789,0.7545358776242332,0.4030399701970317,0.22569771542298556,-0.007315849183606035,5.347948542704705,3.29,1
SBC벤드(주),-0.046020750520116505,-0.10824300984067127,-0.5742064661631756,-0.5201986274106245,0.11167325918221528,-1.2354817142052816,-0.09593684179255649,0.8883266458407316,0.1936816705399892,2.954420114682085,0.2711106076516016,0.18442348121927607,0.5916395918671702,11.878073648460875,0.9960769402103508,0.07765136520394998,0.1042319152773159,0.32508996567284626,-0.002658140392271493,0.8274231492560675,0.008994303827311848,0.8274231492560675,4.486539044734097,197.5697502258507,0.8188895341067325,0.92234863479605,0.7346117635369521,0.6749100168111549,0.022708633480607917,-0.42741297967665404,4.13,0
