,구분,이자보상배율2002,영업이익2002,차입금의존도2002,총자본증가율2002,유동자산증가율2002,매출액증가율2002,순이익증가율2002,영업이익증가율2002,매출액순이익률2002,매출액총이익률2002,자기자본순이익률2002,총자본순이익률2002,매출원가 대 매출액비율2002,매출채권회전률2002,재고자산회전률2002,총자본회전률2002,유형자산회전율2002,부채비율2002,유동비율2002,자기자본배율2002,당좌비율2002,비유동비율2002,순운전자본비율2002,현금비율2002,부채2002,자산2002,매출액2002,부채/현금흐름2002,유동부채2002,유동자산2002,매출/현금흐름2002,차입금평균이자율2002,정상기업여부
71,고려산업(주),0.82,5910953.0,53.12,-4.82,21.42,15.28,0.0,0.0,-2.69,21.49,-13.09,-3.31,78.51,8.01,15.75,1.23,2.99,183.65,118.07,217.84,98.34,157.75,6.79,39.95,57208801.0,88360259.0,111369143.0,5.86,33215463.0,39218916.0,3.01,13.06,0
72,극동유화(주),2.23,4260505.0,45.92,26.28,54.7,19.22,119.31,85.77,1.58,13.73,7.08,2.75,86.27,7.61,7.96,1.74,5.13,181.71,111.68,323.19,59.84,107.96,6.45,5.86,58726207.0,91044900.0,141935842.0,-7.85,50279300.0,56152662.0,-3.25,6.25,1
73,대영포장(주),0.21,2303460.0,6.28,-5.92,21.18,3.57,0.0,0.0,0.81,12.5,1.86,0.8,87.5,14.29,27.33,0.99,1.24,34.53,171.51,128.43,139.17,106.32,8.74,20.71,21063658.0,82062181.0,83812797.0,28.93,10034264.0,17210096.0,7.27,41.24,0
74,대우전자부품(주),1.83,14202968.0,53.42,-6.42,-2.17,-1.41,41.31,30.99,0.49,14.3,1.65,0.42,85.7,4.11,6.8,0.85,2.03,273.29,153.07,136.13,99.54,225.71,13.71,4.28,172611892.0,235773607.0,208192233.0,11.4,60894651.0,93213731.0,9.45,5.76,1
75,대원화성(주),-0.45,-761400.0,40.07,-7.91,-11.26,-4.28,0.0,0.0,-4.76,13.21,-10.54,-4.83,86.79,3.7,9.4,1.01,2.1,123.32,111.03,206.92,86.66,120.74,4.56,19.06,32571803.0,58984387.0,62412010.0,-0.83,24402957.0,27093401.0,-0.43,7.11,0
76,대주산업(주),3.7,1228101.0,20.17,8.82,40.19,10.93,-59.82,605.38,2.41,23.33,4.22,2.76,76.67,13.08,19.02,1.15,1.88,56.16,239.26,145.03,205.83,98.49,21.5,36.44,15226601.0,42341310.0,46569844.0,8.48,6535537.0,15636949.0,2.77,3.76,1
77,대한방직(주),1.42,18562314.0,44.46,-17.32,9.82,-6.31,187.99,-8.81,8.06,12.98,38.02,7.92,87.02,12.14,4.45,0.98,1.67,266.51,142.45,1213.88,55.22,207.74,12.91,0.2,171458119.0,235793894.0,256138924.0,3.69,71702050.0,102142627.0,2.47,9.66,1
78,대한유화(주),0.9,22472731.0,40.95,-7.96,13.25,-3.08,0.0,1123.13,1.43,9.21,2.83,1.12,90.79,9.82,8.06,0.78,1.15,141.16,68.95,753.89,41.91,172.75,-12.77,4.88,436313210.0,745406757.0,608337715.0,5.16,306659149.0,211445176.0,3.7,7.45,0
79,대한화섬(주),-24.27,-3824241.0,0.81,0.64,-30.18,0.49,0.0,0.0,0.14,2.81,0.13,0.11,97.19,16.58,10.95,0.79,1.37,19.73,130.21,4675.14,84.64,95.76,4.65,31.59,61251776.0,371681328.0,291906467.0,2.43,57155550.0,74423242.0,0.51,10.5,0
80,동원수산(주),-0.51,-1180130.0,47.59,-4.97,-3.04,-16.43,-22.22,0.0,1.29,5.78,2.08,0.83,94.22,12.59,2.81,0.65,2.04,143.13,155.44,266.77,85.26,108.68,19.72,5.25,56577156.0,96105699.0,63916040.0,1.02,34192029.0,53147776.0,0.9,4.88,0
81,바이온(주),-3.96,-2832684.0,34.94,-31.96,-46.79,5.18,0.0,0.0,-5.71,7.4,-17.89,-6.96,92.6,3.79,9.36,1.22,5.92,126.51,166.59,190.2,124.25,95.7,23.08,6.68,19393974.0,34724135.0,52268279.0,-21.43,12037938.0,20053578.0,-7.95,6.34,0
