구분,항목,자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),당좌자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),비유동자산(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),유동부채(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),장기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),단기차입금(*)(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),사채(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),현금 및 현금성자산(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),단기예금(단기금융상품)(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),자본(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출채권(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),매출원가(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),재고자산(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),판매비와관리비(영업비용)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출액(영업수익)(*)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),매출총이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),영업이익(손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),당기순이익(순손실)(연결)(천원),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),현금의 증가(감소)(*),이자비용,이자비용,이자비용,이자비용,차입금평균이자율,차입금평균이자율,차입금평균이자율,차입금평균이자율,유형자산(*),유형자산(*),유형자산(*),유형자산(*)
(주)경방,000050,615498805,570705369,787724257,1481470960,91766087,52814725,83826947,114228658,135523330,92242520,127348626,146228418,479975475,478462849,660375631,1335242542,296203791,185275788,380231123,767096639,256141401,140013198,277230437,179027383,27159493,12535762,52309846,305037853,124731203,65500225,86473513,79245116,0,0,0,0,2291490,4025033,15468788,37136880,46466176,1873242,14106064,30519006,319295014,385429581,407493133,714374320,29817755,29285349,23654126,26075894,164671733,164253814,151740251,175283373,43757243,39427795,43521678,31999760,40957017,35747591,14423297,38284319,199388703,186167521,159559778,197278763,34716970,21913708,7819527,21995390,-6240047,-13833883,-6603770,-16288929,-22165448,65608691,-14835529,-241834,-1327340,1041840,10603940,22933316,7998825,2277897,2365391,8945214,6.12,2.09,2.24,3.41,400943238,442383812,636253505,1317275714
(주)경보제약,214390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9739,-181876,3457191,-993672,2197125,2875850,3209302,3370426,6.71,7.23,7.29,7.58,24698476,24087201,34256259,37616178
(주)경인양행,012610,121822538,145685594,205081368,277912006,33001735,33884960,54776696,57719494,77181683,93318499,134518998,138776033,44640855,52367096,70562370,139135973,54209110,74569007,96272387,110105564,42711371,66250865,81172619,83038282,0,0,6969450,6437303,27068632,48086878,43105176,40520553,0,0,0,0,3705051,2324791,4779804,10199631,497754,335945,9049792,1509420,67613429,71116587,108808981,167806441,26333615,27191196,34142348,37241955,106155274,114363722,171880815,214466045,44179948,59433539,79742302,81056539,17209907,16742236,24717952,27332602,123483434,135076471,239873963,267965327,17328160,20712748,67993147,53499282,118253,3970512,43275195,26166680,1019469,4364667,17239950,14623313,238087,-496925,791834,492944,1195783,1592993,2869763,1306856,6.85,5.82,6.74,3.41,25567971,28350818,26576494,64029450
(주)고영테크놀러지,098460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917917,1536634,4837414,-6390010,32479,20917,9602,81807,5.03,4.67,5.76,2.86,904819,843228,4165585,4109414
(주)골드앤에스,035290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3458391,19819,-59438,4070647,95204,144235,514593,538828,2.94,4.28,8.09,4.79,804463,4069657,947564,1034072
(주)골드퍼시픽,038530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5393439,-413100,877441,7156715,1202016,211272,141861,0,21.69,13.74,14.83,0,853376,621095,637061,398056
(주)골프존뉴딘홀딩스,121440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112257,14476318,-6389229,,4,566,217,,,0,0,,5659072,6167262,8739778
(주)광림,014200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1647164,-607839,999126,-1131558,404564,523310,989377,1013591,6.85,6.28,6.92,5.54,17596381,17488305,17134170,16541777
(주)광명전기,017040,72777783,89089327,101899167,99663020,35770619,37111705,47136466,40809508,43072822,46810364,58468324,52667438,29704961,42278962,43430843,46995583,18876466,31198795,42924510,40291843,16287437,27577789,39030567,36715977,354860,225500,135300,545100,3950000,13347873,11580753,20187920,0,0,0,0,14880087,13412830,12884632,17062985,3644245,2108486,1220339,3624116,53901317,57890532,58974657,59371178,14030623,14571432,26024031,12589877,45605520,57312095,68264430,72144800,7302203,9698659,11331858,11857929,6444055,7591842,7961854,7993282,52923069,65945292,77349378,84159404,7317549,8633198,9084948,12014604,873494,1041356,1123094,4021322,4864997,808272,-354351,1220668,-715432,-3127176,-961063,4378357,588471,733126,1016695,1122844,6.04,7.72,7.07,6.75,18519317,27881776,27145927,27438988
(주)광무,029480,,64604051,,,,42815042,,,,50168452,,,,14435600,,,,35868100,,,,31603584,,,,0,,,,4101771,,,,6000000,,,,2272903,,,,7310019,,,,28735951,,,,30322017,,,,62684892,,,,7353410,,,,8610838,,,,73948574,,,,11263682,,,,2652844,,,,1510193,,,797648,-3084878,1639287,10271569,769668,454115,909491,1519436,10.31,5.46,9.38,6.43,4308492,3923903,3474573,3438916
