,구분,총자본증가율2016,유동자산증가율2016,매출액증가율2016,순이익증가율2016,영업이익증가율2016,매출액순이익률2016,매출액총이익률2016,자기자본순이익률2016,총자본순이익률2016,매출원가 대 매출액비율2016,매출채권회전률2016,재고자산회전률2016,총자본회전률2016,유형자산회전율2016,부채비율2016,유동비율2016,자기자본배율2016,당좌비율2016,비유동비율2016,순운전자본비율2016,현금비율2016,부채/자산2016,부채/매출액2016,부채/현금흐름2016,유동부채/부채2016,유동자산/자산2016,매출/현금흐름2016,차입금평균이자율2016,정상기업여부
11,(주)가람우즈,-60.2,-62.86,48.35,114.29,47.29,20.08,20.04,0.0,68.21,79.96,31.91,8.75,3.4,730.47,425.49,131.86,1781.59,131.86,63.2,21.26,116.51,0.8097019361338967,0.1356865528753497,186.3,0.8239791756682087,0.8797371836568021,25.28,11.81,1
12,(주)가야포징,7.65,56.3,31.93,0.0,0.0,-28.35,-14.47,0.0,-9.57,114.47,10.94,5.74,0.34,0.38,0.0,12.24,0.0,5.23,0.0,-87.81,0.06,1.0764182763761285,3.305355515269278,-4.3,0.9295789455655494,0.12252101575635733,-14.22,3.92,0
13,(주)가야호텔,-0.3,36.4,-15.44,0.0,0.0,-11.5,71.21,-10.87,-1.97,28.79,40.99,30.08,0.17,0.18,482.39,16.22,109.23,13.22,564.69,-15.69,8.2,0.8282937408664295,4.8281261317711,1.43,0.22612896473863878,0.030383926482988922,6.91,0.82,0
14,(주)가이아로지스,16.61,-21.69,-1.8,-39.57,-3.7,10.37,0.0,11.34,1.06,0.0,39.6,0.0,0.1,0.11,533.73,5.32,403.76,5.32,611.68,-61.89,4.24,0.8422046776842502,8.839653011130945,4.58,0.7761349793346514,0.034795150045506235,40.45,3.87,0
15,(주)강원심층수,-9.12,-33.37,9.85,0.0,0.0,-41.44,30.13,-101.37,-11.57,69.87,8.77,20.01,0.28,0.3,1591.83,8.52,5.42,6.39,1604.75,-55.28,0.87,0.940892242125781,3.2092049241298715,-2.99,0.6422563286004116,0.05146938764214412,-9.61,3.63,0
16,(주)거금솔라파크,-8.38,-23.16,-22.49,-90.2,-50.44,3.3,41.42,2.76,0.4,58.58,22.01,0.0,0.12,0.14,553.11,131.56,193.74,131.56,566.51,3.18,108.45,0.8468874726798316,6.689119355398421,8.39,0.11901203001023802,0.1326032775206803,56.13,4.77,0
17,(주)거제씨월드,-2.59,136.16,1.19,0.0,0.0,-66.25,0.0,0.0,-15.25,0.0,60.54,53.56,0.23,0.9,0.0,37.27,0.0,35.63,0.0,-17.69,31.27,1.6808548584043765,7.206587023418468,0.66,0.1677449867454376,0.10507339221595464,4.79,5.53,0
19,(주)건영산업,1.03,14.8,0.03,35.34,26.49,29.96,0.0,22.81,3.24,0.0,2.2,0.0,0.11,0.13,534.44,25.42,2978.12,25.42,513.89,-55.75,7.36,0.8423807382217285,7.818091581398654,2.33,0.8874078872561882,0.19001775049119363,18.19,3.17,0
20,(주)건우해양,-1.16,6.04,-4.09,25.15,0.4,14.68,76.97,16.32,1.37,23.03,6.32,0.0,0.09,0.1,992.86,13.04,107.66,13.04,1012.65,-48.93,1.1,0.9084968780422181,9.659878647043636,3.47,0.6194127610643548,0.0733927800006265,33.55,4.16,0
22,(주)검단아스콘,8.11,149.99,-23.28,-88.66,-88.98,1.3,17.94,11.68,0.51,82.06,29.22,13.94,0.39,0.45,2137.88,87.92,465.68,62.82,1876.69,-2.22,57.28,0.9553149149937551,2.527349762323329,7.73,0.19216249870802304,0.16139863618463324,19.53,0.25,0
23,(주)경기라이프,-6.94,-12.71,2.03,0.0,64.36,-20.24,31.1,0.0,-3.35,68.9,3135.83,0.0,0.17,0.0,0.0,58.28,0.0,58.28,0.0,-5.57,0.0,1.2152667507108577,7.077865079249915,2.04,0.10995951834163695,0.07788577378492474,14.47,7.75,0
24,(주)경남금속,5.85,30.25,26.98,0.0,-76.97,-2.31,2.28,-12.48,-2.8,97.72,8.07,4.85,1.21,2.24,389.31,119.52,221.66,55.36,247.31,8.08,5.17,0.7956303052283532,0.6753427255822966,-2.94,0.5200937632723561,0.49457477499598984,-1.98,4.16,0
25,(주)경덕디벨로퍼스,-0.3,46.31,-2.62,-28.83,-18.7,30.92,0.0,16.94,1.86,0.0,0.0,0.0,0.06,0.06,739.53,1.88,481.27,1.88,834.39,-31.98,1.84,0.8808857374319214,14.643143611812818,2.92,0.3700289722227873,0.006119884878804657,42.71,2.32,0
26,(주)경동라이프,-2.04,35.27,-2.81,0.0,-6.6,2.02,0.0,1.06,0.12,0.0,0.0,0.0,0.06,0.0,752.9,148.56,93.18,148.56,736.46,4.46,87.16,0.8827532430500938,14.448992676840778,1.27,0.10410496198373381,0.13652216607110887,18.28,4.21,0
27,(주)경복,140.26,223.58,-41.15,0.0,0.0,-28.29,32.42,0.0,-12.27,67.58,10.94,0.89,0.43,20.62,0.0,271.26,0.0,26.09,0.0,43.69,0.2,1.0345926690520357,3.36869399553611,-16.63,0.24660315946362038,0.6920693314886688,-56.03,5.86,0
28,(주)경일,-34.47,-66.07,-47.31,0.0,38.94,-3.37,15.61,-25.65,-3.21,84.39,6.49,934.86,0.95,2.04,453.79,26.63,311.97,26.63,439.77,-56.72,4.24,0.8194260108579496,0.6812354220196681,2.5,0.9434483673667553,0.20588779237049404,1.7,3.46,1
29,(주)경주버드파크,14.31,72.13,18.72,0.0,1628.37,3.91,0.0,8.88,1.04,0.0,30.68,0.0,0.27,0.55,355.47,5.15,314.99,5.15,444.25,-45.38,0.23,0.7804471140646969,3.1276941374228895,7.37,0.6130019614151164,0.024643277974251813,23.05,5.38,0
30,(주)경주신라컨트리클럽,2.18,91.5,-2.34,-24.47,-29.13,3.3,86.43,3.97,0.46,13.57,145.31,65.33,0.14,0.14,758.28,46.84,4423.68,44.14,825.46,-4.34,40.4,0.8834872384427905,6.43222345463954,2.62,0.09239816941395966,0.038239463611299554,16.86,0.14,0
31,(주)경주환경에너지,-1.96,29.56,-0.01,12.66,-4.82,10.17,22.65,12.26,2.6,77.35,0.0,0.0,0.26,58.08,339.61,195.53,99.68,195.53,338.18,11.27,9.79,0.7725256086482511,2.9915079593413987,12.32,0.1527453630023772,0.23072036187746675,36.85,3.36,0
32,(주)경진인터내셔날,-15.18,-15.18,0.0,0.0,0.0,-171.79,37.64,0.0,-5.54,62.36,0.79,0.04,0.03,769.41,0.0,73.87,0.0,7.83,0.0,-35.35,4.37,1.363387427552778,38.78405102109844,4.55,0.9923884869736537,0.9994622138276926,176.51,3.25,0
33,(주)계도실업,-0.81,3.89,7.42,21.54,1.65,55.63,0.0,76.83,7.66,0.0,0.0,0.0,0.14,0.23,621.74,17.08,4839.56,17.08,632.62,-59.95,1.59,0.8614457645061091,6.230774837725603,12.45,0.8392293430726507,0.12347845664554802,77.6,2.72,1
34,(주)고려로지텍,-4.1,-11.03,34.71,0.0,0.0,-7.13,4.12,-21.75,-2.95,95.88,9.78,0.0,0.41,0.44,710.43,10.33,286.09,10.33,765.91,-47.68,2.61,0.8766093126681125,2.0752192076952327,7.14,0.6066093808134869,0.05494457624215,14.82,1.55,0
35,(주)고원풍력발전,53.7,2195.92,0.0,0.0,0.0,52.96,36.68,23.43,1.89,63.32,3.36,2.47,0.04,0.04,1246.11,158.38,106.81,134.66,1131.81,5.87,92.71,0.925711951383099,31.47208889001055,0.23,0.10858662691556055,0.1592011870713627,7.1,2.02,0
37,(주)고창솔라파크,-9.85,18.36,-1.28,78.91,-2.93,6.53,0.0,0.0,1.73,0.0,24.08,0.0,0.27,0.28,0.0,37.08,0.0,37.08,0.0,-9.52,18.03,1.2013920416180275,4.290202479198142,11.59,0.12594453630445418,0.05610098522094703,49.74,11.3,0
38,(주)고텍스타일,-1.49,3.87,14.69,-14.01,-5.27,2.13,15.11,14.33,1.45,84.89,21.64,6.51,0.68,0.86,816.91,19.41,453.34,6.26,761.18,-70.53,0.2,0.8909379357016135,1.3009357114227613,0.34,0.9822558424880137,0.16984205972507954,0.44,3.27,1
39,(주)고현디앤씨,96.71,96.3,70.32,0.0,0.0,-4.78,5.78,0.0,-4.13,94.22,755.09,1.36,0.86,0.0,0.0,145.25,0.0,77.8,0.0,31.04,76.25,1.0275003392778017,1.5765885718171342,11.11,0.6677172154586204,0.996505012524626,17.52,7.57,1
40,(주)골드마인홀딩스,-0.81,144.83,-6.05,1860.65,4.01,7.05,0.0,14.52,0.61,0.0,0.0,0.0,0.09,0.09,2126.78,0.26,62.17,0.26,2222.09,-80.61,0.2,0.9550920786035979,11.081902115062908,1.43,0.8461577206866087,0.002103993383486888,15.84,2.49,0
41,(주)광일기공,-0.81,4.97,0.3,-10.46,-7.07,0.95,9.27,4.51,1.09,90.73,39.51,18.76,1.14,1.4,312.48,36.08,171.03,21.38,349.17,-27.19,7.84,0.757563534510087,0.6636693938188649,12.03,0.5614826900780053,0.15347922721192614,7.98,3.85,0
42,(주)광장비티엘교육,-2.64,27.52,-2.11,0.0,-6.27,-11.79,0.0,-10.63,-0.75,0.0,0.0,0.0,0.06,0.0,1376.25,169.55,52.04,169.55,1302.74,4.82,0.3,0.9322606793171391,14.446759596922018,6.0,0.074356905609518,0.11753029939864872,86.73,5.14,0
43,(주)교보케미칼,1.95,29.5,-6.38,-64.59,-26.12,0.66,18.88,1.7,0.38,81.12,7.06,4.12,0.58,0.76,272.22,110.01,122.67,38.87,274.77,2.38,2.13,0.7313395407746194,1.2663508951232068,0.69,0.32540172261917294,0.2617975166949684,0.87,4.76,1
44,(주)교하산업,1.8,8.06,-14.91,73.31,-59.08,2.2,12.7,12.0,1.63,87.3,7.2,38.34,0.74,1.16,601.8,60.85,613.92,59.34,467.33,-21.5,15.69,0.8575095987276536,1.1689823428111945,8.03,0.6402924159375456,0.33409336074496976,9.39,3.65,0
45,(주)구리자동차운전학원,44.94,45.27,46.94,0.14,19.04,1.95,9.48,0.0,2.45,90.52,3.32,3.84,1.25,1088.14,0.0,98.07,0.0,79.83,0.0,-1.97,21.73,1.0197537474851521,0.9623188880347537,18.47,0.9972940705990063,0.9973193105413207,17.77,9.13,1
46,(주)국제금속,-3.34,-3.06,30.57,0.0,0.0,-6.29,2.42,-13.86,-3.11,97.58,12.65,13.43,0.49,0.58,370.55,275.82,1135.93,168.61,423.34,6.4,44.49,0.7874831592843471,1.564025333905557,-0.54,0.04619599110612942,0.10033893073002353,-0.84,3.29,0
47,(주)국제에스엘,-0.58,12.49,-1.48,-0.58,-1.67,26.43,95.99,45.93,2.53,4.01,0.0,0.0,0.1,0.1,1371.09,1.21,410.72,1.21,1455.51,-86.41,0.4,0.9320229802992541,9.700788038041022,2.26,0.9385311988997904,0.01058674469695195,21.9,2.52,0
48,(주)굿맨프리미어파트너스,6.61,-13.53,-8.76,-51.11,-43.2,1.08,21.3,9.58,1.45,78.7,7.33,8.58,1.35,2.77,564.54,67.88,514.85,42.94,396.56,-19.08,15.22,0.8495198950450565,0.6516061945398166,1.38,0.6992999951603585,0.4032496789330386,0.9,2.68,0
49,(주)그레코스,-26.23,-35.73,-58.52,0.0,-67.7,-64.28,39.27,0.0,-18.6,60.73,1.3,0.98,0.29,55.58,0.0,29.55,0.0,19.86,0.0,-153.81,0.15,2.1927070698787183,6.4354183143732415,18.44,0.9957735891135476,0.6452935977982212,118.67,4.8,0
50,(주)그리심,2.57,-4.28,420.31,0.0,0.0,-0.74,18.4,0.0,-0.34,81.6,24.73,0.76,0.46,6.04,0.0,43.46,0.0,16.61,0.0,-110.11,0.0,1.9524646293417007,4.316602308735749,16.12,0.9974119541938036,0.8463338188890336,69.57,5.68,0
51,(주)그린데이타베이스,-0.52,26.47,-1.48,0.0,-23.38,-43.13,77.34,0.0,-3.89,22.66,14.05,0.0,0.09,0.09,0.0,8.85,0.0,8.85,0.0,-41.64,8.04,1.0556226553468324,11.670965378169267,4.64,0.43275959998798935,0.040409043096409206,54.17,5.93,0
52,(주)그린바이오매스,-12.89,-47.82,-30.06,0.0,0.0,-34.25,-12.27,-121.93,-9.94,112.27,14.17,23.64,0.29,0.37,2826.42,27.98,6.22,25.8,2471.48,-40.01,0.72,0.9658285197036447,3.0987852976928436,0.43,0.5751876712074993,0.15545931948923697,1.34,2.27,0
53,(주)그린통상,0.4,2.11,-13.6,-10.46,740.33,0.47,12.0,4.19,0.57,88.0,11.23,9.38,1.21,1.73,617.36,35.31,324.36,23.58,503.42,-54.65,10.18,0.8606003101032391,0.7140392645870695,8.21,0.9815565908707572,0.29823675654918763,5.86,3.86,0
54,(주)글로벌아이엔씨,-25.28,-59.29,-14.69,0.0,0.0,37.56,99.41,22.47,4.35,0.59,117.8,2.68,0.12,0.14,297.15,10.13,352.35,9.94,371.08,-58.22,7.72,0.7482061061749742,5.523368183687138,-0.25,0.8659053610076415,0.06565361817046417,-1.38,2.86,1
55,(주)금반석건설,5.49,14.2,42.03,-53.4,-10.54,2.53,31.57,2.66,0.45,68.43,6.22,0.29,0.18,0.65,496.68,178.32,471.45,19.23,164.38,31.82,2.92,0.8324055537177593,4.797595886624006,-12.2,0.48809772562592585,0.7245099372529957,-58.52,3.54,1
56,(주)금복,1.37,-11.05,1.44,1118.96,0.0,23.06,0.0,0.0,2.43,0.0,0.0,0.0,0.11,0.22,0.0,44.68,0.0,44.68,0.0,-44.09,0.9,1.122367896429419,10.712091889726105,-3.19,0.7101372884053335,0.3561455344530669,-34.13,5.32,0
57,(주)금송,2.39,33.72,-2.27,15.55,10.75,9.53,0.0,17.91,2.79,0.0,20.12,298.78,0.29,0.34,497.04,37.44,305.01,37.21,504.5,-25.9,6.42,0.8325071917861252,2.8815158039750566,4.6,0.4972896232477371,0.15499722740211916,13.24,1.42,0
58,(주)금호에이엠티,-0.99,41.61,-11.95,0.0,7.1,-13.53,13.32,0.0,-16.22,86.68,13.08,64.57,1.2,1.44,0.0,3.42,0.0,2.98,0.0,-434.44,0.63,4.5254365590485,3.754647196091113,-0.24,0.9940326228818219,0.1540261710662669,-0.91,5.68,0
59,(주)금호정밀,8.63,18.97,12.66,0.0,0.0,1.55,9.21,23.28,1.67,90.79,14.45,7.76,1.07,1.64,1200.73,51.74,103.79,25.85,944.64,-25.53,0.68,0.9231200305107031,0.8949287669250994,-0.16,0.5731569911680913,0.2737578569974246,-0.14,4.21,0
60,(주)기광정밀,6.14,9.71,51.34,78.39,-98.48,2.05,20.83,1.07,0.23,79.17,5.85,7.06,0.11,0.13,381.92,63.41,265.7,48.86,439.0,-5.14,15.61,0.7924956112117468,7.365061481196839,1.96,0.17720018502630108,0.08905161563475164,14.41,3.19,0
61,(주)기도스포츠,4.69,21.75,8.36,0.0,23.27,-1.24,15.14,-17.96,-1.15,84.86,15.1,3.97,0.93,28.33,2030.37,36.05,168.87,10.99,1406.37,-60.29,0.05,0.9530599032150197,1.0510047484026923,2.93,0.9892143841754292,0.33984644783282375,3.08,4.04,1
63,(주)기흥금속,-3.44,5.3,-7.79,0.0,0.0,-22.88,0.22,-89.69,-9.39,99.78,16.3,4.19,0.41,0.49,1601.63,21.88,28.89,5.52,1476.15,-47.3,0.16,0.9412329466572946,2.2532906592186905,-5.11,0.6432977146754847,0.1325086335218709,-11.51,1.78,0
64,(주)길산골프클럽,-0.26,221.61,4.32,-5.95,-21.17,11.0,97.99,5.49,0.89,2.01,0.0,484.34,0.08,0.08,498.36,2.74,7552.37,2.72,584.79,-80.52,2.55,0.8328772647533649,10.262855086136849,4.29,0.9939481165411735,0.022686501954434213,44.05,1.19,0
65,(주)꿈나무,-5.54,0.5,-3.32,0.0,0.0,-6.13,0.0,-9.26,-0.35,0.0,0.0,0.0,0.06,0.0,2563.86,147.14,57.18,147.14,2368.7,3.55,0.0,0.9624604780202873,16.172410399000075,5.35,0.0782395840956287,0.1107996068409275,86.46,0.0,0
66,(주)나경인터내셔날,-0.73,442.57,-40.33,0.0,0.0,-69.44,94.79,-109.93,-3.81,5.21,0.0,85.03,0.05,0.06,3677.59,3.07,18.52,2.93,3725.35,-43.68,2.47,0.9735281193604504,17.700867144187818,-3.24,0.4629129495810842,0.013828506460934828,-57.42,1.3,0
67,(주)나노텍세라믹스,-9.26,-5.0,-2.23,0.0,0.0,-4.7,22.26,-35.7,-4.42,77.74,17.92,5.59,0.94,1.8,835.37,183.18,67.03,66.59,665.35,13.11,29.25,0.8930900220691965,0.903108384894534,15.26,0.1764585279663071,0.2886743640539513,13.78,4.42,0
68,(주)나라계전,-1.88,-2.66,-89.42,0.0,0.0,-139.14,3.84,0.0,-6.64,96.16,0.0,0.62,0.05,0.48,0.0,64.04,0.0,58.47,0.0,-39.4,0.01,1.0957224953465294,22.748017142857144,12.81,1.0,0.7017340967275972,291.43,4.56,0
69,(주)나산산업,3.37,-3.41,-38.55,793.89,-23.42,4.49,9.63,36.4,5.46,90.37,5.44,15.02,1.22,2.57,472.8,84.34,218.88,73.99,326.97,-7.97,4.86,0.8254189228785598,0.6893175530067662,8.29,0.6164627242735335,0.4291776076670497,5.71,4.7,0
70,(주)나이스엘엠에스,85.78,76.45,81.28,2356.1,267.28,8.96,16.87,108.6,17.02,83.13,6.86,11.14,1.9,4.45,477.09,73.18,61.37,46.88,284.42,-18.59,8.02,0.8267168119108447,0.5659208452369915,8.54,0.838281049309108,0.5071492572887074,4.83,5.47,0
71,(주)나인스포렉스,-1.19,-47.91,5.66,-30.33,-15.7,6.79,0.0,10.48,0.73,0.0,1007.1,0.0,0.11,0.11,1257.47,0.5,59.12,0.5,1351.37,-88.5,0.45,0.9263333206642662,8.572866019614537,3.71,0.9602594154811206,0.004490831229956653,31.81,1.32,0
72,(주)나투젠,5.52,18.76,24.62,-66.62,-0.11,1.61,19.68,16.06,1.26,80.32,5.62,7.02,0.79,1.16,1107.29,49.55,351.49,33.39,811.9,-33.34,8.15,0.9171698368719943,1.1991091409638133,6.02,0.7206224969782387,0.32750276970101055,7.22,3.17,0
73,(주)나후사이언텍,-66.15,7.2,-35.17,0.0,0.0,-47.26,-28.27,0.0,-12.42,128.27,5.22,0.0,0.26,0.35,0.0,27.56,0.0,27.56,0.0,-102.0,0.31,1.4081396461603395,2.710680860177074,-1.32,1.0,0.38810688742737964,-3.57,6.79,1
74,(주)낙민건설,-99.49,-99.49,-96.71,0.0,0.0,-65.16,66.07,0.0,-6.2,33.93,0.0,5.89,0.1,3995.79,0.0,0.2,0.0,0.2,0.0,-50434.24,0.2,641.2593710318442,68.21197370129073,25.58,0.7880432037170901,0.9976472787040244,1744.59,7.09,0
75,(주)남강메디칼센터,-2.46,-25.45,-57.29,0.0,-78.9,-56.21,0.0,0.0,-2.48,0.0,0.0,0.0,0.04,0.05,0.0,3.2,0.0,3.2,0.0,-60.5,0.15,1.1201227411081063,25.109526041666665,-2.83,0.5579729970510445,0.019981210582621797,-71.18,4.16,0
76,(주)남영,-0.76,9.45,10.89,20.26,33.37,14.56,21.47,80.1,14.37,78.53,5.28,111.39,0.99,1.33,296.44,145.41,4618.07,139.58,308.0,6.97,10.58,0.7477528044471761,0.7544724473084411,22.56,0.20516536592635015,0.22307248946727792,17.02,1.97,1
77,(주)남우,24.68,28.33,730.57,0.0,0.0,1.05,30.66,2.3,0.4,69.34,599.49,0.67,0.38,3.04,526.46,230.91,2870.69,102.12,108.01,46.92,86.16,0.8403739499629495,2.4280359438077093,2.11,0.42647178625846716,0.8275810267606247,5.13,5.22,1
78,(주)남창,5.52,-12.31,11.7,267.67,49.28,1.3,12.06,12.16,2.85,87.94,8.77,6.67,2.19,26.83,312.39,125.93,2008.24,70.85,101.39,15.53,17.86,0.7575109347023473,0.3544427810778627,-0.27,0.7905635506485936,0.7541436012120831,-0.1,2.17,1
79,(주)남청,-0.74,1.1,-0.25,0.0,0.0,0.48,14.44,26.26,0.26,85.56,6.75,0.93,0.54,1.99,8322.78,78.37,33.42,12.01,2632.95,-18.98,0.57,0.9881274416542134,1.8286987962000638,-6.3,0.8877054547135014,0.6874016864815325,-11.53,3.49,0
80,(주)내추럴오투피아,-9.51,-30.39,-10.78,0.0,-24.82,-9.39,35.78,0.0,-1.47,64.22,8.95,0.0,0.16,0.17,0.0,48.61,0.0,48.61,0.0,-5.81,8.45,1.0595422873945337,6.414576087708401,7.02,0.10665631578964922,0.05493333402437793,45.01,6.03,0
82,(주)네오지텍,-2.04,-31.71,2.4,0.0,-70.18,-29.78,70.93,-6.77,-1.57,29.07,1.56,0.0,0.05,0.06,342.55,39.79,130.93,39.79,425.58,-5.8,0.0,0.7740343854372398,14.567091253142035,1.07,0.12450244970209993,0.03834289826674147,15.62,3.27,0
83,(주)네오코너스톤,-4.87,-77.41,6.6,0.0,-98.33,-10.27,0.0,-4.79,-0.79,0.0,62.4,0.0,0.08,0.08,506.08,0.38,507.37,0.38,604.22,-80.41,0.15,0.8350052668064645,10.58286092459438,3.46,0.9666180848528225,0.0030715372338641395,36.65,0.96,0
84,(주)네패스야하드,-5.61,117.08,-68.44,0.0,0.0,-17.86,7.48,0.0,-10.89,92.52,12.5,114.22,0.61,0.89,0.0,41.02,0.0,40.34,0.0,-63.85,17.73,1.4587781335008692,2.323874150886422,1.34,0.742166522595157,0.4441409346477926,3.12,5.57,0
85,(주)넷피아,10.94,82.36,-7.31,0.0,-98.48,-4.52,0.0,0.0,-5.23,0.0,9.46,0.0,1.16,101.5,0.0,14.12,0.0,14.12,0.0,-254.26,2.43,3.3582336113137408,3.057169403244063,3.89,0.8816516294790346,0.41814564092995427,11.88,5.54,0
86,(주)녹산,-7.09,-38.03,-12.03,0.0,0.0,-9.16,57.58,-21.66,-1.12,42.42,5.54,1.55,0.12,0.15,1996.82,43.27,1069.93,12.78,1846.54,-15.65,1.16,0.9523088398527376,7.530197505417336,4.89,0.2897039989447958,0.1193634950148686,36.8,0.04,0
87,(주)녹십초제약,-4.01,6.97,-13.01,-10.68,176.91,9.27,58.23,13.34,2.92,41.77,5.36,15.45,0.31,0.46,320.13,41.91,946.47,37.93,285.97,-44.26,29.72,0.761976427644161,2.3730720681089252,12.05,1.0,0.3193266392031961,28.58,0.0,0
88,(주)농심미분,-14.57,-3.8,9.31,0.0,0.0,5.12,31.41,0.0,3.86,68.59,5.7,12.56,0.75,1.13,0.0,57.08,0.0,44.56,0.0,-17.21,1.5,1.694725554449377,2.070580945725502,7.01,0.23656232370648506,0.22885008695915007,14.51,3.05,0
89,(주)뉴라이프건설,65.25,70.86,-64.19,-15.68,-14.69,1.85,24.58,7.83,1.01,75.42,77.84,0.59,0.55,155.52,830.2,617.34,173.9,17.59,20.78,81.93,4.69,0.8924962807245902,2.0367755251177626,4.25,0.17744235497835498,0.977655416752336,8.66,4.0,0
90,(주)뉴센트로빌,-15.58,-15.63,0.0,0.0,0.0,-2922.59,-945.76,0.0,-7.79,1045.76,0.0,0.03,0.0,0.7,0.0,24.06,0.0,21.87,0.0,-314.27,1.1,4.14132958055425,1422.7406158628137,3.77,0.9993299019901354,0.9958333294995855,5364.67,0.0,0
91,(주)뉴앤뉴,1.7,42.11,-2.71,-18.12,-17.02,17.87,0.0,68.56,4.52,0.0,22.01,0.0,0.25,0.28,1038.3,12.16,1363.74,12.16,1023.43,-72.89,10.15,0.9121495558484373,3.6340468029492268,8.19,0.9097408589856247,0.1009138733196108,29.76,4.1,0
92,(주)다남솔라,-14.25,-73.3,-14.24,0.0,-51.06,-24.05,18.43,-24.69,-2.97,81.57,11.51,0.0,0.12,0.13,776.04,33.19,61.48,33.19,848.21,-6.39,8.74,0.8858497466126709,6.62569018147482,5.29,0.10803371341083934,0.03176368410293473,35.03,5.53,0
93,(주)다모아,2.72,17.26,29.69,250.9,96.19,9.76,20.61,43.98,4.96,79.39,5.57,22.9,0.51,0.6,643.68,19.87,502.91,16.53,637.67,-57.47,1.98,0.8655344224550253,1.7266028097280561,4.53,0.8287253071729119,0.142557413538653,7.82,2.25,0
94,(주)다스코,-15.52,25.81,-8.91,0.0,0.0,-24.7,-9.57,0.0,-12.21,109.57,13.99,13.29,0.49,0.56,0.0,9.27,0.0,6.24,0.0,-114.01,1.39,1.4367612477015206,2.6609346537588143,2.22,0.8745914525271515,0.1164566455354761,5.91,4.26,0
