,구분,총자본증가율2018,유동자산증가율2018,매출액증가율2018,순이익증가율2018,영업이익증가율2018,매출액순이익률2018,매출액총이익률2018,자기자본순이익률2018,총자본순이익률2018,매출원가 대 매출액비율2018,매출채권회전률2018,재고자산회전률2018,총자본회전률2018,유형자산회전율2018,부채비율2018,유동비율2018,자기자본배율2018,당좌비율2018,비유동비율2018,순운전자본비율2018,현금비율2018,부채/자산2018,부채/매출액2018,부채/현금흐름2018,유동부채/부채2018,유동자산/자산2018,매출/현금흐름2018,차입금평균이자율2018,정상기업여부
0,(주)케이에스에스해운,-0.24,-34.89,14.17,-19.59,4.05,10.23,27.31,8.69,2.29,72.69,24.5,30.3,0.22,0.24,261.71,35.56,2149.76,29.24,344.39,-8.68,18.57,0.7237027529974152,3.2257883588543956,12.15,0.1865175651522389,0.049823534465152745,39.16,3.85,1
1,삼보산업(주),3.33,16.33,-20.52,0.0,0.0,-4.56,3.9,-49.05,-5.13,96.1,5.05,7.45,1.13,3.0,1200.14,52.89,825.22,33.02,759.33,-37.05,0.43,0.8455049531336607,0.8794563379562144,1.77,0.7813671488272397,0.48345748317613996,1.48,4.93,0
2,(주)88스테이,-12.85,-10.46,-60.63,0.0,0.0,-20836.48,0.0,0.0,-14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.0,-111.9,0.22,1.1595863515967761,1593.3476,-0.22,0.9702781113173297,0.006160041133410307,-346.64,0.0,0
3,(주)JBM,12.01,21.72,2.07,0.0,0.0,3.63,11.48,0.0,3.5,88.52,20.4,5.89,0.96,1.57,0.0,55.49,0.0,14.63,0.0,-20.78,2.41,1.0175490981270834,1.1155118361419245,-7.83,0.45873976929177956,0.2590338036886134,-8.74,3.6,1
4,(주)JW솔라파크,18.66,19.56,98.91,0.0,261.17,-1.16,36.46,0.0,-0.17,63.54,5.63,0.0,0.15,0.17,0.0,174.4,0.0,174.4,0.0,4.37,90.12,1.007617573889176,7.333613871954528,-0.67,0.05835156794063905,0.10254031738607848,-4.89,5.38,0
6,(주)가담종합건설,-40.75,-41.22,73.05,324.38,284.46,6.46,14.75,98.92,16.78,85.25,281.14,3.68,2.6,788.71,193.52,253.93,801.37,94.05,5.59,59.47,65.8,0.6593050959291746,0.1887459684816175,102.03,0.5859295332727447,0.980959393780674,19.26,13.91,1
7,(주)가야포징,-16.93,-62.22,-15.93,0.0,0.0,-99.18,-72.34,0.0,-27.9,172.34,9.64,5.92,0.28,0.31,0.0,4.16,0.0,2.26,0.0,-121.27,0.13,1.3022731837905368,4.20173156798874,-5.48,0.9716299237919759,0.05265822840977877,-23.02,5.05,0
8,(주)가야호텔,-1.19,19.66,-0.22,0.0,0.0,-15.37,0.0,-21.1,-3.97,0.0,68.81,34.36,0.26,0.27,490.13,69.72,104.76,59.45,559.16,-2.28,52.02,0.8305446335653383,3.193248991463021,-2.4,0.09060874962827589,0.05246651211079878,-7.68,1.75,0
9,(주)가이아로지스,-2.23,6.69,0.13,-10.2,-7.09,3.92,0.0,2.29,0.4,0.0,23.01,0.0,0.1,0.1,465.28,5.39,424.05,5.39,555.77,-29.49,2.53,0.823095789885419,8.066344394275632,4.08,0.37873596273854804,0.016810688353800743,32.95,3.65,0
10,(주)강원심층수,-0.56,24.56,0.11,0.0,0.0,-13.69,35.43,-114.42,-5.17,64.57,11.36,20.99,0.38,0.4,1301.8,7.27,5.74,5.11,1311.56,-82.1,0.35,0.9286631783935299,2.4525369020566394,5.55,0.953392004240503,0.06437519938232311,13.62,3.92,0
11,(주)강진항촌태양광,92.07,184.09,89.08,60.85,68.24,13.46,52.58,50.05,2.17,47.42,7.55,0.0,0.16,0.18,2323.85,64.5,214.41,64.5,2147.84,-6.27,1.84,0.9587433057952842,7.811466409741859,6.83,0.184131885878617,0.11387070809172364,53.34,6.52,0
12,(주)거금솔라파크,-18.24,-81.8,-6.28,-39.38,-24.16,11.44,48.03,8.24,1.74,51.97,18.13,0.0,0.15,0.17,308.99,35.35,245.15,35.35,394.59,-6.43,3.18,0.7554930453938605,4.464793944790966,12.7,0.13174105067741904,0.035187988317854045,56.72,5.52,0
13,(주)거제씨월드,-7.88,-7.51,-5.54,93.32,0.0,93.47,0.0,0.0,25.95,0.0,45.64,38.85,0.28,1.32,0.0,487.28,0.0,465.17,0.0,13.28,256.54,1.3339359843631433,4.608149138912964,6.96,0.02571375121523404,0.1671407866633728,32.07,0.0,0
14,(주)건영디앤씨,-6.85,-6.88,255.05,0.0,0.0,21.65,29.56,0.0,28.48,70.44,27.87,2.57,1.32,152.19,14998.21,99.86,80.33,64.81,156.94,-0.14,46.4,0.9933766975053819,0.7283304182181113,33.47,0.9975859891252615,0.9896053183866302,24.38,0.02,0
15,(주)건영산업,9.37,83.17,-47.07,3004.75,0.0,1000.16,0.0,124.06,42.41,0.0,1.36,0.0,0.04,0.05,88.63,63.15,14202.13,63.15,152.99,-11.02,2.42,0.46984767693378143,11.577130423908965,-0.01,0.636745126866134,0.18892349938114417,-0.06,3.87,1
16,(주)건우해양,0.2,16.48,8.73,85.15,29.83,21.29,80.74,22.68,2.03,19.26,6.88,0.0,0.1,0.11,902.22,19.52,117.99,19.52,896.77,-43.39,0.06,0.9002215066195263,9.429053361509357,2.73,0.598918633541873,0.10522150359925604,25.74,4.18,1
17,(주)경기라이프,-7.04,-8.37,14.98,0.0,67.78,-6.77,31.95,0.0,-1.34,68.05,937.5,0.0,0.2,0.0,0.0,38.09,0.0,38.09,0.0,-10.78,0.0,1.3087415961994713,6.392400352639587,3.27,0.13301676784517255,0.06630461860395595,20.88,6.39,0
18,(주)경남금속,10.28,11.03,17.91,108.68,85.54,2.34,5.55,15.42,4.21,94.45,10.1,6.23,1.8,3.76,230.11,115.65,328.08,49.0,162.81,6.86,3.99,0.697069179857455,0.4067360192594437,3.4,0.6286417794594806,0.5068024740997498,1.38,4.73,1
19,(주)경덕디벨로퍼스,2.43,120.31,-3.44,-26.92,-10.62,23.8,0.0,9.28,1.32,0.0,0.0,0.0,0.06,0.06,579.98,63.27,609.29,63.27,662.37,-1.5,62.84,0.8529364257560288,15.560287098194628,2.37,0.047987215362573804,0.025894478195909756,36.89,3.36,0
20,(주)경도이엔씨,-76.54,-76.55,-44.27,0.0,0.0,-5.51,8.5,-67.06,-4.3,91.5,2.62,1.3,0.78,759.36,790.65,206.95,106.3,20.91,1.71,51.58,17.85,0.88772296816875,0.4320144527530501,91.63,0.5432837128963995,0.9980817781808065,39.59,5.41,0
21,(주)경동라이프,-9.11,-17.97,1.34,-1.35,-6.28,2.54,0.0,1.28,0.17,0.0,0.0,0.0,0.07,0.0,614.97,174.25,95.63,174.25,618.42,5.75,82.97,0.8601341853408899,12.275938180669405,-0.6,0.09009809090356027,0.13503562197929408,-7.41,4.24,0
22,(주)경인이피에스,-0.16,-6.54,71.24,0.0,0.0,1.48,20.97,127.81,1.24,79.03,9.15,14.65,0.83,1.01,6208.31,27.18,22.73,17.35,5301.79,-42.74,0.03,0.9841479745497417,1.1817612740329158,16.26,0.5963774837037777,0.15955506273913406,19.22,4.08,0
23,(주)경주버드파크,-4.92,49.4,0.67,3.86,-8.3,6.33,0.0,23.75,1.92,0.0,8.77,0.0,0.3,0.73,976.16,11.26,100.06,11.26,1012.24,-46.81,0.71,0.9070767673138451,2.9118611561049774,10.13,0.5815854359803907,0.05939493648237425,29.51,4.91,0
24,(주)경주신라컨트리클럽,0.22,-51.12,-4.12,0.0,-38.88,-1.1,0.0,-1.28,-0.15,0.0,122.47,81.58,0.14,0.14,748.1,20.98,4437.71,18.56,835.48,-5.6,16.82,0.8820890330715294,6.3763454004022995,0.56,0.0803745880208868,0.014873997017075804,3.58,0.16,0
25,(주)경진인터내셔날,0.79,-5.52,-94.04,0.0,0.0,-139.02,35.66,0.0,-5.29,64.34,0.63,0.05,0.04,24000.0,0.0,63.76,0.0,8.06,0.0,-53.25,3.46,1.4855468263474265,39.200916666666664,16.65,0.9890153929223594,0.9367757339073944,652.77,2.33,0
26,(주)경한인더스트리,-0.95,8.21,0.0,0.0,0.0,-173.55,0.0,-24.99,-2.69,0.0,0.0,0.0,0.02,0.02,956.09,0.11,149.28,0.11,1055.08,-90.44,0.03,0.9053110143517437,58.09772998643148,-0.51,1.0,0.0009591199413284071,-29.9,3.98,0
27,(주)고려로지텍,-38.7,380.82,-34.72,0.0,0.43,107.29,15.83,109.23,36.23,84.17,21.25,0.0,0.34,0.41,48.23,376.27,916.13,376.27,90.95,28.37,374.92,0.3253684895756626,0.7324784927715753,-11.98,0.31565946787385374,0.386448950496916,-8.78,2.09,1
28,(주)고려주택건설,89.67,92.4,82.31,0.0,0.0,-8.14,23.71,0.0,-3.95,76.29,6.38,0.62,0.48,708.58,0.0,91.29,0.0,20.96,0.0,-9.54,1.45,1.094688778214621,2.9583037184475933,-25.37,1.0,0.9993046763628561,-75.05,11.63,0
29,(주)고려티티알,-3.45,-12.53,2.6,190.82,0.0,0.33,16.97,0.95,0.2,83.03,16.98,3.29,0.62,0.9,354.95,63.49,1807.57,19.56,328.12,-16.03,0.53,0.7801970073813775,1.2398095153991444,2.91,0.5628136626886866,0.27878992905844585,3.6,3.76,0
