,구분,총자본증가율2017,유동자산증가율2017,매출액증가율2017,순이익증가율2017,영업이익증가율2017,매출액순이익률2017,매출액총이익률2017,자기자본순이익률2017,총자본순이익률2017,매출원가 대 매출액비율2017,매출채권회전률2017,재고자산회전률2017,총자본회전률2017,유형자산회전율2017,부채비율2017,유동비율2017,자기자본배율2017,당좌비율2017,비유동비율2017,순운전자본비율2017,현금비율2017,부채/자산2017,부채/매출액2017,부채/현금흐름2017,유동부채/부채2017,유동자산/자산2017,매출/현금흐름2017,차입금평균이자율2017,정상기업여부
0,(주)HJ중공업,-15.54,-18.66,-9.91,0.0,75.76,-17.21,11.07,-40.75,-8.27,88.93,8.89,2.96,0.48,2.06,487.9,54.92,106.25,29.04,341.09,-34.46,4.24,0.862789318353894,1.4800131630778115,8.14,0.9173330886686356,0.4502772392791898,12.88,5.0,0
1,(주)STX,-17.09,-20.71,8.87,0.0,0.0,21.07,3.36,0.0,58.56,96.64,10.46,13.13,2.78,52.81,1063.93,77.07,93.47,54.31,381.35,-20.0,16.37,0.9321798381622266,0.32429133234065716,13.19,0.9470052069978222,0.7581739548906686,3.93,3.77,1
2,(주)골프존뉴딘홀딩스,-4.56,-25.52,-15.02,0.0,0.0,-92.68,97.1,-4.41,-3.97,2.9,12.94,0.0,0.04,0.25,11.7,125.76,2241.41,125.76,101.92,1.79,71.17,0.3378558973889668,1.1956961604916971,3.98,0.47234464055509395,0.15511946172059593,9.51,2.88,0
3,(주)국보,-9.9,-27.7,-4.0,0.0,0.0,-3.7,6.48,-18.89,-3.75,93.52,5.07,190.92,1.01,1.89,335.3,39.82,190.68,38.91,324.37,-38.51,2.05,0.7564007016770945,0.7082133833315941,-2.41,0.8266247706129349,0.2528931214435561,-1.74,5.19,0
4,(주)기가레인,17.76,60.73,27.67,0.0,0.0,-0.45,16.38,-0.55,-0.24,83.62,5.31,6.37,0.54,1.35,101.92,91.59,366.35,61.82,124.26,-3.53,8.3,0.5118101357225873,0.9283740425951237,-3.95,0.8345534954505648,0.39830270332297735,-3.99,3.64,1
5,(주)기산텔레콤,-5.44,-6.03,19.81,0.0,0.0,-7.05,20.66,-5.72,-4.55,79.34,6.7,4.81,0.65,82.88,25.72,419.1,486.21,305.63,43.13,50.02,178.49,0.5010892272374349,0.5537482637790614,5.3,0.7169900240616996,0.8319726387110296,1.64,3.93,0
6,(주)나노,3.14,31.33,62.04,0.0,0.0,-9.45,17.86,-8.83,-4.86,82.14,7.36,4.18,0.51,1.54,59.79,134.71,942.64,96.91,95.01,10.44,19.83,0.5096652660427423,0.6385672199424233,-1.58,0.8102742720080589,0.46762298284137865,-1.16,4.62,1
7,(주)나노엔텍,-5.01,6.9,11.06,0.0,0.0,-3.61,42.62,-2.94,-1.72,57.38,2.2,3.98,0.47,1.5,69.48,156.3,218.96,121.37,73.67,20.36,57.76,0.4399089391203604,0.7828313570920763,7.06,0.8824449688436482,0.534252975272821,5.93,3.99,1
8,(주)내츄럴엔도텍,-10.36,-25.4,40.92,0.0,0.0,-104.4,36.03,-20.97,-12.0,63.97,6.4,1.18,0.11,0.3,66.09,704.18,452.38,525.36,85.66,41.55,100.92,0.361371906293467,3.3514457709262926,-42.45,0.17632971016973478,0.49065798721377285,-138.97,9.41,0
9,(주)노블엠앤비,4.53,19.35,6.19,0.0,0.0,-51.45,-7.1,-53.45,-29.81,107.1,5.83,7.24,0.58,2.15,84.49,72.87,309.01,51.72,135.39,-9.91,8.38,0.4876540164579943,0.9554288911127442,-17.51,0.7501346560817732,0.25534202602309974,-14.15,10.43,0
10,(주)뉴인텍,-2.68,-6.45,0.55,0.0,0.0,-8.44,5.75,-21.95,-8.64,94.25,5.57,6.93,1.02,2.47,188.77,83.1,59.52,52.14,171.42,-8.26,5.11,0.6641333268000911,0.5796491550925564,-0.51,0.7615170884059629,0.47639031347968025,-0.32,5.14,0
11,(주)뉴프렉스,7.85,8.65,4.65,0.0,565.47,1.72,9.89,6.01,2.36,90.11,7.7,5.66,1.37,2.92,149.81,105.96,679.14,51.07,130.0,2.7,3.59,0.6089132031962007,0.4741354757745011,17.64,0.7409965976116438,0.47948000559802184,8.03,3.22,1
