,구분,총자본증가율2018,유동자산증가율2018,매출액증가율2018,순이익증가율2018,영업이익증가율2018,매출액순이익률2018,매출액총이익률2018,자기자본순이익률2018,총자본순이익률2018,매출원가 대 매출액비율2018,매출채권회전률2018,재고자산회전률2018,총자본회전률2018,유형자산회전율2018,부채비율2018,유동비율2018,자기자본배율2018,당좌비율2018,비유동비율2018,순운전자본비율2018,현금비율2018,부채/자산2018,부채/매출액2018,부채/현금흐름2018,유동부채/부채2018,유동자산/자산2018,매출/현금흐름2018,차입금평균이자율2018,정상기업여부
0,(주)HJ중공업,-27.89,-0.54,0.78,0.0,0.0,-55.03,11.41,0.0,-33.8,88.59,13.93,2.98,0.61,2.72,0.0,92.79,0.0,57.94,0.0,-4.5,15.34,1.2590652687644954,2.0271328353365305,9.88,0.6218098870186175,0.6295337318281253,15.73,5.73,1
1,(주)강원에너지,2.09,5.32,3.36,0.0,0.0,2.3,6.86,4.1,2.23,93.14,1.97,189.82,0.97,9.49,81.83,173.94,641.46,172.59,39.61,33.25,47.85,0.46503917243792076,0.5080226246637797,-18.17,0.9992295242900803,0.7518386375506928,-8.53,15.17,1
2,(주)갤럭시아에스엠,-31.91,-43.9,-40.33,0.0,0.0,-71.17,-9.45,-46.6,-38.1,109.45,4.09,0.0,0.54,73.41,24.41,222.68,194.54,222.68,70.98,23.66,120.97,0.20392447300993696,0.3073907999818498,-76.62,0.9836458851926394,0.42856602846794506,-22.75,0.0,0
3,(주)국순당,5.94,-16.68,-12.33,54.06,0.0,28.8,38.98,7.68,7.06,61.02,7.64,5.02,0.24,0.98,8.71,627.32,2279.05,519.07,77.78,23.92,205.79,0.09613453918452505,0.37302504459146596,95.61,0.5136641371952183,0.30553547023084154,32.18,0.0,0
4,(주)기산텔레콤,-23.2,-21.09,-15.91,0.0,0.0,-23.29,15.43,-17.91,-14.7,84.57,23.04,4.18,0.63,85.27,17.01,573.32,401.25,474.93,38.04,55.72,148.61,0.43679739288857405,0.4347449857842179,3.73,0.8169104315606859,0.8283437038668815,0.75,4.22,0
5,(주)나무가,5.63,10.18,17.89,0.0,0.0,5.18,5.48,31.04,13.62,94.52,5.49,808.05,2.63,46.42,102.54,155.71,2013.42,155.16,48.44,27.22,23.88,0.7017501253981924,0.26642771445438557,-29.11,0.8817429736013298,0.5623049358528666,-5.76,3.92,1
6,(주)내츄럴엔도텍,-23.19,-35.89,-3.75,0.0,0.0,-185.62,-12.7,-41.25,-24.57,112.7,8.68,1.24,0.13,0.3,70.39,102.62,331.58,80.93,101.51,1.03,30.79,0.40347052482536655,2.7640752021479416,-26.65,0.9554308126242166,0.3963036960178753,-72.28,9.36,0
7,(주)넵튠,17.21,105.36,-7.48,0.0,0.0,-485.3,0.0,-36.65,-27.86,0.0,6.21,0.0,0.06,19.09,50.67,65.42,768.3,65.42,125.69,-8.76,5.29,0.4691171800050949,3.3454633021028717,-5.47,0.7329281136807964,0.1091942688619979,-34.6,0.44,0
8,(주)노블엠앤비,-8.93,0.32,5.88,0.0,0.0,-71.93,-6.81,-102.78,-45.18,106.81,6.76,8.97,0.63,2.68,205.69,52.87,115.5,41.67,216.06,-26.14,3.19,0.6634422885018461,1.1363324438650269,-6.97,0.8320862592630013,0.21252461983773213,-7.11,12.94,0
9,(주)뉴인텍,-3.95,-17.16,2.53,0.0,0.0,-8.69,5.3,-27.05,-9.43,94.7,6.7,7.48,1.09,2.47,185.11,71.29,52.55,43.14,185.18,-14.12,3.53,0.6629828627063814,0.5622395363396359,6.69,0.7730208021238132,0.47015058373202856,3.92,5.7,0
10,(주)대창솔루션,13.17,98.94,4.07,0.0,0.0,-33.96,-13.02,-22.27,-9.16,113.02,5.22,3.09,0.27,0.37,173.47,83.42,427.1,58.96,195.14,-5.69,8.54,0.6662987707710443,1.9511317076624302,-8.31,0.6229781330686851,0.27659965448259477,-20.74,4.82,0
11,(주)더 미동,-30.05,-4.36,-30.47,0.0,3.44,-76.22,4.27,-34.23,-32.74,95.73,7.08,52.29,0.43,298.57,3.95,1448.16,522.94,1416.21,46.76,51.22,826.33,0.05405421001077622,0.09366117064143692,144.64,1.0,0.8139127080578348,10.53,0.0,0
12,(주)더블유아이,87.86,140.64,-59.45,0.0,0.0,-366.6,-2.58,-51.03,-38.69,102.58,4.55,0.0,0.11,0.79,43.08,177.48,508.67,177.48,74.91,20.8,131.44,0.4684734638393674,2.2644996087236318,-23.32,0.8086624416783336,0.7091407436780958,-86.86,13.63,0
13,(주)드림어스컴퍼니,51.47,94.04,76.45,0.0,0.0,-20.44,23.93,-15.53,-13.25,76.07,7.29,7.6,0.65,77.38,20.81,390.71,596.13,345.73,40.97,49.17,243.73,0.2182122139947784,0.3236848061425937,10.73,0.9403070539833842,0.7336381617625346,3.43,8.58,0
14,(주)레고켐바이오사이언스,43.01,104.3,9.62,0.0,0.0,-108.8,32.93,-31.36,-24.08,67.07,1.44,25.45,0.22,7.22,15.18,911.38,1761.26,904.19,30.6,65.37,100.28,0.1347033902358297,0.6494199237394228,-56.01,0.6067568330155376,0.7673736754094652,-39.26,1.4,0
15,(주)마이크로컨텍솔루션,-12.39,-18.33,-2.74,0.0,0.0,-17.88,5.24,-12.82,-11.5,94.76,7.91,8.1,0.64,1.92,11.9,697.56,768.21,583.39,58.4,40.96,99.49,0.10805650359447949,0.1506946523938622,29.55,0.6283413182115423,0.471131499357165,4.56,2.43,0
16,(주)매직마이크로,68.11,95.89,3.26,0.0,0.0,-14.4,8.18,-16.04,-8.6,91.82,3.28,8.85,0.6,2.9,87.96,100.79,1253.72,86.86,102.7,0.36,1.41,0.4786862588706569,0.8348772877977295,-9.97,0.9221853136824206,0.2632455236891719,-9.8,9.12,1
17,(주)메지온,0.51,0.07,241.71,0.0,0.0,-87.62,16.96,-29.7,-24.1,83.04,11.07,7.75,0.28,21.58,16.98,643.23,1376.37,619.76,7.75,78.86,248.13,0.23635057520076255,0.929422030124427,-59.95,1.0,0.9328423624768342,-31.72,13.03,0
18,(주)메타랩스,102.94,6.79,-31.92,0.0,0.0,-62.79,20.14,-23.3,-16.52,79.86,8.16,3.9,0.26,2.48,36.21,108.81,310.98,102.87,97.55,2.3,56.95,0.3161279548935084,0.7147123636631825,-39.79,0.8614813573960751,0.38965402750910105,-53.87,13.46,0
19,(주)멕아이씨에스,-5.29,-13.24,-9.44,0.0,0.0,-36.43,35.75,-37.04,-12.19,64.25,3.64,3.11,0.33,0.66,262.51,131.89,230.69,85.43,250.41,7.48,18.83,0.7757102250930957,2.172087766510531,-1.91,0.4093447267658256,0.3370808953311683,-4.01,6.74,0
20,(주)미래아이앤지,-16.19,-12.47,-19.66,0.0,0.0,-166.25,23.82,-17.76,-16.98,76.18,7.28,36.55,0.1,1.03,4.41,1565.59,106.58,1564.04,63.42,36.75,1259.5,0.04232840856966928,0.37807953807433126,-83.18,0.5933350322402468,0.4032784206270927,-31.4,0.0,0
21,(주)바른손,-4.88,-55.72,149.5,0.0,0.0,-64.61,19.29,-15.3,-14.29,80.71,82.34,40.4,0.22,4.31,7.36,458.93,257.93,439.46,85.24,16.11,392.92,0.2620320649788323,1.1342574482837127,-80.9,0.8605724832514801,0.23332595974912346,-24.44,5.95,0
22,(주)바이넥스,13.82,16.0,33.31,0.0,0.0,6.07,46.37,4.51,3.58,53.63,6.53,8.99,0.59,1.16,25.51,143.74,942.58,110.14,89.66,8.69,35.14,0.20036673767551072,0.3667168583289224,29.82,0.9776538147500574,0.31121517360222684,10.93,8.15,1
23,(주)바이오니아,18.1,10.7,-2.8,0.0,0.0,-44.54,51.3,-29.42,-15.42,48.7,3.21,2.75,0.35,0.92,77.2,134.43,344.26,100.47,99.2,11.27,13.26,0.4486864300846138,1.3194793001660532,-20.52,0.763071159183704,0.44019485442127443,-27.98,3.99,0
24,(주)베노홀딩스,22.78,15.49,-20.35,0.0,0.0,-110.8,0.0,-141.65,-76.22,0.0,6.62,0.0,0.69,151.43,227.63,102.98,161.96,102.98,96.04,2.05,64.2,0.7181496051649465,1.1792593318005862,-66.53,0.9867693202361538,0.7313813065327607,-74.07,19.84,0
25,(주)블루베리엔에프티,124.55,295.19,8.2,0.0,0.0,-55.76,17.27,-28.7,-19.93,82.73,4.19,3.3,0.36,4.47,71.5,214.31,530.7,196.95,22.05,46.48,150.25,0.43264523659937343,1.4440569137262942,0.17,0.9751218221521767,0.9228436460858447,0.28,30.1,0
26,(주)비덴트,73.31,72.64,25.47,-4.49,0.0,328.72,39.44,34.16,29.34,60.56,4.58,1.82,0.09,2.4,16.14,711.69,1917.02,594.36,91.5,18.23,205.66,0.14033684304703437,1.842364854814055,-8.83,0.20850203713545956,0.21604400462148637,-17.44,9.48,1
27,(주)비비안,-6.91,-4.5,-1.11,0.0,0.0,-3.67,61.39,-6.36,-5.08,38.61,12.38,4.64,1.38,5.78,27.42,245.09,1459.76,78.12,68.73,27.27,0.37,0.2588038510783908,0.17279208967317813,5.17,0.8862503383460056,0.5612940590392597,0.78,174.21,0
28,(주)비엔지티,65.44,121.21,-32.04,0.0,0.0,-39.21,11.95,-18.33,-10.01,88.05,1.61,19.87,0.26,0.82,142.07,95.66,262.11,94.01,112.02,-2.43,60.46,0.6470016163699475,0.6790496866376409,-15.13,0.954971038181226,0.5972455177411766,-43.35,7.96,0
29,(주)상보,-27.31,-32.51,-3.48,0.0,0.0,-42.88,17.71,-65.78,-22.13,82.29,3.03,4.45,0.52,1.74,258.82,67.64,208.16,55.42,196.31,-21.67,17.65,0.8320054585912143,0.7713320983968266,-4.7,0.9399609677679702,0.6497609327936341,-5.53,8.24,1
30,(주)상지카일룸,207.13,369.48,274.43,0.0,0.0,32.39,24.07,27.92,12.17,75.93,3.25,1.7,0.38,115.81,176.6,125.73,244.51,77.82,63.82,15.74,9.83,0.6511196467258056,2.6789585496727564,-32.54,0.9599735933252971,0.7942730295009645,-83.43,10.3,1
31,(주)서울리거,66.11,126.85,18.0,0.0,0.0,-16.08,17.01,-6.32,-5.33,82.99,3.46,12.59,0.33,6.38,29.55,372.78,392.48,363.36,23.23,60.05,39.94,0.23819865707236731,0.8543644510739414,0.75,0.9661914586344825,0.8006418528689693,0.64,4.96,0
32,(주)성안,3.07,23.74,42.41,0.0,0.0,-8.06,4.31,-5.44,-3.14,95.69,3.25,3.16,0.39,1.29,80.99,112.98,316.01,72.76,124.49,3.59,1.79,0.6905368195573052,0.9612521210328084,-14.7,0.7329917743635793,0.5254992576122821,-17.14,3.17,0
33,(주)세동,6.87,18.62,20.13,0.0,0.0,-5.05,7.4,-40.89,-6.35,92.6,10.43,21.95,1.26,2.17,607.02,41.0,142.91,33.48,500.22,-42.09,1.52,0.825393221052564,0.7297431125516083,5.07,0.8122746043835367,0.3113272024026649,3.57,4.92,0
34,(주)세진티에스,-6.08,-15.09,-19.55,0.0,0.0,-24.81,1.49,-6.71,-6.47,98.51,6.64,60.75,0.26,1.03,3.9,1403.84,932.03,1394.83,49.09,48.99,43.03,0.05641647982790975,0.11240612126615329,16.57,1.0,0.6141025363029572,2.31,0.0,0
