,Ç×¸ñ
2488,12918
2489,70226
2490,92416
2491,86372
2492,30660
2493,65866
2494,12919
2495,90626
2496,12920
2497,59714
2498,76300
2499,41244
2500,29533
2501,65368
2502,44020
2503,61365
2504,12926
2505,46464
2506,85899
2507,57055
2508,58174
2509,57056
2510,84949
2511,57141
2512,92177
2513,89155
2514,72930
2515,63266
2516,52154
2517,48610
2518,51193
2519,12932
2520,80092
2521,73461
2522,12933
2523,73173
2524,50439
2525,57856
2526,76689
2527,64147
2528,29757
2529,49097
2530,64030
2531,70141
2532,77809
2533,42009
2534,43196
2535,59464
2536,20643
2537,51787
2538,57858
2539,61498
2540,59239
2541,53001
2542,12940
2543,64212
2544,12941
2545,39135
2546,66724
2547,20391
2548,12944
2549,49195
2550,12946
2551,42987
2552,12947
2553,49324
2554,21846
2555,58986
2556,87745
2557,12950
2558,53003
2559,63220
2560,92121
2561,90002
2562,12952
2563,39488
2564,12957
2565,12961
2566,12964
2567,68752
2568,29577
2569,72810
2570,70225
2571,67110
2572,70771
2573,12970
2574,66028
2575,12971
2576,88920
2577,12972
2578,47112
2579,85878
2580,51561
2581,76285
2582,56351
2583,47891
2584,12974
2585,83319
2586,52034
2587,65744
2588,78172
2589,44616
2590,67424
2591,67218
2592,86874
2593,41463
2594,46480
2595,80786
2596,70002
2597,39308
2598,21864
2599,12979
2600,85112
2601,12982
2602,40643
2603,59367
2604,46463
2605,41653
2606,67137
2607,90538
2608,12985
2609,41632
2610,67926
2611,69833
2612,60753
2613,12987
2614,67001
2615,51248
2616,78361
2617,41465
2618,12993
2619,77217
2620,43631
2621,81584
2622,83177
2623,62414
2624,70703
2625,87651
2626,67448
2627,46065
2628,82035
2629,87358
2630,89624
2631,72566
2632,64639
2633,69344
2634,89557
2635,21896
2636,81019
2637,64239
2638,28684
2639,65997
2640,81548
2641,83027
2642,91284
2643,57325
2644,88727
2645,74257
2646,12999
2647,13000
2648,86352
2649,10567
2650,67198
2651,73713
2652,81640
2653,80253
2654,59906
2655,73577
2656,64889
2657,13014
2658,53923
2659,13015
2660,13017
2661,29711
2662,89736
2663,13018
2664,59729
2665,58949
2666,73624
2667,91078
2668,70493
2669,90516
2670,21919
2671,72901
2672,74236
2673,58237
2674,45116
2675,40821
2676,61119
2677,78736
2678,51939
2679,13022
2680,13007
2681,64102
2682,46626
2683,39040
2684,40107
2685,13023
2686,13024
2687,88686
2688,53897
2689,46118
2690,30155
2691,28588
2692,72605
2693,66810
2694,58702
2695,83215
2696,51896
2697,51899
2698,72504
2699,51898
2700,29500
2701,79410
2702,63335
2703,69836
2704,13030
2705,20458
2706,70396
2707,74821
2708,77460
2709,47836
2710,85455
2711,39410
2712,82612
2713,78823
2714,88894
2715,86770
2716,87845
2717,66448
2718,87704
2719,82871
2720,51822
2721,71130
2722,90288
2723,87053
2724,69860
2725,40825
2726,83178
2727,71160
2728,76426
2729,87981
2730,66246
2731,86515
2732,77382
2733,61174
2734,81970
2735,67153
2736,66716
2737,87963
2738,69998
2739,49342
2740,78413
2741,13040
2742,63051
2743,40638
2744,13042
2745,59320
2746,51320
2747,49727
2748,67214
2749,85910
2750,45084
2751,77285
2752,70742
2753,43848
2754,49584
2755,28529
2756,48394
2757,29235
2758,78391
2759,86099
2760,66785
2761,41254
2762,48404
2763,13050
2764,40759
2765,74460
2766,58126
2767,63236
2768,76902
2769,64816
2770,76907
2771,74041
2772,13051
2773,52400
2774,48710
2775,41593
2776,43401
2777,13057
2778,29393
2779,52043
2780,13059
2781,49104
2782,44327
2783,82899
2784,59855
2785,82006
2786,21971
2787,13060
2788,66751
2789,13061
2790,59818
2791,66510
2792,85801
2793,13064
2794,69577
2795,67208
2796,91435
2797,46287
2798,39209
2799,53493
2800,13071
2801,40953
2802,82499
2803,88544
2804,13073
2805,49260
2806,77785
2807,38998
2808,47077
2809,13076
2810,63941
2811,51181
2812,85879
2813,21982
2814,78473
2815,63687
2816,52594
2817,87454
2818,56991
2819,80352
2820,54325
2821,13082
2822,13085
2823,57980
2824,75821
2825,38692
2826,44097
2827,46682
2828,91445
2829,40252
2830,41330
2831,13089
2832,86293
2833,64617
2834,13091
2835,57984
2836,76548
2837,60778
2838,13093
2839,41322
2840,38720
2841,56881
2842,57228
2843,64777
2844,43540
2845,50302
2846,58748
2847,43051
2848,59571
2849,66444
2850,67700
2851,67494
2852,59395
2853,64583
2854,92185
2855,41666
2856,78942
2857,66532
2858,57274
2859,89762
2860,13102
2861,63720
2862,77235
2863,63418
2864,67361
2865,71202
2866,17497
2867,13105
2868,13104
2869,51599
2870,69021
2871,68137
2872,76987
2873,38824
2874,64949
2875,63233
2876,86862
2877,29668
2878,65926
2879,80334
2880,86259
2881,13110
2882,56790
2883,86727
2884,71177
2885,45978
2886,69910
2887,59068
2888,40698
2889,59381
2890,91148
2891,13113
2892,67024
2893,46571
2894,42123
2895,43795
2896,88911
2897,13116
2898,78384
2899,13117
2900,77093
2901,82942
2902,42173
2903,67510
2904,17503
2905,13118
2906,47696
2907,60530
2908,59416
2909,40646
2910,65208
2911,68102
2912,82343
2913,10185
2914,91553
2915,74433
2916,60713
2917,76674
2918,40827
2919,82583
2920,73479
2921,10658
2922,41620
2923,67293
2924,86505
2925,72416
2926,51380
2927,66784
2928,13139
2929,53984
2930,62460
2931,67466
2932,52366
2933,13140
2934,72426
2935,66467
2936,13142
2937,70912
2938,73615
2939,69123
2940,13146
2941,45890
2942,13148
2943,44775
2944,10002
2945,57283
2946,44353
2947,67186
2948,60898
2949,83017
2950,13154
2951,73506
2952,57209
2953,76695
2954,89583
2955,13155
2956,42052
2957,80973
2958,60653
2959,88055
2960,56676
2961,51223
2962,45230
2963,13157
2964,70767
2965,13159
2966,74137
2967,91504
2968,85160
2969,30634
2970,72498
2971,58378
2972,13160
2973,56779
2974,46197
2975,50652
2976,84789
2977,47374
2978,91986
2979,87429
2980,61742
2981,77555
2982,29297
2983,64817
2984,70628
2985,91910
2986,90786
2987,49099
2988,90650
2989,56359
2990,47988
2991,43257
2992,13173
2993,62217
2994,28293
2995,54873
2996,89187
2997,52299
2998,46495
2999,73251
3000,75943
3001,84738
3002,67680
3003,76918
3004,64901
3005,70757
3006,76376
3007,63278
3008,81494
3009,63455
3010,87931
3011,64961
3012,51449
3013,22077
3014,73215
3015,13177
3016,67813
3017,38711
3018,64807
3019,69436
3020,87153
3021,30119
3022,13181
3023,61623
3024,84772
3025,76441
3026,70847
3027,41270
3028,91615
3029,41800
3030,42757
3031,77070
3032,71134
3033,58269
3034,13185
3035,13186
3036,81271
3037,13188
3038,39497
3039,91940
3040,53104
3041,10385
3042,86421
3043,86241
3044,60426
3045,59461
3046,65307
3047,30599
3048,61074
3049,51903
3050,74131
3051,91342
3052,53883
3053,90557
3054,57194
3055,15636
3056,46122
3057,68922
3058,63704
3059,59035
3060,76773
3061,68807
3062,46580
3063,41995
3064,87586
3065,73864
3066,63512
3067,43157
3068,85653
3069,10037
3070,71286
3071,63830
3072,69517
3073,66677
3074,64382
3075,13196
3076,13197
3077,58042
3078,53402
3079,64251
3080,67716
3081,22107
3082,46857
3083,22111
3084,44109
3085,43213
3086,46852
3087,63284
3088,63289
3089,40332
3090,70709
3091,85367
3092,47161
3093,73370
3094,58706
3095,39134
3096,89239
3097,86248
3098,75995
3099,88140
3100,74659
3101,22122
3102,47827
3103,82672
3104,67488
3105,65049
3106,13207
3107,81308
3108,67158
3109,71014
3110,83020
3111,78884
3112,85938
3113,74015
3114,42553
3115,89619
3116,82896
3117,88014
3118,76561
3119,29884
3120,30222
3121,39235
3122,13217
3123,58123
3124,26261
3125,70415
3126,64431
3127,58710
3128,69618
3129,77757
3130,68017
3131,13218
3132,13219
3133,29681
3134,51797
3135,64984
3136,13223
3137,46789
3138,22161
3139,77552
3140,48606
3141,13225
3142,39137
3143,45290
3144,88178
3145,87913
3146,57112
3147,82327
3148,40606
3149,53991
3150,78418
3151,86479
3152,13228
3153,58831
3154,78741
3155,74098
3156,91341
3157,62265
3158,77749
3159,22174
3160,43455
3161,69400
3162,41205
3163,87038
3164,45822
3165,77256
3166,73072
3167,51601
3168,66342
3169,77263
3170,29807
3171,13234
3172,52126
3173,63939
3174,64545
3175,13236
3176,85299
3177,56924
3178,22181
3179,74260
3180,80269
3181,69835
3182,41129
3183,64989
3184,66692
3185,69566
3186,70535
3187,91858
3188,63141
3189,13244
3190,44991
3191,45657
3192,60830
3193,78951
3194,45297
3195,10536
3196,45015
3197,59009
3198,41724
3199,45436
3200,58603
3201,87239
3202,63174
3203,13249
3204,13250
3205,13251
3206,91482
3207,76299
3208,58810
3209,69854
3210,66423
3211,69674
3212,29656
3213,58405
3214,56764
3215,72828
3216,41040
3217,62398
3218,51913
3219,51330
3220,61210
3221,64142
3222,13262
3223,64447
3224,53077
3225,70207
3226,49216
3227,13265
3228,60518
3229,74780
3230,44023
3231,13267
3232,47105
3233,66338
3234,59943
3235,81282
3236,54372
3237,67324
3238,13274
3239,13275
3240,70710
3241,13281
3242,13282
3243,44790
3244,53100
3245,77131
3246,80948
3247,91711
3248,89234
3249,13288
3250,91484
3251,29727
3252,76365
3253,41605
3254,72862
3255,77360
3256,41606
3257,42502
3258,61331
3259,90010
3260,88983
3261,67181
3262,47920
3263,57779
3264,57346
3265,63614
3266,69098
3267,70913
3268,65842
3269,13297
3270,53529
3271,57966
3272,66244
3273,51231
3274,56483
3275,58295
3276,64015
3277,85007
3278,57862
3279,63415
3280,69513
3281,61537
3282,80601
3283,83306
3284,61957
3285,82092
3286,56632
3287,77727
3288,56713
3289,78791
3290,77527
3291,77439
3292,68762
3293,66268
3294,60929
3295,51093
3296,51930
3297,63113
3298,58788
3299,78386
3300,69265
3301,66065
3302,61607
3303,41847
3304,69190
3305,77306
3306,47858
3307,86103
3308,51379
3309,89000
3310,86541
3311,62847
3312,65837
3313,65122
3314,76580
3315,63908
3316,66914
3317,82534
3318,57901
3319,81333
3320,49707
3321,78691
3322,50218
3323,23380
3324,29899
3325,69429
3326,13317
3327,59040
3328,52779
3329,89082
3330,67557
3331,45305
3332,81808
3333,73384
3334,29516
3335,62088
3336,57803
3337,48155
3338,84756
3339,60504
3340,88796
3341,80475
3342,62940
3343,74734
3344,76894
3345,83416
3346,61156
3347,85889
3348,13321
3349,29804
3350,13322
3351,61956
3352,58850
3353,58562
3354,84878
3355,42457
3356,13327
3357,84891
3358,56211
3359,58415
3360,14863
3361,45030
3362,49658
3363,43361
3364,90467
3365,70257
3366,88871
3367,67082
3368,30019
3369,10569
3370,13337
3371,88783
3372,13339
3373,87473
3374,49812
3375,77468
3376,13341
3377,13342
3378,69671
3379,39617
3380,52445
3381,73813
3382,44001
3383,46648
3384,83762
3385,46833
3386,73012
3387,42323
3388,83074
3389,51279
3390,41871
3391,85516
3392,45735
3393,89704
3394,45721
3395,13346
3396,56739
3397,89307
3398,81894
3399,53972
3400,22279
3401,13348
3402,13349
3403,82078
3404,80074
3405,13354
3406,13351
3407,13352
3408,41633
3409,29707
3410,39100
3411,81951
3412,22296
3413,14217
3414,70215
3415,66880
3416,51271
3417,53068
3418,10067
3419,10200
3420,42963
3421,60973
3422,13360
3423,45814
3424,51336
3425,66157
3426,13367
3427,81555
3428,22313
3429,68000
3430,51147
3431,58844
3432,13370
3433,13371
3434,78743
3435,58195
3436,44436
3437,19974
3438,43977
3439,13374
3440,13375
3441,89331
3442,58296
3443,10201
3444,13381
3445,45542
3446,74378
3447,13383
3448,92648
3449,13384
3450,89327
3451,13385
3452,13386
3453,13387
3454,13389
3455,76733
3456,22336
3457,89397
3458,67632
3459,69078
3460,47765
3461,73682
3462,63333
3463,48715
3464,82144
3465,90743
3466,13394
3467,47329
3468,13395
3469,72511
3470,66906
3471,22343
3472,13400
3473,13401
3474,45570
3475,73522
3476,72277
3477,78114
3478,62320
3479,49678
3480,13409
3481,51942
3482,69931
3483,86037
3484,61409
3485,81827
3486,74461
3487,86436
3488,87938
3489,77160
3490,66077
3491,90071
3492,69299
3493,52468
3494,54354
3495,78878
3496,67845
3497,65711
3498,62834
3499,84883
3500,29088
3501,61705
3502,80646
3503,56497
3504,73626
3505,17518
3506,70022
3507,63013
3508,13716
3509,40533
3510,60604
3511,90819
3512,62766
3513,74783
3514,43845
3515,59255
3516,40994
3517,13427
3518,89436
3519,91511
3520,89794
3521,80457
3522,13741
3523,52258
3524,66131
3525,30477
3526,67519
3527,45135
3528,67212
3529,73661
3530,87039
3531,61614
3532,71097
3533,73633
3534,69552
3535,45316
3536,69558
3537,78705
3538,64210
3539,64202
3540,13437
3541,70526
3542,81143
3543,70580
3544,87502
3545,72632
3546,81706
3547,58791
3548,81233
3549,58213
3550,63924
3551,63002
3552,90193
3553,81782
3554,60883
3555,85408
3556,91115
3557,42982
3558,91235
3559,50763
3560,51258
3561,76039
3562,78116
3563,24544
3564,13452
3565,13453
3566,62273
3567,60982
3568,85740
3569,92449
3570,77145
3571,50878
3572,83255
3573,69073
3574,90643
3575,91743
3576,60464
3577,85647
3578,76622
3579,73536
3580,46171
3581,70839
3582,54486
3583,63783
3584,85194
3585,78331
3586,76089
3587,90348
3588,63596
3589,85642
3590,13455
3591,62382
3592,30166
3593,69269
3594,75978
3595,65973
3596,89958
3597,76944
3598,66414
3599,72396
3600,67267
3601,77942
3602,83252
3603,85235
3604,88181
3605,91532
3606,78900
3607,83399
3608,89737
3609,48195
3610,63785
3611,60455
3612,83051
3613,81681
3614,71641
3615,39940
3616,89568
3617,69872
3618,19127
3619,64395
3620,46996
3621,77688
3622,83083
3623,59153
3624,76271
3625,72386
3626,82415
3627,80324
3628,69199
3629,57960
3630,91433
3631,84694
3632,65061
3633,77672
3634,91946
3635,13454
3636,58025
3637,66873
3638,57964
3639,63082
3640,75728
3641,88214
3642,48214
3643,87333
3644,60793
3645,89776
3646,84710
3647,88268
3648,63434
3649,81277
3650,72855
3651,62794
3652,69061
3653,50431
3654,70109
3655,74451
3656,65775
3657,77353
3658,77354
3659,77355
3660,61107
3661,90016
3662,88750
3663,89786
3664,67982
3665,88896
3666,81452
3667,43781
3668,72972
3669,77384
3670,77884
3671,76757
3672,70132
3673,89723
3674,91899
3675,83586
3676,89332
3677,87882
3678,89253
3679,61401
3680,88176
3681,82203
3682,85595
3683,89282
3684,71342
3685,91021
3686,75703
3687,58496
3688,88331
3689,86124
3690,64198
3691,62946
3692,46761
3693,82503
3694,86062
3695,61075
3696,69518
3697,77691
3698,56002
3699,83124
3700,85554
3701,56424
3702,89414
3703,78311
3704,49866
3705,79900
3706,84986
3707,87268
3708,76590
3709,78899
3710,66908
3711,72516
3712,54052
3713,62935
3714,81849
3715,91987
3716,91719
3717,81119
3718,40527
3719,81504
3720,91598
3721,77649
3722,48958
3723,77915
3724,85531
3725,50999
3726,83564
3727,61779
3728,62485
3729,67028
3730,65153
3731,64227
3732,68173
3733,64271
3734,68174
3735,66907
3736,92143
3737,66434
3738,83536
3739,78558
3740,66200
3741,89931
3742,63834
3743,67854
3744,73069
3745,81990
3746,89799
3747,64010
3748,61015
3749,90777
3750,61022
3751,74026
3752,74770
3753,74465
3754,72872
3755,80049
3756,77912
3757,77197
3758,82898
3759,73768
3760,64404
3761,78782
3762,67078
3763,73371
3764,77654
3765,78789
3766,88043
3767,71095
3768,86446
3769,69493
3770,59402
3771,72301
3772,92448
3773,52192
3774,13457
3775,81658
3776,91897
3777,82188
3778,78902
3779,59033
3780,83197
3781,89131
3782,78346
3783,77920
3784,80051
3785,48485
3786,88581
3787,66206
3788,64476
3789,85535
3790,82791
3791,91587
3792,80835
3793,92640
3794,88112
3795,92361
3796,53276
3797,66691
3798,69945
3799,62929
3800,61304
3801,69324
3802,66179
3803,92457
3804,67173
3805,85000
3806,69650
3807,72970
3808,88051
3809,61747
3810,78478
3811,81914
3812,92348
3813,72812
3814,91164
3815,46429
3816,88057
3817,81431
3818,45102
3819,73468
3820,88733
3821,78675
3822,89257
3823,83333
3824,74237
3825,68069
3826,63249
3827,85673
3828,67546
3829,87032
3830,78253
3831,62244
3832,63207
3833,78142
3834,72751
3835,70589
3836,89536
3837,82553
3838,75834
3839,45044
3840,92207
3841,81207
3842,51821
3843,71076
3844,56861
3845,82850
3846,54277
3847,91893
3848,86714
3849,69485
3850,51020
3851,88408
3852,86830
3853,83316
3854,58449
3855,63267
3856,63234
3857,69439
3858,81742
3859,77681
3860,73088
3861,82347
3862,60496
3863,38882
3864,77733
3865,13465
3866,82260
3867,78097
3868,82906
3869,64862
3870,90121
3871,29454
3872,82795
3873,76077
3874,69880
3875,74089
3876,16423
3877,67331
3878,69792
3879,77717
3880,66278
3881,60917
3882,71122
3883,77277
3884,47462
3885,72365
3886,58846
3887,52349
3888,70557
3889,70531
3890,14848
3891,72495
3892,77107
3893,48280
3894,70060
3895,91191
3896,48281
3897,56750
3898,48445
3899,66855
3900,92226
3901,91104
3902,82067
3903,48324
3904,53624
3905,70080
3906,59831
3907,56335
3908,56763
3909,73433
3910,13480
3911,20116
3912,19939
3913,59832
3914,20701
3915,67241
3916,47977
3917,67312
3918,13485
3919,77161
3920,42207
3921,75791
3922,90130
3923,85200
3924,51764
3925,91569
3926,29706
3927,44231
3928,78321
3929,14321
3930,69719
3931,66076
3932,82689
3933,30221
3934,30209
3935,59817
3936,91965
3937,82836
3938,84663
3939,43117
3940,65827
3941,64011
3942,29395
3943,38755
3944,59358
3945,58698
3946,64773
3947,92462
3948,74969
3949,87852
3950,61267
3951,83337
3952,91841
3953,87195
3954,89599
3955,81603
3956,30517
3957,10628
3958,15106
3959,78409
3960,80981
3961,29741
3962,67016
3963,59126
3964,70515
3965,86879
3966,76643
3967,40023
3968,71113
3969,69898
3970,60949
3971,87960
3972,62873
3973,13498
3974,13500
3975,65859
3976,22421
3977,61440
3978,52727
3979,47451
3980,47815
3981,16398
3982,56495
3983,78093
3984,82563
3985,81160
3986,78494
3987,73712
3988,82178
3989,77567
3990,92071
3991,51204
3992,86545
3993,64193
3994,74435
3995,46663
3996,81720
3997,19875
3998,66090
3999,88679
4000,10205
4001,41442
4002,85753
4003,45466
4004,64842
4005,56503
4006,70206
4007,82133
4008,57048
4009,62956
4010,89214
4011,54675
4012,56323
4013,58227
4014,68112
4015,56896
4016,13517
4017,91873
4018,54170
4019,14098
4020,73897
4021,29763
4022,66420
4023,66980
4024,80331
4025,90611
4026,45487
4027,91409
4028,41645
4029,64040
4030,64025
4031,90451
4032,52674
4033,66559
4034,56875
4035,66309
4036,69666
4037,63877
4038,77223
4039,90608
4040,67357
4041,91827
4042,76255
4043,61592
4044,64828
4045,29841
4046,75817
4047,62258
4048,70194
4049,80991
4050,90917
4051,77372
4052,48779
4053,17698
4054,48060
4055,76130
4056,60771
4057,63447
4058,51346
4059,70198
4060,57985
4061,65477
4062,22470
4063,51288
4064,22472
4065,56801
4066,64459
4067,67374
4068,42582
4069,69923
4070,50191
4071,61517
4072,70068
4073,84921
4074,13552
4075,52496
4076,86234
4077,47918
4078,66370
4079,85276
4080,67529
4081,51169
4082,59555
4083,84669
4084,69542
4085,80820
4086,65149
4087,41579
4088,80897
4089,52972
4090,60776
4091,56826
4092,39905
4093,60064
4094,73406
4095,45598
4096,67569
4097,13563
4098,78467
4099,39347
4100,64376
4101,13573
4102,56869
4103,51768
4104,56227
4105,69272
4106,65811
4107,80913
4108,13580
4109,59622
4110,74254
4111,66474
4112,49749
4113,76235
4114,85465
4115,43480
4116,91508
4117,78939
4118,39442
4119,77322
4120,58786
4121,66228
4122,75963
4123,39184
4124,88976
4125,13588
4126,76451
4127,13589
4128,13590
4129,72934
4130,60615
4131,22529
4132,43174
4133,56346
4134,49879
4135,13594
4136,80938
4137,61180
4138,13596
4139,59151
4140,91097
4141,70342
4142,46854
4143,86863
4144,85140
4145,89008
4146,56627
4147,13601
4148,13599
4149,56287
4150,10010
4151,13603
4152,65060
4153,56349
4154,22543
4155,13606
4156,13608
4157,66462
4158,70334
4159,86955
4160,71146
4161,77562
4162,13611
4163,46656
4164,82262
4165,58768
4166,90753
4167,13614
4168,13615
4169,70483
4170,48374
4171,49477
4172,81043
4173,13618
4174,76977
4175,58982
4176,75886
4177,68918
4178,78079
4179,56755
4180,45732
4181,63950
4182,67750
4183,13621
4184,39403
4185,67810
4186,72063
4187,86237
4188,13623
4189,56467
4190,82367
