,구분,총자본증가율2009,유동자산증가율2009,매출액증가율2009,순이익증가율2009,영업이익증가율2009,매출액순이익률2009,매출액총이익률2009,자기자본순이익률2009,총자본순이익률2009,매출원가 대 매출액비율2009,매출채권회전률2009,재고자산회전률2009,총자본회전률2009,유형자산회전율2009,부채비율2009,유동비율2009,자기자본배율2009,당좌비율2009,비유동비율2009,순운전자본비율2009,현금비율2009,부채/자산2009,부채/매출액2009,부채/현금흐름2009,유동부채/부채2009,유동자산/자산2009,매출/현금흐름2009,차입금평균이자율2009,정상기업여부
0,(주)DB하이텍,-26.58,-17.64,-14.45,0.0,0.0,-15.3,12.78,-23.66,-6.1,87.22,7.61,3.89,0.4,0.58,288.09,101.58,332.97,49.91,303.43,0.34,11.83,0.7423273735141077,1.57627669594213,2.46,0.28927197424830337,0.2181379452984876,3.88,10.15,0
1,(주)ES큐브,16.14,30.21,117.58,0.0,0.0,13.26,21.06,9.58,8.53,78.94,14.86,83.65,0.64,22.41,15.98,727.53,383.65,718.68,48.09,50.49,78.9,0.13777702970261796,0.23017471781704435,9.91,0.5840126833876157,0.5853939092324897,2.28,4.1,1
2,(주)경방,85.48,13.64,14.52,0.0,0.0,3.66,2.95,1.11,0.58,97.05,7.2,4.77,0.16,0.18,92.15,84.84,7270.52,64.13,175.4,-1.56,24.38,0.4795645083304768,3.9298383152215526,0.9,0.2142748928654793,0.08717680387824699,3.55,3.41,0
3,(주)골드퍼시픽,-2.83,19.55,-18.41,0.0,0.0,1.87,26.77,0.76,0.69,73.23,5.8,5.26,0.37,16.0,7.37,1666.53,184.01,1551.14,25.82,71.4,851.91,0.0686714854767801,0.18309039569235144,27.7,0.6637055812459901,0.7595648762083816,5.07,0.0,1
4,(주)광명전기,-5.82,-12.38,7.8,0.0,246.97,0.47,10.73,0.5,0.31,89.27,4.26,6.51,0.64,2.02,58.52,138.07,279.61,106.34,84.85,12.81,47.73,0.36915524568916686,0.5553749085346309,5.37,0.9118631190930957,0.46475334621604103,2.98,6.75,1
5,(주)국동,-48.49,-48.08,-25.54,0.0,0.0,-20.25,18.96,-93.12,-26.56,81.04,5.47,9.56,1.31,24.6,344.77,100.26,58.79,79.95,100.15,0.2,1.7,0.7751651598839701,0.4018024433124459,8.94,0.9969525063256446,0.7748282162732532,3.59,4.74,1
6,(주)국보,-1.58,5.15,-7.97,0.0,51.2,0.51,9.28,2.31,0.69,90.72,4.84,165.18,1.35,4.45,231.35,68.38,419.73,67.04,193.44,-19.25,0.87,0.698201197988133,0.5141842466573282,7.32,0.8717345995182435,0.4161898326434681,3.76,8.53,1
7,(주)기산텔레콤,14.74,24.77,-18.04,0.0,0.0,-14.67,23.7,-15.09,-9.44,76.3,4.04,2.64,0.64,36.63,74.75,164.9,530.91,96.74,64.0,24.94,22.38,0.427758763965031,0.710110863238554,-12.61,0.8985042310319732,0.633787290733435,-8.96,6.89,0
8,(주)나노엔텍,62.14,48.57,105.94,0.0,0.0,107.59,37.08,51.29,39.39,62.92,5.38,6.27,0.37,1.6,28.04,283.31,396.86,253.2,68.07,30.3,39.7,0.21896585181170308,0.7398657834038874,8.01,0.7549939342001012,0.4683584701696926,5.92,5.69,1
9,(주)네오위즈홀딩스,22.66,-46.32,177.38,0.0,0.0,37.68,53.83,4.32,3.36,46.17,15.81,0.0,0.09,0.7,30.05,154.43,3905.49,154.43,113.63,4.45,23.39,0.23107158352537976,2.857502088885454,2.72,0.3539246448542674,0.1262938538472808,7.79,4.5,1
