,구분,총자본증가율2002,유동자산증가율2002,매출액증가율2002,순이익증가율2002,영업이익증가율2002,매출액순이익률2002,매출액총이익률2002,자기자본순이익률2002,총자본순이익률2002,매출원가 대 매출액비율2002,매출채권회전률2002,재고자산회전률2002,총자본회전률2002,유형자산회전율2002,부채비율2002,유동비율2002,자기자본배율2002,당좌비율2002,비유동비율2002,순운전자본비율2002,현금비율2002,부채/자산2002,부채/매출액2002,부채/현금흐름2002,유동부채/부채2002,유동자산/자산2002,매출/현금흐름2002,차입금평균이자율2002,정상기업여부
0,(주)그래디언트,-7.95,2.26,38.87,0.0,0.0,-9.56,12.71,-34.72,-20.29,87.29,25.26,132.34,2.12,24.11,101.78,148.58,168.41,142.05,105.84,15.55,68.54,0.5044097451651377,0.22787111786608402,7.85,0.6344477549688691,0.4754863012739628,1.79,8.57,0
1,(주)금양,-46.86,-44.95,-11.09,0.0,0.0,-68.11,15.94,-208.86,-43.55,84.06,6.26,7.19,0.64,3.0,1762.65,50.14,17.06,34.51,1143.83,-38.37,2.72,0.9463131724018538,1.027142572552391,-13.06,0.8132951797624819,0.38591301794144356,-13.42,11.19,0
2,(주)다우기술,-3.33,90.11,21.3,0.0,0.0,8.57,7.21,2.39,2.17,92.79,3.84,17.46,0.25,18.93,9.63,393.09,804.02,375.47,74.22,24.08,131.68,0.0878760544304847,0.34183680696817853,0.25,0.9350790602875196,0.32300436003344685,0.09,6.47,0
3,(주)리드코프,-9.18,-13.87,-6.19,0.0,0.0,-4.15,8.54,-10.74,-5.76,91.46,286.58,13.81,1.39,3.81,87.36,113.33,76.18,84.98,110.71,4.81,44.18,0.46627509323756017,0.3196512588078345,-1.51,0.7742228662202534,0.4091111446460382,-0.48,8.55,0
4,(주)모헨즈,-12.32,-15.89,2.87,0.0,0.0,1.32,4.35,7.97,1.74,95.65,5.11,39.6,1.31,5.27,312.74,53.98,139.95,48.25,262.72,-30.99,2.55,0.7577183635539634,0.5388814900918869,-3.6,0.8887088656512399,0.3634882605624848,-1.94,10.2,0
5,(주)바른손이앤에이,-35.25,-46.56,20.17,0.0,0.0,-205.06,24.83,-224.48,-47.16,75.17,3.72,17.4,0.23,10.93,251.72,113.59,52.7,102.66,261.98,3.05,3.26,0.7156799461766423,2.4459204886497172,-31.7,0.31382599848067766,0.2551320593259405,-77.53,6.96,0
6,(주)보락,-12.18,-9.98,-1.28,0.0,0.0,-24.28,10.32,-24.77,-13.82,89.68,5.7,2.52,0.57,1.08,91.21,120.57,220.51,39.53,119.76,6.38,2.51,0.47701849690967135,0.7834595988099838,-2.09,0.6497175632817972,0.373681521934585,-1.64,6.19,0
7,(주)상지카일룸,18.27,43.14,12.68,0.0,0.0,-45.86,-4.6,-173.33,-30.2,104.6,5.12,14.42,0.66,3.28,228.38,95.0,72.53,86.26,185.16,-2.3,2.04,0.6954718091675913,1.1446670885352235,-15.38,0.6601348258567709,0.4361393175841749,-17.61,9.89,0
8,(주)서한,-30.36,-36.25,-63.15,0.0,0.0,-20.85,-50.79,-24.84,-7.42,150.79,1.57,0.83,0.36,23.14,50.38,238.25,95.51,109.58,36.59,43.91,62.19,0.3350207600770058,0.7723379550192457,-3.86,0.9480095132630943,0.7566774392483617,-2.98,0.0,0
9,(주)세우글로벌,2.58,-3.75,9.3,0.0,0.0,-22.14,13.27,-71.57,-23.04,86.73,3.66,4.71,1.04,4.88,67.18,165.83,67.05,111.85,57.27,26.1,24.89,0.4018433344872067,0.39119143297954884,5.58,0.9866263515841208,0.6574558788967468,2.18,3.67,0
10,(주)소프트센,25.23,36.35,18.32,0.0,0.0,-8.88,1.08,-11.76,-8.29,98.92,6.27,5.28,0.93,7.63,64.86,232.81,179.56,148.01,55.72,37.77,46.46,0.393435837456336,0.4687502143740236,-23.23,0.7227300462507755,0.6620022113001174,-10.89,2.71,0
11,(주)솔본,-20.3,0.79,-47.03,0.0,0.0,-243.04,2.93,-19.83,-19.05,97.07,2.77,31.86,0.08,2.05,4.86,1775.1,1220.11,1765.68,18.53,77.69,809.05,0.046379526126930436,0.5248892047007165,-56.86,1.0,0.8232824253178704,-29.85,0.0,0
12,(주)수산중공업,-20.33,-21.07,15.17,0.0,0.0,82.84,22.18,0.0,78.8,77.82,3.85,4.76,0.95,7.67,1634.1,364.31,23.47,261.12,348.95,57.95,27.11,0.9423330653906985,0.8785157418075684,14.67,0.2326737504815515,0.7987711455850605,12.89,6.83,1
13,(주)쎌마테라퓨틱스,-29.6,-85.42,1981.43,0.0,0.0,17525.05,37.19,0.0,2357.53,62.81,71.39,0.0,0.13,1.75,564.72,5.49,1.93,5.49,640.43,-62.94,1.77,0.8495616894517096,5.218367403128996,-101.76,0.7838160431406471,0.036542314735910485,-531.02,0.03,0
14,(주)아센디오,-39.46,-39.34,-20.63,0.0,0.0,-37.53,-6.23,-130.39,-21.11,106.23,2.06,6.04,0.56,1.56,1176.58,86.93,4.41,67.66,731.9,-6.42,10.17,0.921665740224921,1.2358226916177928,-49.03,0.532560328412182,0.4266732762626622,-60.6,30.94,0
15,(주)아이즈비전,-21.55,-23.22,36.77,0.0,0.0,-7.45,31.15,-36.18,-7.51,68.85,28.25,43.06,1.01,2.94,462.41,51.8,180.51,46.23,445.5,-19.34,23.72,0.8221922022971679,0.7177000233588886,1.04,0.48806174283705833,0.20786227166289636,0.74,11.42,0
16,(주)에스엠벡셀,0.47,-15.29,-7.48,0.0,0.0,-3.53,6.28,-10.81,-4.23,93.72,10.39,20.28,1.2,2.21,172.87,61.93,117.43,51.8,193.86,-17.8,10.44,0.6335218184972579,0.5296219255659074,22.06,0.7379778606759118,0.2895428921147156,11.68,8.52,1
17,(주)엔아이스틸,19.52,59.99,73.4,-81.14,0.0,7.58,13.79,13.12,9.95,86.21,5.57,6.86,1.31,2.73,37.49,214.43,146.49,118.3,62.4,29.15,0.69,0.2726763004298256,0.2261737625914827,-18.89,0.9341159301056267,0.5461795486617893,-4.27,6.53,1
18,(주)유니켐,-4.14,-0.08,63.38,0.0,0.0,0.5,7.0,0.91,0.58,93.0,38.72,3.41,1.16,4.27,55.33,166.36,62.91,51.43,66.16,22.9,7.56,0.3561911394050365,0.30184169090141416,-33.5,0.9687364119806754,0.5740457312384994,-10.11,6.85,1
19,(주)인스코비,-16.13,7.13,-32.08,0.0,0.0,-95.5,20.31,-30.8,-19.9,79.69,1.6,3.21,0.21,1.64,68.72,144.47,149.56,129.87,75.39,17.03,8.47,0.40731041331656415,1.7828836437347992,-43.97,0.9400966574504912,0.5531789109640025,-78.39,5.63,0
20,(주)케이티알파,-10.72,-1.79,-41.14,0.0,0.0,-38.57,-10.17,-7.17,-6.58,110.17,2.35,68.68,0.17,0.94,6.61,1195.9,608.89,1194.66,30.9,65.07,73.24,0.06198481184132122,0.3427542034279287,50.36,0.9579668149093304,0.7101208756821193,17.26,2.81,0
21,(주)키다리스튜디오,-36.19,-24.98,-17.1,0.0,0.0,-3.24,9.71,0.0,-3.41,90.29,3.6,8.79,1.05,5.6,675.6,70.83,57.72,53.71,304.38,-25.02,0.78,0.8710673506280805,0.6442814462529288,-9.19,0.984682362373584,0.6075487090743344,-5.92,9.68,0
22,(주)티에이치엔,-2.59,18.81,19.64,0.0,0.0,-2.19,3.81,-18.05,-4.29,96.19,18.46,27.52,1.96,8.73,376.99,66.64,158.69,57.37,239.07,-24.97,3.49,0.7903504062648676,0.39775590472129335,2.19,0.9470633791286022,0.4987803811667207,0.87,7.92,1
23,(주)플레이그램,-48.26,8.32,58.25,0.0,0.0,-89.91,4.72,-174.68,-46.45,95.28,3.91,14.85,0.52,4.67,1006.58,109.74,19.05,100.61,644.79,3.7,18.78,0.9096318159651364,1.200551089342608,-93.33,0.4180492881573415,0.41731115525417856,-112.04,54.13,0
24,대영포장(주),-5.92,21.18,3.57,0.0,0.0,0.81,12.5,1.86,0.8,87.5,14.29,27.33,0.99,1.24,34.53,171.51,128.43,139.17,106.32,8.74,20.71,0.2566792369313216,0.25131792224998767,28.93,0.4763780346224763,0.209720187670859,7.27,41.24,1
25,대한화섬(주),0.64,-30.18,0.49,0.0,0.0,0.14,2.81,0.13,0.11,97.19,16.58,10.95,0.79,1.37,19.73,130.21,4675.14,84.64,95.76,4.65,31.59,0.1647964839385206,0.20983356973725423,2.43,0.9331247799247486,0.20023400798869292,0.51,10.5,0
26,바이온(주),-31.96,-46.79,5.18,0.0,0.0,-5.71,7.4,-17.89,-6.96,92.6,3.79,9.36,1.22,5.92,126.51,166.59,190.2,124.25,95.7,23.08,6.68,0.558515683688017,0.37104672989137444,-21.43,0.6207050705543897,0.5775112324612262,-7.95,6.34,0
27,서울식품공업(주),-9.89,5.54,8.31,0.0,0.0,-3.73,25.44,-13.73,-4.05,74.56,3.68,15.78,1.09,2.34,174.75,95.27,39.86,81.44,141.89,-2.4,5.15,0.6360361812777149,0.5540712822401782,-16.46,0.798030396606359,0.48356579941013905,-9.12,10.34,0
