,구분,이자보상배율2015,영업이익2015,차입금의존도2015,총자본증가율2015,유동자산증가율2015,매출액증가율2015,순이익증가율2015,영업이익증가율2015,매출액순이익률2015,매출액총이익률2015,자기자본순이익률2015,총자본순이익률2015,매출원가 대 매출액비율2015,매출채권회전률2015,재고자산회전률2015,총자본회전률2015,유형자산회전율2015,부채비율2015,유동비율2015,자기자본배율2015,당좌비율2015,비유동비율2015,순운전자본비율2015,현금비율2015,부채2015,자산2015,매출액2015,부채/현금흐름2015,유동부채2015,유동자산2015,매출/현금흐름2015,차입금평균이자율2015,정상기업여부
0,(주)HM금속,-1.65,-8379768,87.24,-8.94,-30.12,-0.1,0,0,-40.22,-12.15,0,-34.95,112.15,9.09,26.81,0.87,1.08,0.0,12.79,0.0,11.07,0.0,-99.65,0.5,69090482.0,50608894.0,46139369.0,1.18,57825347.0,7394100.0,1.77,12.07,0
1,(주)가경디앤씨,999999999,-112825,141.91,-0.08,-0.08,0,0,0,0,0,0,-0.15,0,0,0,0,0.0,0.0,212.82,0.0,196.06,0.0,50.75,0.19,81841235.0,54443386.0,0.0,0.05,24490343.0,52119617.0,0.0,0.0,0
2,(주)가람우즈,3.89,20858661,130.72,-22.91,-25.99,1023.51,0,0,13.9,21.01,0,19.37,78.99,18.26,2.26,1.39,428.81,0.0,70.13,0.0,29.74,0.0,-40.16,14.52,98879168.0,70574484.0,112981728.0,9.38,94873072.0,66532953.0,8.21,5.18,0
3,(주)가야포징,-1.82,-1958394,113.46,2.57,108.46,40.13,0,0,-39.29,-21.21,0,-10.57,121.21,9.48,8.63,0.27,0.29,0.0,7.8,0.0,3.5,0.0,-99.72,0.22,31723076.0,26200787.0,6962230.0,-5.04,28339097.0,2210959.0,-22.96,3.69,0
4,(주)가야호텔,2.05,282595,76.41,-1.81,-34.75,-3.02,0,-6.12,2.56,66.1,2.75,0.51,33.9,30.83,35.39,0.2,0.21,423.93,11.08,121.78,8.21,512.29,-17.82,5.25,16262418.0,20098570.0,4065225.0,2.21,4026964.0,446348.0,8.84,0.88,0
5,(주)가이아로지스,1.55,570520,93.88,2.1,150.74,193.86,0,0,16.86,0,195.68,1.93,0,43.71,0,0.11,0.12,5086.1,7.33,42.31,7.33,4917.41,-65.48,5.65,10760208.0,10971769.0,1241262.0,2.32,7753208.0,568442.0,20.11,3.57,0
6,(주)강촌레일파크,0.94,549073,67.87,3.28,12.71,1.46,0,17.78,1.08,29.91,2.22,0.44,70.09,130.06,3244.41,0.41,0.47,248.8,89.09,72.83,89.09,305.15,-1.53,84.55,9966692.0,13972592.0,5616075.0,4.37,1962692.0,1748615.0,7.75,5.9,1
7,(주)거금솔라파크,1.97,5371720,85.31,-4.25,1.41,-0.36,59.78,21.71,26.07,61.01,33.36,3.82,38.99,52.65,0,0.15,0.17,632.82,166.43,188.46,166.43,616.96,6.31,154.23,55218847.0,63944623.0,9569193.0,11.18,6074763.0,10110363.0,64.53,4.76,0
8,(주)거제씨월드,-1.03,-1002832,130.35,-5.16,34.83,8.17,0,0,-113.82,85.9,0,-24.88,14.1,98.09,44.63,0.22,0.81,0.0,15.97,0.0,14.5,0.0,-22.8,10.6,20332375.0,13441139.0,3017872.0,-1.24,3646769.0,582529.0,-8.37,5.86,0
9,(주)건동주택,999999999,-104528,91.33,-0.06,-0.06,0,0,0,0,0,0,-0.31,0,0,0,0,0.0,0.0,90.0,0.0,8.53,0.0,-11.11,0.09,37630302.0,33823578.0,0.0,1.11,37560929.0,33804015.0,0.0,0.0,0
