,구분,이자보상배율2015,영업이익2015,차입금의존도2015,총자본증가율2015,유동자산증가율2015,매출액증가율2015,순이익증가율2015,영업이익증가율2015,매출액순이익률2015,매출액총이익률2015,자기자본순이익률2015,총자본순이익률2015,매출원가 대 매출액비율2015,매출채권회전률2015,재고자산회전률2015,총자본회전률2015,유형자산회전율2015,부채비율2015,유동비율2015,자기자본배율2015,당좌비율2015,비유동비율2015,순운전자본비율2015,현금비율2015,부채2015,자산2015,매출액2015,부채/현금흐름2015,유동부채2015,유동자산2015,매출/현금흐름2015,차입금평균이자율2015,정상기업여부
0,(주)DCFTREK,3.29,1022889,15.24,-20.65,-41.17,-5.18,0,0,-5.73,5.21,-9.45,-6.61,94.79,16.51,12.99,1.15,2.57,32.87,79.65,2568.54,36.38,112.23,-3.97,4.41,10552111.0,42658852.0,55573955.0,4.09,8320515.0,6627038.0,0.78,3.26,1
1,(주)EG메탈,-11.92,-4466209,38.49,-19.37,-35.74,-16.32,0,0,-16.11,-9.4,-31.59,-18.94,109.4,16.42,3.91,1.18,2.07,76.87,599.99,422.82,217.95,111.64,30.74,13.58,11065052.0,25459657.0,33526876.0,-1.31,1565052.0,9390232.0,-0.43,3.82,0
2,(주)HM금속,-1.65,-8379768,87.24,-8.94,-30.12,-0.1,0,0,-40.22,-12.15,0,-34.95,112.15,9.09,26.81,0.87,1.08,0.0,12.79,0.0,11.07,0.0,-99.65,0.5,69090482.0,50608894.0,46139369.0,1.18,57825347.0,7394100.0,1.77,12.07,0
3,(주)JBM,-3.07,-952542,50.21,-14.53,-14.19,-3.02,0,0,-15.92,6.39,-112.89,-15.29,93.61,17.52,4.73,0.96,2.17,1251.53,71.2,107.07,38.23,831.03,-15.58,1.36,12059981.0,13023596.0,13568245.0,6.71,7044841.0,5015677.0,5.97,4.55,0
4,(주)XIOM,5.92,2845626,54.93,44.47,35.95,2325.34,850.16,12797.73,9.4,34.21,20.36,6.41,65.79,4.06,3.45,0.68,1.35,246.05,107.52,506.84,59.24,202.45,2.9,10.92,24940949.0,35077664.0,20224691.0,-5.45,13538500.0,14556088.0,-6.72,3.62,1
5,(주)가겐투안,-5.11,-268306,9.18,-0.21,-0.56,25.41,0,0,-1.29,4.6,-1.51,-1.14,95.4,13.73,0,0.89,346.29,32.68,50.12,2396.5,50.12,119.18,-10.13,15.03,3915679.0,15898186.0,14125593.0,-3.47,3227864.0,1617659.0,-0.96,3.64,0
6,(주)가람우즈,3.89,20858661,130.72,-22.91,-25.99,1023.51,0,0,13.9,21.01,0,19.37,78.99,18.26,2.26,1.39,428.81,0.0,70.13,0.0,29.74,0.0,-40.16,14.52,98879168.0,70574484.0,112981728.0,9.38,94873072.0,66532953.0,8.21,5.18,1
7,(주)가야포징,-1.82,-1958394,113.46,2.57,108.46,40.13,0,0,-39.29,-21.21,0,-10.57,121.21,9.48,8.63,0.27,0.29,0.0,7.8,0.0,3.5,0.0,-99.72,0.22,31723076.0,26200787.0,6962230.0,-5.04,28339097.0,2210959.0,-22.96,3.69,0
8,(주)갑우문화사,4.48,355227,9.33,0.75,-4.52,1.34,165.51,0,1.62,14.55,2.13,1.48,85.45,5.78,40.05,0.91,1.42,43.59,132.32,37339.09,120.33,108.27,6.01,27.45,8138678.0,26808222.0,24400136.0,9.47,4983678.0,6594517.0,3.16,3.08,1
9,(주)강원심층수,-2.96,-2808159,78.46,-5.23,53.31,8.98,0,0,-54.78,28.43,-57.63,-12.93,71.57,9.18,15.36,0.24,0.25,509.25,8.44,16.55,6.64,566.49,-76.19,0.81,23596227.0,28229727.0,6847437.0,-6.51,23490727.0,1981635.0,-22.43,4.46,0
10,(주)강진금속,0.59,195488,54.03,-1.75,-9.41,-5.59,22.29,-12.56,0.6,10.72,1.78,0.66,89.28,4.26,6.63,1.09,2.76,168.17,87.9,1119.91,54.77,147.35,-6.2,3.47,9416905.0,15016449.0,16461502.0,4.71,7696355.0,6765397.0,2.69,3.88,0
11,(주)강촌레일파크,0.94,549073,67.87,3.28,12.71,1.46,0,17.78,1.08,29.91,2.22,0.44,70.09,130.06,3244.41,0.41,0.47,248.8,89.09,72.83,89.09,305.15,-1.53,84.55,9966692.0,13972592.0,5616075.0,4.37,1962692.0,1748615.0,7.75,5.9,0
